#NTIMES: 145 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
16998.79 1e-99 1e-99 1e-99 4.68e+10 1e-99 
17146.37 1e-99 1e-99 1e-99 4.38e+10 1e-99 
17415.23 1e-99 1e-99 1e-99 3.88e+10 1e-99 
17888.12 1e-99 1e-99 1e-99 3.28e+10 1e-99 
18532.37 1e-99 1e-99 1e-99 2.67e+10 1e-99 
19260.76 1e-99 1e-99 1e-99 2.16e+10 1e-99 
20034.10 1e-99 1e-99 1e-99 1.79e+10 1e-99 
20838.00 1e-99 1e-99 1e-99 1.51e+10 1e-99 
21647.97 1e-99 1e-99 1e-99 1.31e+10 1e-99 
22447.94 1e-99 1e-99 1e-99 1.15e+10 1e-99 
23245.88 1e-99 1e-99 1e-99 1.02e+10 1e-99 
24052.47 1e-99 1e-99 1e-99 9.16e+09 1e-99 
24867.72 1e-99 1e-99 1e-99 8.19e+09 1e-99 
25698.86 1e-99 1e-99 1e-99 7.42e+09 1e-99 
26587.16 1e-99 1e-99 1e-99 6.66e+09 1e-99 
27637.54 1e-99 1e-99 1e-99 5.86e+09 1e-99 
28986.97 1e-99 1e-99 1e-99 5.08e+09 1e-99 
#TIME: 8.64 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
440.10 1e-99 1e-99 1e-99 2.22e+13 1e-99 
999.11 1e-99 1e-99 1e-99 2.49e+13 1e-99 
1267.34 1e-99 1e-99 1e-99 2.69e+13 1e-99 
1514.05 1e-99 1e-99 1e-99 2.91e+13 1e-99 
1808.80 1e-99 1e-99 1e-99 3.09e+13 1e-99 
1919.29 1e-99 1e-99 1e-99 3.23e+13 1e-99 
2160.92 1e-99 1e-99 1e-99 3.38e+13 1e-99 
2292.92 1e-99 1e-99 1e-99 3.50e+13 1e-99 
2432.98 1e-99 1e-99 1e-99 3.58e+13 1e-99 
2581.60 1e-99 1e-99 1e-99 3.60e+13 1e-99 
2739.29 1e-99 1e-99 1e-99 3.66e+13 1e-99 
2906.62 1e-99 1e-99 1e-99 3.65e+13 1e-99 
3084.17 1e-99 1e-99 1e-99 3.59e+13 1e-99 
3272.56 1e-99 1e-99 1e-99 3.52e+13 1e-99 
3472.46 1e-99 1e-99 1e-99 3.40e+13 1e-99 
3684.57 1e-99 1e-99 1e-99 3.24e+13 1e-99 
3909.64 1e-99 1e-99 1e-99 3.04e+13 1e-99 
4148.46 1e-99 1e-99 1e-99 2.86e+13 1e-99 
4401.86 1e-99 1e-99 1e-99 2.71e+13 1e-99 
4670.75 1e-99 1e-99 1e-99 2.55e+13 1e-99 
4956.05 1e-99 1e-99 1e-99 2.40e+13 1e-99 
5258.79 1e-99 1e-99 1e-99 2.25e+13 1e-99 
5580.02 1e-99 1e-99 1e-99 2.07e+13 1e-99 
5920.87 1e-99 1e-99 1e-99 1.90e+13 1e-99 
6282.54 1e-99 1e-99 1e-99 1.72e+13 1e-99 
6666.30 1e-99 1e-99 1e-99 1.54e+13 1e-99 
7073.50 1e-99 1e-99 1e-99 1.36e+13 1e-99 
7505.58 1e-99 1e-99 1e-99 1.16e+13 1e-99 
7964.05 1e-99 1e-99 1e-99 9.68e+12 1e-99 
8450.53 1e-99 1e-99 1e-99 7.72e+12 1e-99 
8966.72 1e-99 1e-99 1e-99 5.98e+12 1e-99 
9514.44 1e-99 1e-99 1e-99 4.30e+12 1e-99 
10095.62 1e-99 1e-99 1e-99 2.88e+12 1e-99 
10712.30 1e-99 1e-99 1e-99 1.88e+12 1e-99 
11366.65 1e-99 1e-99 1e-99 1.19e+12 1e-99 
12061.10 1e-99 1e-99 1e-99 7.03e+11 1e-99 
12793.43 1e-99 1e-99 1e-99 4.17e+11 1e-99 
13528.61 1e-99 1e-99 1e-99 2.62e+11 1e-99 
14194.74 1e-99 1e-99 1e-99 1.83e+11 1e-99 
14757.77 1e-99 1e-99 1e-99 1.42e+11 1e-99 
15240.48 1e-99 1e-99 1e-99 1.17e+11 1e-99 
15646.99 1e-99 1e-99 1e-99 9.91e+10 1e-99 
15960.30 1e-99 1e-99 1e-99 8.53e+10 1e-99 
16187.41 1e-99 1e-99 1e-99 7.46e+10 1e-99 
16354.17 1e-99 1e-99 1e-99 6.70e+10 1e-99 
16484.18 1e-99 1e-99 1e-99 6.21e+10 1e-99 
16593.12 1e-99 1e-99 1e-99 5.85e+10 1e-99 
16691.99 1e-99 1e-99 1e-99 5.46e+10 1e-99 
16788.59 1e-99 1e-99 1e-99 5.22e+10 1e-99 
16888.37 1e-99 1e-99 1e-99 4.92e+10 1e-99 
16998.79 1e-99 1e-99 1e-99 4.65e+10 1e-99 
17146.37 1e-99 1e-99 1e-99 4.28e+10 1e-99 
17415.23 1e-99 1e-99 1e-99 3.88e+10 1e-99 
17888.12 1e-99 1e-99 1e-99 3.22e+10 1e-99 
18532.37 1e-99 1e-99 1e-99 2.63e+10 1e-99 
19260.76 1e-99 1e-99 1e-99 2.15e+10 1e-99 
20034.10 1e-99 1e-99 1e-99 1.77e+10 1e-99 
20838.00 1e-99 1e-99 1e-99 1.51e+10 1e-99 
21647.97 1e-99 1e-99 1e-99 1.30e+10 1e-99 
22447.94 1e-99 1e-99 1e-99 1.14e+10 1e-99 
23245.88 1e-99 1e-99 1e-99 1.02e+10 1e-99 
24052.47 1e-99 1e-99 1e-99 9.14e+09 1e-99 
24867.72 1e-99 1e-99 1e-99 8.23e+09 1e-99 
25698.86 1e-99 1e-99 1e-99 7.42e+09 1e-99 
26587.16 1e-99 1e-99 1e-99 6.65e+09 1e-99 
27637.54 1e-99 1e-99 1e-99 5.89e+09 1e-99 
28986.97 1e-99 1e-99 1e-99 5.08e+09 1e-99 
#TIME: 8.82 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
440.10 1e-99 1e-99 1e-99 2.18e+13 1e-99 
999.11 1e-99 1e-99 1e-99 2.41e+13 1e-99 
1267.34 1e-99 1e-99 1e-99 2.60e+13 1e-99 
1514.05 1e-99 1e-99 1e-99 2.77e+13 1e-99 
1808.80 1e-99 1e-99 1e-99 2.95e+13 1e-99 
1919.29 1e-99 1e-99 1e-99 3.07e+13 1e-99 
2160.92 1e-99 1e-99 1e-99 3.25e+13 1e-99 
2292.92 1e-99 1e-99 1e-99 3.33e+13 1e-99 
2432.98 1e-99 1e-99 1e-99 3.42e+13 1e-99 
2581.60 1e-99 1e-99 1e-99 3.43e+13 1e-99 
2739.29 1e-99 1e-99 1e-99 3.46e+13 1e-99 
2906.62 1e-99 1e-99 1e-99 3.47e+13 1e-99 
3084.17 1e-99 1e-99 1e-99 3.39e+13 1e-99 
3272.56 1e-99 1e-99 1e-99 3.32e+13 1e-99 
3472.46 1e-99 1e-99 1e-99 3.22e+13 1e-99 
3684.57 1e-99 1e-99 1e-99 3.07e+13 1e-99 
3909.64 1e-99 1e-99 1e-99 2.88e+13 1e-99 
4148.46 1e-99 1e-99 1e-99 2.72e+13 1e-99 
4401.86 1e-99 1e-99 1e-99 2.56e+13 1e-99 
4670.75 1e-99 1e-99 1e-99 2.41e+13 1e-99 
4956.05 1e-99 1e-99 1e-99 2.27e+13 1e-99 
5258.79 1e-99 1e-99 1e-99 2.13e+13 1e-99 
5580.02 1e-99 1e-99 1e-99 1.96e+13 1e-99 
5920.87 1e-99 1e-99 1e-99 1.79e+13 1e-99 
6282.54 1e-99 1e-99 1e-99 1.62e+13 1e-99 
6666.30 1e-99 1e-99 1e-99 1.46e+13 1e-99 
7073.50 1e-99 1e-99 1e-99 1.28e+13 1e-99 
7505.58 1e-99 1e-99 1e-99 1.10e+13 1e-99 
7964.05 1e-99 1e-99 1e-99 9.14e+12 1e-99 
8450.53 1e-99 1e-99 1e-99 7.29e+12 1e-99 
8966.72 1e-99 1e-99 1e-99 5.62e+12 1e-99 
9514.44 1e-99 1e-99 1e-99 4.04e+12 1e-99 
10095.62 1e-99 1e-99 1e-99 2.72e+12 1e-99 
10712.30 1e-99 1e-99 1e-99 1.79e+12 1e-99 
11366.65 1e-99 1e-99 1e-99 1.13e+12 1e-99 
12061.10 1e-99 1e-99 1e-99 6.68e+11 1e-99 
12793.43 1e-99 1e-99 1e-99 3.98e+11 1e-99 
13528.61 1e-99 1e-99 1e-99 2.53e+11 1e-99 
14194.74 1e-99 1e-99 1e-99 1.77e+11 1e-99 
14757.77 1e-99 1e-99 1e-99 1.39e+11 1e-99 
15240.48 1e-99 1e-99 1e-99 1.15e+11 1e-99 
15646.99 1e-99 1e-99 1e-99 9.70e+10 1e-99 
15960.30 1e-99 1e-99 1e-99 8.38e+10 1e-99 
16187.41 1e-99 1e-99 1e-99 7.42e+10 1e-99 
16354.17 1e-99 1e-99 1e-99 6.69e+10 1e-99 
16484.18 1e-99 1e-99 1e-99 6.16e+10 1e-99 
16593.12 1e-99 1e-99 1e-99 5.71e+10 1e-99 
16691.99 1e-99 1e-99 1e-99 5.41e+10 1e-99 
16788.59 1e-99 1e-99 1e-99 5.09e+10 1e-99 
16888.37 1e-99 1e-99 1e-99 4.82e+10 1e-99 
16998.79 1e-99 1e-99 1e-99 4.65e+10 1e-99 
17146.37 1e-99 1e-99 1e-99 4.24e+10 1e-99 
17415.23 1e-99 1e-99 1e-99 3.81e+10 1e-99 
17888.12 1e-99 1e-99 1e-99 3.19e+10 1e-99 
18532.37 1e-99 1e-99 1e-99 2.61e+10 1e-99 
19260.76 1e-99 1e-99 1e-99 2.13e+10 1e-99 
20034.10 1e-99 1e-99 1e-99 1.77e+10 1e-99 
20838.00 1e-99 1e-99 1e-99 1.50e+10 1e-99 
21647.97 1e-99 1e-99 1e-99 1.30e+10 1e-99 
22447.94 1e-99 1e-99 1e-99 1.14e+10 1e-99 
23245.88 1e-99 1e-99 1e-99 1.02e+10 1e-99 
24052.47 1e-99 1e-99 1e-99 9.12e+09 1e-99 
24867.72 1e-99 1e-99 1e-99 8.17e+09 1e-99 
25698.86 1e-99 1e-99 1e-99 7.38e+09 1e-99 
26587.16 1e-99 1e-99 1e-99 6.67e+09 1e-99 
27637.54 1e-99 1e-99 1e-99 5.89e+09 1e-99 
28986.97 1e-99 1e-99 1e-99 5.06e+09 1e-99 
#TIME: 9.01 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
440.10 1e-99 1e-99 1e-99 2.16e+13 1e-99 
999.11 1e-99 1e-99 1e-99 2.32e+13 1e-99 
1267.34 1e-99 1e-99 1e-99 2.49e+13 1e-99 
1514.05 1e-99 1e-99 1e-99 2.68e+13 1e-99 
1808.80 1e-99 1e-99 1e-99 2.82e+13 1e-99 
1919.29 1e-99 1e-99 1e-99 2.93e+13 1e-99 
2160.92 1e-99 1e-99 1e-99 3.10e+13 1e-99 
2292.92 1e-99 1e-99 1e-99 3.16e+13 1e-99 
2432.98 1e-99 1e-99 1e-99 3.24e+13 1e-99 
2581.60 1e-99 1e-99 1e-99 3.26e+13 1e-99 
2739.29 1e-99 1e-99 1e-99 3.29e+13 1e-99 
2906.62 1e-99 1e-99 1e-99 3.28e+13 1e-99 
3084.17 1e-99 1e-99 1e-99 3.22e+13 1e-99 
3272.56 1e-99 1e-99 1e-99 3.14e+13 1e-99 
3472.46 1e-99 1e-99 1e-99 3.05e+13 1e-99 
3684.57 1e-99 1e-99 1e-99 2.90e+13 1e-99 
3909.64 1e-99 1e-99 1e-99 2.73e+13 1e-99 
4148.46 1e-99 1e-99 1e-99 2.57e+13 1e-99 
4401.86 1e-99 1e-99 1e-99 2.43e+13 1e-99 
4670.75 1e-99 1e-99 1e-99 2.28e+13 1e-99 
4956.05 1e-99 1e-99 1e-99 2.14e+13 1e-99 
5258.79 1e-99 1e-99 1e-99 2.02e+13 1e-99 
5580.02 1e-99 1e-99 1e-99 1.85e+13 1e-99 
5920.87 1e-99 1e-99 1e-99 1.70e+13 1e-99 
6282.54 1e-99 1e-99 1e-99 1.54e+13 1e-99 
6666.30 1e-99 1e-99 1e-99 1.38e+13 1e-99 
7073.50 1e-99 1e-99 1e-99 1.21e+13 1e-99 
7505.58 1e-99 1e-99 1e-99 1.04e+13 1e-99 
7964.05 1e-99 1e-99 1e-99 8.63e+12 1e-99 
8450.53 1e-99 1e-99 1e-99 6.86e+12 1e-99 
8966.72 1e-99 1e-99 1e-99 5.28e+12 1e-99 
9514.44 1e-99 1e-99 1e-99 3.80e+12 1e-99 
10095.62 1e-99 1e-99 1e-99 2.57e+12 1e-99 
10712.30 1e-99 1e-99 1e-99 1.70e+12 1e-99 
11366.65 1e-99 1e-99 1e-99 1.07e+12 1e-99 
12061.10 1e-99 1e-99 1e-99 6.37e+11 1e-99 
12793.43 1e-99 1e-99 1e-99 3.82e+11 1e-99 
13528.61 1e-99 1e-99 1e-99 2.43e+11 1e-99 
14194.74 1e-99 1e-99 1e-99 1.72e+11 1e-99 
14757.77 1e-99 1e-99 1e-99 1.34e+11 1e-99 
15240.48 1e-99 1e-99 1e-99 1.12e+11 1e-99 
15646.99 1e-99 1e-99 1e-99 9.49e+10 1e-99 
15960.30 1e-99 1e-99 1e-99 8.24e+10 1e-99 
16187.41 1e-99 1e-99 1e-99 7.26e+10 1e-99 
16354.17 1e-99 1e-99 1e-99 6.49e+10 1e-99 
16484.18 1e-99 1e-99 1e-99 6.10e+10 1e-99 
16593.12 1e-99 1e-99 1e-99 5.68e+10 1e-99 
16691.99 1e-99 1e-99 1e-99 5.36e+10 1e-99 
16788.59 1e-99 1e-99 1e-99 5.02e+10 1e-99 
16888.37 1e-99 1e-99 1e-99 4.79e+10 1e-99 
16998.79 1e-99 1e-99 1e-99 4.57e+10 1e-99 
17146.37 1e-99 1e-99 1e-99 4.21e+10 1e-99 
17415.23 1e-99 1e-99 1e-99 3.76e+10 1e-99 
17888.12 1e-99 1e-99 1e-99 3.15e+10 1e-99 
18532.37 1e-99 1e-99 1e-99 2.58e+10 1e-99 
19260.76 1e-99 1e-99 1e-99 2.12e+10 1e-99 
20034.10 1e-99 1e-99 1e-99 1.76e+10 1e-99 
20838.00 1e-99 1e-99 1e-99 1.49e+10 1e-99 
21647.97 1e-99 1e-99 1e-99 1.29e+10 1e-99 
22447.94 1e-99 1e-99 1e-99 1.14e+10 1e-99 
23245.88 1e-99 1e-99 1e-99 1.01e+10 1e-99 
24052.47 1e-99 1e-99 1e-99 9.04e+09 1e-99 
24867.72 1e-99 1e-99 1e-99 8.22e+09 1e-99 
25698.86 1e-99 1e-99 1e-99 7.41e+09 1e-99 
26587.16 1e-99 1e-99 1e-99 6.66e+09 1e-99 
27637.54 1e-99 1e-99 1e-99 5.88e+09 1e-99 
28986.97 1e-99 1e-99 1e-99 5.09e+09 1e-99 
#TIME: 9.19 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
440.10 1e-99 1e-99 1e-99 2.07e+13 1e-99 
999.11 1e-99 1e-99 1e-99 2.27e+13 1e-99 
1267.34 1e-99 1e-99 1e-99 2.40e+13 1e-99 
1514.05 1e-99 1e-99 1e-99 2.56e+13 1e-99 
1808.80 1e-99 1e-99 1e-99 2.69e+13 1e-99 
1919.29 1e-99 1e-99 1e-99 2.81e+13 1e-99 
2160.92 1e-99 1e-99 1e-99 2.95e+13 1e-99 
2292.92 1e-99 1e-99 1e-99 3.00e+13 1e-99 
2432.98 1e-99 1e-99 1e-99 3.08e+13 1e-99 
2581.60 1e-99 1e-99 1e-99 3.09e+13 1e-99 
2739.29 1e-99 1e-99 1e-99 3.13e+13 1e-99 
2906.62 1e-99 1e-99 1e-99 3.10e+13 1e-99 
3084.17 1e-99 1e-99 1e-99 3.04e+13 1e-99 
3272.56 1e-99 1e-99 1e-99 2.99e+13 1e-99 
3472.46 1e-99 1e-99 1e-99 2.88e+13 1e-99 
3684.57 1e-99 1e-99 1e-99 2.75e+13 1e-99 
3909.64 1e-99 1e-99 1e-99 2.58e+13 1e-99 
4148.46 1e-99 1e-99 1e-99 2.44e+13 1e-99 
4401.86 1e-99 1e-99 1e-99 2.30e+13 1e-99 
4670.75 1e-99 1e-99 1e-99 2.17e+13 1e-99 
4956.05 1e-99 1e-99 1e-99 2.03e+13 1e-99 
5258.79 1e-99 1e-99 1e-99 1.90e+13 1e-99 
5580.02 1e-99 1e-99 1e-99 1.75e+13 1e-99 
5920.87 1e-99 1e-99 1e-99 1.60e+13 1e-99 
6282.54 1e-99 1e-99 1e-99 1.46e+13 1e-99 
6666.30 1e-99 1e-99 1e-99 1.31e+13 1e-99 
7073.50 1e-99 1e-99 1e-99 1.15e+13 1e-99 
7505.58 1e-99 1e-99 1e-99 9.86e+12 1e-99 
7964.05 1e-99 1e-99 1e-99 8.14e+12 1e-99 
8450.53 1e-99 1e-99 1e-99 6.45e+12 1e-99 
8966.72 1e-99 1e-99 1e-99 4.97e+12 1e-99 
9514.44 1e-99 1e-99 1e-99 3.57e+12 1e-99 
10095.62 1e-99 1e-99 1e-99 2.43e+12 1e-99 
10712.30 1e-99 1e-99 1e-99 1.61e+12 1e-99 
11366.65 1e-99 1e-99 1e-99 1.02e+12 1e-99 
12061.10 1e-99 1e-99 1e-99 6.06e+11 1e-99 
12793.43 1e-99 1e-99 1e-99 3.65e+11 1e-99 
13528.61 1e-99 1e-99 1e-99 2.34e+11 1e-99 
14194.74 1e-99 1e-99 1e-99 1.67e+11 1e-99 
14757.77 1e-99 1e-99 1e-99 1.31e+11 1e-99 
15240.48 1e-99 1e-99 1e-99 1.09e+11 1e-99 
15646.99 1e-99 1e-99 1e-99 9.25e+10 1e-99 
15960.30 1e-99 1e-99 1e-99 8.04e+10 1e-99 
16187.41 1e-99 1e-99 1e-99 7.04e+10 1e-99 
16354.17 1e-99 1e-99 1e-99 6.42e+10 1e-99 
16484.18 1e-99 1e-99 1e-99 5.93e+10 1e-99 
16593.12 1e-99 1e-99 1e-99 5.55e+10 1e-99 
16691.99 1e-99 1e-99 1e-99 5.28e+10 1e-99 
16788.59 1e-99 1e-99 1e-99 5.02e+10 1e-99 
16888.37 1e-99 1e-99 1e-99 4.74e+10 1e-99 
16998.79 1e-99 1e-99 1e-99 4.44e+10 1e-99 
17146.37 1e-99 1e-99 1e-99 4.15e+10 1e-99 
17415.23 1e-99 1e-99 1e-99 3.70e+10 1e-99 
17888.12 1e-99 1e-99 1e-99 3.12e+10 1e-99 
18532.37 1e-99 1e-99 1e-99 2.56e+10 1e-99 
19260.76 1e-99 1e-99 1e-99 2.11e+10 1e-99 
20034.10 1e-99 1e-99 1e-99 1.75e+10 1e-99 
20838.00 1e-99 1e-99 1e-99 1.49e+10 1e-99 
21647.97 1e-99 1e-99 1e-99 1.29e+10 1e-99 
22447.94 1e-99 1e-99 1e-99 1.14e+10 1e-99 
23245.88 1e-99 1e-99 1e-99 1.01e+10 1e-99 
24052.47 1e-99 1e-99 1e-99 9.07e+09 1e-99 
24867.72 1e-99 1e-99 1e-99 8.18e+09 1e-99 
25698.86 1e-99 1e-99 1e-99 7.39e+09 1e-99 
26587.16 1e-99 1e-99 1e-99 6.63e+09 1e-99 
27637.54 1e-99 1e-99 1e-99 5.85e+09 1e-99 
28986.97 1e-99 1e-99 1e-99 5.06e+09 1e-99 
#TIME: 9.38 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
440.10 1e-99 1e-99 1e-99 2.03e+13 1e-99 
999.11 1e-99 1e-99 1e-99 2.19e+13 1e-99 
1267.34 1e-99 1e-99 1e-99 2.31e+13 1e-99 
1514.05 1e-99 1e-99 1e-99 2.45e+13 1e-99 
1808.80 1e-99 1e-99 1e-99 2.57e+13 1e-99 
1919.29 1e-99 1e-99 1e-99 2.69e+13 1e-99 
2160.92 1e-99 1e-99 1e-99 2.80e+13 1e-99 
2292.92 1e-99 1e-99 1e-99 2.85e+13 1e-99 
2432.98 1e-99 1e-99 1e-99 2.92e+13 1e-99 
2581.60 1e-99 1e-99 1e-99 2.93e+13 1e-99 
2739.29 1e-99 1e-99 1e-99 2.96e+13 1e-99 
2906.62 1e-99 1e-99 1e-99 2.93e+13 1e-99 
3084.17 1e-99 1e-99 1e-99 2.87e+13 1e-99 
3272.56 1e-99 1e-99 1e-99 2.85e+13 1e-99 
3472.46 1e-99 1e-99 1e-99 2.73e+13 1e-99 
3684.57 1e-99 1e-99 1e-99 2.60e+13 1e-99 
3909.64 1e-99 1e-99 1e-99 2.45e+13 1e-99 
4148.46 1e-99 1e-99 1e-99 2.31e+13 1e-99 
4401.86 1e-99 1e-99 1e-99 2.18e+13 1e-99 
4670.75 1e-99 1e-99 1e-99 2.05e+13 1e-99 
4956.05 1e-99 1e-99 1e-99 1.92e+13 1e-99 
5258.79 1e-99 1e-99 1e-99 1.80e+13 1e-99 
5580.02 1e-99 1e-99 1e-99 1.66e+13 1e-99 
5920.87 1e-99 1e-99 1e-99 1.52e+13 1e-99 
6282.54 1e-99 1e-99 1e-99 1.37e+13 1e-99 
6666.30 1e-99 1e-99 1e-99 1.23e+13 1e-99 
7073.50 1e-99 1e-99 1e-99 1.09e+13 1e-99 
7505.58 1e-99 1e-99 1e-99 9.32e+12 1e-99 
7964.05 1e-99 1e-99 1e-99 7.68e+12 1e-99 
8450.53 1e-99 1e-99 1e-99 6.06e+12 1e-99 
8966.72 1e-99 1e-99 1e-99 4.66e+12 1e-99 
9514.44 1e-99 1e-99 1e-99 3.36e+12 1e-99 
10095.62 1e-99 1e-99 1e-99 2.30e+12 1e-99 
10712.30 1e-99 1e-99 1e-99 1.53e+12 1e-99 
11366.65 1e-99 1e-99 1e-99 9.63e+11 1e-99 
12061.10 1e-99 1e-99 1e-99 5.75e+11 1e-99 
12793.43 1e-99 1e-99 1e-99 3.49e+11 1e-99 
13528.61 1e-99 1e-99 1e-99 2.25e+11 1e-99 
14194.74 1e-99 1e-99 1e-99 1.62e+11 1e-99 
14757.77 1e-99 1e-99 1e-99 1.27e+11 1e-99 
15240.48 1e-99 1e-99 1e-99 1.06e+11 1e-99 
15646.99 1e-99 1e-99 1e-99 9.05e+10 1e-99 
15960.30 1e-99 1e-99 1e-99 7.85e+10 1e-99 
16187.41 1e-99 1e-99 1e-99 6.95e+10 1e-99 
16354.17 1e-99 1e-99 1e-99 6.32e+10 1e-99 
16484.18 1e-99 1e-99 1e-99 5.79e+10 1e-99 
16593.12 1e-99 1e-99 1e-99 5.44e+10 1e-99 
16691.99 1e-99 1e-99 1e-99 5.17e+10 1e-99 
16788.59 1e-99 1e-99 1e-99 4.97e+10 1e-99 
16888.37 1e-99 1e-99 1e-99 4.71e+10 1e-99 
16998.79 1e-99 1e-99 1e-99 4.45e+10 1e-99 
17146.37 1e-99 1e-99 1e-99 4.14e+10 1e-99 
17415.23 1e-99 1e-99 1e-99 3.69e+10 1e-99 
17888.12 1e-99 1e-99 1e-99 3.12e+10 1e-99 
18532.37 1e-99 1e-99 1e-99 2.56e+10 1e-99 
19260.76 1e-99 1e-99 1e-99 2.09e+10 1e-99 
20034.10 1e-99 1e-99 1e-99 1.74e+10 1e-99 
20838.00 1e-99 1e-99 1e-99 1.48e+10 1e-99 
21647.97 1e-99 1e-99 1e-99 1.29e+10 1e-99 
22447.94 1e-99 1e-99 1e-99 1.13e+10 1e-99 
23245.88 1e-99 1e-99 1e-99 1.01e+10 1e-99 
24052.47 1e-99 1e-99 1e-99 8.99e+09 1e-99 
24867.72 1e-99 1e-99 1e-99 8.20e+09 1e-99 
25698.86 1e-99 1e-99 1e-99 7.42e+09 1e-99 
26587.16 1e-99 1e-99 1e-99 6.62e+09 1e-99 
27637.54 1e-99 1e-99 1e-99 5.88e+09 1e-99 
28986.97 1e-99 1e-99 1e-99 5.06e+09 1e-99 
#TIME: 9.58 
#NVEL: 67 
#vel_mid[km/s] Rossmean[cm^2/g] Fluxmean[cm^2/g] Planckmean[cm^2/g] Jcmf[erg/s/cm^2] Hcmf[erg/s/cm^2] 
440.10 1e-99 1e-99 1e-99 1.97e+13 1e-99 
999.11 1e-99 1e-99 1e-99 2.10e+13 1e-99 
1267.34 1e-99 1e-99 1e-99 2.22e+13 1e-99 
1514.05 1e-99 1e-99 1e-99 2.36e+13 1e-99 
1808.80 1e-99 1e-99 1e-99 2.47e+13 1e-99 
1919.29 1e-99 1e-99 1e-99 2.57e+13 1e-99 
2160.92 1e-99 1e-99 1e-99 2.66e+13 1e-99 
2292.92 1e-99 1e-99 1e-99 2.72e+13 1e-99 
2432.98 1e-99 1e-99 1e-99 2.76e+13 1e-99 
2581.60 1e-99 1e-99 1e-99 2.76e+13 1e-99 
2739.29 1e-99 1e-99 1e-99 2.79e+13 1e-99 
2906.62 1e-99 1e-99 1e-99 2.77e+13 1e-99 
3084.17 1e-99 1e-99 1e-99 2.73e+13 1e-99 
3272.56 1e-99 1e-99 1e-99 2.69e+13 1e-99 
3472.46 1e-99 1e-99 1e-99 2.59e+13 1e-99 
3684.57 1e-99 1e-99 1e-99 2.46e+13 1e-99 
3909.64 1e-99 1e-99 1e-99 2.31e+13 1e-99 
4148.46 1e-99 1e-99 1e-99 2.18e+13 1e-99 
4401.86 1e-99 1e-99 1e-99 2.06e+13 1e-99 
4670.75 1e-99 1e-99 1e-99 1.94e+13 1e-99 
4956.05 1e-99 1e-99 1e-99 1.81e+13 1e-99 
5258.79 1e-99 1e-99 1e-99 1.70e+13 1e-99 
5580.02 1e-99 1e-99 1e-99 1.56e+13 1e-99 
5920.87 1e-99 1e-99 1e-99 1.43e+13 1e-99 
6282.54 1e-99 1e-99 1e-99 1.30e+13 1e-99 
6666.30 1e-99 1e-99 1e-99 1.16e+13 1e-99 
7073.50 1e-99 1e-99 1e-99 1.02e+13 1e-99 
7505.58 1e-99 1e-99 1e-99 8.79e+12 1e-99 
7964.05 1e-99 1e-99 1e-99 7.24e+12 1e-99 
8450.53 1e-99 1e-99 1e-99 5.70e+12 1e-99 
8966.72 1e-99 1e-99 1e-99 4.37e+12 1e-99 
