#NTIMES: 4
#NVEL: 524
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] Tgas_t0[K] Tgas_t1[K] ... Tgas_tn[K]
1.134360E+04 1.000000E-99 1.000000E-99 7.804024E+03 7.615594E+03
1.139524E+04 1.000000E-99 1.000000E-99 7.785011E+03 7.598682E+03
1.144689E+04 1.000000E-99 1.000000E-99 7.765453E+03 7.582007E+03
1.149853E+04 1.000000E-99 1.000000E-99 7.745895E+03 7.565331E+03
1.155018E+04 1.000000E-99 1.000000E-99 7.726316E+03 7.546424E+03
1.160183E+04 1.000000E-99 1.000000E-99 7.706649E+03 7.518675E+03
1.165347E+04 1.000000E-99 1.000000E-99 7.686982E+03 7.490925E+03
1.170512E+04 1.000000E-99 1.000000E-99 7.664439E+03 7.463377E+03
1.175677E+04 1.000000E-99 1.000000E-99 7.639461E+03 7.436000E+03
1.180841E+04 1.000000E-99 1.000000E-99 7.616860E+03 7.410335E+03
1.186006E+04 1.000000E-99 1.000000E-99 7.596923E+03 7.386589E+03
1.191171E+04 1.000000E-99 1.000000E-99 7.582667E+03 7.367602E+03
1.196335E+04 1.000000E-99 1.000000E-99 7.570913E+03 7.350711E+03
1.201500E+04 1.000000E-99 6.977200E+03 7.561937E+03 7.330357E+03
1.206664E+04 1.000000E-99 7.023397E+03 7.553568E+03 7.311253E+03
1.211829E+04 1.000000E-99 7.051982E+03 7.547364E+03 7.296633E+03
1.216994E+04 1.000000E-99 7.080568E+03 7.541161E+03 7.282013E+03
1.222158E+04 1.000000E-99 7.092450E+03 7.537323E+03 7.266420E+03
1.227323E+04 1.000000E-99 7.104182E+03 7.533505E+03 7.250819E+03
1.232488E+04 1.000000E-99 7.115914E+03 7.529688E+03 7.235218E+03
1.237652E+04 1.000000E-99 7.126722E+03 7.525059E+03 7.219514E+03
1.242817E+04 1.000000E-99 7.135401E+03 7.518560E+03 7.203570E+03
1.247982E+04 1.000000E-99 7.144080E+03 7.512061E+03 7.187627E+03
1.253146E+04 1.000000E-99 7.152758E+03 7.505562E+03 7.171683E+03
1.258311E+04 1.000000E-99 7.161437E+03 7.499063E+03 7.155739E+03
1.263475E+04 1.000000E-99 7.170116E+03 7.492563E+03 7.139796E+03
1.268640E+04 1.000000E-99 7.177985E+03 7.485612E+03 7.124016E+03
1.273805E+04 1.000000E-99 7.184035E+03 7.477647E+03 7.108605E+03
1.278969E+04 1.000000E-99 7.190086E+03 7.469683E+03 7.093193E+03
1.284134E+04 1.000000E-99 7.196137E+03 7.461718E+03 7.077782E+03
1.289299E+04 1.000000E-99 7.202188E+03 7.453753E+03 7.062370E+03
1.294463E+04 1.000000E-99 7.208238E+03 7.445789E+03 7.046959E+03
1.299628E+04 1.000000E-99 7.214289E+03 7.437824E+03 7.031548E+03
1.304793E+04 1.000000E-99 7.220340E+03 7.429859E+03 7.016136E+03
1.309957E+04 1.000000E-99 7.226227E+03 7.421907E+03 7.001684E+03
1.315122E+04 1.000000E-99 7.231930E+03 7.413968E+03 6.988319E+03
1.320286E+04 1.000000E-99 7.237632E+03 7.406029E+03 6.974953E+03
1.325451E+04 1.000000E-99 7.243334E+03 7.398091E+03 6.961587E+03
1.330616E+04 1.000000E-99 7.249037E+03 7.390152E+03 6.948221E+03
1.335780E+04 1.000000E-99 7.254739E+03 7.382213E+03 6.934856E+03
1.340945E+04 1.000000E-99 7.260441E+03 7.374275E+03 6.921490E+03
1.346110E+04 1.000000E-99 7.266144E+03 7.366336E+03 6.908124E+03
1.351274E+04 1.000000E-99 7.271846E+03 7.358398E+03 6.894759E+03
1.356439E+04 1.000000E-99 7.275737E+03 7.350461E+03 6.881608E+03
1.361604E+04 1.000000E-99 7.278677E+03 7.342525E+03 6.868569E+03
1.366768E+04 6.399328E+03 7.281616E+03 7.334590E+03 6.855531E+03
1.371933E+04 6.429143E+03 7.284556E+03 7.326654E+03 6.842493E+03
1.377097E+04 6.458959E+03 7.287496E+03 7.318718E+03 6.829454E+03
1.382262E+04 6.488774E+03 7.290435E+03 7.310783E+03 6.816416E+03
1.387427E+04 6.518589E+03 7.293375E+03 7.302847E+03 6.803377E+03
1.392591E+04 6.548404E+03 7.296315E+03 7.294911E+03 6.790339E+03
1.397756E+04 6.578219E+03 7.299255E+03 7.286976E+03 6.777301E+03
1.402921E+04 6.606033E+03 7.300934E+03 7.278653E+03 6.764704E+03
1.408085E+04 6.629566E+03 7.299918E+03 7.269503E+03 6.753051E+03
1.413250E+04 6.653100E+03 7.298903E+03 7.260353E+03 6.741397E+03
1.418415E+04 6.676634E+03 7.297887E+03 7.251203E+03 6.729744E+03
1.423579E+04 6.700167E+03 7.296871E+03 7.242053E+03 6.718091E+03
1.428744E+04 6.723701E+03 7.295856E+03 7.232903E+03 6.706438E+03
1.433908E+04 6.747234E+03 7.294840E+03 7.223753E+03 6.694785E+03
1.439073E+04 6.770768E+03 7.293825E+03 7.214603E+03 6.683132E+03
1.444238E+04 6.794301E+03 7.292809E+03 7.205453E+03 6.671479E+03
1.449402E+04 6.817835E+03 7.291793E+03 7.196303E+03 6.659826E+03
1.454567E+04 6.837809E+03 7.289494E+03 7.186678E+03 6.647493E+03
1.459732E+04 6.856353E+03 7.286679E+03 7.176863E+03 6.634887E+03
1.464896E+04 6.874897E+03 7.283865E+03 7.167048E+03 6.622280E+03
1.470061E+04 6.893441E+03 7.281050E+03 7.157233E+03 6.609674E+03
1.475226E+04 6.911985E+03 7.278235E+03 7.147418E+03 6.597068E+03
1.480390E+04 6.930530E+03 7.275420E+03 7.137603E+03 6.584462E+03
1.485555E+04 6.949074E+03 7.272605E+03 7.127787E+03 6.571856E+03
1.490720E+04 6.967618E+03 7.269791E+03 7.117972E+03 6.559249E+03
1.495884E+04 6.986162E+03 7.266976E+03 7.108157E+03 6.546643E+03
1.501049E+04 7.003707E+03 7.263586E+03 7.098181E+03 6.534280E+03
1.506213E+04 7.015930E+03 7.257133E+03 7.087347E+03 6.523211E+03
1.511378E+04 7.028153E+03 7.250680E+03 7.076513E+03 6.512141E+03
1.516543E+04 7.040376E+03 7.244227E+03 7.065678E+03 6.501072E+03
1.521707E+04 7.052598E+03 7.237774E+03 7.054844E+03 6.490003E+03
1.526872E+04 7.064821E+03 7.231321E+03 7.044010E+03 6.478933E+03
1.532037E+04 7.077044E+03 7.224868E+03 7.033176E+03 6.467864E+03
1.537201E+04 7.089267E+03 7.218415E+03 7.022342E+03 6.456795E+03
1.542366E+04 7.101490E+03 7.211963E+03 7.011508E+03 6.445725E+03
1.547531E+04 7.113712E+03 7.205509E+03 7.000673E+03 6.434656E+03
1.552695E+04 7.121425E+03 7.195481E+03 6.988457E+03 6.422048E+03
1.557860E+04 7.129139E+03 7.185453E+03 6.976240E+03 6.409440E+03
1.563024E+04 7.136852E+03 7.175425E+03 6.964023E+03 6.396831E+03
1.568189E+04 7.144565E+03 7.165396E+03 6.951807E+03 6.384223E+03
1.573354E+04 7.152279E+03 7.155368E+03 6.939590E+03 6.371615E+03
1.578518E+04 7.159992E+03 7.145340E+03 6.927374E+03 6.359007E+03
1.583683E+04 7.167705E+03 7.135312E+03 6.915157E+03 6.346399E+03
1.588848E+04 7.175418E+03 7.125283E+03 6.902940E+03 6.333790E+03
1.594012E+04 7.181402E+03 7.114649E+03 6.890772E+03 6.321125E+03
1.599177E+04 7.183677E+03 7.102714E+03 6.878707E+03 6.308336E+03
1.604342E+04 7.185952E+03 7.090779E+03 6.866642E+03 6.295548E+03
1.609506E+04 7.188227E+03 7.078844E+03 6.854576E+03 6.282759E+03
1.614671E+04 7.190502E+03 7.066909E+03 6.842511E+03 6.269971E+03
1.619835E+04 7.192777E+03 7.054974E+03 6.830446E+03 6.257182E+03
1.625000E+04 7.195051E+03 7.043039E+03 6.818381E+03 6.244394E+03
1.630165E+04 7.197326E+03 7.031104E+03 6.806316E+03 6.231605E+03
1.635329E+04 7.199601E+03 7.019170E+03 6.794250E+03 6.218817E+03
1.640494E+04 7.193182E+03 7.004730E+03 6.781731E+03 6.205779E+03
1.645659E+04 7.186347E+03 6.990170E+03 6.769190E+03 6.192729E+03
1.650823E+04 7.179512E+03 6.975610E+03 6.756648E+03 6.179678E+03
1.655988E+04 7.172676E+03 6.961050E+03 6.744107E+03 6.166628E+03
1.661153E+04 7.165841E+03 6.946490E+03 6.731566E+03 6.153578E+03
1.666317E+04 7.159006E+03 6.931931E+03 6.719025E+03 6.140528E+03
1.671482E+04 7.152171E+03 6.917371E+03 6.706484E+03 6.127478E+03
1.676646E+04 7.145336E+03 6.902811E+03 6.693943E+03 6.114428E+03
1.681811E+04 7.133308E+03 6.885097E+03 6.680909E+03 6.100762E+03
1.686976E+04 7.120066E+03 6.866645E+03 6.667759E+03 6.086951E+03
1.692140E+04 7.106824E+03 6.848193E+03 6.654610E+03 6.073140E+03
1.697305E+04 7.093582E+03 6.829741E+03 6.641461E+03 6.059329E+03
1.702470E+04 7.080341E+03 6.811290E+03 6.628312E+03 6.045519E+03
1.707634E+04 7.067099E+03 6.792838E+03 6.615163E+03 6.031708E+03
1.712799E+04 7.053857E+03 6.774386E+03 6.602014E+03 6.017897E+03
1.717964E+04 7.040615E+03 6.755934E+03 6.588864E+03 6.004086E+03
1.723128E+04 7.022109E+03 6.734338E+03 6.572069E+03 5.989856E+03
1.728293E+04 7.003222E+03 6.712513E+03 6.555008E+03 5.975596E+03
1.733457E+04 6.984335E+03 6.690688E+03 6.537948E+03 5.961336E+03
1.738622E+04 6.965448E+03 6.668864E+03 6.520888E+03 5.947075E+03
1.743787E+04 6.946561E+03 6.647039E+03 6.503828E+03 5.932815E+03
1.748951E+04 6.927674E+03 6.625215E+03 6.486768E+03 5.918555E+03
1.754116E+04 6.908786E+03 6.603390E+03 6.469707E+03 5.904294E+03
1.759281E+04 6.888802E+03 6.581263E+03 6.452844E+03 5.890445E+03
1.764445E+04 6.865330E+03 6.558176E+03 6.436608E+03 5.877903E+03
1.769610E+04 6.841858E+03 6.535089E+03 6.420372E+03 5.865361E+03
1.774775E+04 6.818386E+03 6.512001E+03 6.404135E+03 5.852819E+03
1.779939E+04 6.794914E+03 6.488914E+03 6.387899E+03 5.840276E+03
1.785104E+04 6.771442E+03 6.465827E+03 6.371663E+03 5.827734E+03
1.790268E+04 6.747970E+03 6.442739E+03 6.355426E+03 5.815192E+03
1.795433E+04 6.724498E+03 6.419652E+03 6.339190E+03 5.802650E+03
1.800598E+04 6.700400E+03 6.396877E+03 6.323065E+03 5.790133E+03
1.805762E+04 6.674860E+03 6.374820E+03 6.307199E+03 5.777674E+03
1.810927E+04 6.649320E+03 6.352764E+03 6.291333E+03 5.765215E+03
1.816092E+04 6.623779E+03 6.330708E+03 6.275466E+03 5.752756E+03
1.821256E+04 6.598239E+03 6.308651E+03 6.259600E+03 5.740298E+03
1.826421E+04 6.572699E+03 6.286595E+03 6.243733E+03 5.727839E+03
1.831586E+04 6.547158E+03 6.264539E+03 6.227867E+03 5.715380E+03
1.836750E+04 6.521618E+03 6.242482E+03 6.212001E+03 5.702922E+03
1.841915E+04 6.496077E+03 6.220426E+03 6.196134E+03 5.690463E+03
1.847079E+04 6.470306E+03 6.198785E+03 6.180584E+03 5.678556E+03
1.852244E+04 6.443831E+03 6.178413E+03 6.165999E+03 5.668334E+03
1.857409E+04 6.417356E+03 6.158041E+03 6.151414E+03 5.658111E+03
1.862573E+04 6.390881E+03 6.137669E+03 6.136829E+03 5.647889E+03
1.867738E+04 6.364405E+03 6.117297E+03 6.122244E+03 5.637666E+03
1.872903E+04 6.337930E+03 6.096924E+03 6.107659E+03 5.627444E+03
1.878067E+04 6.311455E+03 6.076552E+03 6.093074E+03 5.617222E+03
1.883232E+04 6.284980E+03 6.056180E+03 6.078489E+03 5.606999E+03
1.888397E+04 6.258504E+03 6.035808E+03 6.063904E+03 5.596777E+03
1.893561E+04 6.232029E+03 6.015436E+03 6.049318E+03 5.586555E+03
1.898726E+04 6.205554E+03 5.995064E+03 6.034733E+03 5.576332E+03
1.903890E+04 6.179078E+03 5.974691E+03 6.020148E+03 5.566110E+03
1.909055E+04 6.152880E+03 5.954879E+03 6.005827E+03 5.556158E+03
1.914220E+04 6.128842E+03 5.939429E+03 5.993557E+03 5.548309E+03
1.919384E+04 6.104803E+03 5.923979E+03 5.981286E+03 5.540460E+03
1.924549E+04 6.080765E+03 5.908529E+03 5.969016E+03 5.532611E+03
1.929714E+04 6.056726E+03 5.893078E+03 5.956746E+03 5.524762E+03
1.934878E+04 6.032688E+03 5.877628E+03 5.944476E+03 5.516913E+03
1.940043E+04 6.008649E+03 5.862178E+03 5.932206E+03 5.509064E+03
1.945208E+04 5.984611E+03 5.846728E+03 5.919936E+03 5.501215E+03
1.950372E+04 5.960572E+03 5.831278E+03 5.907666E+03 5.493366E+03
1.955537E+04 5.936533E+03 5.815827E+03 5.895396E+03 5.485517E+03
1.960701E+04 5.912495E+03 5.800377E+03 5.883125E+03 5.477668E+03
1.965866E+04 5.888456E+03 5.784927E+03 5.870855E+03 5.469819E+03
1.971031E+04 5.864418E+03 5.769477E+03 5.858585E+03 5.461971E+03
1.976195E+04 5.840379E+03 5.754026E+03 5.846315E+03 5.454122E+03
1.981360E+04 5.816341E+03 5.738576E+03 5.834045E+03 5.446273E+03
1.986525E+04 5.792302E+03 5.723126E+03 5.821775E+03 5.438424E+03
1.991689E+04 5.768264E+03 5.707676E+03 5.809505E+03 5.430575E+03
1.996854E+04 5.744225E+03 5.692226E+03 5.797235E+03 5.422726E+03
2.002019E+04 5.723156E+03 5.678729E+03 5.786491E+03 5.415664E+03
2.007183E+04 5.706642E+03 5.668227E+03 5.778088E+03 5.409811E+03
2.012348E+04 5.690128E+03 5.657725E+03 5.769686E+03 5.403957E+03
2.017512E+04 5.673614E+03 5.647223E+03 5.761283E+03 5.398103E+03
2.022677E+04 5.657099E+03 5.636721E+03 5.752880E+03 5.392249E+03
2.027842E+04 5.640585E+03 5.626219E+03 5.744478E+03 5.386395E+03
2.033006E+04 5.624071E+03 5.615717E+03 5.736075E+03 5.380542E+03
2.038171E+04 5.607557E+03 5.605215E+03 5.727673E+03 5.374688E+03
2.043336E+04 5.591042E+03 5.594713E+03 5.719270E+03 5.368834E+03
2.048500E+04 5.574528E+03 5.584211E+03 5.710867E+03 5.362980E+03
2.053665E+04 5.558014E+03 5.573709E+03 5.702465E+03 5.357126E+03
2.058830E+04 5.541500E+03 5.563207E+03 5.694062E+03 5.351273E+03
2.063994E+04 5.524985E+03 5.552705E+03 5.685659E+03 5.345419E+03
2.069159E+04 5.508471E+03 5.542204E+03 5.677257E+03 5.339565E+03
2.074323E+04 5.491957E+03 5.531702E+03 5.668854E+03 5.333711E+03
2.079488E+04 5.475443E+03 5.521200E+03 5.660451E+03 5.327857E+03
2.084653E+04 5.458928E+03 5.510698E+03 5.652049E+03 5.322003E+03
2.089817E+04 5.442414E+03 5.500196E+03 5.643646E+03 5.316150E+03
2.094982E+04 5.425900E+03 5.489694E+03 5.635243E+03 5.310296E+03
2.100147E+04 5.409386E+03 5.479192E+03 5.626841E+03 5.304442E+03
2.105311E+04 5.392871E+03 5.468690E+03 5.618438E+03 5.298588E+03
2.110476E+04 5.376357E+03 5.458188E+03 5.610035E+03 5.292734E+03
2.115641E+04 5.359843E+03 5.447686E+03 5.601633E+03 5.286881E+03
2.120805E+04 5.345126E+03 5.438324E+03 5.593954E+03 5.281465E+03
2.125970E+04 5.334979E+03 5.431861E+03 5.588116E+03 5.277162E+03
2.131134E+04 5.324832E+03 5.425398E+03 5.582278E+03 5.272859E+03
2.136299E+04 5.314685E+03 5.418935E+03 5.576440E+03 5.268557E+03
2.141464E+04 5.304538E+03 5.412471E+03 5.570602E+03 5.264254E+03
2.146628E+04 5.294391E+03 5.406008E+03 5.564764E+03 5.259952E+03
2.151793E+04 5.284244E+03 5.399545E+03 5.558926E+03 5.255649E+03
2.156958E+04 5.274097E+03 5.393082E+03 5.553088E+03 5.251346E+03
2.162122E+04 5.263950E+03 5.386619E+03 5.547250E+03 5.247044E+03
2.167287E+04 5.253803E+03 5.380156E+03 5.541412E+03 5.242741E+03
2.172452E+04 5.243656E+03 5.373692E+03 5.535574E+03 5.238439E+03
2.177616E+04 5.233509E+03 5.367229E+03 5.529736E+03 5.234136E+03
2.182781E+04 5.223362E+03 5.360766E+03 5.523898E+03 5.229833E+03
2.187945E+04 5.213215E+03 5.354303E+03 5.518060E+03 5.225531E+03
2.193110E+04 5.203068E+03 5.347840E+03 5.512222E+03 5.221228E+03
2.198275E+04 5.192920E+03 5.341377E+03 5.506384E+03 5.216925E+03
2.203439E+04 5.182773E+03 5.334913E+03 5.500546E+03 5.212623E+03
2.208604E+04 5.172626E+03 5.328450E+03 5.494708E+03 5.208320E+03
2.213769E+04 5.162479E+03 5.321987E+03 5.488870E+03 5.204018E+03
2.218933E+04 5.152332E+03 5.315524E+03 5.483032E+03 5.199715E+03
2.224098E+04 5.142185E+03 5.309061E+03 5.477194E+03 5.195412E+03
2.229263E+04 5.132038E+03 5.302597E+03 5.471356E+03 5.191110E+03
2.234427E+04 5.121891E+03 5.296134E+03 5.465518E+03 5.186807E+03
2.239592E+04 5.111744E+03 5.289671E+03 5.459680E+03 5.182505E+03
2.244756E+04 5.101597E+03 5.283208E+03 5.453842E+03 5.178202E+03
2.249921E+04 5.091450E+03 5.276745E+03 5.448004E+03 5.173899E+03
2.255086E+04 5.083010E+03 5.271148E+03 5.442987E+03 5.170078E+03
2.260250E+04 5.076840E+03 5.266704E+03 5.439062E+03 5.166897E+03
2.265415E+04 5.070670E+03 5.262260E+03 5.435137E+03 5.163715E+03
2.270580E+04 5.064500E+03 5.257816E+03 5.431213E+03 5.160534E+03
2.275744E+04 5.058330E+03 5.253372E+03 5.427288E+03 5.157352E+03
2.280909E+04 5.052160E+03 5.248928E+03 5.423363E+03 5.154171E+03
2.286074E+04 5.045990E+03 5.244484E+03 5.419438E+03 5.150990E+03
2.291238E+04 5.039820E+03 5.240041E+03 5.415514E+03 5.147808E+03
2.296403E+04 5.033650E+03 5.235597E+03 5.411589E+03 5.144627E+03
2.301567E+04 5.027480E+03 5.231153E+03 5.407664E+03 5.141446E+03
2.306732E+04 5.021310E+03 5.226709E+03 5.403739E+03 5.138264E+03
2.311897E+04 5.015140E+03 5.222265E+03 5.399815E+03 5.135083E+03
2.317061E+04 5.008970E+03 5.217821E+03 5.395890E+03 5.131901E+03
2.322226E+04 5.002800E+03 5.213377E+03 5.391965E+03 5.128720E+03
2.327391E+04 4.996630E+03 5.208933E+03 5.388040E+03 5.125539E+03
2.332555E+04 4.990460E+03 5.204489E+03 5.384116E+03 5.122357E+03
2.337720E+04 4.984290E+03 5.200046E+03 5.380191E+03 5.119176E+03
2.342885E+04 4.978120E+03 5.195602E+03 5.376266E+03 5.115995E+03
2.348049E+04 4.971951E+03 5.191158E+03 5.372341E+03 5.112813E+03
2.353214E+04 4.965781E+03 5.186714E+03 5.368417E+03 5.109632E+03
2.358378E+04 4.959611E+03 5.182270E+03 5.364492E+03 5.106450E+03
2.363543E+04 4.953441E+03 5.177826E+03 5.360567E+03 5.103269E+03
2.368708E+04 4.947271E+03 5.173382E+03 5.356642E+03 5.100088E+03
2.373872E+04 4.941101E+03 5.168938E+03 5.352718E+03 5.096906E+03
2.379037E+04 4.934931E+03 5.164494E+03 5.348793E+03 5.093725E+03
2.384202E+04 4.928761E+03 5.160050E+03 5.344868E+03 5.090544E+03
2.389366E+04 4.922591E+03 5.155607E+03 5.340944E+03 5.087362E+03
2.394531E+04 4.916506E+03 5.151212E+03 5.337047E+03 5.084210E+03
2.399696E+04 4.912526E+03 5.148035E+03 5.333856E+03 5.081774E+03
2.404860E+04 4.908546E+03 5.144858E+03 5.330664E+03 5.079338E+03
2.410025E+04 4.904565E+03 5.141682E+03 5.327473E+03 5.076902E+03
2.415189E+04 4.900585E+03 5.138505E+03 5.324281E+03 5.074466E+03
2.420354E+04 4.896605E+03 5.135328E+03 5.321090E+03 5.072030E+03
2.425519E+04 4.892625E+03 5.132152E+03 5.317898E+03 5.069594E+03
2.430683E+04 4.888645E+03 5.128975E+03 5.314707E+03 5.067158E+03
2.435848E+04 4.884664E+03 5.125798E+03 5.311516E+03 5.064722E+03
2.441013E+04 4.880684E+03 5.122621E+03 5.308324E+03 5.062285E+03
2.446177E+04 4.876704E+03 5.119445E+03 5.305133E+03 5.059849E+03
2.451342E+04 4.872724E+03 5.116268E+03 5.301941E+03 5.057413E+03
2.456507E+04 4.868743E+03 5.113091E+03 5.298750E+03 5.054977E+03
2.461671E+04 4.864763E+03 5.109915E+03 5.295558E+03 5.052541E+03
2.466836E+04 4.860783E+03 5.106738E+03 5.292367E+03 5.050105E+03
2.472000E+04 4.856803E+03 5.103561E+03 5.289175E+03 5.047669E+03
2.477165E+04 4.852822E+03 5.100384E+03 5.285984E+03 5.045233E+03
2.482330E+04 4.848842E+03 5.097208E+03 5.282792E+03 5.042797E+03
2.487494E+04 4.844862E+03 5.094031E+03 5.279601E+03 5.040361E+03
2.492659E+04 4.840882E+03 5.090854E+03 5.276409E+03 5.037925E+03
2.497824E+04 4.836901E+03 5.087677E+03 5.273218E+03 5.035489E+03
2.502988E+04 4.832921E+03 5.084501E+03 5.270026E+03 5.033053E+03
2.508153E+04 4.828941E+03 5.081324E+03 5.266835E+03 5.030617E+03
2.513318E+04 4.824961E+03 5.078147E+03 5.263643E+03 5.028181E+03
2.518482E+04 4.820980E+03 5.074971E+03 5.260452E+03 5.025745E+03
2.523647E+04 4.817000E+03 5.071794E+03 5.257261E+03 5.023309E+03
2.528811E+04 4.813020E+03 5.068617E+03 5.254069E+03 5.020873E+03
2.533976E+04 4.809040E+03 5.065440E+03 5.250878E+03 5.018437E+03
2.539141E+04 4.805059E+03 5.062264E+03 5.247686E+03 5.016001E+03
2.544305E+04 4.801079E+03 5.059087E+03 5.244495E+03 5.013565E+03
2.549470E+04 4.797975E+03 5.056215E+03 5.241924E+03 5.011591E+03
