#NTIMES: 4
#NVEL: 524
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] ne_t0[/cm^3] ne_t1[/cm^3] … ne_tn[/cm^3]
7.728350E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.065181E+09
7.779996E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.043817E+09
7.831643E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.022453E+09
7.883289E+03 1.000000E-99 1.000000E-99 1.000000E-99 2.001089E+09
7.934935E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.979725E+09
7.986582E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.958361E+09
8.038228E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.936997E+09
8.089875E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.915633E+09
8.141521E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.894269E+09
8.193167E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.872905E+09
8.244814E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.847673E+09
8.296460E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.821087E+09
8.348106E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.794500E+09
8.399753E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.767914E+09
8.451399E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.741328E+09
8.503046E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.714742E+09
8.554692E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.688155E+09
8.606338E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.661569E+09
8.657985E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.634983E+09
8.709631E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.608397E+09
8.761277E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.588519E+09
8.812924E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.569889E+09
8.864570E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.551259E+09
8.916216E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.532630E+09
8.967863E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.514000E+09
9.019509E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.495370E+09
9.071156E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.476740E+09
9.122802E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.458111E+09
9.174448E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.439481E+09
9.226095E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.421019E+09
9.277741E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.403151E+09
9.329387E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.385283E+09
9.381034E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.367416E+09
9.432680E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.349548E+09
9.484326E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.331681E+09
9.535973E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.313813E+09
9.587619E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.295946E+09
9.639266E+03 1.000000E-99 1.000000E-99 1.000000E-99 1.276472E+09
9.690912E+03 1.000000E-99 1.000000E-99 2.952354E+09 1.250439E+09
9.742558E+03 1.000000E-99 1.000000E-99 2.888365E+09 1.224406E+09
9.794205E+03 1.000000E-99 1.000000E-99 2.824375E+09 1.198373E+09
9.845851E+03 1.000000E-99 1.000000E-99 2.760386E+09 1.172340E+09
9.897497E+03 1.000000E-99 1.000000E-99 2.696397E+09 1.146307E+09
9.949144E+03 1.000000E-99 1.000000E-99 2.632408E+09 1.120273E+09
1.000079E+04 1.000000E-99 1.000000E-99 2.559735E+09 1.089041E+09
1.005244E+04 1.000000E-99 1.000000E-99 2.486141E+09 1.057257E+09
1.010408E+04 1.000000E-99 1.000000E-99 2.412547E+09 1.025473E+09
1.015573E+04 1.000000E-99 1.000000E-99 2.338952E+09 9.936895E+08
1.020738E+04 1.000000E-99 1.000000E-99 2.265358E+09 9.619056E+08
1.025902E+04 1.000000E-99 1.000000E-99 2.196952E+09 9.323605E+08
1.031067E+04 1.000000E-99 1.000000E-99 2.143364E+09 9.092091E+08
1.036231E+04 1.000000E-99 1.000000E-99 2.089776E+09 8.860577E+08
1.041396E+04 1.000000E-99 1.000000E-99 2.036188E+09 8.629063E+08
1.046561E+04 1.000000E-99 1.000000E-99 1.982599E+09 8.397549E+08
1.051725E+04 1.000000E-99 1.000000E-99 1.929011E+09 8.166035E+08
1.056890E+04 1.000000E-99 1.000000E-99 1.900578E+09 8.040163E+08
1.062055E+04 1.000000E-99 1.000000E-99 1.894405E+09 8.007772E+08
1.067219E+04 1.000000E-99 1.000000E-99 1.888232E+09 7.975381E+08
1.072384E+04 1.000000E-99 1.000000E-99 1.882059E+09 7.942990E+08
1.077549E+04 1.000000E-99 1.000000E-99 1.875886E+09 7.910600E+08
1.082713E+04 1.000000E-99 1.000000E-99 1.869713E+09 7.878209E+08
1.087878E+04 1.000000E-99 1.000000E-99 1.878474E+09 7.908209E+08
1.093042E+04 1.000000E-99 1.000000E-99 1.892179E+09 7.958859E+08
1.098207E+04 1.000000E-99 1.000000E-99 1.905884E+09 8.009509E+08
1.103372E+04 1.000000E-99 1.000000E-99 1.919589E+09 8.060159E+08
1.108536E+04 1.000000E-99 1.000000E-99 1.933294E+09 8.110809E+08
1.113701E+04 1.000000E-99 1.000000E-99 1.965527E+09 8.237042E+08
1.118866E+04 1.000000E-99 1.000000E-99 2.032732E+09 8.505951E+08
1.124030E+04 1.000000E-99 1.000000E-99 2.099937E+09 8.774860E+08
1.129195E+04 1.000000E-99 1.000000E-99 2.167143E+09 9.043769E+08
1.134360E+04 1.000000E-99 1.000000E-99 2.234348E+09 9.312677E+08
1.139524E+04 1.000000E-99 1.000000E-99 2.400758E+09 9.988625E+08
1.144689E+04 1.000000E-99 1.000000E-99 2.597865E+09 1.079052E+09
1.149853E+04 1.000000E-99 1.000000E-99 2.794972E+09 1.159242E+09
1.155018E+04 1.000000E-99 1.000000E-99 3.001780E+09 1.243190E+09
1.160183E+04 1.000000E-99 1.000000E-99 3.247032E+09 1.342037E+09
1.165347E+04 1.000000E-99 1.000000E-99 3.492284E+09 1.440885E+09
1.170512E+04 1.000000E-99 1.000000E-99 3.674130E+09 1.514350E+09
1.175677E+04 1.000000E-99 1.000000E-99 3.802305E+09 1.566330E+09
1.180841E+04 1.000000E-99 1.000000E-99 3.871011E+09 1.594184E+09
1.186006E+04 1.000000E-99 1.000000E-99 3.873118E+09 1.595020E+09
1.191171E+04 1.000000E-99 1.000000E-99 3.689357E+09 1.519776E+09
1.196335E+04 1.000000E-99 1.000000E-99 3.423742E+09 1.411027E+09
1.201500E+04 1.000000E-99 1.029482E+10 2.958811E+09 1.219840E+09
1.206664E+04 1.000000E-99 8.127851E+09 2.536691E+09 1.046219E+09
1.211829E+04 1.000000E-99 7.289385E+09 2.268269E+09 9.356601E+08
1.216994E+04 1.000000E-99 6.450918E+09 1.999848E+09 8.251017E+08
1.222158E+04 1.000000E-99 6.051209E+09 1.874075E+09 7.728850E+08
1.227323E+04 1.000000E-99 5.655465E+09 1.749591E+09 7.211955E+08
1.232488E+04 1.000000E-99 5.259720E+09 1.625107E+09 6.695059E+08
1.237652E+04 1.000000E-99 4.906603E+09 1.514128E+09 6.234372E+08
1.242817E+04 1.000000E-99 4.651777E+09 1.434289E+09 5.903290E+08
1.247982E+04 1.000000E-99 4.396950E+09 1.354450E+09 5.572208E+08
1.253146E+04 1.000000E-99 4.142124E+09 1.274611E+09 5.241126E+08
1.258311E+04 1.000000E-99 3.887298E+09 1.194772E+09 4.910044E+08
1.263475E+04 1.000000E-99 3.632471E+09 1.114932E+09 4.578962E+08
1.268640E+04 1.000000E-99 3.414996E+09 1.046853E+09 4.296715E+08
1.273805E+04 1.000000E-99 3.281294E+09 1.005150E+09 4.123998E+08
1.278969E+04 1.000000E-99 3.147592E+09 9.634462E+08 3.951280E+08
1.284134E+04 1.000000E-99 3.013890E+09 9.217426E+08 3.778562E+08
1.289299E+04 1.000000E-99 2.880188E+09 8.800390E+08 3.605845E+08
1.294463E+04 1.000000E-99 2.746486E+09 8.383355E+08 3.433127E+08
1.299628E+04 1.000000E-99 2.612784E+09 7.966319E+08 3.260409E+08
1.304793E+04 1.000000E-99 2.479081E+09 7.549284E+08 3.087692E+08
1.309957E+04 1.000000E-99 2.371659E+09 7.214789E+08 2.949315E+08
1.315122E+04 1.000000E-99 2.293989E+09 6.973747E+08 2.849820E+08
1.320286E+04 1.000000E-99 2.216320E+09 6.732706E+08 2.750325E+08
1.325451E+04 1.000000E-99 2.138651E+09 6.491664E+08 2.650830E+08
1.330616E+04 1.000000E-99 2.060981E+09 6.250622E+08 2.551335E+08
1.335780E+04 1.000000E-99 1.983312E+09 6.009580E+08 2.451840E+08
1.340945E+04 1.000000E-99 1.905642E+09 5.768538E+08 2.352345E+08
1.346110E+04 1.000000E-99 1.827973E+09 5.527496E+08 2.252850E+08
1.351274E+04 1.000000E-99 1.750304E+09 5.286454E+08 2.153355E+08
1.356439E+04 1.000000E-99 1.689507E+09 5.099020E+08 2.076040E+08
1.361604E+04 1.000000E-99 1.637570E+09 4.939735E+08 2.010370E+08
1.366768E+04 1.039573E+10 1.585633E+09 4.780450E+08 1.944700E+08
1.371933E+04 1.007660E+10 1.533696E+09 4.621166E+08 1.879030E+08
1.377097E+04 9.757484E+09 1.481758E+09 4.461881E+08 1.813360E+08
1.382262E+04 9.438363E+09 1.429821E+09 4.302596E+08 1.747690E+08
1.387427E+04 9.119242E+09 1.377884E+09 4.143311E+08 1.682020E+08
1.392591E+04 8.800121E+09 1.325947E+09 3.984026E+08 1.616351E+08
1.397756E+04 8.481000E+09 1.274010E+09 3.824741E+08 1.550681E+08
1.402921E+04 8.203118E+09 1.227772E+09 3.683250E+08 1.492437E+08
1.408085E+04 8.013417E+09 1.193721E+09 3.579807E+08 1.450073E+08
1.413250E+04 7.823715E+09 1.159670E+09 3.476364E+08 1.407709E+08
1.418415E+04 7.634014E+09 1.125619E+09 3.372921E+08 1.365345E+08
1.423579E+04 7.444313E+09 1.091568E+09 3.269478E+08 1.322981E+08
1.428744E+04 7.254612E+09 1.057517E+09 3.166035E+08 1.280617E+08
1.433908E+04 7.064911E+09 1.023466E+09 3.062593E+08 1.238253E+08
1.439073E+04 6.875209E+09 9.894152E+08 2.959150E+08 1.195889E+08
