#NTIMES: 200
#NVEL: 202
#TIMES[d]: 2.0186 2.0562 2.0945 2.1335 2.1732 2.2136 2.2548 2.2968 2.3396 2.3831 2.4275 2.4727 2.5187 2.5656 2.6134 2.6620 2.7116 2.7620 2.8134 2.8658 2.9192 2.9735 3.0289 3.0853 3.1427 3.2012 3.2608 3.3215 3.3833 3.4463 3.5104 3.5758 3.6424 3.7102 3.7792 3.8496 3.9212 3.9942 4.0686 4.1443 4.2215 4.3001 4.3801 4.4617 4.5447 4.6293 4.7155 4.8033 4.8927 4.9838 5.0765 5.1711 5.2673 5.3654 5.4652 5.5670 5.6706 5.7762 5.8837 5.9932 6.1048 6.2184 6.3342 6.4521 6.5722 6.6946 6.8192 6.9461 7.0754 7.2072 7.3413 7.4780 7.6172 7.7590 7.9034 8.0506 8.2004 8.3531 8.5086 8.6670 8.8283 8.9927 9.1601 9.3306 9.5043 9.6812 9.8614 10.0450 10.2320 10.4225 10.6165 10.8141 11.0154 11.2205 11.4294 11.6421 11.8588 12.0796 12.3045 12.5335 12.7668 13.0045 13.2466 13.4932 13.7444 14.0002 14.2608 14.5263 14.7967 15.0722 15.3528 15.6386 15.9297 16.2262 16.5283 16.8360 17.1494 17.4686 17.7938 18.1251 18.4625 18.8062 19.1562 19.5128 19.8761 20.2461 20.6230 21.0069 21.3979 21.7963 22.2020 22.6153 23.0363 23.4652 23.9020 24.3469 24.8002 25.2618 25.7321 26.2111 26.6990 27.1961 27.7023 28.2180 28.7433 29.2784 29.8234 30.3786 30.9441 31.5202 32.1069 32.7046 33.3134 33.9336 34.5653 35.2087 35.8641 36.5318 37.2118 37.9045 38.6102 39.3289 40.0610 40.8068 41.5664 42.3402 43.1284 43.9313 44.7491 45.5821 46.4306 47.2950 48.1754 49.0722 49.9857 50.9162 51.8640 52.8295 53.8130 54.8147 55.8351 56.8745 57.9333 59.0118 60.1103 61.2293 62.3691 63.5301 64.7128 65.9174 67.1445 68.3945 69.6677 70.9646 72.2856 73.6312 75.0019 76.3981 77.8203 79.2690
#vel_mid[km/s] Edep_t0[erg/s/cm^3] Edep_t1[erg/s/cm^3] Edep_t2[erg/s/cm^3] Edep_t3[erg/s/cm^3] Edep_t4[erg/s/cm^3] Edep_t5[erg/s/cm^3] Edep_t6[erg/s/cm^3] Edep_t7[erg/s/cm^3] Edep_t8[erg/s/cm^3] Edep_t9[erg/s/cm^3] Edep_t10[erg/s/cm^3] Edep_t11[erg/s/cm^3] Edep_t12[erg/s/cm^3] Edep_t13[erg/s/cm^3] Edep_t14[erg/s/cm^3] Edep_t15[erg/s/cm^3] Edep_t16[erg/s/cm^3] Edep_t17[erg/s/cm^3] Edep_t18[erg/s/cm^3] Edep_t19[erg/s/cm^3] Edep_t20[erg/s/cm^3] Edep_t21[erg/s/cm^3] Edep_t22[erg/s/cm^3] Edep_t23[erg/s/cm^3] Edep_t24[erg/s/cm^3] Edep_t25[erg/s/cm^3] Edep_t26[erg/s/cm^3] Edep_t27[erg/s/cm^3] Edep_t28[erg/s/cm^3] Edep_t29[erg/s/cm^3] Edep_t30[erg/s/cm^3] Edep_t31[erg/s/cm^3] Edep_t32[erg/s/cm^3] Edep_t33[erg/s/cm^3] Edep_t34[erg/s/cm^3] Edep_t35[erg/s/cm^3] Edep_t36[erg/s/cm^3] Edep_t37[erg/s/cm^3] Edep_t38[erg/s/cm^3] Edep_t39[erg/s/cm^3] Edep_t40[erg/s/cm^3] Edep_t41[erg/s/cm^3] Edep_t42[erg/s/cm^3] Edep_t43[erg/s/cm^3] Edep_t44[erg/s/cm^3] Edep_t45[erg/s/cm^3] Edep_t46[erg/s/cm^3] Edep_t47[erg/s/cm^3] Edep_t48[erg/s/cm^3] Edep_t49[erg/s/cm^3] Edep_t50[erg/s/cm^3] Edep_t51[erg/s/cm^3] Edep_t52[erg/s/cm^3] Edep_t53[erg/s/cm^3] Edep_t54[erg/s/cm^3] Edep_t55[erg/s/cm^3] Edep_t56[erg/s/cm^3] Edep_t57[erg/s/cm^3] Edep_t58[erg/s/cm^3] Edep_t59[erg/s/cm^3] Edep_t60[erg/s/cm^3] Edep_t61[erg/s/cm^3] Edep_t62[erg/s/cm^3] Edep_t63[erg/s/cm^3] Edep_t64[erg/s/cm^3] Edep_t65[erg/s/cm^3] Edep_t66[erg/s/cm^3] Edep_t67[erg/s/cm^3] Edep_t68[erg/s/cm^3] Edep_t69[erg/s/cm^3] Edep_t70[erg/s/cm^3] Edep_t71[erg/s/cm^3] Edep_t72[erg/s/cm^3] Edep_t73[erg/s/cm^3] Edep_t74[erg/s/cm^3] Edep_t75[erg/s/cm^3] Edep_t76[erg/s/cm^3] Edep_t77[erg/s/cm^3] Edep_t78[erg/s/cm^3] Edep_t79[erg/s/cm^3] Edep_t80[erg/s/cm^3] Edep_t81[erg/s/cm^3] Edep_t82[erg/s/cm^3] Edep_t83[erg/s/cm^3] Edep_t84[erg/s/cm^3] Edep_t85[erg/s/cm^3] Edep_t86[erg/s/cm^3] Edep_t87[erg/s/cm^3] Edep_t88[erg/s/cm^3] Edep_t89[erg/s/cm^3] Edep_t90[erg/s/cm^3] Edep_t91[erg/s/cm^3] Edep_t92[erg/s/cm^3] Edep_t93[erg/s/cm^3] Edep_t94[erg/s/cm^3] Edep_t95[erg/s/cm^3] Edep_t96[erg/s/cm^3] Edep_t97[erg/s/cm^3] Edep_t98[erg/s/cm^3] Edep_t99[erg/s/cm^3] Edep_t100[erg/s/cm^3] Edep_t101[erg/s/cm^3] Edep_t102[erg/s/cm^3] Edep_t103[erg/s/cm^3] Edep_t104[erg/s/cm^3] Edep_t105[erg/s/cm^3] Edep_t106[erg/s/cm^3] Edep_t107[erg/s/cm^3] Edep_t108[erg/s/cm^3] Edep_t109[erg/s/cm^3] Edep_t110[erg/s/cm^3] Edep_t111[erg/s/cm^3] Edep_t112[erg/s/cm^3] Edep_t113[erg/s/cm^3] Edep_t114[erg/s/cm^3] Edep_t115[erg/s/cm^3] Edep_t116[erg/s/cm^3] Edep_t117[erg/s/cm^3] Edep_t118[erg/s/cm^3] Edep_t119[erg/s/cm^3] Edep_t120[erg/s/cm^3] Edep_t121[erg/s/cm^3] Edep_t122[erg/s/cm^3] Edep_t123[erg/s/cm^3] Edep_t124[erg/s/cm^3] Edep_t125[erg/s/cm^3] Edep_t126[erg/s/cm^3] Edep_t127[erg/s/cm^3] Edep_t128[erg/s/cm^3] Edep_t129[erg/s/cm^3] Edep_t130[erg/s/cm^3] Edep_t131[erg/s/cm^3] Edep_t132[erg/s/cm^3] Edep_t133[erg/s/cm^3] Edep_t134[erg/s/cm^3] Edep_t135[erg/s/cm^3] Edep_t136[erg/s/cm^3] Edep_t137[erg/s/cm^3] Edep_t138[erg/s/cm^3] Edep_t139[erg/s/cm^3] Edep_t140[erg/s/cm^3] Edep_t141[erg/s/cm^3] Edep_t142[erg/s/cm^3] Edep_t143[erg/s/cm^3] Edep_t144[erg/s/cm^3] Edep_t145[erg/s/cm^3] Edep_t146[erg/s/cm^3] Edep_t147[erg/s/cm^3] Edep_t148[erg/s/cm^3] Edep_t149[erg/s/cm^3] Edep_t150[erg/s/cm^3] Edep_t151[erg/s/cm^3] Edep_t152[erg/s/cm^3] Edep_t153[erg/s/cm^3] Edep_t154[erg/s/cm^3] Edep_t155[erg/s/cm^3] Edep_t156[erg/s/cm^3] Edep_t157[erg/s/cm^3] Edep_t158[erg/s/cm^3] Edep_t159[erg/s/cm^3] Edep_t160[erg/s/cm^3] Edep_t161[erg/s/cm^3] Edep_t162[erg/s/cm^3] Edep_t163[erg/s/cm^3] Edep_t164[erg/s/cm^3] Edep_t165[erg/s/cm^3] Edep_t166[erg/s/cm^3] Edep_t167[erg/s/cm^3] Edep_t168[erg/s/cm^3] Edep_t169[erg/s/cm^3] Edep_t170[erg/s/cm^3] Edep_t171[erg/s/cm^3] Edep_t172[erg/s/cm^3] Edep_t173[erg/s/cm^3] Edep_t174[erg/s/cm^3] Edep_t175[erg/s/cm^3] Edep_t176[erg/s/cm^3] Edep_t177[erg/s/cm^3] Edep_t178[erg/s/cm^3] Edep_t179[erg/s/cm^3] Edep_t180[erg/s/cm^3] Edep_t181[erg/s/cm^3] Edep_t182[erg/s/cm^3] Edep_t183[erg/s/cm^3] Edep_t184[erg/s/cm^3] Edep_t185[erg/s/cm^3] Edep_t186[erg/s/cm^3] Edep_t187[erg/s/cm^3] Edep_t188[erg/s/cm^3] Edep_t189[erg/s/cm^3] Edep_t190[erg/s/cm^3] Edep_t191[erg/s/cm^3] Edep_t192[erg/s/cm^3] Edep_t193[erg/s/cm^3] Edep_t194[erg/s/cm^3] Edep_t195[erg/s/cm^3] Edep_t196[erg/s/cm^3] Edep_t197[erg/s/cm^3] Edep_t198[erg/s/cm^3] Edep_t199[erg/s/cm^3]
8.7500e+01 2.9112e+01 2.7456e+01 2.5886e+01 2.4384e+01 2.2998e+01 2.1679e+01 2.0447e+01 1.9264e+01 1.8157e+01 1.7111e+01 1.6130e+01 1.5207e+01 1.4319e+01 1.3491e+01 1.2710e+01 1.1974e+01 1.1289e+01 1.0622e+01 9.9977e+00 9.4225e+00 8.8786e+00 8.3433e+00 7.8630e+00 7.4029e+00 6.9804e+00 6.5585e+00 6.1763e+00 5.8105e+00 5.4695e+00 5.1452e+00 4.8478e+00 4.5479e+00 4.2823e+00 4.0294e+00 3.7865e+00 3.5614e+00 3.3508e+00 3.1502e+00 2.9609e+00 2.7900e+00 2.6157e+00 2.4607e+00 2.3043e+00 2.1665e+00 2.0364e+00 1.9163e+00 1.7964e+00 1.6893e+00 1.5865e+00 1.4863e+00 1.3968e+00 1.3104e+00 1.2319e+00 1.1519e+00 1.0832e+00 1.0151e+00 9.5296e-01 8.9385e-01 8.3766e-01 7.8542e-01 7.3506e-01 6.8930e-01 6.4690e-01 6.0785e-01 5.6853e-01 5.3192e-01 4.9630e-01 4.6676e-01 4.3691e-01 4.0786e-01 3.8210e-01 3.5777e-01 3.3536e-01 3.1327e-01 2.9360e-01 2.7385e-01 2.5593e-01 2.4025e-01 2.2309e-01 2.1002e-01 1.9591e-01 1.8317e-01 1.7089e-01 1.5922e-01 1.4833e-01 1.3918e-01 1.3028e-01 1.2048e-01 1.1350e-01 1.0594e-01 9.8584e-02 9.1877e-02 8.6061e-02 7.9936e-02 7.4310e-02 6.9404e-02 6.4762e-02 6.0424e-02 5.6334e-02 5.2228e-02 4.8667e-02 4.5482e-02 4.2550e-02 3.9392e-02 3.6604e-02 3.4151e-02 3.1730e-02 2.9657e-02 2.7498e-02 2.5574e-02 2.3956e-02 2.2333e-02 2.0698e-02 1.9204e-02 1.7925e-02 1.6658e-02 1.5538e-02 1.4439e-02 1.3426e-02 1.2471e-02 1.1590e-02 1.0747e-02 9.9777e-03 9.3044e-03 8.6364e-03 8.0628e-03 7.4739e-03 6.9337e-03 6.4145e-03 5.9572e-03 5.5504e-03 5.1636e-03 4.7969e-03 4.4313e-03 4.1394e-03 3.8521e-03 3.5842e-03 3.3064e-03 3.0835e-03 2.8459e-03 2.6506e-03 2.4663e-03 2.2551e-03 2.1094e-03 1.9467e-03 1.7990e-03 1.6763e-03 1.5521e-03 1.4363e-03 1.3301e-03 1.2343e-03 1.1411e-03 1.0590e-03 9.7862e-04 9.0259e-04 8.2781e-04 7.7055e-04 7.0977e-04 6.4734e-04 6.0104e-04 5.6834e-04 5.1540e-04 4.7028e-04 4.4047e-04 4.0381e-04 3.7360e-04 3.4301e-04 3.1370e-04 2.8527e-04 2.6502e-04 2.4010e-04 2.2169e-04 2.0539e-04 1.8690e-04 1.7252e-04 1.5928e-04 1.4460e-04 1.3157e-04 1.2213e-04 1.1027e-04 1.0065e-04 9.2917e-05 8.5304e-05 7.8076e-05 7.0448e-05 6.4524e-05 5.8239e-05 5.2937e-05 4.8141e-05 4.4875e-05 4.0298e-05 3.6511e-05 3.3445e-05 3.0135e-05 2.7267e-05 2.4970e-05 2.2709e-05 2.0606e-05 1.8520e-05 1.6877e-05
2.7500e+02 2.1729e+01 2.0505e+01 1.9325e+01 1.8227e+01 1.7186e+01 1.6187e+01 1.5259e+01 1.4391e+01 1.3561e+01 1.2778e+01 1.2043e+01 1.1345e+01 1.0691e+01 1.0073e+01 9.4875e+00 8.9399e+00 8.4188e+00 7.9299e+00 7.4712e+00 7.0359e+00 6.6196e+00 6.2317e+00 5.8761e+00 5.5280e+00 5.2023e+00 4.8954e+00 4.6063e+00 4.3364e+00 4.0809e+00 3.8383e+00 3.6146e+00 3.3984e+00 3.1969e+00 3.0045e+00 2.8275e+00 2.6584e+00 2.4993e+00 2.3507e+00 2.2072e+00 2.0771e+00 1.9509e+00 1.8319e+00 1.7247e+00 1.6194e+00 1.5192e+00 1.4277e+00 1.3412e+00 1.2597e+00 1.1819e+00 1.1102e+00 1.0415e+00 9.7864e-01 9.1751e-01 8.6104e-01 8.0761e-01 7.5822e-01 7.1148e-01 6.6691e-01 6.2530e-01 5.8603e-01 5.5021e-01 5.1604e-01 4.8273e-01 4.5228e-01 4.2344e-01 3.9698e-01 3.7215e-01 3.4820e-01 3.2614e-01 3.0585e-01 2.8579e-01 2.6737e-01 2.4972e-01 2.3409e-01 2.1891e-01 2.0478e-01 1.9137e-01 1.7875e-01 1.6730e-01 1.5617e-01 1.4621e-01 1.3640e-01 1.2786e-01 1.1930e-01 1.1141e-01 1.0387e-01 9.6995e-02 9.0766e-02 8.4579e-02 7.8923e-02 7.3585e-02 6.8721e-02 6.3958e-02 5.9693e-02 5.5859e-02 5.1926e-02 4.8437e-02 4.5073e-02 4.1969e-02 3.9181e-02 3.6461e-02 3.3976e-02 3.1717e-02 2.9438e-02 2.7462e-02 2.5518e-02 2.3706e-02 2.2132e-02 2.0537e-02 1.9144e-02 1.7819e-02 1.6590e-02 1.5400e-02 1.4380e-02 1.3364e-02 1.2413e-02 1.1542e-02 1.0748e-02 9.9947e-03 9.2554e-03 8.6176e-03 8.0269e-03 7.4531e-03 6.9262e-03 6.4498e-03 5.9812e-03 5.5826e-03 5.1620e-03 4.7921e-03 4.4504e-03 4.1439e-03 3.8425e-03 3.5682e-03 3.3136e-03 3.0681e-03 2.8510e-03 2.6513e-03 2.4618e-03 2.2897e-03 2.1204e-03 1.9658e-03 1.8181e-03 1.6876e-03 1.5709e-03 1.4562e-03 1.3393e-03 1.2415e-03 1.1497e-03 1.0693e-03 9.8336e-04 9.1338e-04 8.4190e-04 7.8207e-04 7.2162e-04 6.6623e-04 6.1324e-04 5.6746e-04 5.2461e-04 4.8068e-04 4.4273e-04 4.0936e-04 3.7640e-04 3.4736e-04 3.2286e-04 2.9514e-04 2.7316e-04 2.5007e-04 2.2926e-04 2.1008e-04 1.9454e-04 1.7747e-04 1.6296e-04 1.5076e-04 1.3672e-04 1.2566e-04 1.1606e-04 1.0545e-04 9.6167e-05 8.8300e-05 8.0808e-05 7.3951e-05 6.7574e-05 6.1868e-05 5.6708e-05 5.1408e-05 4.6844e-05 4.2763e-05 3.8744e-05 3.5494e-05 3.2289e-05 2.9412e-05 2.6707e-05 2.4194e-05 2.1988e-05 1.9891e-05 1.8152e-05 1.6475e-05 1.4861e-05 1.3585e-05 1.2267e-05
4.7500e+02 1.9031e+01 1.7949e+01 1.6931e+01 1.5956e+01 1.5044e+01 1.4185e+01 1.3365e+01 1.2601e+01 1.1870e+01 1.1190e+01 1.0547e+01 9.9438e+00 9.3641e+00 8.8226e+00 8.3111e+00 7.8301e+00 7.3752e+00 6.9478e+00 6.5427e+00 6.1643e+00 5.8020e+00 5.4665e+00 5.1438e+00 4.8400e+00 4.5571e+00 4.2914e+00 4.0373e+00 3.7981e+00 3.5733e+00 3.3620e+00 3.1647e+00 2.9764e+00 2.7983e+00 2.6338e+00 2.4763e+00 2.3284e+00 2.1898e+00 2.0590e+00 1.9358e+00 1.8180e+00 1.7093e+00 1.6069e+00 1.5078e+00 1.4176e+00 1.3321e+00 1.2518e+00 1.1755e+00 1.1033e+00 1.0373e+00 9.7228e-01 9.1412e-01 8.5613e-01 8.0348e-01 7.5497e-01 7.0838e-01 6.6384e-01 6.2241e-01 5.8367e-01 5.4733e-01 5.1338e-01 4.8133e-01 4.5164e-01 4.2257e-01 3.9577e-01 3.7162e-01 3.4758e-01 3.2582e-01 3.0482e-01 2.8513e-01 2.6694e-01 2.5012e-01 2.3403e-01 2.1937e-01 2.0480e-01 1.9162e-01 1.7949e-01 1.6756e-01 1.5666e-01 1.4655e-01 1.3707e-01 1.2802e-01 1.1959e-01 1.1160e-01 1.0439e-01 9.7598e-02 9.1054e-02 8.4926e-02 7.9248e-02 7.3922e-02 6.9010e-02 6.4511e-02 6.0092e-02 5.6093e-02 5.2279e-02 4.8730e-02 4.5398e-02 4.2378e-02 3.9489e-02 3.6790e-02 3.4295e-02 3.1944e-02 2.9744e-02 2.7672e-02 2.5786e-02 2.4016e-02 2.2372e-02 2.0829e-02 1.9384e-02 1.8014e-02 1.6806e-02 1.5593e-02 1.4508e-02 1.3496e-02 1.2537e-02 1.1695e-02 1.0878e-02 1.0108e-02 9.3773e-03 8.7143e-03 8.1020e-03 7.5428e-03 7.0054e-03 6.5216e-03 6.0642e-03 5.6418e-03 5.2177e-03 4.8626e-03 4.5089e-03 4.1959e-03 3.8826e-03 3.6046e-03 3.3470e-03 3.1103e-03 2.8807e-03 2.6813e-03 2.4859e-03 2.3051e-03 2.1454e-03 1.9827e-03 1.8460e-03 1.7065e-03 1.5860e-03 1.4638e-03 1.3575e-03 1.2589e-03 1.1620e-03 1.0761e-03 9.9553e-04 9.2322e-04 8.5312e-04 7.8996e-04 7.2851e-04 6.7304e-04 6.2127e-04 5.7535e-04 5.3010e-04 4.8921e-04 4.5199e-04 4.1568e-04 3.8229e-04 3.5334e-04 3.2421e-04 2.9907e-04 2.7598e-04 2.5393e-04 2.3324e-04 2.1473e-04 1.9629e-04 1.8027e-04 1.6577e-04 1.5238e-04 1.3956e-04 1.2845e-04 1.1743e-04 1.0751e-04 9.8782e-05 9.0051e-05 8.2364e-05 7.5482e-05 6.8950e-05 6.3158e-05 5.7604e-05 5.2882e-05 4.7964e-05 4.3846e-05 3.9885e-05 3.6418e-05 3.3074e-05 3.0069e-05 2.7429e-05 2.5047e-05 2.2642e-05 2.0597e-05 1.8685e-05 1.7018e-05 1.5443e-05 1.3976e-05 1.2697e-05 1.1517e-05 1.0432e-05
6.7500e+02 1.7280e+01 1.6285e+01 1.5363e+01 1.4486e+01 1.3659e+01 1.2867e+01 1.2135e+01 1.1435e+01 1.0781e+01 1.0160e+01 9.5715e+00 9.0218e+00 8.4985e+00 8.0084e+00 7.5498e+00 7.1089e+00 6.6960e+00 6.3041e+00 5.9368e+00 5.5928e+00 5.2649e+00 4.9591e+00 4.6673e+00 4.3954e+00 4.1391e+00 3.8921e+00 3.6648e+00 3.4493e+00 3.2451e+00 3.0559e+00 2.8700e+00 2.7011e+00 2.5416e+00 2.3905e+00 2.2471e+00 2.1130e+00 1.9878e+00 1.8660e+00 1.7552e+00 1.6494e+00 1.5524e+00 1.4562e+00 1.3698e+00 1.2869e+00 1.2087e+00 1.1357e+00 1.0659e+00 1.0020e+00 9.3945e-01 8.8316e-01 8.2806e-01 7.7772e-01 7.3029e-01 6.8341e-01 6.4207e-01 6.0246e-01 5.6555e-01 5.2995e-01 4.9735e-01 4.6637e-01 4.3688e-01 4.0883e-01 3.8391e-01 3.5942e-01 3.3661e-01 3.1585e-01 2.9567e-01 2.7654e-01 2.5942e-01 2.4247e-01 2.2722e-01 2.1246e-01 1.9878e-01 1.8609e-01 1.7395e-01 1.6280e-01 1.5194e-01 1.4228e-01 1.3295e-01 1.2416e-01 1.1621e-01 1.0857e-01 1.0138e-01 9.4741e-02 8.8577e-02 8.2569e-02 7.7115e-02 7.1916e-02 6.7096e-02 6.2731e-02 5.8385e-02 5.4600e-02 5.0966e-02 4.7372e-02 4.4241e-02 4.1277e-02 3.8426e-02 3.5784e-02 3.3420e-02 3.1078e-02 2.8907e-02 2.6978e-02 2.5142e-02 2.3403e-02 2.1768e-02 2.0281e-02 1.8882e-02 1.7555e-02 1.6333e-02 1.5211e-02 1.4152e-02 1.3162e-02 1.2239e-02 1.1373e-02 1.0603e-02 9.8566e-03 9.1680e-03 8.5186e-03 7.8990e-03 7.3567e-03 6.8394e-03 6.3516e-03 5.9008e-03 5.4774e-03 5.0923e-03 4.7196e-03 4.3842e-03 4.0714e-03 3.7891e-03 3.5267e-03 3.2562e-03 3.0300e-03 2.8167e-03 2.6048e-03 2.4139e-03 2.2449e-03 2.0781e-03 1.9293e-03 1.7853e-03 1.6552e-03 1.5334e-03 1.4209e-03 1.3125e-03 1.2157e-03 1.1250e-03 1.0406e-03 9.6214e-04 8.9109e-04 8.2587e-04 7.6277e-04 7.0279e-04 6.4898e-04 5.9901e-04 5.5335e-04 5.1116e-04 4.7218e-04 4.3478e-04 4.0054e-04 3.7030e-04 3.3966e-04 3.1383e-04 2.8830e-04 2.6535e-04 2.4334e-04 2.2490e-04 2.0678e-04 1.8938e-04 1.7443e-04 1.5985e-04 1.4655e-04 1.3491e-04 1.2313e-04 1.1302e-04 1.0353e-04 9.4746e-05 8.7132e-05 7.9650e-05 7.2419e-05 6.6701e-05 6.0698e-05 5.5562e-05 5.0596e-05 4.6455e-05 4.2114e-05 3.8475e-05 3.5056e-05 3.1998e-05 2.9111e-05 2.6422e-05 2.4035e-05 2.2008e-05 1.9896e-05 1.8123e-05 1.6443e-05 1.4903e-05 1.3535e-05 1.2267e-05 1.1137e-05 1.0094e-05 9.1565e-06
8.7500e+02 1.5864e+01 1.4967e+01 1.4108e+01 1.3298e+01 1.2534e+01 1.1823e+01 1.1140e+01 1.0503e+01 9.8967e+00 9.3271e+00 8.7894e+00 8.2786e+00 7.8089e+00 7.3541e+00 6.9234e+00 6.5245e+00 6.1466e+00 5.7875e+00 5.4515e+00 5.1333e+00 4.8346e+00 4.5508e+00 4.2867e+00 4.0339e+00 3.7956e+00 3.5745e+00 3.3656e+00 3.1643e+00 2.9783e+00 2.8024e+00 2.6388e+00 2.4812e+00 2.3336e+00 2.1929e+00 2.0639e+00 1.9403e+00 1.8238e+00 1.7171e+00 1.6131e+00 1.5154e+00 1.4247e+00 1.3396e+00 1.2581e+00 1.1833e+00 1.1102e+00 1.0424e+00 9.7951e-01 9.1881e-01 8.6299e-01 8.1018e-01 7.6079e-01 7.1374e-01 6.7000e-01 6.2876e-01 5.9009e-01 5.5357e-01 5.1877e-01 4.8709e-01 4.5643e-01 4.2743e-01 4.0140e-01 3.7587e-01 3.5207e-01 3.3017e-01 3.0942e-01 2.8953e-01 2.7141e-01 2.5400e-01 2.3757e-01 2.2279e-01 2.0836e-01 1.9516e-01 1.8251e-01 1.7068e-01 1.5959e-01 1.4934e-01 1.3984e-01 1.3076e-01 1.2207e-01 1.1413e-01 1.0671e-01 9.9651e-02 9.3021e-02 8.6857e-02 8.1048e-02 7.5827e-02 7.0720e-02 6.6144e-02 6.1639e-02 5.7405e-02 5.3763e-02 4.9936e-02 4.6684e-02 4.3574e-02 4.0572e-02 3.7819e-02 3.5274e-02 3.2858e-02 3.0634e-02 2.8500e-02 2.6594e-02 2.4815e-02 2.3079e-02 2.1469e-02 1.9951e-02 1.8618e-02 1.7301e-02 1.6112e-02 1.4984e-02 1.3949e-02 1.2990e-02 1.2065e-02 1.1234e-02 1.0459e-02 9.7027e-03 9.0211e-03 8.3867e-03 7.8031e-03 7.2316e-03 6.7308e-03 6.2615e-03 5.8141e-03 5.3883e-03 5.0137e-03 4.6548e-03 4.3232e-03 4.0063e-03 3.7188e-03 3.4464e-03 3.2059e-03 2.9737e-03 2.7601e-03 2.5584e-03 2.3664e-03 2.1983e-03 2.0377e-03 1.8874e-03 1.7489e-03 1.6226e-03 1.5038e-03 1.3889e-03 1.2862e-03 1.1902e-03 1.1005e-03 1.0147e-03 9.4074e-04 8.7018e-04 8.0472e-04 7.4387e-04 6.8688e-04 6.3287e-04 5.8465e-04 5.4025e-04 4.9714e-04 4.5874e-04 4.2409e-04 3.8961e-04 3.5868e-04 3.3157e-04 3.0410e-04 2.8054e-04 2.5808e-04 2.3681e-04 2.1720e-04 2.0014e-04 1.8423e-04 1.6898e-04 1.5504e-04 1.4257e-04 1.3052e-04 1.1998e-04 1.0955e-04 1.0054e-04 9.2109e-05 8.4248e-05 7.7078e-05 7.0825e-05 6.4361e-05 5.9272e-05 5.3800e-05 4.9252e-05 4.4814e-05 4.1013e-05 3.7409e-05 3.4104e-05 3.1126e-05 2.8234e-05 2.5796e-05 2.3432e-05 2.1297e-05 1.9419e-05 1.7636e-05 1.6046e-05 1.4535e-05 1.3187e-05 1.1982e-05 1.0866e-05 9.8374e-06 8.9415e-06 8.0870e-06
