#NTIMES: 200
#NSTAGES: 5
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
1.9875e+04 5.0427e+03 1.1826e+10 8.2284e-01 1.7716e-01 2.2556e-15 0.0000e+00 0.0000e+00
2.0075e+04 5.0597e+03 1.1094e+10 8.1333e-01 1.8667e-01 2.5336e-15 0.0000e+00 0.0000e+00
2.0275e+04 5.0542e+03 1.0406e+10 8.0340e-01 1.9660e-01 2.8447e-15 0.0000e+00 0.0000e+00
2.0475e+04 5.0476e+03 9.7586e+09 7.9306e-01 2.0694e-01 3.1929e-15 0.0000e+00 0.0000e+00
2.0675e+04 5.0599e+03 9.1505e+09 7.8231e-01 2.1769e-01 3.5821e-15 0.0000e+00 0.0000e+00
2.0875e+04 5.0532e+03 8.5791e+09 7.7112e-01 2.2888e-01 4.0170e-15 0.0000e+00 0.0000e+00
2.1075e+04 5.0458e+03 8.0420e+09 7.5951e-01 2.4049e-01 4.5026e-15 0.0000e+00 0.0000e+00
2.1275e+04 5.0614e+03 7.5377e+09 7.4749e-01 2.5251e-01 5.0441e-15 0.0000e+00 0.0000e+00
2.1475e+04 5.0511e+03 7.0639e+09 7.3504e-01 2.6496e-01 5.6478e-15 0.0000e+00 0.0000e+00
2.1675e+04 5.0556e+03 6.6191e+09 7.2218e-01 2.7782e-01 6.3199e-15 0.0000e+00 0.0000e+00
2.1875e+04 5.0491e+03 6.2016e+09 7.0892e-01 2.9108e-01 7.0671e-15 0.0000e+00 0.0000e+00
2.2075e+04 5.0480e+03 5.8098e+09 6.9527e-01 3.0473e-01 7.8976e-15 0.0000e+00 0.0000e+00
2.2275e+04 5.0494e+03 5.4419e+09 6.8124e-01 3.1876e-01 8.8197e-15 0.0000e+00 0.0000e+00
2.2475e+04 5.0482e+03 5.0967e+09 6.6684e-01 3.3316e-01 9.8423e-15 0.0000e+00 0.0000e+00
2.2675e+04 5.0625e+03 4.7728e+09 6.5210e-01 3.4790e-01 1.0975e-14 0.0000e+00 0.0000e+00
2.2875e+04 5.0706e+03 4.4692e+09 6.3704e-01 3.6296e-01 1.2228e-14 0.0000e+00 0.0000e+00
2.3075e+04 5.0394e+03 4.1843e+09 6.2168e-01 3.7832e-01 1.3614e-14 0.0000e+00 0.0000e+00
2.3275e+04 5.0432e+03 3.9171e+09 6.0604e-01 3.9396e-01 1.5144e-14 0.0000e+00 0.0000e+00
2.3475e+04 5.0630e+03 3.6669e+09 5.9017e-01 4.0983e-01 1.6828e-14 0.0000e+00 0.0000e+00
2.3675e+04 5.0566e+03 3.4322e+09 5.7408e-01 4.2592e-01 1.8685e-14 0.0000e+00 0.0000e+00
2.3875e+04 5.0319e+03 3.2122e+09 5.5781e-01 4.4219e-01 2.0728e-14 0.0000e+00 0.0000e+00
2.4075e+04 5.0389e+03 3.0064e+09 5.4142e-01 4.5858e-01 2.2967e-14 0.0000e+00 0.0000e+00
2.4275e+04 5.0465e+03 2.8133e+09 5.2490e-01 4.7510e-01 2.5428e-14 0.0000e+00 0.0000e+00
2.4475e+04 5.0440e+03 2.6324e+09 5.0831e-01 4.9169e-01 2.8124e-14 0.0000e+00 0.0000e+00
2.4675e+04 5.0314e+03 2.4629e+09 4.9167e-01 5.0833e-01 3.1077e-14 0.0000e+00 0.0000e+00
2.4875e+04 5.0459e+03 2.3043e+09 4.7505e-01 5.2495e-01 3.4303e-14 0.0000e+00 0.0000e+00
2.5075e+04 5.0127e+03 2.1557e+09 4.5846e-01 5.4154e-01 3.7825e-14 0.0000e+00 0.0000e+00
2.5275e+04 5.0204e+03 2.0167e+09 4.4196e-01 5.5804e-01 4.1664e-14 0.0000e+00 0.0000e+00
2.5475e+04 5.0401e+03 1.8864e+09 4.2557e-01 5.7443e-01 4.5850e-14 0.0000e+00 0.0000e+00
2.5675e+04 5.0224e+03 1.7645e+09 4.0932e-01 5.9068e-01 5.0404e-14 0.0000e+00 0.0000e+00
2.5875e+04 5.0121e+03 1.6505e+09 3.9327e-01 6.0673e-01 5.5352e-14 0.0000e+00 0.0000e+00
2.6075e+04 5.0050e+03 1.5437e+09 3.7742e-01 6.2258e-01 6.0727e-14 0.0000e+00 0.0000e+00
2.6275e+04 5.0073e+03 1.4437e+09 3.6183e-01 6.3817e-01 6.6557e-14 0.0000e+00 0.0000e+00
2.6475e+04 5.0513e+03 1.3502e+09 3.4651e-01 6.5349e-01 7.2876e-14 0.0000e+00 0.0000e+00
2.6675e+04 5.0277e+03 1.2627e+09 3.3150e-01 6.6850e-01 7.9718e-14 0.0000e+00 0.0000e+00
2.6875e+04 5.0582e+03 1.1808e+09 3.1681e-01 6.8319e-01 8.7121e-14 0.0000e+00 0.0000e+00
2.7075e+04 5.0514e+03 1.1042e+09 3.0247e-01 6.9753e-01 9.5120e-14 0.0000e+00 0.0000e+00
2.7275e+04 5.0357e+03 1.0324e+09 2.8849e-01 7.1151e-01 1.0377e-13 0.0000e+00 0.0000e+00
2.7475e+04 5.0245e+03 9.6538e+08 2.7490e-01 7.2510e-01 1.1309e-13 0.0000e+00 0.0000e+00
2.7675e+04 5.0222e+03 9.0261e+08 2.6171e-01 7.3829e-01 1.2316e-13 0.0000e+00 0.0000e+00
2.7875e+04 5.0010e+03 8.4390e+08 2.4892e-01 7.5108e-01 1.3401e-13 0.0000e+00 0.0000e+00
2.8075e+04 5.0399e+03 7.8899e+08 2.3655e-01 7.6345e-01 1.4570e-13 0.0000e+00 0.0000e+00
2.8275e+04 5.0491e+03 7.3762e+08 2.2461e-01 7.7539e-01 1.5828e-13 0.0000e+00 0.0000e+00
2.8475e+04 4.9830e+03 6.8956e+08 2.1310e-01 7.8690e-01 1.7183e-13 0.0000e+00 0.0000e+00
2.8675e+04 5.0159e+03 6.4459e+08 2.0201e-01 7.9799e-01 1.8640e-13 0.0000e+00 0.0000e+00
2.8875e+04 4.9774e+03 6.0256e+08 1.9136e-01 8.0864e-01 2.0207e-13 0.0000e+00 0.0000e+00
2.9075e+04 5.0088e+03 5.6322e+08 1.8113e-01 8.1887e-01 2.1892e-13 0.0000e+00 0.0000e+00
2.9275e+04 5.0296e+03 5.2643e+08 1.7132e-01 8.2868e-01 2.3702e-13 0.0000e+00 0.0000e+00
2.9475e+04 5.0460e+03 4.9203e+08 1.6194e-01 8.3806e-01 2.5646e-13 0.0000e+00 0.0000e+00
2.9675e+04 4.9971e+03 4.5986e+08 1.5297e-01 8.4703e-01 2.7734e-13 0.0000e+00 0.0000e+00
