#NTIMES: 200
#NSTAGES: 5
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
2.7475e+04 2.2354e+03 2.5376e+07 1.0000e+00 1.6107e-11 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 2.2088e+03 2.2201e+07 1.0000e+00 7.0975e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 2.2365e+03 2.0578e+07 1.0000e+00 6.2680e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 2.2436e+03 2.0410e+07 1.0000e+00 1.1846e-11 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 2.1889e+03 1.7853e+07 1.0000e+00 5.4006e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 2.2279e+03 1.7067e+07 1.0000e+00 6.5478e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 2.2110e+03 1.5906e+07 1.0000e+00 6.1051e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 2.1903e+03 1.4017e+07 1.0000e+00 3.3214e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 2.1758e+03 1.2974e+07 1.0000e+00 2.9255e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 2.1772e+03 1.1749e+07 1.0000e+00 2.1646e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 2.1233e+03 9.4761e+06 1.0000e+00 7.6851e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 2.1161e+03 8.4579e+06 1.0000e+00 5.6469e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 2.0996e+03 7.7689e+06 1.0000e+00 4.9004e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 2.0708e+03 6.6211e+06 1.0000e+00 2.9197e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 2.0769e+03 6.0907e+06 1.0000e+00 2.5772e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 2.0622e+03 5.7472e+06 1.0000e+00 2.5709e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 2.0363e+03 4.9847e+06 1.0000e+00 1.7288e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 2.0137e+03 4.7375e+06 1.0000e+00 1.7765e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 2.0029e+03 3.9551e+06 1.0000e+00 1.0325e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 2.0063e+03 4.0532e+06 1.0000e+00 1.4661e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 1.9961e+03 3.4179e+06 1.0000e+00 8.9429e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 1.9865e+03 3.1666e+06 1.0000e+00 8.2061e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 1.9800e+03 4.0871e+06 1.0000e+00 3.6874e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 1.9985e+03 4.0420e+06 1.0000e+00 4.9484e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 1.9664e+03 3.0095e+06 1.0000e+00 1.3832e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 1.9846e+03 3.3906e+06 1.0000e+00 3.5172e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 1.9663e+03 3.3316e+06 1.0000e+00 4.5825e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 2.0200e+03 3.5234e+06 1.0000e+00 1.1065e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 2.0643e+03 3.5798e+06 1.0000e+00 2.5103e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 2.0465e+03 3.2962e+06 1.0000e+00 2.0247e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 2.0455e+03 3.1575e+06 1.0000e+00 2.6381e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 2.0434e+03 2.9379e+06 1.0000e+00 2.4021e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 2.0148e+03 2.6762e+06 1.0000e+00 1.6937e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 2.0698e+03 2.6755e+06 1.0000e+00 4.1596e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 2.0819e+03 2.5623e+06 1.0000e+00 6.4545e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 2.1039e+03 2.4496e+06 1.0000e+00 1.1041e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 2.1302e+03 2.3308e+06 1.0000e+00 1.9807e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 2.1652e+03 2.2166e+06 1.0000e+00 4.6067e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 2.1598e+03 2.0656e+06 1.0000e+00 4.0108e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 2.1723e+03 1.9334e+06 1.0000e+00 4.5392e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 2.1552e+03 1.7975e+06 1.0000e+00 3.4417e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 2.1739e+03 1.6895e+06 1.0000e+00 5.0707e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 2.1705e+03 1.5769e+06 1.0000e+00 4.8528e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 2.1826e+03 1.4760e+06 1.0000e+00 5.7068e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 2.1949e+03 1.3865e+06 1.0000e+00 9.4612e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 2.1642e+03 1.2826e+06 1.0000e+00 4.3616e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 2.1639e+03 1.2007e+06 1.0000e+00 5.2344e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 2.1888e+03 1.1288e+06 1.0000e+00 9.5926e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 2.2109e+03 1.0612e+06 1.0000e+00 2.0520e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 2.2248e+03 9.9358e+05 1.0000e+00 2.8922e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 2.2097e+03 9.2395e+05 1.0000e+00 1.8149e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 2.1764e+03 8.5653e+05 1.0000e+00 8.1472e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 2.1773e+03 8.0061e+05 1.0000e+00 9.1697e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 2.1840e+03 7.4923e+05 1.0000e+00 1.2035e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 2.1481e+03 6.9245e+05 1.0000e+00 4.1782e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 2.1569e+03 6.4716e+05 1.0000e+00 4.5257e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 2.1337e+03 6.0336e+05 1.0000e+00 3.9277e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 2.1205e+03 5.6148e+05 1.0000e+00 2.9230e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 2.0370e+03 4.9753e+05 1.0000e+00 2.7167e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 2.0308e+03 4.6877e+05 1.0000e+00 3.3738e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 1.8781e+03 3.8007e+05 1.0000e+00 2.9589e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 1.8002e+03 3.0831e+05 1.0000e+00 8.4666e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 1.6886e+03 7.5457e+04 1.0000e+00 3.7363e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 1.5544e+03 1.2362e+04 1.0000e+00 2.6967e-18 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 1.5887e+03 1.3317e+04 1.0000e+00 3.6320e-18 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.76203204402
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
8.7500e+01 1.0735e+05 3.1522e+13 1.0058e-29 1.0351e-21 7.0154e-14 9.2925e-07 1.0000e+00
2.7500e+02 1.0324e+05 2.3278e+13 6.7891e-30 8.2413e-22 6.4072e-14 9.2213e-07 1.0000e+00
4.7500e+02 1.0108e+05 2.0261e+13 6.0875e-30 7.8818e-22 6.4411e-14 9.4442e-07 1.0000e+00
6.7500e+02 9.8951e+04 1.8252e+13 6.3633e-30 8.4734e-22 7.0176e-14 1.0082e-06 1.0000e+00
8.7500e+02 9.7015e+04 1.6651e+13 6.8202e-30 9.2675e-22 7.7267e-14 1.0810e-06 1.0000e+00
1.0750e+03 9.5430e+04 1.5301e+13 7.0237e-30 9.7830e-22 8.2675e-14 1.1390e-06 1.0000e+00
1.2750e+03 9.3546e+04 1.4086e+13 7.8780e-30 1.1092e-21 9.3494e-14 1.2389e-06 1.0000e+00
1.4750e+03 9.1780e+04 1.3000e+13 8.9525e-30 1.2710e-21 1.0662e-13 1.3539e-06 1.0000e+00
1.6750e+03 8.9833e+04 1.2014e+13 1.0756e-29 1.5266e-21 1.2619e-13 1.5115e-06 1.0000e+00
1.8750e+03 8.7624e+04 1.1105e+13 1.4167e-29 1.9830e-21 1.5896e-13 1.7496e-06 1.0000e+00
2.0750e+03 8.5568e+04 1.0300e+13 1.8586e-29 2.5667e-21 1.9973e-13 2.0212e-06 1.0000e+00
2.2750e+03 8.3010e+04 9.5425e+12 2.9086e-29 3.8638e-21 2.8315e-13 2.5046e-06 1.0000e+00
2.4750e+03 8.0184e+04 8.8653e+12 5.1781e-29 6.4965e-21 4.3861e-13 3.2651e-06 1.0000e+00
2.6750e+03 7.6821e+04 8.2461e+12 1.1874e-28 1.3590e-20 8.1004e-13 4.7103e-06 1.0000e+00
2.8750e+03 7.3282e+04 7.7038e+12 3.2373e-28 3.3073e-20 1.6915e-12 7.2856e-06 9.9999e-01
3.0750e+03 6.8977e+04 7.1945e+12 1.3598e-27 1.1770e-19 4.8109e-12 1.3456e-05 9.9999e-01
3.2750e+03 6.4014e+04 6.7129e+12 9.4625e-27 6.5833e-19 1.9801e-11 3.0700e-05 9.9997e-01
3.4750e+03 5.8465e+04 6.3710e+12 1.3662e-25 7.0853e-18 1.3785e-10 9.4282e-05 9.9991e-01
3.6750e+03 5.1902e+04 6.0137e+12 6.7548e-24 2.3808e-16 2.4148e-09 4.9067e-04 9.9951e-01
3.8750e+03 4.4375e+04 5.5013e+12 2.0860e-21 4.6189e-14 1.7459e-07 5.7625e-03 9.9424e-01
4.0750e+03 3.5938e+04 4.8592e+12 1.6110e-17 1.9937e-10 1.4454e-04 2.4632e-01 7.5354e-01
4.2750e+03 2.4861e+04 3.8667e+12 6.3093e-12 2.5932e-05 3.8955e-01 6.1029e-01 1.3338e-04
4.4750e+03 1.5894e+04 2.1792e+12 1.3994e-07 4.9705e-02 9.5029e-01 3.6457e-06 1.7855e-17
4.6750e+03 1.1613e+04 1.6835e+12 8.7131e-05 9.8473e-01 1.5178e-02 5.2843e-14 1.9182e-33
4.8750e+03 8.9368e+03 1.1535e+12 3.3535e-03 9.9664e-01 6.5170e-06 5.0782e-24 0.0000e+00
5.0750e+03 6.8006e+03 8.3619e+11 4.9014e-01 5.0986e-01 1.8958e-11 8.1809e-40 0.0000e+00
5.2750e+03 5.2418e+03 4.2696e+11 9.9715e-01 2.8490e-03 2.1340e-19 0.0000e+00 0.0000e+00
5.4750e+03 4.2153e+03 1.5448e+11 9.9992e-01 7.5566e-05 8.5936e-25 0.0000e+00 0.0000e+00
5.6750e+03 3.9851e+03 9.8477e+10 9.9998e-01 2.1079e-05 9.7527e-27 0.0000e+00 0.0000e+00
5.8750e+03 3.8776e+03 8.4645e+10 9.9998e-01 1.5124e-05 2.9271e-27 0.0000e+00 0.0000e+00
6.0750e+03 3.8266e+03 7.5633e+10 9.9999e-01 1.2420e-05 1.3969e-27 0.0000e+00 0.0000e+00
6.2750e+03 3.8098e+03 7.0294e+10 9.9999e-01 1.1921e-05 1.1327e-27 0.0000e+00 0.0000e+00
6.4750e+03 3.7953e+03 6.5393e+10 9.9999e-01 1.1484e-05 9.3005e-28 0.0000e+00 0.0000e+00
6.6750e+03 3.7878e+03 6.1750e+10 9.9999e-01 1.1758e-05 9.3890e-28 0.0000e+00 0.0000e+00
6.8750e+03 3.7819e+03 5.8607e+10 9.9999e-01 1.2276e-05 1.0131e-27 0.0000e+00 0.0000e+00
7.0750e+03 3.7717e+03 5.4589e+10 9.9999e-01 1.1887e-05 8.4652e-28 0.0000e+00 0.0000e+00
7.2750e+03 3.7623e+03 5.1325e+10 9.9999e-01 1.1947e-05 8.0262e-28 0.0000e+00 0.0000e+00
7.4750e+03 3.7581e+03 4.8264e+10 9.9999e-01 1.2012e-05 7.6204e-28 0.0000e+00 0.0000e+00
7.6750e+03 3.7505e+03 4.5242e+10 9.9999e-01 1.1923e-05 6.9273e-28 0.0000e+00 0.0000e+00
7.8750e+03 3.7437e+03 4.2431e+10 9.9999e-01 1.1860e-05 6.3424e-28 0.0000e+00 0.0000e+00
8.0750e+03 3.7323e+03 3.9633e+10 9.9999e-01 1.1610e-05 5.4983e-28 0.0000e+00 0.0000e+00
8.2750e+03 3.7224e+03 3.7212e+10 9.9999e-01 1.1596e-05 5.1052e-28 0.0000e+00 0.0000e+00
8.4750e+03 3.7117e+03 3.4849e+10 9.9999e-01 1.1465e-05 4.5799e-28 0.0000e+00 0.0000e+00
8.6750e+03 3.7028e+03 3.2347e+10 9.9999e-01 1.0956e-05 3.6572e-28 0.0000e+00 0.0000e+00
8.8750e+03 3.6969e+03 3.0256e+10 9.9999e-01 1.0781e-05 3.2273e-28 0.0000e+00 0.0000e+00
9.0750e+03 3.6899e+03 2.8379e+10 9.9999e-01 1.0724e-05 2.9554e-28 0.0000e+00 0.0000e+00
9.2750e+03 3.6831e+03 2.6783e+10 9.9999e-01 1.0918e-05 2.9294e-28 0.0000e+00 0.0000e+00
9.4750e+03 3.6734e+03 2.5244e+10 9.9999e-01 1.1056e-05 2.8513e-28 0.0000e+00 0.0000e+00
9.6750e+03 3.6583e+03 2.3448e+10 9.9999e-01 1.0595e-05 2.2989e-28 0.0000e+00 0.0000e+00
9.8750e+03 3.6438e+03 2.2088e+10 9.9999e-01 1.0705e-05 2.2206e-28 0.0000e+00 0.0000e+00
1.0075e+04 3.6322e+03 2.0704e+10 9.9999e-01 1.0614e-05 2.0114e-28 0.0000e+00 0.0000e+00
1.0275e+04 3.6181e+03 1.9198e+10 9.9999e-01 1.0108e-05 1.5871e-28 0.0000e+00 0.0000e+00
1.0475e+04 3.6008e+03 1.7795e+10 9.9999e-01 9.6111e-06 1.2458e-28 0.0000e+00 0.0000e+00
1.0675e+04 3.5713e+03 1.6522e+10 9.9999e-01 9.1952e-06 9.9878e-29 0.0000e+00 0.0000e+00
1.0875e+04 3.5375e+03 1.4926e+10 9.9999e-01 7.9137e-06 5.5817e-29 0.0000e+00 0.0000e+00
1.1075e+04 3.5071e+03 1.3756e+10 9.9999e-01 7.3467e-06 4.0398e-29 0.0000e+00 0.0000e+00
1.1275e+04 3.4699e+03 1.2436e+10 9.9999e-01 6.3018e-06 2.2358e-29 0.0000e+00 0.0000e+00
1.1475e+04 3.4318e+03 1.1093e+10 9.9999e-01 5.0798e-06 1.0040e-29 0.0000e+00 0.0000e+00
1.1675e+04 3.3903e+03 9.9627e+09 1.0000e+00 4.1746e-06 4.8251e-30 0.0000e+00 0.0000e+00
1.1875e+04 3.3399e+03 8.8121e+09 1.0000e+00 3.1465e-06 1.7401e-30 0.0000e+00 0.0000e+00
1.2075e+04 3.2961e+03 7.8012e+09 1.0000e+00 2.3197e-06 5.8615e-31 0.0000e+00 0.0000e+00
1.2275e+04 3.2406e+03 6.8337e+09 1.0000e+00 1.5392e-06 1.4040e-31 0.0000e+00 0.0000e+00
1.2475e+04 3.1866e+03 6.0408e+09 1.0000e+00 1.0123e-06 3.3037e-32 0.0000e+00 0.0000e+00
1.2675e+04 3.1478e+03 5.3867e+09 1.0000e+00 6.6003e-07 7.6401e-33 0.0000e+00 0.0000e+00
1.2875e+04 3.0948e+03 4.7808e+09 1.0000e+00 3.6204e-07 1.0239e-33 0.0000e+00 0.0000e+00
1.3075e+04 3.0530e+03 4.3420e+09 1.0000e+00 2.3416e-07 2.3551e-34 0.0000e+00 0.0000e+00
1.3275e+04 3.0065e+03 3.9272e+09 1.0000e+00 1.2185e-07 2.7328e-35 0.0000e+00 0.0000e+00
1.3475e+04 2.9596e+03 3.6029e+09 1.0000e+00 7.5271e-08 5.5034e-36 0.0000e+00 0.0000e+00
1.3675e+04 2.9135e+03 3.3053e+09 1.0000e+00 4.1498e-08 7.7654e-37 0.0000e+00 0.0000e+00
1.3875e+04 2.8632e+03 3.0316e+09 1.0000e+00 2.0343e-08 7.5836e-38 0.0000e+00 0.0000e+00
1.4075e+04 2.8306e+03 2.7948e+09 1.0000e+00 1.1830e-08 1.2702e-38 0.0000e+00 0.0000e+00
1.4275e+04 2.7863e+03 2.5751e+09 1.0000e+00 6.9321e-09 2.1766e-39 0.0000e+00 0.0000e+00
1.4475e+04 2.7510e+03 2.3798e+09 1.0000e+00 4.6980e-09 5.8972e-40 0.0000e+00 0.0000e+00
1.4675e+04 2.7084e+03 2.1828e+09 1.0000e+00 2.6603e-09 9.0293e-41 0.0000e+00 0.0000e+00
1.4875e+04 2.6582e+03 1.9677e+09 1.0000e+00 1.1393e-09 5.6528e-42 0.0000e+00 0.0000e+00
1.5075e+04 2.6236e+03 1.7982e+09 1.0000e+00 7.4042e-10 1.3256e-42 0.0000e+00 0.0000e+00
1.5275e+04 2.5795e+03 1.6310e+09 1.0000e+00 4.5583e-10 2.6064e-43 0.0000e+00 0.0000e+00
1.5475e+04 2.5513e+03 1.4568e+09 1.0000e+00 2.5059e-10 3.5032e-44 0.0000e+00 0.0000e+00
1.5675e+04 2.5019e+03 1.3124e+09 1.0000e+00 1.6456e-10 8.4078e-45 0.0000e+00 0.0000e+00
1.5875e+04 2.4810e+03 1.1451e+09 1.0000e+00 8.6696e-11 1.4013e-45 0.0000e+00 0.0000e+00
1.6075e+04 2.4481e+03 1.0214e+09 1.0000e+00 5.8599e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.6275e+04 2.4060e+03 8.3314e+08 1.0000e+00 2.3921e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.6475e+04 2.3958e+03 7.4913e+08 1.0000e+00 1.8493e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.6675e+04 2.3716e+03 7.0347e+08 1.0000e+00 1.8092e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.6875e+04 2.3552e+03 5.7984e+08 1.0000e+00 9.2230e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.7075e+04 2.3425e+03 5.1063e+08 1.0000e+00 6.7065e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.7275e+04 2.3215e+03 4.5046e+08 1.0000e+00 4.9732e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.7475e+04 2.3315e+03 4.0262e+08 1.0000e+00 3.9298e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.7675e+04 2.2828e+03 3.1552e+08 1.0000e+00 1.8805e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.7875e+04 2.2804e+03 2.7468e+08 1.0000e+00 1.3796e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.8075e+04 2.2568e+03 2.8686e+08 1.0000e+00 1.9794e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.8275e+04 2.2649e+03 2.2440e+08 1.0000e+00 9.8364e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.8475e+04 2.2660e+03 2.3518e+08 1.0000e+00 1.4130e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.8675e+04 2.2876e+03 2.0103e+08 1.0000e+00 9.7307e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.8875e+04 2.2230e+03 2.0491e+08 1.0000e+00 1.2671e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.9075e+04 2.2658e+03 1.4413e+08 1.0000e+00 4.4701e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.9275e+04 2.2808e+03 1.4720e+08 1.0000e+00 5.7301e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.9475e+04 2.2619e+03 1.3272e+08 1.0000e+00 4.8232e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.9675e+04 2.2786e+03 1.1584e+08 1.0000e+00 3.6477e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.9875e+04 2.2445e+03 1.3729e+08 1.0000e+00 7.8638e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0075e+04 2.2350e+03 1.1894e+08 1.0000e+00 5.7133e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0275e+04 2.2716e+03 1.2310e+08 1.0000e+00 7.8236e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0475e+04 2.2735e+03 9.3881e+07 1.0000e+00 3.6472e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0675e+04 2.2396e+03 1.0026e+08 1.0000e+00 5.5026e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0875e+04 2.2417e+03 9.6607e+07 1.0000e+00 5.8352e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.1075e+04 2.2596e+03 7.5725e+07 1.0000e+00 3.0102e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.1275e+04 2.2342e+03 9.6628e+07 1.0000e+00 8.7337e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.1475e+04 2.2225e+03 9.2750e+07 1.0000e+00 9.2156e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.1675e+04 2.2512e+03 9.4447e+07 1.0000e+00 1.2371e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.1875e+04 2.2489e+03 9.5488e+07 1.0000e+00 1.6439e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.2075e+04 2.2239e+03 7.2690e+07 1.0000e+00 6.7798e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.2275e+04 2.2418e+03 8.0373e+07 1.0000e+00 1.2700e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.2475e+04 2.2405e+03 8.1699e+07 1.0000e+00 1.7514e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.2675e+04 2.2573e+03 7.3566e+07 1.0000e+00 1.4110e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.2875e+04 2.2509e+03 6.9947e+07 1.0000e+00 1.4509e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.3075e+04 2.2529e+03 7.6244e+07 1.0000e+00 2.9210e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.3275e+04 2.2396e+03 4.8309e+07 1.0000e+00 4.9762e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.3475e+04 2.2167e+03 5.0356e+07 1.0000e+00 7.3006e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.3675e+04 2.2245e+03 5.0714e+07 1.0000e+00 9.5250e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.3875e+04 2.2202e+03 5.0695e+07 1.0000e+00 1.2249e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.4075e+04 2.2484e+03 4.8989e+07 1.0000e+00 1.3635e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.4275e+04 2.2514e+03 4.3853e+07 1.0000e+00 1.0625e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.4475e+04 2.2229e+03 4.4069e+07 1.0000e+00 1.4272e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.4675e+04 2.1714e+03 3.8744e+07 1.0000e+00 1.0161e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 2.2480e+03 4.2159e+07 1.0000e+00 2.0807e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 2.2008e+03 3.1520e+07 1.0000e+00 6.6954e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 2.1296e+03 3.2115e+07 1.0000e+00 9.4314e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 2.1366e+03 3.1729e+07 1.0000e+00 1.1771e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 2.1591e+03 3.0718e+07 1.0000e+00 1.3438e-12 0.0000e+00 0.0000e+00 0.0000e+00
