#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           si0           si1           si2           si3           si4
    3.659989E+04   1.0000E-099   1.0000E+000   6.6407E-010   2.6561E-022   2.1815E-031
    3.751483E+04   1.0000E-099   1.0000E+000   5.1385E-010   2.6838E-022   1.7060E-031
    3.843911E+04   1.0000E-099   1.0000E+000   3.7839E-010   2.7106E-022   1.2692E-031
    3.937508E+04   1.0000E-099   1.0000E+000   2.9271E-010   2.7368E-022   9.9151E-032
    4.030917E+04   1.0000E-099   1.0000E+000   2.2090E-010   2.7514E-022   7.5150E-032
    4.032500E+04   1.0000E-099   1.0000E+000   1.0218E-011   6.6817E-023   1.0382E-033
#TIME:     2.001
#NVEL: 100
#vel_mid[km/s]           si0           si1           si2           si3           si4
    1.025000E+03   1.0000E-099   3.0508E-024   1.4035E-015   2.2947E-007   1.0000E+000
    1.033631E+03   1.0000E-099   3.0124E-024   1.3914E-015   2.2858E-007   1.0000E+000
    1.050893E+03   1.0000E-099   2.9682E-024   1.3776E-015   2.2737E-007   1.0000E+000
    1.085418E+03   1.0000E-099   2.9388E-024   1.3690E-015   2.2604E-007   1.0000E+000
    1.192830E+03   1.0000E-099   2.9673E-024   1.3823E-015   2.2421E-007   1.0000E+000
    1.310616E+03   1.0000E-099   3.0426E-024   1.4117E-015   2.2311E-007   1.0000E+000
    1.440032E+03   1.0000E-099   3.1577E-024   1.4544E-015   2.2254E-007   1.0000E+000
    1.582227E+03   1.0000E-099   3.3336E-024   1.5169E-015   2.2282E-007   1.0000E+000
    1.738464E+03   1.0000E-099   3.6109E-024   1.6113E-015   2.2449E-007   1.0000E+000
    1.910128E+03   1.0000E-099   4.0710E-024   1.7611E-015   2.2855E-007   1.0000E+000
    2.098743E+03   1.0000E-099   4.8899E-024   2.0128E-015   2.3672E-007   1.0000E+000
    2.305983E+03   1.0000E-099   6.4611E-024   2.4621E-015   2.5197E-007   1.0000E+000
    2.533686E+03   1.0000E-099   9.9427E-024   3.3563E-015   2.8066E-007   1.0000E+000
    2.784236E+03   1.0000E-099   1.9319E-023   5.4093E-015   3.3662E-007   1.0000E+000
    3.054040E+03   1.0000E-099   5.3924E-023   1.1334E-014   4.5729E-007   1.0000E+000
    3.277713E+03   1.0000E-099   1.7894E-022   2.7100E-014   6.7665E-007   1.0000E+000
    3.457358E+03   1.0000E-099   6.5771E-022   7.0500E-014   1.0742E-006   1.0000E+000
    3.600523E+03   1.0000E-099   2.5537E-021   1.9310E-013   1.8012E-006   1.0000E+000
    3.715668E+03   1.0000E-099   1.0237E-020   5.4817E-013   3.1545E-006   1.0000E+000
    3.816868E+03   1.0000E-099   4.7436E-020   1.7585E-012   6.0274E-006   9.9999E-001
    3.903355E+03   1.0000E-099   2.4454E-019   6.2065E-012   1.2347E-005   9.9999E-001
    3.976242E+03   1.0000E-099   1.3674E-018   2.3649E-011   2.6712E-005   9.9997E-001
    4.040206E+03   1.0000E-099   8.9508E-018   1.0329E-010   6.2958E-005   9.9994E-001
    4.094637E+03   1.0000E-099   6.5649E-017   4.9930E-010   1.5793E-004   9.9984E-001
    4.142797E+03   1.0000E-099   5.9176E-016   2.8708E-009   4.3876E-004   9.9956E-001
    4.184396E+03   1.0000E-099   6.2484E-015   1.8901E-008   1.3192E-003   9.9868E-001
    4.219843E+03   1.0000E-099   7.4734E-014   1.3863E-007   4.2201E-003   9.9578E-001
    4.250896E+03   1.0000E-099   1.1072E-012   1.2127E-006   1.4894E-002   9.8510E-001
    4.277520E+03   1.0000E-099   1.8320E-011   1.1631E-005   5.4778E-002   9.4521E-001
    4.300647E+03   1.0000E-099   3.0847E-010   1.1246E-004   1.9331E-001   8.0658E-001
    4.320861E+03   1.0000E-099   4.4662E-009   9.1136E-004   5.2710E-001   4.7199E-001
    4.338122E+03   1.0000E-099   4.0893E-008   4.5456E-003   8.4226E-001   1.5319E-001
    4.353834E+03   1.0000E-099   3.4182E-007   1.8780E-002   9.5224E-001   2.8977E-002
    4.366440E+03   1.0000E-099   2.7980E-006   7.2992E-002   9.2284E-001   4.1686E-003
    4.376598E+03   1.0000E-099   2.1264E-005   2.5804E-001   7.4150E-001   4.3548E-004
    4.385210E+03   1.0000E-099   1.1181E-004   6.2237E-001   3.7750E-001   2.6023E-005
    4.392810E+03   1.0000E-099   3.6136E-004   8.9134E-001   1.0830E-001   8.3283E-007
    4.399573E+03   1.0000E-099   9.3773E-004   9.7666E-001   2.2403E-002   1.8141E-008
    4.405855E+03   1.0000E-099   2.4706E-003   9.9391E-001   3.6236E-003   2.4896E-010
    4.411826E+03   1.0000E-099   7.2051E-003   9.9235E-001   4.4106E-004   1.7980E-012
    4.417378E+03   1.0000E-099   2.1676E-002   9.7828E-001   4.6415E-005   9.2946E-015
    4.421974E+03   1.0000E-099   5.7473E-002   9.4252E-001   5.8342E-006   7.5563E-017
    4.425875E+03   1.0000E-099   1.3616E-001   8.6383E-001   7.9158E-007   7.8986E-019
    4.429253E+03   1.0000E-099   2.8063E-001   7.1937E-001   1.0413E-007   8.7140E-021
    4.432481E+03   1.0000E-099   4.9100E-001   5.0900E-001   1.1298E-008   8.5562E-023
    4.436033E+03   1.0000E-099   7.1354E-001   2.8646E-001   8.8340E-010   6.5375E-024
    4.439854E+03   1.0000E-099   8.6098E-001   1.3902E-001   6.6093E-011   3.1273E-024
    4.443627E+03   1.0000E-099   9.3310E-001   6.6904E-002   6.1617E-012   1.5313E-024
    4.447309E+03   1.0000E-099   9.6769E-001   3.2310E-002   6.4472E-013   7.4034E-025
    4.451157E+03   1.0000E-099   9.8506E-001   1.4936E-002   6.2008E-014   3.3971E-025
    4.455229E+03   1.0000E-099   9.9318E-001   6.8207E-003   5.8832E-015   1.5346E-025
    4.459352E+03   1.0000E-099   9.9680E-001   3.1999E-003   6.1086E-016   7.1238E-026
    4.466296E+03   1.0000E-099   9.9906E-001   9.4386E-004   1.5904E-017   2.0721E-026
    4.588121E+03   1.0000E-099   9.9999E-001   9.2905E-006   3.3957E-023   2.0798E-028
    5.002020E+03   1.0000E-099   1.0000E+000   8.8678E-009   2.1875E-023   2.2225E-031
    5.505454E+03   1.0000E-099   1.0000E+000   5.2336E-009   2.7925E-023   1.6750E-031
    6.049088E+03   1.0000E-099   1.0000E+000   5.6807E-009   3.4885E-023   2.2795E-031
    6.646403E+03   1.0000E-099   1.0000E+000   6.7555E-009   4.2839E-023   3.3425E-031
    7.302700E+03   1.0000E-099   1.0000E+000   8.2091E-009   5.1768E-023   4.9287E-031
    8.023803E+03   1.0000E-099   1.0000E+000   1.0104E-008   6.1632E-023   7.2526E-031
    8.816110E+03   1.0000E-099   1.0000E+000   1.2503E-008   7.2365E-023   1.0583E-030
    9.691226E+03   1.0000E-099   1.0000E+000   1.5381E-008   8.3941E-023   1.5167E-030
    1.060708E+04   1.0000E-099   1.0000E+000   1.8242E-008   9.5627E-023   2.0586E-030
    1.152419E+04   1.0000E-099   1.0000E+000   2.0389E-008   1.0682E-022   2.5826E-030
    1.244041E+04   1.0000E-099   1.0000E+000   2.1580E-008   1.1746E-022   3.0211E-030
    1.336348E+04   1.0000E-099   1.0000E+000   2.1784E-008   1.2761E-022   3.3337E-030
    1.427953E+04   1.0000E-099   1.0000E+000   2.1377E-008   1.3715E-022   3.5420E-030
    1.518907E+04   1.0000E-099   1.0000E+000   2.0820E-008   1.4610E-022   3.7070E-030
    1.610294E+04   1.0000E-099   1.0000E+000   2.0527E-008   1.5460E-022   3.9045E-030
    1.702212E+04   1.0000E-099   1.0000E+000   2.0778E-008   1.6270E-022   4.1970E-030
    1.793623E+04   1.0000E-099   1.0000E+000   2.1688E-008   1.7033E-022   4.6224E-030
    1.884515E+04   1.0000E-099   1.0000E+000   2.3152E-008   1.7753E-022   5.1770E-030
    1.975653E+04   1.0000E-099   1.0000E+000   2.4595E-008   1.8438E-022   5.7477E-030
    2.067033E+04   1.0000E-099   1.0000E+000   2.5511E-008   1.9090E-022   6.1998E-030
    2.158540E+04   1.0000E-099   1.0000E+000   2.4912E-008   1.9710E-022   6.2680E-030
    2.250115E+04   1.0000E-099   1.0000E+000   2.3064E-008   2.0299E-022   5.9780E-030
    2.341322E+04   1.0000E-099   1.0000E+000   2.0225E-008   2.0856E-022   5.3751E-030
