#NTIMES: 191
#time[d] Lbol[erg/s] Edep[erg/s]
2.0186e+00 1.9282e+41 6.4563e+42
2.0562e+00 1.6699e+41 6.4366e+42
2.0945e+00 1.3230e+41 6.4140e+42
2.1335e+00 9.3976e+40 6.3911e+42
2.1732e+00 5.6257e+40 6.3680e+42
2.2136e+00 3.6967e+40 6.3446e+42
2.2548e+00 3.0490e+40 6.3208e+42
2.2968e+00 2.6095e+40 6.2967e+42
2.3396e+00 2.1842e+40 6.2722e+42
2.3831e+00 1.8235e+40 6.2474e+42
2.4275e+00 1.5270e+40 6.2223e+42
2.4727e+00 1.2562e+40 6.1968e+42
2.5187e+00 1.0474e+40 6.1710e+42
2.5656e+00 8.8240e+39 6.1448e+42
2.6134e+00 7.5815e+39 6.1183e+42
2.6620e+00 6.6103e+39 6.0915e+42
2.7116e+00 5.7472e+39 6.0643e+42
2.7620e+00 5.0740e+39 6.0367e+42
2.8134e+00 4.3259e+39 6.0088e+42
2.8658e+00 3.7274e+39 5.9805e+42
2.9192e+00 3.2265e+39 5.9519e+42
2.9735e+00 2.7760e+39 5.9229e+42
3.0289e+00 2.3440e+39 5.8936e+42
3.0853e+00 2.0026e+39 5.8639e+42
3.1427e+00 1.7336e+39 5.8338e+42
3.2012e+00 1.5152e+39 5.8034e+42
3.2608e+00 1.3601e+39 5.7727e+42
3.3215e+00 1.2383e+39 5.7415e+42
3.3833e+00 1.2016e+39 5.7099e+42
3.4463e+00 1.3147e+39 5.6781e+42
3.5104e+00 1.4574e+39 5.6459e+42
3.5758e+00 1.4897e+39 5.6132e+42
3.6424e+00 1.8394e+39 5.5802e+42
3.7102e+00 1.9126e+39 5.5469e+42
3.7792e+00 2.3432e+39 5.5133e+42
3.8496e+00 2.7567e+39 5.4792e+42
3.9212e+00 2.9335e+39 5.4448e+42
3.9942e+00 3.4588e+39 5.4100e+42
4.0686e+00 3.4123e+39 5.3748e+42
4.1443e+00 3.8719e+39 5.3394e+42
4.2215e+00 4.4676e+39 5.3035e+42
4.3001e+00 5.3636e+39 5.2673e+42
4.3801e+00 5.8797e+39 5.2307e+42
4.4617e+00 6.3537e+39 5.1939e+42
4.5447e+00 7.3701e+39 5.1566e+42
4.6293e+00 8.4947e+39 5.1190e+42
4.7155e+00 9.3724e+39 5.0811e+42
4.8033e+00 1.0336e+40 5.0429e+42
4.8927e+00 1.2145e+40 5.0043e+42
4.9838e+00 1.3732e+40 4.9654e+42
5.0765e+00 1.5566e+40 4.9262e+42
5.1711e+00 1.6777e+40 4.8866e+42
5.2673e+00 2.0436e+40 4.8467e+42
5.3654e+00 2.2631e+40 4.8065e+42
5.4652e+00 2.5533e+40 4.7661e+42
5.5670e+00 2.9388e+40 4.7253e+42
5.6706e+00 3.3496e+40 4.6843e+42
5.7762e+00 3.6722e+40 4.6429e+42
5.8837e+00 4.1518e+40 4.6013e+42
5.9932e+00 4.5959e+40 4.5594e+42
6.1048e+00 5.1865e+40 4.5173e+42
6.2184e+00 5.8618e+40 4.4749e+42
6.3342e+00 6.5976e+40 4.4323e+42
6.4521e+00 7.4006e+40 4.3894e+42
6.5722e+00 8.4815e+40 4.3463e+42
6.6946e+00 9.5221e+40 4.3029e+42
6.8192e+00 1.0853e+41 4.2594e+42
6.9461e+00 1.2295e+41 4.2157e+42
7.0754e+00 1.4036e+41 4.1717e+42
7.2072e+00 1.6009e+41 4.1276e+42
7.3413e+00 1.8273e+41 4.0834e+42
7.4780e+00 2.0804e+41 4.0389e+42
7.6172e+00 2.3660e+41 3.9944e+42
7.7590e+00 2.6585e+41 3.9497e+42
7.9034e+00 2.9857e+41 3.9048e+42
8.0506e+00 3.3329e+41 3.8599e+42
8.2004e+00 3.7038e+41 3.8149e+42
8.3531e+00 4.1040e+41 3.7698e+42
8.5086e+00 4.5237e+41 3.7246e+42
8.6670e+00 4.9779e+41 3.6794e+42
