#NTIMES: 248
#time[d] Lbol[erg/s] Edep[erg/s]
2.5 3.24363e+40 6.21297e+42
3.5 1.80970e+40 5.70475e+42
4.5 6.30604e+40 5.24736e+42
5.5 1.75732e+41 4.83671e+42
6.5 3.72381e+41 4.46638e+42
7.5 6.24861e+41 4.13473e+42
8.5 9.11449e+41 3.83480e+42
9.5 1.21623e+42 3.56369e+42
10.5 1.53307e+42 3.31815e+42
11.5 1.85837e+42 3.08997e+42
12.5 2.15776e+42 2.88322e+42
13.5 2.41407e+42 2.69769e+42
14.5 2.61764e+42 2.53150e+42
15.5 2.77666e+42 2.38117e+42
16.5 2.86222e+42 2.24503e+42
17.5 2.88588e+42 2.12456e+42
18.5 2.85058e+42 2.01249e+42
19.5 2.76087e+42 1.91346e+42
20.5 2.64819e+42 1.82304e+42
21.5 2.50396e+42 1.73736e+42
22.5 2.35110e+42 1.66324e+42
23.5 2.19891e+42 1.59331e+42
24.5 2.04990e+42 1.52767e+42
25.5 1.91476e+42 1.46906e+42
26.5 1.78481e+42 1.41247e+42
27.5 1.65942e+42 1.36077e+42
28.5 1.54411e+42 1.31152e+42
29.5 1.43944e+42 1.26616e+42
30.5 1.35337e+42 1.22129e+42
31.5 1.27720e+42 1.18176e+42
32.5 1.22004e+42 1.14162e+42
33.5 1.16895e+42 1.10359e+42
34.5 1.12663e+42 1.06777e+42
35.5 1.08629e+42 1.03357e+42
36.5 1.05386e+42 1.00063e+42
37.5 1.01852e+42 9.69373e+41
38.5 9.86234e+41 9.37814e+41
39.5 9.52928e+41 9.06722e+41
40.5 9.21643e+41 8.78578e+41
41.5 8.90300e+41 8.52079e+41
42.5 8.61190e+41 8.24668e+41
43.5 8.32143e+41 7.99055e+41
44.5 8.01951e+41 7.74431e+41
45.5 7.75462e+41 7.50559e+41
46.5 7.45324e+41 7.26397e+41
47.5 7.23375e+41 7.04246e+41
48.5 7.01673e+41 6.83026e+41
49.5 6.78565e+41 6.60019e+41
50.5 6.56540e+41 6.39316e+41
51.5 6.35312e+41 6.20585e+41
