#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 2.0186 2.0562 2.0945 2.1335 2.1732 2.2136 2.2548 2.2968 2.3396 2.3831 2.4275 2.4727 2.5187 2.5656 2.6134 2.6620 2.7116 2.7620 2.8134 2.8658 2.9192 2.9735 3.0289 3.0853 3.1427 3.2012 3.2608 3.3215 3.3833 3.4463 3.5104 3.5758 3.6424 3.7102 3.7792 3.8496 3.9212 3.9942 4.0686 4.1443 4.2215 4.3001 4.3801 4.4617 4.5447 4.6293 4.7155 4.8033 4.8927 4.9838 5.0765 5.1711 5.2673 5.3654 5.4652 5.5670 5.6706 5.7762 5.8837 5.9932 6.1048 6.2184 6.3342 6.4521 6.5722 6.6946 6.8192 6.9461 7.0754 7.2072 7.3413 7.4780 7.6172 7.7590 7.9034 8.0506 8.2004 8.3531 8.5086 8.6670 8.8283 8.9927 9.1601 9.3306 9.5043 9.6812 9.8614 10.0450 10.2320 10.4225 10.6165 10.8141 11.0154 11.2205 11.4294 11.6421 11.8588 12.0796 12.3045 12.5335 12.7668 13.0045 13.2466 13.4932 13.7444 14.0002 14.2608 14.5263 14.7967 15.0722 15.3528 15.6386 15.9297 16.2262 16.5283 16.8360 17.1494 17.4686 17.7938 18.1251 18.4625 18.8062 19.1562 19.5128 19.8761 20.2461 20.6230 21.0069 21.3979 21.7963 22.2020 22.6153 23.0363 23.4652 23.9020 24.3469 24.8002 25.2618 25.7321 26.2111 26.6990 27.1961 27.7023 28.2180 28.7433 29.2784 29.8234 30.3786 30.9441 31.5202 32.1069 32.7046 33.3134 33.9336 34.5653 35.2087 35.8641 36.5318 37.2118 37.9045 38.6102 39.3289 40.0610 40.8068 41.5664 42.3402 43.1284 43.9313 44.7491 45.5821 46.4306 47.2950 48.1754 49.0722 49.9857 50.9162 51.8640 52.8295 53.8130 54.8147 55.8351 56.8745 57.9333 59.0118 60.1103 61.2293 62.3691 63.5301 64.7128 65.9174 67.1445 68.3945 69.6677 70.9646 72.2856 73.6312 75.0019 76.3981 77.8203 79.2690
#
#TIME: 2.0186
#NVEL: 202
#vel_mid[km/s] si0 si1 si2 si3 si4 si5 si6
1.8075e+04 1.8807e-02 9.8119e-01 2.1236e-07 1.0040e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.8275e+04 1.8778e-02 9.8122e-01 1.9923e-07 7.7125e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.8475e+04 1.6538e-02 9.8346e-01 2.4432e-07 1.3452e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.8675e+04 1.6493e-02 9.8351e-01 2.2977e-07 1.0411e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.8875e+04 1.6115e-02 9.8388e-01 2.2574e-07 9.2102e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.9075e+04 1.6785e-02 9.8321e-01 1.9355e-07 5.3692e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.9275e+04 1.5017e-02 9.8498e-01 2.2935e-07 8.4356e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.9475e+04 1.4673e-02 9.8533e-01 2.2529e-07 7.4595e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.9675e+04 1.4088e-02 9.8591e-01 2.2968e-07 7.3927e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.9875e+04 1.3333e-02 9.8667e-01 2.4138e-07 8.0432e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0075e+04 1.3774e-02 9.8623e-01 2.1065e-07 4.9479e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0275e+04 1.2217e-02 9.8778e-01 2.5404e-07 8.2104e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0475e+04 1.1840e-02 9.8816e-01 2.5381e-07 7.6490e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0675e+04 1.2238e-02 9.8776e-01 2.2128e-07 4.6915e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0875e+04 1.1595e-02 9.8840e-01 2.3193e-07 5.0624e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.1075e+04 1.1724e-02 9.8828e-01 2.1184e-07 3.5815e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.1275e+04 1.1104e-02 9.8890e-01 2.2218e-07 3.8732e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.1475e+04 1.1743e-02 9.8826e-01 1.8454e-07 2.0468e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.1675e+04 1.1786e-02 9.8821e-01 1.7123e-07 1.5194e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.1875e+04 1.0959e-02 9.8904e-01 1.8670e-07 1.8511e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.2075e+04 1.1524e-02 9.8848e-01 1.5697e-07 1.0154e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.2275e+04 1.0475e-02 9.8952e-01 1.7955e-07 1.4333e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.2475e+04 1.1067e-02 9.8893e-01 1.4946e-07 7.6247e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.2675e+04 9.9088e-03 9.9009e-01 1.7650e-07 1.1867e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.2875e+04 1.0040e-02 9.8996e-01 1.6048e-07 8.2782e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.3075e+04 1.0255e-02 9.8974e-01 1.4348e-07 5.4835e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.3275e+04 1.1286e-02 9.8871e-01 1.0956e-07 2.2377e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.3475e+04 1.1441e-02 9.8856e-01 9.9527e-08 1.5569e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.3675e+04 1.0332e-02 9.8967e-01 1.1542e-07 2.2918e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.3875e+04 8.7621e-03 9.9124e-01 1.5275e-07 5.0630e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.4075e+04 9.1040e-03 9.9090e-01 1.3175e-07 3.0032e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.4275e+04 8.1840e-03 9.9182e-01 1.5416e-07 4.5461e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.4475e+04 8.2579e-03 9.9174e-01 1.4142e-07 3.2587e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.4675e+04 8.4549e-03 9.9155e-01 1.2580e-07 2.1248e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 7.3172e-03 9.9268e-01 1.5939e-07 4.1082e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 7.1749e-03 9.9282e-01 1.5529e-07 3.5427e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 6.8028e-03 9.9320e-01 1.6236e-07 3.7953e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 6.0423e-03 9.9396e-01 1.9461e-07 6.1886e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 6.1750e-03 9.9382e-01 1.7385e-07 4.0878e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.5875e+04 5.9335e-03 9.9407e-01 1.7670e-07 4.0150e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.6075e+04 6.9883e-03 9.9301e-01 1.1720e-07 1.0621e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.6275e+04 5.9720e-03 9.9403e-01 1.5236e-07 2.2226e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.6475e+04 5.3906e-03 9.9461e-01 1.7649e-07 3.2631e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 5.3389e-03 9.9466e-01 1.6836e-07 2.6373e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 6.1421e-03 9.9386e-01 1.1736e-07 8.1266e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 6.4733e-03 9.9353e-01 9.8261e-08 4.3983e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 5.9612e-03 9.9404e-01 1.0919e-07 5.6838e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 4.9652e-03 9.9503e-01 1.4967e-07 1.3998e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 4.7945e-03 9.9521e-01 1.5053e-07 1.3311e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 4.9786e-03 9.9502e-01 1.3007e-07 7.9375e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 4.1611e-03 9.9584e-01 1.7679e-07 1.9042e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 3.4482e-03 9.9655e-01 2.4420e-07 4.7962e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 4.2612e-03 9.9574e-01 1.4706e-07 9.4406e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 3.9223e-03 9.9608e-01 1.6338e-07 1.2186e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 3.5999e-03 9.9640e-01 1.8257e-07 1.6013e-33 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 3.8445e-03 9.9616e-01 1.4889e-07 7.9965e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 4.3331e-03 9.9567e-01 1.0847e-07 2.8225e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 3.5791e-03 9.9642e-01 1.5100e-07 7.2878e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 4.1952e-03 9.9580e-01 1.0141e-07 2.0031e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 4.1354e-03 9.9586e-01 9.7682e-08 1.6680e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 2.6658e-03 9.9733e-01 2.2715e-07 2.0801e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 3.2976e-03 9.9670e-01 1.3677e-07 4.0958e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 2.3428e-03 9.9766e-01 2.5914e-07 2.7174e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 2.9577e-03 9.9704e-01 1.4980e-07 4.7269e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 2.0584e-03 9.9794e-01 2.9559e-07 3.5463e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 2.6942e-03 9.9731e-01 1.5884e-07 4.9371e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 2.4780e-03 9.9752e-01 1.7652e-07 6.3746e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 2.2661e-03 9.9773e-01 1.9844e-07 8.5243e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 1.8195e-03 9.9818e-01 2.9110e-07 2.5735e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 2.4491e-03 9.9755e-01 1.4784e-07 3.0150e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 1.9361e-03 9.9806e-01 2.2422e-07 1.0095e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 1.3229e-03 9.9868e-01 4.5582e-07 8.2459e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 2.6568e-03 9.9734e-01 1.0210e-07 7.8904e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 2.2100e-03 9.9779e-01 1.3967e-07 1.9276e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 2.2355e-03 9.9776e-01 1.2753e-07 1.3623e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 2.2654e-03 9.9773e-01 1.1602e-07 9.5194e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 1.4160e-03 9.9858e-01 2.8433e-07 1.3838e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 1.6652e-03 9.9833e-01 1.9100e-07 3.8264e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 9.0111e-04 9.9910e-01 6.2097e-07 1.3068e-32 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 1.8651e-03 9.9813e-01 1.3235e-07 1.0849e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 1.5605e-03 9.9844e-01 1.7840e-07 2.5283e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 1.0065e-03 9.9899e-01 4.0682e-07 2.9284e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 1.2576e-03 9.9874e-01 2.4235e-07 5.6243e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 1.5004e-03 9.9850e-01 1.5813e-07 1.4229e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 1.1577e-03 9.9884e-01 2.5085e-07 5.4466e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 1.0513e-03 9.9895e-01 2.8531e-07 7.5326e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 8.2340e-04 9.9918e-01 4.3715e-07 2.5825e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 1.5939e-03 9.9841e-01 1.0681e-07 3.2536e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 1.4006e-03 9.9860e-01 1.3017e-07 5.5683e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 1.1106e-03 9.9889e-01 1.9538e-07 1.8000e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 1.3127e-03 9.9869e-01 1.2995e-07 4.8298e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 1.3288e-03 9.9867e-01 1.1854e-07 3.4039e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 1.2673e-03 9.9873e-01 1.2212e-07 3.4808e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 9.0319e-04 9.9910e-01 2.2740e-07 2.1725e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 9.8085e-04 9.9902e-01 1.7997e-07 9.9278e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 1.1753e-03 9.9882e-01 1.1649e-07 2.4523e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 1.1951e-03 9.9880e-01 1.0528e-07 1.6799e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 1.0187e-03 9.9898e-01 1.3633e-07 3.4579e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 1.1403e-03 9.9886e-01 1.0132e-07 1.3023e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 1.6577e-03 9.9834e-01 4.3933e-08 9.3840e-37 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 1.0959e-03 9.9890e-01 9.6086e-08 9.6510e-36 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 1.2102e-03 9.9879e-01 7.3353e-08 3.9429e-36 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 1.1232e-03 9.9888e-01 7.9897e-08 4.7828e-36 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 1.4154e-03 9.9858e-01 4.6483e-08 8.4892e-37 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 1.7661e-03 9.9823e-01 2.7498e-08 1.5807e-37 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 1.6231e-03 9.9838e-01 3.0615e-08 2.0539e-37 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 1.7745e-03 9.9823e-01 2.3788e-08 8.8324e-38 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 2.5716e-03 9.9743e-01 1.0263e-08 6.2027e-39 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 3.6829e-03 9.9632e-01 4.5253e-09 4.6508e-40 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 4.6715e-03 9.9533e-01 2.5734e-09 7.6509e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 2.4208e-02 9.7579e-01 7.9997e-11 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 5.8478e-01 4.1522e-01 5.7807e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.2548
#NVEL: 202
#vel_mid[km/s] si0 si1 si2 si3 si4 si5 si6
8.7500e+01 4.4997e-35 5.5534e-27 2.1829e-18 5.6047e-11 1.8843e-04 3.1337e-01 6.8644e-01
2.7500e+02 3.0033e-35 4.6278e-27 2.1772e-18 6.6611e-11 2.7358e-04 3.7665e-01 6.2307e-01
4.7500e+02 3.3666e-35 5.6439e-27 2.8032e-18 9.0302e-11 3.9686e-04 4.4312e-01 5.5649e-01
6.7500e+02 4.3862e-35 7.7376e-27 3.9276e-18 1.2902e-10 5.8662e-04 5.1769e-01 4.8172e-01
8.7500e+02 5.9171e-35 1.0858e-26 5.5702e-18 1.8460e-10 8.5779e-04 5.9332e-01 4.0582e-01
1.0750e+03 8.4698e-35 1.6022e-26 8.2177e-18 2.7187e-10 1.2768e-03 6.7216e-01 3.2656e-01
1.2750e+03 1.2116e-34 2.3534e-26 1.2019e-17 3.9551e-10 1.8679e-03 7.4348e-01 2.5465e-01
1.4750e+03 1.8533e-34 3.6681e-26 1.8451e-17 5.9758e-10 2.8066e-03 8.1075e-01 1.8644e-01
1.6750e+03 2.8184e-34 5.6678e-26 2.7997e-17 8.9029e-10 4.1404e-03 8.6340e-01 1.3246e-01
1.8750e+03 5.0233e-34 1.0120e-25 4.8047e-17 1.4691e-09 6.6210e-03 9.0989e-01 8.3493e-02
2.0750e+03 1.0025e-33 2.0004e-25 8.9777e-17 2.5982e-09 1.1143e-02 9.4134e-01 4.7519e-02
2.2750e+03 2.2452e-33 4.3874e-25 1.8304e-16 4.9370e-09 1.9765e-02 9.5587e-01 2.4362e-02
2.4750e+03 6.7925e-33 1.2689e-24 4.7349e-16 1.1476e-08 4.1097e-02 9.4909e-01 9.8102e-03
2.6750e+03 2.4698e-32 4.3431e-24 1.4138e-15 3.0104e-08 9.3344e-02 9.0343e-01 3.2308e-03
2.8750e+03 1.2071e-31 1.9460e-23 5.2822e-15 9.4826e-08 2.4005e-01 7.5926e-01 6.9377e-04
3.0750e+03 6.6591e-31 9.5458e-23 2.0516e-14 2.9617e-07 5.6750e-01 4.3243e-01 6.9558e-05
3.2750e+03 3.4033e-30 4.1246e-22 6.4840e-14 6.9817e-07 8.9575e-01 1.0424e-01 1.6925e-06
3.4750e+03 2.1147e-29 1.9909e-21 2.0184e-13 1.4260e-06 9.9166e-01 8.3383e-03 5.4833e-09
3.6750e+03 2.6285e-28 1.7096e-20 9.5159e-13 3.6406e-06 9.9979e-01 2.1057e-04 1.5388e-12
3.8750e+03 1.2087e-26 4.6084e-19 1.1233e-11 1.6300e-05 9.9998e-01 7.0680e-07 4.8772e-18
4.0750e+03 7.9536e-24 1.3673e-16 1.0107e-09 2.4340e-04 9.9976e-01 3.1030e-11 9.7994e-28
4.2750e+03 5.3457e-17 2.0983e-10 1.1781e-04 2.0750e-01 7.9238e-01 2.5245e-22 0.0000e+00
4.4750e+03 7.6431e-08 9.6520e-03 9.9032e-01 2.6958e-05 2.2667e-15 0.0000e+00 0.0000e+00
4.6750e+03 2.8665e-03 9.9633e-01 8.0040e-04 7.2671e-19 4.8905e-43 0.0000e+00 0.0000e+00
4.8750e+03 3.5789e-01 6.4211e-01 8.7108e-09 9.0018e-34 0.0000e+00 0.0000e+00 0.0000e+00
5.0750e+03 5.0684e-01 4.9316e-01 1.5453e-09 6.2443e-36 0.0000e+00 0.0000e+00 0.0000e+00
5.2750e+03 5.1604e-01 4.8396e-01 1.3027e-09 3.5584e-36 0.0000e+00 0.0000e+00 0.0000e+00
5.4750e+03 5.0606e-01 4.9394e-01 1.3667e-09 3.7397e-36 0.0000e+00 0.0000e+00 0.0000e+00
5.6750e+03 4.9463e-01 5.0537e-01 1.4566e-09 4.1096e-36 0.0000e+00 0.0000e+00 0.0000e+00
5.8750e+03 4.9119e-01 5.0881e-01 1.4177e-09 3.5024e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.0750e+03 4.6801e-01 5.3199e-01 1.7215e-09 5.5579e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.2750e+03 4.6396e-01 5.3604e-01 1.6864e-09 4.8255e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.4750e+03 4.4927e-01 5.5073e-01 1.8595e-09 5.8482e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.6750e+03 4.4192e-01 5.5808e-01 1.8893e-09 5.6310e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.8750e+03 4.3409e-01 5.6591e-01 1.9297e-09 5.5032e-36 0.0000e+00 0.0000e+00 0.0000e+00
7.0750e+03 4.2531e-01 5.7469e-01 1.9916e-09 5.5420e-36 0.0000e+00 0.0000e+00 0.0000e+00
7.2750e+03 4.1190e-01 5.8810e-01 2.1639e-09 6.4570e-36 0.0000e+00 0.0000e+00 0.0000e+00
7.4750e+03 3.9266e-01 6.0734e-01 2.5093e-09 9.0599e-36 0.0000e+00 0.0000e+00 0.0000e+00
7.6750e+03 3.9353e-01 6.0647e-01 2.3271e-09 6.7407e-36 0.0000e+00 0.0000e+00 0.0000e+00
7.8750e+03 3.6988e-01 6.3012e-01 2.8382e-09 1.0936e-35 0.0000e+00 0.0000e+00 0.0000e+00
8.0750e+03 3.6399e-01 6.3601e-01 2.8398e-09 1.0104e-35 0.0000e+00 0.0000e+00 0.0000e+00
8.2750e+03 3.6058e-01 6.3942e-01 2.7635e-09 8.6236e-36 0.0000e+00 0.0000e+00 0.0000e+00
8.4750e+03 3.4150e-01 6.5850e-01 3.2135e-09 1.2248e-35 0.0000e+00 0.0000e+00 0.0000e+00
8.6750e+03 3.3386e-01 6.6614e-01 3.2846e-09 1.2037e-35 0.0000e+00 0.0000e+00 0.0000e+00
8.8750e+03 3.2343e-01 6.7657e-01 3.4696e-09 1.3005e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.0750e+03 3.1432e-01 6.8568e-01 3.6127e-09 1.3487e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.2750e+03 2.9451e-01 7.0549e-01 4.2772e-09 2.0254e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.4750e+03 2.8805e-01 7.1195e-01 4.3291e-09 1.9383e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.6750e+03 2.8415e-01 7.1585e-01 4.2498e-09 1.6986e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.8750e+03 2.7217e-01 7.2783e-01 4.6095e-09 1.9857e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.0075e+04 2.6420e-01 7.3580e-01 4.7671e-09 2.0239e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.0275e+04 2.4946e-01 7.5054e-01 5.3837e-09 2.6635e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.0475e+04 2.4562e-01 7.5438e-01 5.2978e-09 2.3522e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.0675e+04 2.3616e-01 7.6384e-01 5.6163e-09 2.5792e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.0875e+04 2.3344e-01 7.6656e-01 5.4523e-09 2.1904e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.1075e+04 2.2853e-01 7.7147e-01 5.4525e-09 2.0281e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.1275e+04 2.1784e-01 7.8216e-01 5.9087e-09 2.3732e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.1475e+04 2.0753e-01 7.9247e-01 6.3940e-09 2.7674e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.1675e+04 2.0678e-01 7.9322e-01 6.0511e-09 2.1826e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.1875e+04 2.0316e-01 7.9684e-01 5.9683e-09 1.9424e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2075e+04 1.9506e-01 8.0494e-01 6.2889e-09 2.0974e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2275e+04 1.8783e-01 8.1217e-01 6.5612e-09 2.2007e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2475e+04 1.8001e-01 8.1999e-01 6.9253e-09 2.3902e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2675e+04 1.7381e-01 8.2619e-01 7.1483e-09 2.4323e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2875e+04 1.6496e-01 8.3504e-01 7.7242e-09 2.8327e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.5745e-01 8.4255e-01 8.2010e-09 3.1346e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.3275e+04 1.4656e-01 8.5344e-01 9.2856e-09 4.1951e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.3475e+04 1.3667e-01 8.6333e-01 1.0424e-08 5.4799e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.3675e+04 1.2785e-01 8.7215e-01 1.1573e-08 6.9342e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.3875e+04 1.1593e-01 8.8407e-01 1.3845e-08 1.0961e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4075e+04 1.1041e-01 8.8959e-01 1.4616e-08 1.1966e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4275e+04 1.0146e-01 8.9854e-01 1.6810e-08 1.6859e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4475e+04 9.5831e-02 9.0417e-01 1.8047e-08 1.9373e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4675e+04 9.0837e-02 9.0916e-01 1.9188e-08 2.1631e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.4875e+04 8.2156e-02 9.1784e-01 2.2744e-08 3.3446e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5075e+04 7.5448e-02 9.2455e-01 2.5939e-08 4.6135e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5275e+04 7.0513e-02 9.2949e-01 2.8360e-08 5.6120e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5475e+04 6.5974e-02 9.3403e-01 3.0891e-08 6.7542e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5675e+04 6.0043e-02 9.3996e-01 3.5770e-08 9.7761e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5875e+04 5.5594e-02 9.4441e-01 3.9783e-08 1.2544e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6075e+04 5.2424e-02 9.4758e-01 4.2432e-08 1.4196e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6275e+04 5.0137e-02 9.4986e-01 4.3840e-08 1.4597e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6475e+04 4.7734e-02 9.5227e-01 4.5730e-08 1.5454e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6675e+04 4.5190e-02 9.5481e-01 4.8282e-08 1.6974e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6875e+04 4.5590e-02 9.5441e-01 4.4307e-08 1.2201e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.7075e+04 4.2431e-02 9.5757e-01 4.8536e-08 1.4986e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.7275e+04 4.2818e-02 9.5718e-01 4.4519e-08 1.0756e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.7475e+04 4.0280e-02 9.5972e-01 4.7609e-08 1.2286e-33 0.0000e+00 0.0000e+00 0.0000e+00
