#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    2.056623E+04   1.0000E-099   9.9596E-001   4.0411E-003   2.9850E-022   6.2154E-025
    2.164457E+04   1.0000E-099   9.9635E-001   3.6535E-003   3.1006E-022   5.8478E-025
    2.269608E+04   1.0000E-099   9.9677E-001   3.2255E-003   3.2053E-022   5.3474E-025
    2.371204E+04   1.0000E-099   9.9717E-001   2.8315E-003   3.3004E-022   4.8414E-025
    2.470288E+04   1.0000E-099   9.9752E-001   2.4760E-003   3.3880E-022   4.3519E-025
    2.567282E+04   1.0000E-099   9.9781E-001   2.1949E-003   3.4698E-022   3.9551E-025
    2.662453E+04   1.0000E-099   9.9805E-001   1.9481E-003   3.5458E-022   3.5907E-025
    2.756088E+04   1.0000E-099   9.9828E-001   1.7243E-003   3.6165E-022   3.2447E-025
    2.848473E+04   1.0000E-099   9.9850E-001   1.5049E-003   3.6822E-022   2.8864E-025
    2.939718E+04   1.0000E-099   9.9870E-001   1.2968E-003   3.7436E-022   2.5316E-025
    3.030159E+04   1.0000E-099   9.9890E-001   1.1002E-003   3.8015E-022   2.1836E-025
    3.120144E+04   1.0000E-099   9.9907E-001   9.2708E-004   3.8567E-022   1.8684E-025
    3.209856E+04   1.0000E-099   9.9922E-001   7.8056E-004   3.9097E-022   1.5960E-025
    3.299464E+04   1.0000E-099   9.9934E-001   6.5750E-004   3.9608E-022   1.3627E-025
    3.389124E+04   1.0000E-099   9.9944E-001   5.5698E-004   4.0103E-022   1.1693E-025
    3.478990E+04   1.0000E-099   9.9952E-001   4.7760E-004   4.0586E-022   1.0150E-025
    3.569221E+04   1.0000E-099   9.9958E-001   4.2162E-004   4.1058E-022   9.0649E-026
    3.659989E+04   1.0000E-099   9.9962E-001   3.7710E-004   4.1518E-022   8.1985E-026
    3.751483E+04   1.0000E-099   9.9966E-001   3.4150E-004   4.1966E-022   7.5047E-026
    3.843911E+04   1.0000E-099   9.9968E-001   3.1977E-004   4.2404E-022   7.1006E-026
    3.937508E+04   1.0000E-099   9.9968E-001   3.1668E-004   4.2834E-022   7.1040E-026
    4.030917E+04   1.0000E-099   9.9960E-001   4.0429E-004   4.2871E-022   9.0723E-026
    4.032500E+04   1.0000E-099   1.0000E+000   2.7874E-006   1.9810E-022   2.9436E-028
#TIME:     2.001
#NVEL: 100
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    1.025000E+03   1.0000E-099   4.8782E-022   2.2849E-015   2.1975E-007   1.0000E+000
    1.033631E+03   1.0000E-099   4.8119E-022   2.2613E-015   2.1858E-007   1.0000E+000
    1.050893E+03   1.0000E-099   4.7500E-022   2.2390E-015   2.1750E-007   1.0000E+000
    1.085418E+03   1.0000E-099   4.7447E-022   2.2359E-015   2.1738E-007   1.0000E+000
    1.192830E+03   1.0000E-099   4.9995E-022   2.3225E-015   2.2187E-007   1.0000E+000
    1.310616E+03   1.0000E-099   5.3973E-022   2.4576E-015   2.2870E-007   1.0000E+000
    1.440032E+03   1.0000E-099   5.9383E-022   2.6385E-015   2.3757E-007   1.0000E+000
    1.582227E+03   1.0000E-099   6.7015E-022   2.8880E-015   2.4937E-007   1.0000E+000
    1.738464E+03   1.0000E-099   7.8406E-022   3.2490E-015   2.6568E-007   1.0000E+000
    1.910128E+03   1.0000E-099   9.6829E-022   3.8089E-015   2.8944E-007   1.0000E+000
    2.098743E+03   1.0000E-099   1.2982E-021   4.7540E-015   3.2621E-007   1.0000E+000
    2.305983E+03   1.0000E-099   1.9714E-021   6.5304E-015   3.8776E-007   1.0000E+000
    2.533686E+03   1.0000E-099   3.6361E-021   1.0428E-014   5.0031E-007   1.0000E+000
    2.784236E+03   1.0000E-099   9.0277E-021   2.1074E-014   7.3698E-007   1.0000E+000
    3.054040E+03   1.0000E-099   3.5777E-020   6.2008E-014   1.3488E-006   1.0000E+000
    3.277713E+03   1.0000E-099   1.7613E-019   2.2252E-013   2.7858E-006   1.0000E+000
    3.457358E+03   1.0000E-099   9.8734E-019   9.1761E-013   6.2800E-006   9.9999E-001
    3.600523E+03   1.0000E-099   5.9276E-018   4.1654E-012   1.5027E-005   9.9998E-001
    3.715668E+03   1.0000E-099   3.7034E-017   2.0367E-011   3.7538E-005   9.9996E-001
    3.816868E+03   1.0000E-099   2.7914E-016   1.2236E-010   1.0526E-004   9.9989E-001
    3.903355E+03   1.0000E-099   2.4100E-015   8.6524E-010   3.2238E-004   9.9968E-001
    3.976242E+03   1.0000E-099   2.3005E-014   6.9560E-009   1.0562E-003   9.9894E-001
    4.040206E+03   1.0000E-099   2.6739E-013   6.9253E-008   3.8848E-003   9.9612E-001
    4.094637E+03   1.0000E-099   3.5340E-012   7.9691E-007   1.5389E-002   9.8461E-001
    4.142797E+03   1.0000E-099   5.7689E-011   1.1390E-005   6.7427E-002   9.3256E-001
    4.184396E+03   1.0000E-099   9.4065E-010   1.6381E-004   2.7212E-001   7.2771E-001
    4.219843E+03   1.0000E-099   1.0073E-008   1.5593E-003   6.7809E-001   3.2035E-001
    4.250896E+03   1.0000E-099   6.6385E-008   9.1287E-003   9.2456E-001   6.6307E-002
    4.277520E+03   1.0000E-099   3.5278E-007   4.3425E-002   9.4730E-001   9.2776E-003
    4.300647E+03   1.0000E-099   1.6739E-006   1.8798E-001   8.1105E-001   9.6033E-004
    4.320861E+03   1.0000E-099   5.4982E-006   5.7303E-001   4.2692E-001   5.0631E-005
    4.338122E+03   1.0000E-099   9.3468E-006   8.9160E-001   1.0839E-001   1.1973E-006
    4.353834E+03   1.0000E-099   1.1892E-005   9.8418E-001   1.5812E-002   1.2512E-008
    4.366440E+03   1.0000E-099   1.4254E-005   9.9813E-001   1.8550E-003   8.8205E-011
    4.376598E+03   1.0000E-099   1.7009E-005   9.9980E-001   1.8439E-004   4.2551E-013
    4.385210E+03   1.0000E-099   2.0841E-005   9.9996E-001   1.6240E-005   1.5417E-015
    4.392810E+03   1.0000E-099   2.7858E-005   9.9997E-001   1.3608E-006   5.0103E-018
    4.399573E+03   1.0000E-099   4.1443E-005   9.9996E-001   1.0820E-007   1.4582E-020
    4.405855E+03   1.0000E-099   6.8789E-005   9.9993E-001   6.7125E-009   2.9468E-023
    4.411826E+03   1.0000E-099   1.2843E-004   9.9987E-001   2.7761E-010   5.7248E-024
    4.417378E+03   1.0000E-099   2.5523E-004   9.9974E-001   9.2484E-012   6.1733E-024
    4.421974E+03   1.0000E-099   4.9047E-004   9.9951E-001   4.1939E-013   6.5840E-024
    4.425875E+03   1.0000E-099   9.2121E-004   9.9908E-001   2.3176E-014   6.9308E-024
    4.429253E+03   1.0000E-099   1.6858E-003   9.9831E-001   1.4028E-015   7.3998E-024
    4.432481E+03   1.0000E-099   3.0732E-003   9.9693E-001   7.9829E-017   8.1199E-024
    4.436033E+03   1.0000E-099   5.7733E-003   9.9423E-001   3.8453E-018   9.0171E-024
    4.439854E+03   1.0000E-099   1.0675E-002   9.8932E-001   2.1719E-019   9.7047E-024
    4.443627E+03   1.0000E-099   1.8607E-002   9.8139E-001   1.7715E-020   1.0041E-023
    4.447309E+03   1.0000E-099   3.1451E-002   9.6855E-001   1.8807E-021   1.0135E-023
    4.451157E+03   1.0000E-099   5.3815E-002   9.4618E-001   3.4972E-022   1.0038E-023
    4.455229E+03   1.0000E-099   9.0898E-002   9.0910E-001   2.0478E-022   9.7377E-024
    4.459352E+03   1.0000E-099   1.4672E-001   8.5328E-001   1.8143E-022   9.2163E-024
    4.466296E+03   1.0000E-099   2.9166E-001   7.0834E-001   1.5447E-022   7.7685E-024
    4.588121E+03   1.0000E-099   9.2170E-001   7.8304E-002   4.3626E-023   9.6780E-025
    5.002020E+03   1.0000E-099   9.9948E-001   5.1685E-004   2.9960E-023   8.0327E-027
    5.505454E+03   1.0000E-099   9.9956E-001   4.4157E-004   3.8383E-023   8.8531E-027
    6.049088E+03   1.0000E-099   9.9950E-001   5.0241E-004   4.8390E-023   1.2706E-026
    6.646403E+03   1.0000E-099   9.9939E-001   6.0511E-004   6.0011E-023   1.8970E-026
    7.302700E+03   1.0000E-099   9.9926E-001   7.4421E-004   7.3233E-023   2.8452E-026
    8.023803E+03   1.0000E-099   9.9907E-001   9.3051E-004   8.8030E-023   4.2732E-026
    8.816110E+03   1.0000E-099   9.9882E-001   1.1790E-003   1.0434E-022   6.4138E-026
    9.691226E+03   1.0000E-099   9.9849E-001   1.5065E-003   1.2216E-022   9.5921E-026
    1.060708E+04   1.0000E-099   9.9811E-001   1.8940E-003   1.4037E-022   1.3863E-025
    1.152419E+04   1.0000E-099   9.9771E-001   2.2859E-003   1.5800E-022   1.8851E-025
    1.244041E+04   1.0000E-099   9.9737E-001   2.6315E-003   1.7489E-022   2.4064E-025
    1.336348E+04   1.0000E-099   9.9712E-001   2.8774E-003   1.9108E-022   2.8821E-025
    1.427953E+04   1.0000E-099   9.9701E-001   2.9861E-003   2.0628E-022   3.2399E-025
    1.518907E+04   1.0000E-099   9.9703E-001   2.9693E-003   2.2052E-022   3.4587E-025
    1.610294E+04   1.0000E-099   9.9710E-001   2.8991E-003   2.3404E-022   3.6005E-025
    1.702212E+04   1.0000E-099   9.9717E-001   2.8342E-003   2.4694E-022   3.7293E-025
    1.793623E+04   1.0000E-099   9.9717E-001   2.8309E-003   2.5914E-022   3.9211E-025
    1.884515E+04   1.0000E-099   9.9710E-001   2.8981E-003   2.7071E-022   4.2014E-025
    1.975653E+04   1.0000E-099   9.9704E-001   2.9556E-003   2.8163E-022   4.4672E-025
    2.067033E+04   1.0000E-099   9.9702E-001   2.9772E-003   2.9202E-022   4.6730E-025
    2.158540E+04   1.0000E-099   9.9712E-001   2.8776E-003   3.0178E-022   4.6762E-025
    2.250115E+04   1.0000E-099   9.9729E-001   2.7089E-003   3.1104E-022   4.5439E-025
    2.341322E+04   1.0000E-099   9.9749E-001   2.5128E-003   3.1986E-022   4.3380E-025
    2.432621E+04   1.0000E-099   9.9770E-001   2.3002E-003   3.2829E-022   4.0761E-025
    2.524083E+04   1.0000E-099   9.9790E-001   2.1049E-003   3.3638E-022   3.8191E-025
    2.615666E+04   1.0000E-099   9.9808E-001   1.9243E-003   3.4409E-022   3.5662E-025
    2.707356E+04   1.0000E-099   9.9825E-001   1.7453E-003   3.5134E-022   3.2970E-025
    2.799150E+04   1.0000E-099   9.9844E-001   1.5578E-003   3.5791E-022   2.9962E-025
    2.891055E+04   1.0000E-099   9.9863E-001   1.3651E-003   3.6427E-022   2.6688E-025
    2.983087E+04   1.0000E-099   9.9883E-001   1.1727E-003   3.7033E-022   2.3290E-025
    3.075270E+04   1.0000E-099   9.9901E-001   9.9236E-004   3.7655E-022   1.9999E-025
    3.167645E+04   1.0000E-099   9.9916E-001   8.3502E-004   3.8295E-022   1.7062E-025
    3.260268E+04   1.0000E-099   9.9930E-001   7.0127E-004   3.8936E-022   1.4520E-025
    3.353223E+04   1.0000E-099   9.9941E-001   5.9004E-004   3.9558E-022   1.2372E-025
    3.446626E+04   1.0000E-099   9.9950E-001   5.0065E-004   4.0150E-022   1.0624E-025
    3.540638E+04   1.0000E-099   9.9956E-001   4.3615E-004   4.0715E-022   9.3606E-026
    3.635490E+04   1.0000E-099   9.9961E-001   3.8724E-004   4.1253E-022   8.4030E-026
    3.731507E+04   1.0000E-099   9.9965E-001   3.4754E-004   4.1764E-022   7.6250E-026
    3.829161E+04   1.0000E-099   9.9968E-001   3.2161E-004   4.2249E-022   7.1331E-026
    3.929136E+04   1.0000E-099   9.9969E-001   3.1259E-004   4.2737E-022   7.0121E-026
    3.968816E+04   1.0000E-099   9.9965E-001   3.4853E-004   4.4740E-022   7.8222E-026
    3.995269E+04   1.0000E-099   9.9962E-001   3.8477E-004   4.6643E-022   8.6356E-026
    4.012905E+04   1.0000E-099   9.9960E-001   4.0197E-004   4.6081E-022   9.0215E-026
    4.024662E+04   1.0000E-099   9.9959E-001   4.0556E-004   4.4300E-022   9.1043E-026
    4.032422E+04   1.0000E-099   1.0000E+000   3.7672E-006   2.0833E-022   4.0585E-028
    4.032500E+04   1.0000E-099   1.0000E+000   2.9294E-006   1.9975E-022   3.0017E-028
#TIME:     2.002
#NVEL: 100
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    1.025000E+03   1.0000E-099   4.8693E-022   2.2799E-015   2.1939E-007   1.0000E+000
    1.041817E+03   1.0000E-099   4.7959E-022   2.2542E-015   2.1815E-007   1.0000E+000
    1.075450E+03   1.0000E-099   4.7519E-022   2.2380E-015   2.1740E-007   1.0000E+000
    1.142716E+03   1.0000E-099   4.8613E-022   2.2747E-015   2.1936E-007   1.0000E+000
    1.252484E+03   1.0000E-099   5.1958E-022   2.3888E-015   2.2520E-007   1.0000E+000
    1.372656E+03   1.0000E-099   5.6499E-022   2.5420E-015   2.3282E-007   1.0000E+000
    1.504364E+03   1.0000E-099   6.2690E-022   2.7469E-015   2.4271E-007   1.0000E+000
    1.648709E+03   1.0000E-099   7.1549E-022   3.0326E-015   2.5597E-007   1.0000E+000
