#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 320
#vel_mid[km/s] S0 S1 S2 S3 S4 S5 S6 S7
1.902500E+04 3.236378E-01 6.763622E-01 2.691727E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.907500E+04 3.222645E-01 6.777355E-01 2.746482E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.912500E+04 3.221776E-01 6.778224E-01 2.734967E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.917500E+04 3.240569E-01 6.759431E-01 2.653467E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.922500E+04 3.248914E-01 6.751086E-01 2.601138E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.927500E+04 3.234062E-01 6.765938E-01 2.625482E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.932500E+04 3.213485E-01 6.786515E-01 2.662851E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.937500E+04 3.248268E-01 6.751732E-01 2.522416E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.942500E+04 3.226481E-01 6.773519E-01 2.559375E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.947500E+04 3.204968E-01 6.795032E-01 2.596486E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.952500E+04 3.178907E-01 6.821093E-01 2.648120E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.957500E+04 3.181264E-01 6.818736E-01 2.607922E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.962500E+04 3.185956E-01 6.814044E-01 2.560108E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.967500E+04 3.182844E-01 6.817156E-01 2.533947E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.972500E+04 3.169841E-01 6.830159E-01 2.540810E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.977500E+04 3.163859E-01 6.836141E-01 2.524507E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.982500E+04 3.169597E-01 6.830403E-01 2.472199E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.987500E+04 3.173834E-01 6.826166E-01 2.423802E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.992500E+04 3.151449E-01 6.848551E-01 2.455260E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.997500E+04 3.177508E-01 6.822492E-01 2.343172E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.002500E+04 3.142897E-01 6.857103E-01 2.409035E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.007500E+04 3.127867E-01 6.872133E-01 2.418326E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.012500E+04 3.125309E-01 6.874691E-01 2.389473E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.017500E+04 3.117608E-01 6.882392E-01 2.374572E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.022500E+04 3.121370E-01 6.878630E-01 2.329505E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.027500E+04 3.137649E-01 6.862351E-01 2.248685E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.032500E+04 3.132533E-01 6.867467E-01 2.228598E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.037500E+04 3.118669E-01 6.881331E-01 2.232567E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.042500E+04 3.100967E-01 6.899033E-01 2.244937E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.047500E+04 3.069811E-01 6.930189E-01 2.297705E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.052500E+04 3.083807E-01 6.916193E-01 2.223057E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.057500E+04 3.084543E-01 6.915457E-01 2.185566E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.062500E+04 3.098092E-01 6.901908E-01 2.116190E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.067500E+04 3.085748E-01 6.914252E-01 2.113934E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.072500E+04 3.038358E-01 6.961642E-01 2.204568E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.077500E+04 3.033219E-01 6.966781E-01 2.183436E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.082500E+04 3.012001E-01 6.987999E-01 2.205845E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.087500E+04 3.015303E-01 6.984697E-01 2.161540E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.092500E+04 3.029015E-01 6.970985E-01 2.090588E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.097500E+04 3.051251E-01 6.948749E-01 2.000803E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.102500E+04 3.025090E-01 6.974910E-01 2.033097E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.107500E+04 3.041278E-01 6.958722E-01 1.959255E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.112500E+04 3.041318E-01 6.958682E-01 1.928322E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.117500E+04 3.038042E-01 6.961958E-01 1.902814E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.122500E+04 3.047243E-01 6.952757E-01 1.850363E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.127500E+04 3.027677E-01 6.972323E-01 1.864073E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.132500E+04 3.066294E-01 6.933706E-01 1.748102E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.137500E+04 3.033816E-01 6.966184E-01 1.788881E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.142500E+04 3.031172E-01 6.968828E-01 1.765059E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.147500E+04 2.988542E-01 7.011458E-01 1.829652E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.152500E+04 2.995519E-01 7.004481E-01 1.783946E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.157500E+04 2.990606E-01 7.009394E-01 1.764290E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.162500E+04 2.987144E-01 7.012856E-01 1.742077E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.167500E+04 2.968839E-01 7.031161E-01 1.752384E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.172500E+04 2.969598E-01 7.030402E-01 1.719898E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.177500E+04 2.949624E-01 7.050376E-01 1.733248E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.182500E+04 2.981466E-01 7.018534E-01 1.636655E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.187500E+04 2.984416E-01 7.015584E-01 1.603346E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.192500E+04 2.955397E-01 7.044603E-01 1.634058E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.197500E+04 2.952327E-01 7.047673E-01 1.611966E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.202500E+04 2.966040E-01 7.033960E-01 1.556614E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.207500E+04 2.952790E-01 7.047210E-01 1.555713E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.212500E+04 2.968715E-01 7.031285E-01 1.498724E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.217500E+04 2.981627E-01 7.018373E-01 1.449485E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.222500E+04 2.957593E-01 7.042407E-01 1.467867E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.227500E+04 2.964995E-01 7.035005E-01 1.428524E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.232500E+04 2.957089E-01 7.042911E-01 1.417162E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.237500E+04 2.929925E-01 7.070075E-01 1.440464E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.242500E+04 2.948322E-01 7.051678E-01 1.383249E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.247500E+04 2.935444E-01 7.064556E-01 1.381410E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.252500E+04 2.940510E-01 7.059490E-01 1.348846E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.257500E+04 2.920931E-01 7.079069E-01 1.357847E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.262500E+04 2.912145E-01 7.087855E-01 1.348106E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.267500E+04 2.917650E-01 7.082350E-01 1.314910E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.272500E+04 2.919382E-01 7.080618E-01 1.288762E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.277500E+04 2.939048E-01 7.060952E-01 1.234943E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.282500E+04 2.959446E-01 7.040554E-01 1.182469E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.287500E+04 2.929592E-01 7.070408E-01 1.205809E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.292500E+04 2.919136E-01 7.080864E-01 1.199828E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.297500E+04 2.931519E-01 7.068481E-01 1.160313E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.302500E+04 2.913398E-01 7.086602E-01 1.165659E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.307500E+04 2.929154E-01 7.070846E-01 1.122159E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.312500E+04 2.930329E-01 7.069671E-01 1.100928E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.317500E+04 2.923626E-01 7.076374E-01 1.090315E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.322500E+04 2.911676E-01 7.088324E-01 1.086572E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.327500E+04 2.908171E-01 7.091829E-01 1.072234E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.332500E+04 2.917612E-01 7.082388E-01 1.040121E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.337500E+04 2.935667E-01 7.064333E-01 9.983030E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.342500E+04 2.939371E-01 7.060629E-01 9.758237E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.347500E+04 2.937856E-01 7.062144E-01 9.599719E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.352500E+04 2.919692E-01 7.080308E-01 9.642414E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.357500E+04 2.905986E-01 7.094014E-01 9.630938E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.362500E+04 2.892255E-01 7.107745E-01 9.620928E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.367500E+04 2.868890E-01 7.131110E-01 9.731044E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.372500E+04 2.851336E-01 7.148664E-01 9.767830E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.377500E+04 2.872373E-01 7.127627E-01 9.339004E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.382500E+04 2.883095E-01 7.116905E-01 9.046050E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.387500E+04 2.901150E-01 7.098850E-01 8.676857E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.392500E+04 2.872854E-01 7.127146E-01 8.828339E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
