#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           s0           s1           s2           s3           s4
    1.025000E+03   1.0000E-099   3.9045E-023   5.5917E-015   4.4868E-007   1.0000E+000
    1.040053E+03   1.0000E-099   3.8544E-023   5.5450E-015   4.4665E-007   1.0000E+000
    1.070158E+03   1.0000E-099   3.8061E-023   5.5051E-015   4.4487E-007   1.0000E+000
    1.130368E+03   1.0000E-099   3.8023E-023   5.5201E-015   4.4517E-007   1.0000E+000
    1.241494E+03   1.0000E-099   3.8816E-023   5.6369E-015   4.4923E-007   1.0000E+000
    1.363544E+03   1.0000E-099   4.0118E-023   5.8111E-015   4.5544E-007   1.0000E+000
    1.497593E+03   1.0000E-099   4.2053E-023   6.0558E-015   4.6422E-007   1.0000E+000
    1.644821E+03   1.0000E-099   4.4976E-023   6.4078E-015   4.7681E-007   1.0000E+000
    1.806522E+03   1.0000E-099   4.9602E-023   6.9384E-015   4.9545E-007   1.0000E+000
    1.984119E+03   1.0000E-099   5.7408E-023   7.7881E-015   5.2424E-007   1.0000E+000
    2.179177E+03   1.0000E-099   7.1605E-023   9.2416E-015   5.7055E-007   1.0000E+000
    2.393410E+03   1.0000E-099   1.0022E-022   1.1947E-014   6.4868E-007   1.0000E+000
    2.628704E+03   1.0000E-099   1.6787E-022   1.7662E-014   7.9030E-007   1.0000E+000
    2.887130E+03   1.0000E-099   3.7513E-022   3.2460E-014   1.0786E-006   1.0000E+000
    3.114965E+03   1.0000E-099   1.0109E-021   6.8983E-014   1.5937E-006   1.0000E+000
    3.299448E+03   1.0000E-099   2.9613E-021   1.5733E-013   2.4565E-006   1.0000E+000
    3.449550E+03   1.0000E-099   9.1517E-021   3.7712E-013   3.9078E-006   1.0000E+000
    3.582805E+03   1.0000E-099   3.2557E-020   1.0186E-012   6.6616E-006   9.9999E-001
    3.691373E+03   1.0000E-099   1.1887E-019   2.8375E-012   1.1605E-005   9.9999E-001
    3.788986E+03   1.0000E-099   5.0413E-019   8.9923E-012   2.1783E-005   9.9998E-001
    3.867592E+03   1.0000E-099   2.1059E-018   2.8395E-011   4.0968E-005   9.9996E-001
    3.939331E+03   1.0000E-099   1.0386E-017   1.0316E-010   8.3517E-005   9.9992E-001
    4.001586E+03   1.0000E-099   5.6713E-017   4.0844E-010   1.7912E-004   9.9982E-001
    4.053810E+03   1.0000E-099   3.2232E-016   1.6703E-009   3.9219E-004   9.9961E-001
    4.102163E+03   1.0000E-099   2.3044E-015   8.1874E-009   9.5235E-004   9.9905E-001
    4.144813E+03   1.0000E-099   1.9450E-014   4.5476E-008   2.4859E-003   9.9751E-001
    4.181616E+03   1.0000E-099   1.8415E-013   2.7393E-007   6.8040E-003   9.9320E-001
    4.215036E+03   1.0000E-099   2.2153E-012   1.9706E-006   2.0568E-002   9.7943E-001
    4.242895E+03   1.0000E-099   2.7600E-011   1.4308E-005   6.1916E-002   9.3807E-001
    4.267784E+03   1.0000E-099   3.7708E-010   1.0843E-004   1.8384E-001   8.1605E-001
    4.289409E+03   1.0000E-099   4.5001E-009   6.9790E-004   4.4840E-001   5.5090E-001
    4.308154E+03   1.0000E-099   3.6758E-008   3.0679E-003   7.4675E-001   2.5018E-001
    4.325097E+03   1.0000E-099   2.7127E-007   1.1243E-002   9.1827E-001   7.0490E-002
    4.340694E+03   1.0000E-099   1.9457E-006   3.7454E-002   9.4753E-001   1.5012E-002
    4.354635E+03   1.0000E-099   1.4929E-005   1.2320E-001   8.7427E-001   2.5180E-003
    4.365589E+03   1.0000E-099   1.0016E-004   3.4416E-001   6.5542E-001   3.2124E-004
    4.374323E+03   1.0000E-099   4.7267E-004   6.6846E-001   3.3104E-001   2.6092E-005
    4.382197E+03   1.0000E-099   1.6935E-003   8.9898E-001   9.9324E-002   1.0096E-006
    4.388923E+03   1.0000E-099   5.0065E-003   9.7178E-001   2.3213E-002   2.9272E-008
    4.395244E+03   1.0000E-099   1.5801E-002   9.7996E-001   4.2434E-003   5.3333E-010
    4.401473E+03   1.0000E-099   5.6218E-002   9.4320E-001   5.8643E-004   5.4070E-012
    4.406903E+03   1.0000E-099   1.7542E-001   8.2450E-001   7.7382E-005   5.5673E-014
    4.412511E+03   1.0000E-099   4.7064E-001   5.2935E-001   5.8501E-006   2.3172E-016
    4.418048E+03   1.0000E-099   8.0719E-001   1.9281E-001   2.0849E-007   3.5180E-019
    4.422557E+03   1.0000E-099   9.4350E-001   5.6505E-002   7.7276E-009   7.9029E-022
    4.425956E+03   1.0000E-099   9.8132E-001   1.8677E-002   4.5949E-010   4.6237E-024
    4.428657E+03   1.0000E-099   9.9339E-001   6.6120E-003   3.3463E-011   5.5802E-026
    4.430743E+03   1.0000E-099   9.9728E-001   2.7151E-003   3.5547E-012   7.9995E-027
    4.433036E+03   1.0000E-099   9.9909E-001   9.1374E-004   2.2938E-013   2.6382E-027
    4.434874E+03   1.0000E-099   9.9965E-001   3.4885E-004   2.0482E-014   1.0507E-027
    4.436768E+03   1.0000E-099   9.9988E-001   1.1945E-004   1.4063E-015   3.6978E-028
    4.439238E+03   1.0000E-099   9.9997E-001   2.5740E-005   3.0707E-017   8.0230E-029
    4.441732E+03   1.0000E-099   1.0000E+000   4.8824E-006   4.8893E-019   1.5002E-029
    4.444930E+03   1.0000E-099   1.0000E+000   5.1023E-007   1.7381E-021   1.5255E-030
    4.448112E+03   1.0000E-099   1.0000E+000   5.1687E-008   1.4289E-023   1.5116E-031
    4.451446E+03   1.0000E-099   1.0000E+000   4.9925E-009   8.8518E-024   1.4295E-032
    4.454633E+03   1.0000E-099   1.0000E+000   6.2936E-010   8.7050E-024   1.7512E-033
    4.458394E+03   1.0000E-099   1.0000E+000   7.4566E-011   8.4910E-024   1.9944E-034
    4.463266E+03   1.0000E-099   1.0000E+000   7.9024E-012   8.2310E-024   2.0165E-035
    4.478077E+03   1.0000E-099   1.0000E+000   9.0451E-013   8.0216E-024   2.2151E-036
    4.828250E+03   1.0000E-099   1.0000E+000   1.3168E-014   9.8935E-024   3.9741E-038
    5.302911E+03   1.0000E-099   1.0000E+000   5.2493E-015   1.2697E-023   2.0374E-038
