#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.200 2.420 2.662 2.928 3.221 3.543 3.897 4.287 4.716 5.187 5.706 6.277 6.905 7.595 8.354 9.190 10.109 11.109 12.109 13.109 14.109 15.109 16.109 17.109 18.109 19.109 20.109 21.109 22.109 23.109 24.109 25.109 26.109 27.109 28.109 29.109 30.109 31.109 32.109 33.109 34.109 35.109 36.109 37.109 38.109 39.109 40.109 41.109 42.109 43.109 44.109 45.109 46.109 47.109 48.109 49.109 50.109 51.109 52.109 53.109 54.109 55.109 56.109 57.109 58.109 59.109 60.109 61.109 62.109 63.109 64.109 65.109 66.109 67.109 68.109 69.109 70.109 71.109 72.109 73.109 74.109 75.109 76.109 77.109 78.109 79.109 80.109 81.109 82.109 83.109 84.109 85.109 86.109 87.109 88.109 89.109 90.109 91.109 92.109 93.109 94.109 95.109 96.109 97.109 98.109 99.109 100.109 101.109 102.109 103.109 104.109 105.109 106.109 107.109 108.109 109.109 110.109 111.109 112.109 113.109 114.109 115.109 116.109 117.109 118.109 119.109 120.109 121.109 122.109 123.109 124.109 125.109 126.109 127.109 128.109 129.109 130.109 131.109 132.109 133.109 134.109 135.109 136.109 137.109 138.109 139.109 140.109 141.109 142.109 143.109 144.109 145.109 146.109 147.109 148.109 149.109 150.109 151.109 152.109 153.109 154.109 155.109 156.109 157.109 158.109 159.109 160.109 161.109 162.109 163.109 164.109 165.109 166.109 167.109 168.109 169.109 170.109 171.109 172.109 173.109 174.109 175.109 176.109 177.109 178.109 179.109 180.109 181.109 182.109 183.109 184.109 185.109 186.109 187.109 188.109 189.109 190.109 191.109 192.109 193.109 194.109 195.109 196.109 197.109 198.109 199.109 200.109 201.109 202.109 203.109 204.109 205.109 206.109 207.109 208.109 209.109 210.109 211.109 212.109 213.109 214.109 215.109 216.109 217.109 218.109 219.109 220.109 221.109 222.109 223.109 224.109 225.109 226.109 227.109 228.109 229.109 230.109 231.109 232.109 233.109 234.109 235.109 236.109 237.109 238.109 239.109 240.109 241.109 242.109 243.109 244.109 245.109 246.109 247.109 248.109 249.109 250.109 
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5
1.725e+09 3.605045e-05 9.999328e-01 3.118071e-05 2.717174e-26 6.453839e-60 3.854486e-218
1.775e+09 4.336661e-05 9.999382e-01 1.839855e-05 4.628060e-27 1.953542e-61 1.309722e-222
1.825e+09 4.797610e-05 9.999392e-01 1.279171e-05 1.293822e-27 1.514567e-62 5.822005e-226
1.875e+09 5.705899e-05 9.999352e-01 7.704391e-06 2.339654e-28 5.127575e-64 2.663006e-230
1.925e+09 5.556689e-05 9.999375e-01 6.885188e-06 1.398256e-28 1.683361e-64 6.159078e-232
1.975e+09 5.761350e-05 9.999370e-01 5.435479e-06 5.737192e-29 2.703481e-65 2.004503e-234
2.025e+09 5.876278e-05 9.999368e-01 4.432022e-06 2.595984e-29 5.228544e-66 1.085115e-236
2.075e+09 5.838210e-05 9.999378e-01 3.806299e-06 1.374699e-29 1.363537e-66 1.333054e-238
2.125e+09 5.909138e-05 9.999378e-01 3.150639e-06 6.509014e-30 2.874147e-67 9.129112e-241
2.175e+09 5.444059e-05 9.999424e-01 3.141742e-06 5.421792e-30 1.773417e-67 1.190083e-241
2.225e+09 5.537688e-05 9.999420e-01 2.574809e-06 2.490419e-30 3.528095e-68 6.949914e-244
2.275e+09 5.388680e-05 9.999438e-01 2.303729e-06 1.492776e-30 1.164269e-68 1.626439e-245
2.325e+09 5.106318e-05 9.999468e-01 2.172467e-06 1.049527e-30 5.203548e-69 8.747809e-247
2.375e+09 5.318303e-05 9.999451e-01 1.698718e-06 4.179019e-31 7.887337e-70 2.419483e-249
2.425e+09 5.293362e-05 9.999456e-01 1.453177e-06 2.185529e-31 2.007730e-70 2.774661e-251
2.475e+09 5.786506e-05 9.999411e-01 1.032053e-06 6.496035e-32 1.744554e-71 1.663955e-254
2.525e+09 6.388830e-05 9.999354e-01 7.185076e-07 1.816962e-32 1.350093e-72 7.252717e-258
2.575e+09 7.293568e-05 9.999266e-01 4.680644e-07 4.152710e-33 7.114098e-74 1.099504e-261
2.625e+09 6.869578e-05 9.999309e-01 4.466866e-07 3.026320e-33 3.403377e-74 7.119290e-263
2.675e+09 8.497671e-05 9.999148e-01 2.480078e-07 4.253878e-34 7.108846e-76 8.480159e-268
2.725e+09 9.094730e-05 9.999089e-01 1.835572e-07 1.431589e-34 7.816546e-77 9.661508e-271
2.775e+09 1.102215e-04 9.998897e-01 1.060188e-07 2.265460e-35 2.043326e-78 2.118467e-275
2.825e+09 1.408176e-04 9.998591e-01 5.502373e-08 2.584402e-36 2.860372e-80 8.275311e-281
2.875e+09 1.696742e-04 9.998303e-01 3.203792e-08 4.175132e-37 7.753853e-82 1.973467e-285
2.925e+09 2.337254e-04 9.997663e-01 1.418768e-08 2.912015e-38 4.223758e-84 5.540355e-292
2.975e+09 3.531765e-04 9.996468e-01 5.157125e-09 1.098770e-39 7.068579e-87 5.731259e-300
3.025e+09 4.405406e-04 9.995595e-01 2.760243e-09 1.351814e-40 1.126553e-88 2.969106e-305
3.075e+09 6.032454e-04 9.993968e-01 1.213123e-09 9.026493e-42 5.558747e-91 5.837159e-312
3.125e+09 7.517172e-04 9.992483e-01 6.476107e-10 1.096490e-42 8.614805e-93 2.744660e-317
3.175e+09 1.046461e-03 9.989535e-01 2.749410e-10 6.579647e-44 3.463922e-95 4.940656e-324
3.225e+09 1.340537e-03 9.986595e-01 1.392291e-10 6.826194e-45 3.983925e-97 0.000000e+00
3.275e+09 1.918804e-03 9.980812e-01 5.645134e-11 3.600451e-46 1.263565e-99 0.000000e+00
3.325e+09 2.328215e-03 9.976718e-01 3.222364e-11 5.446216e-47 3.008511e-101 0.000000e+00
3.375e+09 3.210266e-03 9.967897e-01 1.425122e-11 3.796153e-48 1.640194e-103 0.000000e+00
3.425e+09 4.115892e-03 9.958841e-01 7.321324e-12 4.196055e-49 2.159967e-105 0.000000e+00
3.475e+09 4.827872e-03 9.951721e-01 4.501419e-12 8.025399e-50 8.090564e-107 0.000000e+00
3.525e+09 6.921035e-03 9.930790e-01 1.853303e-12 4.554316e-51 3.007812e-109 0.000000e+00
3.575e+09 9.068734e-03 9.909313e-01 9.131525e-13 4.468182e-52 3.173008e-111 0.000000e+00
3.625e+09 1.443047e-02 9.855695e-01 3.035290e-13 1.335766e-53 3.501461e-114 0.000000e+00
3.675e+09 2.108206e-02 9.789179e-01 1.188994e-13 6.587090e-55 1.001678e-116 0.000000e+00
3.725e+09 2.752472e-02 9.724753e-01 5.815267e-14 6.365668e-56 1.029520e-118 0.000000e+00
3.775e+09 4.858559e-02 9.514144e-01 1.484111e-14 8.722900e-58 2.591937e-122 0.000000e+00
3.825e+09 7.246570e-02 9.275343e-01 5.202812e-15 3.139368e-59 4.091331e-125 0.000000e+00
3.875e+09 1.072858e-01 8.927142e-01 1.762114e-15 1.032355e-60 5.453008e-128 0.000000e+00
3.925e+09 1.183097e-01 8.816903e-01 1.174299e-15 2.562601e-61 3.369233e-129 0.000000e+00
3.975e+09 1.807423e-01 8.192577e-01 3.270973e-16 4.848803e-63 1.581663e-132 0.000000e+00
4.025e+09 2.037182e-01 7.962818e-01 1.964789e-16 8.946559e-64 5.578685e-134 0.000000e+00
#TIME: 13.108941
#NVEL: 81
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5
2.500e+07 4.090388e-33 1.349952e-22 1.108893e-14 6.665286e-07 9.999992e-01 1.160440e-07
7.500e+07 1.611330e-32 4.316124e-22 3.260890e-14 1.283422e-06 9.999987e-01 6.862019e-09
1.250e+08 5.394383e-32 1.225318e-21 9.035538e-14 2.410678e-06 9.999976e-01 4.149354e-10
1.750e+08 4.854624e-31 7.921321e-21 5.313791e-13 7.061676e-06 9.999929e-01 4.944401e-12
2.250e+08 3.201087e-29 2.617404e-19 1.277972e-11 4.617159e-05 9.999538e-01 4.467168e-15
2.750e+08 7.864917e-27 2.675556e-17 8.161604e-10 5.234773e-04 9.994765e-01 6.917953e-19
3.250e+08 7.512617e-24 9.881511e-15 1.526774e-07 1.090099e-02 9.890989e-01 1.231040e-23
3.750e+08 3.933352e-20 2.236217e-11 1.136855e-04 4.098224e-01 5.900640e-01 1.897511e-30
4.250e+08 4.301095e-17 1.298667e-08 1.166534e-02 9.802470e-01 8.087671e-03 1.485448e-40
4.750e+08 2.411670e-15 5.369192e-07 1.406073e-01 8.592001e-01 1.920785e-04 4.536890e-48
5.250e+08 4.548635e-14 7.946248e-06 6.696336e-01 3.303562e-01 2.253194e-06 7.814523e-56
5.750e+08 3.622323e-13 4.173460e-05 9.694343e-01 3.052401e-02 4.808183e-09 1.088354e-64
6.250e+08 2.200762e-12 1.534327e-04 9.976566e-01 2.190004e-03 9.238850e-12 2.779051e-73
6.750e+08 1.326055e-11 5.448272e-04 9.993025e-01 1.526277e-04 1.719209e-14 6.570544e-82
7.250e+08 7.510378e-11 1.853849e-03 9.981352e-01 1.094230e-05 3.386402e-17 1.616987e-90
7.750e+08 3.979210e-10 6.026705e-03 9.939725e-01 8.267736e-07 7.511977e-20 5.298890e-99
8.250e+08 2.126617e-09 1.934592e-02 9.806540e-01 6.414239e-08 1.814828e-22 2.537294e-107
8.750e+08 9.314726e-09 5.369876e-02 9.463012e-01 6.286348e-09 7.833031e-25 7.880714e-115
9.250e+08 2.921649e-08 1.183885e-01 8.816115e-01 8.684966e-10 7.883181e-27 3.464597e-121
9.750e+08 7.267807e-08 2.210274e-01 7.789725e-01 1.402663e-10 1.220148e-28 6.079427e-127
1.025e+09 1.652962e-07 3.785313e-01 6.214686e-01 1.931998e-11 1.479404e-30 5.732624e-133
1.075e+09 3.339502e-07 5.734467e-01 4.265529e-01 2.117287e-12 1.275671e-32 2.406245e-139
1.125e+09 6.060133e-07 7.586550e-01 2.413444e-01 1.696224e-13 6.835218e-35 3.427695e-146
1.175e+09 9.925312e-07 8.831473e-01 1.168517e-01 1.123823e-14 2.914894e-37 3.578058e-153
1.225e+09 1.519086e-06 9.478652e-01 5.213323e-02 7.037169e-16 1.226372e-39 4.621214e-160
1.275e+09 2.190115e-06 9.764645e-01 2.353333e-02 5.039549e-17 6.993402e-42 1.571891e-166
1.325e+09 3.089227e-06 9.893676e-01 1.062931e-02 3.763478e-18 4.405839e-44 7.425680e-173
1.375e+09 4.123177e-06 9.947563e-01 5.239548e-03 3.722209e-19 4.768981e-46 1.569937e-178
1.425e+09 5.084980e-06 9.970099e-01 2.985039e-03 5.729096e-20 1.197227e-47 3.309949e-183
1.475e+09 6.298953e-06 9.983124e-01 1.681299e-03 8.534083e-21 2.826607e-49 5.906109e-188
1.525e+09 7.897660e-06 9.990688e-01 9.232542e-04 1.178419e-21 5.780527e-51 7.113807e-193
1.575e+09 1.021884e-05 9.995136e-01 4.761625e-04 1.346724e-22 8.254930e-53 3.207208e-198
1.625e+09 1.296301e-05 9.997322e-01 2.548465e-04 1.719612e-23 1.453785e-54 2.550673e-203
1.675e+09 1.560375e-05 9.998335e-01 1.508849e-04 2.973924e-24 4.547733e-56 9.686963e-208
1.725e+09 1.750722e-05 9.998801e-01 1.023880e-04 7.755052e-25 3.098671e-57 3.072911e-211
1.775e+09 1.991543e-05 9.999125e-01 6.759272e-05 1.859819e-25 1.800155e-58 6.287168e-215
1.825e+09 2.238330e-05 9.999320e-01 4.565886e-05 4.777031e-26 1.190567e-59 1.827807e-218
1.875e+09 2.374052e-05 9.999417e-01 3.453411e-05 1.725582e-26 1.503580e-60 3.108610e-221
1.925e+09 2.531946e-05 9.999488e-01 2.583111e-05 6.025051e-27 1.779777e-61 4.421667e-224
1.975e+09 2.503618e-05 9.999526e-01 2.241079e-05 3.293631e-27 4.934432e-62 6.450947e-226
2.025e+09 2.575571e-05 9.999563e-01 1.798587e-05 1.422175e-27 8.739695e-63 2.758499e-228
2.075e+09 2.671603e-05 9.999591e-01 1.419914e-05 5.841339e-28 1.407407e-63 9.080816e-231
2.125e+09 2.607794e-05 9.999613e-01 1.263267e-05 3.444261e-28 4.503956e-64 1.958992e-232
2.175e+09 2.649926e-05 9.999631e-01 1.038246e-05 1.597305e-28 9.132136e-65 1.210120e-234
2.225e+09 2.399592e-05 9.999653e-01 1.070806e-05 1.473094e-28 6.835959e-65 2.675584e-235
2.275e+09 2.396935e-05 9.999669e-01 9.102050e-06 7.563774e-29 1.681679e-65 2.805228e-237
2.325e+09 2.331918e-05 9.999685e-01 8.149519e-06 4.545107e-29 5.577450e-66 6.665514e-239
2.375e+09 2.344716e-05 9.999697e-01 6.836998e-06 2.242394e-29 1.271617e-66 5.669232e-241
2.425e+09 2.547095e-05 9.999696e-01 4.923217e-06 6.961794e-30 1.201889e-67 4.311314e-244
2.475e+09 2.469874e-05 9.999709e-01 4.435663e-06 4.261998e-30 4.128693e-68 1.126393e-245
2.525e+09 2.528533e-05 9.999711e-01 3.589761e-06 1.884369e-30 7.638854e-69 5.391107e-248
2.575e+09 2.861372e-05 9.999690e-01 2.382630e-06 4.565224e-31 4.502446e-70 1.118694e-251
2.625e+09 3.231419e-05 9.999661e-01 1.587080e-06 1.117403e-31 2.704806e-71 2.439957e-255
2.675e+09 3.451706e-05 9.999643e-01 1.180140e-06 3.818148e-32 3.063903e-72 3.029376e-258
2.725e+09 3.640923e-05 9.999627e-01 8.995810e-07 1.406403e-32 4.002962e-73 5.559881e-261
2.775e+09 4.407401e-05 9.999554e-01 5.217665e-07 2.259099e-33 1.078410e-74 1.336166e-265
2.825e+09 5.439454e-05 9.999453e-01 2.911464e-07 3.225124e-34 2.320647e-76 1.729598e-270
2.875e+09 7.076654e-05 9.999291e-01 1.462280e-07 3.341658e-35 2.712391e-78 4.175433e-276
2.925e+09 7.968760e-05 9.999202e-01 9.780034e-08 8.261950e-36 1.657996e-79 9.462250e-280
2.975e+09 1.210853e-04 9.998789e-01 3.592164e-08 3.291279e-37 3.131244e-82 1.497312e-287
3.025e+09 1.586046e-04 9.998414e-01 1.767369e-08 3.178040e-38 3.180727e-84 2.380198e-293
3.075e+09 2.046706e-04 9.997953e-01 8.921459e-09 3.303040e-39 3.704123e-86 5.410340e-299
3.125e+09 3.472815e-04 9.996527e-01 2.551093e-09 5.948011e-41 1.504696e-89 1.096565e-308
3.175e+09 4.124762e-04 9.995875e-01 1.508670e-09 9.932511e-42 4.296582e-91 2.846432e-313
3.225e+09 5.668646e-04 9.994331e-01 6.574135e-10 6.450897e-43 2.008399e-93 4.788978e-320
3.275e+09 8.463298e-04 9.991537e-01 2.410238e-10 2.457856e-44 3.380389e-96 0.000000e+00
3.325e+09 1.140484e-03 9.988595e-01 1.098044e-10 1.838574e-45 2.077241e-98 0.000000e+00
3.375e+09 1.612750e-03 9.983872e-01 4.559526e-11 1.041640e-46 7.543698e-101 0.000000e+00
3.425e+09 1.769644e-03 9.982304e-01 3.190292e-11 2.933668e-47 5.876244e-102 0.000000e+00
3.475e+09 2.543260e-03 9.974567e-01 1.295045e-11 1.568977e-48 1.928721e-104 0.000000e+00
3.525e+09 3.350585e-03 9.966494e-01 6.295291e-12 1.463094e-49 1.835058e-106 0.000000e+00
3.575e+09 4.929059e-03 9.950709e-01 2.460082e-12 7.059162e-51 4.997175e-109 0.000000e+00
3.625e+09 5.848790e-03 9.941512e-01 1.479332e-12 1.264096e-51 1.653192e-110 0.000000e+00
3.675e+09 1.125564e-02 9.887444e-01 3.374123e-13 1.203648e-53 2.068823e-114 0.000000e+00
3.725e+09 1.781446e-02 9.821855e-01 1.129238e-13 3.681649e-55 2.386585e-117 0.000000e+00
3.775e+09 3.182324e-02 9.681768e-01 2.895591e-14 5.072256e-57 6.059191e-121 0.000000e+00
3.825e+09 3.845278e-02 9.615472e-01 1.647143e-14 7.747504e-58 1.486357e-122 0.000000e+00
3.875e+09 6.441561e-02 9.355844e-01 4.561614e-15 1.367686e-59 6.060399e-126 0.000000e+00
3.925e+09 9.291425e-02 9.070858e-01 1.671854e-15 5.664478e-61 1.250180e-128 0.000000e+00
3.975e+09 1.122145e-01 8.877855e-01 9.001715e-16 7.443592e-62 2.310022e-130 0.000000e+00
4.025e+09 1.904479e-01 8.095521e-01 1.898105e-16 6.187313e-64 2.279187e-134 0.000000e+00
#TIME: 14.108941
#NVEL: 81
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5
2.500e+07 1.371534e-32 3.859290e-22 3.090252e-14 1.259281e-06 9.999987e-01 6.056993e-09
7.500e+07 4.357225e-32 1.045347e-21 8.152706e-14 2.292480e-06 9.999977e-01 4.275940e-10
1.250e+08 1.994546e-31 3.879905e-21 2.949130e-13 5.056224e-06 9.999949e-01 1.395814e-11
1.750e+08 3.699693e-30 4.549792e-20 2.926342e-12 1.994025e-05 9.999801e-01 6.497705e-14
2.250e+08 2.901164e-28 1.771577e-18 8.154265e-11 1.409775e-04 9.998590e-01 4.771297e-17
2.750e+08 6.250734e-26 1.707609e-16 4.883315e-09 1.532608e-03 9.984674e-01 8.573780e-21
3.250e+08 6.400503e-23 7.461585e-14 1.018401e-06 3.367435e-02 9.663246e-01 1.046605e-25
3.750e+08 2.159225e-19 1.234295e-10 4.822309e-04 7.181922e-01 2.813256e-01 4.218515e-33
4.250e+08 1.723872e-16 5.214165e-08 3.139127e-02 9.667066e-01 1.902041e-03 1.115045e-43
4.750e+08 1.016668e-14 2.246366e-06 3.595238e-01 6.404492e-01 2.475083e-05 4.915933e-52
5.250e+08 1.131083e-13 1.832755e-05 8.861940e-01 1.137875e-01 1.164525e-07 2.097792e-60
5.750e+08 7.599077e-13 7.576592e-05 9.917199e-01 8.204301e-03 2.006641e-10 3.047685e-69
6.250e+08 4.546642e-12 2.699618e-04 9.991451e-01 5.848914e-04 3.914640e-13 8.490131e-78
6.750e+08 2.652700e-11 9.345764e-04 9.990236e-01 4.180825e-05 7.710708e-16 2.270201e-86
7.250e+08 1.423182e-10 3.071341e-03 9.969255e-01 3.131108e-06 1.673162e-18 7.045884e-95
7.750e+08 7.516847e-10 9.885137e-03 9.901146e-01 2.420663e-07 3.947516e-21 2.914921e-103
8.250e+08 3.567872e-09 2.913797e-02 9.708620e-01 2.205311e-08 1.404935e-23 4.810017e-111
8.750e+08 1.291854e-08 7.111222e-02 9.288878e-01 2.717197e-09 1.046895e-25 8.135535e-118
9.250e+08 3.378324e-08 1.388875e-01 8.611125e-01 4.698431e-10 1.791166e-27 1.841599e-123
9.750e+08 7.542205e-08 2.412637e-01 7.587362e-01 8.679243e-11 3.808560e-29 8.623470e-129
1.025e+09 1.505225e-07 3.811995e-01 6.188003e-01 1.508702e-11 7.742393e-31 3.895743e-134
1.075e+09 2.959378e-07 5.694074e-01 4.305923e-01 1.776301e-12 7.757751e-33 2.544701e-140
1.125e+09 5.200498e-07 7.465939e-01 2.534056e-01 1.636110e-13 5.471903e-35 7.890318e-147
1.175e+09 7.977253e-07 8.630404e-01 1.369588e-01 1.535668e-14 4.555268e-37 5.231398e-153
1.225e+09 1.184806e-06 9.338587e-01 6.614013e-02 1.196463e-15 2.871017e-39 1.976405e-159
1.275e+09 1.691969e-06 9.690314e-01 3.096689e-02 9.392267e-17 1.930443e-41 1.025168e-165
1.325e+09 2.288507e-06 9.847167e-01 1.528101e-02 9.084670e-18 1.977778e-43 1.800656e-171
1.375e+09 2.946067e-06 9.918813e-01 8.115769e-03 1.119409e-18 3.239504e-45 1.169233e-176
1.425e+09 3.556511e-06 9.951641e-01 4.832302e-03 1.962890e-19 1.039960e-46 4.803088e-181
1.475e+09 4.094956e-06 9.968557e-01 3.140234e-03 4.493089e-20 5.540728e-48 7.874536e-185
1.525e+09 5.032898e-06 9.981991e-01 1.795883e-03 7.004880e-21 1.425790e-49 1.774969e-189
1.575e+09 6.278398e-06 9.989978e-01 9.959156e-04 9.959688e-22 3.081291e-51 2.482442e-194
1.625e+09 7.677580e-06 9.994191e-01 5.732377e-04 1.584239e-22 8.235930e-53 6.185945e-199
1.675e+09 8.938868e-06 9.996285e-01 3.625932e-04 3.347229e-23 3.769526e-54 6.668727e-203
1.725e+09 1.008843e-05 9.997464e-01 2.435203e-04 8.469028e-24 2.427502e-55 1.821599e-206
1.775e+09 1.092316e-05 9.998118e-01 1.772280e-04 2.728780e-24 2.471759e-56 1.734487e-209
1.825e+09 1.153352e-05 9.998531e-01 1.354156e-04 1.017948e-24 3.322233e-57 3.519903e-212
1.875e+09 1.192471e-05 9.998803e-01 1.077715e-04 4.292941e-25 5.634079e-58 1.346269e-214
1.925e+09 1.250988e-05 9.999041e-01 8.335564e-05 1.660612e-25 8.108955e-59 3.286366e-217
1.975e+09 1.345332e-05 9.999251e-01 6.140556e-05 5.543364e-26 8.821288e-60 3.728199e-220
2.025e+09 1.333497e-05 9.999336e-01 5.304353e-05 2.992035e-26 2.388201e-60 5.105840e-222
2.075e+09 1.390778e-05 9.999446e-01 4.147283e-05 1.194918e-26 3.649630e-61 1.463529e-224
2.125e+09 1.372792e-05 9.999502e-01 3.611302e-05 6.605694e-27 1.033753e-61 2.265538e-226
2.175e+09 1.330623e-05 9.999541e-01 3.258353e-05 4.065253e-27 3.589157e-62 6.116705e-228
2.225e+09 1.340587e-05 9.999593e-01 2.725281e-05 1.989442e-27 8.064685e-63 5.021552e-230
2.275e+09 1.306458e-05 9.999626e-01 2.432713e-05 1.185108e-27 2.631805e-63 1.143593e-231
2.325e+09 1.235397e-05 9.999646e-01 2.303712e-05 8.439729e-28 1.205437e-63 6.582593e-233
2.375e+09 1.453593e-05 9.999713e-01 1.420346e-05 1.641400e-28 4.693497e-65 4.452403e-237
2.425e+09 1.453732e-05 9.999734e-01 1.204664e-05 8.373037e-29 1.140483e-65 4.515611e-239
2.475e+09 1.582496e-05 9.999755e-01 8.646158e-06 2.576043e-29 1.060251e-66 3.293656e-242
2.525e+09 1.709264e-05 9.999766e-01 6.299047e-06 8.288261e-30 1.072731e-67 3.022865e-245
2.575e+09 1.855545e-05 9.999769e-01 4.542271e-06 2.584176e-30 1.022125e-68 2.349951e-248
2.625e+09 1.874182e-05 9.999775e-01 3.775559e-06 1.238968e-30 2.206067e-69 1.716095e-250
2.675e+09 2.052027e-05 9.999768e-01 2.675399e-06 3.660790e-31 1.896693e-70 1.003310e-253
2.725e+09 2.397452e-05 9.999744e-01 1.666550e-06 7.312156e-32 7.742018e-72 7.583065e-258
2.775e+09 2.842546e-05 9.999706e-01 1.007744e-06 1.333747e-32 2.657446e-73 3.552444e-262
2.825e+09 3.180321e-05 9.999675e-01 6.834211e-07 3.444409e-33 1.766720e-74 1.019737e-265
2.875e+09 4.249611e-05 9.999572e-01 3.257892e-07 3.048570e-34 1.531261e-76 1.087426e-271
2.925e+09 4.537334e-05 9.999544e-01 2.423358e-07 1.041852e-34 1.733894e-77 1.343910e-274
2.975e+09 6.427040e-05 9.999356e-01 1.027889e-07 6.458480e-36 7.624309e-80 2.210672e-281
3.025e+09 8.414203e-05 9.999158e-01 5.091113e-08 6.402369e-37 8.180267e-82 4.186248e-287
3.075e+09 1.049421e-04 9.998950e-01 2.772135e-08 8.447865e-38 1.510201e-83 3.493891e-292
3.125e+09 1.439184e-04 9.998561e-01 1.243505e-08 6.150842e-39 8.954636e-86 1.258226e-298
3.175e+09 2.155341e-04 9.997845e-01 4.631787e-09 2.515817e-40 1.756023e-88 2.066286e-306
3.225e+09 3.249530e-04 9.996750e-01 1.682378e-09 9.413351e-42 2.878406e-91 1.969073e-314
3.275e+09 4.934395e-04 9.995066e-01 5.964770e-10 3.238357e-43 3.988342e-94 1.136351e-322
3.325e+09 6.948008e-04 9.993052e-01 2.468712e-10 1.792150e-44 1.371008e-96 0.000000e+00
3.375e+09 9.196424e-04 9.990804e-01 1.165176e-10 1.491770e-45 1.031959e-98 0.000000e+00
3.425e+09 1.270057e-03 9.987299e-01 5.064134e-11 9.688485e-47 4.852623e-101 0.000000e+00
3.475e+09 1.521546e-03 9.984785e-01 2.958978e-11 1.568589e-47 1.312026e-102 0.000000e+00
3.525e+09 2.200595e-03 9.977994e-01 1.184442e-11 8.022699e-49 3.949379e-105 0.000000e+00
3.575e+09 2.670633e-03 9.973294e-01 6.786102e-12 1.232568e-49 9.717723e-107 0.000000e+00
3.625e+09 3.982559e-03 9.960174e-01 2.578423e-12 5.445892e-51 2.234058e-109 0.000000e+00
3.675e+09 6.670555e-03 9.933294e-01 7.786676e-13 1.206633e-52 1.388073e-112 0.000000e+00
3.725e+09 9.514970e-03 9.904850e-01 3.238272e-13 7.086223e-54 5.521236e-115 0.000000e+00
3.775e+09 1.228881e-02 9.877112e-01 1.639705e-13 7.565733e-55 6.847012e-117 0.000000e+00
3.825e+09 2.196716e-02 9.780328e-01 4.268852e-14 1.085039e-56 1.873397e-120 0.000000e+00
3.875e+09 3.541609e-02 9.645839e-01 1.341642e-14 2.767069e-58 1.532469e-123 0.000000e+00
3.925e+09 4.915995e-02 9.508400e-01 5.647921e-15 1.711588e-59 6.753551e-126 0.000000e+00
3.975e+09 5.806180e-02 9.419382e-01 3.327065e-15 2.913618e-60 2.036106e-127 0.000000e+00
4.025e+09 7.619310e-02 9.238069e-01 1.533709e-15 2.385859e-61 1.530501e-129 0.000000e+00
#TIME: 15.108941
#NVEL: 81
#vel_mid[km/s] Si0 Si1 Si2 Si3 Si4 Si5
2.500e+07 4.885246e-32 1.169730e-21 9.366149e-14 2.515264e-06 9.999975e-01 2.570072e-10
7.500e+07 1.542400e-31 3.178804e-21 2.541850e-13 4.668088e-06 9.999953e-01 1.668622e-11
1.250e+08 1.294528e-30 1.945943e-20 1.433873e-12 1.328155e-05 9.999867e-01 2.367731e-13
1.750e+08 3.747487e-29 3.322179e-19 1.969854e-11 6.273014e-05 9.999373e-01 6.489198e-16
2.250e+08 2.760055e-27 1.273627e-17 5.411485e-10 4.380439e-04 9.995620e-01 5.021236e-19
2.750e+08 5.457473e-25 1.220699e-15 3.152623e-08 4.669624e-03 9.953303e-01 9.308326e-23
3.250e+08 6.420426e-22 6.811087e-13 7.666019e-06 1.086305e-01 8.913619e-01 5.845286e-28
3.750e+08 1.082936e-18 6.074454e-10 1.651189e-03 9.125883e-01 8.576054e-02 4.222907e-36
4.250e+08 7.321538e-16 2.196948e-07 8.589716e-02 9.137062e-01 3.964584e-04 5.486678e-47
4.750e+08 3.680621e-14 7.695501e-06 6.940953e-01 3.058954e-01 1.642725e-06 1.226435e-56
5.250e+08 2.821637e-13 3.867803e-05 9.719390e-01 2.802235e-02 3.602288e-09 2.023111e-65
5.750e+08 1.767481e-12 1.445534e-04 9.979242e-01 1.931273e-03 6.323370e-12 3.931916e-74
6.250e+08 1.057287e-11 5.096717e-04 9.993541e-01 1.361951e-04 1.209997e-14 1.010450e-82
6.750e+08 5.923563e-11 1.719592e-03 9.982705e-01 9.923455e-06 2.475023e-17 2.787795e-91
7.250e+08 3.140699e-10 5.590138e-03 9.944091e-01 7.497974e-07 5.487372e-20 9.093559e-100
7.750e+08 1.613052e-09 1.748073e-02 9.825192e-01 6.153666e-08 1.509129e-22 6.468487e-108
8.250e+08 6.564255e-09 4.629057e-02 9.537094e-01 6.749242e-09 8.410771e-25 4.378819e-115
8.750e+08 1.911986e-08 9.756673e-02 9.024333e-01 1.073262e-09 1.153609e-26 4.908674e-121
9.250e+08 4.419390e-08 1.750457e-01 8.249542e-01 2.097594e-10 2.673600e-28 2.871179e-126
9.750e+08 9.091386e-08 2.866750e-01 7.133249e-01 4.098455e-11 6.636129e-30 2.217071e-131
1.025e+09 1.752020e-07 4.382296e-01 5.617702e-01 6.807277e-12 1.268102e-31 8.714704e-137
1.075e+09 2.986364e-07 5.991126e-01 4.008871e-01 1.041490e-12 2.274312e-33 3.353966e-142
