#NTIMES: 4
#NVEL: 521
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] ne_t0[/cm^3] ne_t1[/cm^3] … ne_tn[/cm^3]
9.025000E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.773067E+08
9.074904E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.673848E+08
9.124808E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.576431E+08
9.174712E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.480716E+08
9.224615E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.386840E+08
9.274519E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.294305E+08
9.324423E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.203746E+08
9.374327E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.114591E+08
9.424231E+03 1.000000E-99 1.000000E-99 1.000000E-99 5.027012E+08
9.474135E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.940985E+08
9.524038E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.856474E+08
9.573942E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.773143E+08
9.623846E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.691377E+08
9.673750E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.611235E+08
9.723654E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.532325E+08
9.773558E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.454600E+08
9.823462E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.378517E+08
9.873365E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.303422E+08
9.923269E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.229728E+08
9.973173E+03 1.000000E-99 1.000000E-99 1.000000E-99 4.157378E+08
1.002308E+04 1.000000E-99 1.000000E-99 1.000000E-99 4.086071E+08
1.007298E+04 1.000000E-99 1.000000E-99 1.000000E-99 4.016127E+08
1.012288E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.947614E+08
1.017279E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.879975E+08
1.022269E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.813621E+08
1.027260E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.748366E+08
1.032250E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.684253E+08
1.037240E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.621096E+08
1.042231E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.559291E+08
1.047221E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.498269E+08
1.052212E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.438428E+08
1.057202E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.379470E+08
1.062192E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.321759E+08
1.067183E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.264911E+08
1.072173E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.209127E+08
1.077163E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.154231E+08
1.082154E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.100247E+08
1.087144E+04 1.000000E-99 1.000000E-99 1.000000E-99 3.047222E+08
1.092135E+04 1.000000E-99 1.000000E-99 1.000000E-99 2.995131E+08
1.097125E+04 1.000000E-99 1.000000E-99 1.000000E-99 2.943962E+08
1.102115E+04 1.000000E-99 1.000000E-99 1.000000E-99 2.893688E+08
1.107106E+04 1.000000E-99 1.000000E-99 6.830993E+08 2.844173E+08
1.112096E+04 1.000000E-99 1.000000E-99 6.711010E+08 2.795523E+08
1.117087E+04 1.000000E-99 1.000000E-99 6.593896E+08 2.747792E+08
1.122077E+04 1.000000E-99 1.000000E-99 6.479481E+08 2.700713E+08
1.127067E+04 1.000000E-99 1.000000E-99 6.366738E+08 2.654332E+08
1.132058E+04 1.000000E-99 1.000000E-99 6.256020E+08 2.608927E+08
1.137048E+04 1.000000E-99 1.000000E-99 6.148199E+08 2.564353E+08
1.142038E+04 1.000000E-99 1.000000E-99 6.041256E+08 2.520514E+08
1.147029E+04 1.000000E-99 1.000000E-99 5.936594E+08 2.477465E+08
1.152019E+04 1.000000E-99 1.000000E-99 5.834133E+08 2.434957E+08
1.157010E+04 1.000000E-99 1.000000E-99 5.734263E+08 2.393276E+08
1.162000E+04 1.000000E-99 1.000000E-99 5.635140E+08 2.352272E+08
1.166990E+04 1.000000E-99 1.000000E-99 5.537714E+08 2.312092E+08
1.171981E+04 1.000000E-99 1.000000E-99 5.442955E+08 2.272558E+08
1.176971E+04 1.000000E-99 1.000000E-99 5.348440E+08 2.233756E+08
1.181962E+04 1.000000E-99 1.000000E-99 5.255769E+08 2.195612E+08
1.186952E+04 1.000000E-99 1.000000E-99 5.164760E+08 2.157943E+08
1.191942E+04 1.000000E-99 1.000000E-99 5.075945E+08 2.121008E+08
1.196933E+04 1.000000E-99 1.000000E-99 4.988293E+08 2.084679E+08
1.201923E+04 1.000000E-99 1.000000E-99 4.902919E+08 2.049138E+08
1.206913E+04 1.000000E-99 1.000000E-99 4.818673E+08 2.014128E+08
1.211904E+04 1.000000E-99 1.000000E-99 4.736024E+08 1.979648E+08
1.216894E+04 1.000000E-99 1.000000E-99 4.654328E+08 1.945819E+08
1.221885E+04 1.000000E-99 1.000000E-99 4.574242E+08 1.912542E+08
1.226875E+04 1.000000E-99 1.000000E-99 4.495586E+08 1.879791E+08
1.231865E+04 1.000000E-99 1.000000E-99 4.418428E+08 1.847637E+08
1.236856E+04 1.000000E-99 1.000000E-99 4.341912E+08 1.816064E+08
1.241846E+04 1.000000E-99 1.000000E-99 4.267495E+08 1.785008E+08
1.246837E+04 1.000000E-99 1.000000E-99 4.194156E+08 1.754427E+08
1.251827E+04 1.000000E-99 1.000000E-99 4.122486E+08 1.724453E+08
1.256817E+04 1.000000E-99 1.000000E-99 4.051288E+08 1.694950E+08
1.261808E+04 1.000000E-99 1.000000E-99 3.981619E+08 1.665948E+08
1.266798E+04 1.000000E-99 1.000000E-99 3.913543E+08 1.637448E+08
1.271788E+04 1.000000E-99 1.000000E-99 3.846463E+08 1.609416E+08
1.276779E+04 1.000000E-99 1.000000E-99 3.780244E+08 1.581909E+08
1.281769E+04 1.000000E-99 1.000000E-99 3.715358E+08 1.554850E+08
1.286760E+04 1.000000E-99 1.000000E-99 3.651574E+08 1.528255E+08
1.291750E+04 1.000000E-99 1.000000E-99 3.588758E+08 1.502122E+08
1.296740E+04 1.000000E-99 1.000000E-99 3.527397E+08 1.476463E+08
1.301731E+04 1.000000E-99 1.000000E-99 3.467080E+08 1.451222E+08
1.306721E+04 1.000000E-99 1.000000E-99 3.407424E+08 1.426388E+08
1.311712E+04 1.000000E-99 1.000000E-99 3.348960E+08 1.402014E+08
1.316702E+04 1.000000E-99 1.000000E-99 3.291619E+08 1.378045E+08
1.321692E+04 1.000000E-99 1.000000E-99 3.235336E+08 1.354440E+08
1.326683E+04 1.000000E-99 1.000000E-99 3.179903E+08 1.331266E+08
1.331673E+04 1.000000E-99 1.000000E-99 3.125370E+08 1.308483E+08
1.336663E+04 1.000000E-99 1.000000E-99 3.071552E+08 1.286120E+08
1.341654E+04 1.000000E-99 1.000000E-99 3.018897E+08 1.264136E+08
1.346644E+04 1.000000E-99 1.000000E-99 2.967214E+08 1.242488E+08
1.351635E+04 1.000000E-99 1.000000E-99 2.916294E+08 1.221225E+08
1.356625E+04 1.000000E-99 1.000000E-99 2.866345E+08 1.200324E+08
1.361615E+04 1.000000E-99 1.000000E-99 2.817287E+08 1.179831E+08
1.366606E+04 1.000000E-99 1.000000E-99 2.768782E+08 1.159627E+08
1.371596E+04 1.000000E-99 1.000000E-99 2.721276E+08 1.139785E+08
1.376587E+04 1.000000E-99 1.000000E-99 2.674764E+08 1.120309E+08
1.381577E+04 1.000000E-99 1.000000E-99 2.629076E+08 1.101140E+08
1.386567E+04 1.000000E-99 1.000000E-99 2.583935E+08 1.082312E+08
1.391558E+04 1.000000E-99 1.000000E-99 2.539755E+08 1.063806E+08
1.396548E+04 1.000000E-99 1.000000E-99 2.496090E+08 1.045607E+08
1.401538E+04 1.000000E-99 1.000000E-99 2.453281E+08 1.027712E+08
1.406529E+04 1.000000E-99 8.441351E+08 2.411210E+08 1.010115E+08
1.411519E+04 1.000000E-99 8.290985E+08 2.369665E+08 9.928297E+07
1.416510E+04 1.000000E-99 8.144509E+08 2.329169E+08 9.758516E+07
1.421500E+04 1.000000E-99 8.001160E+08 2.289302E+08 9.591649E+07
1.426490E+04 1.000000E-99 7.860535E+08 2.250216E+08 9.427769E+07
1.431481E+04 1.000000E-99 7.722390E+08 2.211510E+08 9.266564E+07
1.436471E+04 1.000000E-99 7.587892E+08 2.173512E+08 9.108012E+07
1.441462E+04 1.000000E-99 7.455722E+08 2.136208E+08 8.952257E+07
1.446452E+04 1.000000E-99 7.325579E+08 2.099592E+08 8.799224E+07
1.451442E+04 1.000000E-99 7.196188E+08 2.063556E+08 8.648485E+07
1.456433E+04 1.000000E-99 7.071672E+08 2.028216E+08 8.500628E+07
1.461423E+04 1.000000E-99 6.950265E+08 1.993320E+08 8.355167E+07
1.466413E+04 1.000000E-99 6.828626E+08 1.959203E+08 8.212321E+07
1.471404E+04 1.000000E-99 6.710539E+08 1.925509E+08 8.071709E+07
1.476394E+04 1.000000E-99 6.595655E+08 1.892490E+08 7.933630E+07
1.481385E+04 1.000000E-99 6.480550E+08 1.860090E+08 7.797835E+07
1.486375E+04 1.000000E-99 6.367528E+08 1.828197E+08 7.664481E+07
1.491365E+04 1.000000E-99 6.256702E+08 1.796833E+08 7.533513E+07
1.496356E+04 1.000000E-99 6.147977E+08 1.766098E+08 7.404656E+07
1.501346E+04 1.000000E-99 6.040827E+08 1.735922E+08 7.278086E+07
1.506337E+04 1.000000E-99 5.937055E+08 1.706193E+08 7.153787E+07
1.511327E+04 1.000000E-99 5.835427E+08 1.676957E+08 7.031401E+07
1.516317E+04 1.000000E-99 5.734294E+08 1.648131E+08 6.910873E+07
1.521308E+04 1.000000E-99 5.635798E+08 1.619910E+08 6.792753E+07
1.526298E+04 1.000000E-99 5.538330E+08 1.592163E+08 6.676626E+07
1.531288E+04 1.000000E-99 5.441972E+08 1.564932E+08 6.562495E+07
1.536279E+04 1.000000E-99 5.349991E+08 1.538076E+08 6.450085E+07
1.541269E+04 1.000000E-99 5.257463E+08 1.511765E+08 6.339874E+07
1.546260E+04 1.000000E-99 5.166044E+08 1.485806E+08 6.231369E+07
1.551250E+04 1.000000E-99 5.077293E+08 1.460343E+08 6.124836E+07
1.556240E+04 1.000000E-99 4.989769E+08 1.435306E+08 6.020106E+07
1.561231E+04 1.000000E-99 4.904068E+08 1.410751E+08 5.917082E+07
1.566221E+04 1.000000E-99 4.819408E+08 1.386523E+08 5.815902E+07
1.571212E+04 1.000000E-99 4.736462E+08 1.362794E+08 5.716310E+07
1.576202E+04 1.000000E-99 4.655324E+08 1.339422E+08 5.618452E+07
1.581192E+04 1.000000E-99 4.574829E+08 1.316518E+08 5.522517E+07
1.586183E+04 1.000000E-99 4.495713E+08 1.293966E+08 5.428228E+07
1.591173E+04 1.000000E-99 4.418513E+08 1.271796E+08 5.335301E+07
1.596163E+04 1.000000E-99 4.342304E+08 1.250018E+08 5.244127E+07
1.601154E+04 1.000000E-99 4.267240E+08 1.228604E+08 5.154424E+07
1.606144E+04 1.000000E-99 4.193806E+08 1.207606E+08 5.066193E+07
1.611135E+04 1.000000E-99 4.121559E+08 1.186902E+08 4.979550E+07
1.616125E+04 1.000000E-99 4.050337E+08 1.166551E+08 4.894430E+07
1.621115E+04 1.000000E-99 3.980512E+08 1.146552E+08 4.810676E+07
1.626106E+04 1.000000E-99 3.911810E+08 1.126933E+08 4.728454E+07
1.631096E+04 1.000000E-99 3.844597E+08 1.107601E+08 4.647573E+07
1.636087E+04 1.000000E-99 3.778195E+08 1.088643E+08 4.568179E+07
1.641077E+04 1.000000E-99 3.712660E+08 1.070000E+08 4.489966E+07
1.646067E+04 1.000000E-99 3.649207E+08 1.051633E+08 4.413127E+07
1.651058E+04 1.000000E-99 3.586296E+08 1.033620E+08 4.337603E+07
1.656048E+04 1.000000E-99 3.524180E+08 1.015925E+08 4.263441E+07
1.661038E+04 1.000000E-99 3.464284E+08 9.985313E+07 4.190559E+07
1.666029E+04 1.000000E-99 3.405186E+08 9.814506E+07 4.118949E+07
1.671019E+04 1.000000E-99 3.346549E+08 9.646509E+07 4.048541E+07
1.676010E+04 1.000000E-99 3.288574E+08 9.481356E+07 3.979352E+07
1.681000E+04 1.000000E-99 3.231749E+08 9.318711E+07 3.911221E+07
1.685990E+04 1.000000E-99 3.176171E+08 9.158992E+07 3.844242E+07
1.690981E+04 1.000000E-99 3.121645E+08 9.002306E+07 3.778541E+07
1.695971E+04 1.000000E-99 3.068103E+08 8.848107E+07 3.713955E+07
1.700962E+04 1.000000E-99 3.015611E+08 8.696644E+07 3.650564E+07
1.705952E+04 1.000000E-99 2.963805E+08 8.547597E+07 3.588195E+07
1.710942E+04 1.000000E-99 2.912421E+08 8.400978E+07 3.526703E+07
1.715933E+04 1.000000E-99 2.862250E+08 8.257472E+07 3.466492E+07
1.720923E+04 1.000000E-99 2.813051E+08 8.116174E+07 3.407263E+07
1.725913E+04 1.000000E-99 2.764711E+08 7.977331E+07 3.349034E+07
1.730904E+04 1.000000E-99 2.717188E+08 7.840375E+07 3.291689E+07
1.735894E+04 1.000000E-99 2.670484E+08 7.706126E+07 3.235413E+07
1.740885E+04 1.000000E-99 2.624731E+08 7.574207E+07 3.180038E+07
1.745875E+04 1.000000E-99 2.579698E+08 7.444819E+07 3.125672E+07
1.750865E+04 1.000000E-99 2.535418E+08 7.317386E+07 3.072188E+07
1.755856E+04 1.000000E-99 2.491735E+08 7.192195E+07 3.019664E+07
1.760846E+04 1.000000E-99 2.448805E+08 7.068823E+07 2.968003E+07
1.765837E+04 1.000000E-99 2.406679E+08 6.947538E+07 2.917164E+07
1.770827E+04 1.000000E-99 2.365340E+08 6.828644E+07 2.867368E+07
1.775817E+04 1.000000E-99 2.324751E+08 6.711887E+07 2.818416E+07
1.780808E+04 1.000000E-99 2.284726E+08 6.596837E+07 2.770111E+07
1.785798E+04 1.000000E-99 2.245551E+08 6.483990E+07 2.722656E+07
1.790788E+04 1.000000E-99 2.207092E+08 6.373198E+07 2.676176E+07
1.795779E+04 1.000000E-99 2.169124E+08 6.264053E+07 2.630412E+07
1.800769E+04 1.000000E-99 2.132206E+08 6.156960E+07 2.585516E+07
1.805760E+04 1.000000E-99 2.095724E+08 6.051667E+07 2.541330E+07
1.810750E+04 1.000000E-99 2.059527E+08 5.948136E+07 2.497920E+07
1.815740E+04 1.000000E-99 2.024079E+08 5.846141E+07 2.455201E+07
1.820731E+04 1.000000E-99 1.989340E+08 5.746022E+07 2.413268E+07
1.825721E+04 1.000000E-99 1.954990E+08 5.647494E+07 2.372020E+07
1.830712E+04 1.000000E-99 1.921398E+08 5.550783E+07 2.331456E+07
1.835702E+04 1.000000E-99 1.888563E+08 5.455768E+07 2.291592E+07
1.840692E+04 1.000000E-99 1.856042E+08 5.362308E+07 2.252334E+07
1.845683E+04 1.000000E-99 1.824204E+08 5.270643E+07 2.213842E+07
1.850673E+04 1.000000E-99 1.792803E+08 5.180455E+07 2.176065E+07
1.855663E+04 1.000000E-99 1.761936E+08 5.091725E+07 2.138874E+07
1.860654E+04 1.000000E-99 1.731651E+08 5.004537E+07 2.102263E+07
1.865644E+04 1.000000E-99 1.701969E+08 4.918849E+07 2.066332E+07
1.870635E+04 1.000000E-99 1.672843E+08 4.834754E+07 2.031030E+07
1.875625E+04 1.000000E-99 1.644168E+08 4.751993E+07 1.996299E+07
1.880615E+04 1.000000E-99 1.615933E+08 4.670593E+07 1.962225E+07
1.885606E+04 1.000000E-99 1.588137E+08 4.590674E+07 1.928713E+07
1.890596E+04 1.000000E-99 1.560824E+08 4.512216E+07 1.895744E+07
1.895587E+04 1.000000E-99 1.534011E+08 4.435079E+07 1.863352E+07
1.900577E+04 1.000000E-99 1.507656E+08 4.359147E+07 1.831511E+07
1.905567E+04 1.021481E+09 1.481644E+08 4.284606E+07 1.800204E+07
1.910558E+04 1.004161E+09 1.456241E+08 4.211320E+07 1.769434E+07
1.915548E+04 9.866522E+08 1.431271E+08 4.139200E+07 1.739199E+07
1.920538E+04 9.694142E+08 1.406695E+08 4.068394E+07 1.709456E+07
1.925529E+04 9.529855E+08 1.382579E+08 3.998797E+07 1.680249E+07
1.930519E+04 9.371838E+08 1.358881E+08 3.930357E+07 1.651542E+07
1.935510E+04 9.208081E+08 1.335563E+08 3.863091E+07 1.623293E+07
1.940500E+04 9.050258E+08 1.312587E+08 3.797025E+07 1.595535E+07
1.945490E+04 8.901056E+08 1.290031E+08 3.732048E+07 1.568238E+07
1.950481E+04 8.755002E+08 1.267939E+08 3.668226E+07 1.541445E+07
1.955471E+04 8.607594E+08 1.246185E+08 3.605461E+07 1.515114E+07
1.960462E+04 8.459467E+08 1.224816E+08 3.543811E+07 1.489207E+07
1.965452E+04 8.314762E+08 1.203832E+08 3.483144E+07 1.463728E+07
1.970442E+04 8.174654E+08 1.183202E+08 3.423503E+07 1.438708E+07
1.975433E+04 8.036921E+08 1.162949E+08 3.364964E+07 1.414123E+07
1.980423E+04 7.899259E+08 1.142991E+08 3.307441E+07 1.389945E+07
1.985413E+04 7.763030E+08 1.123339E+08 3.250881E+07 1.366177E+07
1.990404E+04 7.632734E+08 1.103992E+08 3.195359E+07 1.342850E+07
1.995394E+04 7.500981E+08 1.084988E+08 3.140725E+07 1.319901E+07
2.000385E+04 7.374615E+08 1.066403E+08 3.086975E+07 1.297341E+07
2.005375E+04 7.253475E+08 1.048105E+08 3.034153E+07 1.275183E+07
2.010365E+04 7.131054E+08 1.030154E+08 2.982227E+07 1.253383E+07
2.015356E+04 7.010187E+08 1.012470E+08 2.931211E+07 1.231963E+07
2.020346E+04 6.890522E+08 9.951007E+07 2.881049E+07 1.210918E+07
2.025337E+04 6.770580E+08 9.781059E+07 2.831781E+07 1.190221E+07
2.030327E+04 6.653956E+08 9.613368E+07 2.783389E+07 1.169856E+07
2.035317E+04 6.542071E+08 9.448465E+07 2.735762E+07 1.149841E+07
2.040308E+04 6.433216E+08 9.286627E+07 2.688965E+07 1.130197E+07
2.045298E+04 6.327809E+08 9.127156E+07 2.642982E+07 1.110888E+07
2.050288E+04 6.220734E+08 8.970343E+07 2.597752E+07 1.091918E+07
2.055279E+04 6.113213E+08 8.816697E+07 2.553342E+07 1.073258E+07
2.060269E+04 6.007289E+08 8.665317E+07 2.509677E+07 1.054927E+07
2.065260E+04 5.904678E+08 8.516523E+07 2.466742E+07 1.036909E+07
2.070250E+04 5.809003E+08 8.370603E+07 2.424550E+07 1.019173E+07
2.075240E+04 5.713726E+08 8.227067E+07 2.383131E+07 1.001762E+07
2.080231E+04 5.618279E+08 8.085841E+07 2.342399E+07 9.846542E+06
2.085221E+04 5.523458E+08 7.946709E+07 2.302339E+07 9.678247E+06
2.090212E+04 5.427637E+08 7.810215E+07 2.262975E+07 9.512936E+06
2.095202E+04 5.331993E+08 7.676266E+07 2.224249E+07 9.350395E+06
2.100192E+04 5.241362E+08 7.544546E+07 2.186205E+07 9.190503E+06
2.105183E+04 5.152277E+08 7.415541E+07 2.148819E+07 9.033404E+06
2.110173E+04 5.063052E+08 7.288607E+07 2.112057E+07 8.879001E+06
2.115163E+04 4.976731E+08 7.163648E+07 2.075945E+07 8.727207E+06
