#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.200 2.420 2.662 2.928 3.221 3.543 3.897 4.287 4.716 5.187 5.706 6.277 6.905 7.595 8.354 9.190 10.109 11.109 12.109 13.109 14.109 15.109 16.109 17.109 18.109 19.109 20.109 21.109 22.109 23.109 24.109 25.109 26.109 27.109 28.109 29.109 30.109 31.109 32.109 33.109 34.109 35.109 36.109 37.109 38.109 39.109 40.109 41.109 42.109 43.109 44.109 45.109 46.109 47.109 48.109 49.109 50.109 51.109 52.109 53.109 54.109 55.109 56.109 57.109 58.109 59.109 60.109 61.109 62.109 63.109 64.109 65.109 66.109 67.109 68.109 69.109 70.109 71.109 72.109 73.109 74.109 75.109 76.109 77.109 78.109 79.109 80.109 81.109 82.109 83.109 84.109 85.109 86.109 87.109 88.109 89.109 90.109 91.109 92.109 93.109 94.109 95.109 96.109 97.109 98.109 99.109 100.109 101.109 102.109 103.109 104.109 105.109 106.109 107.109 108.109 109.109 110.109 111.109 112.109 113.109 114.109 115.109 116.109 117.109 118.109 119.109 120.109 121.109 122.109 123.109 124.109 125.109 126.109 127.109 128.109 129.109 130.109 131.109 132.109 133.109 134.109 135.109 136.109 137.109 138.109 139.109 140.109 141.109 142.109 143.109 144.109 145.109 146.109 147.109 148.109 149.109 150.109 151.109 152.109 153.109 154.109 155.109 156.109 157.109 158.109 159.109 160.109 161.109 162.109 163.109 164.109 165.109 166.109 167.109 168.109 169.109 170.109 171.109 172.109 173.109 174.109 175.109 176.109 177.109 178.109 179.109 180.109 181.109 182.109 183.109 184.109 185.109 186.109 187.109 188.109 189.109 190.109 191.109 192.109 193.109 194.109 195.109 196.109 197.109 198.109 199.109 200.109 201.109 202.109 203.109 204.109 205.109 206.109 207.109 208.109 209.109 210.109 211.109 212.109 213.109 214.109 215.109 216.109 217.109 218.109 219.109 220.109 221.109 222.109 223.109 224.109 225.109 226.109 227.109 228.109 229.109 230.109 231.109 232.109 233.109 234.109 235.109 236.109 237.109 238.109 239.109 240.109 241.109 242.109 243.109 244.109 245.109 246.109 247.109 248.109 249.109 250.109 
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
1.175e+09 9.998954e-01 1.046149e-04 9.737043e-32 4.875692e-210 0.000000e+00 0.000000e+00
1.225e+09 9.998774e-01 1.226457e-04 1.529116e-31 2.532114e-209 0.000000e+00 0.000000e+00
1.275e+09 9.998893e-01 1.107494e-04 8.826587e-32 8.981830e-211 0.000000e+00 0.000000e+00
1.325e+09 9.998953e-01 1.046602e-04 6.065381e-32 7.592888e-212 0.000000e+00 0.000000e+00
1.375e+09 9.998550e-01 1.449719e-04 1.805710e-31 9.547431e-210 0.000000e+00 0.000000e+00
1.425e+09 9.998412e-01 1.588134e-04 2.185565e-31 1.352765e-209 0.000000e+00 0.000000e+00
1.475e+09 9.998951e-01 1.048927e-04 3.803930e-32 1.222755e-213 0.000000e+00 0.000000e+00
1.525e+09 9.999110e-01 8.899865e-05 1.729074e-32 1.318233e-215 0.000000e+00 0.000000e+00
1.575e+09 9.999407e-01 5.933953e-05 3.112441e-33 1.395368e-219 0.000000e+00 0.000000e+00
1.625e+09 9.999549e-01 4.509128e-05 9.264692e-34 1.821515e-222 0.000000e+00 0.000000e+00
1.675e+09 9.999159e-01 8.410689e-05 8.647561e-33 6.845977e-218 0.000000e+00 0.000000e+00
1.725e+09 9.998565e-01 1.434773e-04 5.723961e-32 4.620139e-214 0.000000e+00 0.000000e+00
1.775e+09 9.998143e-01 1.856940e-04 1.313448e-31 1.587356e-212 0.000000e+00 0.000000e+00
1.825e+09 9.998022e-01 1.977618e-04 1.428566e-31 1.326977e-212 0.000000e+00 0.000000e+00
1.875e+09 9.997941e-01 2.058595e-04 1.422214e-31 7.113638e-213 0.000000e+00 0.000000e+00
1.925e+09 9.994766e-01 5.233536e-04 4.344446e-30 9.752205e-206 0.000000e+00 0.000000e+00
1.975e+09 9.991457e-01 8.543068e-04 2.427492e-29 2.819218e-202 0.000000e+00 0.000000e+00
2.025e+09 9.992572e-01 7.427799e-04 1.211081e-29 4.826068e-204 0.000000e+00 0.000000e+00
2.075e+09 9.995474e-01 4.526111e-04 1.548535e-30 9.420051e-209 0.000000e+00 0.000000e+00
2.125e+09 9.986545e-01 1.345517e-03 8.614366e-29 2.546480e-200 0.000000e+00 0.000000e+00
2.175e+09 9.990060e-01 9.940389e-04 2.304434e-29 1.965348e-203 0.000000e+00 0.000000e+00
2.225e+09 9.992280e-01 7.720017e-04 7.455129e-30 3.885060e-206 0.000000e+00 0.000000e+00
2.275e+09 9.991899e-01 8.101095e-04 7.663374e-30 2.452798e-206 0.000000e+00 0.000000e+00
2.325e+09 9.996890e-01 3.109742e-04 1.657205e-31 6.705410e-215 0.000000e+00 0.000000e+00
2.375e+09 9.999577e-01 4.226609e-05 6.685432e-35 4.423174e-232 0.000000e+00 0.000000e+00
2.425e+09 9.999220e-01 7.795758e-05 5.970200e-34 1.327497e-227 0.000000e+00 0.000000e+00
2.475e+09 9.999347e-01 6.525212e-05 2.532905e-34 9.521080e-230 0.000000e+00 0.000000e+00
2.525e+09 9.999257e-01 7.429128e-05 3.595550e-34 3.119865e-229 0.000000e+00 0.000000e+00
2.575e+09 9.999669e-01 3.310497e-05 1.338037e-35 1.138901e-236 0.000000e+00 0.000000e+00
2.625e+09 9.999296e-01 7.038788e-05 2.158275e-34 7.750412e-231 0.000000e+00 0.000000e+00
2.675e+09 9.999358e-01 6.416046e-05 1.284931e-34 3.145246e-232 0.000000e+00 0.000000e+00
2.725e+09 9.999590e-01 4.100398e-05 1.848470e-35 8.621880e-237 0.000000e+00 0.000000e+00
2.775e+09 9.999688e-01 3.121189e-05 5.992610e-36 2.322913e-239 0.000000e+00 0.000000e+00
2.825e+09 9.998153e-01 1.847198e-04 4.571042e-33 2.688162e-225 0.000000e+00 0.000000e+00
2.875e+09 9.998815e-01 1.184903e-04 6.865385e-34 1.019476e-229 0.000000e+00 0.000000e+00
2.925e+09 9.995848e-01 4.152417e-04 7.421376e-32 8.601040e-220 0.000000e+00 0.000000e+00
2.975e+09 9.994769e-01 5.230938e-04 1.539288e-31 1.802889e-218 0.000000e+00 0.000000e+00
3.025e+09 9.990839e-01 9.161054e-04 1.139312e-30 2.207992e-214 0.000000e+00 0.000000e+00
3.075e+09 9.976448e-01 2.355205e-03 3.633115e-29 3.722284e-207 0.000000e+00 0.000000e+00
3.125e+09 9.967762e-01 3.223848e-03 1.036296e-28 3.799652e-205 0.000000e+00 0.000000e+00
3.175e+09 9.970508e-01 2.949248e-03 6.298591e-29 1.757528e-206 0.000000e+00 0.000000e+00
3.225e+09 9.943906e-01 5.609421e-03 6.342361e-28 9.510335e-202 0.000000e+00 0.000000e+00
3.275e+09 9.928927e-01 7.107293e-03 1.351647e-27 2.303639e-200 0.000000e+00 0.000000e+00
3.325e+09 9.918947e-01 8.105348e-03 1.907172e-27 6.940593e-200 0.000000e+00 0.000000e+00
3.375e+09 9.955894e-01 4.410557e-03 1.561399e-28 1.436974e-205 0.000000e+00 0.000000e+00
3.425e+09 9.974057e-01 2.594254e-03 1.731157e-29 1.355781e-210 0.000000e+00 0.000000e+00
3.475e+09 9.951314e-01 4.868636e-03 1.656696e-28 5.717038e-206 0.000000e+00 0.000000e+00
3.525e+09 9.959862e-01 4.013768e-03 6.744151e-29 3.578233e-208 0.000000e+00 0.000000e+00
3.575e+09 9.896437e-01 1.035633e-02 2.208436e-27 6.986476e-201 0.000000e+00 0.000000e+00
3.625e+09 9.972438e-01 2.756171e-03 1.139287e-29 1.424124e-212 0.000000e+00 0.000000e+00
3.675e+09 9.973355e-01 2.664535e-03 8.509593e-30 1.798873e-213 0.000000e+00 0.000000e+00
3.725e+09 9.943858e-01 5.614152e-03 1.286635e-28 7.764513e-208 0.000000e+00 0.000000e+00
3.775e+09 9.889686e-01 1.103143e-02 1.491747e-27 8.849123e-203 0.000000e+00 0.000000e+00
3.825e+09 9.829663e-01 1.703366e-02 6.923191e-27 1.083187e-199 0.000000e+00 0.000000e+00
3.875e+09 9.908150e-01 9.184975e-03 5.316478e-28 1.501876e-205 0.000000e+00 0.000000e+00
3.925e+09 9.974907e-01 2.509346e-03 3.173521e-30 7.480017e-217 0.000000e+00 0.000000e+00
3.975e+09 9.929567e-01 7.043348e-03 1.375974e-28 5.102527e-209 0.000000e+00 0.000000e+00
4.025e+09 9.924538e-01 7.546235e-03 1.532548e-28 4.798901e-209 0.000000e+00 0.000000e+00
#TIME: 130.108935
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+07 4.971061e-04 9.995029e-01 2.944517e-08 3.456257e-84 2.195722e-189 0.000000e+00
7.500e+07 6.067443e-04 9.993932e-01 1.480115e-08 3.164190e-86 9.272877e-194 0.000000e+00
1.250e+08 7.363679e-04 9.992636e-01 7.158239e-09 1.986509e-88 1.690313e-198 0.000000e+00
1.750e+08 9.594687e-04 9.990405e-01 2.689349e-09 2.198551e-91 7.404195e-205 0.000000e+00
2.250e+08 1.334661e-03 9.986653e-01 8.185237e-10 5.978178e-95 1.608399e-212 0.000000e+00
2.750e+08 2.378498e-03 9.976215e-01 1.538973e-10 1.281731e-99 1.828939e-222 0.000000e+00
3.250e+08 9.187980e-03 9.908120e-01 9.753335e-12 4.045392e-106 5.718389e-236 0.000000e+00
3.750e+08 4.934112e-02 9.506589e-01 3.981774e-13 4.151964e-113 2.613528e-250 0.000000e+00
4.250e+08 1.614273e-01 8.385727e-01 2.639788e-14 3.563049e-119 8.005689e-263 0.000000e+00
4.750e+08 4.143568e-01 5.856432e-01 9.821233e-16 1.108569e-126 2.127765e-278 0.000000e+00
5.250e+08 7.161096e-01 2.838904e-01 1.880220e-17 1.407533e-135 7.242758e-297 0.000000e+00
5.750e+08 8.815276e-01 1.184724e-01 3.865962e-19 2.972378e-144 6.940019e-315 0.000000e+00
6.250e+08 9.727861e-01 2.721389e-02 9.980376e-22 2.181736e-157 0.000000e+00 0.000000e+00
6.750e+08 9.949207e-01 5.079294e-03 1.337019e-24 6.202824e-172 0.000000e+00 0.000000e+00
7.250e+08 9.988839e-01 1.116104e-03 3.439457e-27 4.449244e-185 0.000000e+00 0.000000e+00
7.750e+08 9.996022e-01 3.978096e-04 5.647145e-29 3.191938e-194 0.000000e+00 0.000000e+00
8.250e+08 9.998466e-01 1.533907e-04 1.251273e-30 1.010056e-202 0.000000e+00 0.000000e+00
8.750e+08 9.998477e-01 1.523422e-04 1.040539e-30 2.210473e-203 0.000000e+00 0.000000e+00
9.250e+08 9.998902e-01 1.097942e-04 2.531332e-31 1.060443e-206 0.000000e+00 0.000000e+00
9.750e+08 9.999102e-01 8.978103e-05 9.990823e-32 5.663746e-209 0.000000e+00 0.000000e+00
1.025e+09 9.999118e-01 8.822986e-05 7.976923e-32 1.011413e-209 0.000000e+00 0.000000e+00
1.075e+09 9.999020e-01 9.800986e-05 1.018880e-31 1.876633e-209 0.000000e+00 0.000000e+00
1.125e+09 9.999141e-01 8.592868e-05 5.252164e-32 3.788825e-211 0.000000e+00 0.000000e+00
1.175e+09 9.998866e-01 1.133556e-04 1.296647e-31 1.874090e-209 0.000000e+00 0.000000e+00
1.225e+09 9.998843e-01 1.157122e-04 1.197646e-31 6.915430e-210 0.000000e+00 0.000000e+00
1.275e+09 9.998876e-01 1.123858e-04 9.141143e-32 9.865817e-211 0.000000e+00 0.000000e+00
1.325e+09 9.998829e-01 1.171006e-04 9.134141e-32 5.386872e-211 0.000000e+00 0.000000e+00
1.375e+09 9.998694e-01 1.305996e-04 1.184638e-31 1.078508e-210 0.000000e+00 0.000000e+00
1.425e+09 9.999153e-01 8.472255e-05 1.923725e-32 6.888494e-215 0.000000e+00 0.000000e+00
1.475e+09 9.998794e-01 1.206005e-04 6.359234e-32 1.459964e-212 0.000000e+00 0.000000e+00
1.525e+09 9.999156e-01 8.440886e-05 1.381692e-32 3.977684e-216 0.000000e+00 0.000000e+00
1.575e+09 9.999317e-01 6.828776e-05 5.222216e-33 1.697629e-218 0.000000e+00 0.000000e+00
1.625e+09 9.999330e-01 6.695903e-05 4.132384e-33 2.894586e-219 0.000000e+00 0.000000e+00
1.675e+09 9.999336e-01 6.635947e-05 3.406146e-33 6.046515e-220 0.000000e+00 0.000000e+00
1.725e+09 9.999328e-01 6.715255e-05 3.041566e-33 1.882400e-220 0.000000e+00 0.000000e+00
1.775e+09 9.998801e-01 1.199377e-04 2.407848e-32 3.133589e-216 0.000000e+00 0.000000e+00
1.825e+09 9.998300e-01 1.700269e-04 7.826743e-32 6.082329e-214 0.000000e+00 0.000000e+00
1.875e+09 9.996406e-01 3.593794e-04 1.178240e-30 2.458992e-208 0.000000e+00 0.000000e+00
1.925e+09 9.996393e-01 3.607167e-04 1.019957e-30 6.564268e-209 0.000000e+00 0.000000e+00
1.975e+09 9.995827e-01 4.172808e-04 1.523502e-30 2.666440e-208 0.000000e+00 0.000000e+00
2.025e+09 9.990705e-01 9.295211e-04 2.803730e-29 2.922710e-202 0.000000e+00 0.000000e+00
2.075e+09 9.993119e-01 6.881499e-04 7.550003e-30 2.316978e-205 0.000000e+00 0.000000e+00
2.125e+09 9.992493e-01 7.506921e-04 8.996028e-30 3.039969e-205 0.000000e+00 0.000000e+00
2.175e+09 9.991014e-01 8.985612e-04 1.531775e-29 2.371114e-204 0.000000e+00 0.000000e+00
2.225e+09 9.995555e-01 4.444762e-04 8.797377e-31 8.564171e-211 0.000000e+00 0.000000e+00
2.275e+09 9.997784e-01 2.216332e-04 5.212688e-32 3.614264e-217 0.000000e+00 0.000000e+00
2.325e+09 9.997832e-01 2.167677e-04 4.088028e-32 5.911527e-218 0.000000e+00 0.000000e+00
2.375e+09 9.999466e-01 5.344251e-05 1.600903e-34 3.102730e-230 0.000000e+00 0.000000e+00
2.425e+09 9.999315e-01 6.846156e-05 3.502710e-34 8.149555e-229 0.000000e+00 0.000000e+00
2.475e+09 9.999814e-01 1.861343e-05 2.006339e-36 2.899693e-240 0.000000e+00 0.000000e+00
2.525e+09 9.999372e-01 6.283789e-05 1.822879e-34 9.179102e-231 0.000000e+00 0.000000e+00
2.575e+09 9.999472e-01 5.283123e-05 7.970329e-35 8.039385e-233 0.000000e+00 0.000000e+00
2.625e+09 9.999573e-01 4.272004e-05 2.982628e-35 3.167008e-235 0.000000e+00 0.000000e+00
2.675e+09 9.999727e-01 2.730829e-05 4.800180e-36 2.316658e-239 0.000000e+00 0.000000e+00
2.725e+09 9.999485e-01 5.152157e-05 4.377123e-35 6.007788e-235 0.000000e+00 0.000000e+00
2.775e+09 9.999248e-01 7.524276e-05 1.631381e-34 2.514158e-232 0.000000e+00 0.000000e+00
2.825e+09 9.999220e-01 7.799686e-05 1.548742e-34 9.437726e-233 0.000000e+00 0.000000e+00
2.875e+09 9.999609e-01 3.910543e-05 1.016074e-35 8.987950e-239 0.000000e+00 0.000000e+00
2.925e+09 9.996612e-01 3.388035e-04 3.313222e-32 1.400165e-221 0.000000e+00 0.000000e+00
2.975e+09 9.994871e-01 5.128807e-04 1.397495e-31 1.028471e-218 0.000000e+00 0.000000e+00
3.025e+09 9.986281e-01 1.371888e-03 5.231306e-30 3.992605e-211 0.000000e+00 0.000000e+00
3.075e+09 9.988534e-01 1.146583e-03 2.234714e-30 3.112652e-213 0.000000e+00 0.000000e+00
3.125e+09 9.950837e-01 4.916326e-03 5.132232e-28 1.016093e-201 0.000000e+00 0.000000e+00
3.175e+09 9.939276e-01 6.072402e-03 9.861044e-28 1.439554e-200 0.000000e+00 0.000000e+00
3.225e+09 9.960925e-01 3.907486e-03 1.550606e-28 7.911961e-205 0.000000e+00 0.000000e+00
3.275e+09 9.969678e-01 3.032220e-03 4.961216e-29 1.442543e-207 0.000000e+00 0.000000e+00
3.325e+09 9.946911e-01 5.308935e-03 3.667089e-28 1.730605e-203 0.000000e+00 0.000000e+00
3.375e+09 9.954497e-01 4.550309e-03 1.722085e-28 2.154231e-205 0.000000e+00 0.000000e+00
3.425e+09 9.956825e-01 4.317522e-03 1.200844e-28 1.956030e-206 0.000000e+00 0.000000e+00
3.475e+09 9.973807e-01 2.619286e-03 1.495188e-29 3.255661e-211 0.000000e+00 0.000000e+00
3.525e+09 9.973472e-01 2.652808e-03 1.334568e-29 9.972249e-212 0.000000e+00 0.000000e+00
3.575e+09 9.927906e-01 7.209436e-03 5.385160e-28 5.791791e-204 0.000000e+00 0.000000e+00
3.625e+09 9.849257e-01 1.507426e-02 7.895736e-27 2.063122e-198 0.000000e+00 0.000000e+00
3.675e+09 9.909400e-01 9.060027e-03 9.389229e-28 2.705967e-203 0.000000e+00 0.000000e+00
3.725e+09 9.951400e-01 4.860041e-03 7.314949e-29 4.479312e-209 0.000000e+00 0.000000e+00
3.775e+09 9.944087e-01 5.591343e-03 1.077489e-28 1.735788e-208 0.000000e+00 0.000000e+00
3.825e+09 9.956458e-01 4.354247e-03 3.403692e-29 2.693910e-211 0.000000e+00 0.000000e+00
3.875e+09 9.854764e-01 1.452356e-02 3.081165e-27 9.189560e-202 0.000000e+00 0.000000e+00
3.925e+09 9.930776e-01 6.922388e-03 1.481738e-28 1.259075e-208 0.000000e+00 0.000000e+00
3.975e+09 9.799099e-01 2.009005e-02 8.012376e-27 3.460222e-200 0.000000e+00 0.000000e+00
4.025e+09 9.407375e-01 5.926254e-02 4.594836e-25 1.043515e-191 0.000000e+00 0.000000e+00
#TIME: 131.108935
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+07 5.484810e-04 9.994515e-01 2.222005e-08 5.672680e-85 4.683748e-191 0.000000e+00
7.500e+07 6.190627e-04 9.993809e-01 1.367845e-08 1.812896e-86 2.792095e-194 0.000000e+00
1.250e+08 7.804240e-04 9.992196e-01 5.904875e-09 5.429487e-89 1.049312e-199 0.000000e+00
1.750e+08 9.992344e-04 9.990008e-01 2.319475e-09 7.893388e-92 8.184738e-206 0.000000e+00
2.250e+08 1.393500e-03 9.986065e-01 7.011047e-10 2.056204e-95 1.623276e-213 0.000000e+00
2.750e+08 2.543052e-03 9.974569e-01 1.269936e-10 3.738541e-100 1.327214e-223 0.000000e+00
3.250e+08 1.014472e-02 9.898553e-01 7.830452e-12 1.167091e-106 4.247544e-237 0.000000e+00
3.750e+08 5.540657e-02 9.445934e-01 3.052880e-13 9.702782e-114 1.266923e-251 0.000000e+00
4.250e+08 1.854661e-01 8.145339e-01 1.777854e-14 4.333555e-120 1.006989e-264 0.000000e+00
4.750e+08 4.714756e-01 5.285244e-01 5.090234e-16 3.693303e-128 1.838738e-281 0.000000e+00
5.250e+08 7.443771e-01 2.556229e-01 1.146954e-17 1.098175e-136 3.621631e-299 0.000000e+00
5.750e+08 8.950285e-01 1.049715e-01 2.318309e-19 2.151766e-145 2.968086e-317 0.000000e+00
6.250e+08 9.759738e-01 2.402623e-02 6.035277e-22 1.652248e-158 0.000000e+00 0.000000e+00
6.750e+08 9.956701e-01 4.329935e-03 7.100698e-25 2.460148e-173 0.000000e+00 0.000000e+00
7.250e+08 9.990299e-01 9.700922e-04 1.968592e-27 2.555933e-186 0.000000e+00 0.000000e+00
7.750e+08 9.996966e-01 3.034055e-04 1.958668e-29 1.512318e-196 0.000000e+00 0.000000e+00
8.250e+08 9.997940e-01 2.060481e-04 3.796576e-30 2.346281e-200 0.000000e+00 0.000000e+00
8.750e+08 9.998737e-01 1.262667e-04 4.961657e-31 5.101786e-205 0.000000e+00 0.000000e+00
9.250e+08 9.999058e-01 9.419037e-05 1.377229e-31 4.719562e-208 0.000000e+00 0.000000e+00
9.750e+08 9.999197e-01 8.025230e-05 6.362770e-32 5.522216e-210 0.000000e+00 0.000000e+00
1.025e+09 9.998911e-01 1.089371e-04 1.752693e-31 4.713845e-208 0.000000e+00 0.000000e+00
1.075e+09 9.999264e-01 7.362114e-05 3.329864e-32 6.582208e-212 0.000000e+00 0.000000e+00
1.125e+09 9.998979e-01 1.021259e-04 9.970930e-32 8.527411e-210 0.000000e+00 0.000000e+00
1.175e+09 9.998661e-01 1.339419e-04 2.407280e-31 3.773473e-208 0.000000e+00 0.000000e+00
1.225e+09 9.998840e-01 1.159870e-04 1.183401e-31 6.014430e-210 0.000000e+00 0.000000e+00
1.275e+09 9.998705e-01 1.295364e-04 1.542915e-31 1.236151e-209 0.000000e+00 0.000000e+00
1.325e+09 9.998871e-01 1.129110e-04 7.777735e-32 2.232320e-211 0.000000e+00 0.000000e+00
1.375e+09 9.998896e-01 1.103650e-04 6.082903e-32 3.595769e-212 0.000000e+00 0.000000e+00
1.425e+09 9.998472e-01 1.528018e-04 1.807101e-31 4.468746e-210 0.000000e+00 0.000000e+00
1.475e+09 9.999137e-01 8.633984e-05 1.728639e-32 2.045619e-215 0.000000e+00 0.000000e+00
1.525e+09 9.999281e-01 7.192286e-05 7.313529e-33 1.535099e-217 0.000000e+00 0.000000e+00
1.575e+09 9.999339e-01 6.607756e-05 4.506824e-33 7.518281e-219 0.000000e+00 0.000000e+00
1.625e+09 9.999330e-01 6.695796e-05 4.045810e-33 2.404117e-219 0.000000e+00 0.000000e+00
1.675e+09 9.999432e-01 5.676005e-05 1.831253e-33 2.530809e-221 0.000000e+00 0.000000e+00
1.725e+09 9.999095e-01 9.051696e-05 9.387297e-33 4.830142e-218 0.000000e+00 0.000000e+00
1.775e+09 9.998721e-01 1.278968e-04 3.016388e-32 8.890456e-216 0.000000e+00 0.000000e+00
1.825e+09 9.997466e-01 2.533770e-04 3.541711e-31 1.041685e-210 0.000000e+00 0.000000e+00
1.875e+09 9.997501e-01 2.498711e-04 2.865833e-31 1.988057e-211 0.000000e+00 0.000000e+00
1.925e+09 9.996680e-01 3.319729e-04 7.262451e-31 1.115114e-209 0.000000e+00 0.000000e+00
1.975e+09 9.992713e-01 7.286679e-04 1.263816e-29 9.277947e-204 0.000000e+00 0.000000e+00
2.025e+09 9.995378e-01 4.622237e-04 1.884914e-30 3.896611e-208 0.000000e+00 0.000000e+00
2.075e+09 9.991536e-01 8.464117e-04 1.636530e-29 1.012548e-203 0.000000e+00 0.000000e+00
2.125e+09 9.991922e-01 8.077580e-04 1.167817e-29 1.033707e-204 0.000000e+00 0.000000e+00
2.175e+09 9.994988e-01 5.012064e-04 1.599356e-30 2.832441e-209 0.000000e+00 0.000000e+00
2.225e+09 9.995973e-01 4.027110e-04 5.892035e-31 1.067313e-211 0.000000e+00 0.000000e+00
2.275e+09 9.996778e-01 3.221527e-04 2.131827e-31 3.659233e-214 0.000000e+00 0.000000e+00
2.325e+09 9.998603e-01 1.397182e-04 7.356255e-33 1.021752e-221 0.000000e+00 0.000000e+00
2.375e+09 9.998744e-01 1.255924e-04 4.170677e-33 3.307979e-223 0.000000e+00 0.000000e+00
2.425e+09 9.999357e-01 6.428435e-05 2.694225e-34 2.035156e-229 0.000000e+00 0.000000e+00
2.475e+09 9.999572e-01 4.277291e-05 4.829857e-35 2.141494e-233 0.000000e+00 0.000000e+00
2.525e+09 9.999624e-01 3.761583e-05 2.492259e-35 4.172148e-235 0.000000e+00 0.000000e+00
2.575e+09 9.999719e-01 2.807794e-05 6.665984e-36 2.761526e-238 0.000000e+00 0.000000e+00
2.625e+09 9.999636e-01 3.635299e-05 1.556381e-35 1.099134e-236 0.000000e+00 0.000000e+00
2.675e+09 9.999396e-01 6.040174e-05 9.339397e-35 4.601125e-233 0.000000e+00 0.000000e+00
2.725e+09 9.999084e-01 9.157865e-05 3.968954e-34 3.531957e-230 0.000000e+00 0.000000e+00
2.775e+09 9.999852e-01 1.482421e-05 3.688469e-37 2.777950e-245 0.000000e+00 0.000000e+00
2.825e+09 9.999265e-01 7.353061e-05 1.360829e-34 7.153625e-233 0.000000e+00 0.000000e+00
2.875e+09 9.997346e-01 2.654120e-04 1.487803e-32 4.338447e-223 0.000000e+00 0.000000e+00
2.925e+09 9.997799e-01 2.201306e-04 6.160186e-33 2.871218e-225 0.000000e+00 0.000000e+00
2.975e+09 9.980762e-01 1.923828e-03 2.215917e-29 9.248506e-208 0.000000e+00 0.000000e+00
3.025e+09 9.990783e-01 9.217375e-04 1.118125e-30 1.712574e-214 0.000000e+00 0.000000e+00
3.075e+09 9.984177e-01 1.582333e-03 7.546826e-30 1.246209e-210 0.000000e+00 0.000000e+00
3.125e+09 9.972084e-01 2.791587e-03 5.709259e-29 1.652661e-206 0.000000e+00 0.000000e+00
3.175e+09 9.975451e-01 2.454929e-03 2.967515e-29 3.440729e-208 0.000000e+00 0.000000e+00
3.225e+09 9.957100e-01 4.290025e-03 2.171032e-28 3.889479e-204 0.000000e+00 0.000000e+00
3.275e+09 9.965968e-01 3.403241e-03 7.605193e-29 1.140227e-206 0.000000e+00 0.000000e+00
3.325e+09 9.968420e-01 3.158034e-03 4.844505e-29 6.470150e-208 0.000000e+00 0.000000e+00
3.375e+09 9.958854e-01 4.114609e-03 1.148039e-28 2.660067e-206 0.000000e+00 0.000000e+00
3.425e+09 9.958871e-01 4.112864e-03 9.768827e-29 6.486076e-207 0.000000e+00 0.000000e+00
3.475e+09 9.954575e-01 4.542543e-03 1.216642e-28 1.045425e-206 0.000000e+00 0.000000e+00
3.525e+09 9.984336e-01 1.566444e-03 1.743795e-30 3.741918e-216 0.000000e+00 0.000000e+00
3.575e+09 9.938135e-01 6.186470e-03 2.900525e-28 2.366476e-205 0.000000e+00 0.000000e+00
3.625e+09 9.982879e-01 1.712096e-03 1.723449e-30 9.241018e-217 0.000000e+00 0.000000e+00
3.675e+09 9.966265e-01 3.373537e-03 2.026004e-29 1.171411e-211 0.000000e+00 0.000000e+00
3.725e+09 9.935675e-01 6.432491e-03 2.083813e-28 7.342120e-207 0.000000e+00 0.000000e+00
3.775e+09 9.935734e-01 6.426648e-03 1.766440e-28 1.743968e-207 0.000000e+00 0.000000e+00
3.825e+09 9.940940e-01 5.905994e-03 1.098465e-28 9.244700e-209 0.000000e+00 0.000000e+00
3.875e+09 9.898804e-01 1.011962e-02 7.480139e-28 7.295053e-205 0.000000e+00 0.000000e+00
3.925e+09 9.976352e-01 2.364787e-03 2.245389e-30 8.518135e-218 0.000000e+00 0.000000e+00
3.975e+09 9.517228e-01 4.827721e-02 2.350783e-25 6.216912e-193 0.000000e+00 0.000000e+00
4.025e+09 9.976556e-01 2.344356e-03 1.722769e-30 9.441300e-219 0.000000e+00 0.000000e+00
#TIME: 132.108935
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+07 5.593498e-04 9.994406e-01 2.060402e-08 3.336955e-85 1.493754e-191 0.000000e+00
7.500e+07 6.570662e-04 9.993429e-01 1.132582e-08 5.171229e-87 1.908503e-195 0.000000e+00
1.250e+08 8.097094e-04 9.991903e-01 5.174656e-09 2.185501e-89 1.484820e-200 0.000000e+00
1.750e+08 1.025939e-03 9.989741e-01 2.087938e-09 3.747258e-92 1.642230e-206 0.000000e+00
2.250e+08 1.451015e-03 9.985490e-01 6.055261e-10 7.468629e-96 1.840642e-214 0.000000e+00
2.750e+08 2.796827e-03 9.972032e-01 9.796503e-11 7.315488e-101 4.155612e-225 0.000000e+00
3.250e+08 1.249596e-02 9.875040e-01 5.055481e-12 1.063959e-107 2.910213e-239 0.000000e+00
3.750e+08 6.158251e-02 9.384175e-01 2.385839e-13 2.507363e-114 7.559979e-253 0.000000e+00
4.250e+08 2.023877e-01 7.976123e-01 1.362007e-14 1.024368e-120 4.994968e-266 0.000000e+00
4.750e+08 4.935877e-01 5.064123e-01 3.883570e-16 8.724086e-129 9.091200e-283 0.000000e+00
