#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.200 2.420 2.662 2.928 3.221 3.543 3.897 4.287 4.716 5.187 5.706 6.277 6.905 7.595 8.354 9.190 10.109 11.109 12.109 13.109 14.109 15.109 16.109 17.109 18.109 19.109 20.109 21.109 22.109 23.109 24.109 25.109 26.109 27.109 28.109 29.109 30.109 31.109 32.109 33.109 34.109 35.109 36.109 37.109 38.109 39.109 40.109 41.109 42.109 43.109 44.109 45.109 46.109 47.109 48.109 49.109 50.109 51.109 52.109 53.109 54.109 55.109 56.109 57.109 58.109 59.109 60.109 61.109 62.109 63.109 64.109 65.109 66.109 67.109 68.109 69.109 70.109 71.109 72.109 73.109 74.109 75.109 76.109 77.109 78.109 79.109 80.109 81.109 82.109 83.109 84.109 85.109 86.109 87.109 88.109 89.109 90.109 91.109 92.109 93.109 94.109 95.109 96.109 97.109 98.109 99.109 100.109 101.109 102.109 103.109 104.109 105.109 106.109 107.109 108.109 109.109 110.109 111.109 112.109 113.109 114.109 115.109 116.109 117.109 118.109 119.109 120.109 121.109 122.109 123.109 124.109 125.109 126.109 127.109 128.109 129.109 130.109 131.109 132.109 133.109 134.109 135.109 136.109 137.109 138.109 139.109 140.109 141.109 142.109 143.109 144.109 145.109 146.109 147.109 148.109 149.109 150.109 151.109 152.109 153.109 154.109 155.109 156.109 157.109 158.109 159.109 160.109 161.109 162.109 163.109 164.109 165.109 166.109 167.109 168.109 169.109 170.109 171.109 172.109 173.109 174.109 175.109 176.109 177.109 178.109 179.109 180.109 181.109 182.109 183.109 184.109 185.109 186.109 187.109 188.109 189.109 190.109 191.109 192.109 193.109 194.109 195.109 196.109 197.109 198.109 199.109 200.109 201.109 202.109 203.109 204.109 205.109 206.109 207.109 208.109 209.109 210.109 211.109 212.109 213.109 214.109 215.109 216.109 217.109 218.109 219.109 220.109 221.109 222.109 223.109 224.109 225.109 226.109 227.109 228.109 229.109 230.109 231.109 232.109 233.109 234.109 235.109 236.109 237.109 238.109 239.109 240.109 241.109 242.109 243.109 244.109 245.109 246.109 247.109 248.109 249.109 250.109 
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.875e+09 9.273311e-01 7.266892e-02 2.215985e-22 1.766790e-169 0.000000e+00 0.000000e+00
2.925e+09 8.951422e-01 1.048578e-01 8.231628e-22 6.738090e-167 0.000000e+00 0.000000e+00
2.975e+09 9.162925e-01 8.370754e-02 2.841343e-22 1.843128e-169 0.000000e+00 0.000000e+00
3.025e+09 9.042566e-01 9.574336e-02 4.161241e-22 6.792112e-169 0.000000e+00 0.000000e+00
3.075e+09 9.380305e-01 6.196949e-02 6.275118e-23 2.998067e-173 0.000000e+00 0.000000e+00
3.125e+09 9.412463e-01 5.875368e-02 4.342547e-23 2.630756e-174 0.000000e+00 0.000000e+00
3.175e+09 9.613815e-01 3.861854e-02 7.150157e-24 1.807434e-178 0.000000e+00 0.000000e+00
3.225e+09 8.962299e-01 1.037701e-01 3.066130e-22 1.355227e-170 0.000000e+00 0.000000e+00
3.275e+09 9.213301e-01 7.866989e-02 8.611955e-23 1.324663e-173 0.000000e+00 0.000000e+00
3.325e+09 8.734994e-01 1.265006e-01 5.012568e-22 4.766469e-170 0.000000e+00 0.000000e+00
3.375e+09 8.816739e-01 1.183261e-01 3.257546e-22 3.052100e-171 0.000000e+00 0.000000e+00
3.425e+09 9.569145e-01 4.308547e-02 4.982542e-24 1.492251e-180 0.000000e+00 0.000000e+00
3.475e+09 8.796326e-01 1.203674e-01 2.548495e-22 2.713485e-172 0.000000e+00 0.000000e+00
3.525e+09 8.673111e-01 1.326889e-01 3.246744e-22 5.001273e-172 0.000000e+00 0.000000e+00
3.575e+09 8.056802e-01 1.943198e-01 1.374092e-21 3.725238e-169 0.000000e+00 0.000000e+00
3.625e+09 8.845787e-01 1.154213e-01 1.337876e-22 1.811215e-174 0.000000e+00 0.000000e+00
3.675e+09 5.411370e-01 4.588630e-01 5.735934e-20 1.567708e-161 0.000000e+00 0.000000e+00
3.725e+09 4.819975e-02 9.518003e-01 8.071053e-17 1.273778e-145 4.693624e-322 0.000000e+00
3.775e+09 5.825937e-02 9.417406e-01 4.612979e-17 3.954553e-147 0.000000e+00 0.000000e+00
3.825e+09 1.280677e-01 8.719323e-01 6.529008e-18 8.858431e-152 0.000000e+00 0.000000e+00
3.875e+09 4.205506e-02 9.579449e-01 6.700560e-17 8.974975e-147 0.000000e+00 0.000000e+00
3.925e+09 5.766666e-03 9.942333e-01 2.927930e-15 1.870250e-138 1.349640e-307 0.000000e+00
3.975e+09 2.168626e-03 9.978314e-01 1.641948e-14 8.798379e-135 4.252405e-300 0.000000e+00
4.025e+09 1.123718e-03 9.988763e-01 4.953335e-14 1.631791e-132 1.692322e-295 0.000000e+00
#TIME: 70.108941
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+07 1.032827e-09 3.548110e-02 9.645189e-01 1.445335e-35 2.187839e-86 9.564074e-155
7.500e+07 1.751786e-09 5.233558e-02 9.476644e-01 1.628316e-36 1.370955e-88 1.544534e-158
1.250e+08 3.779460e-09 8.990663e-02 9.100934e-01 8.308912e-38 1.411826e-91 1.146513e-163
1.750e+08 1.170680e-08 1.892752e-01 8.107248e-01 1.303159e-39 1.053451e-95 1.011778e-170
2.250e+08 4.974697e-08 4.415198e-01 5.584801e-01 4.014896e-42 2.584891e-101 3.153041e-180
2.750e+08 2.081161e-07 8.003044e-01 1.996954e-01 1.349947e-45 9.026974e-109 1.096512e-192
3.250e+08 7.652790e-07 9.718057e-01 2.819358e-02 1.802843e-50 6.064099e-119 1.630787e-209
3.750e+08 2.697842e-06 9.976336e-01 2.363705e-03 2.114650e-56 2.774873e-131 6.439641e-230
4.250e+08 1.139050e-05 9.998571e-01 1.314656e-04 3.246754e-63 1.962125e-145 2.682699e-253
4.750e+08 8.955694e-05 9.999087e-01 1.749755e-06 1.215379e-73 3.592080e-167 2.762272e-289
5.250e+08 1.603785e-04 9.998392e-01 3.734994e-07 7.998767e-78 4.871972e-176 4.326377e-304
5.750e+08 2.515093e-04 9.997484e-01 9.997598e-08 1.569817e-81 6.102387e-184 2.567092e-317
6.250e+08 3.595825e-04 9.996404e-01 3.339914e-08 1.156827e-84 1.242165e-190 0.000000e+00
6.750e+08 5.047746e-04 9.994952e-01 1.205266e-08 1.486764e-87 8.405344e-197 0.000000e+00
7.250e+08 7.378021e-04 9.992622e-01 4.169862e-09 1.739553e-90 4.895893e-203 0.000000e+00
7.750e+08 1.191821e-03 9.988082e-01 1.238810e-09 1.056399e-93 7.733353e-210 0.000000e+00
8.250e+08 2.149349e-03 9.978507e-01 3.145906e-10 3.440491e-97 3.614321e-217 0.000000e+00
8.750e+08 4.085073e-03 9.959149e-01 7.563788e-11 1.004843e-100 1.434114e-224 0.000000e+00
9.250e+08 8.006293e-03 9.919937e-01 1.746887e-11 2.616036e-104 4.635172e-232 0.000000e+00
9.750e+08 1.454882e-02 9.854512e-01 4.663910e-12 1.516169e-107 7.923826e-239 0.000000e+00
1.025e+09 2.775454e-02 9.722455e-01 1.109643e-12 4.909950e-111 4.090212e-246 0.000000e+00
1.075e+09 5.450883e-02 9.454912e-01 2.367508e-13 9.177904e-115 6.795384e-254 0.000000e+00
1.125e+09 1.050943e-01 8.949057e-01 4.719191e-14 1.236346e-118 5.731100e-262 0.000000e+00
1.175e+09 1.855247e-01 8.144753e-01 9.576497e-15 1.897132e-122 6.302102e-270 0.000000e+00
1.225e+09 3.104111e-01 6.895889e-01 1.633165e-15 1.259489e-126 1.222481e-278 0.000000e+00
1.275e+09 4.608148e-01 5.391852e-01 2.580365e-16 6.056590e-131 1.210819e-287 0.000000e+00
1.325e+09 6.355544e-01 3.644456e-01 2.689713e-17 3.824359e-136 1.795211e-298 0.000000e+00
1.375e+09 8.598454e-01 1.401546e-01 3.379115e-19 6.658867e-146 9.891639e-319 0.000000e+00
1.425e+09 9.578076e-01 4.219242e-02 2.403818e-21 7.448147e-157 0.000000e+00 0.000000e+00
1.475e+09 9.900556e-01 9.944440e-03 7.700058e-24 1.606798e-169 0.000000e+00 0.000000e+00
1.525e+09 9.936808e-01 6.319240e-03 1.153457e-24 6.989041e-174 0.000000e+00 0.000000e+00
1.575e+09 9.954741e-01 4.525948e-03 2.738585e-25 3.000209e-177 0.000000e+00 0.000000e+00
1.625e+09 9.956782e-01 4.321784e-03 1.959686e-25 3.115162e-178 0.000000e+00 0.000000e+00
1.675e+09 9.959460e-01 4.054041e-03 1.309748e-25 2.302057e-179 0.000000e+00 0.000000e+00
1.725e+09 9.960447e-01 3.955303e-03 1.017725e-25 3.600461e-180 0.000000e+00 0.000000e+00
1.775e+09 9.939098e-01 6.090224e-03 4.551888e-25 3.410423e-177 0.000000e+00 0.000000e+00
1.825e+09 9.935450e-01 6.454990e-03 4.860408e-25 2.593931e-177 0.000000e+00 0.000000e+00
1.875e+09 9.923067e-01 7.693259e-03 8.143559e-25 1.856131e-176 0.000000e+00 0.000000e+00
1.925e+09 9.842951e-01 1.570492e-02 1.082954e-23 3.976644e-171 0.000000e+00 0.000000e+00
1.975e+09 9.823366e-01 1.766341e-02 1.455576e-23 9.508609e-171 0.000000e+00 0.000000e+00
2.025e+09 9.741282e-01 2.587181e-02 5.437733e-23 3.679413e-168 0.000000e+00 0.000000e+00
2.075e+09 9.507057e-01 4.929431e-02 5.721879e-22 2.468341e-163 0.000000e+00 0.000000e+00
2.125e+09 9.202952e-01 7.970482e-02 3.263728e-21 7.902381e-160 0.000000e+00 0.000000e+00
2.175e+09 8.687988e-01 1.312012e-01 2.089965e-20 4.544458e-156 0.000000e+00 0.000000e+00
2.225e+09 9.026679e-01 9.733212e-02 5.305456e-21 2.692202e-159 0.000000e+00 0.000000e+00
2.275e+09 8.611637e-01 1.388363e-01 1.926596e-20 9.190703e-157 0.000000e+00 0.000000e+00
2.325e+09 8.768416e-01 1.231584e-01 1.006340e-20 1.984218e-158 0.000000e+00 0.000000e+00
2.375e+09 8.363505e-01 1.636495e-01 2.788218e-20 1.766124e-156 0.000000e+00 0.000000e+00
2.425e+09 8.901013e-01 1.098987e-01 4.620260e-21 1.240209e-160 0.000000e+00 0.000000e+00
2.475e+09 8.866493e-01 1.133507e-01 4.476064e-21 5.828279e-161 0.000000e+00 0.000000e+00
2.525e+09 9.172817e-01 8.271826e-02 1.074945e-21 2.618519e-164 0.000000e+00 0.000000e+00
2.575e+09 9.455931e-01 5.440691e-02 1.746345e-22 1.685292e-168 0.000000e+00 0.000000e+00
2.625e+09 8.726466e-01 1.273534e-01 4.492199e-21 9.902359e-162 0.000000e+00 0.000000e+00
2.675e+09 9.314936e-01 6.850639e-02 3.165754e-22 9.854825e-168 0.000000e+00 0.000000e+00
2.725e+09 9.200054e-01 7.999457e-02 5.009930e-22 5.335506e-167 0.000000e+00 0.000000e+00
2.775e+09 8.729359e-01 1.270641e-01 2.775652e-21 1.496380e-163 0.000000e+00 0.000000e+00
2.825e+09 9.201185e-01 7.988152e-02 3.635531e-22 3.263070e-168 0.000000e+00 0.000000e+00
2.875e+09 8.854646e-01 1.145354e-01 1.325686e-21 1.136275e-165 0.000000e+00 0.000000e+00
2.925e+09 9.423542e-01 5.764583e-02 7.277528e-23 3.257610e-172 0.000000e+00 0.000000e+00
2.975e+09 9.180517e-01 8.194833e-02 2.509422e-22 8.546811e-170 0.000000e+00 0.000000e+00
3.025e+09 9.342777e-01 6.572233e-02 8.913179e-23 2.700728e-172 0.000000e+00 0.000000e+00
3.075e+09 9.517204e-01 4.827961e-02 2.257988e-23 1.586456e-175 0.000000e+00 0.000000e+00
3.125e+09 9.521868e-01 4.781323e-02 1.856415e-23 3.284698e-176 0.000000e+00 0.000000e+00
3.175e+09 9.235780e-01 7.642196e-02 1.011037e-22 8.400782e-173 0.000000e+00 0.000000e+00
3.225e+09 9.707092e-01 2.929076e-02 2.000310e-24 1.500498e-181 0.000000e+00 0.000000e+00
3.275e+09 9.883830e-01 1.161696e-02 4.779589e-26 6.891819e-190 0.000000e+00 0.000000e+00
3.325e+09 9.317264e-01 6.827359e-02 4.023963e-23 1.412345e-175 0.000000e+00 0.000000e+00
3.375e+09 9.504490e-01 4.955098e-02 9.703785e-24 6.480079e-179 0.000000e+00 0.000000e+00
3.425e+09 8.672466e-01 1.327534e-01 4.287308e-22 5.700817e-171 0.000000e+00 0.000000e+00
3.475e+09 9.522511e-01 4.774885e-02 6.119201e-24 1.964142e-180 0.000000e+00 0.000000e+00
3.525e+09 8.551010e-01 1.448990e-01 4.491560e-22 2.179052e-171 0.000000e+00 0.000000e+00
3.575e+09 5.708141e-01 4.291859e-01 5.284039e-20 2.900040e-161 0.000000e+00 0.000000e+00
3.625e+09 4.542680e-01 5.457320e-01 1.749597e-19 6.861474e-159 0.000000e+00 0.000000e+00
3.675e+09 6.197138e-01 3.802862e-01 2.075507e-20 8.049956e-164 0.000000e+00 0.000000e+00
3.725e+09 3.041654e-01 6.958346e-01 6.957342e-19 2.414060e-156 0.000000e+00 0.000000e+00
3.775e+09 1.460175e-01 8.539825e-01 5.281542e-18 4.534940e-152 0.000000e+00 0.000000e+00
3.825e+09 3.323087e-02 9.667691e-01 1.223867e-16 3.154282e-145 1.966381e-321 0.000000e+00
3.875e+09 1.307795e-02 9.869221e-01 6.710795e-16 1.293640e-141 4.666030e-314 0.000000e+00
3.925e+09 1.176086e-02 9.882391e-01 7.060535e-16 9.649274e-142 2.096105e-314 0.000000e+00
3.975e+09 3.090495e-03 9.969095e-01 7.998985e-15 1.781472e-136 1.289528e-303 0.000000e+00
4.025e+09 1.351302e-03 9.986487e-01 3.344035e-14 1.814896e-133 1.727950e-297 0.000000e+00
#TIME: 71.108941
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+07 1.322419e-09 4.222959e-02 9.577704e-01 5.877882e-36 2.719673e-87 2.662557e-156
7.500e+07 2.276230e-09 6.276991e-02 9.372301e-01 6.283611e-37 1.517480e-89 3.535051e-160
1.250e+08 5.027306e-09 1.090465e-01 8.909535e-01 2.904018e-38 1.259371e-92 1.826512e-165
1.750e+08 1.490705e-08 2.214937e-01 7.785063e-01 4.785932e-40 1.080610e-96 2.074975e-172
2.250e+08 6.113919e-08 4.944919e-01 5.055081e-01 1.301042e-42 2.144249e-102 4.685520e-182
2.750e+08 2.449095e-07 8.383898e-01 1.616099e-01 3.214061e-46 4.246754e-110 6.672991e-195
3.250e+08 8.738974e-07 9.786412e-01 2.135793e-02 3.474232e-51 1.900475e-120 5.162263e-212
3.750e+08 3.151782e-06 9.983153e-01 1.681554e-03 3.000389e-57 4.645611e-133 7.274286e-233
4.250e+08 1.347262e-05 9.998948e-01 9.174275e-05 4.274760e-64 2.838805e-147 2.398393e-256
4.750e+08 1.057727e-04 9.998931e-01 1.150044e-06 9.375552e-75 1.594810e-169 3.304233e-293
5.250e+08 1.824045e-04 9.998173e-01 2.594947e-07 7.788002e-79 3.427750e-178 1.086176e-307
5.750e+08 2.785023e-04 9.997214e-01 7.356386e-08 2.113195e-82 8.448355e-186 1.978733e-320
6.250e+08 3.892215e-04 9.996108e-01 2.616621e-08 2.317357e-85 4.002649e-192 0.000000e+00
6.750e+08 5.593973e-04 9.994406e-01 9.023601e-09 2.346423e-88 1.654726e-198 0.000000e+00
7.250e+08 8.881354e-04 9.991119e-01 2.643999e-09 1.119175e-91 1.496615e-205 0.000000e+00
7.750e+08 1.410242e-03 9.985898e-01 8.369577e-10 1.058018e-94 6.126395e-212 0.000000e+00
8.250e+08 2.581480e-03 9.974185e-01 2.099993e-10 3.442068e-98 2.918909e-219 0.000000e+00
8.750e+08 4.420165e-03 9.955798e-01 6.240122e-11 3.180168e-101 1.267777e-225 0.000000e+00
9.250e+08 9.519435e-03 9.904806e-01 1.200580e-11 3.209251e-105 5.803238e-234 0.000000e+00
9.750e+08 1.914666e-02 9.808533e-01 2.614212e-12 6.468508e-109 1.123086e-241 0.000000e+00
1.025e+09 3.406078e-02 9.659392e-01 7.059073e-13 4.072521e-112 2.287787e-248 0.000000e+00
1.075e+09 7.273267e-02 9.272673e-01 1.222910e-13 2.602973e-116 4.146938e-257 0.000000e+00
1.125e+09 1.344514e-01 8.655486e-01 2.504276e-14 4.090004e-120 4.799742e-265 0.000000e+00
1.175e+09 2.171176e-01 7.828824e-01 5.878286e-15 1.348696e-123 2.557560e-272 0.000000e+00
1.225e+09 3.840433e-01 6.159567e-01 6.818257e-16 1.287164e-128 9.008392e-283 0.000000e+00
1.275e+09 5.754518e-01 4.245482e-01 6.542383e-17 5.184107e-134 5.290595e-294 0.000000e+00
1.325e+09 7.552104e-01 2.447896e-01 4.086049e-18 2.633564e-140 4.267329e-307 0.000000e+00
1.375e+09 9.207032e-01 7.929677e-02 3.246358e-20 4.926425e-151 0.000000e+00 0.000000e+00
1.425e+09 9.779538e-01 2.204620e-02 1.861515e-22 1.915446e-162 0.000000e+00 0.000000e+00
1.475e+09 9.931532e-01 6.846804e-03 1.766914e-24 9.164294e-173 0.000000e+00 0.000000e+00
1.525e+09 9.961173e-01 3.882673e-03 1.713541e-25 4.576237e-178 0.000000e+00 0.000000e+00
1.575e+09 9.968971e-01 3.102913e-03 6.197161e-26 1.592586e-180 0.000000e+00 0.000000e+00
1.625e+09 9.967890e-01 3.210996e-03 6.035157e-26 7.660251e-181 0.000000e+00 0.000000e+00
1.675e+09 9.973731e-01 2.626904e-03 2.387545e-26 4.162790e-183 0.000000e+00 0.000000e+00
1.725e+09 9.955605e-01 4.439511e-03 1.524444e-25 2.319691e-179 0.000000e+00 0.000000e+00
1.775e+09 9.956169e-01 4.383126e-03 1.239694e-25 4.549446e-180 0.000000e+00 0.000000e+00
1.825e+09 9.941023e-01 5.897749e-03 3.306214e-25 3.289888e-178 0.000000e+00 0.000000e+00
1.875e+09 9.902119e-01 9.788134e-03 1.976276e-24 1.319086e-174 0.000000e+00 0.000000e+00
1.925e+09 9.855509e-01 1.444910e-02 7.555972e-24 5.724224e-172 0.000000e+00 0.000000e+00
1.975e+09 9.667179e-01 3.328213e-02 1.627453e-22 1.351975e-165 0.000000e+00 0.000000e+00
2.025e+09 9.436277e-01 5.637228e-02 1.091308e-21 9.641984e-162 0.000000e+00 0.000000e+00
2.075e+09 9.285984e-01 7.140161e-02 2.372448e-21 2.532831e-160 0.000000e+00 0.000000e+00
2.125e+09 9.187926e-01 8.120737e-02 3.382677e-21 8.153590e-160 0.000000e+00 0.000000e+00
2.175e+09 9.513652e-01 4.863481e-02 3.811511e-22 8.517157e-165 0.000000e+00 0.000000e+00
2.225e+09 8.952224e-01 1.047776e-01 6.872389e-21 8.441349e-159 0.000000e+00 0.000000e+00
2.275e+09 9.305483e-01 6.945170e-02 1.132989e-21 5.840139e-163 0.000000e+00 0.000000e+00
2.325e+09 9.420621e-01 5.793789e-02 4.728940e-22 4.139114e-165 0.000000e+00 0.000000e+00
2.375e+09 9.582140e-01 4.178604e-02 1.121024e-22 1.755406e-168 0.000000e+00 0.000000e+00
2.425e+09 9.347173e-01 6.528274e-02 5.529614e-22 2.726021e-165 0.000000e+00 0.000000e+00
2.475e+09 9.204909e-01 7.950911e-02 1.033614e-21 3.381114e-164 0.000000e+00 0.000000e+00
2.525e+09 9.100860e-01 8.991396e-02 1.444061e-21 9.841462e-164 0.000000e+00 0.000000e+00
2.575e+09 8.873344e-01 1.126656e-01 3.067067e-21 2.314963e-162 0.000000e+00 0.000000e+00
2.625e+09 9.328445e-01 6.715552e-02 3.294394e-22 1.886952e-167 0.000000e+00 0.000000e+00
2.675e+09 9.150342e-01 8.496581e-02 7.178170e-22 5.027543e-166 0.000000e+00 0.000000e+00
2.725e+09 9.194649e-01 8.053507e-02 4.950810e-22 4.341001e-167 0.000000e+00 0.000000e+00
2.775e+09 9.325282e-01 6.747182e-02 2.092270e-22 3.264650e-169 0.000000e+00 0.000000e+00
2.825e+09 9.164368e-01 8.356323e-02 4.186982e-22 5.694040e-168 0.000000e+00 0.000000e+00
2.875e+09 9.454842e-01 5.451579e-02 6.578207e-23 3.093491e-172 0.000000e+00 0.000000e+00
2.925e+09 8.914633e-01 1.085367e-01 8.755385e-22 6.816588e-167 0.000000e+00 0.000000e+00
2.975e+09 9.600123e-01 3.998768e-02 1.424017e-23 4.567655e-176 0.000000e+00 0.000000e+00
3.025e+09 9.269903e-01 7.300973e-02 1.301343e-22 1.536818e-171 0.000000e+00 0.000000e+00
3.075e+09 9.200290e-01 7.997096e-02 1.597653e-22 2.348437e-171 0.000000e+00 0.000000e+00
3.125e+09 9.499152e-01 5.008476e-02 2.142602e-23 5.790029e-176 0.000000e+00 0.000000e+00
3.175e+09 9.465790e-01 5.342096e-02 2.357895e-23 5.124377e-176 0.000000e+00 0.000000e+00
3.225e+09 9.619595e-01 3.804051e-02 5.324395e-24 1.697838e-179 0.000000e+00 0.000000e+00
3.275e+09 9.124525e-01 8.754755e-02 1.221431e-22 5.624018e-173 0.000000e+00 0.000000e+00
3.325e+09 9.399130e-01 6.008697e-02 2.334792e-23 8.084729e-177 0.000000e+00 0.000000e+00
3.375e+09 9.866341e-01 1.336594e-02 5.757887e-26 4.532765e-190 0.000000e+00 0.000000e+00
3.425e+09 9.516554e-01 4.834463e-02 7.236343e-24 7.117829e-180 0.000000e+00 0.000000e+00
3.475e+09 9.081454e-01 9.185462e-02 7.881640e-23 5.779270e-175 0.000000e+00 0.000000e+00
3.525e+09 8.909414e-01 1.090586e-01 1.346775e-22 4.601956e-174 0.000000e+00 0.000000e+00
3.575e+09 8.656478e-01 1.343522e-01 2.699806e-22 8.150480e-173 0.000000e+00 0.000000e+00
3.625e+09 8.590785e-01 1.409215e-01 2.808565e-22 5.463387e-173 0.000000e+00 0.000000e+00
3.675e+09 5.381419e-01 4.618581e-01 5.497133e-20 9.453855e-162 0.000000e+00 0.000000e+00
3.725e+09 7.879212e-01 2.120788e-01 1.154836e-21 1.947901e-170 0.000000e+00 0.000000e+00
3.775e+09 5.106868e-02 9.489313e-01 5.649703e-17 8.593515e-147 0.000000e+00 0.000000e+00
3.825e+09 4.765721e-02 9.523428e-01 5.586156e-17 4.620760e-147 0.000000e+00 0.000000e+00
3.875e+09 1.503931e-02 9.849607e-01 4.907874e-16 2.201419e-142 1.148340e-315 0.000000e+00
3.925e+09 2.550206e-03 9.974498e-01 1.302046e-14 3.463950e-135 6.844447e-301 0.000000e+00
3.975e+09 2.064325e-03 9.979357e-01 1.669883e-14 7.292989e-135 2.621055e-300 0.000000e+00
4.025e+09 5.640061e-04 9.994360e-01 1.723409e-13 8.594225e-130 6.447029e-290 0.000000e+00
#TIME: 72.108941
#NVEL: 81
#vel_mid[km/s] Ca0 Ca1 Ca2 Ca3 Ca4 Ca5
2.500e+07 1.844117e-09 5.306353e-02 9.469365e-01 1.866946e-36 1.920036e-88 2.824011e-158
7.500e+07 3.028249e-09 7.633551e-02 9.236645e-01 2.251859e-37 1.422194e-90 6.102137e-162
1.250e+08 6.533284e-09 1.300915e-01 8.699085e-01 1.074904e-38 1.287452e-93 3.682126e-167
1.750e+08 1.926813e-08 2.606674e-01 7.393325e-01 1.623912e-40 9.366805e-98 3.215558e-174
2.250e+08 7.462277e-08 5.486089e-01 4.513910e-01 4.095139e-43 1.693033e-103 6.461646e-184
2.750e+08 2.830316e-07 8.687850e-01 1.312147e-01 8.157556e-47 2.306795e-111 5.182953e-197
3.250e+08 9.836473e-07 9.834618e-01 1.653719e-02 7.587210e-52 7.732033e-122 2.516102e-214
3.750e+08 3.640523e-06 9.987710e-01 1.225404e-03 4.888123e-58 1.038815e-134 1.328060e-235
4.250e+08 1.643871e-05 9.999233e-01 6.025896e-05 4.080089e-65 2.110714e-149 7.151252e-260
4.750e+08 1.137580e-04 9.998853e-01 9.319889e-07 2.417471e-75 8.887670e-171 2.636111e-295
5.250e+08 1.965733e-04 9.998032e-01 2.057544e-07 1.681330e-79 1.294698e-179 4.481094e-310
5.750e+08 2.868793e-04 9.997131e-01 6.523505e-08 8.983390e-83 1.334768e-186 8.843775e-322
6.250e+08 4.270157e-04 9.995730e-01 1.987911e-08 3.882751e-86 8.864231e-194 0.000000e+00
6.750e+08 6.144501e-04 9.993855e-01 6.933912e-09 4.383091e-89 4.666125e-200 0.000000e+00
7.250e+08 9.870578e-04 9.990129e-01 2.016395e-09 2.120384e-92 4.427250e-207 0.000000e+00
7.750e+08 1.710882e-03 9.982891e-01 5.410823e-10 8.533404e-96 3.118856e-214 0.000000e+00
8.250e+08 3.212429e-03 9.967876e-01 1.312392e-10 2.462050e-99 1.182809e-221 0.000000e+00
8.750e+08 6.227053e-03 9.937729e-01 3.083153e-11 6.815946e-103 4.300134e-229 0.000000e+00
9.250e+08 1.186020e-02 9.881398e-01 7.531249e-12 2.454046e-106 2.741717e-236 0.000000e+00
9.750e+08 2.265733e-02 9.773427e-01 1.802730e-12 8.157066e-110 1.492240e-243 0.000000e+00
1.025e+09 4.592105e-02 9.540790e-01 3.675174e-13 1.197157e-113 1.505003e-251 0.000000e+00
1.075e+09 9.356081e-02 9.064392e-01 6.691979e-14 1.002471e-117 4.760239e-260 0.000000e+00
1.125e+09 1.680932e-01 8.319068e-01 1.356175e-14 1.516117e-121 5.084613e-268 0.000000e+00
1.175e+09 2.969022e-01 7.030978e-01 2.072621e-15 5.693344e-126 3.043176e-277 0.000000e+00
1.225e+09 4.642782e-01 5.357218e-01 2.688501e-16 1.003784e-130 3.793767e-287 0.000000e+00
1.275e+09 6.621707e-01 3.378293e-01 2.018171e-17 1.223240e-136 1.876469e-299 0.000000e+00
1.325e+09 8.515526e-01 1.484474e-01 4.643861e-19 4.403872e-145 5.420458e-317 0.000000e+00
1.375e+09 9.629364e-01 3.706357e-02 1.571728e-21 1.222090e-157 0.000000e+00 0.000000e+00
1.425e+09 9.893665e-01 1.063349e-02 1.079659e-23 1.172728e-168 0.000000e+00 0.000000e+00
1.475e+09 9.951802e-01 4.819828e-03 4.423545e-25 8.071643e-176 0.000000e+00 0.000000e+00
1.525e+09 9.963878e-01 3.612226e-03 1.250490e-25 8.252268e-179 0.000000e+00 0.000000e+00
1.575e+09 9.971830e-01 2.816952e-03 4.117552e-26 1.800326e-181 0.000000e+00 0.000000e+00
1.625e+09 9.970677e-01 2.932281e-03 4.101226e-26 9.685361e-182 0.000000e+00 0.000000e+00
1.675e+09 9.967745e-01 3.225546e-03 5.047447e-26 1.493110e-181 0.000000e+00 0.000000e+00
1.725e+09 9.970455e-01 2.954496e-03 3.079073e-26 7.001660e-183 0.000000e+00 0.000000e+00
1.775e+09 9.950024e-01 4.997635e-03 1.973591e-25 3.977509e-179 0.000000e+00 0.000000e+00
1.825e+09 9.938072e-01 6.192773e-03 3.837779e-25 5.972567e-178 0.000000e+00 0.000000e+00
1.875e+09 9.923585e-01 7.641520e-03 7.346846e-25 8.295134e-177 0.000000e+00 0.000000e+00
1.925e+09 9.848364e-01 1.516358e-02 8.759139e-24 1.032349e-171 0.000000e+00 0.000000e+00
1.975e+09 9.824523e-01 1.754769e-02 1.313986e-23 4.263618e-171 0.000000e+00 0.000000e+00
2.025e+09 9.716872e-01 2.831279e-02 7.141675e-23 1.065891e-167 0.000000e+00 0.000000e+00
2.075e+09 9.558849e-01 4.411509e-02 3.430579e-22 1.443926e-164 0.000000e+00 0.000000e+00
2.125e+09 9.386772e-01 6.132281e-02 1.068591e-21 2.270455e-162 0.000000e+00 0.000000e+00
2.175e+09 8.436732e-01 1.563268e-01 3.997504e-20 8.632955e-155 0.000000e+00 0.000000e+00
