#NTIMES: 128
#NBANDS:   8
#OPTSET: Bessell
#NIRSET: 2MASS
#time[d] U B V R I J H K
2.03703e+00  -7.936  -8.518  -9.475  -9.668  -6.724 -10.421  -5.580  99.999
2.11246e+00 -10.258  -9.459 -10.645 -10.923 -11.407 -12.209 -12.841 -11.153
2.19068e+00 -10.081  -9.803 -10.511 -10.950 -11.573 -12.356 -11.892 -13.421
2.27179e+00  -9.749  -9.426 -10.242 -10.956 -11.199 -12.028 -12.310 -12.596
2.35591e+00  -9.915  -9.283  -9.975 -10.186 -10.732 -11.622 -11.200 -12.116
2.44315e+00  -9.926  -9.281  -9.825 -10.391 -11.133 -11.668 -12.649 -12.131
2.53361e+00 -10.638  -9.640  -9.974  -9.991 -11.165 -11.792 -12.251 -12.110
2.62743e+00 -10.446  -9.671  -9.740 -10.598 -11.292 -11.635 -11.527 -12.251
2.72472e+00 -10.805  -9.676 -10.326 -10.744 -10.896 -12.086 -12.499 -13.220
2.82561e+00 -11.249 -10.245 -10.038 -10.888 -11.310 -12.485 -12.579 -13.294
2.93024e+00 -11.313 -10.247 -10.691 -11.233 -11.912 -12.417 -12.787 -12.708
3.03874e+00 -11.729 -10.636 -10.732 -11.426 -11.903 -12.605 -13.227 -13.315
3.15125e+00 -12.172 -10.955 -11.530 -11.895 -12.331 -12.895 -13.414 -13.563
3.26794e+00 -12.169 -11.324 -11.648 -12.066 -12.376 -13.145 -13.116 -13.694
3.38895e+00 -12.647 -11.657 -12.038 -12.290 -12.716 -13.241 -13.382 -13.662
3.51443e+00 -12.842 -11.865 -12.183 -12.482 -12.827 -13.409 -13.722 -13.999
3.64457e+00 -13.031 -11.957 -12.419 -12.751 -13.016 -13.517 -13.874 -14.138
3.77952e+00 -13.346 -12.280 -12.688 -12.980 -13.232 -13.535 -13.957 -14.166
3.91947e+00 -13.594 -12.560 -12.921 -13.264 -13.568 -13.851 -14.198 -14.478
4.06459e+00 -13.815 -12.892 -13.191 -13.462 -13.685 -14.090 -14.268 -14.596
4.21510e+00 -14.102 -13.187 -13.477 -13.686 -13.986 -14.209 -14.610 -14.607
4.37118e+00 -14.295 -13.395 -13.597 -13.891 -14.137 -14.417 -14.531 -14.991
4.53303e+00 -14.540 -13.633 -13.856 -14.086 -14.311 -14.665 -14.822 -14.954
4.70088e+00 -14.676 -13.829 -14.024 -14.285 -14.535 -14.751 -14.903 -15.116
4.87495e+00 -14.854 -14.034 -14.217 -14.431 -14.661 -14.911 -15.129 -15.283
5.05546e+00 -15.069 -14.214 -14.392 -14.622 -14.820 -15.055 -15.180 -15.399
5.24265e+00 -15.224 -14.361 -14.545 -14.760 -14.960 -15.189 -15.295 -15.481
5.43678e+00 -15.376 -14.535 -14.718 -14.924 -15.161 -15.308 -15.455 -15.679
5.63809e+00 -15.561 -14.697 -14.862 -15.045 -15.263 -15.453 -15.581 -15.725
5.84686e+00 -15.737 -14.839 -15.007 -15.205 -15.389 -15.559 -15.593 -15.925
6.06336e+00 -15.883 -15.019 -15.165 -15.325 -15.549 -15.650 -15.715 -15.970
