#Magnitudes for spectra_toy01_stella calculated by wsynphot
#with vega calibration file: https://archive.stsci.edu/hlsps/reference-atlases/cdbs/calspec/alpha_lyr_stis_003.fits 
#and with scipy 1D interpolation kind='cubic'.
#U,B,V,R,I are Generic Bessell filters and J, H, K are 2MASS filters, taken from http://svo2.cab.inta-csic.es/theory/fps/index.php 
#The spectra file used was last modified at: 2022-03-19 15:02:01 UTC
#and had md5 hash: 6d8f37630e199710c55147e85f7e3a4f
#
#NTIMES: 642
#NBANDS: 8
#time[d] U B V R I J H K
6.785130e-04 -8.664794 -8.594961 -9.249854 -9.755676 -10.407237 -10.484996 -11.026190 -11.252303
2.166870e-03 -8.611595 -8.545758 -9.207602 -9.718020 -10.375984 -10.464182 -11.009386 -11.239455
3.968230e-03 -8.537215 -8.478377 -9.146365 -9.662876 -10.327231 -10.428371 -10.982580 -11.214452
6.171710e-03 -8.436344 -8.386100 -9.064770 -9.588752 -10.260990 -10.381752 -10.945776 -11.184102
8.961530e-03 -8.300478 -8.261460 -8.954922 -9.488339 -10.174763 -10.318447 -10.897173 -11.144104
1.205860e-02 -8.147947 -8.121132 -8.829398 -9.375738 -10.077306 -10.248530 -10.843575 -11.103405
1.301550e-02 -8.096270 -8.074443 -8.787557 -9.338142 -10.046074 -10.226031 -10.826776 -11.090562
1.492920e-02 -7.995726 -7.981647 -8.707699 -9.265894 -9.983609 -10.183624 -10.794980 -11.065562
1.506680e-02 -8.026390 -7.998355 -8.716287 -9.262331 -9.964807 -10.169260 -10.776392 -11.060216
1.773160e-02 -7.915004 -7.901380 -8.637693 -9.196094 -9.913610 -10.150147 -10.769596 -11.066680
1.970270e-02 -7.806671 -7.803559 -8.551204 -9.120813 -9.852422 -10.106844 -10.738516 -11.043831
2.230600e-02 -7.658169 -7.667291 -8.431999 -9.012228 -9.760030 -10.041933 -10.689938 -11.001332
2.516250e-02 -7.502178 -7.524753 -8.308293 -8.902596 -9.667658 -9.975336 -10.638864 -10.958832
2.874000e-02 -7.328351 -7.367351 -8.170437 -8.781102 -9.566601 -9.905447 -10.586015 -10.915990
2.985420e-02 -7.271702 -7.315807 -8.125964 -8.742085 -9.534188 -9.882950 -10.571014 -10.903144
3.208280e-02 -7.170741 -7.225669 -8.049310 -8.675599 -9.480580 -9.846363 -10.544233 -10.882806
3.319710e-02 -7.119101 -7.181046 -8.012310 -8.643129 -9.454380 -9.830569 -10.532453 -10.872807
3.542570e-02 -7.030825 -7.102258 -7.945851 -8.586173 -9.408289 -9.802280 -10.513174 -10.857808
3.649160e-02 -6.989020 -7.066893 -7.916358 -8.561158 -9.388288 -9.791490 -10.505672 -10.852808
3.702450e-02 -6.968852 -7.048854 -7.901831 -8.548792 -9.378402 -9.783991 -10.501396 -10.850301
3.809040e-02 -6.929721 -7.014864 -7.874221 -8.525229 -9.360902 -9.774914 -10.494620 -10.845306
3.868000e-02 -6.908258 -6.996827 -7.859732 -8.514241 -9.352210 -9.768204 -10.491395 -10.844965
3.985930e-02 -6.868962 -6.962847 -7.832744 -8.491285 -9.333520 -9.759916 -10.484619 -10.839959
4.034760e-02 -6.853794 -6.949760 -7.820902 -8.481815 -9.326020 -9.756630 -10.482845 -10.839959
4.132420e-02 -6.822337 -6.923291 -7.800793 -8.464850 -9.313645 -9.749132 -10.479617 -10.837463
4.181260e-02 -6.807171 -6.910261 -7.791276 -8.457815 -9.307332 -9.746630 -10.477844 -10.837123
4.278920e-02 -6.779338 -6.885518 -7.771794 -8.441904 -9.294960 -9.740848 -10.475345 -10.834620
4.316620e-02 -6.768046 -6.877436 -7.764294 -8.435405 -9.291145 -9.738346 -10.472844 -10.834620
4.392010e-02 -6.748761 -6.860776 -7.751652 -8.424428 -9.282459 -9.735846 -10.471071 -10.834620
4.542810e-02 -6.709643 -6.828016 -7.726998 -8.404061 -9.267592 -9.728348 -10.468571 -10.832122
4.690580e-02 -6.674314 -6.798444 -7.703362 -8.386128 -9.253911 -9.722564 -10.466070 -10.831782
