#NTIMES:     60
#NSTAGES:     6
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    3.248903E+03    3.5938E-35    7.3727E-25    1.1596E-16    1.9711E-09    6.7338E-04    9.9933E-01
    3.422983E+03    3.1077E-34    5.1420E-24    6.6665E-16    7.8907E-09    1.4964E-03    9.9850E-01
    3.565050E+03    2.3860E-33    3.2300E-23    3.4961E-15    2.9370E-08    3.1845E-03    9.9682E-01
    3.694050E+03    1.9850E-32    2.1878E-22    1.9679E-14    1.1561E-07    6.9868E-03    9.9301E-01
    3.798890E+03    1.4113E-31    1.2895E-21    9.7914E-14    4.1245E-07    1.4456E-02    9.8554E-01
    3.892639E+03    1.0393E-30    7.8656E-21    5.0327E-13    1.5070E-06    3.0198E-02    9.6980E-01
    3.972972E+03    7.3111E-30    4.6093E-20    2.4952E-12    5.3312E-06    6.1462E-02    9.3853E-01
    4.039640E+03    4.5449E-29    2.4145E-19    1.1158E-11    1.7266E-05    1.1743E-01    8.8256E-01
    4.098359E+03    2.6714E-28    1.1996E-18    4.7363E-11    5.3042E-05    2.1274E-01    7.8721E-01
    4.145830E+03    1.2152E-27    4.7063E-18    1.6148E-10    1.3523E-04    3.3773E-01    6.6214E-01
    4.187488E+03    4.6677E-27    1.5765E-17    4.7407E-10    3.0162E-04    4.8151E-01    5.1819E-01
    4.223812E+03    1.4757E-26    4.4087E-17    1.1756E-09    5.8156E-04    6.1635E-01    3.8307E-01
    4.260319E+03    4.4820E-26    1.1831E-16    2.7883E-09    1.0637E-03    7.3855E-01    2.6039E-01
    4.293412E+03    1.1703E-25    2.7655E-16    5.8235E-09    1.7510E-03    8.2522E-01    1.7303E-01
    4.323309E+03    2.6736E-25    5.7328E-16    1.0914E-08    2.6497E-03    8.8153E-01    1.1582E-01
    4.350822E+03    5.5225E-25    1.0865E-15    1.8885E-08    3.7782E-03    9.1730E-01    7.8926E-02
    4.376902E+03    1.0608E-24    1.9310E-15    3.0871E-08    5.1709E-03    9.4002E-01    5.4809E-02
    4.402649E+03    1.9516E-24    3.3040E-15    4.8803E-08    6.9066E-03    9.5460E-01    3.8493E-02
    4.428232E+03    3.4251E-24    5.4211E-15    7.4409E-08    8.9982E-03    9.6345E-01    2.7555E-02
    4.452917E+03    5.6923E-24    8.4753E-15    1.0889E-07    1.1422E-02    9.6837E-01    2.0212E-02
    4.478720E+03    9.5760E-24    1.3397E-14    1.6088E-07    1.4578E-02    9.7080E-01    1.4621E-02
    4.503779E+03    1.5920E-23    2.0970E-14    2.3567E-07    1.8489E-02    9.7090E-01    1.0609E-02
    4.528932E+03    2.6697E-23    3.3095E-14    3.4753E-07    2.3518E-02    9.6885E-01    7.6302E-03
    4.555658E+03    4.6557E-23    5.4096E-14    5.2773E-07    3.0429E-02    9.6424E-01    5.3301E-03
    4.579162E+03    7.6383E-23    8.3811E-14    7.6531E-07    3.8231E-02    9.5791E-01    3.8578E-03
    4.602111E+03    1.2451E-22    1.2915E-13    1.1042E-06    4.7834E-02    9.4937E-01    2.7924E-03
    4.623919E+03    1.9897E-22    1.9558E-13    1.5690E-06    5.9231E-02    9.3873E-01    2.0386E-03
    4.645840E+03    3.1991E-22    2.9783E-13    2.2387E-06    7.3436E-02    9.2509E-01    1.4740E-03
    4.669349E+03    5.3422E-22    4.6908E-13    3.2839E-06    9.2433E-02    9.0653E-01    1.0305E-03
    4.697060E+03    9.8127E-22    8.0386E-13    5.1664E-06    1.2099E-01    8.7834E-01    6.6541E-04
    4.734682E+03    2.2426E-21    1.6714E-12    9.5379E-06    1.7299E-01    8.2664E-01    3.5612E-04
    4.777980E+03    5.7607E-21    3.8500E-12    1.9086E-05    2.5576E-01    7.4406E-01    1.6397E-04
    4.831831E+03    1.7921E-20    1.0469E-11    4.3360E-05    3.9416E-01    6.0574E-01    5.6296E-05
    4.894891E+03    6.1466E-20    3.0783E-11    1.0281E-04    5.8516E-01    4.1473E-01    1.3495E-05
    4.958140E+03    1.8629E-19    8.0439E-11    2.1579E-04    7.5860E-01    2.4118E-01    2.6384E-06
    5.040221E+03    6.6466E-19    2.3949E-10    4.8302E-04    9.0063E-01    9.8882E-02    2.5380E-07
    5.141810E+03    2.8033E-18    8.1915E-10    1.1562E-03    9.7111E-01    2.7737E-02    1.1314E-08
    5.295751E+03    2.6082E-17    5.4610E-09    4.2495E-03    9.9245E-01    3.3034E-03    7.2302E-11
    5.565420E+03    2.0662E-15    2.2144E-07    4.9974E-02    9.4998E-01    4.7779E-05    3.5975E-15
    5.940868E+03    3.4751E-13    1.6849E-05    6.6216E-01    3.3782E-01    3.2291E-08    4.9268E-22
    6.497422E+03    4.4786E-11    5.2248E-04    9.9804E-01    1.4383E-03    4.8599E-15    3.9040E-26
    7.106121E+03    1.4011E-08    2.6871E-02    9.7313E-01    6.5837E-07    6.6531E-23    2.3403E-29
    7.771842E+03    1.4430E-06    5.5426E-01    4.4574E-01    1.5448E-10    3.8812E-23    8.3767E-33
    8.499932E+03    1.2456E-05    9.7861E-01    2.1377E-02    6.3557E-15    2.1888E-24    4.2215E-37
    9.296231E+03    7.4829E-05    9.9949E-01    4.3771E-04    5.4351E-20    4.9436E-26    4.0827E-42
    1.016712E+04    3.8784E-04    9.9960E-01    9.5096E-06    6.6748E-23    1.1835E-27    5.6461E-45
    1.104499E+04    1.2895E-03    9.9871E-01    5.4611E-07    7.1298E-23    7.1808E-29    6.4963E-45
    1.192352E+04    3.0345E-03    9.9697E-01    6.6704E-08    7.6020E-23    9.2332E-30    7.4127E-45
    1.280262E+04    5.9970E-03    9.9400E-01    1.1181E-08    7.9971E-23    1.6077E-30    8.2388E-45
    1.368188E+04    1.0197E-02    9.8980E-01    2.3952E-09    8.3129E-23    3.5341E-31    8.9472E-45
    1.456108E+04    1.5645E-02    9.8436E-01    6.3775E-10    8.5929E-23    9.6235E-32    9.6200E-45
    1.544022E+04    2.2126E-02    9.7787E-01    2.1143E-10    8.8663E-23    3.2693E-32    1.0318E-44
    1.631932E+04    2.9184E-02    9.7082E-01    8.6852E-11    9.1637E-23    1.3857E-32    1.1113E-44
    1.719832E+04    3.5955E-02    9.6404E-01    4.6455E-11    9.5534E-23    7.7762E-33    1.2186E-44
    1.807722E+04    4.2487E-02    9.5751E-01    2.8076E-11    9.9314E-23    4.9219E-33    1.3282E-44
    1.895610E+04    4.8364E-02    9.5164E-01    1.8405E-11    1.0290E-22    3.3667E-33    1.4372E-44
    1.983498E+04    5.3243E-02    9.4676E-01    1.2791E-11    1.0635E-22    2.4323E-33    1.5454E-44
    2.071388E+04    5.6811E-02    9.4319E-01    9.3142E-12    1.0971E-22    1.8352E-33    1.6535E-44
    2.159280E+04    5.8889E-02    9.4111E-01    7.0540E-12    1.1305E-22    1.4358E-33    1.7619E-44
    2.247182E+04    5.9393E-02    9.4061E-01    5.5254E-12    1.1639E-22    1.1587E-33    1.8713E-44
    2.335098E+04    5.8389E-02    9.4161E-01    4.4238E-12    1.1976E-22    9.5349E-34    1.9819E-44
    2.423019E+04    5.6065E-02    9.4394E-01    3.5569E-12    1.2316E-22    7.8622E-34    2.0935E-44
    2.510958E+04    5.2791E-02    9.4721E-01    2.8136E-12    1.2656E-22    6.3650E-34    2.2054E-44
    2.598910E+04    4.9037E-02    9.5096E-01    2.1443E-12    1.2990E-22    4.9544E-34    2.3162E-44
    2.686881E+04    4.4948E-02    9.5505E-01    1.5838E-12    1.3317E-22    3.7301E-34    2.4255E-44
    2.774881E+04    4.0512E-02    9.5949E-01    1.1279E-12    1.3638E-22    2.7025E-34    2.5330E-44
    2.862919E+04    3.6037E-02    9.6396E-01    7.9145E-13    1.3950E-22    1.9255E-34    2.6379E-44
    2.951003E+04    3.1942E-02    9.6806E-01    5.5509E-13    1.4246E-22    1.3689E-34    2.7387E-44
    3.039159E+04    2.8492E-02    9.7151E-01    4.1218E-13    1.4521E-22    1.0345E-34    2.8340E-44
    3.127402E+04    2.5719E-02    9.7428E-01    4.9523E-13    1.4774E-22    1.3077E-34    2.9229E-44
    3.215771E+04    2.3525E-02    9.7648E-01    1.6446E-12    1.5007E-22    4.5994E-34    3.0044E-44
    3.304301E+04    2.1886E-02    9.7811E-01    7.7355E-12    1.5216E-22    2.2164E-33    3.0774E-44
    3.393047E+04    2.0792E-02    9.7921E-01    3.2157E-11    1.5401E-22    9.3527E-33    3.1404E-44
    3.482078E+04    2.0170E-02    9.7983E-01    1.0982E-10    1.5561E-22    3.2364E-32    3.1929E-44
    3.571492E+04    1.9871E-02    9.8013E-01    3.0847E-10    1.5700E-22    9.2044E-32    3.2367E-44
    3.661433E+04    1.9763E-02    9.8024E-01    7.1761E-10    1.5824E-22    2.1672E-31    3.2759E-44
    3.752089E+04    1.9692E-02    9.8031E-01    1.3800E-09    1.5939E-22    4.2163E-31    3.3164E-44
    3.843720E+04    1.9509E-02    9.8049E-01    2.2131E-09    1.6054E-22    6.8372E-31    3.3664E-44
    3.936707E+04    1.9021E-02    9.8098E-01    3.3058E-09    1.6185E-22    1.0325E-30    3.4358E-44
    3.973480E+04    1.8622E-02    9.8138E-01    3.8105E-09    1.6248E-22    1.1954E-30    3.4712E-44
    3.997998E+04    1.8285E-02    9.8171E-01    4.1819E-09    1.6293E-22    1.3158E-30    3.4972E-44
    4.014340E+04    1.8121E-02    9.8188E-01    4.2867E-09    1.6325E-22    1.3516E-30    3.5159E-44
    4.025238E+04    1.7971E-02    9.8203E-01    4.2404E-09    1.6351E-22    1.3391E-30    3.5309E-44
    4.032428E+04    1.7873E-02    9.8213E-01    4.0290E-09    1.6376E-22    1.2744E-30    3.5449E-44
    4.032500E+04    1.7871E-02    9.8213E-01    4.0210E-09    1.6377E-22    1.2719E-30    3.5451E-44
#TIME:     4.250
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    1.025000E+03    4.3546E-39    2.1521E-28    7.3913E-20    5.7825E-12    2.2761E-05    9.9998E-01
    1.040650E+03    4.2997E-39    2.1291E-28    7.3181E-20    5.7335E-12    2.2657E-05    9.9998E-01
    1.071949E+03    4.0445E-39    2.0281E-28    7.0625E-20    5.5980E-12    2.2379E-05    9.9998E-01
    1.134547E+03    3.8124E-39    1.9433E-28    6.8816E-20    5.5185E-12    2.2266E-05    9.9998E-01
    1.240831E+03    3.7427E-39    1.9433E-28    7.0190E-20    5.6552E-12    2.2704E-05    9.9998E-01
    1.357079E+03    4.0069E-39    2.1015E-28    7.6836E-20    6.1251E-12    2.3908E-05    9.9998E-01
    1.484211E+03    4.6890E-39    2.4617E-28    9.0386E-20    7.0212E-12    2.6024E-05    9.9997E-01
    1.623259E+03    6.0502E-39    3.1472E-28    1.1498E-19    8.5637E-12    2.9370E-05    9.9997E-01
    1.775330E+03    8.7521E-39    4.4551E-28    1.6016E-19    1.1227E-11    3.4562E-05    9.9997E-01
    1.941649E+03    1.4581E-38    7.1499E-28    2.4939E-19    1.6080E-11    4.2800E-05    9.9996E-01
    2.123548E+03    2.9112E-38    1.3476E-27    4.4779E-19    2.5780E-11    5.6548E-05    9.9994E-01
    2.322488E+03    7.3707E-38    3.1367E-27    9.6943E-19    4.7911E-11    8.1305E-05    9.9992E-01
    2.540062E+03    2.5589E-37    9.6728E-27    2.6948E-18    1.0845E-10    1.3085E-04    9.9987E-01
    2.778022E+03    1.3579E-36    4.3605E-26    1.0514E-17    3.2088E-10    2.4540E-04    9.9975E-01
    3.038279E+03    1.2835E-35    3.3049E-25    6.5440E-17    1.3745E-09    5.6869E-04    9.9943E-01
    3.248903E+03    1.1645E-34    2.4155E-24    3.9413E-16    5.7271E-09    1.2940E-03    9.9871E-01
    3.422982E+03    9.9548E-34    1.6762E-23    2.2681E-15    2.2993E-08    2.8772E-03    9.9712E-01
    3.565050E+03    7.5175E-33    1.0423E-22    1.1840E-14    8.5372E-08    6.1065E-03    9.9389E-01
    3.694050E+03    6.1773E-32    7.0148E-22    6.6527E-14    3.3568E-07    1.3363E-02    9.8664E-01
    3.798890E+03    4.3976E-31    4.1561E-21    3.3354E-13    1.2036E-06    2.7636E-02    9.7236E-01
    3.892639E+03    3.2852E-30    2.5765E-20    1.7427E-12    4.4421E-06    5.7673E-02    9.4232E-01
    3.972971E+03    2.3446E-29    1.5325E-19    8.7545E-12    1.5775E-05    1.1606E-01    8.8393E-01
    4.039640E+03    1.4405E-28    7.9383E-19    3.8629E-11    4.9950E-05    2.1370E-01    7.8625E-01
    4.098360E+03    7.9177E-28    3.6979E-18    1.5366E-10    1.4302E-04    3.5799E-01    6.4187E-01
    4.145830E+03    3.2093E-27    1.3000E-17    4.7046E-10    3.2778E-04    5.1194E-01    4.8773E-01
    4.187488E+03    1.0686E-26    3.8062E-17    1.2129E-09    6.4652E-04    6.5279E-01    3.4657E-01
    4.223812E+03    2.9384E-26    9.3499E-17    2.6590E-09    1.1142E-03    7.6024E-01    2.3864E-01
    4.260319E+03    7.7824E-26    2.2139E-16    5.6108E-09    1.8408E-03    8.4311E-01    1.5505E-01
    4.293412E+03    1.8133E-25    4.6727E-16    1.0673E-08    2.8058E-03    8.9573E-01    1.0146E-01
    4.323309E+03    3.7766E-25    8.9280E-16    1.8592E-08    4.0108E-03    9.2782E-01    6.8167E-02
    4.350822E+03    7.2182E-25    1.5814E-15    3.0299E-08    5.4720E-03    9.4740E-01    4.7131E-02
    4.376902E+03    1.2949E-24    2.6491E-15    4.7028E-08    7.2200E-03    9.5936E-01    3.3416E-02
    4.402649E+03    2.2353E-24    4.2902E-15    7.0881E-08    9.3342E-03    9.6660E-01    2.4064E-02
    4.428232E+03    3.6949E-24    6.6847E-15    1.0337E-07    1.1806E-02    9.7049E-01    1.7708E-02
    4.452918E+03    5.8150E-24    9.9711E-15    1.4531E-07    1.4598E-02    9.7206E-01    1.3342E-02
    4.478720E+03    9.2495E-24    1.5016E-14    2.0596E-07    1.8145E-02    9.7192E-01    9.9329E-03
    4.503779E+03    1.4558E-23    2.2418E-14    2.8976E-07    2.2431E-02    9.7015E-01    7.4224E-03
    4.528932E+03    2.3085E-23    3.3708E-14    4.1005E-07    2.7803E-02    9.6669E-01    5.5064E-03
    4.555658E+03    3.7877E-23    5.2262E-14    5.9538E-07    3.4979E-02    9.6104E-01    3.9827E-03
    4.579162E+03    5.8801E-23    7.7178E-14    8.2906E-07    4.2853E-02    9.5417E-01    2.9771E-03
    4.602111E+03    9.0688E-23    1.1334E-13    1.1485E-06    5.2288E-02    9.4548E-01    2.2273E-03
    4.623919E+03    1.3731E-22    1.6377E-13    1.5687E-06    6.3196E-02    9.3512E-01    1.6805E-03
    4.645840E+03    2.0885E-22    2.3764E-13    2.1493E-06    7.6444E-02    9.2230E-01    1.2582E-03
    4.669349E+03    3.2826E-22    3.5503E-13    3.0162E-06    9.3696E-02    9.0539E-01    9.1516E-04
    4.697060E+03    5.6079E-22    5.7120E-13    4.5018E-06    1.1890E-01    8.8048E-01    6.2127E-04
    4.734682E+03    1.1614E-21    1.0901E-12    7.7421E-06    1.6331E-01    8.3632E-01    3.5850E-04
    4.777980E+03    2.6719E-21    2.2825E-12    1.4336E-05    2.3191E-01    7.6789E-01    1.8255E-04
    4.831831E+03    7.3492E-21    5.5870E-12    2.9998E-05    3.4559E-01    6.5430E-01    7.2990E-05
    4.894891E+03    2.2513E-20    1.4965E-11    6.6582E-05    5.0951E-01    4.9040E-01    2.1858E-05
    4.958140E+03    6.2924E-20    3.6708E-11    1.3480E-04    6.7671E-01    3.2315E-01    5.5556E-06
    5.040221E+03    2.0559E-19    1.0213E-10    2.9201E-04    8.4121E-01    1.5850E-01    7.6710E-07
    5.141810E+03    7.5710E-19    3.1274E-10    6.5609E-04    9.4422E-01    5.5122E-02    5.3800E-08
    5.295751E+03    4.9384E-18    1.5591E-09    2.0134E-03    9.8864E-01    9.3433E-03    7.5815E-10
    5.565420E+03    1.8496E-16    3.3807E-08    1.5974E-02    9.8374E-01    2.8800E-04    2.1040E-13
    5.940868E+03    2.9999E-14    2.6284E-06    2.7050E-01    7.2950E-01    1.0193E-06    5.2640E-19
    6.497422E+03    3.4852E-12    1.0480E-04    9.7883E-01    2.1067E-02    6.1936E-12    5.8703E-25
    7.106121E+03    3.3000E-10    2.3776E-03    9.9757E-01    5.3511E-05    3.8010E-19    1.8227E-27
    7.771842E+03    7.8643E-08    1.0113E-01    8.9887E-01    2.6304E-08    6.8524E-23    1.1757E-30
    8.499932E+03    2.2347E-06    7.6194E-01    2.3806E-01    7.8724E-12    2.4910E-23    5.2620E-34
    9.296231E+03    1.2203E-05    9.8861E-01    1.1376E-02    5.1306E-16    1.3316E-24    3.9495E-38
    1.016712E+04    5.6626E-05    9.9960E-01    3.4780E-04    1.1199E-20    4.4840E-26    9.6979E-43
    1.104499E+04    2.0040E-04    9.9978E-01    1.7109E-05    7.5436E-23    2.3978E-27    7.2307E-45
    1.192352E+04    5.0441E-04    9.9949E-01    1.9292E-06    7.9906E-23    2.8480E-28    8.1936E-45
    1.280262E+04    9.9691E-04    9.9900E-01    3.5798E-07    8.4564E-23    5.5275E-29    9.1963E-45
    1.368189E+04    1.6983E-03    9.9830E-01    8.4783E-08    8.8378E-23    1.3500E-29    1.0060E-44
    1.456108E+04    2.5551E-03    9.9744E-01    2.4488E-08    9.1617E-23    3.9862E-30    1.0825E-44
    1.544022E+04    3.5306E-03    9.9647E-01    8.5052E-09    9.4606E-23    1.4110E-30    1.1558E-44
    1.631932E+04    4.5599E-03    9.9544E-01    3.5253E-09    9.7511E-23    5.9596E-31    1.2297E-44
    1.719832E+04    5.5776E-03    9.9442E-01    1.7132E-09    1.0048E-22    2.9573E-31    1.3078E-44
    1.807722E+04    6.4968E-03    9.9350E-01    9.6330E-10    1.0358E-22    1.7032E-31    1.3924E-44
    1.895610E+04    7.1870E-03    9.9281E-01    6.4610E-10    1.0758E-22    1.1861E-31    1.5055E-44
    1.983498E+04    7.6597E-03    9.9234E-01    4.7583E-10    1.1163E-22    9.0696E-32    1.6243E-44
    2.071388E+04    7.8994E-03    9.9210E-01    3.7643E-10    1.1553E-22    7.4293E-32    1.7434E-44
    2.159280E+04    7.9118E-03    9.9209E-01    3.1757E-10    1.1930E-22    6.4723E-32    1.8618E-44
    2.247182E+04    7.7293E-03    9.9227E-01    2.8061E-10    1.2291E-22    5.8906E-32    1.9791E-44
    2.335098E+04    7.4006E-03    9.9260E-01    2.5102E-10    1.2639E-22    5.4146E-32    2.0950E-44
    2.423019E+04    6.9725E-03    9.9303E-01    2.1791E-10    1.2972E-22    4.8194E-32    2.2091E-44
    2.510958E+04    6.4861E-03    9.9351E-01    1.7770E-10    1.3292E-22    4.0211E-32    2.3210E-44
    2.598910E+04    5.9764E-03    9.9402E-01    1.3419E-10    1.3598E-22    3.1007E-32    2.4305E-44
    2.686881E+04    5.4476E-03    9.9455E-01    9.5416E-11    1.3892E-22    2.2468E-32    2.5373E-44
    2.774881E+04    4.9037E-03    9.9510E-01    6.5023E-11    1.4174E-22    1.5572E-32    2.6414E-44
    2.862919E+04    4.3661E-03    9.9563E-01    4.3774E-11    1.4444E-22    1.0639E-32    2.7427E-44
    2.951002E+04    3.8661E-03    9.9613E-01    2.9729E-11    1.4703E-22    7.3163E-33    2.8413E-44
    3.039159E+04    3.4250E-03    9.9657E-01    2.0467E-11    1.4950E-22    5.0874E-33    2.9371E-44
    3.127402E+04    3.0428E-03    9.9696E-01    1.4329E-11    1.5188E-22    3.5883E-33    3.0300E-44
    3.215771E+04    2.7062E-03    9.9729E-01    1.0438E-11    1.5417E-22    2.6397E-33    3.1202E-44
    3.304301E+04    2.4088E-03    9.9759E-01    1.0285E-11    1.5637E-22    2.7132E-33    3.2071E-44
    3.393048E+04    2.1482E-03    9.9785E-01    2.2133E-11    1.5850E-22    6.2730E-33    3.2904E-44
    3.482078E+04    1.9235E-03    9.9808E-01    7.1532E-11    1.6063E-22    2.1059E-32    3.3720E-44
    3.571492E+04    1.7298E-03    9.9827E-01    2.1593E-10    1.6300E-22    6.5021E-32    3.4593E-44
    3.661432E+04    1.5772E-03    9.9842E-01    5.4352E-10    1.6529E-22    1.6661E-31    3.5382E-44
    3.752089E+04    1.4679E-03    9.9853E-01    1.1162E-09    1.6686E-22    3.4602E-31    3.5857E-44
    3.843720E+04    1.3895E-03    9.9861E-01    1.8850E-09    1.6768E-22    5.8767E-31    3.6070E-44
    3.936707E+04    1.3142E-03    9.9869E-01    2.9320E-09    1.6853E-22    9.2008E-31    3.6373E-44
    3.973480E+04    1.2661E-03    9.9873E-01    3.4249E-09    1.6922E-22    1.0805E-30    3.6639E-44
    3.997998E+04    1.2311E-03    9.9877E-01    3.7885E-09    1.6954E-22    1.1983E-30    3.6791E-44
    4.014340E+04    1.2109E-03    9.9879E-01    3.9030E-09    1.6982E-22    1.2372E-30    3.6923E-44
    4.025238E+04    1.1949E-03    9.9881E-01    3.8733E-09    1.7008E-22    1.2301E-30    3.7043E-44
    4.032429E+04    1.1848E-03    9.9882E-01    3.6877E-09    1.7031E-22    1.1729E-30    3.7159E-44
    4.032500E+04    1.1844E-03    9.9882E-01    3.6804E-09    1.7032E-22    1.1707E-30    3.7164E-44
#TIME:     4.670
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    1.025000E+03    1.2066E-38    5.9572E-28    2.0785E-19    1.4298E-11    4.0131E-05    9.9996E-01
    1.040650E+03    1.1966E-38    5.9095E-28    2.0598E-19    1.4192E-11    3.9953E-05    9.9996E-01
    1.071949E+03    1.1195E-38    5.6051E-28    1.9815E-19    1.3811E-11    3.9389E-05    9.9996E-01
    1.134548E+03    1.0556E-38    5.3735E-28    1.9327E-19    1.3619E-11    3.9197E-05    9.9996E-01
    1.240831E+03    1.0456E-38    5.4189E-28    1.9878E-19    1.4037E-11    4.0096E-05    9.9996E-01
    1.357079E+03    1.1365E-38    5.9431E-28    2.2064E-19    1.5359E-11    4.2461E-05    9.9996E-01
    1.484211E+03    1.3573E-38    7.0949E-28    2.6443E-19    1.7853E-11    4.6575E-05    9.9995E-01
    1.623259E+03    1.7951E-38    9.2825E-28    3.4410E-19    2.2159E-11    5.3067E-05    9.9995E-01
    1.775330E+03    2.6721E-38    1.3497E-27    4.9214E-19    2.9663E-11    6.3163E-05    9.9994E-01
    1.941649E+03    4.5962E-38    2.2326E-27    7.8953E-19    4.3527E-11    7.9261E-05    9.9992E-01
    2.123548E+03    9.5039E-38    4.3511E-27    1.4655E-18    7.1743E-11    1.0631E-04    9.9989E-01
    2.322488E+03    2.4977E-37    1.0502E-26    3.2904E-18    1.3752E-10    1.5546E-04    9.9984E-01
    2.540062E+03    9.0034E-37    3.3621E-26    9.5041E-18    3.2179E-10    2.5474E-04    9.9975E-01
    2.778022E+03    4.9393E-36    1.5694E-25    3.8481E-17    9.8362E-10    4.8626E-04    9.9951E-01
    3.038279E+03    4.7631E-35    1.2189E-24    2.4654E-16    4.3248E-09    1.1425E-03    9.9886E-01
    3.248902E+03    4.3287E-34    8.9759E-24    1.5037E-15    1.8238E-08    2.6147E-03    9.9739E-01
    3.422982E+03    3.6869E-33    6.2423E-23    8.7135E-15    7.3703E-08    5.8284E-03    9.9417E-01
    3.565050E+03    2.7973E-32    3.9170E-22    4.6044E-14    2.7633E-07    1.2417E-02    9.8758E-01
    3.694050E+03    2.3557E-31    2.7080E-21    2.6593E-13    1.1091E-06    2.7392E-02    9.7261E-01
    3.798890E+03    1.7523E-30    1.6755E-20    1.3890E-12    4.0940E-06    5.7182E-02    9.4281E-01
    3.892639E+03    1.3807E-29    1.0923E-19    7.5900E-12    1.5532E-05    1.1931E-01    8.8068E-01
    3.972971E+03    1.0125E-28    6.6496E-19    3.8757E-11    5.4989E-05    2.3221E-01    7.6773E-01
    4.039640E+03    5.9756E-28    3.3033E-18    1.6312E-10    1.6357E-04    3.9234E-01    6.0749E-01
    4.098360E+03    2.9204E-27    1.3717E-17    5.7728E-10    4.1353E-04    5.7353E-01    4.2606E-01
    4.145830E+03    1.0240E-26    4.1972E-17    1.5408E-09    8.2675E-04    7.1614E-01    2.8304E-01
    4.187488E+03    2.9621E-26    1.0767E-16    3.4945E-09    1.4435E-03    8.1639E-01    1.8217E-01
    4.223812E+03    7.2474E-26    2.3753E-16    6.9166E-09    2.2669E-03    8.7941E-01    1.1832E-01
    4.260319E+03    1.7277E-25    5.1163E-16    1.3364E-08    3.4715E-03    9.2196E-01    7.4570E-02
    4.293412E+03    3.7019E-25    1.0031E-15    2.3770E-08    5.0105E-03    9.4656E-01    4.8430E-02
    4.323309E+03    7.2067E-25    1.8077E-15    3.9284E-08    6.8792E-03    9.6042E-01    3.2703E-02
    4.350822E+03    1.3017E-24    3.0501E-15    6.1317E-08    9.0932E-03    9.6803E-01    2.2873E-02
    4.376902E+03    2.2212E-24    4.8948E-15    9.1635E-08    1.1682E-02    9.7185E-01    1.6468E-02
    4.402649E+03    3.6590E-24    7.6153E-15    1.3336E-07    1.4743E-02    9.7319E-01    1.2071E-02
    4.428232E+03    5.7911E-24    1.1431E-14    1.8831E-07    1.8243E-02    9.7270E-01    9.0518E-03
    4.452918E+03    8.7682E-24    1.6497E-14    2.5724E-07    2.2129E-02    9.7093E-01    6.9414E-03
    4.478720E+03    1.3396E-23    2.4000E-14    3.5386E-07    2.6971E-02    9.6776E-01    5.2650E-03
    4.503780E+03    2.0263E-23    3.4627E-14    4.8335E-07    3.2708E-02    9.6328E-01    4.0090E-03
    4.528931E+03    3.0849E-23    5.0270E-14    6.6364E-07    3.9751E-02    9.5722E-01    3.0332E-03
    4.555658E+03    4.8403E-23    7.4990E-14    9.3215E-07    4.8944E-02    9.4881E-01    2.2421E-03
    4.579162E+03    7.2137E-23    1.0690E-13    1.2592E-06    5.8793E-02    9.3950E-01    1.7096E-03
    4.602111E+03    1.0676E-22    1.5147E-13    1.6918E-06    7.0322E-02    9.2837E-01    1.3050E-03
    4.623919E+03    1.5522E-22    2.1129E-13    2.2420E-06    8.3339E-02    9.1565E-01    1.0042E-03
    4.645840E+03    2.2633E-22    2.9553E-13    2.9765E-06    9.8769E-02    9.0046E-01    7.6728E-04
    4.669349E+03    3.3946E-22    4.2385E-13    4.0336E-06    1.1834E-01    8.8108E-01    5.7085E-04
    4.697060E+03    5.4773E-22    6.4870E-13    5.7685E-06    1.4607E-01    8.5352E-01    3.9844E-04
    4.734681E+03    1.0467E-21    1.1539E-12    9.3422E-06    1.9301E-01    8.0674E-01    2.3933E-04
    4.777980E+03    2.1890E-21    2.2221E-12    1.6112E-05    2.6198E-01    7.3787E-01    1.2827E-04
    4.831831E+03    5.3453E-21    4.9012E-12    3.0886E-05    3.7018E-01    6.2974E-01    5.5277E-05
    4.894891E+03    1.4369E-20    1.1721E-11    6.2467E-05    5.1904E-01    4.8088E-01    1.8498E-05
    4.958140E+03    3.5868E-20    2.6107E-11    1.1730E-04    6.6894E-01    3.3094E-01    5.4219E-06
    5.040221E+03    1.0407E-19    6.5798E-11    2.3665E-04    8.2247E-01    1.7729E-01    9.3548E-07
    5.141810E+03    3.3727E-19    1.8130E-10    4.9546E-04    9.2897E-01    7.0530E-02    8.9344E-08
