#NTIMES:     60
#NSTAGES:     6
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    1.807720E+04    5.6880E-07    9.9304E-01    6.9587E-03    5.2524E-09    2.6445E-15    8.7947E-22
    1.895610E+04    5.2224E-07    9.9433E-01    5.6731E-03    4.4010E-09    2.2942E-15    7.8922E-22
    1.983499E+04    4.5153E-07    9.9508E-01    4.9178E-03    4.1003E-09    2.2823E-15    8.3619E-22
    2.071389E+04    3.8686E-07    9.9538E-01    4.6200E-03    4.2982E-09    2.6234E-15    1.0497E-21
    2.159280E+04    3.4357E-07    9.9557E-01    4.4251E-03    4.6693E-09    3.1846E-15    1.4183E-21
    2.247181E+04    3.1738E-07    9.9604E-01    3.9631E-03    4.7813E-09    3.6982E-15    1.8616E-21
    2.335099E+04    2.9562E-07    9.9671E-01    3.2890E-03    4.5831E-09    4.0721E-15    2.3476E-21
    2.423020E+04    2.6963E-07    9.9735E-01    2.6513E-03    4.3200E-09    4.4542E-15    2.9717E-21
    2.510959E+04    2.3704E-07    9.9781E-01    2.1910E-03    4.2315E-09    5.1000E-15    3.9669E-21
    2.598910E+04    2.0073E-07    9.9808E-01    1.9166E-03    4.4422E-09    6.2892E-15    5.7312E-21
    2.686880E+04    1.6592E-07    9.9824E-01    1.7625E-03    4.9467E-09    8.2612E-15    8.8542E-21
    2.774880E+04    1.3557E-07    9.9836E-01    1.6368E-03    5.6053E-09    1.1102E-14    1.4054E-20
    2.862920E+04    1.1149E-07    9.9852E-01    1.4779E-03    6.2218E-09    1.4682E-14    2.2019E-20
    2.951001E+04    9.3540E-08    9.9873E-01    1.2674E-03    6.5973E-09    1.8576E-14    3.2994E-20
    3.039160E+04    8.0016E-08    9.9898E-01    1.0204E-03    6.5874E-09    2.2070E-14    4.6225E-20
    3.127401E+04    6.9067E-08    9.9922E-01    7.7813E-04    6.2173E-09    2.4576E-14    6.0144E-20
    3.215770E+04    5.9297E-08    9.9942E-01    5.7867E-04    5.6800E-09    2.6161E-14    7.3862E-20
    3.304300E+04    4.9723E-08    9.9957E-01    4.3413E-04    5.1806E-09    2.7435E-14    8.8175E-20
    3.393049E+04    4.0446E-08    9.9967E-01    3.3430E-04    4.7877E-09    2.8809E-14    1.0412E-19
    3.482080E+04    3.2531E-08    9.9973E-01    2.6708E-04    4.4973E-09    3.0377E-14    1.2199E-19
    3.571491E+04    2.6678E-08    9.9977E-01    2.2625E-04    4.3385E-09    3.2439E-14    1.4297E-19
    3.661431E+04    2.2626E-08    9.9979E-01    2.0797E-04    4.3651E-09    3.5685E-14    1.7086E-19
    3.752090E+04    1.9775E-08    9.9979E-01    2.0704E-04    4.5834E-09    4.0669E-14    2.1025E-19
    3.843720E+04    1.7605E-08    9.9979E-01    2.1408E-04    4.8950E-09    4.7031E-14    2.6184E-19
    3.936709E+04    1.5576E-08    9.9979E-01    2.1489E-04    5.0751E-09    5.2812E-14    3.1643E-19
    3.973480E+04    1.4645E-08    9.9979E-01    2.0987E-04    5.0532E-09    5.4240E-14    3.3433E-19
    3.997999E+04    1.4033E-08    9.9979E-01    2.0641E-04    5.0226E-09    5.5028E-14    3.4563E-19
    4.014340E+04    1.3620E-08    9.9980E-01    2.0400E-04    4.9945E-09    5.5464E-14    3.5273E-19
    4.025239E+04    1.3330E-08    9.9980E-01    2.0209E-04    4.9641E-09    5.5624E-14    3.5670E-19
    4.032430E+04    1.3194E-08    9.9980E-01    2.0158E-04    4.9518E-09    5.5811E-14    3.5989E-19
    4.032500E+04    1.3193E-08    9.9980E-01    2.0159E-04    4.9531E-09    5.5840E-14    3.6017E-19
#TIME:    16.100
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    1.025000E+03    6.8436E-25    8.5950E-15    7.0605E-07    8.2893E-02    9.1582E-01    1.2905E-03
    1.040650E+03    6.8596E-25    8.5654E-15    7.0246E-07    8.2580E-02    9.1612E-01    1.3019E-03
    1.071950E+03    6.6600E-25    8.3330E-15    6.8765E-07    8.1689E-02    9.1699E-01    1.3213E-03
    1.134549E+03    6.4418E-25    8.1653E-15    6.8277E-07    8.1738E-02    9.1693E-01    1.3268E-03
    1.240830E+03    6.6714E-25    8.6020E-15    7.2662E-07    8.5524E-02    9.1317E-01    1.3029E-03
    1.357080E+03    7.7931E-25    1.0113E-14    8.4871E-07    9.4639E-02    9.0411E-01    1.2512E-03
    1.484210E+03    1.0456E-24    1.3479E-14    1.1018E-06    1.1152E-01    8.8732E-01    1.1644E-03
    1.623260E+03    1.6461E-24    2.0761E-14    1.6142E-06    1.4095E-01    8.5800E-01    1.0497E-03
    1.775330E+03    3.1194E-24    3.7801E-14    2.7154E-06    1.9221E-01    8.0687E-01    9.2310E-04
    1.941650E+03    7.3836E-24    8.4042E-14    5.3655E-06    2.8357E-01    7.1564E-01    7.7748E-04
    2.123550E+03    2.2680E-23    2.3513E-13    1.2623E-05    4.4374E-01    5.5566E-01    5.8363E-04
    2.322490E+03    9.1010E-23    8.1950E-13    3.3995E-05    6.7616E-01    3.2348E-01    3.3368E-04
    2.540061E+03    4.6863E-22    3.4205E-12    9.7239E-05    8.8400E-01    1.1579E-01    1.1236E-04
    2.778021E+03    3.0889E-21    1.7194E-11    2.9629E-04    9.7487E-01    2.4815E-02    2.1310E-05
    3.038280E+03    2.7174E-20    1.0975E-10    1.0253E-03    9.9447E-01    4.5063E-03    3.2446E-06
    3.248901E+03    2.0026E-19    5.9658E-10    3.1358E-03    9.9528E-01    1.5857E-03    9.2402E-07
    3.422981E+03    1.3603E-18    3.0175E-09    9.0914E-03    9.8998E-01    9.3136E-04    4.3598E-07
    3.565050E+03    8.5904E-18    1.4434E-08    2.5356E-02    9.7397E-01    6.7393E-04    2.5473E-07
    3.694050E+03    5.9940E-17    7.6046E-08    7.4912E-02    9.2457E-01    5.1936E-04    1.6538E-07
    3.798890E+03    3.4792E-16    3.4430E-07    1.9568E-01    8.0392E-01    3.9986E-04    1.1473E-07
    3.892640E+03    1.6533E-15    1.2940E-06    4.2450E-01    5.7524E-01    2.6304E-04    7.0058E-08
    3.972970E+03    5.3847E-15    3.3998E-06    6.7039E-01    3.2946E-01    1.4088E-04    3.5273E-08
    4.039640E+03    1.2707E-14    6.5877E-06    8.2851E-01    1.7142E-01    6.4727E-05    1.4359E-08
    4.098360E+03    2.5393E-14    1.0929E-05    9.1145E-01    8.8514E-02    2.9004E-05    5.5999E-09
    4.145830E+03    4.3397E-14    1.5979E-05    9.4907E-01    5.0897E-02    1.4697E-05    2.5069E-09
    4.187489E+03    6.8728E-14    2.2022E-05    9.6828E-01    3.1691E-02    8.1836E-06    1.2511E-09
    4.223811E+03    1.0226E-13    2.8990E-05    9.7874E-01    2.1224E-02    4.8433E-06    6.5567E-10
    4.260320E+03    1.5141E-13    3.7970E-05    9.8539E-01    1.4572E-02    2.9884E-06    3.6435E-10
    4.293411E+03    2.1428E-13    4.8147E-05    9.8940E-01    1.0553E-02    1.9683E-06    2.1867E-10
    4.323310E+03    2.8896E-13    5.8981E-05    9.9185E-01    8.0883E-03    1.4178E-06    1.4828E-10
    4.350821E+03    3.7264E-13    6.9987E-05    9.9356E-01    6.3733E-03    1.0304E-06    9.9514E-11
    4.376901E+03    4.5845E-13    8.0332E-05    9.9470E-01    5.2196E-03    7.7888E-07    6.9488E-11
    4.402650E+03    5.4010E-13    8.9524E-05    9.9545E-01    4.4597E-03    6.2514E-07    5.2419E-11
    4.428230E+03    6.0061E-13    9.5869E-05    9.9602E-01    3.8855E-03    4.8304E-07    3.5932E-11
    4.452919E+03    6.4820E-13    1.0099E-04    9.9634E-01    3.5598E-03    4.2651E-07    3.0589E-11
    4.478720E+03    7.0233E-13    1.0699E-04    9.9671E-01    3.1868E-03    3.6177E-07    2.4598E-11
    4.503780E+03    7.6277E-13    1.1359E-04    9.9703E-01    2.8593E-03    3.1267E-07    2.0492E-11
    4.528930E+03    8.3156E-13    1.2086E-04    9.9738E-01    2.5035E-03    2.5399E-07    1.5456E-11
    4.555659E+03    9.1184E-13    1.2910E-04    9.9766E-01    2.2100E-03    2.1396E-07    1.2435E-11
    4.579161E+03    9.8910E-13    1.3684E-04    9.9789E-01    1.9720E-03    1.8187E-07    1.0075E-11
    4.602110E+03    1.0708E-12    1.4486E-04    9.9809E-01    1.7615E-03    1.5450E-07    8.1447E-12
    4.623920E+03    1.1544E-12    1.5291E-04    9.9828E-01    1.5713E-03    1.2960E-07    6.4288E-12
    4.645840E+03    1.2442E-12    1.6140E-04    9.9842E-01    1.4231E-03    1.1343E-07    5.4415E-12
    4.669350E+03    1.3473E-12    1.7100E-04    9.9851E-01    1.3144E-03    1.0590E-07    5.1379E-12
    4.697060E+03    1.4822E-12    1.8324E-04    9.9870E-01    1.1148E-03    8.0003E-08    3.4605E-12
    4.734680E+03    1.6838E-12    2.0109E-04    9.9884E-01    9.5445E-04    6.6068E-08    2.7592E-12
    4.777980E+03    1.9514E-12    2.2392E-04    9.9900E-01    7.7343E-04    4.8420E-08    1.8312E-12
    4.831830E+03    2.3437E-12    2.5593E-04    9.9912E-01    6.1959E-04    3.6446E-08    1.2970E-12
    4.894890E+03    2.9073E-12    2.9937E-04    9.9923E-01    4.7095E-04    2.4871E-08    7.9607E-13
    4.958140E+03    3.6179E-12    3.5082E-04    9.9929E-01    3.6099E-04    1.7200E-08    4.9757E-13
    5.040220E+03    4.8157E-12    4.3155E-04    9.9931E-01    2.5588E-04    1.0488E-08    2.6165E-13
    5.141810E+03    6.8605E-12    5.5777E-04    9.9927E-01    1.7610E-04    6.2526E-09    1.3550E-13
    5.295750E+03    1.1693E-11    8.2170E-04    9.9907E-01    1.0532E-04    2.9745E-09    5.1501E-14
    5.565420E+03    2.8839E-11    1.5836E-03    9.9836E-01    5.7834E-05    1.2530E-09    1.6760E-14
    5.940869E+03    9.7956E-11    3.8377E-03    9.9613E-01    3.2474E-05    4.7803E-10    4.3837E-15
    6.497420E+03    5.4098E-10    1.3281E-02    9.8670E-01    1.9722E-05    1.9326E-10    1.1933E-15
    7.106120E+03    2.8573E-09    4.5901E-02    9.5409E-01    1.2546E-05    8.5880E-11    3.7412E-16
    7.771841E+03    1.2310E-08    1.4131E-01    8.5868E-01    8.7760E-06    5.0651E-11    1.8752E-16
    8.499930E+03    4.0361E-08    3.4277E-01    6.5722E-01    5.3064E-06    2.5678E-11    8.0203E-17
    9.296230E+03    9.9717E-08    6.0983E-01    3.9017E-01    2.7667E-06    1.2066E-11    3.4138E-17
    1.016710E+04    1.8304E-07    8.1213E-01    1.8786E-01    1.4099E-06    6.5808E-12    2.0011E-17
    1.104500E+04    2.9629E-07    9.1367E-01    8.6331E-02    6.1698E-07    2.7622E-12    8.0842E-18
    1.192350E+04    4.3694E-07    9.5862E-01    4.1381E-02    3.2915E-07    1.6518E-12    5.4364E-18
    1.280261E+04    5.4363E-07    9.7793E-01    2.2068E-02    1.6582E-07    7.9324E-13    2.4965E-18
    1.368190E+04    5.8752E-07    9.8592E-01    1.4082E-02    1.1311E-07    5.8523E-13    1.9980E-18
    1.456110E+04    6.1294E-07    9.8921E-01    1.0785E-02    1.0877E-07    7.1722E-13    3.1285E-18
    1.544020E+04    6.5846E-07    9.9146E-01    8.5363E-03    8.0200E-08    5.0219E-13    2.0849E-18
    1.631930E+04    7.1334E-07    9.9299E-01    7.0114E-03    6.3343E-08    3.9093E-13    1.6030E-18
    1.719830E+04    7.3016E-07    9.9412E-01    5.8810E-03    5.2880E-08    3.3345E-13    1.3987E-18
    1.807720E+04    6.8241E-07    9.9492E-01    5.0811E-03    4.7488E-08    3.1682E-13    1.4055E-18
    1.895610E+04    5.9353E-07    9.9539E-01    4.6124E-03    4.7232E-08    3.4464E-13    1.6677E-18
    1.983499E+04    5.0219E-07    9.9552E-01    4.4827E-03    5.3007E-08    4.3605E-13    2.3672E-18
    2.071389E+04    4.3200E-07    9.9535E-01    4.6479E-03    6.5507E-08    6.2202E-13    3.8747E-18
    2.159280E+04    3.8655E-07    9.9514E-01    4.8618E-03    8.1935E-08    9.0965E-13    6.5930E-18
    2.247180E+04    3.5515E-07    9.9513E-01    4.8719E-03    9.7996E-08    1.2829E-12    1.0928E-17
    2.335099E+04    3.2517E-07    9.9528E-01    4.7160E-03    1.1382E-07    1.7718E-12    1.7900E-17
    2.423020E+04    2.8984E-07    9.9543E-01    4.5699E-03    1.3369E-07    2.4918E-12    3.0083E-17
    2.510959E+04    2.4825E-07    9.9541E-01    4.5900E-03    1.6461E-07    3.6896E-12    5.3482E-17
    2.598910E+04    2.0587E-07    9.9515E-01    4.8478E-03    2.1494E-07    5.8061E-12    1.0129E-16
    2.686880E+04    1.6754E-07    9.9479E-01    5.2069E-03    2.8685E-07    9.3615E-12    1.9703E-16
    2.774880E+04    1.3592E-07    9.9460E-01    5.3960E-03    3.7107E-07    1.4681E-11    3.7371E-16
    2.862920E+04    1.1200E-07    9.9472E-01    5.2843E-03    4.5530E-07    2.1861E-11    6.7299E-16
    2.951001E+04    9.4187E-08    9.9511E-01    4.8915E-03    5.2901E-07    3.0743E-11    1.1404E-15
    3.039160E+04    8.0315E-08    9.9565E-01    4.3464E-03    5.8876E-07    4.1100E-11    1.8218E-15
    3.127401E+04    6.8702E-08    9.9618E-01    3.8205E-03    6.4373E-07    5.3326E-11    2.7889E-15
    3.215770E+04    5.8349E-08    9.9658E-01    3.4238E-03    7.1015E-07    6.8814E-11    4.1838E-15
    3.304300E+04    4.8641E-08    9.9682E-01    3.1771E-03    8.0179E-07    8.9611E-11    6.2422E-15
    3.393049E+04    3.9897E-08    9.9696E-01    3.0382E-03    9.2095E-07    1.1725E-10    9.2363E-15
    3.482080E+04    3.2762E-08    9.9704E-01    2.9589E-03    1.0591E-06    1.5194E-10    1.3386E-14
    3.571491E+04    2.7452E-08    9.9705E-01    2.9481E-03    1.2137E-06    1.9416E-10    1.8945E-14
    3.661431E+04    2.3676E-08    9.9694E-01    3.0571E-03    1.3946E-06    2.4645E-10    2.6426E-14
    3.752090E+04    2.1015E-08    9.9674E-01    3.2542E-03    1.5810E-06    3.0689E-10    3.6009E-14
    3.843720E+04    1.8794E-08    9.9661E-01    3.3924E-03    1.7107E-06    3.6395E-10    4.6646E-14
    3.936709E+04    1.6380E-08    9.9666E-01    3.3399E-03    1.7437E-06    4.0621E-10    5.6814E-14
    3.973480E+04    1.5264E-08    9.9674E-01    3.2595E-03    1.7362E-06    4.1891E-10    6.0598E-14
    3.997999E+04    1.4521E-08    9.9679E-01    3.2058E-03    1.7267E-06    4.2644E-10    6.3087E-14
    4.014340E+04    1.4027E-08    9.9683E-01    3.1725E-03    1.7196E-06    4.3128E-10    6.4759E-14
    4.025239E+04    1.3685E-08    9.9685E-01    3.1491E-03    1.7133E-06    4.3415E-10    6.5839E-14
    4.032430E+04    1.3503E-08    9.9686E-01    3.1423E-03    1.7107E-06    4.3649E-10    6.6644E-14
    4.032500E+04    1.3501E-08    9.9686E-01    3.1425E-03    1.7111E-06    4.3672E-10    6.6696E-14
#TIME:    17.710
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    1.025000E+03    3.1554E-23    3.1473E-13    1.5766E-05    4.9178E-01    5.0757E-01    6.3375E-04
    1.040650E+03    3.1630E-23    3.1357E-13    1.5683E-05    4.9081E-01    5.0854E-01    6.4228E-04
    1.071950E+03    3.0956E-23    3.0662E-13    1.5414E-05    4.8770E-01    5.1163E-01    6.5641E-04
    1.134549E+03    3.0375E-23    3.0375E-13    1.5419E-05    4.8947E-01    5.0984E-01    6.7008E-04
    1.240830E+03    3.1950E-23    3.2427E-13    1.6509E-05    5.0796E-01    4.9137E-01    6.5972E-04
    1.357080E+03    3.7398E-23    3.8128E-13    1.9098E-05    5.4502E-01    4.5432E-01    6.3185E-04
    1.484210E+03    4.9426E-23    4.9916E-13    2.4009E-05    6.0297E-01    3.9644E-01    5.7386E-04
    1.623260E+03    7.4940E-23    7.3639E-13    3.2949E-05    6.8204E-01    3.1744E-01    4.8011E-04
    1.775330E+03    1.3345E-22    1.2448E-12    4.9571E-05    7.7663E-01    2.2298E-01    3.4745E-04
    1.941650E+03    2.8429E-22    2.4349E-12    8.1428E-05    8.6902E-01    1.3069E-01    2.0639E-04
    2.123550E+03    7.4326E-22    5.6183E-12    1.4705E-04    9.3869E-01    6.1065E-02    9.5648E-05
    2.322490E+03    2.4704E-21    1.5821E-11    2.9905E-04    9.7707E-01    2.2602E-02    3.3632E-05
    2.540061E+03    1.0666E-20    5.5484E-11    6.9560E-04    9.9162E-01    7.6727E-03    1.0450E-05
    2.778021E+03    6.4883E-20    2.5866E-10    1.9329E-03    9.9492E-01    3.1461E-03    3.6401E-06
    3.038280E+03    6.5687E-19    1.8451E-09    7.0470E-03    9.9112E-01    1.8320E-03    1.7075E-06
    3.248901E+03    6.7662E-18    1.3412E-08    2.5870E-02    9.7279E-01    1.3390E-03    1.0076E-06
    3.422981E+03    7.1520E-17    1.0105E-07    9.6103E-02    9.0286E-01    1.0352E-03    6.7305E-07
    3.565050E+03    6.0320E-16    6.2680E-07    2.9787E-01    7.0139E-01    7.3859E-04    4.5057E-07
    3.694050E+03    3.5396E-15    2.7069E-06    6.3234E-01    3.6730E-01    3.6554E-04    2.1305E-07
    3.798890E+03    1.1996E-14    6.8622E-06    8.4908E-01    1.5078E-01    1.3159E-04    6.7620E-08
    3.892640E+03    3.1927E-14    1.3773E-05    9.4004E-01    5.9906E-02    4.4023E-05    1.9129E-08
    3.972970E+03    7.1481E-14    2.4062E-05    9.7225E-01    2.7709E-02    1.6886E-05    6.1083E-09
    4.039640E+03    1.3953E-13    3.8105E-05    9.8429E-01    1.5661E-02    8.1305E-06    2.5144E-09
    4.098360E+03    2.5444E-13    5.7592E-05    9.8997E-01    9.9655E-03    4.4845E-06    1.2062E-09
    4.145830E+03    4.2117E-13    8.1507E-05    9.9315E-01    6.7649E-03    2.6299E-06    6.1286E-10
    4.187489E+03    6.6406E-13    1.1156E-04    9.9516E-01    4.7278E-03    1.6382E-06    3.4118E-10
    4.223810E+03    9.9787E-13    1.4767E-04    9.9644E-01    3.4085E-03    1.0820E-06    2.0693E-10
    4.260320E+03    1.5099E-12    1.9624E-04    9.9736E-01    2.4401E-03    7.1151E-07    1.2528E-10
    4.293410E+03    2.1950E-12    2.5340E-04    9.9792E-01    1.8271E-03    4.9433E-07    8.0914E-11
    4.323310E+03    3.0466E-12    3.1647E-04    9.9824E-01    1.4441E-03    3.6549E-07    5.6052E-11
    4.350820E+03    4.0402E-12    3.8227E-04    9.9840E-01    1.2183E-03    2.9509E-07    4.3358E-11
    4.376901E+03    5.1258E-12    4.4666E-04    9.9850E-01    1.0572E-03    2.4264E-07    3.3807E-11
    4.402650E+03    6.2866E-12    5.0821E-04    9.9857E-01    9.2357E-04    1.9730E-07    2.5604E-11
    4.428230E+03    7.2751E-12    5.5398E-04    9.9858E-01    8.7008E-04    1.8229E-07    2.3206E-11
    4.452919E+03    8.0292E-12    5.8981E-04    9.9861E-01    7.9998E-04    1.5970E-07    1.9382E-11
    4.478720E+03    8.7725E-12    6.2848E-04    9.9864E-01    7.2643E-04    1.3693E-07    1.5706E-11
    4.503780E+03    9.5603E-12    6.7054E-04    9.9865E-01    6.7796E-04    1.2403E-07    1.3817E-11
    4.528930E+03    1.0449E-11    7.1678E-04    9.9864E-01    6.3912E-04    1.1458E-07    1.2517E-11
    4.555660E+03    1.1524E-11    7.7096E-04    9.9866E-01    5.6914E-04    9.4436E-08    9.5585E-12
    4.579160E+03    1.2538E-11    8.2054E-04    9.9863E-01    5.4892E-04    9.0826E-08    9.1732E-12
    4.602110E+03    1.3653E-11    8.7372E-04    9.9864E-01    4.8939E-04    7.4368E-08    6.9042E-12
    4.623920E+03    1.4759E-11    9.2512E-04    9.9860E-01    4.7502E-04    7.2048E-08    6.6803E-12
    4.645840E+03    1.5966E-11    9.8025E-04    9.9857E-01    4.4557E-04    6.5056E-08    5.8107E-12
    4.669350E+03    1.7349E-11    1.0422E-03    9.9853E-01    4.3004E-04    6.2247E-08    5.5152E-12
    4.697060E+03    1.9152E-11    1.1216E-03    9.9848E-01    3.9705E-04    5.4642E-08    4.6073E-12
    4.734680E+03    2.1861E-11    1.2379E-03    9.9840E-01    3.6195E-04    4.7116E-08    3.7619E-12
    4.777980E+03    2.5387E-11    1.3849E-03    9.9828E-01    3.3087E-04    4.0906E-08    3.1060E-12
    4.831830E+03    3.0526E-11    1.5920E-03    9.9812E-01    2.8824E-04    3.2361E-08    2.2351E-12
    4.894890E+03    3.7656E-11    1.8664E-03    9.9787E-01    2.6178E-04    2.7811E-08    1.8206E-12
    4.958140E+03    4.6556E-11    2.1908E-03    9.9758E-01    2.2970E-04    2.2161E-08    1.3200E-12
    5.040220E+03    6.1262E-11    2.6914E-03    9.9711E-01    2.0016E-04    1.7443E-08    9.4056E-13
    5.141810E+03    8.6168E-11    3.4655E-03    9.9636E-01    1.7016E-04    1.3044E-08    6.2035E-13
    5.295750E+03    1.4505E-10    5.0655E-03    9.9480E-01    1.3443E-04    8.4444E-09    3.3043E-13
    5.565420E+03    3.5225E-10    9.6196E-03    9.9028E-01    9.9772E-05    4.8452E-09    1.4751E-13
    5.940869E+03    1.1673E-09    2.2606E-02    9.7733E-01    6.4904E-05    2.1501E-09    4.5004E-14
    6.497420E+03    5.4156E-09    7.1255E-02    9.2870E-01    4.4944E-05    1.1549E-09    1.8925E-14
    7.106120E+03    2.0443E-08    1.9574E-01    8.0423E-01    3.0576E-05    6.6776E-10    9.3664E-15
    7.771840E+03    5.9582E-08    4.2236E-01    5.7763E-01    1.8796E-05    3.6983E-10    4.7013E-15
    8.499930E+03    1.3328E-07    6.8215E-01    3.1784E-01    8.9466E-06    1.5565E-10    1.7585E-15
    9.296230E+03    2.2690E-07    8.5486E-01    1.4514E-01    3.7355E-06    5.9983E-11    6.2836E-16
    1.016710E+04    3.5349E-07    9.3723E-01    6.2769E-02    1.5845E-06    2.5142E-11    2.6138E-16
    1.104500E+04    5.3417E-07    9.7062E-01    2.9384E-02    6.7239E-07    9.7730E-12    9.3447E-17
    1.192350E+04    6.9984E-07    9.8337E-01    1.6629E-02    3.8322E-07    5.7003E-12    5.6006E-17
    1.280261E+04    7.8872E-07    9.8902E-01    1.0977E-02    2.3139E-07    3.2216E-12    2.9742E-17
    1.368190E+04    8.3963E-07    9.9073E-01    9.2660E-03    2.2234E-07    3.6290E-12    3.9408E-17
    1.456110E+04    9.0754E-07    9.9141E-01    8.5916E-03    2.3054E-07    4.3702E-12    5.5297E-17
    1.544020E+04    9.9264E-07    9.9088E-01    9.1191E-03    3.0700E-07    7.6429E-12    1.2741E-16
    1.631930E+04    1.0328E-06    9.8996E-01    1.0041E-02    4.2059E-07    1.3580E-11    2.9411E-16
    1.719830E+04    9.7941E-07    9.9084E-01    9.1612E-03    3.7055E-07    1.1841E-11    2.5358E-16
    1.807720E+04    8.5553E-07    9.9063E-01    9.3726E-03    4.2824E-07    1.5438E-11    3.7169E-16
    1.895610E+04    7.2243E-07    9.9039E-01    9.6118E-03    5.0174E-07    2.0164E-11    5.3833E-16
    1.983500E+04    6.1498E-07    9.8994E-01    1.0059E-02    6.1610E-07    2.7905E-11    8.3429E-16
    2.071389E+04    5.3780E-07    9.8915E-01    1.0850E-02    8.0065E-07    4.1852E-11    1.4348E-15
    2.159280E+04    4.8092E-07    9.8819E-01    1.1809E-02    1.0517E-06    6.4229E-11    2.5585E-15
    2.247180E+04    4.3335E-07    9.8730E-01    1.2693E-02    1.3609E-06    9.7916E-11    4.5762E-15
    2.335099E+04    3.8625E-07    9.8655E-01    1.3443E-02    1.7428E-06    1.4883E-10    8.2292E-15
    2.423020E+04    3.3407E-07    9.8576E-01    1.4241E-02    2.2536E-06    2.2977E-10    1.5127E-14
    2.510959E+04    2.7843E-07    9.8457E-01    1.5429E-02    3.0078E-06    3.6725E-10    2.8889E-14
    2.598910E+04    2.2622E-07    9.8279E-01    1.7202E-02    4.1510E-06    6.0749E-10    5.7170E-14
    2.686880E+04    1.8163E-07    9.8107E-01    1.8922E-02    5.6656E-06    9.9607E-10    1.1237E-13
    2.774880E+04    1.4704E-07    9.8028E-01    1.9717E-02    7.3485E-06    1.5557E-09    2.1068E-13
    2.862920E+04    1.2151E-07    9.8058E-01    1.9412E-02    9.0270E-06    2.2988E-09    3.7292E-13
    2.951001E+04    1.0197E-07    9.8170E-01    1.8292E-02    1.0615E-05    3.2349E-09    6.2479E-13
    3.039160E+04    8.6157E-08    9.8312E-01    1.6868E-02    1.2165E-05    4.3936E-09    9.9971E-13
    3.127401E+04    7.2784E-08    9.8433E-01    1.5657E-02    1.3911E-05    5.8740E-09    1.5527E-12
    3.215770E+04    6.1159E-08    9.8508E-01    1.4907E-02    1.6137E-05    7.8515E-09    2.3754E-12
    3.304300E+04    5.0813E-08    9.8535E-01    1.4636E-02    1.9072E-05    1.0548E-08    3.6018E-12
    3.393049E+04    4.2265E-08    9.8522E-01    1.4754E-02    2.2827E-05    1.4172E-08    5.3942E-12
    3.482080E+04    3.5715E-08    9.8486E-01    1.5112E-02    2.7295E-05    1.8822E-08    7.9047E-12
    3.571491E+04    3.0794E-08    9.8434E-01    1.5630E-02    3.2224E-05    2.4478E-08    1.1255E-11
    3.661431E+04    2.7054E-08    9.8350E-01    1.6458E-02    3.7484E-05    3.1159E-08    1.5603E-11
    3.752090E+04    2.4182E-08    9.8253E-01    1.7424E-02    4.2219E-05    3.8278E-08    2.0829E-11
    3.843720E+04    2.1477E-08    9.8209E-01    1.7866E-02    4.4911E-05    4.4391E-08    2.6244E-11
    3.936709E+04    1.8449E-08    9.8257E-01    1.7388E-02    4.5273E-05    4.8779E-08    3.1333E-11
    3.973480E+04    1.7100E-08    9.8297E-01    1.6985E-02    4.5094E-05    5.0235E-08    3.3321E-11
    3.997999E+04    1.6195E-08    9.8323E-01    1.6723E-02    4.4887E-05    5.1131E-08    3.4651E-11
    4.014340E+04    1.5597E-08    9.8339E-01    1.6564E-02    4.4733E-05    5.1712E-08    3.5548E-11
    4.025239E+04    1.5187E-08    9.8349E-01    1.6463E-02    4.4631E-05    5.2105E-08    3.6159E-11
    4.032430E+04    1.4942E-08    9.8353E-01    1.6427E-02    4.4582E-05    5.2400E-08    3.6604E-11
    4.032500E+04    1.4939E-08    9.8353E-01    1.6427E-02    4.4594E-05    5.2427E-08    3.6633E-11
#TIME:    19.480
#NVEL: 100
#vel_mid[km/s]           fe0           fe1           fe2           fe3           fe4           fe5
    1.025000E+03    7.5425E-22    5.4124E-12    1.3838E-04    9.3139E-01    6.8342E-02    1.2849E-04
    1.040650E+03    7.6659E-22    5.4315E-12    1.3774E-04    9.3119E-01    6.8544E-02    1.2986E-04
    1.071950E+03    7.5336E-22    5.3044E-12    1.3525E-04    9.2988E-01    6.9852E-02    1.3257E-04
    1.134549E+03    7.5345E-22    5.3305E-12    1.3651E-04    9.3142E-01    6.8315E-02    1.3198E-04
    1.240830E+03    8.1515E-22    5.8205E-12    1.4694E-04    9.3875E-01    6.0983E-02    1.2186E-04
