#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] s0 s1 s2 s3 s4 s5 s6 s7 s8
1.837501e+04 5.912762e+03 3.214864e+08 2.303241e-04 9.997695e-01 1.732526e-07 1.528700e-24 1.222960e-52 2.456111e-101 0.000000e+00 0.000000e+00 0.000000e+00 
1.862501e+04 5.904131e+03 2.949963e+08 2.166197e-04 9.997832e-01 1.777392e-07 1.577436e-24 1.221957e-52 2.243958e-101 0.000000e+00 0.000000e+00 0.000000e+00 
1.887501e+04 5.860753e+03 2.702427e+08 2.363078e-04 9.997636e-01 1.345136e-07 7.561848e-25 3.065942e-53 2.011645e-102 0.000000e+00 0.000000e+00 0.000000e+00 
1.912501e+04 5.832337e+03 2.477735e+08 2.390445e-04 9.997608e-01 1.180695e-07 5.256338e-25 1.518791e-53 5.599717e-103 0.000000e+00 0.000000e+00 0.000000e+00 
1.937501e+04 5.808543e+03 2.271247e+08 2.492174e-04 9.997507e-01 9.810234e-08 3.183644e-25 5.805469e-54 1.019919e-103 0.000000e+00 0.000000e+00 0.000000e+00 
1.962501e+04 5.770285e+03 2.082264e+08 2.558215e-04 9.997441e-01 8.333817e-08 2.040294e-25 2.479742e-54 2.228629e-104 0.000000e+00 0.000000e+00 0.000000e+00 
1.987501e+04 5.708098e+03 1.907446e+08 2.961451e-04 9.997038e-01 5.477829e-08 6.898641e-26 3.320934e-55 6.915759e-106 0.000000e+00 0.000000e+00 0.000000e+00 
2.012501e+04 5.688925e+03 1.749457e+08 2.928247e-04 9.997071e-01 5.073141e-08 5.483468e-26 2.070289e-55 2.872293e-106 0.000000e+00 0.000000e+00 0.000000e+00 
2.037501e+04 5.655667e+03 1.603920e+08 3.074411e-04 9.996925e-01 4.112788e-08 3.135492e-26 7.187199e-56 4.377472e-107 0.000000e+00 0.000000e+00 0.000000e+00 
2.062501e+04 5.618144e+03 1.470082e+08 3.457784e-04 9.996542e-01 2.881487e-08 1.241256e-26 1.290019e-56 2.238693e-108 0.000000e+00 0.000000e+00 0.000000e+00 
2.087500e+04 5.572798e+03 1.347491e+08 3.945174e-04 9.996055e-01 1.962906e-08 4.622873e-27 2.050038e-57 9.245745e-110 0.000000e+00 0.000000e+00 0.000000e+00 
2.112500e+04 5.550866e+03 1.235900e+08 3.929853e-04 9.996070e-01 1.788215e-08 3.507856e-27 1.194781e-57 3.402356e-110 0.000000e+00 0.000000e+00 0.000000e+00 
2.137501e+04 5.517361e+03 1.133549e+08 3.906519e-04 9.996093e-01 1.637291e-08 2.720201e-27 7.123653e-58 1.301216e-110 0.000000e+00 0.000000e+00 0.000000e+00 
2.162501e+04 5.473184e+03 1.039355e+08 4.261506e-04 9.995738e-01 1.228316e-08 1.281585e-27 1.739070e-58 1.109245e-111 0.000000e+00 0.000000e+00 0.000000e+00 
2.187500e+04 5.436093e+03 9.529518e+07 4.707680e-04 9.995292e-01 8.835429e-09 5.458180e-28 3.513703e-59 6.925066e-113 0.000000e+00 0.000000e+00 0.000000e+00 
2.212501e+04 5.416079e+03 8.740161e+07 4.773839e-04 9.995226e-01 7.794785e-09 3.804153e-28 1.764083e-59 1.969209e-113 0.000000e+00 0.000000e+00 0.000000e+00 
2.237501e+04 5.380324e+03 8.016850e+07 4.713225e-04 9.995287e-01 7.313624e-09 3.124543e-28 1.166117e-59 8.938874e-114 0.000000e+00 0.000000e+00 0.000000e+00 
2.262501e+04 5.345571e+03 7.352700e+07 4.820684e-04 9.995179e-01 6.280157e-09 2.060953e-28 5.218722e-60 2.118447e-114 0.000000e+00 0.000000e+00 0.000000e+00 
2.287500e+04 5.332634e+03 6.744530e+07 4.669316e-04 9.995331e-01 6.084114e-09 1.810748e-28 3.925702e-60 1.197508e-114 0.000000e+00 0.000000e+00 0.000000e+00 
2.312500e+04 5.320384e+03 6.186824e+07 4.445391e-04 9.995555e-01 6.102549e-09 1.757113e-28 3.535270e-60 9.206432e-115 0.000000e+00 0.000000e+00 0.000000e+00 
2.337500e+04 5.288879e+03 5.675070e+07 4.342941e-04 9.995657e-01 5.802077e-09 1.505093e-28 2.527637e-60 4.762299e-115 0.000000e+00 0.000000e+00 0.000000e+00 
2.362500e+04 5.282420e+03 5.202925e+07 5.066182e-04 9.994934e-01 3.735607e-09 4.835049e-29 3.098429e-61 1.274354e-116 0.000000e+00 0.000000e+00 0.000000e+00 
2.387500e+04 5.248342e+03 4.771260e+07 5.575121e-04 9.994425e-01 2.726370e-09 2.128065e-29 6.717341e-62 8.906596e-118 0.000000e+00 0.000000e+00 0.000000e+00 
2.412499e+04 5.237380e+03 4.377005e+07 5.226896e-04 9.994773e-01 2.820747e-09 2.228464e-29 6.907499e-62 8.514066e-118 0.000000e+00 0.000000e+00 0.000000e+00 
2.437499e+04 5.212424e+03 4.014255e+07 5.468553e-04 9.994531e-01 2.356434e-09 1.356981e-29 2.673334e-62 1.576373e-118 0.000000e+00 0.000000e+00 0.000000e+00 
2.462499e+04 5.190397e+03 3.682791e+07 4.935616e-04 9.995064e-01 2.662402e-09 1.760193e-29 4.051097e-62 2.892377e-118 0.000000e+00 0.000000e+00 0.000000e+00 
2.487499e+04 5.151134e+03 3.376619e+07 5.909967e-04 9.994090e-01 1.604820e-09 4.843290e-30 3.767003e-63 4.862509e-120 0.000000e+00 0.000000e+00 0.000000e+00 
2.512498e+04 5.122917e+03 3.096363e+07 6.581800e-04 9.993418e-01 1.154702e-09 2.046971e-30 7.568545e-64 2.981230e-121 0.000000e+00 0.000000e+00 0.000000e+00 
2.537498e+04 5.110106e+03 2.839398e+07 7.222729e-04 9.992777e-01 8.516181e-10 9.260203e-31 1.716972e-64 2.232064e-122 0.000000e+00 0.000000e+00 0.000000e+00 
2.562498e+04 5.109171e+03 2.605922e+07 5.564941e-04 9.994435e-01 1.360042e-09 2.819903e-30 1.212808e-63 5.502554e-121 0.000000e+00 0.000000e+00 0.000000e+00 
2.587498e+04 5.076252e+03 2.390173e+07 5.629482e-04 9.994371e-01 1.193885e-09 1.971679e-30 6.010220e-64 1.536549e-121 0.000000e+00 0.000000e+00 0.000000e+00 
2.612497e+04 5.063713e+03 2.192213e+07 5.783004e-04 9.994217e-01 1.017216e-09 1.270778e-30 2.594938e-64 3.410489e-122 0.000000e+00 0.000000e+00 0.000000e+00 
2.637497e+04 5.045139e+03 2.011213e+07 5.223807e-04 9.994776e-01 1.153119e-09 1.665796e-30 3.994676e-64 6.452938e-122 0.000000e+00 0.000000e+00 0.000000e+00 
2.662497e+04 5.043382e+03 1.845263e+07 4.548195e-04 9.995452e-01 1.399716e-09 2.573785e-30 8.355986e-64 2.044925e-121 0.000000e+00 0.000000e+00 0.000000e+00 
2.687497e+04 5.033141e+03 1.692336e+07 4.805382e-04 9.995195e-01 1.124459e-09 1.437770e-30 2.767900e-64 2.902451e-122 0.000000e+00 0.000000e+00 0.000000e+00 
2.712497e+04 5.001747e+03 1.552111e+07 5.028916e-04 9.994971e-01 9.240634e-10 8.486296e-31 1.014165e-64 4.924147e-123 0.000000e+00 0.000000e+00 0.000000e+00 
2.737497e+04 4.993480e+03 1.423433e+07 5.408033e-04 9.994592e-01 7.050979e-10 4.175823e-31 2.692607e-65 4.791928e-124 0.000000e+00 0.000000e+00 0.000000e+00 
2.762497e+04 4.942391e+03 1.305511e+07 5.668427e-04 9.994332e-01 5.767873e-10 2.438915e-31 9.646270e-66 7.831379e-125 0.000000e+00 0.000000e+00 0.000000e+00 
2.787497e+04 4.958692e+03 1.197580e+07 5.404686e-04 9.994595e-01 5.784915e-10 2.357421e-31 8.582316e-66 5.866393e-125 0.000000e+00 0.000000e+00 0.000000e+00 
2.812497e+04 4.937899e+03 1.098564e+07 5.145280e-04 9.994855e-01 5.825403e-10 2.288763e-31 7.747491e-66 4.494728e-125 0.000000e+00 0.000000e+00 0.000000e+00 
2.837497e+04 4.917928e+03 1.007600e+07 5.255301e-04 9.994745e-01 4.997372e-10 1.518556e-31 3.514281e-66 1.086525e-125 0.000000e+00 0.000000e+00 0.000000e+00 
2.862497e+04 4.894274e+03 9.242877e+06 5.032677e-04 9.994967e-01 4.997484e-10 1.453493e-31 3.072397e-66 7.918548e-126 0.000000e+00 0.000000e+00 0.000000e+00 
2.887497e+04 4.881720e+03 8.476759e+06 5.322836e-04 9.994677e-01 3.982553e-10 7.888519e-32 9.650033e-67 1.037761e-126 0.000000e+00 0.000000e+00 0.000000e+00 
2.912498e+04 4.873989e+03 7.773029e+06 6.146847e-04 9.993853e-01 2.596729e-10 2.638544e-32 1.275366e-67 3.131965e-128 0.000000e+00 0.000000e+00 0.000000e+00 
2.937498e+04 4.882285e+03 7.129960e+06 6.114980e-04 9.993885e-01 2.414048e-10 2.108299e-32 8.077250e-68 1.318828e-128 0.000000e+00 0.000000e+00 0.000000e+00 
2.962498e+04 4.829522e+03 6.541971e+06 5.121754e-04 9.994878e-01 3.187421e-10 4.022814e-32 2.456453e-67 7.856670e-128 0.000000e+00 0.000000e+00 0.000000e+00 
2.987498e+04 4.790546e+03 5.997821e+06 6.320327e-04 9.993680e-01 1.782656e-10 9.237401e-33 1.647607e-68 7.670824e-130 0.000000e+00 0.000000e+00 0.000000e+00 
3.012498e+04 4.765122e+03 5.500623e+06 6.800106e-04 9.993200e-01 1.389587e-10 4.736422e-33 4.671377e-69 8.337522e-131 0.000000e+00 0.000000e+00 0.000000e+00 
3.037497e+04 4.737476e+03 5.044149e+06 7.607112e-04 9.992393e-01 9.798992e-11 1.908225e-33 8.574118e-70 4.409546e-132 0.000000e+00 0.000000e+00 0.000000e+00 
3.062497e+04 4.712780e+03 4.624768e+06 8.795075e-04 9.991205e-01 6.423923e-11 6.445031e-34 1.153914e-70 1.364996e-133 0.000000e+00 0.000000e+00 0.000000e+00 
3.087497e+04 4.660778e+03 4.240894e+06 9.456697e-04 9.990543e-01 4.850371e-11 3.111559e-34 2.951405e-71 1.273604e-134 0.000000e+00 0.000000e+00 0.000000e+00 
3.112498e+04 4.703955e+03 3.893274e+06 7.061676e-04 9.992938e-01 8.410723e-11 1.174170e-33 3.064501e-70 5.954126e-133 0.000000e+00 0.000000e+00 0.000000e+00 
3.137498e+04 4.726808e+03 3.572445e+06 5.869280e-04 9.994131e-01 1.144782e-10 2.389506e-33 1.053927e-69 4.324733e-132 0.000000e+00 0.000000e+00 0.000000e+00 
3.162498e+04 4.671583e+03 3.274630e+06 7.726698e-04 9.992273e-01 5.619417e-11 3.947443e-34 3.878189e-71 1.523574e-134 0.000000e+00 0.000000e+00 0.000000e+00 
3.187499e+04 4.687430e+03 3.004537e+06 6.849359e-04 9.993151e-01 6.644095e-11 5.725805e-34 7.184265e-71 3.943243e-134 0.000000e+00 0.000000e+00 0.000000e+00 
3.212499e+04 4.617910e+03 2.754492e+06 8.330319e-04 9.991670e-01 3.900050e-11 1.472829e-34 5.844184e-72 5.278618e-136 0.000000e+00 0.000000e+00 0.000000e+00 
3.237499e+04 4.619169e+03 2.527967e+06 6.692177e-04 9.993308e-01 5.703122e-11 3.609408e-34 2.813026e-71 6.807780e-135 0.000000e+00 0.000000e+00 0.000000e+00 
3.262499e+04 4.633369e+03 2.317188e+06 8.578070e-04 9.991422e-01 2.966641e-11 6.898839e-35 1.346183e-72 3.722294e-137 0.000000e+00 0.000000e+00 0.000000e+00 
3.287499e+04 4.560529e+03 2.122622e+06 1.233949e-03 9.987661e-01 1.211042e-11 7.147133e-36 2.138031e-74 3.191775e-140 0.000000e+00 0.000000e+00 0.000000e+00 
3.312499e+04 4.546216e+03 1.946594e+06 1.278364e-03 9.987216e-01 1.007044e-11 4.361084e-36 8.306035e-75 5.909103e-141 0.000000e+00 0.000000e+00 0.000000e+00 
3.337499e+04 4.547371e+03 1.786899e+06 1.055147e-03 9.989449e-01 1.386920e-11 9.228002e-36 3.063914e-74 4.858752e-140 0.000000e+00 0.000000e+00 0.000000e+00 
3.362499e+04 4.589408e+03 1.641660e+06 6.035958e-04 9.993964e-01 4.274646e-11 1.430819e-34 4.076746e-72 1.670278e-136 0.000000e+00 0.000000e+00 0.000000e+00 
3.387499e+04 4.521164e+03 1.505365e+06 6.841968e-04 9.993158e-01 2.935355e-11 5.417457e-35 6.712467e-73 7.316805e-138 0.000000e+00 0.000000e+00 0.000000e+00 
3.412499e+04 4.544568e+03 1.380803e+06 6.795379e-04 9.993205e-01 2.680530e-11 4.185389e-35 3.997282e-73 2.821611e-138 0.000000e+00 0.000000e+00 0.000000e+00 
3.437499e+04 4.482725e+03 1.265171e+06 9.657331e-04 9.990343e-01 1.116869e-11 4.585311e-36 6.993240e-75 2.817789e-141 0.000000e+00 0.000000e+00 0.000000e+00 
3.462499e+04 4.421923e+03 1.159553e+06 1.175088e-03 9.988249e-01 6.546920e-12 1.169492e-36 5.651614e-76 3.749091e-143 0.000000e+00 0.000000e+00 0.000000e+00 
3.487500e+04 4.491357e+03 1.065459e+06 7.007281e-04 9.992993e-01 1.843220e-11 1.456296e-35 5.087896e-74 6.641684e-140 0.000000e+00 0.000000e+00 0.000000e+00 
3.512500e+04 4.422372e+03 9.760360e+05 1.035472e-03 9.989645e-01 7.002708e-12 1.274427e-36 5.973874e-76 3.418384e-143 0.000000e+00 0.000000e+00 0.000000e+00 
3.537500e+04 4.406690e+03 8.958114e+05 8.760435e-04 9.991240e-01 9.158636e-12 2.371109e-36 1.733987e-75 1.875167e-142 0.000000e+00 0.000000e+00 0.000000e+00 
3.562500e+04 4.381722e+03 8.215902e+05 9.003744e-04 9.990996e-01 7.779550e-12 1.524318e-36 7.384649e-76 4.067481e-143 0.000000e+00 0.000000e+00 0.000000e+00 
3.587500e+04 4.403121e+03 7.536882e+05 8.613264e-04 9.991387e-01 7.751938e-12 1.434109e-36 6.287683e-76 2.850991e-143 0.000000e+00 0.000000e+00 0.000000e+00 
3.612499e+04 4.315292e+03 6.901705e+05 1.280050e-03 9.987200e-01 2.921139e-12 1.233161e-37 7.127016e-78 1.378515e-146 0.000000e+00 0.000000e+00 0.000000e+00 
3.637499e+04 4.279849e+03 6.320893e+05 1.663894e-03 9.983361e-01 1.479585e-12 2.186100e-38 2.984769e-79 5.990017e-149 0.000000e+00 0.000000e+00 0.000000e+00 
3.662499e+04 4.285099e+03 5.801072e+05 1.506108e-03 9.984939e-01 1.662297e-12 2.800245e-38 4.423495e-79 1.059854e-148 0.000000e+00 0.000000e+00 0.000000e+00 
3.687499e+04 4.259497e+03 5.316879e+05 1.698330e-03 9.983017e-01 1.150482e-12 1.077435e-38 7.487263e-80 4.894113e-150 0.000000e+00 0.000000e+00 0.000000e+00 
3.712499e+04 4.248449e+03 4.871755e+05 1.943236e-03 9.980568e-01 7.601095e-13 3.741060e-39 1.057544e-80 1.645802e-151 0.000000e+00 0.000000e+00 0.000000e+00 
3.737499e+04 4.258482e+03 4.476005e+05 1.526651e-03 9.984733e-01 1.179356e-12 1.063591e-38 6.613077e-80 3.299303e-150 0.000000e+00 0.000000e+00 0.000000e+00 
3.762499e+04 4.231784e+03 4.106476e+05 1.446723e-03 9.985533e-01 1.187256e-12 1.030004e-38 5.912693e-80 2.500315e-150 0.000000e+00 0.000000e+00 0.000000e+00 
3.787499e+04 4.195979e+03 3.759086e+05 1.944487e-03 9.980555e-01 5.669988e-13 1.583123e-39 1.910072e-81 7.046616e-153 0.000000e+00 0.000000e+00 0.000000e+00 
3.812499e+04 4.188753e+03 3.450344e+05 1.763241e-03 9.982368e-01 6.241312e-13 1.940498e-39 2.621538e-81 1.100859e-152 0.000000e+00 0.000000e+00 0.000000e+00 
3.837499e+04 4.162991e+03 3.161907e+05 1.959344e-03 9.980407e-01 4.479958e-13 8.133317e-40 5.173892e-82 6.510736e-154 0.000000e+00 0.000000e+00 0.000000e+00 
3.862500e+04 4.177361e+03 2.904150e+05 1.625003e-03 9.983750e-01 6.121586e-13 1.691784e-39 1.847606e-81 5.064221e-153 0.000000e+00 0.000000e+00 0.000000e+00 
3.887500e+04 4.156900e+03 2.662172e+05 1.770856e-03 9.982291e-01 4.584819e-13 7.944594e-40 4.463528e-82 4.245203e-154 0.000000e+00 0.000000e+00 0.000000e+00 
3.912500e+04 4.203241e+03 2.447689e+05 1.205168e-03 9.987948e-01 9.643992e-13 4.815382e-39 1.095367e-80 8.479834e-152 0.000000e+00 0.000000e+00 0.000000e+00 
3.937501e+04 4.160969e+03 2.237932e+05 1.932674e-03 9.980673e-01 3.057663e-13 2.668244e-40 5.624946e-83 1.078836e-155 0.000000e+00 0.000000e+00 0.000000e+00 
3.962501e+04 4.251427e+03 2.056795e+05 1.471846e-03 9.985282e-01 5.047678e-13 8.915992e-40 4.701731e-82 3.522367e-154 0.000000e+00 0.000000e+00 0.000000e+00 
3.987501e+04 4.188009e+03 1.894103e+05 5.725708e-04 9.994274e-01 3.651424e-12 1.150284e-37 2.862854e-78 7.628563e-148 0.000000e+00 0.000000e+00 0.000000e+00 
4.012501e+04 4.236826e+03 1.736415e+05 6.911108e-04 9.993089e-01 2.166726e-12 3.063302e-38 2.502942e-79 1.152474e-149 0.000000e+00 0.000000e+00 0.000000e+00 
4.037501e+04 4.233288e+03 1.596025e+05 2.361967e-04 9.997638e-01 2.056541e-11 7.798565e-36 5.192256e-75 1.946587e-142 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 8.722052e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] s0 s1 s2 s3 s4 s5 s6 s7 s8
1.249994e+02 4.253985e+04 3.882884e+11 2.934207e-32 4.834004e-23 7.808776e-15 3.583248e-08 2.775327e-03 9.972246e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.749991e+02 4.246074e+04 3.602288e+11 2.771317e-32 4.832398e-23 8.077207e-15 3.746153e-08 2.882727e-03 9.971172e-01 0.000000e+00 0.000000e+00 0.000000e+00 
6.249988e+02 4.214508e+04 3.310448e+11 2.876440e-32 5.301673e-23 9.108726e-15 4.201858e-08 3.116143e-03 9.968838e-01 0.000000e+00 0.000000e+00 0.000000e+00 
8.749978e+02 4.162391e+04 3.032680e+11 4.072983e-32 7.788204e-23 1.326472e-14 5.724193e-08 3.770262e-03 9.962297e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.125000e+03 4.098699e+04 2.778560e+11 6.804372e-32 1.334984e-22 2.208791e-14 8.657167e-08 4.830214e-03 9.951697e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.375003e+03 4.025190e+04 2.550942e+11 1.280095e-31 2.569533e-22 4.048961e-14 1.407792e-07 6.447191e-03 9.935527e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.625005e+03 3.942709e+04 2.349679e+11 2.954808e-31 5.967553e-22 8.763034e-14 2.592699e-07 9.269986e-03 9.907298e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.875006e+03 3.847357e+04 2.173524e+11 8.999917e-31 1.799983e-21 2.366358e-13 5.648224e-07 1.466366e-02 9.853358e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.125006e+03 3.743199e+04 2.019943e+11 3.534298e-30 6.837597e-21 7.807797e-13 1.427579e-06 2.517899e-02 9.748196e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.375008e+03 3.623570e+04 1.882542e+11 1.939349e-29 3.572485e-20 3.362339e-12 4.413070e-06 4.833362e-02 9.516620e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.625010e+03 3.486776e+04 1.758503e+11 1.637829e-28 2.782413e-19 2.050976e-11 1.766411e-05 1.062376e-01 8.937448e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.875008e+03 3.334846e+04 1.661109e+11 2.274675e-27 3.443604e-18 1.816580e-10 9.098698e-05 2.574805e-01 7.424285e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.125008e+03 3.168150e+04 1.598540e+11 4.639129e-26 5.946634e-17 2.024118e-09 5.129443e-04 5.670046e-01 4.324824e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.375011e+03 2.989112e+04 1.551640e+11 1.044135e-24 1.089624e-15 2.168670e-08 2.411984e-03 8.642942e-01 1.332938e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.625012e+03 2.799460e+04 1.508517e+11 2.950850e-23 2.368198e-14 2.480969e-07 1.033737e-02 9.679539e-01 2.170848e-02 0.000000e+00 0.000000e+00 0.000000e+00 
3.875015e+03 2.595117e+04 1.454128e+11 1.412399e-21 8.290168e-13 3.982790e-06 5.053055e-02 9.474478e-01 2.017713e-03 0.000000e+00 0.000000e+00 0.000000e+00 
4.125020e+03 2.378293e+04 1.352941e+11 1.207433e-19 4.873165e-11 9.120897e-05 2.753642e-01 7.244599e-01 8.469405e-05 0.000000e+00 0.000000e+00 0.000000e+00 
4.375025e+03 2.179190e+04 1.165984e+11 5.357087e-18 1.522827e-09 1.096798e-03 7.460039e-01 2.528980e-01 1.323409e-06 0.000000e+00 0.000000e+00 0.000000e+00 
4.625029e+03 2.058451e+04 9.862435e+10 4.438583e-17 1.013690e-08 3.828401e-03 9.231465e-01 7.302502e-02 4.035075e-08 0.000000e+00 0.000000e+00 0.000000e+00 
4.875029e+03 1.968591e+04 8.585409e+10 2.168126e-16 4.164520e-08 9.316503e-03 9.670702e-01 2.361326e-02 2.092993e-09 0.000000e+00 0.000000e+00 0.000000e+00 
5.125029e+03 1.881512e+04 7.648240e+10 1.192313e-15 1.823537e-07 2.302800e-02 9.702154e-01 6.756440e-03 8.603356e-11 0.000000e+00 0.000000e+00 0.000000e+00 
5.375030e+03 1.798361e+04 6.911696e+10 6.958954e-15 8.360941e-07 5.760892e-02 9.406059e-01 1.784347e-03 3.020645e-12 0.000000e+00 0.000000e+00 0.000000e+00 
5.625029e+03 1.718600e+04 6.245333e+10 4.170694e-14 3.837038e-06 1.404134e-01 8.591630e-01 4.198499e-04 8.772360e-14 0.000000e+00 0.000000e+00 0.000000e+00 
5.875027e+03 1.641388e+04 5.569274e+10 2.454312e-13 1.696808e-05 3.181515e-01 6.817533e-01 7.817438e-05 1.727108e-15 0.000000e+00 0.000000e+00 0.000000e+00 
6.125024e+03 1.569175e+04 4.872305e+10 1.123887e-12 5.966518e-05 5.718602e-01 4.280687e-01 1.145373e-05 2.611385e-17 0.000000e+00 0.000000e+00 0.000000e+00 
6.375019e+03 1.502348e+04 4.185929e+10 4.017359e-12 1.628562e-04 7.962657e-01 2.035702e-01 1.226826e-06 2.684244e-19 0.000000e+00 0.000000e+00 0.000000e+00 
6.625017e+03 1.440793e+04 3.561606e+10 1.155467e-11 3.635399e-04 9.176925e-01 8.194385e-02 1.135816e-07 2.476001e-21 0.000000e+00 0.000000e+00 0.000000e+00 
6.875017e+03 1.383904e+04 3.050471e+10 3.081216e-11 7.446271e-04 9.692991e-01 2.995626e-02 9.479018e-09 2.019908e-23 0.000000e+00 0.000000e+00 0.000000e+00 
7.125017e+03 1.332653e+04 2.680063e+10 8.103595e-11 1.482935e-03 9.878446e-01 1.067246e-02 7.846709e-10 1.700120e-25 0.000000e+00 0.000000e+00 0.000000e+00 
7.375020e+03 1.285999e+04 2.408352e+10 2.134379e-10 2.929041e-03 9.933269e-01 3.744078e-03 6.494830e-11 1.472161e-27 0.000000e+00 0.000000e+00 0.000000e+00 
7.625021e+03 1.242623e+04 2.189486e+10 5.851586e-10 5.907051e-03 9.928283e-01 1.264608e-03 4.936409e-12 1.098212e-29 0.000000e+00 0.000000e+00 0.000000e+00 
7.875023e+03 1.200630e+04 2.000281e+10 1.573909e-09 1.172124e-02 9.878468e-01 4.319942e-04 3.897010e-13 8.881558e-32 0.000000e+00 0.000000e+00 0.000000e+00 
8.125025e+03 1.161560e+04 1.829248e+10 4.223521e-09 2.316337e-02 9.766891e-01 1.474933e-04 3.065352e-14 7.193183e-34 0.000000e+00 0.000000e+00 0.000000e+00 
8.375030e+03 1.125419e+04 1.670779e+10 1.148253e-08 4.607409e-02 9.538777e-01 4.823381e-05 2.210117e-15 4.967363e-36 0.000000e+00 0.000000e+00 0.000000e+00 
8.625034e+03 1.089888e+04 1.520594e+10 3.136211e-08 9.161964e-02 9.083656e-01 1.468263e-05 1.421279e-16 2.834727e-38 0.000000e+00 0.000000e+00 0.000000e+00 
8.875032e+03 1.056348e+04 1.375632e+10 8.063104e-08 1.723542e-01 8.276414e-01 4.351517e-06 8.959005e-18 1.604088e-40 0.000000e+00 0.000000e+00 0.000000e+00 
9.125029e+03 1.022601e+04 1.232765e+10 1.964616e-07 3.063311e-01 6.936676e-01 1.140594e-06 4.748597e-19 6.936676e-43 0.000000e+00 0.000000e+00 0.000000e+00 
9.375026e+03 9.920704e+03 1.096662e+10 4.129880e-07 4.774223e-01 5.225770e-01 2.760018e-07 2.394722e-20 3.044138e-45 0.000000e+00 0.000000e+00 0.000000e+00 
9.625020e+03 9.643337e+03 9.728798e+09 7.688047e-07 6.581853e-01 3.418139e-01 5.696898e-08 1.006636e-21 1.050884e-47 0.000000e+00 0.000000e+00 0.000000e+00 
9.875013e+03 9.381886e+03 8.692400e+09 1.228069e-06 7.924975e-01 2.075013e-01 1.185721e-08 4.754985e-23 4.894126e-50 0.000000e+00 0.000000e+00 0.000000e+00 
1.012500e+04 9.139085e+03 7.822441e+09 1.816390e-06 8.852443e-01 1.147539e-01 2.236062e-09 2.019668e-24 2.032783e-52 0.000000e+00 0.000000e+00 0.000000e+00 
1.037500e+04 8.926998e+03 7.088086e+09 2.502138e-06 9.365147e-01 6.348283e-02 4.482402e-10 1.008004e-25 1.143835e-54 0.000000e+00 0.000000e+00 0.000000e+00 
