#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] s0 s1 s2 s3 s4 s5 s6 s7 s8
3.237499e+04 4.195433e+03 2.287982e+05 1.102183e-03 9.988978e-01 1.080960e-12 6.182979e-39 1.655397e-80 1.570505e-151 0.000000e+00 0.000000e+00 0.000000e+00 
3.262499e+04 4.178659e+03 2.097714e+05 1.196403e-03 9.988036e-01 8.166416e-13 2.963992e-39 4.137239e-81 1.400178e-152 0.000000e+00 0.000000e+00 0.000000e+00 
3.287499e+04 4.132968e+03 1.921253e+05 1.521251e-03 9.984787e-01 4.303208e-13 5.832864e-40 2.084366e-82 8.404703e-155 0.000000e+00 0.000000e+00 0.000000e+00 
3.312499e+04 4.141011e+03 1.763982e+05 1.293737e-03 9.987063e-01 5.570765e-13 1.053681e-39 5.790664e-82 4.251373e-154 0.000000e+00 0.000000e+00 0.000000e+00 
3.337499e+04 4.136923e+03 1.618278e+05 1.250434e-03 9.987496e-01 5.413223e-13 9.448171e-40 4.494373e-82 2.556799e-154 0.000000e+00 0.000000e+00 0.000000e+00 
3.362499e+04 4.144439e+03 1.485729e+05 1.040401e-03 9.989596e-01 7.350423e-13 1.928123e-39 1.546424e-81 1.858327e-153 0.000000e+00 0.000000e+00 0.000000e+00 
3.387499e+04 4.162652e+03 1.364128e+05 8.231314e-04 9.991769e-01 1.108611e-12 5.138624e-39 8.611953e-81 3.045110e-152 0.000000e+00 0.000000e+00 0.000000e+00 
3.412499e+04 4.141197e+03 1.250836e+05 8.878121e-04 9.991122e-01 8.463981e-13 2.521076e-39 2.262238e-81 2.950746e-153 0.000000e+00 0.000000e+00 0.000000e+00 
3.437499e+04 4.149380e+03 1.147922e+05 7.705922e-04 9.992294e-01 1.038747e-12 4.036435e-39 4.996147e-81 1.027456e-152 0.000000e+00 0.000000e+00 0.000000e+00 
3.462499e+04 4.159017e+03 1.053214e+05 7.102644e-04 9.992897e-01 1.122279e-12 4.673601e-39 6.210970e-81 1.349810e-152 0.000000e+00 0.000000e+00 0.000000e+00 
3.487500e+04 4.176715e+03 9.668714e+04 5.299204e-04 9.994701e-01 1.931862e-12 1.727272e-38 6.238303e-80 5.969989e-151 0.000000e+00 0.000000e+00 0.000000e+00 
3.512500e+04 4.198029e+03 8.871317e+04 4.649852e-04 9.995350e-01 2.321264e-12 2.610507e-38 1.244842e-79 1.750102e-150 0.000000e+00 0.000000e+00 0.000000e+00 
3.537500e+04 4.210091e+03 8.145194e+04 2.652683e-04 9.997347e-01 7.169412e-12 4.102497e-37 1.712693e-77 6.372811e-147 0.000000e+00 0.000000e+00 0.000000e+00 
3.562500e+04 4.257127e+03 7.476546e+04 1.330258e-04 9.998670e-01 2.964823e-11 1.325911e-35 8.564078e-75 2.030165e-142 0.000000e+00 0.000000e+00 0.000000e+00 
3.587500e+04 4.285033e+03 6.858874e+04 1.094667e-04 9.998905e-01 4.080122e-11 2.814858e-35 3.151314e-74 1.663325e-141 0.000000e+00 0.000000e+00 0.000000e+00 
3.612499e+04 4.310809e+03 6.292632e+04 8.496687e-05 9.999150e-01 6.476134e-11 8.393069e-35 2.144895e-73 3.839052e-140 0.000000e+00 0.000000e+00 0.000000e+00 
3.637499e+04 4.351773e+03 5.772861e+04 7.174626e-05 9.999283e-01 8.473968e-11 1.570509e-34 6.270737e-73 2.135440e-139 0.000000e+00 0.000000e+00 0.000000e+00 
3.662499e+04 4.371594e+03 5.297339e+04 4.877063e-05 9.999512e-01 1.766785e-10 9.386045e-34 1.509129e-71 4.116364e-137 0.000000e+00 0.000000e+00 0.000000e+00 
3.687499e+04 4.414510e+03 4.860640e+04 3.932731e-05 9.999607e-01 2.583791e-10 2.301923e-33 7.180926e-71 5.201138e-136 0.000000e+00 0.000000e+00 0.000000e+00 
3.712499e+04 4.445730e+03 4.461404e+04 2.817439e-05 9.999718e-01 4.795485e-10 1.029168e-32 1.021869e-69 4.138570e-134 0.000000e+00 0.000000e+00 0.000000e+00 
3.737499e+04 4.470251e+03 4.097284e+04 1.912662e-05 9.999809e-01 9.999809e-10 6.150676e-32 2.436461e-68 7.928420e-132 0.000000e+00 0.000000e+00 0.000000e+00 
3.762499e+04 4.511108e+03 3.762847e+04 1.478239e-05 9.999852e-01 1.626063e-09 1.956493e-31 1.860842e-67 2.208663e-130 0.000000e+00 0.000000e+00 0.000000e+00 
3.787499e+04 4.549591e+03 3.458311e+04 1.103761e-05 9.999890e-01 2.726385e-09 6.754642e-31 1.660359e-66 8.047081e-129 0.000000e+00 0.000000e+00 0.000000e+00 
3.812499e+04 4.584931e+03 3.182130e+04 8.204267e-06 9.999918e-01 4.809042e-09 2.631557e-30 1.826610e-65 4.189852e-127 0.000000e+00 0.000000e+00 0.000000e+00 
3.837499e+04 4.619461e+03 2.932644e+04 6.029210e-06 9.999940e-01 8.560128e-09 1.060736e-29 2.148468e-64 2.429682e-125 0.000000e+00 0.000000e+00 0.000000e+00 
3.862500e+04 4.659295e+03 2.706344e+04 4.583312e-06 9.999954e-01 1.409307e-08 3.529396e-29 1.789207e-63 7.928885e-124 0.000000e+00 0.000000e+00 0.000000e+00 
3.887500e+04 4.700573e+03 2.503284e+04 3.516030e-06 9.999965e-01 2.312826e-08 1.149729e-28 1.430476e-62 2.419778e-122 0.000000e+00 0.000000e+00 0.000000e+00 
3.912500e+04 4.744149e+03 2.321747e+04 2.711363e-06 9.999973e-01 3.717191e-08 3.615150e-28 1.081630e-61 6.676366e-121 0.000000e+00 0.000000e+00 0.000000e+00 
3.937501e+04 4.790189e+03 2.161054e+04 2.098565e-06 9.999978e-01 5.977730e-08 1.124004e-27 7.996803e-61 1.796499e-119 0.000000e+00 0.000000e+00 0.000000e+00 
3.962501e+04 4.839001e+03 2.021667e+04 1.625647e-06 9.999983e-01 9.722687e-08 3.639508e-27 6.412467e-60 5.580580e-118 0.000000e+00 0.000000e+00 0.000000e+00 
3.987501e+04 4.892137e+03 1.905401e+04 1.232074e-06 9.999986e-01 1.650941e-07 1.316979e-26 6.283010e-59 2.433959e-116 0.000000e+00 0.000000e+00 0.000000e+00 
4.012501e+04 4.953334e+03 1.815407e+04 9.115215e-07 9.999988e-01 3.024688e-07 5.740734e-26 8.641965e-58 1.909463e-114 0.000000e+00 0.000000e+00 0.000000e+00 
4.037501e+04 5.029831e+03 1.755703e+04 6.434969e-07 9.999987e-01 6.210754e-07 3.363224e-25 2.053809e-56 3.811654e-112 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.940933e+01 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] s0 s1 s2 s3 s4 s5 s6 s7 s8
1.249994e+02 2.047717e+04 2.127040e+10 4.239571e-19 4.388328e-10 7.251897e-04 7.512222e-01 2.480521e-01 5.429626e-07 0.000000e+00 0.000000e+00 0.000000e+00 
3.749991e+02 2.039250e+04 1.974695e+10 3.914199e-19 4.267244e-10 7.275805e-04 7.552101e-01 2.440618e-01 5.004034e-07 0.000000e+00 0.000000e+00 0.000000e+00 
6.249988e+02 2.018623e+04 1.811698e+10 5.143136e-19 5.655896e-10 8.949989e-04 7.955546e-01 2.035501e-01 2.796872e-07 0.000000e+00 0.000000e+00 0.000000e+00 
8.749978e+02 1.989170e+04 1.659930e+10 7.664645e-19 8.331136e-10 1.172418e-03 8.422021e-01 1.566254e-01 1.284510e-07 0.000000e+00 0.000000e+00 0.000000e+00 
1.125000e+03 1.951768e+04 1.522650e+10 1.458026e-18 1.511695e-09 1.744264e-03 8.944943e-01 1.037613e-01 3.998390e-08 0.000000e+00 0.000000e+00 0.000000e+00 
1.375003e+03 1.908150e+04 1.402527e+10 3.265696e-18 3.111168e-09 2.778073e-03 9.374710e-01 5.975090e-02 9.031314e-09 0.000000e+00 0.000000e+00 0.000000e+00 
1.625005e+03 1.857277e+04 1.299932e+10 8.952651e-18 7.548314e-09 4.835389e-03 9.654820e-01 2.968259e-02 1.436254e-09 0.000000e+00 0.000000e+00 0.000000e+00 
1.875006e+03 1.801506e+04 1.214971e+10 3.019991e-17 2.152276e-08 9.187580e-03 9.783071e-01 1.250532e-02 1.573798e-10 0.000000e+00 0.000000e+00 0.000000e+00 
2.125006e+03 1.741670e+04 1.147687e+10 1.316385e-16 7.573023e-08 1.972036e-02 9.758527e-01 4.426915e-03 1.128330e-11 0.000000e+00 0.000000e+00 0.000000e+00 
2.375008e+03 1.675537e+04 1.096785e+10 7.654580e-16 3.313671e-07 4.771686e-02 9.510236e-01 1.259195e-03 4.871097e-13 0.000000e+00 0.000000e+00 0.000000e+00 
2.625010e+03 1.601726e+04 1.055889e+10 6.180128e-15 1.895859e-06 1.308050e-01 8.689353e-01 2.578925e-04 1.029247e-14 0.000000e+00 0.000000e+00 0.000000e+00 
2.875008e+03 1.518259e+04 1.004608e+10 6.428291e-14 1.285658e-05 3.640956e-01 6.358607e-01 3.083489e-05 7.665170e-17 0.000000e+00 0.000000e+00 0.000000e+00 
3.125008e+03 1.424743e+04 9.065901e+09 6.412235e-13 7.783318e-05 7.492482e-01 2.506727e-01 1.276907e-06 9.874565e-20 0.000000e+00 0.000000e+00 0.000000e+00 
3.375011e+03 1.323371e+04 7.725097e+09 5.768370e-12 3.822274e-04 9.590644e-01 4.055339e-02 1.211940e-08 1.176981e-23 0.000000e+00 0.000000e+00 0.000000e+00 
3.625012e+03 1.222627e+04 7.023054e+09 7.137751e-11 2.123714e-03 9.945198e-01 3.356504e-03 3.263268e-11 1.616095e-28 0.000000e+00 0.000000e+00 0.000000e+00 
3.875015e+03 1.128429e+04 6.761559e+09 1.246264e-09 1.439483e-02 9.854177e-01 1.874226e-04 3.796757e-14 5.091325e-34 0.000000e+00 0.000000e+00 0.000000e+00 
4.125020e+03 1.038891e+04 6.371272e+09 2.605345e-08 1.082368e-01 8.917559e-01 7.270062e-06 2.078529e-17 4.070852e-40 0.000000e+00 0.000000e+00 0.000000e+00 
4.375025e+03 9.559144e+03 5.533568e+09 3.576422e-07 5.294703e-01 4.705292e-01 1.318681e-07 3.846152e-21 6.473523e-47 0.000000e+00 0.000000e+00 0.000000e+00 
4.625029e+03 9.159122e+03 4.820591e+09 9.750533e-07 8.101944e-01 1.898046e-01 6.995655e-09 1.268979e-23 2.830800e-51 0.000000e+00 0.000000e+00 0.000000e+00 
4.875029e+03 8.849381e+03 4.319130e+09 1.701521e-06 9.204758e-01 7.952249e-02 6.321625e-10 1.406118e-25 1.205244e-54 0.000000e+00 0.000000e+00 0.000000e+00 
5.125029e+03 8.561741e+03 3.907533e+09 2.731247e-06 9.688198e-01 3.117745e-02 5.501144e-11 1.558872e-27 5.436728e-58 0.000000e+00 0.000000e+00 0.000000e+00 
5.375030e+03 8.304643e+03 3.543018e+09 4.215360e-06 9.877993e-01 1.219644e-02 4.974125e-12 1.882861e-29 2.936701e-61 0.000000e+00 0.000000e+00 0.000000e+00 
5.625029e+03 8.085505e+03 3.205054e+09 6.100702e-06 9.948129e-01 5.180998e-03 5.594865e-13 3.448889e-31 3.142321e-64 0.000000e+00 0.000000e+00 0.000000e+00 
5.875027e+03 7.904747e+03 2.884336e+09 8.455811e-06 9.976520e-01 2.339552e-03 7.453146e-14 8.522655e-33 5.614926e-67 0.000000e+00 0.000000e+00 0.000000e+00 
6.125024e+03 7.736547e+03 2.587933e+09 1.089733e-05 9.987702e-01 1.218900e-03 1.404464e-14 3.947780e-34 2.856228e-69 0.000000e+00 0.000000e+00 0.000000e+00 
6.375019e+03 7.572479e+03 2.314328e+09 1.354213e-05 9.993024e-01 6.840463e-04 3.172389e-15 2.518083e-35 2.518083e-71 0.000000e+00 0.000000e+00 0.000000e+00 
6.625017e+03 7.424355e+03 2.061437e+09 1.655161e-05 9.995875e-01 3.959405e-04 7.724085e-16 1.839068e-36 2.726148e-73 0.000000e+00 0.000000e+00 0.000000e+00 
6.875017e+03 7.286344e+03 1.826558e+09 2.020728e-05 9.997534e-01 2.263593e-04 1.834453e-16 1.277987e-37 2.711595e-75 0.000000e+00 0.000000e+00 0.000000e+00 
7.125017e+03 7.143258e+03 1.609118e+09 2.495767e-05 9.998491e-01 1.259450e-04 4.035381e-17 7.685215e-39 2.117932e-77 0.000000e+00 0.000000e+00 0.000000e+00 
7.375020e+03 7.020688e+03 1.417719e+09 3.052910e-05 9.998980e-01 7.142129e-05 9.270763e-18 5.069511e-40 1.907369e-79 0.000000e+00 0.000000e+00 0.000000e+00 
7.625021e+03 6.888271e+03 1.252675e+09 3.700016e-05 9.999217e-01 4.128117e-05 2.268936e-18 3.700016e-41 2.057943e-81 0.000000e+00 0.000000e+00 0.000000e+00 
7.875023e+03 6.765387e+03 1.104270e+09 4.666347e-05 9.999314e-01 2.193183e-05 4.433029e-19 1.806543e-42 1.133256e-83 0.000000e+00 0.000000e+00 0.000000e+00 
8.125025e+03 6.648996e+03 9.810621e+08 5.817774e-05 9.999299e-01 1.196280e-05 9.344799e-20 1.014474e-43 7.890356e-86 0.000000e+00 0.000000e+00 0.000000e+00 
8.375030e+03 6.548856e+03 8.785952e+08 7.114070e-05 9.999221e-01 6.758367e-06 2.165839e-20 6.837412e-45 7.548819e-88 0.000000e+00 0.000000e+00 0.000000e+00 
8.625034e+03 6.444467e+03 7.909183e+08 8.792297e-05 9.999083e-01 3.814305e-06 4.999541e-21 4.568546e-46 7.111417e-90 0.000000e+00 0.000000e+00 0.000000e+00 
8.875032e+03 6.338875e+03 7.167117e+08 1.056490e-04 9.998920e-01 2.344086e-06 1.419658e-21 4.433483e-47 1.273447e-91 0.000000e+00 0.000000e+00 0.000000e+00 
9.125029e+03 6.240928e+03 6.499657e+08 1.322900e-04 9.998664e-01 1.276753e-06 3.025237e-22 2.574015e-48 9.639738e-94 0.000000e+00 0.000000e+00 0.000000e+00 
9.375026e+03 6.152146e+03 5.922901e+08 1.580754e-04 9.998411e-01 7.819987e-07 8.657842e-23 2.552667e-49 1.793011e-95 0.000000e+00 0.000000e+00 0.000000e+00 
9.625020e+03 6.080069e+03 5.406370e+08 1.889886e-04 9.998105e-01 4.846642e-07 2.511719e-23 2.584876e-50 3.456662e-97 0.000000e+00 0.000000e+00 0.000000e+00 
9.875013e+03 6.015404e+03 4.940617e+08 2.266152e-04 9.997731e-01 2.979324e-07 7.198366e-24 2.552754e-51 6.418543e-99 0.000000e+00 0.000000e+00 0.000000e+00 
1.012500e+04 5.937707e+03 4.520025e+08 2.665955e-04 9.997332e-01 1.876311e-07 2.195066e-24 2.861555e-52 1.477866e-100 0.000000e+00 0.000000e+00 0.000000e+00 
1.037500e+04 5.885049e+03 4.138137e+08 3.109269e-04 9.996890e-01 1.196478e-07 6.958465e-25 3.432003e-53 3.809838e-102 0.000000e+00 0.000000e+00 0.000000e+00 
1.062501e+04 5.842659e+03 3.790741e+08 3.559077e-04 9.996440e-01 8.195357e-08 2.602521e-25 5.515277e-54 1.602877e-103 0.000000e+00 0.000000e+00 0.000000e+00 
1.087502e+04 5.783066e+03 3.474050e+08 3.960695e-04 9.996039e-01 5.931612e-08 1.112767e-25 1.131627e-54 1.009034e-104 0.000000e+00 0.000000e+00 0.000000e+00 
1.112502e+04 5.742303e+03 3.184494e+08 4.311665e-04 9.995688e-01 4.414079e-08 5.161708e-26 2.683269e-55 8.285360e-106 0.000000e+00 0.000000e+00 0.000000e+00 
1.137501e+04 5.701103e+03 2.919843e+08 4.607251e-04 9.995392e-01 3.447072e-08 2.699648e-26 7.942767e-56 9.749970e-107 0.000000e+00 0.000000e+00 0.000000e+00 
1.162501e+04 5.660259e+03 2.677120e+08 4.845398e-04 9.995154e-01 2.800104e-08 1.533970e-26 2.714884e-56 1.460924e-107 0.000000e+00 0.000000e+00 0.000000e+00 
1.187501e+04 5.626789e+03 2.454544e+08 5.256200e-04 9.994744e-01 2.123717e-08 7.433010e-27 6.955173e-57 1.353870e-108 0.000000e+00 0.000000e+00 0.000000e+00 
1.212501e+04 5.597512e+03 2.250791e+08 5.611899e-04 9.994388e-01 1.663321e-08 3.905188e-27 2.068303e-57 1.605466e-109 0.000000e+00 0.000000e+00 0.000000e+00 
1.237501e+04 5.558624e+03 2.063895e+08 6.037362e-04 9.993963e-01 1.281560e-08 1.970418e-27 5.753622e-58 1.702442e-110 0.000000e+00 0.000000e+00 0.000000e+00 
1.262501e+04 5.521099e+03 1.892640e+08 6.398657e-04 9.993601e-01 1.020001e-08 1.075043e-27 1.823273e-58 2.253290e-111 0.000000e+00 0.000000e+00 0.000000e+00 
1.287501e+04 5.458623e+03 1.734951e+08 7.723861e-04 9.992276e-01 6.149093e-09 2.943316e-28 1.676003e-59 3.711952e-113 0.000000e+00 0.000000e+00 0.000000e+00 
1.312501e+04 5.426882e+03 1.591194e+08 7.928270e-04 9.992072e-01 5.251457e-09 1.906463e-28 7.253958e-60 8.275642e-114 0.000000e+00 0.000000e+00 0.000000e+00 
1.337501e+04 5.390645e+03 1.459226e+08 8.389392e-04 9.991611e-01 4.161317e-09 1.036991e-28 2.292062e-60 1.094849e-114 0.000000e+00 0.000000e+00 0.000000e+00 
1.362501e+04 5.353291e+03 1.338068e+08 9.261487e-04 9.990738e-01 3.062854e-09 4.618590e-29 5.056140e-61 7.802986e-116 0.000000e+00 0.000000e+00 0.000000e+00 
1.387500e+04 5.311653e+03 1.226941e+08 1.025473e-03 9.989745e-01 2.215233e-09 1.987350e-29 1.049321e-61 5.061118e-117 0.000000e+00 0.000000e+00 0.000000e+00 
1.412500e+04 5.280113e+03 1.125253e+08 1.059570e-03 9.989404e-01 1.862187e-09 1.244345e-29 4.272924e-62 1.022037e-117 0.000000e+00 0.000000e+00 0.000000e+00 
1.437500e+04 5.249256e+03 1.031827e+08 1.162684e-03 9.988373e-01 1.380097e-09 5.671631e-30 9.799319e-63 7.814248e-119 0.000000e+00 0.000000e+00 0.000000e+00 
1.462500e+04 5.219705e+03 9.463408e+07 1.197876e-03 9.988021e-01 1.166985e-09 3.603925e-30 4.084449e-63 1.650941e-119 0.000000e+00 0.000000e+00 0.000000e+00 
1.487500e+04 5.195218e+03 8.677994e+07 1.282996e-03 9.987170e-01 9.014637e-10 1.829111e-30 1.152078e-63 1.776744e-120 0.000000e+00 0.000000e+00 0.000000e+00 
1.512500e+04 5.170241e+03 7.957496e+07 1.385832e-03 9.986142e-01 6.888400e-10 8.967148e-31 3.016222e-64 1.703758e-121 0.000000e+00 0.000000e+00 0.000000e+00 
1.537500e+04 5.142801e+03 7.298251e+07 1.415771e-03 9.985842e-01 5.902742e-10 5.947124e-31 1.362513e-64 4.091976e-122 0.000000e+00 0.000000e+00 0.000000e+00 
1.562501e+04 5.130784e+03 6.693212e+07 1.473554e-03 9.985264e-01 4.944160e-10 3.601481e-31 5.234993e-65 7.513184e-123 0.000000e+00 0.000000e+00 0.000000e+00 
1.587500e+04 5.108658e+03 6.139787e+07 1.442361e-03 9.985576e-01 4.654652e-10 3.000956e-31 3.587411e-65 3.608544e-123 0.000000e+00 0.000000e+00 0.000000e+00 
1.612500e+04 5.086729e+03 5.630190e+07 1.535212e-03 9.984648e-01 3.711057e-10 1.633327e-31 1.136980e-65 4.755694e-124 0.000000e+00 0.000000e+00 0.000000e+00 
1.637500e+04 5.079892e+03 5.165596e+07 1.438180e-03 9.985618e-01 3.830960e-10 1.701951e-31 1.161849e-65 4.521789e-124 0.000000e+00 0.000000e+00 0.000000e+00 
1.662500e+04 5.068992e+03 4.738185e+07 1.422631e-03 9.985774e-01 3.529219e-10 1.333716e-31 7.113154e-66 1.812486e-124 0.000000e+00 0.000000e+00 0.000000e+00 
1.687500e+04 5.053832e+03 4.345157e+07 1.490313e-03 9.985097e-01 2.883756e-10 7.749627e-32 2.548435e-66 2.943368e-125 0.000000e+00 0.000000e+00 0.000000e+00 
1.712500e+04 5.037423e+03 3.985092e+07 1.526123e-03 9.984739e-01 2.467773e-10 5.081664e-32 1.120239e-66 6.770140e-126 0.000000e+00 0.000000e+00 0.000000e+00 
1.737501e+04 5.033306e+03 3.656148e+07 1.422752e-03 9.985772e-01 2.580394e-10 5.461245e-32 1.210664e-66 7.069573e-126 0.000000e+00 0.000000e+00 0.000000e+00 
1.762501e+04 5.014644e+03 3.353299e+07 1.454193e-03 9.985458e-01 2.268541e-10 3.761512e-32 5.855550e-67 1.880756e-126 0.000000e+00 0.000000e+00 0.000000e+00 
1.787501e+04 5.012387e+03 3.076164e+07 1.423525e-03 9.985765e-01 2.130015e-10 3.089577e-32 3.912058e-67 8.720409e-127 0.000000e+00 0.000000e+00 0.000000e+00 
1.812500e+04 4.986677e+03 2.821481e+07 1.424894e-03 9.985751e-01 1.919011e-10 2.298217e-32 2.171815e-67 2.976190e-127 0.000000e+00 0.000000e+00 0.000000e+00 
1.837501e+04 4.962462e+03 2.587290e+07 1.503383e-03 9.984966e-01 1.540967e-10 1.277875e-32 7.166124e-68 4.196943e-128 0.000000e+00 0.000000e+00 0.000000e+00 
1.862501e+04 4.956387e+03 2.373503e+07 1.447969e-03 9.985520e-01 1.516269e-10 1.173401e-32 5.819195e-68 2.704696e-128 0.000000e+00 0.000000e+00 0.000000e+00 
1.887501e+04 4.957460e+03 2.177618e+07 1.358807e-03 9.986412e-01 1.562702e-10 1.218908e-32 5.923386e-68 2.544972e-128 0.000000e+00 0.000000e+00 0.000000e+00 
1.912501e+04 4.944594e+03 1.997369e+07 1.360747e-03 9.986393e-01 1.406214e-10 9.060824e-33 3.280083e-68 8.606159e-129 0.000000e+00 0.000000e+00 0.000000e+00 
1.937501e+04 4.929994e+03 1.831988e+07 1.372228e-03 9.986278e-01 1.244743e-10 6.427338e-33 1.682086e-68 2.549688e-129 0.000000e+00 0.000000e+00 0.000000e+00 
1.962501e+04 4.906445e+03 1.680599e+07 1.316797e-03 9.986832e-01 1.224255e-10 5.938116e-33 1.382347e-68 1.675397e-129 0.000000e+00 0.000000e+00 0.000000e+00 
1.987501e+04 4.897929e+03 1.541861e+07 1.236364e-03 9.987636e-01 1.272109e-10 6.265928e-33 1.446630e-68 1.648486e-129 0.000000e+00 0.000000e+00 0.000000e+00 
2.012501e+04 4.886914e+03 1.414024e+07 1.291907e-03 9.987081e-01 1.039939e-10 3.642078e-33 5.199696e-69 2.680019e-130 0.000000e+00 0.000000e+00 0.000000e+00 
2.037501e+04 4.868505e+03 1.296643e+07 1.379048e-03 9.986210e-01 8.184187e-11 1.924660e-33 1.549239e-69 3.203596e-131 0.000000e+00 0.000000e+00 0.000000e+00 
2.062501e+04 4.846375e+03 1.189478e+07 1.337008e-03 9.986630e-01 7.912903e-11 1.702639e-33 1.178750e-69 1.849982e-131 0.000000e+00 0.000000e+00 0.000000e+00 
2.087500e+04 4.837535e+03 1.091123e+07 1.301874e-03 9.986981e-01 7.549682e-11 1.453462e-33 8.441377e-70 9.600580e-132 0.000000e+00 0.000000e+00 0.000000e+00 
2.112500e+04 4.812088e+03 1.000849e+07 1.290540e-03 9.987095e-01 6.971511e-11 1.138140e-33 5.155675e-70 3.826225e-132 0.000000e+00 0.000000e+00 0.000000e+00 
2.137501e+04 4.797213e+03 9.179999e+06 1.288091e-03 9.987119e-01 6.281651e-11 8.469642e-34 2.865562e-70 1.302207e-132 0.000000e+00 0.000000e+00 0.000000e+00 
2.162501e+04 4.780502e+03 8.420566e+06 1.280212e-03 9.987198e-01 5.784091e-11 6.632425e-34 1.742940e-70 5.167122e-133 0.000000e+00 0.000000e+00 0.000000e+00 
2.187500e+04 4.761555e+03 7.726014e+06 1.175088e-03 9.988249e-01 6.295115e-11 7.805943e-34 2.232667e-70 7.134464e-133 0.000000e+00 0.000000e+00 0.000000e+00 
2.212501e+04 4.742282e+03 7.086662e+06 1.168358e-03 9.988316e-01 5.727246e-11 5.956335e-34 1.301230e-70 2.625369e-133 0.000000e+00 0.000000e+00 0.000000e+00 
2.237501e+04 4.734204e+03 6.497838e+06 1.278364e-03 9.987216e-01 4.249561e-11 2.731504e-34 3.016139e-71 2.057367e-134 0.000000e+00 0.000000e+00 0.000000e+00 
2.262501e+04 4.710822e+03 5.961242e+06 1.215911e-03 9.987841e-01 4.261117e-11 2.654377e-34 2.719515e-71 1.579599e-134 0.000000e+00 0.000000e+00 0.000000e+00 
2.287500e+04 4.696974e+03 5.469426e+06 1.129675e-03 9.988703e-01 4.578156e-11 3.020394e-34 3.252274e-71 1.944230e-134 0.000000e+00 0.000000e+00 0.000000e+00 
2.312500e+04 4.672192e+03 5.016642e+06 1.121322e-03 9.988787e-01 4.124402e-11 2.261977e-34 1.836648e-71 6.831041e-135 0.000000e+00 0.000000e+00 0.000000e+00 
2.337500e+04 4.670876e+03 4.601918e+06 1.090359e-03 9.989096e-01 3.946397e-11 1.934508e-34 1.322500e-71 3.559495e-135 0.000000e+00 0.000000e+00 0.000000e+00 
2.362500e+04 4.651866e+03 4.219918e+06 1.167865e-03 9.988321e-01 3.111746e-11 1.029565e-34 3.995329e-72 4.348761e-136 0.000000e+00 0.000000e+00 0.000000e+00 
2.387500e+04 4.624554e+03 3.871160e+06 1.141553e-03 9.988584e-01 2.971394e-11 8.813457e-35 2.853881e-72 2.257924e-136 0.000000e+00 0.000000e+00 0.000000e+00 
2.412499e+04 4.617166e+03 3.549637e+06 1.237000e-03 9.987630e-01 2.244926e-11 4.214963e-35 7.165437e-73 2.006689e-137 0.000000e+00 0.000000e+00 0.000000e+00 
2.437499e+04 4.596083e+03 3.255220e+06 1.288338e-03 9.987117e-01 1.857604e-11 2.516753e-35 2.686534e-73 3.505478e-138 0.000000e+00 0.000000e+00 0.000000e+00 
