#NTIMES: 50
#NSTAGES 4
#TIMES[d]: 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 140
#vel_mid[km/s] si0 si1 si2 si3
17125.00 3.9031e-04 9.0329e-01 9.1723e-02 4.5973e-03
17375.00 3.9281e-04 8.8492e-01 1.0780e-01 6.8900e-03
17625.00 4.1364e-04 9.0088e-01 9.0503e-02 8.2024e-03
17875.00 4.7663e-04 8.5147e-01 1.3169e-01 1.6366e-02
18125.00 5.1159e-04 9.1328e-01 7.5266e-02 1.0941e-02
18375.00 5.5516e-04 8.9796e-01 9.1159e-02 1.0330e-02
18625.00 4.7275e-04 8.8171e-01 1.0835e-01 9.4725e-03
18875.00 4.6930e-04 9.1883e-01 7.4811e-02 5.8886e-03
19125.00 4.0568e-04 8.4503e-01 1.4552e-01 9.0430e-03
19375.00 8.4595e-04 8.9858e-01 9.1708e-02 8.8705e-03
19625.00 8.6122e-04 9.2306e-01 7.0763e-02 5.3171e-03
19875.00 6.7305e-04 9.3225e-01 5.7139e-02 9.9354e-03
20125.00 7.9822e-04 8.9687e-01 9.2419e-02 9.9100e-03
20375.00 1.1842e-03 9.0221e-01 8.7415e-02 9.1871e-03
20625.00 7.5277e-04 9.2141e-01 6.9252e-02 8.5881e-03
20875.00 7.4714e-04 9.1699e-01 7.5834e-02 6.4273e-03
21125.00 7.0202e-04 8.8773e-01 9.7295e-02 1.4274e-02
21375.00 1.1073e-03 7.9769e-01 1.7909e-01 2.2112e-02
21625.00 1.0479e-03 8.5588e-01 1.2630e-01 1.6768e-02
21875.00 7.4963e-04 9.0179e-01 8.8092e-02 9.3704e-03
22125.00 5.9638e-04 7.6851e-01 2.0848e-01 2.2416e-02
22375.00 8.4675e-04 8.5914e-01 1.2126e-01 1.8747e-02
22625.00 1.2687e-03 8.2686e-01 1.4808e-01 2.3794e-02
22875.00 7.2411e-04 8.6436e-01 1.1952e-01 1.5402e-02
23125.00 7.9277e-04 8.4041e-01 1.4011e-01 1.8692e-02
23375.00 7.7191e-04 8.6795e-01 1.1494e-01 1.6338e-02
23625.00 7.4394e-04 6.2544e-01 2.9863e-01 7.5185e-02
23875.00 6.8438e-04 8.6203e-01 1.1922e-01 1.8066e-02
24125.00 1.4643e-03 8.5461e-01 1.2287e-01 2.1060e-02
24375.00 1.1124e-03 8.4790e-01 1.2924e-01 2.1746e-02
24625.00 1.6258e-03 8.4219e-01 1.3300e-01 2.3187e-02
24875.00 1.3555e-03 8.2850e-01 1.4092e-01 2.9219e-02
25125.00 1.1341e-03 7.5123e-01 1.9234e-01 5.5292e-02
25375.00 1.0577e-03 7.9511e-01 1.6992e-01 3.3911e-02
25625.00 2.8338e-03 8.0875e-01 1.5542e-01 3.3002e-02
25875.00 6.6033e-04 7.8624e-01 1.7547e-01 3.7629e-02
26125.00 1.6081e-03 7.8690e-01 1.7065e-01 4.0844e-02
26375.00 9.2235e-04 4.6220e-01 4.2815e-01 1.0873e-01
26625.00 1.4976e-03 7.6163e-01 1.8632e-01 5.0552e-02
26875.00 1.9981e-03 7.7347e-01 1.7871e-01 4.5825e-02
27125.00 7.7218e-04 6.6874e-01 2.6114e-01 6.9344e-02
27375.00 5.5097e-04 5.1418e-01 3.6459e-01 1.2068e-01
27625.00 1.4580e-03 7.2113e-01 2.1002e-01 6.7394e-02
27875.00 2.4411e-03 7.0717e-01 2.1701e-01 7.3376e-02
28125.00 6.8256e-04 5.0997e-01 3.6324e-01 1.2611e-01
28375.00 3.7296e-04 6.8241e-01 2.3128e-01 8.5938e-02
28625.00 9.5156e-04 6.6895e-01 2.3728e-01 9.2823e-02
28875.00 8.2030e-04 6.5762e-01 2.4266e-01 9.8905e-02
29125.00 1.2329e-03 6.5364e-01 2.4416e-01 1.0097e-01
29375.00 6.9599e-04 6.2927e-01 2.5541e-01 1.1462e-01
29625.00 2.6548e-03 6.2314e-01 2.5726e-01 1.1694e-01
29875.00 3.6892e-04 6.2352e-01 2.5745e-01 1.1866e-01
30125.00 6.1740e-04 4.4236e-01 3.1147e-01 2.4556e-01
30375.00 6.3018e-04 4.0952e-01 3.6987e-01 2.1998e-01
30625.00 8.7725e-04 3.4551e-01 3.8667e-01 2.6695e-01
30875.00 1.6532e-03 5.6032e-01 2.8141e-01 1.5662e-01
31125.00 2.1529e-04 2.5833e-01 4.0924e-01 3.3221e-01
31375.00 2.8325e-04 2.7339e-01 3.5229e-01 3.7403e-01
31625.00 1.0059e-03 4.9151e-01 3.0370e-01 2.0379e-01
31875.00 1.3022e-03 4.7932e-01 3.0926e-01 2.1012e-01
32125.00 9.9640e-04 2.4209e-01 3.6580e-01 3.9111e-01
32375.00 2.1197e-04 4.2096e-01 3.2654e-01 2.5228e-01
32625.00 1.1418e-03 3.8462e-01 3.3153e-01 2.8271e-01
32875.00 1.0644e-04 3.5356e-01 3.4761e-01 2.9873e-01
33125.00 1.1353e-03 1.0687e-01 3.4162e-01 5.5038e-01
33375.00 4.4294e-03 3.8332e-01 3.3861e-01 2.7364e-01
33625.00 3.9522e-04 2.2646e-01 3.3084e-01 4.4230e-01
33875.00 5.8141e-04 1.9316e-01 3.7338e-01 4.3288e-01
34125.00 6.9460e-04 1.8040e-01 3.6624e-01 4.5267e-01
34375.00 4.8968e-05 6.7783e-02 2.3086e-01 7.0131e-01
34625.00 5.8412e-04 1.2751e-01 3.6018e-01 5.1173e-01
34875.00 4.1109e-04 1.1322e-01 3.4787e-01 5.3850e-01
#TIME: 226.46
#NVEL 140
#vel_mid[km/s] si0 si1 si2 si3
1125.00 1.9488e-04 8.5958e-01 1.3380e-01 6.4293e-03
2375.00 3.4016e-04 8.4580e-01 1.4619e-01 7.6705e-03
3125.00 5.3815e-03 8.7122e-01 1.1824e-01 5.1609e-03
3625.00 1.6210e-01 7.6768e-01 6.7950e-02 2.2721e-03
4125.00 3.3343e-01 6.3319e-01 3.2657e-02 7.2914e-04
4625.00 3.7725e-01 5.9978e-01 2.2583e-02 3.8938e-04
4875.00 4.2872e-01 5.5181e-01 1.9152e-02 3.2191e-04
5375.00 4.6574e-01 5.1589e-01 1.8059e-02 3.1242e-04
5625.00 4.9146e-01 4.9228e-01 1.6003e-02 2.6511e-04
6125.00 5.1338e-01 4.6991e-01 1.6429e-02 2.7941e-04
6375.00 5.2649e-01 4.5779e-01 1.5461e-02 2.5863e-04
6625.00 5.2574e-01 4.5860e-01 1.5395e-02 2.6452e-04
6875.00 5.3084e-01 4.5362e-01 1.5286e-02 2.6246e-04
7125.00 5.4388e-01 4.4200e-01 1.3890e-02 2.3089e-04
7625.00 4.8657e-01 4.9559e-01 1.7525e-02 3.1299e-04
7875.00 4.9206e-01 4.9117e-01 1.6487e-02 2.8820e-04
8125.00 4.8596e-01 4.9635e-01 1.7369e-02 3.2049e-04
8375.00 5.1461e-01 4.6892e-01 1.6175e-02 2.9297e-04
8625.00 4.1832e-01 5.6278e-01 1.8575e-02 3.2639e-04
8875.00 4.0258e-01 5.7806e-01 1.9018e-02 3.3888e-04
9125.00 4.5657e-01 5.2448e-01 1.8598e-02 3.5938e-04
9375.00 4.1865e-01 5.5984e-01 2.1093e-02 4.1120e-04
9625.00 2.1010e-01 7.6668e-01 2.2837e-02 3.8078e-04
9875.00 4.0226e-01 5.7619e-01 2.1133e-02 4.1237e-04
10125.00 1.1287e-01 8.6032e-01 2.6380e-02 4.2724e-04
10375.00 2.9590e-01 6.7951e-01 2.4113e-02 4.7280e-04
10625.00 2.5718e-01 7.1546e-01 2.6820e-02 5.3448e-04
10875.00 1.8605e-01 7.8444e-01 2.8979e-02 5.3295e-04
11125.00 1.3929e-01 8.2857e-01 3.1566e-02 5.8113e-04
11375.00 8.3010e-02 8.8401e-01 3.2356e-02 6.2165e-04
11625.00 8.1759e-03 9.5146e-01 3.9660e-02 7.0723e-04
11875.00 2.6911e-02 9.3536e-01 3.6997e-02 7.3673e-04
12125.00 1.7424e-02 9.4311e-01 3.8651e-02 8.1350e-04
12375.00 7.1094e-03 9.5026e-01 4.1787e-02 8.3885e-04
12625.00 1.8142e-03 9.5352e-01 4.3756e-02 9.0602e-04
12875.00 2.7942e-03 9.3851e-01 5.7477e-02 1.2196e-03
13125.00 2.4538e-03 9.5194e-01 4.4600e-02 1.0078e-03
13375.00 1.4983e-03 9.3832e-01 5.8829e-02 1.3561e-03
13625.00 1.3466e-03 9.1358e-01 8.3150e-02 1.9231e-03
13875.00 9.3522e-04 9.3782e-01 5.9712e-02 1.5278e-03
14125.00 1.0460e-03 9.2231e-01 7.4755e-02 1.8937e-03
14375.00 8.8218e-04 9.2241e-01 7.2994e-02 3.7088e-03
14625.00 8.4521e-04 9.2529e-01 7.0930e-02 2.9382e-03
14875.00 5.2947e-04 9.3418e-01 6.3382e-02 1.9105e-03
15125.00 3.7884e-04 9.3124e-01 6.6215e-02 2.1684e-03
15375.00 5.8387e-04 9.1774e-01 7.6114e-02 5.5605e-03
15625.00 5.0578e-04 9.0191e-01 9.4352e-02 3.2315e-03
15875.00 4.1822e-04 9.1931e-01 7.4546e-02 5.7303e-03
16125.00 4.9202e-04 9.1925e-01 7.3849e-02 6.4064e-03
16375.00 4.6158e-04 9.0642e-01 8.7497e-02 5.6216e-03
16625.00 3.6436e-04 8.7157e-01 1.2070e-01 7.3692e-03
16875.00 4.9936e-04 8.8287e-01 1.1184e-01 4.7920e-03
17125.00 4.3327e-04 9.1763e-01 7.6772e-02 5.1659e-03
17375.00 5.4101e-04 9.2746e-01 6.7255e-02 4.7405e-03
17625.00 5.7395e-04 9.0802e-01 8.3382e-02 8.0243e-03
17875.00 6.3024e-04 9.0807e-01 8.6904e-02 4.3980e-03
18125.00 6.4488e-04 8.9948e-01 9.0411e-02 9.4645e-03
18375.00 7.4831e-04 8.9219e-01 1.0068e-01 6.3816e-03
18625.00 6.2775e-04 8.8598e-01 1.0603e-01 7.3574e-03
18875.00 6.9762e-04 9.1524e-01 7.7793e-02 6.2650e-03
19125.00 5.9415e-04 9.2172e-01 7.0726e-02 6.9579e-03
19375.00 5.7701e-04 8.2776e-01 1.5472e-01 1.6938e-02
19625.00 7.2984e-04 9.1640e-01 7.5659e-02 7.2138e-03
19875.00 6.9390e-04 9.1837e-01 7.2325e-02 8.6136e-03
20125.00 6.7401e-04 9.1686e-01 7.4436e-02 8.0261e-03
20375.00 1.0100e-03 9.2593e-01 6.7975e-02 5.0802e-03
20625.00 6.3861e-04 8.3677e-01 1.4783e-01 1.4759e-02
20875.00 7.7039e-04 9.1734e-01 7.2309e-02 9.5774e-03
21125.00 7.8482e-04 9.1577e-01 7.3644e-02 9.8009e-03
21375.00 7.9194e-04 8.7913e-01 1.0544e-01 1.4635e-02
21625.00 9.0786e-04 9.0441e-01 8.3794e-02 1.0883e-02
21875.00 1.1043e-03 9.0488e-01 8.6132e-02 7.8848e-03
22125.00 7.7573e-04 6.4719e-01 3.1201e-01 4.0023e-02
22375.00 8.4192e-04 8.9189e-01 9.6060e-02 1.1203e-02
22625.00 2.7925e-03 8.0209e-01 1.7379e-01 2.1319e-02
22875.00 1.2843e-03 8.4951e-01 1.3262e-01 1.6587e-02
23125.00 1.0561e-03 8.7345e-01 1.1018e-01 1.5319e-02
23375.00 7.8422e-04 8.5168e-01 1.2942e-01 1.8118e-02
23625.00 7.6549e-04 8.2184e-01 1.4856e-01 2.8833e-02
23875.00 5.8352e-04 8.6379e-01 1.1784e-01 1.7785e-02
24125.00 5.1054e-04 8.1945e-01 1.5311e-01 2.6936e-02
24375.00 1.3614e-03 7.5078e-01 1.8885e-01 5.9006e-02
24625.00 1.1367e-03 8.4042e-01 1.3463e-01 2.3811e-02
24875.00 8.5068e-04 8.2296e-01 1.4973e-01 2.6455e-02
25125.00 9.8321e-04 8.2909e-01 1.4374e-01 2.6187e-02
25375.00 6.3445e-04 7.3018e-01 2.1949e-01 4.9697e-02
25625.00 7.4387e-04 7.9502e-01 1.6564e-01 3.8599e-02
25875.00 5.0794e-04 6.9434e-01 2.4455e-01 6.0600e-02
26125.00 7.3327e-04 6.4151e-01 2.8523e-01 7.2529e-02
26375.00 4.0172e-04 7.4446e-01 1.9544e-01 5.9699e-02
26625.00 1.0124e-03 6.7648e-01 2.5223e-01 7.0282e-02
26875.00 4.8009e-04 6.2941e-01 2.8683e-01 8.3281e-02
27125.00 5.8525e-04 7.5424e-01 1.9137e-01 5.3805e-02
27375.00 4.4246e-04 5.4837e-01 3.3529e-01 1.1590e-01
27625.00 1.0332e-03 7.2316e-01 2.0907e-01 6.6735e-02
27875.00 8.1649e-04 7.1089e-01 2.1589e-01 7.2402e-02
28125.00 1.6802e-03 6.4757e-01 2.6462e-01 8.6126e-02
28375.00 6.0815e-04 4.4893e-01 4.1702e-01 1.3344e-01
28625.00 1.0540e-03 4.6498e-01 3.6897e-01 1.6500e-01
28875.00 1.2391e-03 6.5812e-01 2.4218e-01 9.8465e-02
29125.00 1.1030e-03 6.4593e-01 2.4781e-01 1.0516e-01
29375.00 1.0006e-03 6.4253e-01 2.4925e-01 1.0722e-01
29625.00 3.1199e-04 6.1689e-01 2.6100e-01 1.2179e-01
29875.00 5.1793e-04 2.7536e-01 4.6888e-01 2.5524e-01
30125.00 1.0066e-03 5.8610e-01 2.7271e-01 1.4018e-01
30375.00 1.0415e-03 5.7310e-01 2.7742e-01 1.4844e-01
30625.00 1.6430e-03 5.1973e-01 3.1294e-01 1.6569e-01
30875.00 2.6673e-04 4.8654e-01 3.2164e-01 1.9155e-01
31125.00 4.9008e-04 5.3812e-01 2.8904e-01 1.7235e-01
31375.00 1.0514e-03 4.7074e-01 3.0633e-01 2.2188e-01
31625.00 6.8245e-04 4.2671e-01 3.1491e-01 2.5770e-01
31875.00 1.4338e-03 4.8503e-01 3.0660e-01 2.0694e-01
32125.00 4.1128e-04 2.3905e-01 3.9471e-01 3.6583e-01
32375.00 5.8358e-04 4.2685e-01 3.2405e-01 2.4851e-01
32625.00 7.8755e-04 3.9377e-01 3.3574e-01 2.6970e-01
32875.00 6.1977e-04 3.8498e-01 2.9872e-01 3.1567e-01
33125.00 2.1646e-04 2.0530e-01 3.0520e-01 4.8928e-01
33375.00 1.7822e-03 2.9877e-01 3.5322e-01 3.4623e-01
33625.00 1.7579e-04 1.2238e-01 3.6598e-01 5.1146e-01
33875.00 1.1386e-03 1.5792e-01 3.0552e-01 5.3542e-01
34125.00 4.5959e-04 2.0573e-01 3.6369e-01 4.3012e-01
34375.00 2.7584e-05 8.8238e-02 2.5643e-01 6.5530e-01
34625.00 1.6337e-04 4.9030e-02 4.1719e-01 5.3362e-01
34875.00 1.1019e-04 1.2037e-01 3.5402e-01 5.2550e-01
#TIME: 229.71
#NVEL 140
#vel_mid[km/s] si0 si1 si2 si3
1125.00 1.9485e-04 8.5980e-01 1.3359e-01 6.4189e-03
2375.00 3.4546e-04 8.4634e-01 1.4566e-01 7.6538e-03
3125.00 5.5817e-03 8.7230e-01 1.1697e-01 5.1433e-03
3625.00 1.6833e-01 7.6150e-01 6.7893e-02 2.2770e-03
4125.00 3.3864e-01 6.2855e-01 3.2094e-02 7.1305e-04
4625.00 3.9143e-01 5.8533e-01 2.2832e-02 4.0854e-04
4875.00 4.3476e-01 5.4635e-01 1.8576e-02 3.0850e-04
5375.00 4.6644e-01 5.1536e-01 1.7892e-02 3.0471e-04
5625.00 5.0699e-01 4.7767e-01 1.5102e-02 2.4141e-04
6125.00 5.0780e-01 4.7534e-01 1.6568e-02 2.8874e-04
6375.00 5.1931e-01 4.6465e-01 1.5766e-02 2.7031e-04
6625.00 5.3730e-01 4.4802e-01 1.4436e-02 2.4340e-04
6875.00 5.3590e-01 4.4981e-01 1.4065e-02 2.2920e-04
7125.00 5.3460e-01 4.5082e-01 1.4331e-02 2.4366e-04
7625.00 5.1915e-01 4.6438e-01 1.6188e-02 2.8248e-04
7875.00 4.8422e-01 4.9853e-01 1.6949e-02 3.0123e-04
8125.00 4.8967e-01 4.9273e-01 1.7284e-02 3.1676e-04
8375.00 5.2492e-01 4.5912e-01 1.5670e-02 2.8309e-04
8625.00 4.1940e-01 5.6323e-01 1.7094e-02 2.7783e-04
8875.00 4.2734e-01 5.5538e-01 1.6991e-02 2.9148e-04
9125.00 4.5637e-01 5.2400e-01 1.9269e-02 3.5770e-04
9375.00 4.4302e-01 5.3784e-01 1.8788e-02 3.5409e-04
9625.00 2.2518e-01 7.5212e-01 2.2336e-02 3.5875e-04
9875.00 3.9268e-01 5.8588e-01 2.1021e-02 4.1657e-04
10125.00 1.5060e-01 8.2438e-01 2.4616e-02 4.0617e-04
10375.00 2.9618e-01 6.7792e-01 2.5420e-02 4.8111e-04
10625.00 2.5840e-01 7.1375e-01 2.7336e-02 5.1366e-04
10875.00 1.9998e-01 7.7134e-01 2.8169e-02 5.1647e-04
11125.00 1.4099e-01 8.2919e-01 2.9287e-02 5.4148e-04
11375.00 1.0021e-01 8.6475e-01 3.4365e-02 6.7573e-04
11625.00 9.0692e-03 9.5406e-01 3.6156e-02 7.1302e-04
11875.00 2.8223e-02 9.3610e-01 3.4972e-02 7.0192e-04
12125.00 1.7053e-02 9.4349e-01 3.8709e-02 7.4569e-04
12375.00 7.5396e-03 9.4723e-01 4.4351e-02 8.8055e-04
12625.00 2.1389e-03 9.5457e-01 4.2329e-02 9.5955e-04
12875.00 2.8339e-03 9.5249e-01 4.3732e-02 9.4374e-04
13125.00 2.5405e-03 9.5021e-01 4.6023e-02 1.2260e-03
13375.00 1.8306e-03 9.4827e-01 4.8422e-02 1.4813e-03
13625.00 1.4280e-03 9.3928e-01 5.7617e-02 1.6746e-03
13875.00 1.0388e-03 9.3991e-01 5.7586e-02 1.4654e-03
14125.00 9.9383e-04 9.2918e-01 6.8052e-02 1.7791e-03
14375.00 8.1243e-04 9.4049e-01 5.6394e-02 2.2990e-03
14625.00 8.2857e-04 9.1726e-01 7.9752e-02 2.1627e-03
14875.00 5.3903e-04 9.3388e-01 6.3644e-02 1.9372e-03
15125.00 5.1905e-04 9.3193e-01 6.5490e-02 2.0636e-03
15375.00 4.0083e-04 8.9036e-01 1.0580e-01 3.4382e-03
15625.00 5.6124e-04 9.0902e-01 8.2310e-02 8.1043e-03
15875.00 4.5833e-04 8.7995e-01 1.1567e-01 3.9218e-03
16125.00 6.3503e-04 9.2001e-01 7.6461e-02 2.8955e-03
16375.00 5.4550e-04 8.9941e-01 9.4628e-02 5.4181e-03
16625.00 4.3931e-04 9.3266e-01 6.3338e-02 3.5595e-03
16875.00 6.2270e-04 9.0957e-01 8.3157e-02 6.6498e-03
17125.00 4.7772e-04 8.9772e-01 9.5393e-02 6.4071e-03
17375.00 5.2357e-04 8.8241e-01 1.1192e-01 5.1545e-03
17625.00 8.2580e-04 8.8339e-01 1.0858e-01 7.2046e-03
17875.00 8.2307e-04 9.0701e-01 8.5722e-02 6.4417e-03
18125.00 6.5182e-04 8.9223e-01 9.6572e-02 1.0545e-02
18375.00 8.1884e-04 8.8048e-01 1.0882e-01 9.8855e-03
18625.00 7.2617e-04 8.7842e-01 1.1462e-01 6.2391e-03
18875.00 6.9626e-04 9.0921e-01 8.0927e-02 9.1630e-03
19125.00 5.4780e-04 8.8664e-01 1.0671e-01 6.0993e-03
19375.00 5.6353e-04 8.9461e-01 9.6268e-02 8.5595e-03
19625.00 9.7280e-04 9.2435e-01 6.7939e-02 6.7399e-03
19875.00 5.5081e-04 9.2823e-01 6.2740e-02 8.4772e-03
20125.00 9.5686e-04 8.8086e-01 1.0960e-01 8.5796e-03
20375.00 7.1297e-04 9.1391e-01 7.8182e-02 7.1904e-03
20625.00 7.3218e-04 9.2400e-01 6.6349e-02 8.9169e-03
20875.00 1.1486e-03 9.0532e-01 8.1213e-02 1.2315e-02
21125.00 7.0098e-04 8.7517e-01 1.0899e-01 1.5142e-02
21375.00 7.3422e-04 8.3609e-01 1.4727e-01 1.5904e-02
21625.00 5.8905e-04 8.7800e-01 1.0764e-01 1.3772e-02
21875.00 7.2925e-04 8.8443e-01 1.0400e-01 1.0843e-02
22125.00 7.3136e-04 8.6764e-01 1.1521e-01 1.6417e-02
22375.00 8.0344e-04 8.9473e-01 9.2919e-02 1.1551e-02
22625.00 1.5189e-03 8.4474e-01 1.3590e-01 1.7844e-02
22875.00 7.4773e-04 8.8166e-01 1.0427e-01 1.3316e-02
23125.00 7.7680e-04 8.6613e-01 1.1589e-01 1.7202e-02
23375.00 1.1890e-03 8.6723e-01 1.1502e-01 1.6562e-02
23625.00 9.5276e-04 8.7456e-01 1.0955e-01 1.4930e-02
23875.00 1.4829e-03 8.6345e-01 1.1740e-01 1.7668e-02
24125.00 1.0777e-03 8.5515e-01 1.2311e-01 2.0658e-02
24375.00 1.1505e-03 7.1160e-01 2.3661e-01 5.0640e-02
24625.00 1.2796e-03 8.3766e-01 1.3637e-01 2.4690e-02
24875.00 1.0045e-03 8.3076e-01 1.4337e-01 2.4864e-02
25125.00 8.7678e-04 8.3523e-01 1.3583e-01 2.8058e-02
25375.00 9.4276e-04 7.6802e-01 1.8091e-01 5.0125e-02
25625.00 1.7176e-03 7.7637e-01 1.7649e-01 4.5431e-02
25875.00 1.0833e-03 6.2708e-01 3.0098e-01 7.0853e-02
26125.00 5.7883e-04 8.0557e-01 1.5897e-01 3.4886e-02
26375.00 7.5816e-04 7.9358e-01 1.6693e-01 3.8724e-02
26625.00 3.6268e-04 5.5939e-01 3.3984e-01 1.0041e-01
26875.00 8.0964e-04 5.9009e-01 3.1588e-01 9.3220e-02
27125.00 7.7789e-04 7.5074e-01 1.9326e-01 5.5224e-02
27375.00 6.2160e-04 6.3496e-01 2.7976e-01 8.4661e-02
27625.00 6.8980e-04 6.2896e-01 2.7792e-01 9.2430e-02
27875.00 9.6942e-04 7.1375e-01 2.1403e-01 7.1250e-02
28125.00 7.0990e-04 4.9465e-01 3.6191e-01 1.4273e-01
28375.00 2.6166e-04 4.3486e-01 3.9452e-01 1.7035e-01
28625.00 4.0634e-04 6.1819e-01 2.7738e-01 1.0403e-01
28875.00 1.6138e-03 3.5319e-01 4.2880e-01 2.1640e-01
29125.00 2.3999e-03 6.5704e-01 2.4191e-01 9.8652e-02
29375.00 7.1710e-04 5.3991e-01 3.1783e-01 1.4154e-01
29625.00 1.6282e-03 3.6668e-01 4.2629e-01 2.0540e-01
29875.00 6.9710e-04 2.4411e-01 4.5399e-01 3.0121e-01
30125.00 3.1125e-03 5.9886e-01 2.6668e-01 1.3134e-01
30375.00 1.7568e-03 4.6309e-01 3.4582e-01 1.8934e-01
30625.00 1.4935e-03 5.7276e-01 2.7712e-01 1.4862e-01
30875.00 4.3146e-04 2.4223e-01 3.9600e-01 3.6133e-01
31125.00 2.4494e-04 8.1119e-02 5.1056e-01 4.0808e-01
31375.00 9.3616e-04 5.1210e-01 2.9710e-01 1.8986e-01
31625.00 9.0537e-04 4.2209e-01 3.1495e-01 2.6206e-01
31875.00 8.7019e-04 4.8376e-01 3.0672e-01 2.0865e-01
32125.00 9.2340e-05 7.4888e-02 4.5960e-01 4.6542e-01
32375.00 1.1200e-03 4.2575e-01 3.2363e-01 2.4950e-01
32625.00 9.8953e-04 4.0728e-01 3.2872e-01 2.6301e-01
32875.00 3.2628e-04 3.7006e-01 3.3889e-01 2.9073e-01
33125.00 2.3504e-03 3.5744e-01 3.4063e-01 2.9958e-01
33375.00 9.7279e-04 3.2315e-01 3.4731e-01 3.2857e-01
33625.00 1.7720e-03 3.1549e-01 3.5249e-01 3.3025e-01
33875.00 1.2134e-04 2.4028e-01 3.6347e-01 3.9613e-01
34125.00 4.2773e-04 2.0696e-01 3.6300e-01 4.2961e-01
34375.00 1.0083e-04 1.6214e-01 3.6051e-01 4.7725e-01
34625.00 5.1755e-04 1.1861e-01 3.7646e-01 5.0441e-01
34875.00 1.0900e-04 1.3816e-01 3.5238e-01 5.0935e-01
#TIME: 233.01
#NVEL 140
#vel_mid[km/s] si0 si1 si2 si3
1125.00 1.9756e-04 8.6096e-01 1.3249e-01 6.3525e-03
2375.00 3.5774e-04 8.4741e-01 1.4464e-01 7.5902e-03
3125.00 5.9714e-03 8.7196e-01 1.1694e-01 5.1265e-03
3625.00 1.6862e-01 7.6286e-01 6.6306e-02 2.2210e-03
4125.00 3.4830e-01 6.1970e-01 3.1302e-02 6.9455e-04
4625.00 3.9291e-01 5.8429e-01 2.2404e-02 3.9534e-04
4875.00 4.5081e-01 5.3146e-01 1.7454e-02 2.7811e-04
5375.00 4.7861e-01 5.0449e-01 1.6634e-02 2.7038e-04
5625.00 5.2609e-01 4.5908e-01 1.4596e-02 2.3357e-04
6125.00 5.2163e-01 4.6275e-01 1.5365e-02 2.5612e-04
6375.00 5.2575e-01 4.5943e-01 1.4578e-02 2.3726e-04
6625.00 5.2657e-01 4.5848e-01 1.4701e-02 2.4600e-04
6875.00 5.3628e-01 4.4893e-01 1.4537e-02 2.4458e-04
7125.00 5.5490e-01 4.3164e-01 1.3242e-02 2.1637e-04
7625.00 5.3456e-01 4.4968e-01 1.5492e-02 2.7064e-04
7875.00 4.9148e-01 4.9116e-01 1.7049e-02 3.1093e-04
8125.00 4.9769e-01 4.8600e-01 1.6031e-02 2.7872e-04
8375.00 5.2324e-01 4.6034e-01 1.6122e-02 3.0024e-04
8625.00 4.3527e-01 5.4798e-01 1.6477e-02 2.6878e-04
8875.00 4.3919e-01 5.4389e-01 1.6629e-02 2.8552e-04
9125.00 4.7621e-01 5.0606e-01 1.7412e-02 3.1379e-04
9375.00 4.6428e-01 5.1737e-01 1.8003e-02 3.4181e-04
9625.00 2.3904e-01 7.3856e-01 2.2056e-02 3.5151e-04
9875.00 4.1667e-01 5.6314e-01 1.9817e-02 3.7035e-04
10125.00 1.5565e-01 8.2063e-01 2.3334e-02 3.7953e-04
10375.00 3.2399e-01 6.5237e-01 2.3183e-02 4.5958e-04
10625.00 2.4561e-01 7.2853e-01 2.5392e-02 4.7015e-04
10875.00 2.0132e-01 7.7288e-01 2.5329e-02 4.7474e-04
11125.00 1.5612e-01 8.1443e-01 2.8920e-02 5.2982e-04
11375.00 9.5269e-02 8.7406e-01 3.0125e-02 5.4790e-04
11625.00 9.5186e-03 9.5376e-01 3.6092e-02 6.3244e-04
11875.00 2.9368e-02 9.3443e-01 3.5534e-02 6.6596e-04
12125.00 1.7149e-02 9.4538e-01 3.6764e-02 7.0470e-04
12375.00 7.2741e-03 9.5308e-01 3.8790e-02 8.5737e-04
12625.00 2.3665e-03 9.4442e-01 5.2170e-02 1.0479e-03
12875.00 3.4745e-03 9.4869e-01 4.6850e-02 9.9031e-04
13125.00 2.5000e-03 9.4448e-01 5.1573e-02 1.4503e-03
13375.00 1.9594e-03 9.4705e-01 4.9870e-02 1.1250e-03
13625.00 1.5604e-03 9.4171e-01 5.4965e-02 1.7637e-03
13875.00 1.1716e-03 9.4592e-01 5.1617e-02 1.2913e-03
14125.00 1.0502e-03 9.4193e-01 5.5560e-02 1.4548e-03
14375.00 9.7466e-04 9.4216e-01 5.4420e-02 2.4463e-03
14625.00 8.3429e-04 9.3122e-01 6.6115e-02 1.8267e-03
14875.00 6.3182e-04 9.3278e-01 6.3655e-02 2.9288e-03
15125.00 7.4587e-04 9.2975e-01 6.7319e-02 2.1840e-03
15375.00 4.1743e-04 9.3175e-01 6.5725e-02 2.1086e-03
15625.00 5.1321e-04 9.0885e-01 8.5361e-02 5.2737e-03
