#NTIMES: 257
#NSTAGES: 6
#TIMES[d]: 2.200 2.420 2.662 2.928 3.221 3.543 3.897 4.287 4.716 5.187 5.706 6.277 6.905 7.595 8.354 9.190 10.109 11.109 12.109 13.109 14.109 15.109 16.109 17.109 18.109 19.109 20.109 21.109 22.109 23.109 24.109 25.109 26.109 27.109 28.109 29.109 30.109 31.109 32.109 33.109 34.109 35.109 36.109 37.109 38.109 39.109 40.109 41.109 42.109 43.109 44.109 45.109 46.109 47.109 48.109 49.109 50.109 51.109 52.109 53.109 54.109 55.109 56.109 57.109 58.109 59.109 60.109 61.109 62.109 63.109 64.109 65.109 66.109 67.109 68.109 69.109 70.109 71.109 72.109 73.109 74.109 75.109 76.109 77.109 78.109 79.109 80.109 81.109 82.109 83.109 84.109 85.109 86.109 87.109 88.109 89.109 90.109 91.109 92.109 93.109 94.109 95.109 96.109 97.109 98.109 99.109 100.109 101.109 102.109 103.109 104.109 105.109 106.109 107.109 108.109 109.109 110.109 111.109 112.109 113.109 114.109 115.109 116.109 117.109 118.109 119.109 120.109 121.109 122.109 123.109 124.109 125.109 126.109 127.109 128.109 129.109 130.109 131.109 132.109 133.109 134.109 135.109 136.109 137.109 138.109 139.109 140.109 141.109 142.109 143.109 144.109 145.109 146.109 147.109 148.109 149.109 150.109 151.109 152.109 153.109 154.109 155.109 156.109 157.109 158.109 159.109 160.109 161.109 162.109 163.109 164.109 165.109 166.109 167.109 168.109 169.109 170.109 171.109 172.109 173.109 174.109 175.109 176.109 177.109 178.109 179.109 180.109 181.109 182.109 183.109 184.109 185.109 186.109 187.109 188.109 189.109 190.109 191.109 192.109 193.109 194.109 195.109 196.109 197.109 198.109 199.109 200.109 201.109 202.109 203.109 204.109 205.109 206.109 207.109 208.109 209.109 210.109 211.109 212.109 213.109 214.109 215.109 216.109 217.109 218.109 219.109 220.109 221.109 222.109 223.109 224.109 225.109 226.109 227.109 228.109 229.109 230.109 231.109 232.109 233.109 234.109 235.109 236.109 237.109 238.109 239.109 240.109 241.109 242.109 243.109 244.109 245.109 246.109 247.109 248.109 249.109 250.109 
#
#TIME: 2.200000
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
2.925e+09 1.000000e+00 1.391075e-08 7.878113e-50 1.305010e-147 7.079768e-311 0.000000e+00
2.975e+09 1.000000e+00 2.374679e-08 5.694340e-49 1.791997e-145 1.053287e-306 0.000000e+00
3.025e+09 1.000000e+00 1.566399e-08 8.844033e-50 1.194375e-147 4.183171e-311 0.000000e+00
3.075e+09 1.000000e+00 8.995482e-09 7.801815e-51 1.831112e-150 8.901921e-317 0.000000e+00
3.125e+09 1.000000e+00 8.433619e-09 5.007261e-51 4.784563e-151 5.182912e-318 0.000000e+00
3.175e+09 1.000000e+00 1.739080e-08 7.801777e-50 4.816319e-148 4.061176e-312 0.000000e+00
3.225e+09 1.000000e+00 3.468649e-09 9.420941e-53 1.092684e-155 0.000000e+00 0.000000e+00
3.275e+09 1.000000e+00 7.596207e-10 1.606904e-55 5.852006e-163 0.000000e+00 0.000000e+00
3.325e+09 1.000000e+00 1.245780e-08 1.172429e-50 1.995296e-150 4.406834e-317 0.000000e+00
3.375e+09 1.000000e+00 7.007212e-09 9.510400e-52 2.462194e-153 5.928788e-323 0.000000e+00
3.425e+09 1.000000e+00 3.504738e-08 5.201697e-49 2.410094e-146 3.943981e-309 0.000000e+00
3.475e+09 1.000000e+00 5.984419e-09 3.484911e-52 1.241040e-154 0.000000e+00 0.000000e+00
3.525e+09 1.000000e+00 3.712576e-08 4.523162e-49 1.128769e-146 6.102882e-310 0.000000e+00
3.575e+09 9.999997e-01 3.241087e-07 1.733923e-45 1.231944e-137 3.459111e-292 0.000000e+00
3.625e+09 9.999994e-01 6.021730e-07 1.433082e-44 1.917066e-135 5.401205e-288 0.000000e+00
3.675e+09 9.999998e-01 2.190783e-07 2.660775e-46 7.073295e-140 9.182311e-297 0.000000e+00
3.725e+09 9.999987e-01 1.335452e-06 1.702423e-43 5.238432e-133 1.839821e-283 0.000000e+00
3.775e+09 9.999955e-01 4.485582e-06 9.319180e-42 6.355266e-129 1.020546e-275 0.000000e+00
3.825e+09 9.999655e-01 3.454489e-05 6.929567e-39 2.978662e-122 3.835152e-263 0.000000e+00
3.875e+09 9.998878e-01 1.122063e-04 2.685730e-37 1.182777e-118 1.888063e-256 0.000000e+00
3.925e+09 9.998773e-01 1.227169e-04 2.896047e-37 1.059438e-118 1.151638e-256 0.000000e+00
3.975e+09 9.993439e-01 6.561409e-04 5.643277e-35 1.793049e-113 6.691148e-247 0.000000e+00
4.025e+09 9.981926e-01 1.807419e-03 1.252218e-33 1.884531e-110 2.598143e-241 0.000000e+00
#TIME: 71.108941
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
2.500e+07 7.590417e-06 9.999271e-01 6.529533e-05 1.472332e-25 2.394910e-65 8.838218e-127
7.500e+07 9.702589e-06 9.999580e-01 3.226481e-05 1.635187e-26 2.429807e-67 3.124118e-130
1.250e+08 1.404091e-05 9.999740e-01 1.199361e-05 7.816267e-28 4.435722e-70 5.937631e-135
1.750e+08 2.411337e-05 9.999728e-01 3.131102e-06 1.352670e-29 1.059568e-73 3.649839e-141
2.250e+08 5.486815e-05 9.999447e-01 4.625607e-07 4.604318e-32 9.880380e-79 9.544887e-150
2.750e+08 1.698151e-04 9.998301e-01 3.623343e-08 2.544733e-35 2.432506e-85 5.445507e-161
3.250e+08 7.344000e-04 9.992656e-01 1.289743e-09 1.361819e-39 5.149951e-94 9.307327e-176
3.750e+08 3.932548e-03 9.960675e-01 2.402566e-11 9.855908e-45 1.676064e-104 1.155341e-193
4.250e+08 2.609877e-02 9.739012e-01 2.597019e-13 1.528162e-50 2.488230e-116 7.736016e-214
4.750e+08 3.038139e-01 6.961861e-01 1.842071e-16 1.095781e-59 6.325198e-135 1.406980e-245
5.250e+08 5.027597e-01 4.972403e-01 1.056794e-17 3.072378e-63 3.407299e-142 4.573422e-258
5.750e+08 6.672256e-01 3.327744e-01 8.018341e-19 2.209801e-66 1.317090e-148 4.414772e-269
6.250e+08 7.770017e-01 2.229983e-01 8.893051e-20 5.118335e-69 5.808866e-154 2.863550e-278
6.750e+08 8.617111e-01 1.382889e-01 8.821248e-21 1.017051e-71 2.088730e-159 1.424924e-287
7.250e+08 9.262167e-01 7.378333e-02 5.969606e-22 9.079024e-75 1.790675e-165 7.124236e-298
7.750e+08 9.610716e-01 3.892837e-02 4.700023e-23 1.397583e-77 5.123608e-171 3.060702e-307
8.250e+08 9.829262e-01 1.707384e-02 2.213177e-24 7.121081e-81 1.981016e-177 5.239808e-318
8.750e+08 9.918472e-01 8.152832e-03 1.506290e-25 9.466748e-84 5.147079e-183 0.000000e+00
9.250e+08 9.971100e-01 2.890041e-03 3.975749e-27 1.417223e-87 2.214005e-190 0.000000e+00
9.750e+08 9.988898e-01 1.110249e-03 1.387881e-28 4.148097e-91 3.435369e-197 0.000000e+00
1.025e+09 9.995053e-01 4.946683e-04 7.848570e-30 3.732037e-94 4.432671e-203 0.000000e+00
1.075e+09 9.998323e-01 1.676641e-04 1.764822e-31 3.751001e-98 8.740387e-211 0.000000e+00
1.125e+09 9.999346e-01 6.540574e-05 6.054705e-33 9.635474e-102 9.673517e-218 0.000000e+00
1.175e+09 9.999711e-01 2.887149e-05 2.983603e-34 5.458558e-105 4.518832e-224 0.000000e+00
1.225e+09 9.999909e-01 9.124555e-06 4.141239e-36 1.273804e-109 4.037066e-233 0.000000e+00
1.275e+09 9.999971e-01 2.899802e-06 4.940390e-38 1.670001e-114 9.701826e-243 0.000000e+00
1.325e+09 9.999992e-01 8.262244e-07 3.283452e-40 4.136927e-120 7.402224e-254 0.000000e+00
1.375e+09 9.999999e-01 1.051026e-07 7.511815e-44 1.493572e-129 1.203935e-272 0.000000e+00
1.425e+09 1.000000e+00 1.254714e-08 1.140490e-47 1.586168e-139 1.484039e-292 0.000000e+00
1.475e+09 1.000000e+00 1.884098e-09 4.189680e-51 1.582175e-148 1.504770e-310 0.000000e+00
1.525e+09 1.000000e+00 7.364373e-10 7.549884e-53 3.843320e-153 8.193585e-320 0.000000e+00
1.575e+09 1.000000e+00 4.935236e-10 1.228573e-53 2.837166e-155 4.940656e-324 0.000000e+00
1.625e+09 1.000000e+00 4.959993e-10 1.046974e-53 1.548122e-155 0.000000e+00 0.000000e+00
1.675e+09 1.000000e+00 3.448561e-10 1.979349e-54 1.686697e-157 0.000000e+00 0.000000e+00
1.725e+09 1.000000e+00 7.480013e-10 3.909972e-53 3.249428e-154 3.013800e-322 0.000000e+00
1.775e+09 1.000000e+00 6.983055e-10 2.465086e-53 8.101949e-155 1.482197e-323 0.000000e+00
1.825e+09 1.000000e+00 1.060043e-09 1.132128e-52 3.518699e-153 2.464399e-320 0.000000e+00
1.875e+09 1.000000e+00 2.240700e-09 2.006636e-51 5.098242e-150 4.094639e-314 0.000000e+00
1.925e+09 1.000000e+00 3.947478e-09 1.687065e-50 1.061699e-147 1.426193e-309 0.000000e+00
1.975e+09 1.000000e+00 1.420269e-08 2.581946e-48 4.094871e-142 1.576479e-298 0.000000e+00
2.025e+09 1.000000e+00 3.179546e-08 5.653205e-47 1.002610e-138 7.283347e-292 0.000000e+00
2.075e+09 1.000000e+00 4.472898e-08 1.871422e-46 1.827592e-137 1.959435e-289 0.000000e+00
2.125e+09 9.999999e-01 5.281117e-08 3.046472e-46 5.300209e-137 1.362719e-288 0.000000e+00
2.175e+09 1.000000e+00 2.159241e-08 6.840553e-48 2.368985e-141 2.587028e-297 0.000000e+00
2.225e+09 9.999999e-01 7.377683e-08 8.102797e-46 4.476646e-136 6.615252e-287 0.000000e+00
2.275e+09 1.000000e+00 3.517404e-08 3.422197e-47 1.037815e-139 3.345315e-294 0.000000e+00
2.325e+09 1.000000e+00 2.484516e-08 6.998646e-48 1.407526e-141 5.446320e-298 0.000000e+00
2.375e+09 1.000000e+00 1.389371e-08 5.537253e-49 1.625958e-144 6.595292e-304 0.000000e+00
2.425e+09 1.000000e+00 2.744035e-08 7.266832e-48 1.052820e-141 2.155178e-298 0.000000e+00
2.475e+09 1.000000e+00 3.627656e-08 1.868229e-47 9.960161e-141 1.571969e-296 0.000000e+00
2.525e+09 1.000000e+00 4.249227e-08 2.941890e-47 2.647537e-140 9.184553e-296 0.000000e+00
2.575e+09 9.999999e-01 5.948356e-08 9.455627e-47 4.425759e-139 2.061151e-293 0.000000e+00
2.625e+09 1.000000e+00 2.367194e-08 1.929765e-48 1.567790e-143 2.497531e-302 0.000000e+00
2.675e+09 1.000000e+00 3.338368e-08 6.434553e-48 2.903073e-142 6.913882e-300 0.000000e+00
2.725e+09 1.000000e+00 2.906497e-08 3.066853e-48 3.518835e-143 8.759188e-302 0.000000e+00
2.775e+09 1.000000e+00 2.061770e-08 6.390362e-49 5.016926e-145 1.577114e-305 0.000000e+00
2.825e+09 1.000000e+00 2.805560e-08 1.845148e-48 6.404931e-144 2.085911e-303 0.000000e+00
2.875e+09 1.000000e+00 1.316844e-08 7.237905e-50 1.212544e-147 6.978149e-311 0.000000e+00
2.925e+09 1.000000e+00 3.968886e-08 5.159090e-48 6.151270e-143 1.306215e-301 0.000000e+00
2.975e+09 1.000000e+00 7.216167e-09 4.387249e-51 5.776195e-151 1.216437e-317 0.000000e+00
3.025e+09 1.000000e+00 1.842741e-08 1.630156e-49 5.538600e-147 8.452228e-310 0.000000e+00
3.075e+09 1.000000e+00 2.043442e-08 2.060757e-49 8.354697e-147 1.604121e-309 0.000000e+00
3.125e+09 1.000000e+00 8.988018e-09 6.198484e-51 7.931273e-151 1.356885e-317 0.000000e+00
3.175e+09 1.000000e+00 9.512020e-09 6.500976e-51 7.395758e-151 9.918793e-318 0.000000e+00
3.225e+09 1.000000e+00 5.218429e-09 4.742563e-52 6.896851e-154 9.881313e-324 0.000000e+00
3.275e+09 1.000000e+00 1.958333e-08 8.349432e-50 3.701117e-148 1.618929e-312 0.000000e+00
3.325e+09 1.000000e+00 9.968263e-09 4.549515e-51 1.641337e-151 2.943100e-319 0.000000e+00
3.375e+09 1.000000e+00 8.499756e-10 1.694533e-55 4.379237e-163 0.000000e+00 0.000000e+00
3.425e+09 1.000000e+00 6.334967e-09 5.035880e-52 3.726801e-154 0.000000e+00 0.000000e+00
3.475e+09 1.000000e+00 1.748086e-08 2.539108e-50 7.805657e-150 3.737588e-316 0.000000e+00
3.525e+09 1.000000e+00 2.231804e-08 5.641438e-50 5.035408e-149 1.267532e-314 0.000000e+00
3.575e+09 1.000000e+00 3.056304e-08 1.652615e-49 6.594046e-148 1.744446e-312 0.000000e+00
3.625e+09 1.000000e+00 3.167461e-08 1.584257e-49 4.845644e-148 7.902599e-313 0.000000e+00
3.675e+09 9.999996e-01 3.514538e-07 1.514976e-45 5.309183e-138 4.161784e-293 0.000000e+00
3.725e+09 9.999999e-01 6.083310e-08 1.453892e-48 9.582586e-146 1.931971e-308 0.000000e+00
3.775e+09 9.999799e-01 2.007296e-05 1.353817e-39 7.922494e-124 4.867431e-266 0.000000e+00
3.825e+09 9.999790e-01 2.101044e-05 1.268187e-39 5.127081e-124 1.611888e-266 0.000000e+00
3.875e+09 9.999076e-01 9.242000e-05 1.346590e-37 2.190218e-119 7.233856e-258 0.000000e+00
3.925e+09 9.991289e-01 8.710941e-04 1.682508e-34 2.860976e-112 1.563917e-244 0.000000e+00
3.975e+09 9.989114e-01 1.088621e-03 2.805352e-34 7.088500e-112 6.524063e-244 0.000000e+00
4.025e+09 9.945307e-01 5.469325e-03 4.511999e-32 7.733404e-107 1.664735e-234 0.000000e+00
#TIME: 72.108941
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
2.500e+07 8.852101e-06 9.999466e-01 4.452651e-05 4.622086e-26 2.209226e-66 1.481376e-128
7.500e+07 1.108387e-05 9.999659e-01 2.300552e-05 5.849949e-27 2.918345e-68 8.193053e-132
1.250e+08 1.592629e-05 9.999754e-01 8.680591e-06 2.921948e-28 5.821568e-71 1.809670e-136
1.750e+08 2.760892e-05 9.999702e-01 2.218378e-06 4.751246e-30 1.225758e-74 8.976312e-143
2.250e+08 6.288943e-05 9.999368e-01 3.262917e-07 1.595821e-32 1.111345e-79 2.235310e-151
2.750e+08 1.980068e-04 9.998020e-01 2.451112e-08 7.788945e-36 2.122509e-86 8.262854e-163
3.250e+08 8.627326e-04 9.991373e-01 8.460324e-10 3.776083e-40 3.640506e-95 9.765410e-178
3.750e+08 4.794579e-03 9.952054e-01 1.447023e-11 2.135474e-45 7.207501e-106 5.219297e-196
4.250e+08 3.388036e-02 9.661196e-01 1.328242e-13 2.085421e-51 4.236932e-118 7.290947e-217
4.750e+08 3.288550e-01 6.711450e-01 1.238153e-16 3.415455e-60 5.706161e-136 2.219160e-247
5.250e+08 5.336923e-01 4.663077e-01 6.615727e-18 8.055691e-64 2.182642e-143 4.021885e-260
5.750e+08 6.799476e-01 3.200524e-01 6.193509e-19 1.048379e-66 2.814246e-149 3.049071e-270
6.250e+08 8.018166e-01 1.981834e-01 4.919236e-20 1.027764e-69 2.268867e-155 1.116453e-280
6.750e+08 8.782771e-01 1.217229e-01 4.955979e-21 2.208512e-72 9.809305e-161 7.779036e-290
7.250e+08 9.362565e-01 6.374349e-02 3.282365e-22 1.948709e-75 8.519383e-167 4.102197e-300
7.750e+08 9.699724e-01 3.002760e-02 1.797683e-23 1.294075e-78 5.006639e-173 1.299117e-310
8.250e+08 9.872568e-01 1.274322e-02 7.852781e-25 5.731774e-82 1.535369e-179 1.566188e-321
8.750e+08 9.948162e-01 5.183786e-03 3.199614e-26 2.325962e-85 4.281389e-186 0.000000e+00
9.250e+08 9.978514e-01 2.148644e-03 1.425921e-27 1.199884e-88 1.933299e-192 0.000000e+00
9.750e+08 9.991201e-01 8.799277e-04 6.139636e-29 5.736083e-92 7.585205e-199 0.000000e+00
1.025e+09 9.996727e-01 3.273140e-04 1.907978e-30 1.259714e-95 6.727004e-206 0.000000e+00
1.075e+09 9.998841e-01 1.159097e-04 4.884923e-32 1.684626e-99 2.235865e-213 0.000000e+00
1.125e+09 9.999543e-01 4.567104e-05 1.694312e-33 4.314134e-103 2.390748e-220 0.000000e+00
1.175e+09 9.999838e-01 1.617007e-05 3.731669e-35 3.333826e-107 2.313566e-228 0.000000e+00
1.225e+09 9.999943e-01 5.690511e-06 7.056673e-37 1.515707e-111 6.898540e-237 0.000000e+00
1.275e+09 9.999983e-01 1.676597e-06 5.869868e-39 7.376064e-117 2.194198e-247 0.000000e+00
1.325e+09 9.999997e-01 3.207554e-07 7.518505e-42 2.481513e-124 3.143583e-262 0.000000e+00
1.375e+09 1.000000e+00 2.989714e-08 4.454912e-46 2.459601e-135 3.680047e-284 0.000000e+00
1.425e+09 1.000000e+00 3.909207e-09 9.436627e-50 5.958490e-145 2.259026e-303 0.000000e+00
1.475e+09 1.000000e+00 1.072725e-09 4.022187e-52 3.428484e-151 7.145164e-316 0.000000e+00
1.525e+09 1.000000e+00 6.498681e-10 4.335776e-53 8.684013e-154 4.061220e-321 0.000000e+00
1.575e+09 1.000000e+00 4.191330e-10 6.031750e-54 4.264594e-156 0.000000e+00 0.000000e+00
1.625e+09 1.000000e+00 4.251322e-10 5.337190e-54 2.565928e-156 0.000000e+00 0.000000e+00
1.675e+09 1.000000e+00 4.701996e-10 6.726084e-54 3.870418e-156 0.000000e+00 0.000000e+00
1.725e+09 1.000000e+00 3.902698e-10 2.622518e-54 2.767352e-157 0.000000e+00 0.000000e+00
1.775e+09 1.000000e+00 8.479427e-10 5.215158e-53 5.423059e-154 6.768699e-322 0.000000e+00
1.825e+09 1.000000e+00 1.131125e-09 1.412516e-52 5.970837e-153 6.777593e-320 0.000000e+00
1.875e+09 1.000000e+00 1.499460e-09 3.727783e-52 6.142907e-152 5.926228e-318 0.000000e+00
1.925e+09 1.000000e+00 4.210830e-09 2.101049e-50 1.792067e-147 3.879030e-309 0.000000e+00
1.975e+09 1.000000e+00 5.055134e-09 3.693172e-50 6.403500e-147 4.122446e-308 0.000000e+00
2.025e+09 1.000000e+00 1.031604e-08 5.621627e-49 6.190946e-144 3.035103e-302 0.000000e+00
2.075e+09 1.000000e+00 2.007059e-08 6.998192e-48 3.526531e-141 7.746411e-297 0.000000e+00
2.125e+09 1.000000e+00 3.274130e-08 4.233005e-47 3.071880e-139 4.687436e-293 0.000000e+00
2.175e+09 9.999998e-01 1.542983e-07 1.774805e-44 1.471289e-132 7.149609e-280 0.000000e+00
2.225e+09 1.000000e+00 4.287344e-08 8.732694e-47 1.355285e-138 6.303843e-292 0.000000e+00
2.275e+09 9.999999e-01 9.239343e-08 1.588335e-45 1.985708e-135 1.018112e-285 0.000000e+00
2.325e+09 9.999999e-01 8.138570e-08 7.955635e-46 2.743871e-136 1.677602e-287 0.000000e+00
2.375e+09 9.999999e-01 9.291997e-08 1.124361e-45 5.486338e-136 5.540878e-287 0.000000e+00
2.425e+09 9.999999e-01 7.437522e-08 3.840793e-46 2.829150e-137 1.292395e-289 0.000000e+00
2.475e+09 1.000000e+00 3.758218e-08 2.060967e-47 1.224350e-140 2.269569e-296 0.000000e+00
2.525e+09 1.000000e+00 3.381174e-08 1.121135e-47 2.088332e-141 5.667537e-298 0.000000e+00
2.575e+09 1.000000e+00 1.141216e-08 1.153666e-49 1.232642e-146 1.913722e-308 0.000000e+00
2.625e+09 1.000000e+00 4.653186e-08 2.810580e-47 1.515724e-140 2.038303e-296 0.000000e+00
2.675e+09 1.000000e+00 3.471647e-08 7.206258e-48 3.709701e-142 1.077956e-299 0.000000e+00
2.725e+09 1.000000e+00 3.555809e-08 6.608233e-48 2.438547e-142 3.924910e-300 0.000000e+00
2.775e+09 1.000000e+00 3.398989e-08 4.589269e-48 7.818387e-143 3.433733e-301 0.000000e+00
2.825e+09 1.000000e+00 1.333450e-08 8.740183e-50 2.287895e-147 2.814677e-310 0.000000e+00
2.875e+09 1.000000e+00 3.100749e-08 2.198894e-48 7.901274e-144 2.540628e-303 0.000000e+00
2.925e+09 1.000000e+00 1.901285e-08 2.549325e-49 2.478727e-146 2.262322e-308 0.000000e+00
2.975e+09 1.000000e+00 7.635622e-09 5.280691e-51 8.913082e-151 2.764321e-317 0.000000e+00
3.025e+09 1.000000e+00 4.959881e-09 7.630097e-52 4.874933e-153 7.361578e-322 0.000000e+00
3.075e+09 1.000000e+00 2.207108e-09 2.355661e-53 4.841447e-157 0.000000e+00 0.000000e+00
3.125e+09 1.000000e+00 5.828021e-09 1.022260e-51 7.085736e-153 1.091885e-321 0.000000e+00
3.175e+09 1.000000e+00 4.759931e-09 3.744611e-52 4.323325e-154 4.940656e-324 0.000000e+00
3.225e+09 1.000000e+00 7.788295e-09 2.305685e-51 3.967359e-152 2.374974e-320 0.000000e+00
3.275e+09 1.000000e+00 3.319051e-09 6.010655e-53 2.558844e-156 0.000000e+00 0.000000e+00
3.325e+09 1.000000e+00 2.710488e-09 2.198327e-53 1.553115e-157 0.000000e+00 0.000000e+00
3.375e+09 1.000000e+00 2.174382e-08 8.432751e-50 2.445814e-148 4.776912e-313 0.000000e+00
3.425e+09 1.000000e+00 1.355703e-08 1.046949e-50 9.169583e-151 6.067087e-318 0.000000e+00
3.475e+09 9.999999e-01 1.023212e-07 2.739541e-47 4.642762e-142 9.113712e-301 0.000000e+00
3.525e+09 9.999999e-01 5.595934e-08 2.109755e-48 5.348397e-145 1.166018e-306 0.000000e+00
3.575e+09 9.999999e-01 1.456961e-07 7.420824e-47 3.861381e-141 4.054775e-299 0.000000e+00
3.625e+09 9.999999e-01 1.280133e-07 3.715854e-47 5.388481e-142 6.878459e-301 0.000000e+00
3.675e+09 9.999999e-01 9.152559e-08 8.327214e-48 9.688212e-144 2.042839e-304 0.000000e+00
3.725e+09 9.999986e-01 1.421024e-06 1.918882e-43 6.207862e-133 2.272532e-283 0.000000e+00
3.775e+09 9.999704e-01 2.957101e-05 4.633888e-39 1.337742e-122 9.707848e-264 0.000000e+00
3.825e+09 9.999557e-01 4.433974e-05 1.419250e-38 1.394871e-121 6.231681e-262 0.000000e+00
3.875e+09 9.998913e-01 1.086533e-04 2.172169e-37 6.257662e-119 4.921994e-257 0.000000e+00
3.925e+09 9.996565e-01 3.434617e-04 7.583655e-36 1.906651e-115 1.438258e-250 0.000000e+00
3.975e+09 9.981448e-01 1.855232e-03 1.525449e-33 3.462990e-110 9.510509e-241 0.000000e+00
4.025e+09 9.962219e-01 3.778085e-03 1.265641e-32 3.670936e-108 4.846935e-237 0.000000e+00
#TIME: 73.108941
#NVEL: 81
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4 Ni5
2.500e+07 9.653021e-06 9.999552e-01 3.515006e-05 2.227888e-26 4.847720e-67 1.080650e-129
7.500e+07 1.262498e-05 9.999709e-01 1.651638e-05 2.136584e-27 3.656766e-69 2.310094e-133
1.250e+08 1.824543e-05 9.999756e-01 6.151363e-06 1.027471e-28 6.755967e-72 4.479116e-138
1.750e+08 3.172419e-05 9.999667e-01 1.560244e-06 1.634426e-30 1.360234e-75 2.058259e-144
2.250e+08 7.237184e-05 9.999274e-01 2.282586e-07 5.400810e-33 1.191901e-80 4.830841e-153
2.750e+08 2.290546e-04 9.997709e-01 1.687730e-08 2.511751e-36 2.058788e-87 1.501101e-164
3.250e+08 1.015048e-03 9.989850e-01 5.528847e-10 1.035632e-40 2.516953e-96 9.865966e-180
3.750e+08 5.986380e-03 9.940136e-01 8.270779e-12 3.978981e-46 2.288918e-107 1.411820e-198
4.250e+08 4.430974e-02 9.556903e-01 6.599223e-14 2.623522e-52 6.122409e-120 5.196150e-220
4.750e+08 3.612240e-01 6.387760e-01 7.607454e-17 8.297453e-61 3.110166e-137 1.480511e-249
5.250e+08 5.676044e-01 4.323956e-01 3.938407e-18 1.850625e-64 1.074039e-144 2.258989e-262
5.750e+08 7.178888e-01 2.821112e-01 3.085178e-19 1.543243e-67 5.782353e-151 3.921187e-273
6.250e+08 8.233460e-01 1.766540e-01 2.802979e-20 2.252621e-70 1.062669e-156 5.960208e-283
6.750e+08 8.982866e-01 1.017134e-01 2.295691e-21 2.980034e-73 1.830786e-162 9.056214e-293
7.250e+08 9.486777e-01 5.132231e-02 1.411110e-22 2.314184e-76 1.302994e-168 3.573582e-303
7.750e+08 9.773020e-01 2.269799e-02 6.512837e-24 1.069400e-79 3.994112e-175 3.989771e-314
8.250e+08 9.899169e-01 1.008310e-02 3.412826e-25 7.507714e-83 3.024571e-181 0.000000e+00
8.750e+08 9.960562e-01 3.943788e-03 1.235095e-26 2.334352e-86 5.149038e-188 0.000000e+00
9.250e+08 9.985880e-01 1.412030e-03 3.416115e-28 3.956441e-90 2.838343e-195 0.000000e+00
9.750e+08 9.994351e-01 5.648524e-04 1.358134e-29 1.562884e-93 7.727816e-202 0.000000e+00
1.025e+09 9.997530e-01 2.470025e-04 7.140573e-31 1.167700e-96 6.907960e-208 0.000000e+00
1.075e+09 9.999211e-01 7.891201e-05 1.274658e-32 6.515357e-101 4.261396e-216 0.000000e+00
1.125e+09 9.999695e-01 3.050463e-05 4.020648e-34 1.280793e-104 2.648356e-223 0.000000e+00
1.175e+09 9.999887e-01 1.126279e-05 9.806905e-36 1.199800e-108 3.521615e-231 0.000000e+00
1.225e+09 9.999965e-01 3.453880e-06 1.054113e-37 1.253177e-113 5.597469e-241 0.000000e+00
1.275e+09 9.999991e-01 8.505038e-07 4.051912e-40 7.872740e-120 2.908957e-253 0.000000e+00
1.325e+09 9.999999e-01 1.319625e-07 2.062450e-43 2.243259e-128 2.864418e-270 0.000000e+00
1.375e+09 1.000000e+00 8.612518e-09 2.707135e-48 4.193385e-141 1.174463e-295 0.000000e+00
1.425e+09 1.000000e+00 1.619386e-09 2.479490e-51 4.469038e-149 1.326239e-311 0.000000e+00
1.475e+09 1.000000e+00 7.090705e-10 7.101280e-53 3.616916e-153 7.932224e-320 0.000000e+00
1.525e+09 1.000000e+00 4.656838e-10 1.064055e-53 2.154727e-155 4.940656e-324 0.000000e+00
1.575e+09 1.000000e+00 2.928019e-10 1.333641e-54 8.065369e-158 0.000000e+00 0.000000e+00
1.625e+09 1.000000e+00 3.015229e-10 1.255394e-54 5.699520e-158 0.000000e+00 0.000000e+00
1.675e+09 1.000000e+00 2.359685e-10 3.847728e-55 2.179337e-159 0.000000e+00 0.000000e+00
1.725e+09 1.000000e+00 6.284627e-10 1.759833e-53 3.724156e-155 4.940656e-324 0.000000e+00
1.775e+09 1.000000e+00 5.015717e-10 5.846493e-54 1.756623e-156 0.000000e+00 0.000000e+00
1.825e+09 1.000000e+00 7.447310e-10 2.454068e-53 6.041430e-155 4.940656e-324 0.000000e+00
1.875e+09 1.000000e+00 2.297433e-09 2.037038e-51 4.836433e-150 3.394585e-314 0.000000e+00
1.925e+09 1.000000e+00 5.556079e-09 6.227204e-50 2.874004e-146 9.331576e-307 0.000000e+00
1.975e+09 1.000000e+00 2.297758e-08 1.666889e-47 4.689832e-140 1.807116e-294 0.000000e+00
2.025e+09 1.000000e+00 3.300227e-08 6.021340e-47 1.075364e-138 7.696199e-292 0.000000e+00
2.075e+09 9.999999e-01 6.023231e-08 5.686169e-46 2.940169e-136 4.488097e-287 0.000000e+00
2.125e+09 9.999999e-01 6.164875e-08 5.200573e-46 1.920046e-136 1.613328e-287 0.000000e+00
2.175e+09 1.000000e+00 1.547064e-08 1.621665e-48 5.183337e-143 1.188412e-300 0.000000e+00
2.225e+09 9.999999e-01 7.360075e-08 7.346902e-46 3.162835e-136 3.046468e-287 0.000000e+00
