#NTIMES: 4
#NWAVE: 10000
#TIMES[d]: 5.0 10.0 15.0 20.0
#wavelength[Ang] flux_t0[erg/s/Ang] flux_t1[erg/s/Ang] ... flux_tn[erg/s/Ang]
2.588159E+03 7.744996E+35 1.485767E+38 1.759911E+38 1.054082E+38
2.586854E+03 8.019790E+35 1.483833E+38 1.756107E+38 1.048625E+38
2.585549E+03 8.254863E+35 1.482945E+38 1.752153E+38 1.040674E+38
2.584246E+03 8.507205E+35 1.480883E+38 1.747052E+38 1.032772E+38
2.582945E+03 8.794440E+35 1.478511E+38 1.743400E+38 1.025792E+38
2.581645E+03 9.077915E+35 1.477111E+38 1.739070E+38 1.016380E+38
2.580346E+03 9.346840E+35 1.475406E+38 1.737721E+38 1.008886E+38
2.579048E+03 9.649908E+35 1.473176E+38 1.734107E+38 9.998643E+37
2.577751E+03 9.918785E+35 1.471564E+38 1.733117E+38 9.930924E+37
2.576456E+03 1.024981E+36 1.469206E+38 1.731540E+38 9.847041E+37
2.575163E+03 1.049238E+36 1.467436E+38 1.729567E+38 9.763744E+37
2.573870E+03 1.081850E+36 1.465517E+38 1.727466E+38 9.690416E+37
2.572579E+03 1.112019E+36 1.463755E+38 1.726404E+38 9.612774E+37
2.571289E+03 1.144221E+36 1.461964E+38 1.725276E+38 9.528359E+37
2.570000E+03 1.173603E+36 1.459567E+38 1.721595E+38 9.447212E+37
2.568713E+03 1.207110E+36 1.458027E+38 1.719710E+38 9.373844E+37
2.567427E+03 1.240089E+36 1.455236E+38 1.716719E+38 9.295479E+37
2.566142E+03 1.268626E+36 1.453768E+38 1.716271E+38 9.228346E+37
2.564859E+03 1.299793E+36 1.451305E+38 1.714193E+38 9.153613E+37
2.563577E+03 1.327243E+36 1.448621E+38 1.711151E+38 9.082257E+37
2.562296E+03 1.361999E+36 1.447381E+38 1.708330E+38 8.992639E+37
2.561016E+03 1.396912E+36 1.445183E+38 1.706720E+38 8.928431E+37
2.559738E+03 1.424961E+36 1.442961E+38 1.703709E+38 8.841825E+37
2.558461E+03 1.452191E+36 1.440730E+38 1.703623E+38 8.767573E+37
2.557185E+03 1.479281E+36 1.438489E+38 1.701697E+38 8.702739E+37
2.555911E+03 1.509048E+36 1.436769E+38 1.700415E+38 8.636440E+37
2.554637E+03 1.539373E+36 1.435110E+38 1.699612E+38 8.550752E+37
2.553365E+03 1.572291E+36 1.434078E+38 1.698856E+38 8.482363E+37
2.552095E+03 1.608973E+36 1.433147E+38 1.698631E+38 8.414649E+37
2.550825E+03 1.642423E+36 1.432441E+38 1.696709E+38 8.341982E+37
2.549557E+03 1.676012E+36 1.432040E+38 1.695087E+38 8.326209E+37
2.548290E+03 1.708676E+36 1.431095E+38 1.692916E+38 8.381975E+37
2.547024E+03 1.741008E+36 1.430848E+38 1.691765E+38 8.438756E+37
2.545760E+03 1.767788E+36 1.429995E+38 1.689722E+38 8.480051E+37
2.544497E+03 1.756820E+36 1.429187E+38 1.688142E+38 8.543367E+37
2.543235E+03 1.746124E+36 1.427427E+38 1.685457E+38 8.622702E+37
2.541974E+03 1.736551E+36 1.426066E+38 1.684053E+38 8.715983E+37
2.540715E+03 1.722701E+36 1.424658E+38 1.682649E+38 8.797532E+37
2.539457E+03 1.709611E+36 1.423433E+38 1.678125E+38 8.884995E+37
2.538200E+03 1.700414E+36 1.421488E+38 1.676396E+38 8.976607E+37
2.536944E+03 1.687163E+36 1.419801E+38 1.673892E+38 9.056284E+37
2.535690E+03 1.673934E+36 1.418037E+38 1.669833E+38 9.143858E+37
2.534437E+03 1.660487E+36 1.415717E+38 1.666263E+38 9.239513E+37
2.533185E+03 1.647096E+36 1.413989E+38 1.664004E+38 9.335308E+37
2.531934E+03 1.632289E+36 1.412361E+38 1.665801E+38 9.429433E+37
2.530685E+03 1.618269E+36 1.410479E+38 1.669513E+38 9.520041E+37
2.529436E+03 1.604679E+36 1.408348E+38 1.674264E+38 9.617192E+37
2.528189E+03 1.591485E+36 1.406251E+38 1.678656E+38 9.699171E+37
2.526944E+03 1.576978E+36 1.404406E+38 1.684173E+38 9.782584E+37
2.525699E+03 1.562699E+36 1.402198E+38 1.690239E+38 9.849477E+37
2.524456E+03 1.544415E+36 1.400017E+38 1.696007E+38 9.914538E+37
2.523214E+03 1.529408E+36 1.397928E+38 1.702049E+38 9.988681E+37
2.521973E+03 1.516352E+36 1.395696E+38 1.708228E+38 1.006830E+38
2.520733E+03 1.498786E+36 1.393205E+38 1.713270E+38 1.014272E+38
2.519495E+03 1.483914E+36 1.390958E+38 1.718160E+38 1.020835E+38
2.518257E+03 1.466736E+36 1.388726E+38 1.723372E+38 1.027346E+38
2.517021E+03 1.449689E+36 1.385876E+38 1.728421E+38 1.034079E+38
2.515787E+03 1.431303E+36 1.383642E+38 1.733396E+38 1.040455E+38
2.514553E+03 1.416918E+36 1.380732E+38 1.738297E+38 1.046521E+38
2.513321E+03 1.399529E+36 1.378312E+38 1.741761E+38 1.052119E+38
2.512089E+03 1.381381E+36 1.375478E+38 1.744953E+38 1.057346E+38
2.510859E+03 1.361875E+36 1.372729E+38 1.748404E+38 1.060565E+38
2.509631E+03 1.342714E+36 1.369643E+38 1.751403E+38 1.063899E+38
2.508403E+03 1.326603E+36 1.366710E+38 1.754086E+38 1.066225E+38
2.507177E+03 1.307950E+36 1.363674E+38 1.756987E+38 1.067874E+38
2.505952E+03 1.289159E+36 1.363516E+38 1.757753E+38 1.067292E+38
2.504728E+03 1.271494E+36 1.363062E+38 1.756246E+38 1.066808E+38
2.503505E+03 1.250603E+36 1.362281E+38 1.754139E+38 1.064296E+38
2.502283E+03 1.231174E+36 1.361068E+38 1.750729E+38 1.062514E+38
2.501063E+03 1.213210E+36 1.360316E+38 1.747483E+38 1.058181E+38
2.499844E+03 1.194694E+36 1.358374E+38 1.742731E+38 1.053658E+38
2.498626E+03 1.172964E+36 1.357000E+38 1.735085E+38 1.048938E+38
2.497409E+03 1.152535E+36 1.354744E+38 1.729206E+38 1.043420E+38
2.496193E+03 1.134628E+36 1.353251E+38 1.722232E+38 1.036651E+38
2.494979E+03 1.114765E+36 1.351596E+38 1.714684E+38 1.030414E+38
2.493766E+03 1.093834E+36 1.349311E+38 1.706487E+38 1.023757E+38
2.492553E+03 1.072507E+36 1.346650E+38 1.697424E+38 1.016334E+38
2.491343E+03 1.051199E+36 1.344281E+38 1.687994E+38 1.007867E+38
2.490133E+03 1.030577E+36 1.341403E+38 1.677429E+38 1.000695E+38
2.488924E+03 1.009497E+36 1.336238E+38 1.665679E+38 9.908181E+37
2.487717E+03 9.888288E+35 1.332785E+38 1.655624E+38 9.819773E+37
2.486511E+03 9.656036E+35 1.326994E+38 1.643823E+38 9.715491E+37
2.485306E+03 9.435786E+35 1.323495E+38 1.630993E+38 9.612097E+37
2.484102E+03 9.232150E+35 1.317995E+38 1.616900E+38 9.506072E+37
2.482899E+03 9.012766E+35 1.312077E+38 1.602210E+38 9.396778E+37
2.481697E+03 8.774515E+35 1.306780E+38 1.587806E+38 9.266862E+37
2.480497E+03 8.555945E+35 1.300612E+38 1.573652E+38 9.145394E+37
2.479298E+03 8.344851E+35 1.293789E+38 1.556356E+38 9.013144E+37
2.478100E+03 8.114825E+35 1.287136E+38 1.541227E+38 8.883703E+37
2.476903E+03 7.892784E+35 1.279893E+38 1.525319E+38 8.728471E+37
2.475707E+03 7.650876E+35 1.271714E+38 1.507762E+38 8.592086E+37
2.474513E+03 7.443845E+35 1.264139E+38 1.491323E+38 8.439761E+37
2.473319E+03 7.209381E+35 1.256685E+38 1.472860E+38 8.297958E+37
2.472127E+03 6.976277E+35 1.248760E+38 1.455190E+38 8.137879E+37
2.470936E+03 6.739142E+35 1.239745E+38 1.436193E+38 7.984247E+37
2.469746E+03 6.512756E+35 1.230213E+38 1.418033E+38 7.824235E+37
2.468557E+03 6.266680E+35 1.221285E+38 1.396188E+38 7.635287E+37
2.467369E+03 6.045298E+35 1.211859E+38 1.375348E+38 7.480398E+37
2.466182E+03 5.801462E+35 1.200933E+38 1.354830E+38 7.300867E+37
2.464997E+03 5.556913E+35 1.191628E+38 1.334656E+38 7.117643E+37
2.463813E+03 5.335019E+35 1.180623E+38 1.311974E+38 6.940112E+37
2.462630E+03 5.203394E+35 1.170099E+38 1.289872E+38 6.747730E+37
2.461448E+03 5.143746E+35 1.158575E+38 1.267641E+38 6.557033E+37
2.460267E+03 5.078967E+35 1.147347E+38 1.244237E+38 6.362955E+37
2.459087E+03 5.035123E+35 1.135561E+38 1.221667E+38 6.167345E+37
2.457908E+03 4.990112E+35 1.122803E+38 1.198945E+38 5.965036E+37
2.456731E+03 4.955541E+35 1.110948E+38 1.175858E+38 5.755151E+37
2.455554E+03 4.913347E+35 1.098085E+38 1.153089E+38 5.544588E+37
2.454379E+03 4.858859E+35 1.086045E+38 1.128872E+38 5.333990E+37
2.453205E+03 4.822897E+35 1.072778E+38 1.105151E+38 5.144912E+37
2.452032E+03 4.779099E+35 1.060225E+38 1.081158E+38 4.962036E+37
2.450860E+03 4.713563E+35 1.045673E+38 1.056541E+38 4.779414E+37
2.449690E+03 4.677503E+35 1.032880E+38 1.030529E+38 4.632219E+37
2.448520E+03 4.621564E+35 1.018079E+38 1.006078E+38 4.491951E+37
2.447351E+03 4.580642E+35 1.004322E+38 9.790895E+37 4.359545E+37
2.446184E+03 4.549506E+35 9.901493E+37 9.537481E+37 4.238526E+37
2.445018E+03 4.518201E+35 9.746107E+37 9.275113E+37 4.125148E+37
2.443852E+03 4.497135E+35 9.606548E+37 9.019781E+37 4.009890E+37
2.442688E+03 4.465173E+35 9.452578E+37 8.733534E+37 3.895776E+37
2.441525E+03 4.437878E+35 9.299556E+37 8.462879E+37 3.789095E+37
2.440364E+03 4.422995E+35 9.148533E+37 8.177076E+37 3.689164E+37
2.439203E+03 4.414614E+35 8.989493E+37 7.902335E+37 3.586620E+37
2.438043E+03 4.399791E+35 8.824667E+37 7.608115E+37 3.498246E+37
2.436885E+03 4.368725E+35 8.659733E+37 7.320734E+37 3.415037E+37
2.435727E+03 4.335177E+35 8.495538E+37 7.049447E+37 3.331390E+37
2.434571E+03 4.323275E+35 8.328303E+37 6.764047E+37 3.240490E+37
2.433416E+03 4.317678E+35 8.165204E+37 6.503866E+37 3.152781E+37
2.432262E+03 4.315158E+35 8.007416E+37 6.248007E+37 3.075920E+37
2.431108E+03 4.294747E+35 7.845538E+37 6.017612E+37 2.994727E+37
2.429957E+03 4.260962E+35 7.690180E+37 5.822128E+37 2.921344E+37
2.428806E+03 4.235623E+35 7.522593E+37 5.628763E+37 2.850668E+37
2.427656E+03 4.203293E+35 7.359123E+37 5.472869E+37 2.775384E+37
2.426507E+03 4.181945E+35 7.176508E+37 5.319447E+37 2.690694E+37
2.425360E+03 4.162609E+35 7.014885E+37 5.179225E+37 2.610372E+37
2.424213E+03 4.137194E+35 6.836641E+37 5.048206E+37 2.539536E+37
2.423068E+03 4.125962E+35 6.667712E+37 4.918694E+37 2.468707E+37
2.421923E+03 4.109554E+35 6.491706E+37 4.799761E+37 2.409387E+37
2.420780E+03 4.111871E+35 6.310852E+37 4.678915E+37 2.346665E+37
2.419638E+03 4.101947E+35 6.140180E+37 4.561410E+37 2.279184E+37
2.418497E+03 4.088114E+35 5.954463E+37 4.448921E+37 2.201289E+37
2.417357E+03 4.082991E+35 5.775568E+37 4.328785E+37 2.120911E+37
2.416218E+03 4.093411E+35 5.597872E+37 4.218176E+37 2.050641E+37
2.415080E+03 4.090942E+35 5.409229E+37 4.101954E+37 1.977125E+37
2.413943E+03 4.080663E+35 5.220685E+37 3.983843E+37 1.912400E+37
2.412807E+03 4.101757E+35 5.034321E+37 3.872734E+37 1.856302E+37
2.411672E+03 4.102113E+35 4.851180E+37 3.775214E+37 1.794963E+37
2.410539E+03 4.089120E+35 4.668950E+37 3.676364E+37 1.748948E+37
2.409406E+03 4.081448E+35 4.486913E+37 3.593260E+37 1.698009E+37
2.408275E+03 4.082896E+35 4.328103E+37 3.507727E+37 1.655667E+37
2.407144E+03 4.085410E+35 4.192300E+37 3.419962E+37 1.618386E+37
2.406015E+03 4.094235E+35 4.056493E+37 3.334461E+37 1.581784E+37
2.404887E+03 4.110341E+35 3.918058E+37 3.259582E+37 1.543150E+37
2.403759E+03 4.115328E+35 3.796068E+37 3.189667E+37 1.499087E+37
2.402633E+03 4.139066E+35 3.686890E+37 3.118500E+37 1.459096E+37
2.401508E+03 4.138923E+35 3.583975E+37 3.048576E+37 1.419112E+37
2.400384E+03 4.143072E+35 3.488222E+37 2.980643E+37 1.377163E+37
2.399261E+03 4.136002E+35 3.400712E+37 2.907446E+37 1.331698E+37
2.398139E+03 4.139839E+35 3.313209E+37 2.831147E+37 1.285378E+37
2.397018E+03 4.140180E+35 3.229535E+37 2.766903E+37 1.249200E+37
2.395898E+03 4.146892E+35 3.151488E+37 2.706571E+37 1.215610E+37
2.394779E+03 4.148663E+35 3.085075E+37 2.644647E+37 1.181524E+37
2.393662E+03 4.133187E+35 3.019618E+37 2.577358E+37 1.142716E+37
2.392545E+03 4.115899E+35 2.958069E+37 2.513134E+37 1.104774E+37
2.391429E+03 4.090594E+35 2.888437E+37 2.463697E+37 1.080007E+37
2.390314E+03 4.060446E+35 2.821368E+37 2.414243E+37 1.060321E+37
2.389201E+03 4.048336E+35 2.761955E+37 2.357943E+37 1.037436E+37
2.388088E+03 4.048860E+35 2.704358E+37 2.302297E+37 1.012841E+37
2.386977E+03 4.044121E+35 2.647720E+37 2.255923E+37 9.851894E+36
2.385866E+03 4.047458E+35 2.592747E+37 2.212722E+37 9.625955E+36
2.384757E+03 4.012134E+35 2.537912E+37 2.171555E+37 9.406845E+36
2.383648E+03 3.985146E+35 2.485021E+37 2.129385E+37 9.228435E+36
2.382541E+03 3.966631E+35 2.437185E+37 2.088102E+37 9.064180E+36
2.381434E+03 3.952792E+35 2.386664E+37 2.048247E+37 8.948675E+36
2.380329E+03 3.929823E+35 2.338523E+37 2.018493E+37 8.788293E+36
2.379225E+03 3.885570E+35 2.294514E+37 1.987875E+37 8.606077E+36
2.378121E+03 3.841380E+35 2.257119E+37 1.959048E+37 8.464977E+36
2.377019E+03 3.813245E+35 2.223102E+37 1.930981E+37 8.321331E+36
2.375918E+03 3.762354E+35 2.190088E+37 1.911365E+37 8.162400E+36
2.374817E+03 3.714879E+35 2.159476E+37 1.899878E+37 8.030051E+36
2.373718E+03 3.633735E+35 2.128886E+37 1.885072E+37 7.933106E+36
2.372620E+03 3.568320E+35 2.098779E+37 1.874026E+37 7.866744E+36
2.371523E+03 3.486317E+35 2.066742E+37 1.869479E+37 7.843130E+36
2.370427E+03 3.437977E+35 2.036654E+37 1.868118E+37 7.841084E+36
2.369331E+03 3.405722E+35 2.005671E+37 1.872198E+37 7.810525E+36
2.368237E+03 3.387588E+35 1.980556E+37 1.883401E+37 7.762531E+36
2.367144E+03 3.367718E+35 1.956713E+37 1.893981E+37 7.694162E+36
2.366052E+03 3.355465E+35 1.934258E+37 1.902819E+37 7.647976E+36
2.364961E+03 3.324939E+35 1.916855E+37 1.915009E+37 7.648412E+36
2.363871E+03 3.302834E+35 1.900242E+37 1.933141E+37 7.649264E+36
2.362781E+03 3.296976E+35 1.882907E+37 1.953858E+37 7.676118E+36
2.361693E+03 3.294176E+35 1.869325E+37 1.978662E+37 7.694776E+36
2.360606E+03 3.279867E+35 1.859295E+37 2.005009E+37 7.751492E+36
2.359520E+03 3.256797E+35 1.853723E+37 2.041015E+37 7.775773E+36
2.358435E+03 3.241380E+35 1.859493E+37 2.082471E+37 7.788147E+36
2.357351E+03 3.221101E+35 1.863588E+37 2.125486E+37 7.816332E+36
2.356268E+03 3.215301E+35 1.865752E+37 2.172305E+37 7.884129E+36
2.355186E+03 3.208564E+35 1.867691E+37 2.225084E+37 7.976286E+36
2.354104E+03 3.197004E+35 1.878472E+37 2.280285E+37 8.056857E+36
2.353024E+03 3.179115E+35 1.891306E+37 2.337463E+37 8.170642E+36
2.351945E+03 3.164659E+35 1.904153E+37 2.402506E+37 8.296150E+36
2.350867E+03 3.153846E+35 1.920535E+37 2.471695E+37 8.440863E+36
2.349790E+03 3.134043E+35 1.948129E+37 2.541161E+37 8.597059E+36
2.348713E+03 3.124602E+35 1.978640E+37 2.615621E+37 8.764010E+36
2.347638E+03 3.101314E+35 2.007371E+37 2.690958E+37 8.949980E+36
2.346564E+03 3.093356E+35 2.037642E+37 2.766526E+37 9.168032E+36
2.345491E+03 3.068891E+35 2.080701E+37 2.843023E+37 9.418596E+36
2.344419E+03 3.030172E+35 2.129394E+37 2.922435E+37 9.703586E+36
2.343347E+03 3.007489E+35 2.178394E+37 3.007544E+37 9.972003E+36
2.342277E+03 2.993517E+35 2.228830E+37 3.102681E+37 1.028139E+37
2.341208E+03 2.966179E+35 2.280037E+37 3.203351E+37 1.060642E+37
2.340139E+03 2.962581E+35 2.338452E+37 3.302603E+37 1.095157E+37
2.339072E+03 2.929623E+35 2.394421E+37 3.410593E+37 1.130508E+37
2.338005E+03 2.909563E+35 2.458630E+37 3.524151E+37 1.168648E+37
2.336940E+03 2.897956E+35 2.526496E+37 3.633948E+37 1.210933E+37
2.335876E+03 2.868125E+35 2.595150E+37 3.750489E+37 1.256789E+37
2.334812E+03 2.858863E+35 2.665930E+37 3.871757E+37 1.307565E+37
2.333750E+03 2.826057E+35 2.739167E+37 3.998277E+37 1.361341E+37
2.332688E+03 2.802104E+35 2.814656E+37 4.120000E+37 1.412994E+37
2.331627E+03 2.752971E+35 2.890617E+37 4.245771E+37 1.470399E+37
2.330568E+03 2.723524E+35 2.967791E+37 4.375855E+37 1.532503E+37
2.329509E+03 2.698276E+35 3.047700E+37 4.507076E+37 1.594052E+37
2.328451E+03 2.667763E+35 3.129614E+37 4.640179E+37 1.660592E+37
2.327395E+03 2.630992E+35 3.208224E+37 4.778736E+37 1.730512E+37
2.326339E+03 2.607692E+35 3.293152E+37 4.913145E+37 1.798700E+37
2.325284E+03 2.562347E+35 3.372236E+37 5.052141E+37 1.871346E+37
2.324230E+03 2.526681E+35 3.456764E+37 5.188294E+37 1.943987E+37
2.323177E+03 2.500950E+35 3.541850E+37 5.316080E+37 2.017213E+37
2.322125E+03 2.462299E+35 3.627072E+37 5.451228E+37 2.098550E+37
2.321074E+03 2.432379E+35 3.711808E+37 5.584520E+37 2.180176E+37
2.320024E+03 2.412654E+35 3.791432E+37 5.718557E+37 2.264841E+37
2.318975E+03 2.379890E+35 3.887149E+37 5.859019E+37 2.352035E+37
2.317927E+03 2.364820E+35 3.984656E+37 5.993406E+37 2.442897E+37
2.316880E+03 2.333204E+35 4.080541E+37 6.129314E+37 2.533690E+37
2.315833E+03 2.304155E+35 4.178198E+37 6.265761E+37 2.625584E+37
2.314788E+03 2.259997E+35 4.284199E+37 6.403355E+37 2.721958E+37
2.313744E+03 2.224968E+35 4.388151E+37 6.536066E+37 2.814966E+37
2.312700E+03 2.186700E+35 4.490143E+37 6.665821E+37 2.913051E+37
2.311658E+03 2.164933E+35 4.592508E+37 6.792686E+37 3.007214E+37
2.310616E+03 2.143802E+35 4.702620E+37 6.910095E+37 3.091453E+37
2.309576E+03 2.120898E+35 4.809572E+37 7.026116E+37 3.178266E+37
2.308536E+03 2.101061E+35 4.924250E+37 7.132146E+37 3.260024E+37
2.307497E+03 2.073593E+35 5.036873E+37 7.236124E+37 3.340052E+37
2.306459E+03 2.054337E+35 5.147525E+37 7.336177E+37 3.422498E+37
2.305422E+03 2.026749E+35 5.252900E+37 7.440533E+37 3.502306E+37
2.304386E+03 1.995624E+35 5.358382E+37 7.544826E+37 3.581372E+37
2.303351E+03 1.963988E+35 5.464838E+37 7.641992E+37 3.663973E+37
2.302317E+03 1.925107E+35 5.567763E+37 7.742178E+37 3.743207E+37
2.301284E+03 1.893828E+35 5.670232E+37 7.832952E+37 3.822688E+37
2.300252E+03 1.851007E+35 5.768789E+37 7.928139E+37 3.897915E+37
2.299221E+03 1.819313E+35 5.869095E+37 8.017821E+37 3.972344E+37
2.298190E+03 1.797045E+35 5.967655E+37 8.099315E+37 4.043012E+37
2.297161E+03 1.771096E+35 6.070181E+37 8.184749E+37 4.109388E+37
2.296132E+03 1.750428E+35 6.167180E+37 8.261141E+37 4.177306E+37
2.295105E+03 1.730932E+35 6.257234E+37 8.332453E+37 4.238714E+37
2.294078E+03 1.703690E+35 6.348491E+37 8.407211E+37 4.299293E+37
2.293052E+03 1.675301E+35 6.437214E+37 8.474657E+37 4.356921E+37
2.292027E+03 1.653015E+35 6.522515E+37 8.544180E+37 4.411045E+37
2.291003E+03 1.622731E+35 6.608821E+37 8.604011E+37 4.467244E+37
2.289980E+03 1.595283E+35 6.691725E+37 8.661782E+37 4.521527E+37
2.288958E+03 1.569395E+35 6.771653E+37 8.712539E+37 4.573437E+37
2.287937E+03 1.542485E+35 6.847301E+37 8.764874E+37 4.627178E+37
2.286917E+03 1.516425E+35 6.916805E+37 8.813151E+37 4.673903E+37
2.285897E+03 1.499076E+35 6.981253E+37 8.856357E+37 4.719636E+37
2.284879E+03 1.479486E+35 7.042391E+37 8.901201E+37 4.765745E+37
2.283861E+03 1.450690E+35 7.102467E+37 8.942308E+37 4.799874E+37
2.282844E+03 1.431914E+35 7.162340E+37 8.985482E+37 4.829350E+37
2.281829E+03 1.399443E+35 7.219222E+37 9.022230E+37 4.857906E+37
2.280814E+03 1.388839E+35 7.274968E+37 9.052809E+37 4.882664E+37
2.279800E+03 1.372198E+35 7.322832E+37 9.087358E+37 4.902489E+37
2.278787E+03 1.363112E+35 7.370486E+37 9.113498E+37 4.926741E+37
2.277775E+03 1.350132E+35 7.412125E+37 9.144166E+37 4.947880E+37
2.276763E+03 1.326593E+35 7.456279E+37 9.180281E+37 4.961255E+37
2.275753E+03 1.316953E+35 7.500994E+37 9.216102E+37 4.982582E+37
2.274744E+03 1.299727E+35 7.546082E+37 9.251733E+37 4.997155E+37
2.273735E+03 1.282447E+35 7.583496E+37 9.288935E+37 5.007162E+37
2.272727E+03 1.263679E+35 7.617485E+37 9.320004E+37 5.021240E+37
2.271720E+03 1.244286E+35 7.652408E+37 9.353067E+37 5.031440E+37
2.270715E+03 1.225507E+35 7.688106E+37 9.380002E+37 5.035974E+37
2.269710E+03 1.198350E+35 7.716142E+37 9.409843E+37 5.036315E+37
2.268705E+03 1.180679E+35 7.746870E+37 9.431450E+37 5.039783E+37
2.267702E+03 1.166106E+35 7.774550E+37 9.450192E+37 5.039560E+37
2.266700E+03 1.168777E+35 7.799592E+37 9.473517E+37 5.038679E+37
2.265698E+03 1.162041E+35 7.822348E+37 9.489515E+37 5.033689E+37
2.264698E+03 1.158645E+35 7.847035E+37 9.513507E+37 5.032314E+37
2.263698E+03 1.161401E+35 7.871437E+37 9.524488E+37 5.027317E+37
2.262699E+03 1.155950E+35 7.889577E+37 9.546438E+37 5.017747E+37
2.261701E+03 1.147888E+35 7.912112E+37 9.556866E+37 5.011046E+37
2.260704E+03 1.131200E+35 7.929576E+37 9.574795E+37 5.004601E+37
2.259708E+03 1.107391E+35 7.952105E+37 9.581216E+37 4.995933E+37
2.258713E+03 1.107977E+35 7.967597E+37 9.594032E+37 4.986618E+37
2.257719E+03 1.095195E+35 7.984199E+37 9.607125E+37 4.973940E+37
2.256725E+03 1.092634E+35 8.000612E+37 9.615835E+37 4.961228E+37
2.255732E+03 1.090108E+35 8.012797E+37 9.624586E+37 4.950696E+37
2.254741E+03 1.088658E+35 8.026665E+37 9.635502E+37 4.940690E+37
2.253750E+03 1.097082E+35 8.045986E+37 9.640137E+37 4.928201E+37
2.252760E+03 1.104127E+35 8.064770E+37 9.646560E+37 4.918054E+37
2.251770E+03 1.116642E+35 8.082825E+37 9.657252E+37 4.901427E+37
2.250782E+03 1.120925E+35 8.101574E+37 9.663062E+37 4.888631E+37
2.249795E+03 1.123192E+35 8.115557E+37 9.665709E+37 4.874766E+37
2.248808E+03 1.130832E+35 8.131207E+37 9.662069E+37 4.856872E+37
2.247822E+03 1.133750E+35 8.145225E+37 9.665350E+37 4.841172E+37
2.246838E+03 1.137456E+35 8.155082E+37 9.670230E+37 4.826376E+37
2.245854E+03 1.134162E+35 8.170819E+37 9.666310E+37 4.811149E+37
2.244870E+03 1.147459E+35 8.183692E+37 9.669160E+37 4.794371E+37
2.243888E+03 1.152147E+35 8.197336E+37 9.668831E+37 4.781736E+37
2.242907E+03 1.149246E+35 8.207770E+37 9.668479E+37 4.764801E+37
2.241926E+03 1.155721E+35 8.219758E+37 9.664229E+37 4.752467E+37
2.240947E+03 1.162496E+35 8.227182E+37 9.665856E+37 4.737825E+37
2.239968E+03 1.159721E+35 8.235919E+37 9.663421E+37 4.722460E+37
2.238990E+03 1.169446E+35 8.248253E+37 9.648494E+37 4.705374E+37
2.238013E+03 1.177566E+35 8.255758E+37 9.654890E+37 4.682562E+37
2.237036E+03 1.181710E+35 8.260169E+37 9.650633E+37 4.674623E+37
2.236061E+03 1.203271E+35 8.265004E+37 9.638819E+37 4.662020E+37
2.235086E+03 1.208418E+35 8.264374E+37 9.639062E+37 4.651275E+37
2.234113E+03 1.224576E+35 8.270592E+37 9.624823E+37 4.640027E+37
2.233140E+03 1.218506E+35 8.268883E+37 9.618631E+37 4.626438E+37
2.232168E+03 1.203318E+35 8.273050E+37 9.612079E+37 4.612890E+37
2.231197E+03 1.211881E+35 8.272419E+37 9.601144E+37 4.614365E+37
2.230226E+03 1.233771E+35 8.272488E+37 9.588879E+37 4.616722E+37
2.229257E+03 1.240510E+35 8.272568E+37 9.571796E+37 4.611896E+37
2.228288E+03 1.253295E+35 8.268841E+37 9.556138E+37 4.623466E+37
2.227320E+03 1.265459E+35 8.266425E+37 9.547383E+37 4.626887E+37
2.226353E+03 1.276652E+35 8.263415E+37 9.528806E+37 4.627977E+37
2.225387E+03 1.287934E+35 8.256989E+37 9.517336E+37 4.633124E+37
2.224422E+03 1.297088E+35 8.248721E+37 9.495289E+37 4.640892E+37
2.223457E+03 1.311752E+35 8.243463E+37 9.481622E+37 4.644757E+37
2.222494E+03 1.326147E+35 8.235146E+37 9.464581E+37 4.643432E+37
2.221531E+03 1.344079E+35 8.226056E+37 9.456010E+37 4.642154E+37
2.220569E+03 1.359338E+35 8.216676E+37 9.456217E+37 4.644691E+37
2.219608E+03 1.367562E+35 8.204542E+37 9.458474E+37 4.646356E+37
2.218648E+03 1.381939E+35 8.191636E+37 9.459951E+37 4.646705E+37
2.217688E+03 1.395264E+35 8.180588E+37 9.456909E+37 4.653921E+37
2.216730E+03 1.416161E+35 8.167481E+37 9.454958E+37 4.661362E+37
2.215772E+03 1.428631E+35 8.153484E+37 9.459774E+37 4.669938E+37
2.214815E+03 1.445116E+35 8.141386E+37 9.463789E+37 4.678655E+37
2.213859E+03 1.440814E+35 8.127928E+37 9.467781E+37 4.685928E+37
2.212903E+03 1.419146E+35 8.115922E+37 9.469568E+37 4.693655E+37
2.211949E+03 1.417175E+35 8.099681E+37 9.468561E+37 4.701832E+37
2.210995E+03 1.408786E+35 8.086081E+37 9.469674E+37 4.709639E+37
2.210042E+03 1.396565E+35 8.071378E+37 9.469369E+37 4.717647E+37
2.209090E+03 1.389965E+35 8.054746E+37 9.468365E+37 4.724474E+37
2.208139E+03 1.380105E+35 8.038674E+37 9.467651E+37 4.729457E+37
2.207189E+03 1.367200E+35 8.022499E+37 9.462057E+37 4.734147E+37
2.206239E+03 1.355887E+35 8.005673E+37 9.458747E+37 4.737942E+37
2.205290E+03 1.349671E+35 7.988700E+37 9.451076E+37 4.741927E+37
2.204343E+03 1.339864E+35 7.970550E+37 9.439577E+37 4.745921E+37
2.203395E+03 1.325053E+35 7.951065E+37 9.428247E+37 4.749667E+37
