#NTIMES: 4
#NVEL: 521
#TIMES[d]: 5.0 10.0 15.0 20.0
#vel_mid[km/s] Tgas_t0[K] Tgas_t1[K] ... Tgas_tn[K]
1.681000E+04 1.000000E-99 5.992101E+03 5.808212E+03 5.403691E+03
1.685990E+04 1.000000E-99 5.990909E+03 5.805237E+03 5.400195E+03
1.690981E+04 1.000000E-99 5.989169E+03 5.803440E+03 5.398131E+03
1.695971E+04 1.000000E-99 5.988276E+03 5.800752E+03 5.396915E+03
1.700962E+04 1.000000E-99 5.988000E+03 5.797520E+03 5.396373E+03
1.705952E+04 1.000000E-99 5.985723E+03 5.792993E+03 5.393955E+03
1.710942E+04 1.000000E-99 5.981174E+03 5.790718E+03 5.391354E+03
1.715933E+04 1.000000E-99 5.977798E+03 5.789393E+03 5.389992E+03
1.720923E+04 1.000000E-99 5.975435E+03 5.786396E+03 5.387635E+03
1.725913E+04 1.000000E-99 5.973958E+03 5.785026E+03 5.386244E+03
1.730904E+04 1.000000E-99 5.973144E+03 5.781523E+03 5.384870E+03
1.735894E+04 1.000000E-99 5.970879E+03 5.778547E+03 5.382620E+03
1.740885E+04 1.000000E-99 5.969734E+03 5.776099E+03 5.378707E+03
1.745875E+04 1.000000E-99 5.968473E+03 5.775958E+03 5.376259E+03
1.750865E+04 1.000000E-99 5.967219E+03 5.774088E+03 5.373627E+03
1.755856E+04 1.000000E-99 5.964184E+03 5.771940E+03 5.371264E+03
1.760846E+04 1.000000E-99 5.961262E+03 5.766454E+03 5.367861E+03
1.765837E+04 1.000000E-99 5.959055E+03 5.762179E+03 5.364447E+03
1.770827E+04 1.000000E-99 5.956594E+03 5.758960E+03 5.364053E+03
1.775817E+04 1.000000E-99 5.954165E+03 5.756154E+03 5.361914E+03
1.780808E+04 1.000000E-99 5.951851E+03 5.754049E+03 5.358296E+03
1.785798E+04 1.000000E-99 5.950578E+03 5.752384E+03 5.353552E+03
1.790788E+04 1.000000E-99 5.948974E+03 5.750450E+03 5.351815E+03
1.795779E+04 1.000000E-99 5.946727E+03 5.748947E+03 5.351385E+03
1.800769E+04 1.000000E-99 5.948397E+03 5.746255E+03 5.350576E+03
1.805760E+04 1.000000E-99 5.947344E+03 5.743411E+03 5.347551E+03
1.810750E+04 1.000000E-99 5.942338E+03 5.740393E+03 5.345401E+03
1.815740E+04 1.000000E-99 5.939271E+03 5.736042E+03 5.343751E+03
1.820731E+04 1.000000E-99 5.937290E+03 5.732872E+03 5.343542E+03
1.825721E+04 1.000000E-99 5.933125E+03 5.728985E+03 5.343237E+03
1.830712E+04 1.000000E-99 5.930494E+03 5.725520E+03 5.340340E+03
1.835702E+04 1.000000E-99 5.930272E+03 5.722596E+03 5.337997E+03
1.840692E+04 1.000000E-99 5.927509E+03 5.720713E+03 5.335144E+03
1.845683E+04 1.000000E-99 5.925599E+03 5.719445E+03 5.333287E+03
1.850673E+04 1.000000E-99 5.921317E+03 5.715829E+03 5.332400E+03
1.855663E+04 1.000000E-99 5.917242E+03 5.711566E+03 5.330203E+03
1.860654E+04 1.000000E-99 5.914022E+03 5.708155E+03 5.326560E+03
1.865644E+04 1.000000E-99 5.912293E+03 5.704447E+03 5.324521E+03
1.870635E+04 1.000000E-99 5.911315E+03 5.702999E+03 5.322887E+03
1.875625E+04 1.000000E-99 5.909645E+03 5.699907E+03 5.320193E+03
1.880615E+04 1.000000E-99 5.906703E+03 5.695614E+03 5.320961E+03
1.885606E+04 1.000000E-99 5.903045E+03 5.693110E+03 5.320607E+03
1.890596E+04 1.000000E-99 5.899958E+03 5.692500E+03 5.318591E+03
1.895587E+04 1.000000E-99 5.897335E+03 5.690838E+03 5.316917E+03
1.900577E+04 1.000000E-99 5.894406E+03 5.687177E+03 5.315401E+03
1.905567E+04 4.246962E+03 5.889183E+03 5.685256E+03 5.313043E+03
1.910558E+04 4.250645E+03 5.887075E+03 5.683199E+03 5.311087E+03
1.915548E+04 4.251407E+03 5.884724E+03 5.679254E+03 5.309735E+03
1.920538E+04 4.251354E+03 5.881855E+03 5.676721E+03 5.306903E+03
1.925529E+04 4.252844E+03 5.879648E+03 5.674096E+03 5.305620E+03
1.930519E+04 4.255182E+03 5.877473E+03 5.670744E+03 5.304211E+03
1.935510E+04 4.254302E+03 5.874455E+03 5.668013E+03 5.301361E+03
1.940500E+04 4.254372E+03 5.870380E+03 5.666445E+03 5.298856E+03
1.945490E+04 4.256474E+03 5.866975E+03 5.663571E+03 5.295182E+03
1.950481E+04 4.258789E+03 5.865035E+03 5.661325E+03 5.293837E+03
1.955471E+04 4.259673E+03 5.862182E+03 5.658039E+03 5.292539E+03
1.960462E+04 4.259307E+03 5.859839E+03 5.655759E+03 5.289275E+03
1.965452E+04 4.258966E+03 5.857669E+03 5.651647E+03 5.285446E+03
1.970442E+04 4.259448E+03 5.855652E+03 5.647629E+03 5.283667E+03
1.975433E+04 4.259947E+03 5.854356E+03 5.645722E+03 5.282010E+03
1.980423E+04 4.259467E+03 5.851399E+03 5.644362E+03 5.279608E+03
1.985413E+04 4.258478E+03 5.847506E+03 5.642548E+03 5.277225E+03
1.990404E+04 4.258869E+03 5.842707E+03 5.642544E+03 5.276982E+03
1.995394E+04 4.257684E+03 5.838119E+03 5.640663E+03 5.275384E+03
2.000385E+04 4.257824E+03 5.835915E+03 5.636884E+03 5.272678E+03
2.005375E+04 4.259306E+03 5.832584E+03 5.633297E+03 5.271106E+03
2.010365E+04 4.259301E+03 5.830653E+03 5.629881E+03 5.268828E+03
2.015356E+04 4.258885E+03 5.827524E+03 5.627656E+03 5.267662E+03
2.020346E+04 4.258244E+03 5.824577E+03 5.624569E+03 5.266938E+03
2.025337E+04 4.256543E+03 5.824028E+03 5.621982E+03 5.264493E+03
2.030327E+04 4.255350E+03 5.821360E+03 5.621199E+03 5.260928E+03
2.035317E+04 4.255463E+03 5.818266E+03 5.617760E+03 5.257042E+03
2.040308E+04 4.255913E+03 5.815976E+03 5.614717E+03 5.255171E+03
2.045298E+04 4.257270E+03 5.812527E+03 5.612791E+03 5.254463E+03
2.050288E+04 4.256939E+03 5.808347E+03 5.608779E+03 5.253490E+03
2.055279E+04 4.255310E+03 5.805806E+03 5.606567E+03 5.250992E+03
2.060269E+04 4.253636E+03 5.802281E+03 5.604801E+03 5.250478E+03
2.065260E+04 4.252688E+03 5.798366E+03 5.601758E+03 5.249460E+03
2.070250E+04 4.254361E+03 5.795964E+03 5.599317E+03 5.246324E+03
2.075240E+04 4.255431E+03 5.792814E+03 5.598361E+03 5.244617E+03
2.080231E+04 4.255659E+03 5.789061E+03 5.596745E+03 5.243935E+03
2.085221E+04 4.255305E+03 5.783993E+03 5.594408E+03 5.242153E+03
2.090212E+04 4.253382E+03 5.779320E+03 5.591981E+03 5.240636E+03
2.095202E+04 4.250588E+03 5.775811E+03 5.588717E+03 5.239310E+03
2.100192E+04 4.249806E+03 5.772508E+03 5.586217E+03 5.236587E+03
2.105183E+04 4.248865E+03 5.771425E+03 5.583896E+03 5.234276E+03
2.110173E+04 4.247068E+03 5.769348E+03 5.580974E+03 5.232299E+03
2.115163E+04 4.245993E+03 5.766343E+03 5.578580E+03 5.229595E+03
2.120154E+04 4.244357E+03 5.764884E+03 5.576134E+03 5.228213E+03
2.125144E+04 4.243666E+03 5.762141E+03 5.574062E+03 5.227249E+03
2.130135E+04 4.241455E+03 5.758609E+03 5.572084E+03 5.225191E+03
2.135125E+04 4.240082E+03 5.755725E+03 5.570215E+03 5.223438E+03
2.140115E+04 4.240317E+03 5.753418E+03 5.568956E+03 5.222668E+03
2.145106E+04 4.241176E+03 5.751048E+03 5.566081E+03 5.220356E+03
2.150096E+04 4.241449E+03 5.746616E+03 5.562790E+03 5.215671E+03
2.155087E+04 4.240089E+03 5.742249E+03 5.560665E+03 5.212490E+03
2.160077E+04 4.239116E+03 5.738958E+03 5.558391E+03 5.210624E+03
2.165067E+04 4.238829E+03 5.736018E+03 5.556343E+03 5.208948E+03
2.170058E+04 4.238150E+03 5.734612E+03 5.554553E+03 5.207484E+03
2.175048E+04 4.237537E+03 5.731753E+03 5.552602E+03 5.205562E+03
2.180038E+04 4.235497E+03 5.727868E+03 5.552034E+03 5.203329E+03
2.185029E+04 4.232558E+03 5.726931E+03 5.552104E+03 5.200686E+03
2.190019E+04 4.232436E+03 5.724825E+03 5.550846E+03 5.198000E+03
2.195010E+04 4.232457E+03 5.722270E+03 5.548901E+03 5.195878E+03
2.200000E+04 4.230437E+03 5.721941E+03 5.545581E+03 5.195326E+03
2.204990E+04 4.228942E+03 5.718692E+03 5.541297E+03 5.194674E+03
2.209981E+04 4.227444E+03 5.714222E+03 5.539155E+03 5.191789E+03
2.214971E+04 4.224728E+03 5.712164E+03 5.537889E+03 5.189414E+03
2.219962E+04 4.223805E+03 5.710269E+03 5.535022E+03 5.189752E+03
2.224952E+04 4.223057E+03 5.707910E+03 5.532168E+03 5.188143E+03
2.229942E+04 4.221447E+03 5.705661E+03 5.528646E+03 5.184677E+03
2.234933E+04 4.221434E+03 5.703977E+03 5.525978E+03 5.182631E+03
2.239923E+04 4.220397E+03 5.701238E+03 5.524892E+03 5.181284E+03
2.244913E+04 4.218669E+03 5.697202E+03 5.522688E+03 5.181289E+03
2.249904E+04 4.217619E+03 5.693531E+03 5.520256E+03 5.179777E+03
2.254894E+04 4.216709E+03 5.689957E+03 5.517856E+03 5.176426E+03
2.259885E+04 4.216335E+03 5.687164E+03 5.515888E+03 5.173883E+03
2.264875E+04 4.214815E+03 5.683989E+03 5.514684E+03 5.172055E+03
2.269865E+04 4.212856E+03 5.681789E+03 5.513032E+03 5.170519E+03
2.274856E+04 4.210325E+03 5.679309E+03 5.510851E+03 5.167989E+03
2.279846E+04 4.206913E+03 5.677504E+03 5.508879E+03 5.165749E+03
2.284837E+04 4.205624E+03 5.677708E+03 5.506414E+03 5.164464E+03
2.289827E+04 4.205891E+03 5.674953E+03 5.504352E+03 5.162999E+03
2.294817E+04 4.204244E+03 5.671881E+03 5.502124E+03 5.161229E+03
2.299808E+04 4.202767E+03 5.669319E+03 5.500533E+03 5.158917E+03
2.304798E+04 4.201293E+03 5.665939E+03 5.499956E+03 5.156301E+03
2.309788E+04 4.198885E+03 5.663203E+03 5.497816E+03 5.154566E+03
2.314779E+04 4.197564E+03 5.660617E+03 5.494957E+03 5.153364E+03
2.319769E+04 4.196669E+03 5.656560E+03 5.493418E+03 5.150243E+03
2.324760E+04 4.195754E+03 5.652584E+03 5.492725E+03 5.147645E+03
2.329750E+04 4.193910E+03 5.650116E+03 5.490741E+03 5.146302E+03
2.334740E+04 4.190926E+03 5.647813E+03 5.488790E+03 5.145199E+03
2.339731E+04 4.188181E+03 5.646264E+03 5.487183E+03 5.143743E+03
2.344721E+04 4.186387E+03 5.645841E+03 5.484694E+03 5.140992E+03
2.349712E+04 4.185468E+03 5.643737E+03 5.482287E+03 5.138835E+03
2.354702E+04 4.185176E+03 5.640903E+03 5.480662E+03 5.138438E+03
2.359692E+04 4.184657E+03 5.639170E+03 5.477793E+03 5.137815E+03
2.364683E+04 4.184579E+03 5.637020E+03 5.475289E+03 5.135903E+03
2.369673E+04 4.184760E+03 5.634074E+03 5.474304E+03 5.133459E+03
2.374663E+04 4.183110E+03 5.631661E+03 5.473138E+03 5.131938E+03
2.379654E+04 4.179935E+03 5.628708E+03 5.471883E+03 5.130926E+03
2.384644E+04 4.176882E+03 5.625859E+03 5.469983E+03 5.128895E+03
2.389635E+04 4.175184E+03 5.622682E+03 5.467929E+03 5.127015E+03
2.394625E+04 4.174637E+03 5.620340E+03 5.466137E+03 5.125080E+03
2.399615E+04 4.172756E+03 5.619916E+03 5.462676E+03 5.122310E+03
2.404606E+04 4.171585E+03 5.618108E+03 5.458894E+03 5.119885E+03
2.409596E+04 4.169958E+03 5.613848E+03 5.455774E+03 5.118330E+03
2.414587E+04 4.167923E+03 5.610599E+03 5.454848E+03 5.117184E+03
2.419577E+04 4.166753E+03 5.608643E+03 5.454226E+03 5.114672E+03
2.424567E+04 4.165723E+03 5.607233E+03 5.451983E+03 5.112664E+03
2.429558E+04 4.163310E+03 5.606372E+03 5.450741E+03 5.109997E+03
2.434548E+04 4.160075E+03 5.604708E+03 5.450323E+03 5.107750E+03
2.439538E+04 4.158160E+03 5.603674E+03 5.447891E+03 5.107508E+03
2.444529E+04 4.157416E+03 5.601165E+03 5.445086E+03 5.106186E+03
2.449519E+04 4.156607E+03 5.597611E+03 5.443556E+03 5.103909E+03
2.454510E+04 4.154842E+03 5.596096E+03 5.441338E+03 5.101648E+03
2.459500E+04 4.152779E+03 5.595770E+03 5.438290E+03 5.099297E+03
2.464490E+04 4.151831E+03 5.593571E+03 5.436639E+03 5.097505E+03
2.469481E+04 4.151334E+03 5.589253E+03 5.435460E+03 5.095433E+03
2.474471E+04 4.149195E+03 5.586179E+03 5.432767E+03 5.093988E+03
2.479462E+04 4.146344E+03 5.584991E+03 5.430868E+03 5.092297E+03
2.484452E+04 4.147179E+03 5.584198E+03 5.429620E+03 5.090855E+03
2.489442E+04 4.147555E+03 5.582093E+03 5.427534E+03 5.089104E+03
2.494433E+04 4.144203E+03 5.579519E+03 5.425338E+03 5.087347E+03
2.499423E+04 4.140572E+03 5.576757E+03 5.423301E+03 5.086427E+03
2.504413E+04 4.139286E+03 5.573252E+03 5.420853E+03 5.085811E+03
2.509404E+04 4.138039E+03 5.570988E+03 5.420531E+03 5.084666E+03
2.514394E+04 4.135401E+03 5.570689E+03 5.419793E+03 5.081112E+03
2.519385E+04 4.133487E+03 5.570425E+03 5.418159E+03 5.079380E+03
2.524375E+04 4.132323E+03 5.569034E+03 5.416920E+03 5.078661E+03
2.529365E+04 4.130977E+03 5.566024E+03 5.414925E+03 5.077224E+03
2.534356E+04 4.129685E+03 5.561866E+03 5.414091E+03 5.076072E+03
2.539346E+04 4.128672E+03 5.557532E+03 5.412141E+03 5.075617E+03
2.544337E+04 4.127919E+03 5.555473E+03 5.409673E+03 5.074184E+03
2.549327E+04 4.125210E+03 5.554449E+03 5.407121E+03 5.071902E+03
2.554317E+04 4.122885E+03 5.551838E+03 5.406051E+03 5.070374E+03
2.559308E+04 4.121738E+03 5.549100E+03 5.405005E+03 5.069050E+03
2.564298E+04 4.120420E+03 5.547299E+03 5.402493E+03 5.067822E+03
2.569288E+04 4.119193E+03 5.544735E+03 5.399034E+03 5.065569E+03
2.574279E+04 4.117823E+03 5.542560E+03 5.397656E+03 5.062615E+03
2.579269E+04 4.116148E+03 5.540115E+03 5.396064E+03 5.059761E+03
2.584260E+04 4.114155E+03 5.538943E+03 5.394310E+03 5.058117E+03
2.589250E+04 4.111682E+03 5.535423E+03 5.391890E+03 5.057019E+03
2.594240E+04 4.109821E+03 5.531678E+03 5.390147E+03 5.055025E+03
2.599231E+04 4.108718E+03 5.529917E+03 5.387963E+03 5.053636E+03
2.604221E+04 4.105618E+03 5.528819E+03 5.386077E+03 5.053365E+03
2.609212E+04 4.102933E+03 5.528281E+03 5.384385E+03 5.052216E+03
2.614202E+04 4.101127E+03 5.526533E+03 5.383431E+03 5.051127E+03
2.619192E+04 4.099931E+03 5.524747E+03 5.382945E+03 5.049804E+03
