#NTIMES:           33
#TIMES[d]:    1.00000E-01   5.00000E-01   1.00000E+00   2.00000E+00   3.00000E+00   4.00000E+00   5.00000E+00   6.00000E+00   7.00000E+00   8.00000E+00   9.00000E+00   1.00000E+01   1.20000E+01   1.40000E+01   1.60000E+01   1.80000E+01   2.00000E+01   2.20000E+01   2.40000E+01   2.60000E+01   2.80000E+01   3.00000E+01   3.50000E+01   4.00000E+01   5.00000E+01   6.00000E+01   7.00000E+01   8.00000E+01   9.00000E+01   1.00000E+02   1.10000E+02   1.20000E+02   1.30000E+02
#
#TIME:    1.00000E-01
#NVEL:          202
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1.00700E+02 2.95121E+05 9.05733E-08 1.00000E-99 1.00000E-99
3.02000E+02 2.93089E+05 8.93305E-08 1.00000E-99 1.00000E-99
5.02300E+02 2.88403E+05 8.41395E-08 1.00000E-99 1.00000E-99
7.02400E+02 2.83792E+05 7.88860E-08 1.00000E-99 1.00000E-99
9.02500E+02 2.79254E+05 7.36207E-08 1.00000E-99 1.00000E-99
1.10260E+03 2.74157E+05 6.88652E-08 1.00000E-99 1.00000E-99
1.30270E+03 2.69153E+05 6.42688E-08 1.00000E-99 1.00000E-99
1.50290E+03 2.64241E+05 5.99791E-08 1.00000E-99 1.00000E-99
1.70310E+03 2.58821E+05 5.59758E-08 1.00000E-99 1.00000E-99
1.90340E+03 2.52930E+05 5.22396E-08 1.00000E-99 1.00000E-99
2.10380E+03 2.46037E+05 4.87528E-08 1.00000E-99 1.00000E-99
2.30410E+03 2.38781E+05 4.54988E-08 1.00000E-99 1.00000E-99
2.50450E+03 2.30675E+05 4.24620E-08 1.00000E-99 1.00000E-99
2.70470E+03 2.21309E+05 3.96278E-08 1.00000E-99 1.00000E-99
2.90490E+03 2.10863E+05 3.69828E-08 1.00000E-99 1.00000E-99
3.10500E+03 1.98609E+05 3.45939E-08 1.00000E-99 1.00000E-99
3.30480E+03 1.84927E+05 3.22849E-08 1.00000E-99 1.00000E-99
3.50440E+03 1.69044E+05 3.01301E-08 1.00000E-99 1.00000E-99
3.70380E+03 1.50314E+05 2.81190E-08 1.00000E-99 1.00000E-99
3.90280E+03 1.28825E+05 2.62422E-08 1.00000E-99 1.00000E-99
4.10170E+03 1.02802E+05 2.44906E-08 1.00000E-99 1.00000E-99
4.30060E+03 6.90240E+04 2.28560E-08 1.00000E-99 1.00000E-99
4.50000E+03 2.07491E+04 2.13304E-08 1.00000E-99 1.00000E-99
4.70000E+03 4.07380E+03 1.99067E-08 1.00000E-99 1.00000E-99
4.90000E+03 4.00867E+03 1.85780E-08 1.00000E-99 1.00000E-99
5.10000E+03 4.01791E+03 1.73380E-08 1.00000E-99 1.00000E-99
5.30000E+03 4.03645E+03 1.61808E-08 1.00000E-99 1.00000E-99
5.50000E+03 4.04576E+03 1.51008E-08 1.00000E-99 1.00000E-99
5.70000E+03 4.06443E+03 1.40929E-08 1.00000E-99 1.00000E-99
5.90000E+03 4.08319E+03 1.31522E-08 1.00000E-99 1.00000E-99
6.10000E+03 4.10204E+03 1.22744E-08 1.00000E-99 1.00000E-99
6.30000E+03 4.12098E+03 1.14551E-08 1.00000E-99 1.00000E-99
6.50000E+03 4.14000E+03 1.06905E-08 1.00000E-99 1.00000E-99
6.70000E+03 4.15911E+03 9.97700E-09 1.00000E-99 1.00000E-99
6.90000E+03 4.17830E+03 9.31108E-09 1.00000E-99 1.00000E-99
7.10000E+03 4.20727E+03 8.68960E-09 1.00000E-99 1.00000E-99
7.30000E+03 4.22669E+03 8.10961E-09 1.00000E-99 1.00000E-99
7.50000E+03 4.24620E+03 7.56833E-09 1.00000E-99 1.00000E-99
7.70000E+03 4.26580E+03 7.06318E-09 1.00000E-99 1.00000E-99
7.90000E+03 4.28549E+03 6.59174E-09 1.00000E-99 1.00000E-99
8.10000E+03 4.30527E+03 6.15177E-09 1.00000E-99 1.00000E-99
8.30000E+03 4.32514E+03 5.74116E-09 1.00000E-99 1.00000E-99
8.50000E+03 4.33511E+03 5.35797E-09 1.00000E-99 1.00000E-99
8.70000E+03 4.35512E+03 5.00035E-09 1.00000E-99 1.00000E-99
8.90000E+03 4.36516E+03 4.66659E-09 1.00000E-99 1.00000E-99
9.10000E+03 4.37522E+03 4.35512E-09 1.00000E-99 1.00000E-99
9.30000E+03 4.38531E+03 4.06443E-09 1.00000E-99 1.00000E-99
9.50000E+03 4.40555E+03 3.79315E-09 1.00000E-99 1.00000E-99
9.70000E+03 4.41570E+03 3.53997E-09 1.00000E-99 1.00000E-99
9.90000E+03 4.42588E+03 3.30370E-09 1.00000E-99 1.00000E-99
1.01000E+04 4.42588E+03 3.08319E-09 1.00000E-99 1.00000E-99
1.03000E+04 4.43609E+03 2.87740E-09 1.00000E-99 1.00000E-99
1.05000E+04 4.44631E+03 2.68534E-09 1.00000E-99 1.00000E-99
1.07000E+04 4.45656E+03 2.50611E-09 1.00000E-99 1.00000E-99
1.09000E+04 4.45656E+03 2.33884E-09 1.00000E-99 1.00000E-99
1.11000E+04 4.46684E+03 2.18273E-09 1.00000E-99 1.00000E-99
1.13000E+04 4.47713E+03 2.03704E-09 1.00000E-99 1.00000E-99
1.15000E+04 4.47713E+03 1.90108E-09 1.00000E-99 1.00000E-99
1.17000E+04 4.48745E+03 1.77419E-09 1.00000E-99 1.00000E-99
1.19000E+04 4.48745E+03 1.65577E-09 1.00000E-99 1.00000E-99
1.21000E+04 4.48745E+03 1.54525E-09 1.00000E-99 1.00000E-99
1.23000E+04 4.49780E+03 1.44212E-09 1.00000E-99 1.00000E-99
1.25000E+04 4.49780E+03 1.34586E-09 1.00000E-99 1.00000E-99
1.27000E+04 4.50817E+03 1.25603E-09 1.00000E-99 1.00000E-99
1.29000E+04 4.50817E+03 1.17220E-09 1.00000E-99 1.00000E-99
1.31000E+04 4.50817E+03 1.09396E-09 1.00000E-99 1.00000E-99
1.33000E+04 4.50817E+03 1.02094E-09 1.00000E-99 1.00000E-99
1.35000E+04 4.51856E+03 9.52796E-10 1.00000E-99 1.00000E-99
1.37000E+04 4.51856E+03 8.89201E-10 1.00000E-99 1.00000E-99
1.39000E+04 4.51856E+03 8.29851E-10 1.00000E-99 1.00000E-99
1.41000E+04 4.51856E+03 7.74462E-10 1.00000E-99 1.00000E-99
1.43000E+04 4.51856E+03 7.22770E-10 1.00000E-99 1.00000E-99
1.45000E+04 4.51856E+03 6.74528E-10 1.00000E-99 1.00000E-99
1.47000E+04 4.51856E+03 6.29506E-10 1.00000E-99 1.00000E-99
1.49000E+04 4.51856E+03 5.87489E-10 1.00000E-99 1.00000E-99
1.51000E+04 4.51856E+03 5.48277E-10 1.00000E-99 1.00000E-99
1.53000E+04 4.51856E+03 5.11682E-10 1.00000E-99 1.00000E-99
