#NTIMES: 108
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1.249994e+02 1.022603e+05 5.610101e-10 4.755033e+13 6.035534e+12 
3.749991e+02 1.003957e+05 5.210507e-10 4.400247e+13 5.609572e+12 
6.249988e+02 9.839851e+04 4.796621e-10 4.029760e+13 5.162329e+12 
8.749978e+02 9.645522e+04 4.406777e-10 3.679234e+13 4.745028e+12 
1.125000e+03 9.432475e+04 4.045805e-10 3.347878e+13 4.364976e+12 
1.375003e+03 9.235866e+04 3.713219e-10 3.046449e+13 4.024961e+12 
1.625005e+03 9.016131e+04 3.407313e-10 2.768447e+13 3.739555e+12 
1.875006e+03 8.774704e+04 3.126329e-10 2.517421e+13 3.500747e+12 
2.125006e+03 8.506122e+04 2.868317e-10 2.293646e+13 3.328139e+12 
2.375008e+03 8.201478e+04 2.631422e-10 2.097649e+13 3.196623e+12 
2.625010e+03 7.845378e+04 2.414119e-10 1.923020e+13 3.117470e+12 
2.875008e+03 7.419530e+04 2.214606e-10 1.764244e+13 3.075178e+12 
3.125008e+03 6.913727e+04 2.031554e-10 1.613076e+13 3.053698e+12 
3.375011e+03 6.313799e+04 1.863658e-10 1.487476e+13 3.037964e+12 
3.625012e+03 5.612261e+04 1.709579e-10 1.386072e+13 3.002441e+12 
3.875015e+03 4.758867e+04 1.568176e-10 1.298533e+13 2.926056e+12 
4.125020e+03 3.748719e+04 1.438518e-10 1.160153e+13 2.804488e+12 
4.375025e+03 2.542802e+04 1.319544e-10 9.404662e+12 2.619462e+12 
4.625029e+03 1.437214e+04 1.210418e-10 1.001002e+12 2.413205e+12 
4.875029e+03 8.501675e+03 1.110378e-10 1.660126e+07 2.209017e+12 
5.125029e+03 8.296278e+03 1.018477e-10 2.697208e+00 2.034000e+12 
5.375030e+03 8.031108e+03 9.342809e-11 2.583316e+00 1.867000e+12 
5.625029e+03 7.294628e+03 8.570041e-11 2.474173e+00 1.704000e+12 
