#NTIMES:     60
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[/cm^3]
    1.025000E+03    1.1502E+05    4.4372E-10    2.3914E+13    4.7865E+12
    1.040053E+03    1.1486E+05    4.4142E-10    2.3792E+13    4.7623E+12
    1.070158E+03    1.1455E+05    4.3685E-10    2.3550E+13    4.7145E+12
    1.130368E+03    1.1393E+05    4.2787E-10    2.3075E+13    4.6210E+12
    1.241494E+03    1.1278E+05    4.1176E-10    2.2231E+13    4.4555E+12
    1.363544E+03    1.1150E+05    3.9476E-10    2.1350E+13    4.2848E+12
    1.497593E+03    1.1005E+05    3.7690E-10    2.0442E+13    4.1114E+12
    1.644821E+03    1.0839E+05    3.5821E-10    1.9516E+13    3.9386E+12
    1.806522E+03    1.0648E+05    3.3875E-10    1.8587E+13    3.7712E+12
    1.984119E+03    1.0421E+05    3.1860E-10    1.7673E+13    3.6152E+12
    2.179177E+03    1.0146E+05    2.9784E-10    1.6798E+13    3.4779E+12
    2.393410E+03    9.8059E+04    2.7659E-10    1.5987E+13    3.3672E+12
    2.628704E+03    9.3753E+04    2.5500E-10    1.5257E+13    3.2882E+12
    2.887130E+03    8.8179E+04    2.3322E-10    1.4615E+13    3.2424E+12
    3.114965E+03    8.2378E+04    2.1558E-10    1.4145E+13    3.2228E+12
    3.299448E+03    7.6969E+04    2.0226E-10    1.3796E+13    3.2100E+12
    3.449550E+03    7.2030E+04    1.9204E-10    1.3513E+13    3.1948E+12
    3.582805E+03    6.7184E+04    1.8340E-10    1.3250E+13    3.1738E+12
    3.691373E+03    6.2863E+04    1.7665E-10    1.3021E+13    3.1490E+12
    3.788986E+03    5.8647E+04    1.7079E-10    1.2799E+13    3.1198E+12
    3.867592E+03    5.4991E+04    1.6622E-10    1.2607E+13    3.0908E+12
    3.939331E+03    5.1409E+04    1.6215E-10    1.2415E+13    3.0596E+12
    4.001586E+03    4.8077E+04    1.5870E-10    1.2231E+13    3.0288E+12
    4.053810E+03    4.5091E+04    1.5586E-10    1.2060E+13    3.0003E+12
    4.102163E+03    4.2143E+04    1.5329E-10    1.1901E+13    2.9716E+12
    4.144813E+03    3.9371E+04    1.5104E-10    1.1762E+13    2.9443E+12
    4.181616E+03    3.6825E+04    1.4913E-10    1.1615E+13    2.9195E+12
    4.215036E+03    3.4359E+04    1.4742E-10    1.1421E+13    2.8957E+12
    4.242895E+03    3.2157E+04    1.4601E-10    1.1226E+13    2.8750E+12
    4.267784E+03    3.0082E+04    1.4476E-10    1.0971E+13    2.8562E+12
    4.289409E+03    2.8152E+04    1.4368E-10    1.0511E+13    2.8390E+12
    4.308154E+03    2.6403E+04    1.4275E-10    9.8157E+12    2.8238E+12
    4.325097E+03    2.4648E+04    1.4192E-10    8.9524E+12    2.8102E+12
    4.340694E+03    2.3033E+04    1.4115E-10    8.3537E+12    2.7968E+12
    4.354635E+03    2.1537E+04    1.4047E-10    8.0403E+12    2.7849E+12
    4.365589E+03    2.0169E+04    1.3994E-10    7.6905E+12    2.7756E+12
    4.374323E+03    1.8907E+04    1.3952E-10    7.1274E+12    2.7682E+12
    4.382197E+03    1.7650E+04    1.3914E-10    6.3744E+12    2.7611E+12
