#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
2.2875e+04 1.5532e+03 3.8729e+02 1.0000e+00 2.0774e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3075e+04 1.5576e+03 2.9285e+02 1.0000e+00 7.8553e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3275e+04 1.5458e+03 3.2268e+02 1.0000e+00 1.4012e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3475e+04 1.5499e+03 3.2462e+02 1.0000e+00 1.7188e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3675e+04 1.5494e+03 2.7605e+02 1.0000e+00 1.0538e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3875e+04 1.5449e+03 2.9446e+02 1.0000e+00 1.6465e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4075e+04 1.5401e+03 2.5728e+02 1.0000e+00 1.1284e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4275e+04 1.5421e+03 2.5322e+02 1.0000e+00 1.2648e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4475e+04 1.5437e+03 2.4592e+02 1.0000e+00 1.3419e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4675e+04 1.5551e+03 2.3367e+02 1.0000e+00 1.3011e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 1.5532e+03 2.5527e+02 1.0000e+00 2.2488e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 1.5419e+03 2.2608e+02 1.0000e+00 1.6284e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 1.5500e+03 1.8446e+02 1.0000e+00 8.4002e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 1.5253e+03 2.0758e+02 1.0000e+00 1.6416e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 1.5437e+03 2.0407e+02 1.0000e+00 1.8339e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5875e+04 1.5522e+03 1.8755e+02 1.0000e+00 1.5481e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6075e+04 1.5399e+03 1.8569e+02 1.0000e+00 1.7816e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6275e+04 1.5351e+03 1.4712e+02 1.0000e+00 8.1219e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6475e+04 1.5442e+03 1.3614e+02 1.0000e+00 7.0561e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 1.5291e+03 1.3390e+02 1.0000e+00 7.8938e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 1.5298e+03 1.3299e+02 1.0000e+00 9.1991e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 1.5293e+03 1.2980e+02 1.0000e+00 9.9730e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 1.5147e+03 1.2873e+02 1.0000e+00 1.1562e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 1.5251e+03 1.2115e+02 1.0000e+00 1.0771e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 1.5128e+03 1.1055e+02 1.0000e+00 8.8276e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 1.5130e+03 8.2769e+01 1.0000e+00 3.1795e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 1.5037e+03 8.3324e+01 1.0000e+00 3.9174e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 1.5112e+03 7.6389e+01 1.0000e+00 3.2734e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 1.5073e+03 6.9487e+01 1.0000e+00 2.6486e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 1.4811e+03 4.9774e+01 1.0000e+00 7.9759e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 1.4797e+03 3.9608e+01 1.0000e+00 3.7194e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 1.5012e+03 4.5820e+01 1.0000e+00 8.1163e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 1.4751e+03 5.7538e+01 1.0000e+00 2.4985e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 1.4645e+03 3.2099e+01 1.0000e+00 2.6764e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 1.4596e+03 3.6956e+01 1.0000e+00 5.7261e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 1.4876e+03 5.2965e+01 1.0000e+00 3.0556e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 1.4716e+03 5.5299e+01 1.0000e+00 4.3935e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 1.4903e+03 4.1209e+01 1.0000e+00 1.5464e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 1.4895e+03 4.1509e+01 1.0000e+00 1.9120e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 1.4603e+03 3.8857e+01 1.0000e+00 1.7425e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 1.4900e+03 1.9845e+01 1.0000e+00 1.2916e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 1.4950e+03 5.5276e+01 1.0000e+00 1.1077e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 1.4617e+03 3.4972e+01 1.0000e+00 1.9420e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 1.4765e+03 1.6216e+01 1.0000e+00 9.6137e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 1.4519e+03 2.2375e+01 1.0000e+00 4.3541e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 1.4409e+03 2.4834e+01 1.0000e+00 8.0527e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 1.4277e+03 1.7227e+01 1.0000e+00 2.1146e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 1.4495e+03 8.4970e+00 1.0000e+00 1.3759e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 1.4646e+03 1.3639e+01 1.0000e+00 1.1538e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 1.4249e+03 1.2836e+01 1.0000e+00 1.0749e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 1.4093e+03 7.1615e+00 1.0000e+00 1.1626e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 1.4443e+03 2.0912e+01 1.0000e+00 1.1774e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 1.4349e+03 5.5556e+00 1.0000e+00 5.8510e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 1.3800e+03 8.0220e-01 1.0000e+00 2.5773e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 1.4313e+03 6.7569e+00 1.0000e+00 1.8670e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 1.3630e+03 3.6168e+00 1.0000e+00 1.7152e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 1.3296e+03 2.5807e+00 1.0000e+00 5.1434e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 1.4018e+03 6.7304e+00 1.0000e+00 3.1423e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 1.4474e+03 6.6280e+00 1.0000e+00 3.5293e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 1.3240e+03 1.6094e+00 1.0000e+00 1.2675e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 1.3442e+03 1.7049e+00 1.0000e+00 1.9139e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 1.4031e+03 7.3905e-01 1.0000e+00 7.5222e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 1.2883e+03 7.0090e-01 1.0000e+00 7.2247e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 1.3953e+03 3.4393e+00 1.0000e+00 5.7800e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 1.4084e+03 8.0752e+00 1.0000e+00 2.3825e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 1.3509e+03 2.9452e+00 1.0000e+00 4.3628e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 1.4795e+03 1.2754e+01 1.0000e+00 2.4044e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 1.4180e+03 1.6890e+01 1.0000e+00 9.9293e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 1.4744e+03 5.6869e+00 1.0000e+00 1.1437e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 1.5553e+03 6.0615e+00 1.0000e+00 1.7953e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 1.5911e+03 1.3536e+01 1.0000e+00 6.7960e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 1.6201e+03 8.4285e+01 1.0000e+00 6.8408e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 1.5645e+03 3.1917e+01 1.0000e+00 6.2090e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 1.5658e+03 8.0223e+01 1.0000e+00 2.9871e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 1.7272e+03 1.5278e+01 1.0000e+00 2.6699e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 1.5839e+03 3.7588e+01 1.0000e+00 3.8324e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 1.7585e+03 1.8206e+01 1.0000e+00 9.5694e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 1.8324e+03 6.8268e+01 1.0000e+00 5.1960e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 1.7933e+03 6.3532e+01 1.0000e+00 9.6452e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 1.7832e+03 5.9064e+01 1.0000e+00 1.9317e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 1.7141e+03 5.4022e+01 1.0000e+00 6.7708e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 1.7634e+03 5.1701e+01 1.0000e+00 1.4187e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 1.7154e+03 4.1960e+01 1.0000e+00 6.4344e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 1.7499e+03 4.4663e+01 1.0000e+00 5.5737e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 1.7636e+03 4.1620e+01 1.0000e+00 3.6513e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 1.8106e+03 3.9285e+01 1.0000e+00 2.9832e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 1.8719e+03 3.6525e+01 1.0000e+00 3.0104e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 1.7657e+03 3.4362e+01 1.0000e+00 2.0275e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 60.1102875549
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
8.7500e+01 5.5339e+03 3.6727e+08 9.4009e-01 5.9914e-02 1.4201e-13 6.3432e-38 0.0000e+00 0.0000e+00
2.7500e+02 5.4878e+03 2.7434e+08 9.2784e-01 7.2165e-02 1.9520e-13 9.2495e-38 0.0000e+00 0.0000e+00
4.7500e+02 5.4440e+03 2.4014e+08 9.4209e-01 5.7908e-02 9.4789e-14 2.0318e-38 0.0000e+00 0.0000e+00
6.7500e+02 5.3965e+03 2.1790e+08 9.5309e-01 4.6908e-02 4.8773e-14 5.1595e-39 0.0000e+00 0.0000e+00
8.7500e+02 5.3342e+03 2.0026e+08 9.6549e-01 3.4507e-02 1.9434e-14 8.0897e-40 0.0000e+00 0.0000e+00
1.0750e+03 5.2747e+03 1.8534e+08 9.7530e-01 2.4702e-02 7.2606e-15 1.1300e-40 0.0000e+00 0.0000e+00
1.2750e+03 5.2077e+03 1.7246e+08 9.8329e-01 1.6715e-02 2.3430e-15 1.1984e-41 0.0000e+00 0.0000e+00
1.4750e+03 5.1355e+03 1.6137e+08 9.8919e-01 1.0812e-02 6.7393e-16 1.0258e-42 0.0000e+00 0.0000e+00
1.6750e+03 5.0525e+03 1.5200e+08 9.9371e-01 6.2884e-03 1.4607e-16 5.1848e-44 0.0000e+00 0.0000e+00
1.8750e+03 4.9619e+03 1.4430e+08 9.9670e-01 3.2963e-03 2.4042e-17 1.4013e-45 0.0000e+00 0.0000e+00
2.0750e+03 4.8585e+03 1.3818e+08 9.9842e-01 1.5827e-03 3.1399e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.2750e+03 4.7501e+03 1.3345e+08 9.9932e-01 6.8176e-04 3.0720e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.4750e+03 4.6390e+03 1.2981e+08 9.9972e-01 2.7572e-04 2.5442e-20 0.0000e+00 0.0000e+00 0.0000e+00
2.6750e+03 4.5334e+03 1.2687e+08 9.9989e-01 1.0574e-04 1.8289e-21 0.0000e+00 0.0000e+00 0.0000e+00
2.8750e+03 4.4267e+03 1.2410e+08 9.9996e-01 3.6644e-05 9.9718e-23 0.0000e+00 0.0000e+00 0.0000e+00
3.0750e+03 4.3070e+03 1.2083e+08 9.9999e-01 1.2776e-05 5.5063e-24 0.0000e+00 0.0000e+00 0.0000e+00
3.2750e+03 4.1789e+03 1.1512e+08 1.0000e+00 3.5290e-06 1.5829e-25 0.0000e+00 0.0000e+00 0.0000e+00
3.4750e+03 4.0505e+03 1.0620e+08 1.0000e+00 9.0729e-07 3.6501e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.6750e+03 3.9178e+03 9.5334e+07 1.0000e+00 2.1281e-07 6.4143e-29 0.0000e+00 0.0000e+00 0.0000e+00
3.8750e+03 3.7860e+03 8.5386e+07 1.0000e+00 4.7849e-08 1.0012e-30 0.0000e+00 0.0000e+00 0.0000e+00
4.0750e+03 3.6687e+03 7.7116e+07 1.0000e+00 1.1244e-08 1.7724e-32 0.0000e+00 0.0000e+00 0.0000e+00
4.2750e+03 3.5626e+03 6.9381e+07 1.0000e+00 2.8430e-09 3.8185e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.4750e+03 3.5633e+03 6.5249e+07 1.0000e+00 3.2229e-09 5.1437e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.6750e+03 3.4810e+03 5.8209e+07 1.0000e+00 1.0300e-09 2.0885e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.8750e+03 3.3897e+03 5.0465e+07 1.0000e+00 2.8895e-10 5.8104e-37 0.0000e+00 0.0000e+00 0.0000e+00
5.0750e+03 3.3086e+03 4.2589e+07 1.0000e+00 8.9260e-11 2.0614e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.2750e+03 3.2368e+03 3.4740e+07 1.0000e+00 2.8464e-11 7.7757e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.4750e+03 3.1759e+03 2.8075e+07 1.0000e+00 1.0661e-11 4.5223e-41 0.0000e+00 0.0000e+00 0.0000e+00
5.6750e+03 3.1186e+03 2.2714e+07 1.0000e+00 4.5430e-12 3.7457e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.8750e+03 3.0756e+03 1.8425e+07 1.0000e+00 2.0969e-12 3.8676e-43 0.0000e+00 0.0000e+00 0.0000e+00
6.0750e+03 3.0358e+03 1.5383e+07 1.0000e+00 1.1499e-12 6.5861e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.2750e+03 2.9971e+03 1.2792e+07 1.0000e+00 6.2626e-13 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.4750e+03 2.9636e+03 1.0758e+07 1.0000e+00 3.6073e-13 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.6750e+03 2.9302e+03 9.1098e+06 1.0000e+00 2.1393e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8750e+03 2.9008e+03 7.6368e+06 1.0000e+00 1.1962e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0750e+03 2.8728e+03 6.5419e+06 1.0000e+00 7.3236e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2750e+03 2.8400e+03 5.5900e+06 1.0000e+00 4.3420e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.4750e+03 2.8138e+03 4.8522e+06 1.0000e+00 2.7375e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.6750e+03 2.7857e+03 4.2070e+06 1.0000e+00 1.6699e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.8750e+03 2.7595e+03 3.6548e+06 1.0000e+00 9.9561e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.0750e+03 2.7278e+03 3.1545e+06 1.0000e+00 5.3840e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2750e+03 2.7009e+03 2.7774e+06 1.0000e+00 3.1732e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.4750e+03 2.6727e+03 2.4639e+06 1.0000e+00 1.8782e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.6750e+03 2.6441e+03 2.1904e+06 1.0000e+00 1.0545e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.8750e+03 2.6148e+03 1.9510e+06 1.0000e+00 5.4412e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.0750e+03 2.5861e+03 1.7503e+06 1.0000e+00 2.7011e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2750e+03 2.5594e+03 1.5876e+06 1.0000e+00 1.4050e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.4750e+03 2.5258e+03 1.4433e+06 1.0000e+00 6.4321e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6750e+03 2.5036e+03 1.3267e+06 1.0000e+00 3.4914e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.8750e+03 2.4729e+03 1.2179e+06 1.0000e+00 1.4547e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0075e+04 2.4450e+03 1.1262e+06 1.0000e+00 7.3376e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0275e+04 2.4208e+03 1.0435e+06 1.0000e+00 3.6466e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0475e+04 2.3958e+03 9.6813e+05 1.0000e+00 1.7593e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0675e+04 2.3667e+03 8.9820e+05 1.0000e+00 7.1439e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0875e+04 2.3425e+03 8.3533e+05 1.0000e+00 3.7913e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1075e+04 2.3179e+03 7.7624e+05 1.0000e+00 1.7051e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1275e+04 2.2913e+03 7.2125e+05 1.0000e+00 7.7398e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1475e+04 2.2732e+03 6.7061e+05 1.0000e+00 4.1633e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1675e+04 2.2491e+03 6.2230e+05 1.0000e+00 1.8962e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1875e+04 2.2251e+03 5.7677e+05 1.0000e+00 8.6300e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2075e+04 2.2047e+03 5.3392e+05 1.0000e+00 4.0908e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2275e+04 2.1793e+03 4.9349e+05 1.0000e+00 1.9901e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2475e+04 2.1549e+03 4.5439e+05 1.0000e+00 9.0058e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2675e+04 2.1297e+03 4.1581e+05 1.0000e+00 3.7207e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2875e+04 2.1027e+03 3.7932e+05 1.0000e+00 1.6555e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.0781e+03 3.4339e+05 1.0000e+00 7.0512e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3275e+04 2.0499e+03 3.0735e+05 1.0000e+00 2.8160e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3475e+04 2.0177e+03 2.6870e+05 1.0000e+00 9.4234e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3675e+04 1.9893e+03 2.3165e+05 1.0000e+00 3.2893e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3875e+04 1.9594e+03 1.9229e+05 1.0000e+00 9.6259e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4075e+04 1.9298e+03 1.5489e+05 1.0000e+00 2.7224e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4275e+04 1.9034e+03 1.2043e+05 1.0000e+00 7.2493e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4475e+04 1.8732e+03 9.4312e+04 1.0000e+00 2.3121e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4675e+04 1.8436e+03 7.2657e+04 1.0000e+00 7.3521e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4875e+04 1.8120e+03 5.3244e+04 1.0000e+00 1.9522e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5075e+04 1.7796e+03 3.8030e+04 1.0000e+00 4.9224e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5275e+04 1.7451e+03 2.6473e+04 1.0000e+00 1.1675e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5475e+04 1.7102e+03 1.8252e+04 1.0000e+00 2.7726e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5675e+04 1.6838e+03 1.2657e+04 1.0000e+00 6.9573e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5875e+04 1.6508e+03 8.0972e+03 1.0000e+00 1.2708e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6075e+04 1.6224e+03 5.4569e+03 1.0000e+00 2.9427e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6275e+04 1.5949e+03 3.6457e+03 1.0000e+00 6.6457e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6475e+04 1.5703e+03 2.4450e+03 1.0000e+00 1.5366e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6675e+04 1.5534e+03 1.6522e+03 1.0000e+00 3.6849e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
