#NTIMES:  59
#time[d] Lbol[erg/s] Edep[erg/s]
2.00100e+00 3.84267e+40 6.08078e+42
2.00200e+00 3.73003e+40 6.06731e+42
2.00300e+00 3.65289e+40 6.05782e+42
2.00500e+00 3.57207e+40 6.04156e+42
2.01000e+00 3.45751e+40 6.02744e+42
2.02000e+00 3.29614e+40 6.01176e+42
2.05000e+00 4.15581e+40 5.98666e+42
2.10000e+00 2.63741e+40 5.95100e+42
2.20000e+00 1.48788e+40 5.88523e+42
2.40000e+00 8.34101e+39 5.77879e+42
2.64000e+00 5.78943e+39 5.65414e+42
2.90000e+00 5.42242e+39 5.52287e+42
3.19000e+00 7.10185e+39 5.38085e+42
3.51000e+00 1.23641e+40 5.22942e+42
3.86000e+00 2.42320e+40 5.06983e+42
4.25000e+00 4.79467e+40 4.89919e+42
4.67000e+00 8.92378e+40 4.72354e+42
5.14000e+00 1.59164e+41 4.53645e+42
5.65000e+00 2.64531e+41 4.34419e+42
6.21000e+00 4.14452e+41 4.14524e+42
6.83000e+00 6.17740e+41 3.93891e+42
7.51000e+00 8.74074e+41 3.83250e+42
8.26000e+00 1.17467e+42 3.62292e+42
9.09000e+00 1.50075e+42 3.40582e+42
1.00000e+01 1.82551e+42 3.18683e+42
1.10000e+01 2.12588e+42 2.97376e+42
1.21000e+01 2.36717e+42 2.76386e+42
1.33100e+01 2.52886e+42 2.55759e+42
1.46400e+01 2.60731e+42 2.35389e+42
1.61000e+01 2.61061e+42 2.15959e+42
1.77100e+01 2.54081e+42 1.97823e+42
1.94800e+01 2.39702e+42 1.80793e+42
2.14300e+01 2.19792e+42 1.64795e+42
2.35700e+01 1.95408e+42 1.49931e+42
2.59300e+01 1.67758e+42 1.36006e+42
2.85200e+01 1.41669e+42 1.22958e+42
3.13700e+01 1.21253e+42 1.10508e+42
3.45100e+01 1.05915e+42 9.86561e+41
3.79600e+01 9.32242e+41 8.69895e+41
4.17600e+01 8.18079e+41 7.60915e+41
4.59400e+01 7.10468e+41 6.58183e+41
5.05300e+01 5.82788e+41 5.62468e+41
5.55800e+01 4.84061e+41 4.74156e+41
6.11400e+01 4.02310e+41 3.95628e+41
6.72500e+01 3.32387e+41 3.26917e+41
7.39700e+01 2.72179e+41 2.67035e+41
8.13700e+01 2.20211e+41 2.15535e+41
8.95100e+01 1.76912e+41 1.73001e+41
9.84600e+01 1.41057e+41 1.37898e+41
1.08300e+02 1.11255e+41 1.08751e+41
1.18000e+02 8.91270e+40 8.71310e+40
1.28000e+02 7.42410e+40 7.05227e+40
1.38000e+02 6.05832e+40 5.73326e+40
1.48000e+02 4.97906e+40 4.73598e+40
1.58000e+02 4.12121e+40 3.94449e+40
1.68000e+02 3.43316e+40 3.30254e+40
1.80000e+02 2.81501e+40 2.72609e+40
1.90000e+02 2.37321e+40 2.30332e+40
2.00000e+02 2.02800e+40 1.97757e+40
