#NTIMES: 1229
#time[d] Lbol[erg/s] Edep[erg/s]
2.000012e+00 3.9890e+34 6.4400e+42
2.000035e+00 8.8960e+34 6.4400e+42
2.000080e+00 1.4250e+35 6.4400e+42
2.000172e+00 2.0670e+35 6.4400e+42
2.000353e+00 3.1910e+35 6.4400e+42
2.000568e+00 4.5270e+35 6.4390e+42
2.000761e+00 6.8980e+35 6.4390e+42
2.000945e+00 1.0990e+36 6.4390e+42
2.001131e+00 1.8810e+36 6.4390e+42
2.001327e+00 3.3990e+36 6.4390e+42
2.001538e+00 6.4990e+36 6.4390e+42
2.001763e+00 1.2540e+37 6.4390e+42
2.001999e+00 2.3340e+37 6.4390e+42
2.002241e+00 4.0820e+37 6.4390e+42
2.002482e+00 6.6340e+37 6.4380e+42
2.002716e+00 1.0030e+38 6.4380e+42
2.002939e+00 1.4230e+38 6.4380e+42
2.003151e+00 1.9170e+38 6.4380e+42
2.003354e+00 2.4840e+38 6.4380e+42
2.003549e+00 3.1220e+38 6.4380e+42
2.003738e+00 3.8310e+38 6.4380e+42
2.003923e+00 4.6140e+38 6.4380e+42
2.004106e+00 5.4720e+38 6.4380e+42
2.004289e+00 6.4170e+38 6.4370e+42
2.004474e+00 7.4660e+38 6.4370e+42
2.004665e+00 8.6430e+38 6.4370e+42
2.004865e+00 9.9790e+38 6.4370e+42
2.005079e+00 1.1510e+39 6.4370e+42
2.005308e+00 1.3280e+39 6.4370e+42
2.005558e+00 1.5350e+39 6.4370e+42
2.005834e+00 1.7790e+39 6.4370e+42
2.006140e+00 2.0680e+39 6.4360e+42
2.006482e+00 2.4100e+39 6.4360e+42
2.006864e+00 2.8150e+39 6.4360e+42
2.007290e+00 3.2880e+39 6.4360e+42
2.007761e+00 3.8330e+39 6.4350e+42
2.008273e+00 4.4470e+39 6.4350e+42
2.008820e+00 5.1190e+39 6.4350e+42
2.009395e+00 5.8350e+39 6.4340e+42
2.009973e+00 6.5610e+39 6.4340e+42
2.010526e+00 7.2560e+39 6.4340e+42
2.011043e+00 7.9030e+39 6.4330e+42
2.011521e+00 8.4970e+39 6.4330e+42
2.011966e+00 9.0440e+39 6.4330e+42
2.012385e+00 9.5540e+39 6.4330e+42
2.012784e+00 1.0030e+40 6.4320e+42
2.013168e+00 1.0490e+40 6.4320e+42
2.013542e+00 1.0930e+40 6.4320e+42
2.013911e+00 1.1360e+40 6.4320e+42
2.014282e+00 1.1780e+40 6.4320e+42
2.014661e+00 1.2200e+40 6.4310e+42
2.015056e+00 1.2640e+40 6.4310e+42
2.015473e+00 1.3090e+40 6.4310e+42
2.015920e+00 1.3560e+40 6.4310e+42
2.016403e+00 1.4060e+40 6.4300e+42
2.016932e+00 1.4590e+40 6.4300e+42
2.017516e+00 1.5160e+40 6.4300e+42
2.018163e+00 1.5770e+40 6.4290e+42
2.018881e+00 1.6420e+40 6.4290e+42
2.019675e+00 1.7100e+40 6.4280e+42
2.020518e+00 1.7790e+40 6.4280e+42
2.021336e+00 1.8430e+40 6.4270e+42
2.022114e+00 1.9010e+40 6.4270e+42
2.022848e+00 1.9530e+40 6.4270e+42
2.023542e+00 2.0000e+40 6.4260e+42
2.024203e+00 2.0430e+40 6.4260e+42
2.024840e+00 2.0820e+40 6.4250e+42
