#NTIMES:    65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    1.681887E+03   1.0000E-099   7.9792E-011   9.6575E-006   9.9999E-001
    1.784623E+03   1.0000E-099   4.3297E-011   5.8583E-006   9.9999E-001
    1.893635E+03   1.0000E-099   2.2646E-011   3.5318E-006   1.0000E+000
    2.009306E+03   1.0000E-099   1.1581E-011   2.1555E-006   1.0000E+000
    2.132042E+03   1.0000E-099   5.8311E-012   1.3510E-006   1.0000E+000
    2.262276E+03   1.0000E-099   2.8656E-012   8.6823E-007   1.0000E+000
    2.400465E+03   1.0000E-099   1.4116E-012   5.8032E-007   1.0000E+000
    2.547095E+03   1.0000E-099   7.5147E-013   4.1862E-007   1.0000E+000
    2.702681E+03   1.0000E-099   4.5848E-013   3.3067E-007   1.0000E+000
    2.867772E+03   1.0000E-099   3.2079E-013   2.7976E-007   1.0000E+000
    3.042947E+03   1.0000E-099   2.5325E-013   2.4664E-007   1.0000E+000
    3.228822E+03   1.0000E-099   2.2780E-013   2.2651E-007   1.0000E+000
    3.426051E+03   1.0000E-099   2.3196E-013   2.1797E-007   1.0000E+000
    3.635328E+03   1.0000E-099   2.6230E-013   2.1908E-007   1.0000E+000
    3.857388E+03   1.0000E-099   3.0666E-013   2.2430E-007   1.0000E+000
    4.093013E+03   1.0000E-099   3.6887E-013   2.4099E-007   1.0000E+000
    4.343030E+03   1.0000E-099   4.4744E-013   2.6784E-007   1.0000E+000
    4.608319E+03   1.0000E-099   4.4013E-013   2.6495E-007   1.0000E+000
    4.889814E+03   1.0000E-099   3.5388E-013   2.3307E-007   1.0000E+000
    5.188503E+03   1.0000E-099   2.7782E-013   2.0249E-007   1.0000E+000
    5.505438E+03   1.0000E-099   2.4383E-013   1.8807E-007   1.0000E+000
    5.841731E+03   1.0000E-099   2.3386E-013   1.8366E-007   1.0000E+000
    6.198568E+03   1.0000E-099   2.3674E-013   1.8491E-007   1.0000E+000
    6.577201E+03   1.0000E-099   2.5391E-013   1.9308E-007   1.0000E+000
    6.978962E+03   1.0000E-099   2.8701E-013   2.0903E-007   1.0000E+000
    7.405265E+03   1.0000E-099   3.3480E-013   2.3350E-007   1.0000E+000
    7.857608E+03   1.0000E-099   4.1373E-013   2.7535E-007   1.0000E+000
    8.337582E+03   1.0000E-099   5.6333E-013   3.5169E-007   1.0000E+000
    8.846874E+03   1.0000E-099   8.6602E-013   5.0438E-007   1.0000E+000
    9.387276E+03   1.0000E-099   1.6259E-012   8.8424E-007   1.0000E+000
    9.960688E+03   1.0000E-099   4.2892E-012   2.1468E-006   1.0000E+000
    1.056913E+04   1.0000E-099   1.8454E-011   8.5294E-006   9.9999E-001
    1.121473E+04   1.0000E-099   1.7988E-010   7.7341E-005   9.9992E-001
    1.189977E+04   1.0000E-099   5.5500E-009   2.2463E-003   9.9775E-001
    1.262692E+04   1.0000E-099   4.0401E-007   1.5100E-001   8.4900E-001
    1.339437E+04   1.0000E-099   2.7017E-006   9.5062E-001   4.9376E-002
    1.404300E+04   1.0000E-099   2.9374E-006   9.9955E-001   4.4800E-004
    1.458324E+04   1.0000E-099   2.9016E-006   1.0000E+000   1.5022E-006
    1.507109E+04   1.0000E-099   4.0008E-006   1.0000E+000   1.8027E-009
    1.552521E+04   1.0000E-099   9.7159E-006   9.9999E-001   7.8619E-013
    1.588026E+04   1.0000E-099   4.2640E-005   9.9996E-001   1.4540E-016
    1.613148E+04   1.0000E-099   3.2071E-004   9.9968E-001   7.1957E-021
    1.631412E+04   1.0000E-099   2.8598E-003   9.9714E-001   1.0559E-025
    1.645533E+04   1.0000E-099   2.9464E-002   9.7054E-001   4.2826E-031
    1.657187E+04   1.0000E-099   2.1588E-001   7.8412E-001   1.4863E-036
    1.667619E+04   1.0000E-099   6.3941E-001   3.6059E-001   1.5056E-041
    1.677791E+04   1.0000E-099   8.7919E-001   1.2081E-001   8.1967E-046
    1.688119E+04   1.0000E-099   9.5253E-001   4.7467E-002   4.0336E-049
    1.699410E+04   1.0000E-099   9.7879E-001   2.1210E-002   8.5358E-052
    1.712967E+04   1.0000E-099   9.9042E-001   9.5751E-003   1.4114E-052
    1.736141E+04   1.0000E-099   9.9694E-001   3.0610E-003   1.1418E-052
    1.784412E+04   1.0000E-099   9.9960E-001   4.0081E-004   1.0608E-052
    1.850057E+04   1.0000E-099   9.9996E-001   3.7963E-005   1.0790E-052
    1.923225E+04   1.0000E-099   1.0000E+000   4.1896E-006   1.1060E-052
    2.000173E+04   1.0000E-099   1.0000E+000   5.5061E-007   1.1310E-052
    2.080720E+04   1.0000E-099   1.0000E+000   8.7869E-008   1.1534E-052
    2.161977E+04   1.0000E-099   1.0000E+000   1.6552E-008   1.1713E-052
    2.241073E+04   1.0000E-099   1.0000E+000   3.6728E-009   1.1827E-052
    2.319713E+04   1.0000E-099   1.0000E+000   9.3797E-010   1.1976E-052
    2.399305E+04   1.0000E-099   1.0000E+000   2.7799E-010   1.2444E-052
    2.479353E+04   1.0000E-099   1.0000E+000   9.6354E-011   1.3550E-052
    2.559239E+04   1.0000E-099   1.0000E+000   3.8808E-011   1.5734E-052
    2.640598E+04   1.0000E-099   1.0000E+000   2.3641E-011   1.9896E-052
    2.731587E+04   1.0000E-099   1.0000E+000   9.0617E-011   2.8780E-052
    2.846897E+04   1.0000E-099   1.0000E+000   5.1337E-010   4.8512E-052
    3.013823E+04   1.0000E-099   1.0000E+000   9.7835E-010   7.7935E-052
    3.197919E+04   1.0000E-099   1.0000E+000   1.7359E-009   7.4131E-052
    3.393261E+04   1.0000E-099   1.0000E+000   3.3129E-009   4.9472E-052
    3.597215E+04   1.0000E-099   1.0000E+000   8.0714E-009   3.3659E-052
    3.784692E+04   1.0000E-099   1.0000E+000   2.2193E-008   2.5710E-052
    3.952218E+04   1.0000E-099   1.0000E+000   4.7946E-008   2.2155E-052
    4.100575E+04   1.0000E-099   1.0000E+000   9.5473E-008   1.9639E-052
    4.233318E+04   1.0000E-099   1.0000E+000   2.1835E-007   1.7189E-052
    4.356859E+04   1.0000E-099   1.0000E+000   5.4805E-007   1.5260E-052
    4.478355E+04   1.0000E-099   1.0000E+000   1.3621E-006   1.4031E-052
    4.599850E+04   1.0000E-099   1.0000E+000   2.9244E-006   1.3324E-052
    4.722491E+04   1.0000E-099   9.9999E-001   5.4695E-006   1.3004E-052
    4.845806E+04   1.0000E-099   9.9999E-001   8.9116E-006   1.2955E-052
    4.970578E+04   1.0000E-099   9.9999E-001   1.2779E-005   1.3139E-052
    5.096979E+04   1.0000E-099   9.9998E-001   1.6509E-005   1.3554E-052
    5.225518E+04   1.0000E-099   9.9998E-001   1.9723E-005   1.4151E-052
    5.356241E+04   1.0000E-099   9.9998E-001   2.2330E-005   1.4859E-052
    5.489174E+04   1.0000E-099   9.9998E-001   2.4448E-005   1.5611E-052
    5.624060E+04   1.0000E-099   9.9997E-001   2.6286E-005   1.6345E-052
    5.760236E+04   1.0000E-099   9.9997E-001   2.8016E-005   1.7025E-052
    5.897093E+04   1.0000E-099   9.9997E-001   2.9679E-005   1.7670E-052
    6.033101E+04   1.0000E-099   9.9997E-001   3.1153E-005   1.8334E-052
    6.167475E+04   1.0000E-099   9.9997E-001   3.2320E-005   1.9076E-052
    6.297916E+04   1.0000E-099   9.9997E-001   3.3149E-005   1.9938E-052
    6.423021E+04   1.0000E-099   9.9997E-001   3.3648E-005   2.0942E-052
    6.540614E+04   1.0000E-099   9.9997E-001   3.3904E-005   2.2079E-052
    6.648466E+04   1.0000E-099   9.9997E-001   3.3934E-005   2.3307E-052
    6.745239E+04   1.0000E-099   9.9997E-001   3.3683E-005   2.4574E-052
    6.828718E+04   1.0000E-099   9.9997E-001   3.3361E-005   2.5773E-052
    6.899373E+04   1.0000E-099   9.9997E-001   3.2933E-005   2.6826E-052
    6.955939E+04   1.0000E-099   9.9997E-001   3.2102E-005   2.7672E-052
    6.978644E+04   1.0000E-099   9.9997E-001   3.0578E-005   2.8010E-052
    6.990024E+04   1.0000E-099   9.9997E-001   2.8107E-005   2.8240E-052
    6.995721E+04   1.0000E-099   9.9998E-001   2.4664E-005   2.8447E-052
    6.998572E+04   1.0000E-099   9.9998E-001   2.1310E-005   2.8669E-052
    6.999926E+04   1.0000E-099   9.9998E-001   1.8093E-005   2.8853E-052
    6.999997E+04   1.0000E-099   9.9998E-001   1.7731E-005   2.8895E-052
#TIME:     1.181
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.772128E+02   1.0000E-099   3.0286E-009   2.7877E-004   9.9972E-001
    8.813910E+02   1.0000E-099   3.0286E-009   2.7877E-004   9.9972E-001
    8.940453E+02   1.0000E-099   3.0285E-009   2.7877E-004   9.9972E-001
    9.199016E+02   1.0000E-099   3.0282E-009   2.7874E-004   9.9972E-001
    9.722748E+02   1.0000E-099   3.0262E-009   2.7858E-004   9.9972E-001
    1.031704E+03   1.0000E-099   3.0182E-009   2.7790E-004   9.9972E-001
    1.094724E+03   1.0000E-099   2.9919E-009   2.7567E-004   9.9972E-001
    1.161594E+03   1.0000E-099   2.9071E-009   2.6841E-004   9.9973E-001
    1.232549E+03   1.0000E-099   2.6275E-009   2.4446E-004   9.9976E-001
    1.307838E+03   1.0000E-099   1.8921E-009   1.8037E-004   9.9982E-001
    1.387726E+03   1.0000E-099   9.8493E-010   9.8447E-005   9.9990E-001
    1.472494E+03   1.0000E-099   4.5111E-010   4.8302E-005   9.9995E-001
    1.562439E+03   1.0000E-099   2.2155E-010   2.5740E-005   9.9997E-001
    1.657879E+03   1.0000E-099   1.1677E-010   1.4795E-005   9.9999E-001
    1.759149E+03   1.0000E-099   6.2097E-011   8.6424E-006   9.9999E-001
    1.866605E+03   1.0000E-099   3.1854E-011   4.9885E-006   1.0000E+000
    1.980625E+03   1.0000E-099   1.5904E-011   2.8858E-006   1.0000E+000
    2.101609E+03   1.0000E-099   7.8349E-012   1.7075E-006   1.0000E+000
    2.229984E+03   1.0000E-099   3.7874E-012   1.0385E-006   1.0000E+000
    2.366200E+03   1.0000E-099   1.8349E-012   6.5796E-007   1.0000E+000
    2.510737E+03   1.0000E-099   9.5049E-013   4.4990E-007   1.0000E+000
    2.664102E+03   1.0000E-099   5.5858E-013   3.3922E-007   1.0000E+000
    2.826836E+03   1.0000E-099   3.7742E-013   2.7826E-007   1.0000E+000
    2.999511E+03   1.0000E-099   2.8942E-013   2.4153E-007   1.0000E+000
    3.182733E+03   1.0000E-099   2.5262E-013   2.2014E-007   1.0000E+000
    3.377147E+03   1.0000E-099   2.5249E-013   2.1253E-007   1.0000E+000
    3.583436E+03   1.0000E-099   2.8400E-013   2.1735E-007   1.0000E+000
    3.802327E+03   1.0000E-099   3.3418E-013   2.2928E-007   1.0000E+000
    4.034588E+03   1.0000E-099   3.9849E-013   2.5087E-007   1.0000E+000
    4.281037E+03   1.0000E-099   4.9768E-013   2.8785E-007   1.0000E+000
    4.542539E+03   1.0000E-099   5.2889E-013   2.9939E-007   1.0000E+000
    4.820016E+03   1.0000E-099   4.5104E-013   2.7182E-007   1.0000E+000
    5.114441E+03   1.0000E-099   3.5463E-013   2.3544E-007   1.0000E+000
    5.426852E+03   1.0000E-099   3.0373E-013   2.1519E-007   1.0000E+000
    5.758345E+03   1.0000E-099   2.8580E-013   2.0858E-007   1.0000E+000
    6.110088E+03   1.0000E-099   2.8553E-013   2.1026E-007   1.0000E+000
    6.483316E+03   1.0000E-099   3.0384E-013   2.2105E-007   1.0000E+000
    6.879343E+03   1.0000E-099   3.4435E-013   2.4316E-007   1.0000E+000
    7.299560E+03   1.0000E-099   4.0391E-013   2.7786E-007   1.0000E+000
    7.745446E+03   1.0000E-099   4.9903E-013   3.3537E-007   1.0000E+000
    8.218569E+03   1.0000E-099   6.8066E-013   4.3946E-007   1.0000E+000
    8.720592E+03   1.0000E-099   1.0460E-012   6.4459E-007   1.0000E+000
    9.253280E+03   1.0000E-099   1.9196E-012   1.1357E-006   1.0000E+000
    9.818507E+03   1.0000E-099   4.8228E-012   2.7079E-006   1.0000E+000
    1.041826E+04   1.0000E-099   1.8939E-011   1.0086E-005   9.9999E-001
    1.105465E+04   1.0000E-099   1.6192E-010   8.1576E-005   9.9992E-001
    1.172991E+04   1.0000E-099   4.1796E-009   2.0203E-003   9.9798E-001
    1.244654E+04   1.0000E-099   3.1402E-007   1.4183E-001   8.5817E-001
    1.320989E+04   1.0000E-099   2.2564E-006   9.5662E-001   4.3379E-002
    1.386136E+04   1.0000E-099   2.4620E-006   9.9963E-001   3.7041E-004
    1.439601E+04   1.0000E-099   2.4120E-006   1.0000E+000   1.6629E-006
    1.488398E+04   1.0000E-099   2.9479E-006   1.0000E+000   3.6336E-009
    1.536359E+04   1.0000E-099   6.4452E-006   9.9999E-001   2.5560E-012
    1.576618E+04   1.0000E-099   2.3811E-005   9.9998E-001   6.9318E-016
    1.605431E+04   1.0000E-099   1.6405E-004   9.9984E-001   6.1799E-020
    1.626454E+04   1.0000E-099   1.3233E-003   9.9868E-001   1.6834E-024
    1.642532E+04   1.0000E-099   1.2159E-002   9.8784E-001   1.6469E-029
    1.655498E+04   1.0000E-099   8.8439E-002   9.1156E-001   1.5218E-034
    1.667029E+04   1.0000E-099   3.7840E-001   6.2160E-001   2.9467E-039
    1.677962E+04   1.0000E-099   7.4473E-001   2.5527E-001   1.2400E-043
    1.689033E+04   1.0000E-099   9.0630E-001   9.3704E-002   2.2968E-047
    1.700983E+04   1.0000E-099   9.6097E-001   3.9034E-002   1.8449E-050
    1.715276E+04   1.0000E-099   9.8303E-001   1.6971E-002   1.9301E-052
    1.737920E+04   1.0000E-099   9.9424E-001   5.7553E-003   1.2644E-052
    1.783361E+04   1.0000E-099   9.9910E-001   8.9652E-004   1.0899E-052
    1.847574E+04   1.0000E-099   9.9991E-001   9.2663E-005   1.0914E-052
    1.920106E+04   1.0000E-099   9.9999E-001   1.0734E-005   1.1180E-052
    1.996484E+04   1.0000E-099   1.0000E+000   1.4231E-006   1.1425E-052
    2.076583E+04   1.0000E-099   1.0000E+000   2.2367E-007   1.1638E-052
    2.157573E+04   1.0000E-099   1.0000E+000   4.2958E-008   1.1815E-052
    2.236403E+04   1.0000E-099   1.0000E+000   1.0112E-008   1.1933E-052
    2.314625E+04   1.0000E-099   1.0000E+000   2.8028E-009   1.2083E-052
    2.393639E+04   1.0000E-099   1.0000E+000   9.2872E-010   1.2539E-052
    2.472926E+04   1.0000E-099   1.0000E+000   3.6415E-010   1.3610E-052
    2.551565E+04   1.0000E-099   1.0000E+000   1.6183E-010   1.5696E-052
    2.630877E+04   1.0000E-099   1.0000E+000   7.7259E-011   1.9581E-052
    2.717031E+04   1.0000E-099   1.0000E+000   7.9633E-011   2.7426E-052
    2.821638E+04   1.0000E-099   1.0000E+000   4.1644E-010   4.4501E-052
    2.977151E+04   1.0000E-099   1.0000E+000   8.6311E-010   7.4914E-052
    3.159270E+04   1.0000E-099   1.0000E+000   1.1439E-009   8.1133E-052
    3.352251E+04   1.0000E-099   1.0000E+000   1.8444E-009   5.6597E-052
    3.556826E+04   1.0000E-099   1.0000E+000   3.7085E-009   3.7095E-052
    3.754689E+04   1.0000E-099   1.0000E+000   1.0183E-008   2.6952E-052
    3.929074E+04   1.0000E-099   1.0000E+000   2.3183E-008   2.2624E-052
    4.082838E+04   1.0000E-099   1.0000E+000   4.8731E-008   1.9903E-052
    4.219940E+04   1.0000E-099   1.0000E+000   1.1997E-007   1.7371E-052
    4.346538E+04   1.0000E-099   1.0000E+000   3.3151E-007   1.5356E-052
    4.470136E+04   1.0000E-099   1.0000E+000   9.1420E-007   1.4031E-052
    4.593010E+04   1.0000E-099   1.0000E+000   2.1586E-006   1.3268E-052
    4.716666E+04   1.0000E-099   1.0000E+000   4.3684E-006   1.2890E-052
    4.840749E+04   1.0000E-099   9.9999E-001   7.5877E-006   1.2798E-052
    4.966166E+04   1.0000E-099   9.9999E-001   1.1380E-005   1.2953E-052
    5.093097E+04   1.0000E-099   9.9998E-001   1.5232E-005   1.3349E-052
    5.222081E+04   1.0000E-099   9.9998E-001   1.8647E-005   1.3944E-052
    5.353175E+04   1.0000E-099   9.9998E-001   2.1474E-005   1.4668E-052
    5.486424E+04   1.0000E-099   9.9998E-001   2.3788E-005   1.5445E-052
    5.621587E+04   1.0000E-099   9.9997E-001   2.5785E-005   1.6210E-052
    5.758018E+04   1.0000E-099   9.9997E-001   2.7635E-005   1.6921E-052
    5.895115E+04   1.0000E-099   9.9997E-001   2.9390E-005   1.7593E-052
    6.031355E+04   1.0000E-099   9.9997E-001   3.0935E-005   1.8279E-052
    6.165963E+04   1.0000E-099   9.9997E-001   3.2158E-005   1.9039E-052
    6.296626E+04   1.0000E-099   9.9997E-001   3.3029E-005   1.9913E-052
    6.421958E+04   1.0000E-099   9.9997E-001   3.3558E-005   2.0926E-052
    6.539762E+04   1.0000E-099   9.9997E-001   3.3837E-005   2.2069E-052
    6.647820E+04   1.0000E-099   9.9997E-001   3.3883E-005   2.3304E-052
    6.744774E+04   1.0000E-099   9.9997E-001   3.3643E-005   2.4575E-052
    6.828413E+04   1.0000E-099   9.9997E-001   3.3328E-005   2.5778E-052
    6.899197E+04   1.0000E-099   9.9997E-001   3.2906E-005   2.6835E-052
    6.955866E+04   1.0000E-099   9.9997E-001   3.2081E-005   2.7684E-052
    6.978609E+04   1.0000E-099   9.9997E-001   3.0562E-005   2.8023E-052
    6.990008E+04   1.0000E-099   9.9997E-001   2.8095E-005   2.8253E-052
    6.995714E+04   1.0000E-099   9.9998E-001   2.4654E-005   2.8461E-052
    6.998569E+04   1.0000E-099   9.9998E-001   2.1300E-005   2.8683E-052
    6.999926E+04   1.0000E-099   9.9998E-001   1.8081E-005   2.8868E-052
    6.999997E+04   1.0000E-099   9.9998E-001   1.7719E-005   2.8909E-052
#TIME:     1.300
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.772128E+02   1.0000E-099   4.8290E-009   4.8960E-004   9.9951E-001
    8.832043E+02   1.0000E-099   4.8290E-009   4.8960E-004   9.9951E-001
    9.014253E+02   1.0000E-099   4.8287E-009   4.8957E-004   9.9951E-001
    9.390027E+02   1.0000E-099   4.8264E-009   4.8936E-004   9.9951E-001
    9.991196E+02   1.0000E-099   4.8154E-009   4.8834E-004   9.9951E-001
    1.059702E+03   1.0000E-099   4.7803E-009   4.8507E-004   9.9951E-001
    1.124003E+03   1.0000E-099   4.6725E-009   4.7494E-004   9.9953E-001
    1.192205E+03   1.0000E-099   4.3435E-009   4.4384E-004   9.9956E-001
    1.264546E+03   1.0000E-099   3.4597E-009   3.5936E-004   9.9964E-001
    1.341276E+03   1.0000E-099   2.0662E-009   2.2225E-004   9.9978E-001
    1.422663E+03   1.0000E-099   9.7046E-010   1.1030E-004   9.9989E-001
    1.508987E+03   1.0000E-099   4.4568E-010   5.4322E-005   9.9995E-001
    1.600550E+03   1.0000E-099   2.2184E-010   2.9184E-005   9.9997E-001
    1.697668E+03   1.0000E-099   1.1568E-010   1.6460E-005   9.9998E-001
    1.800679E+03   1.0000E-099   5.9468E-011   9.2593E-006   9.9999E-001
    1.909941E+03   1.0000E-099   2.9450E-011   5.1342E-006   9.9999E-001
    2.025833E+03   1.0000E-099   1.4270E-011   2.8615E-006   1.0000E+000
    2.148757E+03   1.0000E-099   6.8350E-012   1.6336E-006   1.0000E+000
    2.279140E+03   1.0000E-099   3.2557E-012   9.6571E-007   1.0000E+000
    2.417434E+03   1.0000E-099   1.6070E-012   6.0644E-007   1.0000E+000
    2.564119E+03   1.0000E-099   8.7202E-013   4.1736E-007   1.0000E+000
    2.719705E+03   1.0000E-099   5.3995E-013   3.1768E-007   1.0000E+000
    2.884732E+03   1.0000E-099   3.8241E-013   2.6280E-007   1.0000E+000
    3.059772E+03   1.0000E-099   3.0694E-013   2.3123E-007   1.0000E+000
    3.245433E+03   1.0000E-099   2.8217E-013   2.1668E-007   1.0000E+000
    3.442360E+03   1.0000E-099   2.9587E-013   2.1736E-007   1.0000E+000
    3.651236E+03   1.0000E-099   3.4447E-013   2.3262E-007   1.0000E+000
    3.872786E+03   1.0000E-099   4.0943E-013   2.5776E-007   1.0000E+000
    4.107780E+03   1.0000E-099   4.9909E-013   2.9704E-007   1.0000E+000
    4.357032E+03   1.0000E-099   6.1420E-013   3.4383E-007   1.0000E+000
    4.621409E+03   1.0000E-099   6.2563E-013   3.4977E-007   1.0000E+000
    4.901828E+03   1.0000E-099   5.2430E-013   3.1396E-007   1.0000E+000
    5.199261E+03   1.0000E-099   4.2199E-013   2.7553E-007   1.0000E+000
    5.514743E+03   1.0000E-099   3.7286E-013   2.5676E-007   1.0000E+000
    5.849367E+03   1.0000E-099   3.5742E-013   2.5304E-007   1.0000E+000
    6.204296E+03   1.0000E-099   3.6290E-013   2.6037E-007   1.0000E+000
    6.580761E+03   1.0000E-099   3.9565E-013   2.8190E-007   1.0000E+000
    6.980070E+03   1.0000E-099   4.5886E-013   3.2116E-007   1.0000E+000
    7.403608E+03   1.0000E-099   5.5151E-013   3.8350E-007   1.0000E+000
    7.852845E+03   1.0000E-099   7.0731E-013   4.8921E-007   1.0000E+000
    8.329341E+03   1.0000E-099   1.0152E-012   6.8582E-007   1.0000E+000
    8.834750E+03   1.0000E-099   1.6632E-012   1.0958E-006   1.0000E+000
    9.370826E+03   1.0000E-099   3.3407E-012   2.1620E-006   1.0000E+000
    9.939431E+03   1.0000E-099   9.3885E-012   5.9176E-006   9.9999E-001
    1.054254E+04   1.0000E-099   4.3757E-011   2.6768E-005   9.9997E-001
    1.118224E+04   1.0000E-099   5.0421E-010   2.9538E-004   9.9970E-001
    1.186076E+04   1.0000E-099   1.9442E-008   1.1025E-002   9.8898E-001
    1.258078E+04   1.0000E-099   1.0551E-006   5.6412E-001   4.3588E-001
    1.332240E+04   1.0000E-099   1.9775E-006   9.9507E-001   4.9239E-003
    1.390800E+04   1.0000E-099   2.0621E-006   9.9996E-001   3.7869E-005
    1.440303E+04   1.0000E-099   2.0406E-006   1.0000E+000   1.6235E-007
    1.489325E+04   1.0000E-099   2.8120E-006   1.0000E+000   3.6920E-010
    1.538345E+04   1.0000E-099   6.7196E-006   9.9999E-001   2.6304E-013
    1.578160E+04   1.0000E-099   2.7683E-005   9.9997E-001   7.8161E-017
    1.607113E+04   1.0000E-099   1.9524E-004   9.9980E-001   7.9635E-021
    1.628742E+04   1.0000E-099   1.5276E-003   9.9847E-001   2.5345E-025
    1.645181E+04   1.0000E-099   1.1909E-002   9.8809E-001   5.2129E-030
    1.658991E+04   1.0000E-099   7.1166E-002   9.2883E-001   1.3468E-034
    1.671292E+04   1.0000E-099   2.8303E-001   7.1697E-001   8.6488E-039
    1.683160E+04   1.0000E-099   6.4107E-001   3.5893E-001   7.2389E-043
    1.695223E+04   1.0000E-099   8.6065E-001   1.3935E-001   1.3274E-046
    1.708496E+04   1.0000E-099   9.4346E-001   5.6541E-002   7.3654E-050
    1.724997E+04   1.0000E-099   9.7676E-001   2.3242E-002   2.4719E-052
    1.751686E+04   1.0000E-099   9.9281E-001   7.1914E-003   1.3370E-052
    1.800703E+04   1.0000E-099   9.9890E-001   1.1048E-003   1.1169E-052
    1.866284E+04   1.0000E-099   9.9987E-001   1.2660E-004   1.1127E-052
    1.938677E+04   1.0000E-099   9.9998E-001   1.6245E-005   1.1379E-052
    2.015013E+04   1.0000E-099   1.0000E+000   2.2421E-006   1.1602E-052
    2.094767E+04   1.0000E-099   1.0000E+000   3.6151E-007   1.1789E-052
    2.174583E+04   1.0000E-099   1.0000E+000   7.3133E-008   1.1944E-052
    2.252233E+04   1.0000E-099   1.0000E+000   1.8654E-008   1.2065E-052
    2.329941E+04   1.0000E-099   1.0000E+000   5.6941E-009   1.2274E-052
    2.408224E+04   1.0000E-099   1.0000E+000   2.1184E-009   1.2844E-052
    2.486488E+04   1.0000E-099   1.0000E+000   9.2559E-010   1.4084E-052
    2.563803E+04   1.0000E-099   1.0000E+000   4.5052E-010   1.6405E-052
    2.642209E+04   1.0000E-099   1.0000E+000   2.2210E-010   2.0672E-052
    2.727480E+04   1.0000E-099   1.0000E+000   1.4447E-010   2.9099E-052
    2.832378E+04   1.0000E-099   1.0000E+000   5.4558E-010   4.7358E-052
    2.983785E+04   1.0000E-099   1.0000E+000   1.0622E-009   7.9257E-052
    3.166184E+04   1.0000E-099   1.0000E+000   1.1164E-009   8.5138E-052
    3.358302E+04   1.0000E-099   1.0000E+000   1.4755E-009   5.8502E-052
    3.562930E+04   1.0000E-099   1.0000E+000   2.6315E-009   3.7921E-052
    3.762756E+04   1.0000E-099   1.0000E+000   6.7404E-009   2.7369E-052
    3.937907E+04   1.0000E-099   1.0000E+000   1.5359E-008   2.2880E-052
    4.091672E+04   1.0000E-099   1.0000E+000   3.3321E-008   2.0019E-052
    4.229017E+04   1.0000E-099   1.0000E+000   8.6992E-008   1.7382E-052
    4.356322E+04   1.0000E-099   1.0000E+000   2.5662E-007   1.5318E-052
    4.480269E+04   1.0000E-099   1.0000E+000   7.4912E-007   1.3972E-052
    4.603380E+04   1.0000E-099   1.0000E+000   1.8578E-006   1.3202E-052
    4.727072E+04   1.0000E-099   1.0000E+000   3.9170E-006   1.2808E-052
    4.851126E+04   1.0000E-099   9.9999E-001   6.9880E-006   1.2703E-052
    4.976478E+04   1.0000E-099   9.9999E-001   1.0778E-005   1.2851E-052
    5.103259E+04   1.0000E-099   9.9999E-001   1.4622E-005   1.3247E-052
    5.232042E+04   1.0000E-099   9.9998E-001   1.8106E-005   1.3851E-052
    5.362836E+04   1.0000E-099   9.9998E-001   2.1027E-005   1.4589E-052
    5.495718E+04   1.0000E-099   9.9998E-001   2.3443E-005   1.5383E-052
    5.630404E+04   1.0000E-099   9.9997E-001   2.5531E-005   1.6165E-052
    5.766284E+04   1.0000E-099   9.9997E-001   2.7457E-005   1.6894E-052
    5.902721E+04   1.0000E-099   9.9997E-001   2.9265E-005   1.7584E-052
    6.038235E+04   1.0000E-099   9.9997E-001   3.0841E-005   1.8286E-052
    6.172044E+04   1.0000E-099   9.9997E-001   3.2083E-005   1.9060E-052
    6.301846E+04   1.0000E-099   9.9997E-001   3.2964E-005   1.9945E-052
    6.426300E+04   1.0000E-099   9.9997E-001   3.3501E-005   2.0966E-052
    6.543200E+04   1.0000E-099   9.9997E-001   3.3787E-005   2.2112E-052
    6.650421E+04   1.0000E-099   9.9997E-001   3.3837E-005   2.3346E-052
    6.746586E+04   1.0000E-099   9.9997E-001   3.3603E-005   2.4612E-052
    6.829568E+04   1.0000E-099   9.9997E-001   3.3294E-005   2.5810E-052
    6.899819E+04   1.0000E-099   9.9997E-001   3.2876E-005   2.6860E-052
    6.956113E+04   1.0000E-099   9.9997E-001   3.2047E-005   2.7705E-052
    6.978729E+04   1.0000E-099   9.9997E-001   3.0523E-005   2.8043E-052
    6.990064E+04   1.0000E-099   9.9997E-001   2.8052E-005   2.8273E-052
    6.995738E+04   1.0000E-099   9.9998E-001   2.4615E-005   2.8481E-052
    6.998577E+04   1.0000E-099   9.9998E-001   2.1271E-005   2.8702E-052
