#NTIMES:  59
#NBANDS:   8
#OPTSET: Bessell
#NIRSET: 2MASS
#time[d] U B V R I J H K
9.76000e-01  -6.193  -8.560 -10.577 -11.799 -11.655 -12.673 -12.730 -12.847
1.07400e+00  -6.376  -9.087 -11.109 -12.261 -12.108 -12.972 -13.042 -13.136
1.18100e+00  -6.862  -9.677 -11.629 -12.697 -12.546 -13.258 -13.339 -13.412
1.30000e+00  -7.530 -10.318 -12.161 -13.098 -12.943 -13.569 -13.661 -13.729
1.43000e+00  -8.438 -10.981 -12.672 -13.465 -13.296 -13.866 -13.959 -14.021
1.57300e+00  -9.403 -11.610 -13.152 -13.808 -13.624 -14.149 -14.235 -14.295
1.73000e+00 -10.295 -12.178 -13.609 -14.120 -13.937 -14.439 -14.520 -14.581
1.90000e+00 -11.056 -12.684 -14.018 -14.403 -14.232 -14.700 -14.773 -14.836
2.09000e+00 -11.729 -13.153 -14.400 -14.679 -14.522 -14.970 -15.034 -15.102
2.30000e+00 -12.356 -13.595 -14.751 -14.956 -14.800 -15.240 -15.295 -15.369
2.53000e+00 -12.964 -14.024 -15.076 -15.234 -15.069 -15.507 -15.552 -15.634
2.78300e+00 -13.552 -14.459 -15.399 -15.527 -15.347 -15.789 -15.822 -15.910
3.06100e+00 -14.121 -14.900 -15.704 -15.814 -15.619 -16.049 -16.073 -16.164
3.36700e+00 -14.660 -15.355 -16.010 -16.115 -15.896 -16.324 -16.335 -16.423
3.70400e+00 -15.154 -15.804 -16.305 -16.416 -16.170 -16.597 -16.594 -16.669
4.07400e+00 -15.616 -16.228 -16.590 -16.719 -16.443 -16.883 -16.865 -16.921
4.48100e+00 -16.078 -16.626 -16.861 -17.001 -16.705 -17.136 -17.100 -17.135
4.92900e+00 -16.555 -16.999 -17.123 -17.272 -16.978 -17.374 -17.315 -17.328
5.42200e+00 -17.040 -17.345 -17.372 -17.535 -17.282 -17.590 -17.507 -17.500
5.96400e+00 -17.513 -17.659 -17.610 -17.787 -17.593 -17.783 -17.676 -17.652
6.56000e+00 -17.942 -17.945 -17.836 -18.021 -17.867 -17.956 -17.821 -17.784
7.21600e+00 -18.317 -18.202 -18.051 -18.233 -18.092 -18.108 -17.939 -17.896
7.93800e+00 -18.648 -18.426 -18.252 -18.422 -18.275 -18.237 -18.029 -17.984
8.73200e+00 -18.941 -18.625 -18.442 -18.589 -18.423 -18.344 -18.085 -18.043
9.60000e+00 -19.184 -18.798 -18.616 -18.732 -18.538 -18.420 -18.107 -18.069
1.05600e+01 -19.375 -18.952 -18.777 -18.856 -18.620 -18.462 -18.093 -18.058
1.16200e+01 -19.504 -19.080 -18.930 -18.985 -18.706 -18.518 -18.088 -18.052
1.27800e+01 -19.596 -19.194 -19.064 -19.083 -18.739 -18.516 -18.035 -18.001
1.40600e+01 -19.728 -19.271 -19.153 -19.165 -18.759 -18.486 -17.955 -17.931
1.54700e+01 -19.741 -19.304 -19.230 -19.227 -18.755 -18.434 -17.885 -17.871
1.70200e+01 -19.716 -19.330 -19.351 -19.283 -18.873 -18.377 -17.894 -18.068
1.87200e+01 -19.606 -19.323 -19.392 -19.310 -18.862 -18.274 -17.848 -18.048
2.05900e+01 -19.486 -19.288 -19.405 -19.320 -18.848 -18.172 -17.862 -18.058
2.26500e+01 -19.344 -19.216 -19.384 -19.297 -18.822 -18.053 -17.923 -18.097
2.49100e+01 -19.170 -19.102 -19.321 -19.219 -18.749 -17.815 -17.980 -18.131
2.74000e+01 -18.961 -18.940 -19.210 -19.081 -18.602 -17.295 -17.971 -18.124
3.01400e+01 -18.698 -18.720 -19.051 -18.901 -18.438 -16.873 -17.954 -18.099
3.31500e+01 -18.273 -18.353 -18.880 -18.766 -18.528 -17.004 -18.344 -18.376
3.64600e+01 -17.923 -18.037 -18.681 -18.663 -18.658 -17.260 -18.560 -18.502
4.01100e+01 -17.569 -17.682 -18.466 -18.585 -18.784 -17.696 -18.765 -18.672
4.41200e+01 -17.226 -17.311 -18.178 -18.393 -18.714 -17.775 -18.681 -18.563
4.85300e+01 -16.936 -17.008 -17.879 -18.120 -18.435 -17.409 -18.361 -18.209
5.33800e+01 -16.702 -16.778 -17.638 -17.883 -18.140 -16.982 -18.040 -17.867
5.87200e+01 -16.525 -16.612 -17.436 -17.673 -17.849 -16.559 -17.741 -17.562
6.45900e+01 -16.362 -16.475 -17.249 -17.471 -17.560 -16.135 -17.454 -17.279
7.10500e+01 -16.202 -16.349 -17.057 -17.261 -17.272 -15.698 -17.167 -17.004
7.82000e+01 -16.029 -16.222 -16.854 -17.034 -16.980 -15.243 -16.868 -16.727
8.60000e+01 -15.841 -16.090 -16.638 -16.789 -16.687 -14.771 -16.550 -16.446
9.46000e+01 -15.625 -15.945 -16.404 -16.518 -16.393 -14.281 -16.197 -16.155
1.04100e+02 -15.392 -15.793 -16.155 -16.228 -16.103 -13.809 -15.808 -15.864
1.14500e+02 -15.123 -15.606 -15.882 -15.904 -15.816 -13.364 -15.365 -15.555
1.26000e+02 -14.818 -15.392 -15.592 -15.553 -15.529 -13.008 -14.884 -15.249
1.38600e+02 -14.488 -15.153 -15.348 -15.160 -15.248 -12.800 -14.397 -14.911
1.52500e+02 -14.120 -14.880 -15.054 -14.762 -14.964 -12.656 -13.963 -14.622
1.67800e+02 -13.712 -14.573 -14.746 -14.352 -14.681 -12.570 -13.599 -14.343
