#NTIMES 50
#NSTAGES 3
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] co0 co1 co2
25698.86 4.3300e-05 2.1930e-02 1.3350e-01
26587.16 9.5130e-06 1.5190e-02 9.3290e-02
27637.54 1.6600e-05 3.9630e-03 5.6650e-02
28986.97 1.1710e-05 1.9210e-03 2.1270e-02
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 1.1380e+04 2.8940e+04 9.9580e+03
1919.29 2.2370e+04 5.1500e+04 1.6910e+04
2581.60 2.7690e+04 1.1440e+05 4.8240e+04
3084.17 1.9300e+04 1.4840e+05 8.8780e+04
3472.46 6.5280e+03 1.1490e+05 9.8420e+04
3909.64 1.2430e+03 5.5860e+04 7.1270e+04
4148.46 1.0090e+03 4.2210e+04 5.2480e+04
4670.75 9.5600e+02 3.9560e+04 4.5100e+04
4956.05 4.8720e+02 3.6710e+04 5.0330e+04
5258.79 2.0080e+02 2.9070e+04 6.0430e+04
5580.02 5.2440e+01 2.3840e+04 6.8580e+04
5920.87 1.8370e+01 1.9380e+04 7.1340e+04
6282.54 1.0760e+01 1.5770e+04 6.9340e+04
6666.30 9.1170e+00 1.4520e+04 6.5070e+04
7073.50 7.8010e+00 1.3190e+04 5.9250e+04
7505.58 6.1780e+00 1.0460e+04 5.0990e+04
7964.05 7.2860e+00 9.5920e+03 4.1410e+04
8450.53 1.1750e+01 9.4990e+03 3.2920e+04
8966.72 2.1340e+01 8.4860e+03 2.4490e+04
9514.44 3.6390e+01 7.0510e+03 1.6380e+04
10095.62 4.9200e+01 5.5280e+03 9.9230e+03
10712.30 5.2240e+01 3.5660e+03 5.3140e+03
11366.65 3.8830e+01 1.8880e+03 2.3900e+03
12061.10 2.3300e+01 8.2940e+02 9.4530e+02
12793.43 9.2880e+00 3.5820e+02 3.9730e+02
13528.61 5.4030e+00 1.6610e+02 1.7810e+02
14194.74 2.3460e+00 7.3410e+01 8.8330e+01
14757.77 1.0360e+00 3.5190e+01 4.1130e+01
15240.48 4.9980e-01 2.0200e+01 1.9690e+01
15646.99 3.6510e-01 1.3570e+01 8.6590e+00
15960.30 4.5410e-01 9.8270e+00 4.3020e+00
16187.41 1.8380e-01 5.9720e+00 2.0210e+00
16354.17 1.0190e-01 3.6320e+00 1.1170e+00
16484.18 7.6480e-02 2.2780e+00 8.3690e-01
16593.12 3.1280e-02 1.7060e+00 6.9280e-01
16691.99 2.1300e-02 1.4930e+00 5.9480e-01
16788.59 1.6370e-02 1.2990e+00 6.7070e-01
16888.37 7.5800e-03 1.2890e+00 6.3740e-01
16998.79 8.1990e-03 1.2510e+00 6.3390e-01
17146.37 8.9690e-03 1.1540e+00 7.3040e-01
17415.23 7.6640e-03 1.2070e+00 7.8470e-01
17888.12 4.6470e-03 1.2120e+00 9.6160e-01
18532.37 2.9370e-03 1.2090e+00 1.1120e+00
19260.76 1.9140e-03 1.0050e+00 1.1320e+00
20034.10 9.6650e-04 6.5200e-01 9.9430e-01
20838.00 1.1300e-03 3.9750e-01 7.3210e-01
21647.97 5.5830e-04 2.4920e-01 5.0630e-01
22447.94 5.7550e-04 1.3750e-01 3.4190e-01
23245.88 6.1070e-05 6.6930e-02 2.5270e-01
24052.47 5.8400e-05 4.5570e-02 1.9200e-01
24867.72 3.4230e-06 7.2360e-03 1.8280e-01
25698.86 7.6290e-05 1.5440e-02 1.3350e-01
26587.16 1.0670e-05 1.3730e-02 9.0210e-02
27637.54 4.8720e-06 3.6650e-03 5.4420e-02
28986.97 2.8420e-06 2.1380e-03 2.0090e-02
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 1.2610e+04 2.5850e+04 9.4050e+03
1919.29 2.2920e+04 4.7540e+04 1.5290e+04
2581.60 2.6530e+04 1.0880e+05 4.3070e+04
3084.17 1.7730e+04 1.3940e+05 8.2590e+04
3472.46 6.0090e+03 1.0540e+05 9.3880e+04
3909.64 1.3750e+03 5.3430e+04 6.4990e+04
4148.46 9.6070e+02 3.9030e+04 4.9300e+04
4670.75 8.8120e+02 3.6290e+04 4.2690e+04
4956.05 4.4230e+02 3.3130e+04 4.8050e+04
5258.79 1.8870e+02 2.7580e+04 5.5880e+04
5580.02 5.1940e+01 2.2570e+04 6.3610e+04
5920.87 1.9340e+01 1.8660e+04 6.5930e+04
6282.54 1.0280e+01 1.4980e+04 6.4380e+04
6666.30 9.1320e+00 1.3800e+04 6.0420e+04
7073.50 7.5800e+00 1.2240e+04 5.5300e+04
7505.58 6.2240e+00 9.7870e+03 4.7500e+04
7964.05 6.7410e+00 9.1120e+03 3.8450e+04
8450.53 1.0810e+01 8.5490e+03 3.1010e+04
8966.72 2.0990e+01 8.0430e+03 2.2710e+04
9514.44 3.5150e+01 6.5790e+03 1.5280e+04
10095.62 4.8950e+01 5.1270e+03 9.2830e+03
10712.30 5.1540e+01 3.4600e+03 4.8230e+03
11366.65 3.5680e+01 1.7820e+03 2.2120e+03
12061.10 2.0200e+01 7.7630e+02 8.8320e+02
12793.43 8.5270e+00 3.3890e+02 3.6770e+02
13528.61 5.1570e+00 1.5410e+02 1.6790e+02
14194.74 2.4350e+00 7.2510e+01 7.8780e+01
14757.77 7.8670e-01 3.4410e+01 3.7340e+01
15240.48 6.4090e-01 1.9000e+01 1.8260e+01
15646.99 4.2850e-01 1.2570e+01 8.2260e+00
15960.30 2.9540e-01 9.4660e+00 3.9620e+00
16187.41 1.6240e-01 5.6030e+00 1.9480e+00
16354.17 1.2510e-01 3.3370e+00 1.1270e+00
16484.18 5.6530e-02 2.1780e+00 7.9460e-01
16593.12 2.0520e-02 1.6430e+00 6.4720e-01
16691.99 2.1470e-02 1.3800e+00 6.0730e-01
16788.59 2.1990e-02 1.2370e+00 6.3440e-01
16888.37 8.7730e-03 1.2270e+00 6.0990e-01
16998.79 8.1940e-03 1.1760e+00 6.2490e-01
17146.37 1.6080e-02 1.1200e+00 6.7460e-01
17415.23 1.3070e-02 1.1510e+00 7.4880e-01
17888.12 4.7530e-03 1.1950e+00 8.8720e-01
18532.37 2.9720e-03 1.1520e+00 1.0720e+00
19260.76 1.8460e-03 9.3210e-01 1.1150e+00
20034.10 1.1080e-03 6.5410e-01 9.2300e-01
20838.00 5.1210e-04 3.8560e-01 6.9730e-01
21647.97 7.8760e-04 2.3820e-01 4.8540e-01
22447.94 3.7380e-04 1.2610e-01 3.3340e-01
23245.88 2.2490e-04 4.9520e-02 2.5650e-01
24052.47 8.0110e-05 4.7810e-02 1.7980e-01
24867.72 5.1940e-05 3.4170e-02 1.4780e-01
25698.86 2.5100e-05 2.2900e-02 1.1980e-01
26587.16 9.9500e-06 1.5760e-02 8.3820e-02
27637.54 5.2510e-06 2.4700e-03 5.3180e-02
28986.97 5.5850e-05 2.0050e-03 1.9230e-02
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 1.0790e+04 2.5810e+04 8.9570e+03
1919.29 1.8310e+04 4.5500e+04 1.7190e+04
2581.60 2.5450e+04 1.0060e+05 4.1190e+04
3084.17 1.8620e+04 1.2890e+05 7.6520e+04
3472.46 5.7470e+03 9.9980e+04 8.5900e+04
3909.64 1.2510e+03 4.9440e+04 6.1070e+04
4148.46 9.1590e+02 3.6890e+04 4.5470e+04
4670.75 7.9740e+02 3.3210e+04 4.0460e+04
4956.05 4.4630e+02 3.0740e+04 4.4910e+04
5258.79 1.5990e+02 2.4720e+04 5.3090e+04
5580.02 4.8700e+01 2.0890e+04 5.9430e+04
5920.87 1.7340e+01 1.6520e+04 6.2330e+04
6282.54 9.2690e+00 1.3520e+04 6.0460e+04
6666.30 8.7200e+00 1.2650e+04 5.6520e+04
7073.50 6.8830e+00 1.1170e+04 5.1780e+04
7505.58 5.6890e+00 9.2160e+03 4.4190e+04
7964.05 6.3560e+00 8.2800e+03 3.6050e+04
8450.53 9.7360e+00 7.7630e+03 2.9110e+04
8966.72 1.8800e+01 7.0850e+03 2.1580e+04
9514.44 3.1640e+01 6.1950e+03 1.4180e+04
10095.62 4.8870e+01 4.7510e+03 8.6830e+03
10712.30 5.0820e+01 3.2050e+03 4.5180e+03
11366.65 3.2090e+01 1.6580e+03 2.0700e+03
12061.10 2.1180e+01 7.1190e+02 8.3550e+02
12793.43 9.4290e+00 3.2090e+02 3.3820e+02
13528.61 5.6540e+00 1.3890e+02 1.6170e+02
14194.74 2.9510e+00 6.6170e+01 7.4880e+01
14757.77 8.1870e-01 3.2440e+01 3.4730e+01
15240.48 5.2990e-01 1.7850e+01 1.7180e+01
15646.99 3.4600e-01 1.2270e+01 7.3210e+00
15960.30 4.1160e-01 8.7420e+00 3.7600e+00
16187.41 1.8060e-01 5.3480e+00 1.7460e+00
16354.17 1.0720e-01 3.1870e+00 1.0480e+00
16484.18 5.8470e-02 2.1430e+00 6.7350e-01
16593.12 2.9150e-02 1.5400e+00 6.2890e-01
16691.99 5.2150e-02 1.2530e+00 6.0810e-01
16788.59 1.5210e-02 1.2300e+00 5.6030e-01
16888.37 1.3310e-02 1.1510e+00 5.9790e-01
16998.79 1.2100e-02 1.0950e+00 6.2110e-01
17146.37 1.8220e-02 1.0710e+00 6.4230e-01
17415.23 9.3250e-03 1.1250e+00 6.9730e-01
17888.12 5.5050e-03 1.1270e+00 8.6580e-01
18532.37 3.4490e-03 1.1080e+00 1.0210e+00
19260.76 2.3300e-03 9.1530e-01 1.0460e+00
20034.10 1.8740e-03 6.3220e-01 8.7800e-01
20838.00 6.1840e-04 3.3290e-01 7.0450e-01
21647.97 4.1320e-04 1.9500e-01 4.9870e-01
22447.94 3.8360e-04 1.2850e-01 3.1170e-01
23245.88 5.7760e-04 7.2390e-02 2.2050e-01
24052.47 1.4150e-04 4.4700e-02 1.7330e-01
24867.72 7.7030e-05 1.2170e-02 1.6220e-01
25698.86 1.1640e-05 7.8040e-03 1.2890e-01
26587.16 3.5790e-06 3.3150e-03 9.2090e-02
27637.54 2.9470e-05 6.4680e-03 4.6830e-02
28986.97 1.1470e-05 2.1900e-03 1.8200e-02
#TIME: 233.01
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 9.5070e+03 2.5310e+04 8.5550e+03
1919.29 2.1000e+04 4.0590e+04 1.4930e+04
2581.60 2.4450e+04 9.4220e+04 3.7990e+04
3084.17 1.6350e+04 1.2160e+05 7.1380e+04
3472.46 5.5470e+03 9.3860e+04 7.9420e+04
3909.64 1.0050e+03 4.5510e+04 5.7720e+04
4148.46 8.4640e+02 3.5170e+04 4.1630e+04
4670.75 8.1520e+02 3.2280e+04 3.6310e+04
4956.05 3.7350e+02 2.7930e+04 4.2610e+04
5258.79 1.4040e+02 2.3280e+04 4.9230e+04
5580.02 4.5310e+01 1.9770e+04 5.5080e+04
5920.87 1.7100e+01 1.7360e+04 5.6100e+04
6282.54 9.4720e+00 1.3170e+04 5.5760e+04
6666.30 7.8270e+00 1.1720e+04 5.2730e+04
7073.50 6.7690e+00 1.0240e+04 4.8420e+04
7505.58 5.6270e+00 8.7100e+03 4.1050e+04
7964.05 5.7190e+00 7.3940e+03 3.3920e+04
8450.53 9.3050e+00 7.2870e+03 2.7080e+04
8966.72 1.7240e+01 6.8130e+03 1.9900e+04
9514.44 2.9500e+01 5.6990e+03 1.3290e+04
10095.62 4.2280e+01 4.4410e+03 8.0850e+03
10712.30 4.3750e+01 2.9780e+03 4.2270e+03
11366.65 3.4060e+01 1.5860e+03 1.8880e+03
12061.10 1.7120e+01 6.7870e+02 7.6860e+02
12793.43 9.1240e+00 3.0070e+02 3.1500e+02
13528.61 4.2640e+00 1.3740e+02 1.4490e+02
14194.74 2.8070e+00 6.0670e+01 7.1380e+01
14757.77 7.8940e-01 2.8880e+01 3.4060e+01
15240.48 4.8990e-01 1.7010e+01 1.5870e+01
15646.99 3.9630e-01 1.1290e+01 7.0390e+00
15960.30 4.0090e-01 8.2520e+00 3.4980e+00
16187.41 1.9890e-01 4.9680e+00 1.6940e+00
16354.17 8.9740e-02 3.0480e+00 9.7110e-01
16484.18 4.5000e-02 2.0080e+00 6.7660e-01
16593.12 4.3400e-02 1.4670e+00 5.8010e-01
16691.99 2.8910e-02 1.2500e+00 5.4290e-01
16788.59 2.3940e-02 1.1670e+00 5.3030e-01
16888.37 1.7390e-02 1.1180e+00 5.4660e-01
16998.79 1.8670e-02 1.0440e+00 5.8880e-01
17146.37 1.3420e-02 1.0380e+00 6.0540e-01
17415.23 6.5890e-03 1.0480e+00 6.9890e-01
17888.12 4.7100e-03 1.0750e+00 8.3450e-01
18532.37 2.6530e-03 1.0720e+00 9.6910e-01
19260.76 2.0610e-03 8.6950e-01 1.0090e+00
20034.10 1.9350e-03 6.0030e-01 8.4650e-01
20838.00 1.1770e-03 3.6730e-01 6.2600e-01
21647.97 8.1340e-04 1.6650e-01 4.9770e-01
22447.94 3.1700e-04 1.3100e-01 2.9080e-01
23245.88 2.6960e-04 4.9630e-02 2.3120e-01
24052.47 1.5930e-04 4.5300e-02 1.6360e-01
24867.72 4.0610e-05 3.0950e-02 1.3610e-01
25698.86 1.3960e-05 2.1170e-02 1.0990e-01
26587.16 1.5650e-05 4.2110e-03 8.7190e-02
27637.54 1.2320e-05 3.9300e-03 4.7150e-02
28986.97 7.1260e-06 1.9010e-03 1.7640e-02
#TIME: 236.36
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 1.0410e+04 2.3240e+04 7.6460e+03
1919.29 2.0480e+04 3.8260e+04 1.3540e+04
2581.60 2.3860e+04 8.7380e+04 3.5530e+04
3084.17 1.5660e+04 1.1400e+05 6.5820e+04
3472.46 5.2470e+03 8.7460e+04 7.4110e+04
3909.64 1.0070e+03 4.3120e+04 5.3040e+04
4148.46 7.5680e+02 3.2670e+04 3.8950e+04
4670.75 7.4680e+02 3.0280e+04 3.3630e+04
4956.05 4.4350e+02 2.6410e+04 3.9210e+04
5258.79 1.4490e+02 2.3220e+04 4.4310e+04
5580.02 4.3220e+01 1.8250e+04 5.1460e+04
5920.87 1.7100e+01 1.5110e+04 5.3310e+04
6282.54 9.0060e+00 1.3000e+04 5.1190e+04
6666.30 7.9780e+00 1.1140e+04 4.8900e+04
7073.50 6.6910e+00 1.0250e+04 4.4390e+04
7505.58 4.9600e+00 7.4750e+03 3.8870e+04
7964.05 5.7760e+00 7.2830e+03 3.1190e+04
8450.53 8.7700e+00 6.8830e+03 2.5130e+04
8966.72 1.6210e+01 6.2780e+03 1.8610e+04
9514.44 2.6960e+01 5.2600e+03 1.2440e+04
10095.62 4.0290e+01 4.0390e+03 7.6330e+03
10712.30 4.1620e+01 2.7910e+03 3.9240e+03
11366.65 3.1160e+01 1.4290e+03 1.8110e+03
12061.10 1.5820e+01 6.4170e+02 7.0930e+02
12793.43 8.4610e+00 2.7240e+02 3.0290e+02
13528.61 3.9800e+00 1.2020e+02 1.4390e+02
14194.74 2.1750e+00 6.2730e+01 6.1370e+01
14757.77 1.0180e+00 2.8300e+01 3.0400e+01
15240.48 4.4090e-01 1.5720e+01 1.5130e+01
15646.99 2.8510e-01 1.0670e+01 6.6410e+00
15960.30 4.3700e-01 7.7590e+00 3.2370e+00
16187.41 1.7080e-01 4.8300e+00 1.4700e+00
16354.17 9.8280e-02 2.8450e+00 9.4430e-01
16484.18 4.9800e-02 1.8940e+00 6.4770e-01
16593.12 2.7590e-02 1.4230e+00 5.3840e-01
16691.99 5.1780e-02 1.1490e+00 5.3390e-01
16788.59 1.1640e-02 1.1160e+00 5.1360e-01
16888.37 9.2380e-03 1.0610e+00 5.3520e-01
16998.79 1.7410e-02 1.0340e+00 5.2670e-01
17146.37 8.8370e-03 1.0300e+00 5.4530e-01
17415.23 7.5670e-03 1.0180e+00 6.5260e-01
17888.12 4.8340e-03 1.0560e+00 7.7320e-01
18532.37 2.7530e-03 1.0040e+00 9.5050e-01
19260.76 1.3730e-03 8.4380e-01 9.5690e-01
20034.10 1.3650e-03 5.7870e-01 8.0790e-01
20838.00 7.0760e-04 3.6500e-01 5.8700e-01
21647.97 4.0160e-04 2.2050e-01 4.1630e-01
22447.94 3.4980e-04 1.0980e-01 2.9420e-01
23245.88 1.6920e-04 6.3100e-02 2.0610e-01
24052.47 7.6350e-05 4.3160e-02 1.5700e-01
24867.72 1.2300e-04 3.0380e-02 1.2960e-01
25698.86 3.4360e-05 2.0880e-02 1.0460e-01
26587.16 1.3780e-05 1.2610e-02 7.4960e-02
27637.54 1.1950e-05 6.1130e-03 4.2820e-02
28986.97 1.7060e-05 1.0210e-03 1.7690e-02
#TIME: 239.76
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 9.9300e+03 2.1940e+04 7.4550e+03
1919.29 1.9720e+04 3.5930e+04 1.2630e+04
2581.60 2.2950e+04 8.2250e+04 3.2280e+04
3084.17 1.4390e+04 1.0660e+05 6.1520e+04
3472.46 4.9500e+03 8.2150e+04 6.8490e+04
3909.64 9.7030e+02 4.0520e+04 4.9070e+04
4148.46 7.1800e+02 3.0800e+04 3.5920e+04
4670.75 7.0010e+02 2.7970e+04 3.1560e+04
4956.05 3.9160e+02 2.5480e+04 3.5650e+04
5258.79 1.3420e+02 2.0580e+04 4.2300e+04
5580.02 3.9920e+01 1.6830e+04 4.8070e+04
5920.87 1.5710e+01 1.3900e+04 4.9810e+04
6282.54 8.1180e+00 1.1170e+04 4.8600e+04
6666.30 7.2800e+00 1.0740e+04 4.5160e+04
7073.50 6.4020e+00 9.5120e+03 4.1360e+04
7505.58 5.1270e+00 7.6650e+03 3.5490e+04
7964.05 4.9800e+00 6.2480e+03 2.9580e+04
8450.53 8.2940e+00 6.5020e+03 2.3300e+04
8966.72 1.4570e+01 5.9650e+03 1.7210e+04
9514.44 2.5310e+01 5.0460e+03 1.1430e+04
10095.62 4.0000e+01 4.0290e+03 6.8420e+03
10712.30 3.8290e+01 2.4680e+03 3.7900e+03
11366.65 2.7790e+01 1.3600e+03 1.6620e+03
12061.10 1.6210e+01 5.9380e+02 6.6530e+02
12793.43 8.0000e+00 2.6070e+02 2.7660e+02
13528.61 5.2610e+00 1.1670e+02 1.2870e+02
14194.74 1.6880e+00 5.7770e+01 5.8760e+01
14757.77 1.0650e+00 2.6250e+01 2.8640e+01
15240.48 4.5390e-01 1.4990e+01 1.3910e+01
15646.99 3.3770e-01 1.0070e+01 6.1180e+00
15960.30 3.0300e-01 7.6020e+00 2.8520e+00
16187.41 1.6620e-01 4.4470e+00 1.4900e+00
16354.17 7.3740e-02 2.7320e+00 8.7280e-01
16484.18 6.5700e-02 1.7680e+00 6.2620e-01
16593.12 1.5990e-02 1.3590e+00 5.1650e-01
16691.99 3.0740e-02 1.1450e+00 4.7730e-01
16788.59 1.0200e-02 1.0610e+00 4.9380e-01
16888.37 8.8880e-03 1.0190e+00 5.0410e-01
16998.79 1.0510e-02 9.9880e-01 4.9870e-01
17146.37 9.2180e-03 1.0100e+00 4.9590e-01
17415.23 7.9820e-03 9.7700e-01 6.2140e-01
17888.12 6.1260e-03 9.9560e-01 7.5480e-01
18532.37 2.1670e-03 9.8130e-01 8.9210e-01
19260.76 2.2370e-03 8.0790e-01 9.1630e-01
20034.10 1.1800e-03 5.8960e-01 7.3900e-01
20838.00 5.6820e-04 3.5120e-01 5.6110e-01
21647.97 6.8020e-04 2.1360e-01 3.9610e-01
22447.94 1.1580e-04 1.1930e-01 2.6800e-01
23245.88 7.7750e-05 6.9700e-02 1.8830e-01
24052.47 3.5780e-04 4.3820e-02 1.4770e-01
24867.72 9.4400e-05 3.0900e-02 1.2240e-01
25698.86 8.7770e-05 1.2720e-02 1.0750e-01
26587.16 1.0740e-05 6.4700e-03 7.7430e-02
27637.54 1.3320e-05 4.1250e-03 4.2760e-02
28986.97 1.3790e-05 9.5520e-04 1.6970e-02
#TIME: 243.21
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 8.8320e+03 2.0510e+04 8.1020e+03
1919.29 1.8190e+04 3.4590e+04 1.1740e+04
2581.60 2.2680e+04 7.5500e+04 3.0580e+04
3084.17 1.2980e+04 9.9640e+04 5.7790e+04
3472.46 4.6540e+03 7.6760e+04 6.3650e+04
3909.64 8.7750e+02 3.7260e+04 4.6240e+04
4148.46 6.2170e+02 2.7950e+04 3.4250e+04
4670.75 6.2610e+02 2.5460e+04 2.9990e+04
4956.05 4.2540e+02 2.3410e+04 3.3430e+04
5258.79 1.3840e+02 1.9250e+04 3.9270e+04
5580.02 3.7690e+01 1.6320e+04 4.4090e+04
5920.87 1.4010e+01 1.2740e+04 4.6560e+04
6282.54 8.3720e+00 1.0690e+04 4.4940e+04
6666.30 7.0700e+00 9.5940e+03 4.2430e+04
7073.50 5.7200e+00 8.2360e+03 3.9110e+04
7505.58 4.8200e+00 7.1270e+03 3.3040e+04
7964.05 4.7710e+00 6.1940e+03 2.7150e+04
8450.53 7.1130e+00 5.5960e+03 2.2150e+04
8966.72 1.4260e+01 5.6510e+03 1.5920e+04
9514.44 2.4420e+01 4.5870e+03 1.0760e+04
10095.62 3.4360e+01 3.6240e+03 6.5010e+03
10712.30 3.2820e+01 2.4010e+03 3.4310e+03
11366.65 2.2840e+01 1.2430e+03 1.5770e+03
12061.10 1.5950e+01 5.6790e+02 6.0580e+02
12793.43 7.0650e+00 2.4540e+02 2.5670e+02
13528.61 3.5760e+00 1.1300e+02 1.1780e+02
14194.74 1.1760e+00 5.2300e+01 5.7180e+01
14757.77 7.3160e-01 2.4910e+01 2.6780e+01
15240.48 3.9430e-01 1.4410e+01 1.2730e+01
15646.99 2.9740e-01 9.3390e+00 5.8790e+00
15960.30 3.9250e-01 6.9340e+00 2.7930e+00
16187.41 1.7840e-01 4.1890e+00 1.3890e+00
16354.17 8.5220e-02 2.6020e+00 7.9410e-01
16484.18 6.0340e-02 1.7360e+00 5.3900e-01
16593.12 5.4670e-02 1.2440e+00 5.0160e-01
16691.99 2.9710e-02 1.0780e+00 4.6640e-01
16788.59 9.3610e-03 1.0370e+00 4.4640e-01
16888.37 6.1380e-03 1.0120e+00 4.4480e-01
16998.79 8.4190e-03 9.5820e-01 4.7440e-01
17146.37 6.1750e-03 9.4800e-01 4.9510e-01
17415.23 1.6510e-02 9.1300e-01 6.0820e-01
17888.12 3.7700e-03 9.4740e-01 7.3130e-01
18532.37 2.2550e-03 1.0180e+00 7.7700e-01
19260.76 1.6800e-03 8.0100e-01 8.5140e-01
20034.10 1.5720e-03 5.9100e-01 6.8150e-01
20838.00 5.2420e-04 3.4690e-01 5.2710e-01
21647.97 8.1680e-04 1.6760e-01 4.1650e-01
22447.94 5.1540e-04 1.0950e-01 2.6120e-01
23245.88 7.4860e-05 4.9230e-02 1.9800e-01
24052.47 4.2450e-05 4.3480e-02 1.4030e-01
24867.72 2.5120e-05 2.3370e-02 1.2360e-01
25698.86 8.3030e-05 1.9180e-02 9.5970e-02
26587.16 1.1280e-05 1.1060e-02 6.9330e-02
27637.54 8.2450e-06 3.3080e-03 4.1620e-02
28986.97 1.0730e-05 1.7260e-03 1.5460e-02
#TIME: 246.70
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 8.4460e+03 1.9940e+04 7.2770e+03
1919.29 1.7500e+04 3.2590e+04 1.0860e+04
2581.60 2.0400e+04 7.1590e+04 2.8580e+04
3084.17 1.2310e+04 9.3320e+04 5.3410e+04
3472.46 4.3960e+03 7.1040e+04 5.9770e+04
3909.64 8.4740e+02 3.5480e+04 4.2250e+04
4148.46 6.0540e+02 2.6260e+04 3.1630e+04
4670.75 6.3430e+02 2.4020e+04 2.7540e+04
4956.05 3.9620e+02 2.2210e+04 3.0680e+04
5258.79 1.3080e+02 1.7360e+04 3.7080e+04
5580.02 3.4290e+01 1.4810e+04 4.1390e+04
5920.87 1.3500e+01 1.2330e+04 4.2840e+04
6282.54 8.0170e+00 9.9960e+03 4.1760e+04
6666.30 7.2280e+00 9.2330e+03 3.9160e+04
7073.50 5.0120e+00 7.7420e+03 3.6310e+04
7505.58 4.6630e+00 6.4130e+03 3.0960e+04
7964.05 4.5300e+00 5.8820e+03 2.5150e+04
8450.53 6.8140e+00 5.4450e+03 2.0370e+04
8966.72 1.3560e+01 4.8860e+03 1.5190e+04
9514.44 2.2880e+01 4.2950e+03 9.9830e+03
10095.62 3.1920e+01 3.3210e+03 6.1050e+03
10712.30 3.4320e+01 2.2830e+03 3.1440e+03
11366.65 2.3640e+01 1.1840e+03 1.4420e+03
12061.10 1.3890e+01 5.2030e+02 5.7520e+02
12793.43 7.5150e+00 2.2330e+02 2.4460e+02
13528.61 4.4230e+00 1.0430e+02 1.1040e+02
14194.74 1.6700e+00 4.8950e+01 5.2940e+01
14757.77 6.6870e-01 2.3480e+01 2.4960e+01
15240.48 6.4870e-01 1.3320e+01 1.1840e+01
15646.99 3.1360e-01 9.3510e+00 4.9040e+00
15960.30 2.9050e-01 6.6010e+00 2.6290e+00
16187.41 2.2430e-01 3.9070e+00 1.2980e+00
16354.17 1.0910e-01 2.4330e+00 7.5270e-01
16484.18 4.5120e-02 1.6350e+00 5.3770e-01
16593.12 2.8440e-02 1.2410e+00 4.4290e-01
16691.99 4.1510e-02 1.0090e+00 4.4920e-01
16788.59 3.3690e-02 9.5670e-01 4.3330e-01
16888.37 1.8240e-02 9.3270e-01 4.4580e-01
16998.79 1.0470e-02 8.9980e-01 4.6680e-01
17146.37 8.9420e-03 8.8920e-01 4.8800e-01
17415.23 7.0320e-03 9.0600e-01 5.5890e-01
17888.12 5.6100e-03 9.1130e-01 6.9470e-01
18532.37 4.8050e-03 9.2680e-01 7.8980e-01
19260.76 2.2160e-03 7.8170e-01 8.0080e-01
20034.10 1.3100e-03 5.3680e-01 6.8250e-01
20838.00 4.7030e-04 2.7890e-01 5.5860e-01
21647.97 4.2240e-04 1.8580e-01 3.7410e-01
22447.94 1.8420e-04 1.1460e-01 2.4080e-01
23245.88 4.0070e-05 2.7490e-02 2.0940e-01
24052.47 3.7380e-05 3.7820e-02 1.3830e-01
24867.72 1.3290e-05 1.3480e-02 1.2730e-01
25698.86 6.1350e-05 1.8290e-02 9.2060e-02
26587.16 4.7630e-05 1.1430e-02 6.5550e-02
27637.54 8.9410e-06 5.5790e-03 3.7460e-02
28986.97 3.4450e-06 1.8510e-03 1.4620e-02
#TIME: 250.25
#NVEL 78
#vel_mid[km/s] co0 co1 co2
1060.83 8.9730e+03 1.8420e+04 6.5660e+03
1919.29 1.7080e+04 3.0550e+04 9.9540e+03
2581.60 1.9400e+04 6.7560e+04 2.5930e+04
3084.17 1.1600e+04 8.6850e+04 4.9940e+04
3472.46 4.1600e+03 6.6760e+04 5.5050e+04
3909.64 7.9130e+02 3.2840e+04 3.9530e+04
4148.46 5.8060e+02 2.4940e+04 2.8920e+04
4670.75 5.9450e+02 2.3090e+04 2.4870e+04
4956.05 3.6540e+02 2.1290e+04 2.7920e+04
5258.79 1.1130e+02 1.6310e+04 3.4340e+04
5580.02 3.5050e+01 1.4260e+04 3.8010e+04
5920.87 1.4970e+01 1.2040e+04 3.9260e+04
6282.54 7.3950e+00 9.1840e+03 3.8950e+04
6666.30 6.5210e+00 8.1950e+03 3.6820e+04
7073.50 4.9540e+00 7.5570e+03 3.3410e+04
7505.58 4.5590e+00 6.1720e+03 2.8580e+04
7964.05 4.2990e+00 5.0930e+03 2.3760e+04
