#NTIMES: 380
#time[d] Lbol[erg/s] Edep[erg/s]
9.76000e-01 2.55200e+39 4.38800e+43
9.76000e-01 2.56200e+39 4.38800e+43
9.76100e-01 2.58600e+39 4.38800e+43
9.76200e-01 2.63200e+39 4.38800e+43
9.76400e-01 2.71900e+39 4.38800e+43
9.76700e-01 2.85700e+39 4.38800e+43
9.77400e-01 3.06800e+39 4.38700e+43
9.78700e-01 3.30100e+39 4.38700e+43
9.80100e-01 3.45000e+39 4.38600e+43
9.81600e-01 3.53300e+39 4.38600e+43
9.83300e-01 3.56600e+39 4.38500e+43
9.85200e-01 3.55600e+39 4.38400e+43
9.87300e-01 3.51400e+39 4.38300e+43
9.89600e-01 3.45000e+39 4.38300e+43
9.92100e-01 3.36600e+39 4.38200e+43
9.94800e-01 3.26900e+39 4.38000e+43
9.97800e-01 3.16100e+39 4.37900e+43
1.00100e+00 3.05900e+39 4.37800e+43
1.00500e+00 2.94400e+39 4.37600e+43
1.00900e+00 2.82700e+39 4.37500e+43
1.01300e+00 2.71800e+39 4.37300e+43
1.01800e+00 2.60500e+39 4.37100e+43
1.02300e+00 2.50200e+39 4.36900e+43
1.02800e+00 2.40400e+39 4.36700e+43
1.03400e+00 2.30200e+39 4.36400e+43
1.04000e+00 2.20400e+39 4.36200e+43
1.04700e+00 2.12000e+39 4.35900e+43
1.05500e+00 2.03300e+39 4.35600e+43
1.06200e+00 1.94900e+39 4.35300e+43
1.07100e+00 1.87100e+39 4.35000e+43
1.08000e+00 1.80800e+39 4.34600e+43
1.08900e+00 1.73900e+39 4.34200e+43
1.09900e+00 1.67500e+39 4.33800e+43
1.11000e+00 1.62600e+39 4.33400e+43
1.12100e+00 1.57100e+39 4.33000e+43
1.13300e+00 1.52100e+39 4.32500e+43
1.14600e+00 1.47600e+39 4.32000e+43
1.15900e+00 1.39100e+39 4.31400e+43
1.17400e+00 1.35600e+39 4.30900e+43
1.18900e+00 1.32800e+39 4.30300e+43
1.20500e+00 1.31100e+39 4.29600e+43
1.22200e+00 1.26100e+39 4.28900e+43
1.24000e+00 1.26700e+39 4.28200e+43
1.25900e+00 1.29100e+39 4.27500e+43
1.27800e+00 1.33600e+39 4.26700e+43
1.29800e+00 1.37600e+39 4.26000e+43
1.31900e+00 1.47500e+39 4.25200e+43
1.33900e+00 1.63700e+39 4.24300e+43
1.36100e+00 1.80600e+39 4.23500e+43
1.38200e+00 2.01400e+39 4.22700e+43
1.40300e+00 2.30500e+39 4.21900e+43
1.42500e+00 2.60100e+39 4.21100e+43
1.44500e+00 3.05300e+39 4.20300e+43
1.46400e+00 3.50000e+39 4.19500e+43
1.48300e+00 4.02700e+39 4.18800e+43
1.50200e+00 4.43400e+39 4.18100e+43
1.52100e+00 4.89200e+39 4.17300e+43
1.54100e+00 5.40500e+39 4.16600e+43
1.56000e+00 5.98100e+39 4.15900e+43
1.58000e+00 6.62400e+39 4.15100e+43
1.60100e+00 7.34500e+39 4.14300e+43
1.62300e+00 8.15300e+39 4.13500e+43
1.64500e+00 9.05900e+39 4.12600e+43
1.66800e+00 1.00800e+40 4.11800e+43
1.69200e+00 1.10700e+40 4.10900e+43
1.71800e+00 1.23800e+40 4.09900e+43
1.74500e+00 1.38300e+40 4.08900e+43
1.77300e+00 1.54700e+40 4.07900e+43
1.80200e+00 1.73000e+40 4.06800e+43
1.83200e+00 1.92900e+40 4.05700e+43
