#NTIMES: 108
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
7.728022e+03 1.192040e-34 1.681284e-25 2.554747e-17 2.482979e-10 5.074194e-05 9.847606e-02 8.797058e-01 2.176655e-02 8.406130e-07 
8.200081e+03 1.236711e-33 1.652277e-24 2.222073e-16 1.685891e-09 2.188460e-04 2.161699e-01 7.775787e-01 6.032460e-03 5.597118e-08 
8.700974e+03 2.390629e-32 2.955241e-23 3.345748e-15 1.798826e-08 1.249321e-03 4.911931e-01 5.067530e-01 8.045808e-04 1.075368e-09 
9.232464e+03 1.056823e-30 1.126706e-21 9.684196e-14 3.063545e-07 8.333973e-03 8.473101e-01 1.443324e-01 2.323203e-05 1.904178e-12 
9.796417e+03 1.165329e-28 9.785646e-20 5.532251e-12 8.032644e-06 5.882852e-02 9.276997e-01 1.346361e-02 9.729439e-08 1.815832e-16 
1.039482e+04 2.844001e-26 1.800019e-17 6.141653e-10 3.254393e-04 4.233557e-01 5.759934e-01 3.254393e-04 3.859167e-11 4.881590e-22 
1.102978e+04 6.693376e-24 3.125487e-15 5.612144e-08 7.597491e-03 9.465020e-01 4.590017e-02 3.066578e-07 1.307212e-16 1.749516e-30 
1.170352e+04 2.042446e-21 6.841471e-13 5.584616e-06 1.338295e-01 8.655379e-01 6.270199e-04 1.556837e-11 5.541678e-24 1.309731e-41 
1.241868e+04 3.190884e-19 7.743487e-11 2.581176e-04 8.292221e-01 1.705189e-01 9.288130e-07 3.394141e-17 3.089246e-33 3.048643e-55 
1.316817e+04 9.558772e-18 1.887325e-09 2.586678e-03 9.925270e-01 4.886286e-03 1.288756e-10 3.725780e-24 3.786853e-44 5.680295e-71 
1.388905e+04 2.973374e-16 4.490886e-08 2.299980e-02 9.768987e-01 1.014834e-04 1.147614e-14 2.290492e-31 2.252551e-55 4.400779e-87 
1.450043e+04 1.184111e-14 1.245716e-06 2.060225e-01 7.939750e-01 1.245716e-06 3.928803e-19 3.175899e-39 1.560567e-67 1.813819e-104 
1.501511e+04 5.679754e-13 3.108136e-05 8.972893e-01 1.026796e-01 3.394901e-10 2.109087e-26 2.109096e-51 6.484535e-86 2.266352e-130 
1.546584e+04 6.507513e-10 3.782872e-03 9.961974e-01 1.970500e-05 1.848865e-20 1.435302e-45 2.943588e-82 1.775883e-131 1.089857e-193 
1.582815e+04 4.554761e-05 9.979203e-01 2.034167e-03 8.343025e-18 3.183911e-50 4.864309e-99 5.778208e-167 1.366429e-255 0.000000e+00 
1.609245e+04 3.203816e-02 9.679618e-01 2.635765e-09 6.816629e-35 1.826858e-87 8.997953e-164 5.771416e-268 0.000000e+00 0.000000e+00 
1.628237e+04 7.563611e-01 2.436389e-01 1.125828e-14 5.437435e-50 1.237365e-120 7.389332e-222 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 9.906580e-01 9.341956e-03 4.789036e-20 1.324299e-63 1.057386e-149 2.643465e-272 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 9.995225e-01 4.774746e-04 2.194897e-24 4.281738e-74 1.404734e-171 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 9.999978e-01 2.153221e-06 1.217739e-32 1.475803e-94 7.524177e-215 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 9.999990e-01 1.018691e-06 6.906535e-34 8.813075e-98 7.971954e-222 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 9.999998e-01 1.540084e-07 6.255273e-37 1.645569e-105 2.078059e-238 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 1.000000e+00 6.184834e-09 4.478673e-42 1.528436e-118 2.535545e-266 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 1.000000e+00 6.157355e-11 2.189282e-49 5.689852e-137 1.119726e-305 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 1.000000e+00 1.142497e-12 9.243380e-56 4.224464e-153 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 1.000000e+00 2.056555e-11 1.915167e-51 1.485861e-142 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 1.000000e+00 1.012048e-16 6.546185e-71 1.032129e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 1.000000e+00 5.795455e-19 3.750000e-79 1.522727e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 1.000000e+00 6.388430e-19 4.520661e-79 2.016529e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 1.000000e+00 7.106843e-19 5.618247e-79 2.797119e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 1.000000e+00 7.666126e-19 6.531605e-79 3.517018e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 1.000000e+00 8.520179e-19 8.071749e-79 4.820628e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 1.000000e+00 3.605016e-20 1.435737e-81 3.605016e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 1.000000e+00 3.277778e-20 1.192308e-81 2.739316e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 1.000000e+00 2.967033e-20 9.780220e-82 2.027473e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 1.000000e+00 2.673469e-20 7.959184e-82 1.503401e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 1.000000e+00 2.406780e-20 6.440678e-82 1.084746e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 1.000000e+00 2.110390e-20 4.935065e-82 7.283550e-217 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 1.000000e+00 2.016260e-20 4.487805e-82 6.308943e-217 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 1.000000e+00 2.537500e-20 7.156250e-82 1.271875e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 1.000000e+00 4.346405e-20 2.098039e-81 6.385621e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 1.000000e+00 9.958101e-20 1.104749e-80 7.723464e-215 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 1.000000e+00 2.452381e-19 6.693122e-80 1.148148e-213 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 1.000000e+00 1.835556e-13 3.742222e-68 4.800000e-196 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 1.000000e+00 2.207547e-13 5.433962e-68 8.427673e-196 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 1.000000e+00 2.608696e-13 7.591304e-68 1.391304e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 1.000000e+00 3.190661e-13 1.136187e-67 2.542153e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 1.000000e+00 3.937008e-13 1.724409e-67 4.763780e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 1.000000e+00 4.894260e-13 2.646526e-67 9.063444e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 1.000000e+00 5.945946e-13 3.945946e-67 1.648649e-194 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 1.000000e+00 7.266667e-13 5.840000e-67 2.966667e-194 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 1.000000e+00 8.737864e-13 8.504854e-67 5.223301e-194 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 1.000000e+00 1.056738e-12 1.242553e-66 9.205674e-194 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 1.000000e+00 1.274227e-12 1.806186e-66 1.612371e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 1.000000e+00 1.531343e-12 2.614925e-66 2.811940e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 1.000000e+00 1.848485e-12 3.792208e-66 4.891775e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 1.000000e+00 2.218750e-12 5.475000e-66 8.500000e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 1.000000e+00 2.666667e-12 7.891892e-66 1.477477e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 1.000000e+00 3.191214e-12 1.131783e-65 2.532300e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 1.000000e+00 3.807763e-12 1.619224e-65 4.325323e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 1.000000e+00 4.543081e-12 2.287206e-65 7.284595e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 1.000000e+00 5.384615e-12 3.208791e-65 1.208791e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 1.000000e+00 6.313131e-12 4.424242e-65 1.954545e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 1.000000e+00 7.328767e-12 6.000000e-65 3.089041e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 1.000000e+00 8.445455e-12 7.963636e-65 4.736364e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 1.000000e+00 9.646226e-12 1.033019e-64 6.981132e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 1.000000e+00 1.085202e-11 1.309417e-64 9.970105e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 1.000000e+00 1.196007e-11 1.589837e-64 1.333938e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 1.000000e+00 1.309368e-11 1.908497e-64 1.751634e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 1.000000e+00 1.580952e-11 2.780952e-64 3.082540e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 1.000000e+00 1.568750e-11 2.737500e-64 3.009375e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 1.000000e+00 1.589744e-11 2.807692e-64 3.128205e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 1.000000e+00 1.600649e-11 2.844156e-64 3.188312e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 1.000000e+00 1.617940e-11 2.910299e-64 3.302326e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 1.000000e+00 1.920561e-11 4.093458e-64 5.514019e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 1.000000e+00 1.970443e-11 4.315271e-64 5.960591e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.112455e+00 
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
4.386064e+02 2.762294e-25 3.163376e-17 2.729948e-10 7.536470e-05 1.458776e-01 8.474486e-01 6.598455e-03 3.752062e-08 8.409793e-17 
8.801961e+02 3.924076e-24 2.376778e-16 1.102251e-09 1.738716e-04 2.041797e-01 7.911960e-01 4.450478e-03 2.009893e-08 3.924076e-17 
8.922517e+02 5.491867e-25 4.480207e-17 2.911102e-10 6.709988e-05 1.275930e-01 8.630078e-01 9.332045e-03 9.001708e-08 4.170515e-16 
9.200313e+02 1.722721e-25 1.670445e-17 1.304515e-10 3.778103e-05 9.457141e-02 8.910623e-01 1.432828e-02 2.186073e-07 1.715592e-15 
9.688202e+02 5.246335e-26 6.496912e-18 6.466412e-11 2.376102e-05 7.564484e-02 9.059079e-01 1.842318e-02 3.568727e-07 3.507724e-15 
1.029396e+03 8.980275e-25 9.039940e-17 6.623325e-10 1.464888e-04 2.055617e-01 7.906221e-01 3.669679e-03 1.109854e-08 1.175491e-17 
1.092261e+03 1.719958e-24 1.651398e-16 1.132728e-09 2.217762e-04 2.551618e-01 7.422347e-01 2.381709e-03 4.560719e-09 2.760279e-18 
1.158981e+03 7.437524e-25 7.556525e-17 5.652519e-10 1.291154e-04 1.924831e-01 8.032525e-01 4.135264e-03 1.442880e-08 1.805831e-17 
1.229776e+03 1.824583e-25 2.028299e-17 1.750773e-10 5.166697e-05 1.163246e-01 8.739103e-01 9.713396e-03 8.886722e-08 3.572404e-16 
1.304896e+03 2.037915e-26 2.604162e-18 2.790995e-11 1.198604e-05 5.058858e-02 9.169180e-01 3.248016e-02 1.267589e-06 2.989324e-14 
1.384604e+03 4.231721e-27 5.913556e-19 7.324130e-12 4.068962e-06 2.669239e-02 9.005968e-01 7.269876e-02 8.029417e-06 6.673096e-13 
1.469181e+03 5.363153e-28 8.524046e-20 1.290266e-12 9.974947e-07 1.124448e-02 8.109502e-01 1.777354e-01 6.891781e-05 2.616804e-11 
1.558925e+03 3.345900e-29 6.308679e-21 1.231086e-13 1.432862e-07 3.141568e-03 5.721232e-01 4.239842e-01 7.509117e-04 1.800656e-09 
1.654150e+03 2.518683e-30 5.440355e-22 1.312233e-14 2.140880e-08 8.135343e-04 3.249101e-01 6.699694e-01 4.306947e-03 4.936616e-08 
1.755192e+03 1.384914e-31 3.468477e-23 1.040543e-15 2.410592e-09 1.607886e-04 1.424552e-01 8.373896e-01 1.999330e-02 1.117345e-06 
1.862406e+03 7.473045e-33 2.184999e-24 8.215401e-17 2.672478e-10 3.018913e-05 5.617160e-02 8.735049e-01 7.027631e-02 1.697520e-05 
1.976169e+03 2.549098e-34 8.846867e-26 4.248497e-18 1.989295e-11 4.023574e-06 1.681905e-02 7.547329e-01 2.281691e-01 2.749025e-04 
2.096881e+03 7.977253e-36 3.258683e-27 1.983888e-19 1.311295e-12 4.536085e-07 4.040768e-03 4.874993e-01 5.057483e-01 2.711228e-03 
2.224967e+03 1.533368e-37 7.623696e-29 6.070168e-21 5.811266e-14 3.481006e-08 6.645567e-04 2.160525e-01 7.652450e-01 1.803792e-02 
2.360877e+03 2.431324e-39 1.487825e-30 1.563701e-22 2.167407e-15 2.223491e-09 8.874153e-05 7.422626e-02 8.445308e-01 8.115424e-02 
2.505088e+03 5.113824e-41 3.746283e-32 5.036310e-24 9.607808e-17 1.576762e-10 1.193226e-05 2.293473e-02 7.322098e-01 2.448435e-01 
2.658109e+03 2.278451e-42 1.899493e-33 3.055065e-25 7.438888e-18 1.735742e-11 2.128736e-06 7.672811e-03 5.333577e-01 4.589674e-01 
2.820477e+03 1.789879e-43 1.681768e-34 3.159284e-26 9.429796e-19 2.889049e-12 5.111381e-07 2.949088e-03 3.663861e-01 6.306643e-01 
2.992763e+03 3.364131e-44 3.582226e-35 7.709815e-27 2.676241e-19 9.899542e-13 2.206405e-07 1.669485e-03 2.852372e-01 7.130931e-01 
3.175573e+03 1.777518e-44 2.117900e-35 5.067927e-27 1.954048e-19 7.954838e-13 1.916214e-07 1.550613e-03 2.786087e-01 7.198405e-01 
3.369550e+03 3.580395e-44 4.642583e-35 1.178365e-26 4.642583e-19 1.817728e-12 3.914867e-07 2.616420e-03 3.580395e-01 6.393437e-01 
3.575375e+03 2.232198e-43 3.106536e-34 8.070563e-26 3.045691e-18 1.024816e-11 1.658945e-06 7.173904e-03 5.412610e-01 4.515634e-01 
3.793773e+03 3.384762e-42 5.102091e-33 1.326370e-24 4.579217e-17 1.183259e-10 1.199782e-05 2.586755e-02 7.759939e-01 1.981266e-01 
4.025512e+03 6.715413e-41 1.004731e-31 2.430243e-23 7.059011e-16 1.296705e-09 7.634497e-05 7.711511e-02 8.587434e-01 6.406512e-02 
4.271406e+03 4.903342e-40 6.857859e-31 1.490811e-22 3.677615e-15 5.256715e-09 2.164542e-04 1.358323e-01 8.338027e-01 3.014852e-02 
4.532320e+03 5.874933e-40 8.276680e-31 1.801598e-22 4.425746e-15 6.188187e-09 2.454340e-04 1.449315e-01 8.276680e-01 2.715514e-02 
4.809172e+03 1.961619e-40 3.119928e-31 7.692416e-23 2.177634e-15 3.537034e-09 1.668122e-04 1.198558e-01 8.449146e-01 3.506282e-02 
5.102936e+03 5.782233e-41 1.049203e-31 2.970123e-23 9.736988e-16 1.880434e-09 1.070385e-04 9.561038e-02 8.577090e-01 4.657355e-02 
