#NTIMES:           33
#TIMES[d]:    1.00000E-01   5.00000E-01   1.00000E+00   2.00000E+00   3.00000E+00   4.00000E+00   5.00000E+00   6.00000E+00   7.00000E+00   8.00000E+00   9.00000E+00   1.00000E+01   1.20000E+01   1.40000E+01   1.60000E+01   1.80000E+01   2.00000E+01   2.20000E+01   2.40000E+01   2.60000E+01   2.80000E+01   3.00000E+01   3.50000E+01   4.00000E+01   5.00000E+01   6.00000E+01   7.00000E+01   8.00000E+01   9.00000E+01   1.00000E+02   1.10000E+02   1.20000E+02   1.30000E+02
#
#TIME:    1.00000E-01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 9.10740E+08 2.51189E+04 7.17794E-13
 9.18320E+08 2.48886E+04 6.93426E-13
 9.25980E+08 2.47172E+04 6.76083E-13
 9.33480E+08 2.45471E+04 6.65273E-13
 9.41000E+08 2.43220E+04 6.51628E-13
 9.48740E+08 2.41546E+04 6.32412E-13
 9.56610E+08 2.39332E+04 6.16595E-13
 9.64460E+08 2.37137E+04 6.08135E-13
 9.72300E+08 2.35505E+04 5.95662E-13
 9.80200E+08 2.33346E+04 5.80764E-13
 9.88090E+08 2.31206E+04 5.70164E-13
 9.95950E+08 2.29087E+04 5.64937E-13
 1.00377E+09 2.26986E+04 5.54626E-13
 1.01169E+09 2.24905E+04 5.42001E-13
 1.01963E+09 2.22331E+04 5.32108E-13
 1.02754E+09 2.20293E+04 5.24807E-13
 1.03555E+09 2.17771E+04 5.15229E-13
 1.04351E+09 2.15774E+04 5.05825E-13
 1.05130E+09 2.13304E+04 4.97737E-13
 1.05910E+09 2.11349E+04 4.86407E-13
 1.06726E+09 2.08930E+04 4.65586E-13
 1.07577E+09 2.06538E+04 4.49780E-13
 1.08442E+09 2.04174E+04 4.29536E-13
 1.09360E+09 2.01372E+04 4.15911E-13
 1.10253E+09 1.99067E+04 4.01791E-13
 1.11155E+09 1.96336E+04 3.92645E-13
 1.12069E+09 1.93642E+04 3.79315E-13
 1.12969E+09 1.91426E+04 3.62243E-13
 1.13922E+09 1.88799E+04 3.48337E-13
 1.14821E+09 1.86209E+04 3.31131E-13
 1.15592E+09 1.84077E+04 3.23594E-13
 1.16580E+09 1.81552E+04 3.12608E-13
 1.17631E+09 1.79061E+04 2.94442E-13
 1.18681E+09 1.76198E+04 2.82488E-13
 1.19722E+09 1.73380E+04 2.71644E-13
 1.20859E+09 1.70608E+04 2.48313E-13
 1.22136E+09 1.67880E+04 2.24388E-13
 1.23515E+09 1.64816E+04 2.06538E-13
 1.24910E+09 1.61808E+04 1.98153E-13
 1.26310E+09 1.58855E+04 1.90546E-13
 1.27728E+09 1.55955E+04 1.82810E-13
 1.29180E+09 1.53109E+04 1.73780E-13
 1.30700E+09 1.49968E+04 1.62930E-13
 1.32308E+09 1.47231E+04 1.53462E-13
 1.33898E+09 1.44212E+04 1.48252E-13
 1.35431E+09 1.41579E+04 1.44877E-13
 1.37130E+09 1.38676E+04 1.29718E-13
 1.39098E+09 1.35831E+04 1.13240E-13
 1.41217E+09 1.32434E+04 1.03514E-13
 1.43305E+09 1.29420E+04 9.90832E-14
 1.45440E+09 1.26183E+04 9.28966E-14
 1.47776E+09 1.23027E+04 8.39460E-14
 1.50241E+09 1.19950E+04 7.81628E-14
 1.52599E+09 1.16681E+04 7.53356E-14
 1.55174E+09 1.13763E+04 6.71429E-14
 1.58599E+09 1.10662E+04 6.10942E-14
 1.60662E+09 1.07399E+04 9.84011E-14
 1.61669E+09 1.04713E+04 1.27938E-13
 1.62737E+09 1.03039E+04 1.30017E-13
 1.63723E+09 1.01625E+04 1.32739E-13
 1.64837E+09 1.00231E+04 1.19399E-13
 1.65938E+09 9.88553E+03 1.06414E-13
 1.67333E+09 9.74990E+03 8.87156E-14
 1.69000E+09 9.61612E+03 7.03072E-14
 1.70842E+09 9.50605E+03 5.79429E-14
 1.72758E+09 9.37562E+03 4.98884E-14
 1.74787E+09 9.24698E+03 4.29536E-14
 1.77017E+09 9.12011E+03 3.60579E-14
 1.79455E+09 9.01571E+03 3.06196E-14
 1.81914E+09 8.91251E+03 2.77332E-14
 1.84251E+09 8.81049E+03 2.63633E-14
 1.86442E+09 8.72971E+03 2.48886E-14
 1.88705E+09 8.62979E+03 2.18776E-14
 1.91251E+09 8.51138E+03 1.81552E-14
 1.94030E+09 8.45279E+03 1.54525E-14
 1.96753E+09 8.35603E+03 1.42561E-14
 1.99311E+09 8.27942E+03 1.36773E-14
 2.01730E+09 8.20352E+03 1.27938E-14
 2.04300E+09 8.12831E+03 1.09648E-14
 2.07264E+09 8.03526E+03 8.89201E-15
 2.10445E+09 7.96159E+03 7.65597E-15
 2.13518E+09 7.88860E+03 7.19449E-15
 2.16341E+09 7.81628E+03 7.01455E-15
 2.18987E+09 7.74462E+03 6.54636E-15
 2.21908E+09 7.65597E+03 5.44503E-15
 2.25389E+09 7.58578E+03 4.29536E-15
 2.29055E+09 7.51623E+03 3.75837E-15
 2.32531E+09 7.43019E+03 3.55631E-15
 2.35749E+09 7.36207E+03 3.46737E-15
 2.38716E+09 7.29458E+03 3.26588E-15
 2.42079E+09 7.21107E+03 2.63633E-15
 2.46194E+09 7.14496E+03 2.03704E-15
 2.50477E+09 7.06318E+03 1.78649E-15
 2.54585E+09 6.95024E+03 1.67109E-15
 2.58359E+09 6.88652E+03 1.62555E-15
 2.62070E+09 6.80769E+03 1.42561E-15
 2.66775E+09 6.71429E+03 1.05682E-15
 2.72212E+09 6.62217E+03 8.49180E-16
 2.77565E+09 6.53131E+03 7.70903E-16
 2.81752E+09 6.44169E+03 8.89201E-16
 2.82264E+09 6.41210E+03 6.20869E-15
 2.82668E+09 6.36796E+03 7.60326E-15
 2.84110E+09 6.30957E+03 2.12814E-15
 2.85499E+09 6.22300E+03 1.84077E-15
 2.88770E+09 6.12350E+03 7.53356E-16
 2.92651E+09 5.99791E+03 5.55904E-16
 2.99588E+09 5.84790E+03 2.84446E-16
 3.10820E+09 5.66239E+03 1.48936E-16
 3.33754E+09 5.38270E+03 5.98412E-17
 4.27668E+09 4.87528E+03 5.87489E-18
 4.51919E+09 4.74242E+03 5.55904E-18
 4.72917E+09 4.67735E+03 4.29536E-18
 4.95391E+09 4.60257E+03 2.70396E-18
 5.21763E+09 4.53942E+03 1.53815E-18
 5.53860E+09 4.42588E+03 8.26038E-19
 5.94788E+09 4.30527E+03 4.14000E-19
 6.49335E+09 4.09261E+03 1.92309E-19
 7.17471E+09 3.83707E+03 9.22571E-20
 7.37896E+09 3.75837E+03 1.95884E-19
#TIME:    8.00000E+00
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.05120E+08 3.12608E+04 5.74116E-12
 1.35370E+08 3.21366E+04 6.03949E-12
 1.54570E+08 3.25087E+04 5.87489E-12
 1.70430E+08 3.28095E+04 6.06736E-12
 1.84380E+08 3.30370E+04 5.88844E-12
 1.96250E+08 3.32660E+04 5.92925E-12
 2.06990E+08 3.34195E+04 5.64937E-12
 2.17220E+08 3.34965E+04 5.48277E-12
 2.27170E+08 3.36512E+04 5.18800E-12
 2.36810E+08 3.37287E+04 4.98884E-12
 2.47090E+08 3.37287E+04 4.46684E-12
 2.56480E+08 3.38065E+04 4.44631E-12
 2.66120E+08 3.38065E+04 4.06443E-12
 2.75980E+08 3.37287E+04 3.71535E-12
 2.85720E+08 3.37287E+04 3.62243E-12
 2.95330E+08 3.36512E+04 3.38844E-12
 3.04910E+08 3.35738E+04 3.16228E-12
 3.14510E+08 3.34965E+04 2.95801E-12
 3.24140E+08 3.33426E+04 2.77971E-12
 3.33640E+08 3.32660E+04 2.66686E-12
 3.43300E+08 3.31131E+04 2.52348E-12
 3.52990E+08 3.29610E+04 2.36592E-12
 3.62620E+08 3.28095E+04 2.22844E-12
 3.72480E+08 3.26588E+04 2.07491E-12
 3.82610E+08 3.25087E+04 1.94536E-12
 3.92800E+08 3.22849E+04 1.85780E-12
 4.02850E+08 3.21366E+04 1.76604E-12
 4.13110E+08 3.19154E+04 1.64437E-12
 4.23300E+08 3.17687E+04 1.61065E-12
 4.33560E+08 3.15500E+04 1.62181E-12
 4.42720E+08 3.14051E+04 1.65959E-12
 4.50970E+08 3.12608E+04 1.64437E-12
 4.58860E+08 3.11172E+04 1.60325E-12
 4.66760E+08 3.09742E+04 1.56315E-12
 4.75260E+08 3.08319E+04 1.46555E-12
 4.84300E+08 3.06902E+04 1.37721E-12
 4.93660E+08 3.05492E+04 1.29718E-12
 5.03040E+08 3.04089E+04 1.23595E-12
 5.12330E+08 3.02691E+04 1.19399E-12
 5.21500E+08 3.01301E+04 1.16413E-12
 5.30630E+08 2.99916E+04 1.13501E-12
 5.39730E+08 2.98538E+04 1.10662E-12
 5.48710E+08 2.97167E+04 1.08893E-12
 5.57460E+08 2.95801E+04 1.07647E-12
 5.66070E+08 2.94442E+04 1.05925E-12
 5.74630E+08 2.93089E+04 1.03992E-12
 5.83130E+08 2.91743E+04 1.02329E-12
 5.91350E+08 2.89734E+04 1.00925E-12
 5.99550E+08 2.89068E+04 9.93116E-13
 6.07700E+08 2.88403E+04 9.77237E-13
 6.15760E+08 2.87078E+04 9.61612E-13
 6.23810E+08 2.85759E+04 9.48418E-13
 6.31870E+08 2.84446E+04 9.33254E-13
 6.39860E+08 2.83139E+04 9.18333E-13
 6.47640E+08 2.81838E+04 9.03649E-13
 6.55270E+08 2.80543E+04 8.91251E-13
 6.62830E+08 2.79254E+04 8.79023E-13
 6.70320E+08 2.77971E+04 8.66962E-13
 6.77750E+08 2.76058E+04 8.55067E-13
 6.85180E+08 2.74789E+04 8.43335E-13
 6.92560E+08 2.73527E+04 8.29851E-13
 6.99830E+08 2.72270E+04 8.16582E-13
 7.06960E+08 2.71019E+04 8.01678E-13
 7.14070E+08 2.69774E+04 7.87046E-13
 7.21290E+08 2.68534E+04 7.72681E-13
 7.28630E+08 2.66686E+04 7.58578E-13
 7.36060E+08 2.65461E+04 7.43019E-13
 7.43500E+08 2.63633E+04 7.26106E-13
 7.50920E+08 2.62422E+04 7.11214E-13
 7.58270E+08 2.61216E+04 6.98232E-13
 7.65630E+08 2.59418E+04 6.85488E-13
 7.73010E+08 2.58226E+04 6.71429E-13
 7.80360E+08 2.56448E+04 6.57658E-13
 7.87640E+08 2.55270E+04 6.44169E-13
 7.94970E+08 2.54097E+04 6.29506E-13
 8.02410E+08 2.52348E+04 6.15177E-13
 8.09750E+08 2.50611E+04 6.18016E-13
 8.17070E+08 2.49459E+04 6.06736E-13
 8.24380E+08 2.47742E+04 5.97035E-13
 8.31720E+08 2.46604E+04 5.83445E-13
 8.39040E+08 2.44906E+04 5.75440E-13
 8.46280E+08 2.43220E+04 5.68853E-13
 8.53510E+08 2.41546E+04 5.59758E-13
 8.60820E+08 2.40436E+04 5.47016E-13
 8.68130E+08 2.38781E+04 5.38270E-13
 8.75390E+08 2.37137E+04 5.33335E-13
 8.82650E+08 2.35505E+04 5.24807E-13
 8.89850E+08 2.33884E+04 5.12861E-13
 8.96980E+08 2.32274E+04 5.02343E-13
 9.04110E+08 2.30675E+04 4.94311E-13
 9.11480E+08 2.29087E+04 4.81948E-13
 9.19070E+08 2.26986E+04 4.65586E-13
 9.26730E+08 2.25424E+04 4.53942E-13
 9.34230E+08 2.23872E+04 4.46684E-13
 9.41750E+08 2.21820E+04 4.37522E-13
 9.49500E+08 2.20293E+04 4.24620E-13
 9.57370E+08 2.18273E+04 4.14954E-13
 9.65220E+08 2.16272E+04 4.08319E-13
 9.73060E+08 2.14783E+04 3.99945E-13
 9.80960E+08 2.12814E+04 3.89942E-13
 9.88860E+08 2.10863E+04 3.83707E-13
 9.96720E+08 2.08930E+04 3.79315E-13
 1.00454E+09 2.07014E+04 3.73250E-13
 1.01245E+09 2.05116E+04 3.63915E-13
 1.02039E+09 2.02768E+04 3.57273E-13
 1.02830E+09 2.00909E+04 3.53183E-13
 1.03630E+09 1.98609E+04 3.46737E-13
 1.04426E+09 1.96789E+04 3.40408E-13
 1.05204E+09 1.94536E+04 3.34965E-13
 1.05983E+09 1.92752E+04 3.26588E-13
 1.06800E+09 1.90546E+04 3.12608E-13
 1.07650E+09 1.88365E+04 3.02691E-13
 1.08514E+09 1.86209E+04 2.89068E-13
 1.09433E+09 1.84077E+04 2.79898E-13
 1.10325E+09 1.81552E+04 2.70396E-13
 1.11226E+09 1.79473E+04 2.64241E-13
 1.12138E+09 1.77011E+04 2.55859E-13
 1.13038E+09 1.74582E+04 2.43220E-13
 1.13991E+09 1.72584E+04 2.34423E-13
 1.14887E+09 1.70216E+04 2.23357E-13
 1.15658E+09 1.67880E+04 2.17771E-13
 1.16645E+09 1.65959E+04 2.10378E-13
 1.17696E+09 1.63682E+04 1.98153E-13
 1.18743E+09 1.61065E+04 1.90546E-13
 1.19783E+09 1.58489E+04 1.82810E-13
 1.20920E+09 1.56315E+04 1.67109E-13
 1.22197E+09 1.53815E+04 1.51008E-13
 1.23573E+09 1.51008E+04 1.38995E-13
 1.24964E+09 1.48594E+04 1.33352E-13
 1.26363E+09 1.46218E+04 1.28233E-13
 1.27780E+09 1.43549E+04 1.23027E-13
 1.29230E+09 1.40929E+04 1.16950E-13
 1.30748E+09 1.38676E+04 1.09901E-13
 1.32355E+09 1.36144E+04 1.03276E-13
 1.33943E+09 1.33352E+04 9.97700E-14
 1.35474E+09 1.30918E+04 9.74990E-14
 1.37173E+09 1.28529E+04 8.72971E-14
 1.39140E+09 1.25893E+04 7.62079E-14
 1.41257E+09 1.23310E+04 6.96627E-14
 1.43342E+09 1.20504E+04 6.68344E-14
 1.45475E+09 1.17761E+04 6.25173E-14
 1.47809E+09 1.15080E+04 5.64937E-14
 1.50274E+09 1.12460E+04 5.26017E-14
 1.52627E+09 1.09901E+04 5.06991E-14
 1.55198E+09 1.07399E+04 4.51856E-14
 1.58622E+09 1.04954E+04 4.11150E-14
 1.60684E+09 1.02329E+04 6.62217E-14
 1.61685E+09 1.00000E+04 8.62979E-14
 1.62750E+09 9.86279E+03 8.74984E-14
 1.63736E+09 9.74990E+03 8.91251E-14
 1.64850E+09 9.63829E+03 8.03526E-14
 1.65951E+09 9.52796E+03 7.16143E-14
 1.67345E+09 9.41890E+03 5.97035E-14
 1.69012E+09 9.31108E+03 4.72063E-14
 1.70854E+09 9.18333E+03 3.89942E-14
 1.72769E+09 9.07821E+03 3.35738E-14
 1.74798E+09 8.97429E+03 2.89068E-14
 1.77029E+09 8.83080E+03 2.42661E-14
 1.79466E+09 8.77001E+03 2.06063E-14
 1.81925E+09 8.66962E+03 1.86638E-14
 1.84262E+09 8.57038E+03 1.77419E-14
 1.86453E+09 8.49180E+03 1.67494E-14
 1.88717E+09 8.41395E+03 1.47231E-14
 1.91263E+09 8.29851E+03 1.21899E-14
 1.94043E+09 8.24138E+03 1.03992E-14
 1.96765E+09 8.16582E+03 9.59401E-15
 1.99324E+09 8.09096E+03 9.20450E-15
 2.01743E+09 8.01678E+03 8.60994E-15
 2.04314E+09 7.96159E+03 7.37904E-15
 2.07278E+09 7.85236E+03 5.98412E-15
 2.10459E+09 7.79830E+03 5.15229E-15
 2.13532E+09 7.72681E+03 4.84172E-15
 2.16355E+09 7.65597E+03 4.70977E-15
 2.19002E+09 7.58578E+03 4.40555E-15
 2.21924E+09 7.48170E+03 3.66438E-15
 2.25406E+09 7.43019E+03 2.89068E-15
 2.29072E+09 7.36207E+03 2.52930E-15
 2.32547E+09 7.27780E+03 2.38781E-15
 2.35766E+09 7.21107E+03 2.33346E-15
 2.38733E+09 7.14496E+03 2.19786E-15
 2.42098E+09 7.06318E+03 1.77419E-15
 2.46214E+09 6.99842E+03 1.37088E-15
 2.50498E+09 6.91831E+03 1.19950E-15
 2.54606E+09 6.79204E+03 1.12460E-15
 2.58380E+09 6.72977E+03 1.09396E-15
 2.62091E+09 6.65273E+03 9.59401E-16
 2.66797E+09 6.56145E+03 7.11214E-16
 2.72233E+09 6.47143E+03 5.70164E-16
 2.77585E+09 6.38263E+03 5.17607E-16
 2.81769E+09 6.29506E+03 5.98412E-16
 2.82280E+09 6.26614E+03 4.17830E-15
 2.82685E+09 6.23735E+03 5.11682E-15
 2.84130E+09 6.18016E+03 1.42889E-15
 2.85521E+09 6.09537E+03 1.23880E-15
 2.88792E+09 5.99791E+03 5.06991E-16
 2.92673E+09 5.88844E+03 3.74111E-16
 2.99611E+09 5.75440E+03 1.91426E-16
 3.10844E+09 5.58470E+03 1.00231E-16
 3.33779E+09 5.32108E+03 4.02717E-17
 4.27687E+09 4.84172E+03 3.94457E-18
 4.51937E+09 4.69894E+03 3.74111E-18
 4.72933E+09 4.63447E+03 2.89068E-18
 4.95406E+09 4.56037E+03 1.81970E-18
 5.21777E+09 4.49780E+03 1.03514E-18
 5.53874E+09 4.39542E+03 5.55904E-19
 5.94801E+09 4.27563E+03 2.78612E-19
 6.49348E+09 4.07380E+03 1.29420E-19
 7.17482E+09 3.84592E+03 6.20869E-20
 7.37906E+09 3.76704E+03 1.31522E-19
#TIME:    9.00000E+00
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.05040E+08 2.92415E+04 4.04576E-12
 1.35280E+08 2.98538E+04 4.25598E-12
 1.54470E+08 3.01301E+04 4.14000E-12
 1.70330E+08 3.03389E+04 4.27563E-12
 1.84290E+08 3.04789E+04 4.14000E-12
 1.96170E+08 3.06902E+04 4.17830E-12
 2.06910E+08 3.07610E+04 3.98107E-12
 2.17150E+08 3.08319E+04 3.85478E-12
 2.27120E+08 3.09030E+04 3.64754E-12
 2.36780E+08 3.09742E+04 3.50752E-12
 2.47080E+08 3.09742E+04 3.13329E-12
 2.56500E+08 3.09742E+04 3.11172E-12
 2.66160E+08 3.09742E+04 2.83792E-12
 2.76050E+08 3.09742E+04 2.60016E-12
 2.85820E+08 3.09030E+04 2.52930E-12
 2.95460E+08 3.08319E+04 2.36592E-12
 3.05070E+08 3.07610E+04 2.20800E-12
 3.14700E+08 3.06902E+04 2.06538E-12
 3.24350E+08 3.05492E+04 1.94089E-12
 3.33890E+08 3.04789E+04 1.86209E-12
 3.43570E+08 3.03389E+04 1.76198E-12
 3.53290E+08 3.01995E+04 1.65196E-12
 3.62940E+08 3.00608E+04 1.55597E-12
 3.72820E+08 2.99226E+04 1.44877E-12
 3.82980E+08 2.97852E+04 1.36144E-12
 3.93180E+08 2.95801E+04 1.30017E-12
 4.03250E+08 2.94442E+04 1.23595E-12
 4.13520E+08 2.93089E+04 1.15345E-12
 4.23720E+08 2.91072E+04 1.12980E-12
 4.33970E+08 2.89734E+04 1.14288E-12
 4.43130E+08 2.87740E+04 1.16681E-12
 4.51370E+08 2.86418E+04 1.15611E-12
 4.59260E+08 2.85102E+04 1.12460E-12
 4.67170E+08 2.83792E+04 1.09648E-12
 4.75680E+08 2.82488E+04 1.02802E-12
 4.84720E+08 2.81190E+04 9.66051E-13
 4.94080E+08 2.79898E+04 9.09913E-13
 5.03460E+08 2.77971E+04 8.66962E-13
 5.12760E+08 2.76694E+04 8.37529E-13
 5.21930E+08 2.75423E+04 8.16582E-13
 5.31060E+08 2.74157E+04 7.96159E-13
 5.40170E+08 2.72898E+04 7.76247E-13
 5.49150E+08 2.71644E+04 7.62079E-13
 5.57910E+08 2.70396E+04 7.55092E-13
 5.66520E+08 2.69153E+04 7.43019E-13
 5.75090E+08 2.67917E+04 7.29458E-13
 5.83610E+08 2.66686E+04 7.16143E-13
 5.91790E+08 2.64850E+04 7.07946E-13
 6.00010E+08 2.64241E+04 6.95024E-13
 6.08170E+08 2.63633E+04 6.83912E-13
 6.16240E+08 2.62422E+04 6.72977E-13
 6.24300E+08 2.61216E+04 6.63743E-13
 6.32360E+08 2.60016E+04 6.53131E-13
 6.40360E+08 2.58821E+04 6.42688E-13
 6.48150E+08 2.57632E+04 6.33870E-13
 6.55780E+08 2.56448E+04 6.23735E-13
 6.63340E+08 2.55270E+04 6.15177E-13
 6.70840E+08 2.54097E+04 6.06736E-13
 6.78280E+08 2.52930E+04 5.98412E-13
 6.85710E+08 2.51768E+04 5.90201E-13
 6.93100E+08 2.50611E+04 5.80764E-13
 7.00370E+08 2.48886E+04 5.71479E-13
 7.07510E+08 2.47742E+04 5.62341E-13
 7.14630E+08 2.46604E+04 5.50808E-13
 7.21850E+08 2.45471E+04 5.42001E-13
 7.29200E+08 2.44343E+04 5.32108E-13
 7.36630E+08 2.43220E+04 5.21195E-13
 7.44080E+08 2.41546E+04 5.09331E-13
 7.51500E+08 2.40436E+04 4.97737E-13
 7.58860E+08 2.39332E+04 4.88652E-13
 7.66220E+08 2.37684E+04 4.80839E-13
 7.73600E+08 2.36592E+04 4.69894E-13
 7.80960E+08 2.35505E+04 4.61318E-13
 7.88240E+08 2.33884E+04 4.50817E-13
 7.95580E+08 2.32809E+04 4.41570E-13
 8.03020E+08 2.31206E+04 4.31519E-13
 8.10370E+08 2.30144E+04 4.33511E-13
 8.17690E+08 2.28560E+04 4.25598E-13
 8.25000E+08 2.27510E+04 4.17830E-13
 8.32350E+08 2.25944E+04 4.09261E-13
 8.39670E+08 2.24388E+04 4.02717E-13
 8.46920E+08 2.22844E+04 3.99025E-13
 8.54160E+08 2.21820E+04 3.91742E-13
 8.61470E+08 2.20293E+04 3.82825E-13
 8.68780E+08 2.18776E+04 3.77572E-13
 8.76050E+08 2.17270E+04 3.74111E-13
 8.83310E+08 2.15774E+04 3.68129E-13
 8.90500E+08 2.14289E+04 3.59749E-13
 8.97640E+08 2.12814E+04 3.52371E-13
 9.04780E+08 2.11349E+04 3.46737E-13
 9.12150E+08 2.09894E+04 3.37287E-13
 9.19750E+08 2.07970E+04 3.26588E-13
 9.27400E+08 2.06538E+04 3.17687E-13
 9.34910E+08 2.05116E+04 3.13329E-13
 9.42440E+08 2.03236E+04 3.06902E-13
 9.50180E+08 2.01837E+04 2.97167E-13
 9.58060E+08 1.99986E+04 2.90402E-13
 9.65900E+08 1.98153E+04 2.86418E-13
 9.73750E+08 1.96336E+04 2.80543E-13
 9.81650E+08 1.94984E+04 2.73527E-13
 9.89540E+08 1.93197E+04 2.69153E-13
 9.97400E+08 1.91426E+04 2.66073E-13
 1.00522E+09 1.89234E+04 2.61818E-13
 1.01313E+09 1.87499E+04 2.55270E-13
 1.02107E+09 1.85780E+04 2.50611E-13
 1.02898E+09 1.84077E+04 2.47172E-13
 1.03697E+09 1.81970E+04 2.43220E-13
 1.04492E+09 1.79887E+04 2.38781E-13
 1.05270E+09 1.78238E+04 2.34963E-13
 1.06049E+09 1.76198E+04 2.29087E-13
 1.06866E+09 1.74582E+04 2.19280E-13
 1.07716E+09 1.72584E+04 2.12324E-13
 1.08579E+09 1.70216E+04 2.02768E-13
 1.09497E+09 1.68267E+04 1.96336E-13
 1.10389E+09 1.66341E+04 1.89671E-13
 1.11288E+09 1.64059E+04 1.85353E-13
 1.12199E+09 1.61808E+04 1.79473E-13
 1.13099E+09 1.59956E+04 1.71002E-13
 1.14052E+09 1.57761E+04 1.64437E-13
 1.14946E+09 1.55597E+04 1.56675E-13
 1.15715E+09 1.53815E+04 1.53109E-13
 1.16702E+09 1.52055E+04 1.47571E-13
 1.17752E+09 1.49968E+04 1.38995E-13
 1.18797E+09 1.47571E+04 1.33660E-13
 1.19835E+09 1.45546E+04 1.28233E-13
 1.20972E+09 1.43549E+04 1.17220E-13
 1.22249E+09 1.41579E+04 1.05925E-13
 1.23623E+09 1.39316E+04 9.77237E-14
 1.25012E+09 1.36773E+04 9.37562E-14
 1.26409E+09 1.34586E+04 9.01571E-14
 1.27826E+09 1.32434E+04 8.62979E-14
 1.29274E+09 1.30317E+04 8.20352E-14
 1.30790E+09 1.28233E+04 7.70903E-14
 1.32396E+09 1.25893E+04 7.26106E-14
 1.33982E+09 1.23595E+04 6.99842E-14
 1.35512E+09 1.21619E+04 6.83912E-14
 1.37209E+09 1.19399E+04 6.13762E-14
 1.39175E+09 1.17220E+04 5.34564E-14
 1.41291E+09 1.15080E+04 4.89779E-14
 1.43374E+09 1.12720E+04 4.68813E-14
 1.45506E+09 1.10408E+04 4.38531E-14
 1.47838E+09 1.07895E+04 3.97192E-14
 1.50302E+09 1.05925E+04 3.68978E-14
 1.52651E+09 1.03514E+04 3.56451E-14
 1.55219E+09 1.01625E+04 3.16957E-14
 1.58642E+09 9.95405E+03 2.88403E-14
 1.60704E+09 9.72747E+03 4.65586E-14
 1.61700E+09 9.54993E+03 6.08135E-14
 1.62762E+09 9.44061E+03 6.15177E-14
 1.63748E+09 9.35406E+03 6.26614E-14
 1.64863E+09 9.24698E+03 5.63638E-14
 1.65963E+09 9.16220E+03 5.02343E-14
 1.67356E+09 9.05733E+03 4.18794E-14
 1.69024E+09 8.97429E+03 3.31894E-14
 1.70866E+09 8.87156E+03 2.73527E-14
 1.72781E+09 8.77001E+03 2.35505E-14
 1.74809E+09 8.66962E+03 2.02768E-14
 1.77041E+09 8.55067E+03 1.70216E-14
 1.79478E+09 8.49180E+03 1.44544E-14
 1.81937E+09 8.39460E+03 1.30918E-14
 1.84274E+09 8.31764E+03 1.24738E-14
 1.86465E+09 8.24138E+03 1.17490E-14
 1.88729E+09 8.18465E+03 1.03276E-14
 1.91276E+09 8.05378E+03 8.57038E-15
 1.94056E+09 8.01678E+03 7.29458E-15
 1.96778E+09 7.94328E+03 6.72977E-15
 1.99337E+09 7.88860E+03 6.45654E-15
 2.01757E+09 7.81628E+03 6.03949E-15
 2.04328E+09 7.76247E+03 5.17607E-15
 2.07293E+09 7.65597E+03 4.19759E-15
 2.10474E+09 7.60326E+03 3.61410E-15
 2.13547E+09 7.53356E+03 3.39625E-15
 2.16371E+09 7.46449E+03 3.31131E-15
 2.19018E+09 7.39605E+03 3.09030E-15
 2.21941E+09 7.31139E+03 2.57040E-15
 2.25423E+09 7.26106E+03 2.02768E-15
 2.29090E+09 7.17794E+03 1.77419E-15
 2.32566E+09 7.11214E+03 1.67880E-15
 2.35784E+09 7.04693E+03 1.63682E-15
 2.38753E+09 6.96627E+03 1.54170E-15
 2.42119E+09 6.90240E+03 1.24451E-15
 2.46235E+09 6.82339E+03 9.61612E-16
 2.50520E+09 6.74528E+03 8.43335E-16
 2.54628E+09 6.63743E+03 7.88860E-16
 2.58402E+09 6.57658E+03 7.67361E-16
 2.62113E+09 6.50130E+03 6.72977E-16
 2.66819E+09 6.41210E+03 4.98884E-16
 2.72253E+09 6.32412E+03 4.00867E-16
 2.77605E+09 6.23735E+03 3.63915E-16
 2.81785E+09 6.16595E+03 4.19759E-16
 2.82295E+09 6.13762E+03 2.93765E-15
 2.82702E+09 6.10942E+03 3.58922E-15
 2.84152E+09 6.05341E+03 1.00231E-15
 2.85542E+09 5.97035E+03 8.68960E-16
 2.88813E+09 5.87489E+03 3.55631E-16
 2.92695E+09 5.78096E+03 2.62422E-16
 2.99633E+09 5.64937E+03 1.34276E-16
 3.10868E+09 5.49541E+03 7.03072E-17
 3.33804E+09 5.26017E+03 2.82488E-17
 4.27704E+09 4.79733E+03 2.77332E-18
 4.51953E+09 4.66659E+03 2.62422E-18
 4.72949E+09 4.60257E+03 2.02768E-18
 4.95421E+09 4.52898E+03 1.27644E-18
 5.21791E+09 4.45656E+03 7.26106E-19
 5.53887E+09 4.35512E+03 3.89942E-19
 5.94814E+09 4.23643E+03 1.95434E-19
 6.49361E+09 3.98107E+03 9.07821E-20
 7.17492E+09 3.81066E+03 4.35512E-20
 7.37915E+09 3.74111E+03 9.24698E-20
#TIME:    1.00000E+01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.04990E+08 2.74157E+04 2.95121E-12
 1.35210E+08 2.78612E+04 3.11172E-12
 1.54400E+08 2.80543E+04 3.01995E-12
 1.70260E+08 2.81838E+04 3.11889E-12
