#NTIMES:           33
#TIMES[d]:    1.00000E-01   5.00000E-01   1.00000E+00   2.00000E+00   3.00000E+00   4.00000E+00   5.00000E+00   6.00000E+00   7.00000E+00   8.00000E+00   9.00000E+00   1.00000E+01   1.20000E+01   1.40000E+01   1.60000E+01   1.80000E+01   2.00000E+01   2.20000E+01   2.40000E+01   2.60000E+01   2.80000E+01   3.00000E+01   3.50000E+01   4.00000E+01   5.00000E+01   6.00000E+01   7.00000E+01   8.00000E+01   9.00000E+01   1.00000E+02   1.10000E+02   1.20000E+02   1.30000E+02
#
#TIME:    1.00000E-01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 7.18570E+08 3.23594E+03 1.13763E-15
 7.25870E+08 3.22849E+03 1.11429E-15
 7.33340E+08 3.22107E+03 1.09144E-15
 7.40600E+08 3.19154E+03 1.10154E-15
 7.48000E+08 3.18420E+03 1.06660E-15
 7.55450E+08 3.16957E+03 1.03276E-15
 7.62840E+08 3.16228E+03 1.01391E-15
 7.70230E+08 3.15500E+03 9.97700E-16
 7.77650E+08 3.14775E+03 9.72747E-16
 7.85030E+08 3.13329E+03 9.54993E-16
 7.92340E+08 3.12608E+03 9.37562E-16
 7.99690E+08 3.11889E+03 9.16220E-16
 8.07150E+08 3.11172E+03 8.97429E-16
 8.14500E+08 3.09742E+03 9.03649E-16
 8.21840E+08 3.09030E+03 8.85116E-16
 8.29170E+08 3.08319E+03 8.70964E-16
 8.36540E+08 3.07610E+03 8.49180E-16
 8.43880E+08 3.06902E+03 8.37529E-16
 8.51140E+08 3.06196E+03 8.31764E-16
 8.58410E+08 3.04789E+03 8.14704E-16
 8.65760E+08 3.04089E+03 7.94328E-16
 8.73110E+08 3.03389E+03 7.83430E-16
 8.80460E+08 3.02691E+03 7.74462E-16
 8.87570E+08 2.99226E+03 7.79830E-16
 8.94710E+08 2.98538E+03 7.55092E-16
 9.01850E+08 2.97167E+03 7.34514E-16
 9.08990E+08 2.96483E+03 7.22770E-16
 9.16380E+08 2.95121E+03 7.03072E-16
 9.23990E+08 2.94442E+03 6.80769E-16
 9.31640E+08 2.93765E+03 6.65273E-16
 9.39130E+08 2.92415E+03 6.56145E-16
 9.46660E+08 2.91743E+03 6.41210E-16
 9.54400E+08 2.91072E+03 6.22300E-16
 9.62260E+08 2.89734E+03 6.09537E-16
 9.70090E+08 2.89068E+03 6.02560E-16
 9.77940E+08 2.88403E+03 5.88844E-16
 9.85810E+08 2.87078E+03 5.75440E-16
 9.93670E+08 2.86418E+03 5.66239E-16
 1.00152E+09 2.85759E+03 5.61048E-16
 1.00935E+09 2.85102E+03 5.49541E-16
 1.01724E+09 2.83792E+03 5.37032E-16
 1.02518E+09 2.83139E+03 5.27230E-16
 1.03305E+09 2.79898E+03 5.22396E-16
 1.04094E+09 2.79254E+03 5.18800E-16
 1.04882E+09 2.77971E+03 5.06991E-16
 1.05654E+09 2.77332E+03 4.97737E-16
 1.06433E+09 2.76058E+03 4.81948E-16
 1.07249E+09 2.75423E+03 4.61318E-16
 1.08092E+09 2.74157E+03 4.50817E-16
 1.08948E+09 2.73527E+03 4.30527E-16
 1.09865E+09 2.72898E+03 4.14954E-16
 1.10755E+09 2.71644E+03 4.00867E-16
 1.11644E+09 2.70396E+03 3.97192E-16
 1.12547E+09 2.70396E+03 3.83707E-16
 1.13447E+09 2.69153E+03 3.60579E-16
 1.14400E+09 2.68534E+03 3.47536E-16
 1.15285E+09 2.67301E+03 3.37287E-16
 1.16048E+09 2.67301E+03 3.28095E-16
 1.17040E+09 2.66073E+03 3.10456E-16
 1.18084E+09 2.63027E+03 2.95121E-16
 1.19114E+09 2.62422E+03 2.88403E-16
 1.20143E+09 2.61818E+03 2.74789E-16
 1.21281E+09 2.60615E+03 2.47172E-16
 1.22559E+09 2.58821E+03 2.23872E-16
 1.23921E+09 2.57632E+03 2.09411E-16
 1.25298E+09 2.57040E+03 2.01372E-16
 1.26694E+09 2.55859E+03 1.91426E-16
 1.28110E+09 2.54683E+03 1.83231E-16
 1.29552E+09 2.53513E+03 1.75388E-16
 1.31065E+09 2.52930E+03 1.64437E-16
 1.32670E+09 2.50611E+03 1.54170E-16
 1.34250E+09 2.48886E+03 1.49279E-16
 1.35775E+09 2.47742E+03 1.45881E-16
 1.37469E+09 2.46604E+03 1.30317E-16
 1.39438E+09 2.44906E+03 1.13240E-16
 1.41555E+09 2.43220E+03 1.03992E-16
 1.43631E+09 2.41546E+03 1.00000E-16
 1.45761E+09 2.40436E+03 9.35406E-17
 1.48095E+09 2.38232E+03 8.43335E-17
 1.50561E+09 2.37137E+03 7.83430E-17
 1.52882E+09 2.35505E+03 7.67361E-17
 1.55429E+09 2.34963E+03 6.80769E-17
 1.58844E+09 2.33346E+03 6.15177E-17
 1.60895E+09 2.32274E+03 9.93116E-17
 1.61834E+09 2.32809E+03 1.37721E-16
 1.62868E+09 2.34423E+03 1.34586E-16
 1.63856E+09 2.33884E+03 1.32739E-16
 1.64973E+09 2.32274E+03 1.19399E-16
 1.66070E+09 2.30675E+03 1.07152E-16
 1.67462E+09 2.29615E+03 8.91251E-17
 1.69136E+09 2.28560E+03 7.03072E-17
 1.70982E+09 2.28034E+03 5.79429E-17
 1.72892E+09 2.26986E+03 5.02343E-17
 1.74918E+09 2.26464E+03 4.32514E-17
 1.77154E+09 2.23872E+03 3.61410E-17
 1.79594E+09 2.22844E+03 3.06902E-17
 1.82049E+09 2.21309E+03 2.78612E-17
 1.84382E+09 2.20293E+03 2.65461E-17
 1.86575E+09 2.19786E+03 2.49459E-17
 1.88844E+09 2.18776E+03 2.19280E-17
 1.91396E+09 2.17270E+03 1.81552E-17
 1.94176E+09 2.16272E+03 1.54882E-17
 1.96900E+09 2.15278E+03 1.42889E-17
 1.99459E+09 2.14289E+03 1.37088E-17
 2.01880E+09 2.13304E+03 1.28233E-17
 2.04457E+09 2.12324E+03 1.09648E-17
 2.07426E+09 2.11349E+03 8.91251E-18
 2.10607E+09 2.10378E+03 7.67361E-18
 2.13680E+09 2.09411E+03 7.21107E-18
 2.16504E+09 2.08449E+03 7.03072E-18
 2.19153E+09 2.07970E+03 6.56145E-18
 2.22080E+09 2.07014E+03 5.44503E-18
 2.25563E+09 2.06063E+03 4.30527E-18
 2.29230E+09 2.05116E+03 3.76704E-18
 2.32704E+09 2.04174E+03 3.56451E-18
 2.35923E+09 2.03236E+03 3.47536E-18
 2.38892E+09 2.02768E+03 3.27341E-18
 2.42258E+09 2.01837E+03 2.64241E-18
 2.46373E+09 2.00909E+03 2.04174E-18
 2.50658E+09 1.99986E+03 1.79061E-18
 2.54764E+09 1.99067E+03 1.67494E-18
 2.58537E+09 1.98153E+03 1.63305E-18
 2.62248E+09 1.97697E+03 1.42889E-18
 2.66953E+09 1.96789E+03 1.05925E-18
 2.72383E+09 1.95884E+03 8.51138E-19
 2.77733E+09 1.94536E+03 7.72681E-19
 2.81888E+09 1.93642E+03 8.99498E-19
 2.82390E+09 1.93197E+03 6.33870E-18
 2.82805E+09 1.93197E+03 7.48170E-18
 2.84278E+09 1.92752E+03 2.08449E-18
 2.85676E+09 1.92309E+03 1.83231E-18
 2.88957E+09 1.91867E+03 7.53356E-19
 2.92846E+09 1.91426E+03 5.57186E-19
 2.99791E+09 1.89671E+03 2.85102E-19
 3.11028E+09 1.88365E+03 1.49279E-19
 3.33967E+09 1.85780E+03 5.99791E-20
 4.27822E+09 1.77419E+03 5.88844E-21
 4.52065E+09 1.72187E+03 5.58470E-21
 4.73054E+09 1.70608E+03 4.31519E-21
 4.95519E+09 1.68655E+03 2.71644E-21
 5.21882E+09 1.67109E+03 1.54525E-21
 5.53972E+09 1.64816E+03 8.29851E-22
 5.94892E+09 1.62555E+03 4.15911E-22
 6.49427E+09 1.59956E+03 1.93197E-22
 7.17541E+09 1.57036E+03 9.26830E-23
 7.37960E+09 1.55239E+03 1.96336E-22
#TIME:    8.00000E+01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.04930E+08 3.51560E+03 5.88844E-15
 1.35150E+08 3.50752E+03 6.23735E-15
 1.54390E+08 3.49945E+03 6.03949E-15
 1.70220E+08 3.49945E+03 6.25173E-15
 1.84240E+08 3.49945E+03 6.01174E-15
 1.96190E+08 3.49140E+03 6.05341E-15
 2.07020E+08 3.49140E+03 5.72796E-15
 2.17370E+08 3.48337E+03 5.50808E-15
 2.27450E+08 3.47536E+03 5.16416E-15
 2.37240E+08 3.46737E+03 4.90908E-15
 2.47700E+08 3.45939E+03 4.35512E-15
 2.57270E+08 3.45144E+03 4.27563E-15
 2.67100E+08 3.43558E+03 3.87258E-15
 2.77150E+08 3.42768E+03 3.52371E-15
 2.87100E+08 3.41979E+03 3.41193E-15
 2.96930E+08 3.41193E+03 3.16957E-15
 3.06580E+08 3.40408E+03 2.98538E-15
 3.16410E+08 3.39625E+03 2.75423E-15
 3.26250E+08 3.38844E+03 2.58821E-15
 3.35950E+08 3.38065E+03 2.48313E-15
 3.45790E+08 3.37287E+03 2.35505E-15
 3.55670E+08 3.35738E+03 2.20800E-15
 3.65480E+08 3.34965E+03 2.08449E-15
 3.75490E+08 3.34195E+03 1.94536E-15
 3.85750E+08 3.32660E+03 1.84077E-15
 3.96060E+08 3.31894E+03 1.77828E-15
 4.06230E+08 3.30370E+03 1.70216E-15
 4.16600E+08 3.29610E+03 1.58855E-15
 4.26860E+08 3.28095E+03 1.58125E-15
 4.37190E+08 3.26588E+03 1.62555E-15
 4.46340E+08 3.22849E+03 1.65959E-15
 4.54430E+08 3.22107E+03 1.65959E-15
 4.62330E+08 3.21366E+03 1.57761E-15
 4.70280E+08 3.20627E+03 1.53462E-15
 4.78840E+08 3.19890E+03 1.43549E-15
 4.87920E+08 3.19154E+03 1.35831E-15
 4.97320E+08 3.17687E+03 1.27938E-15
 5.06730E+08 3.16957E+03 1.21619E-15
 5.16040E+08 3.16228E+03 1.17490E-15
 5.25210E+08 3.15500E+03 1.14815E-15
 5.34350E+08 3.15500E+03 1.11429E-15
 5.43500E+08 3.14775E+03 1.07895E-15
 5.52500E+08 3.14051E+03 1.06170E-15
 5.61270E+08 3.13329E+03 1.05196E-15
 5.69930E+08 3.12608E+03 1.03039E-15
 5.78590E+08 3.11889E+03 1.00462E-15
 5.87250E+08 3.11172E+03 9.81748E-16
 5.95080E+08 3.09030E+03 1.03039E-15
 6.03330E+08 3.09030E+03 9.66051E-16
 6.11540E+08 3.08319E+03 9.46237E-16
 6.19660E+08 3.07610E+03 9.33254E-16
 6.27760E+08 3.06902E+03 9.20450E-16
 6.35860E+08 3.06196E+03 9.05733E-16
 6.43900E+08 3.05492E+03 8.91251E-16
 6.51730E+08 3.04789E+03 8.79023E-16
 6.59400E+08 3.04089E+03 8.64968E-16
 6.66990E+08 3.03389E+03 8.53100E-16
 6.74520E+08 3.02691E+03 8.41395E-16
 6.82000E+08 3.01995E+03 8.29851E-16
 6.89470E+08 3.01301E+03 8.16582E-16
 6.96900E+08 3.00608E+03 8.05378E-16
 7.04210E+08 2.99916E+03 7.92501E-16
 7.11400E+08 2.99226E+03 7.78037E-16
 7.18580E+08 2.98538E+03 7.60326E-16
 7.25880E+08 2.97852E+03 7.46449E-16
 7.33350E+08 2.97167E+03 7.29458E-16
 7.40610E+08 2.94442E+03 7.37904E-16
 7.48010E+08 2.93765E+03 7.14496E-16
 7.55460E+08 2.93089E+03 6.90240E-16
 7.62850E+08 2.92415E+03 6.79204E-16
 7.70240E+08 2.91743E+03 6.68344E-16
 7.77660E+08 2.90402E+03 6.51628E-16
 7.85040E+08 2.89734E+03 6.39735E-16
 7.92350E+08 2.89068E+03 6.28058E-16
 7.99700E+08 2.88403E+03 6.13762E-16
 8.07160E+08 2.87740E+03 6.01174E-16
 8.14510E+08 2.87078E+03 6.05341E-16
 8.21850E+08 2.86418E+03 5.92925E-16
 8.29180E+08 2.85759E+03 5.83445E-16
 8.36550E+08 2.85102E+03 5.68853E-16
 8.43890E+08 2.84446E+03 5.61048E-16
 8.51150E+08 2.83792E+03 5.57186E-16
 8.58420E+08 2.83139E+03 5.45758E-16
 8.65770E+08 2.82488E+03 5.32108E-16
 8.73120E+08 2.81838E+03 5.24807E-16
 8.80470E+08 2.80543E+03 5.18800E-16
 8.87580E+08 2.77971E+03 5.22396E-16
 8.94720E+08 2.76694E+03 5.05825E-16
 9.01860E+08 2.76058E+03 4.90908E-16
 9.09000E+08 2.75423E+03 4.84172E-16
 9.16390E+08 2.74789E+03 4.70977E-16
 9.24000E+08 2.73527E+03 4.54988E-16
 9.31650E+08 2.72898E+03 4.45656E-16
 9.39140E+08 2.72270E+03 4.39542E-16
 9.46670E+08 2.71019E+03 4.29536E-16
 9.54410E+08 2.70396E+03 4.16869E-16
 9.62260E+08 2.69774E+03 4.08319E-16
 9.70100E+08 2.69153E+03 4.03645E-16
 9.77940E+08 2.68534E+03 3.94457E-16
 9.85820E+08 2.67301E+03 3.85478E-16
 9.93680E+08 2.66686E+03 3.79315E-16
 1.00153E+09 2.66073E+03 3.75837E-16
 1.00936E+09 2.65461E+03 3.68129E-16
 1.01725E+09 2.64850E+03 3.59749E-16
 1.02519E+09 2.64241E+03 3.53183E-16
 1.03306E+09 2.61216E+03 3.49945E-16
 1.04095E+09 2.60016E+03 3.47536E-16
 1.04882E+09 2.59418E+03 3.39625E-16
 1.05654E+09 2.58821E+03 3.33426E-16
 1.06433E+09 2.57632E+03 3.22849E-16
 1.07249E+09 2.57040E+03 3.09030E-16
 1.08092E+09 2.55859E+03 3.01995E-16
 1.08949E+09 2.55270E+03 2.88403E-16
 1.09865E+09 2.54683E+03 2.77971E-16
 1.10756E+09 2.53513E+03 2.68534E-16
 1.11644E+09 2.52348E+03 2.66073E-16
 1.12547E+09 2.52348E+03 2.57040E-16
 1.13447E+09 2.51189E+03 2.41546E-16
 1.14400E+09 2.50611E+03 2.32809E-16
 1.15286E+09 2.49459E+03 2.25944E-16
 1.16048E+09 2.49459E+03 2.19786E-16
 1.17040E+09 2.48313E+03 2.07970E-16
 1.18085E+09 2.45471E+03 1.97697E-16
 1.19115E+09 2.44343E+03 1.93642E-16
 1.20143E+09 2.43781E+03 1.84502E-16
 1.21282E+09 2.42661E+03 1.65577E-16
 1.22559E+09 2.41546E+03 1.49968E-16
 1.23922E+09 2.39883E+03 1.40281E-16
 1.25299E+09 2.39332E+03 1.34896E-16
 1.26695E+09 2.38232E+03 1.28233E-16
 1.28111E+09 2.37137E+03 1.22744E-16
 1.29552E+09 2.36048E+03 1.17490E-16
 1.31066E+09 2.34963E+03 1.10154E-16
 1.32670E+09 2.32809E+03 1.03276E-16
 1.34251E+09 2.31739E+03 1.00000E-16
 1.35775E+09 2.30675E+03 9.77237E-17
 1.37470E+09 2.29615E+03 8.72971E-17
 1.39438E+09 2.28560E+03 7.58578E-17
 1.41556E+09 2.27510E+03 6.96627E-17
 1.43632E+09 2.26464E+03 6.71429E-17
 1.45761E+09 2.25424E+03 6.26614E-17
 1.48096E+09 2.23357E+03 5.64937E-17
 1.50561E+09 2.21820E+03 5.24807E-17
 1.52883E+09 2.20800E+03 5.15229E-17
 1.55430E+09 2.20293E+03 4.56037E-17
 1.58844E+09 2.18776E+03 4.12098E-17
 1.60896E+09 2.17771E+03 6.65273E-17
 1.61834E+09 2.17270E+03 9.24698E-17
 1.62869E+09 2.17771E+03 9.03649E-17
 1.63856E+09 2.17270E+03 8.89201E-17
 1.64974E+09 2.16770E+03 7.99834E-17
 1.66071E+09 2.16272E+03 7.17794E-17
 1.67462E+09 2.15774E+03 5.97035E-17
 1.69136E+09 2.15278E+03 4.70977E-17
 1.70983E+09 2.14783E+03 3.88150E-17
 1.72893E+09 2.13796E+03 3.36512E-17
 1.74918E+09 2.13304E+03 2.89734E-17
 1.77154E+09 2.11349E+03 2.42103E-17
 1.79594E+09 2.10378E+03 2.05589E-17
 1.82049E+09 2.09411E+03 1.86638E-17
 1.84382E+09 2.08449E+03 1.77828E-17
 1.86575E+09 2.07491E+03 1.67109E-17
 1.88844E+09 2.07014E+03 1.46893E-17
 1.91396E+09 2.05589E+03 1.21619E-17
 1.94177E+09 2.04644E+03 1.03753E-17
 1.96900E+09 2.03704E+03 9.57194E-18
 1.99459E+09 2.03236E+03 9.18333E-18
 2.01881E+09 2.02302E+03 8.59014E-18
 2.04457E+09 2.01372E+03 7.34514E-18
 2.07426E+09 2.00447E+03 5.97035E-18
 2.10607E+09 1.99986E+03 5.14044E-18
 2.13680E+09 1.99067E+03 4.83059E-18
 2.16504E+09 1.98153E+03 4.70977E-18
 2.19154E+09 1.97697E+03 4.39542E-18
 2.22080E+09 1.96789E+03 3.64754E-18
 2.25563E+09 1.95884E+03 2.88403E-18
 2.29230E+09 1.94984E+03 2.52348E-18
 2.32704E+09 1.94089E+03 2.38781E-18
 2.35923E+09 1.93642E+03 2.32809E-18
 2.38892E+09 1.92752E+03 2.19280E-18
 2.42258E+09 1.92309E+03 1.77011E-18
 2.46374E+09 1.91426E+03 1.37088E-18
 2.50658E+09 1.90546E+03 1.19950E-18
 2.54764E+09 1.89671E+03 1.12202E-18
 2.58537E+09 1.89234E+03 1.09396E-18
 2.62248E+09 1.88365E+03 9.57194E-19
 2.66953E+09 1.87499E+03 7.09578E-19
 2.72384E+09 1.86638E+03 5.71479E-19
 2.77733E+09 1.85780E+03 5.17607E-19
 2.81888E+09 1.84927E+03 6.02560E-19
 2.82390E+09 1.84502E+03 4.24620E-18
 2.82805E+09 1.84502E+03 5.01187E-18
 2.84278E+09 1.84077E+03 1.39637E-18
 2.85676E+09 1.83654E+03 1.22744E-18
 2.88957E+09 1.83231E+03 5.04661E-19
 2.92846E+09 1.82810E+03 3.73250E-19
 2.99791E+09 1.81134E+03 1.90985E-19
 3.11028E+09 1.79887E+03 1.00000E-19
 3.33967E+09 1.77419E+03 4.01791E-20
 4.27822E+09 1.69824E+03 3.94457E-21
 4.52065E+09 1.65196E+03 3.74111E-21
 4.73054E+09 1.63682E+03 2.89068E-21
 4.95519E+09 1.62181E+03 1.81970E-21
 5.21882E+09 1.60325E+03 1.03514E-21
 5.53972E+09 1.58489E+03 5.55904E-22
 5.94892E+09 1.56315E+03 2.78612E-22
 6.49427E+09 1.53815E+03 1.29420E-22
 7.17541E+09 1.51008E+03 6.20869E-23
 7.37960E+09 1.49279E+03 1.31826E-22
#TIME:    9.00000E+01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.04930E+08 3.23594E+03 4.13048E-15
 1.35150E+08 3.22107E+03 4.38531E-15
 1.54400E+08 3.22107E+03 4.23643E-15
 1.70220E+08 3.22107E+03 4.39542E-15
 1.84240E+08 3.22107E+03 4.22669E-15
 1.96200E+08 3.22107E+03 4.24620E-15
 2.07020E+08 3.21366E+03 4.02717E-15
 2.17370E+08 3.21366E+03 3.86367E-15
 2.27460E+08 3.20627E+03 3.62243E-15
 2.37250E+08 3.19890E+03 3.44350E-15
 2.47700E+08 3.19154E+03 3.05492E-15
 2.57270E+08 3.19154E+03 2.99916E-15
 2.67110E+08 3.17687E+03 2.71644E-15
 2.77160E+08 3.16957E+03 2.47172E-15
 2.87110E+08 3.16957E+03 2.39332E-15
 2.96940E+08 3.16228E+03 2.22331E-15
 3.06580E+08 3.15500E+03 2.09894E-15
 3.16420E+08 3.14775E+03 1.93197E-15
 3.26260E+08 3.14051E+03 1.81552E-15
 3.35950E+08 3.13329E+03 1.74181E-15
 3.45790E+08 3.12608E+03 1.65196E-15
 3.55680E+08 3.11889E+03 1.54882E-15
 3.65480E+08 3.10456E+03 1.46218E-15
 3.75500E+08 3.09742E+03 1.36458E-15
 3.85750E+08 3.09030E+03 1.29122E-15
 3.96060E+08 3.07610E+03 1.24738E-15
 4.06240E+08 3.06902E+03 1.19399E-15
 4.16610E+08 3.06196E+03 1.11686E-15
 4.26870E+08 3.04789E+03 1.10917E-15
 4.37190E+08 3.04089E+03 1.14025E-15
 4.46350E+08 2.99916E+03 1.16681E-15
 4.54430E+08 2.99226E+03 1.16413E-15
 4.62330E+08 2.98538E+03 1.10917E-15
 4.70290E+08 2.97852E+03 1.07647E-15
 4.78840E+08 2.97167E+03 1.00925E-15
 4.87930E+08 2.96483E+03 9.54993E-16
 4.97330E+08 2.95801E+03 8.99498E-16
 5.06740E+08 2.95121E+03 8.53100E-16
 5.16050E+08 2.94442E+03 8.24138E-16
 5.25210E+08 2.93765E+03 8.05378E-16
 5.34360E+08 2.93089E+03 7.81628E-16
 5.43500E+08 2.93089E+03 7.58578E-16
 5.52510E+08 2.92415E+03 7.44732E-16
 5.61280E+08 2.91743E+03 7.39605E-16
 5.69940E+08 2.91072E+03 7.24436E-16
 5.78600E+08 2.90402E+03 7.06318E-16
 5.87250E+08 2.89734E+03 6.90240E-16
 5.95090E+08 2.88403E+03 7.24436E-16
 6.03330E+08 2.87740E+03 6.77642E-16
 6.11550E+08 2.87078E+03 6.63743E-16
 6.19670E+08 2.86418E+03 6.54636E-16
 6.27770E+08 2.85759E+03 6.45654E-16
 6.35870E+08 2.85102E+03 6.36796E-16
 6.43910E+08 2.84446E+03 6.26614E-16
 6.51730E+08 2.83792E+03 6.16595E-16
 6.59400E+08 2.83792E+03 6.08135E-16
 6.67000E+08 2.83139E+03 5.99791E-16
 6.74530E+08 2.82488E+03 5.91562E-16
 6.82010E+08 2.81838E+03 5.83445E-16
 6.89480E+08 2.81190E+03 5.74116E-16
 6.96900E+08 2.80543E+03 5.64937E-16
 7.04220E+08 2.79898E+03 5.55904E-16
 7.11410E+08 2.79898E+03 5.45758E-16
 7.18580E+08 2.79254E+03 5.34564E-16
 7.25890E+08 2.78612E+03 5.23600E-16
 7.33360E+08 2.77971E+03 5.11682E-16
 7.40620E+08 2.75423E+03 5.18800E-16
 7.48010E+08 2.74789E+03 5.01187E-16
 7.55470E+08 2.74157E+03 4.85289E-16
 7.62850E+08 2.73527E+03 4.77529E-16
 7.70240E+08 2.72898E+03 4.68813E-16
 7.77660E+08 2.71644E+03 4.58142E-16
 7.85050E+08 2.71019E+03 4.49780E-16
 7.92350E+08 2.70396E+03 4.40555E-16
 7.99710E+08 2.69774E+03 4.31519E-16
 8.07160E+08 2.69153E+03 4.22669E-16
 8.14510E+08 2.68534E+03 4.24620E-16
 8.21860E+08 2.67917E+03 4.16869E-16
 8.29190E+08 2.67301E+03 4.09261E-16
 8.36560E+08 2.66686E+03 3.99025E-16
 8.43900E+08 2.66686E+03 3.94457E-16
 8.51160E+08 2.66073E+03 3.90841E-16
 8.58420E+08 2.65461E+03 3.82825E-16
 8.65780E+08 2.64850E+03 3.73250E-16
 8.73130E+08 2.64241E+03 3.68129E-16
 8.80480E+08 2.63633E+03 3.63915E-16
 8.87580E+08 2.60615E+03 3.67282E-16
 8.94730E+08 2.60016E+03 3.54813E-16
 9.01860E+08 2.59418E+03 3.45144E-16
 9.09010E+08 2.58226E+03 3.39625E-16
 9.16400E+08 2.57632E+03 3.30370E-16
 9.24000E+08 2.57040E+03 3.19890E-16
 9.31650E+08 2.56448E+03 3.12608E-16
 9.39150E+08 2.55270E+03 3.09030E-16
 9.46680E+08 2.54683E+03 3.01995E-16
 9.54420E+08 2.54097E+03 2.92415E-16
 9.62270E+08 2.53513E+03 2.87078E-16
 9.70110E+08 2.52930E+03 2.83139E-16
 9.77950E+08 2.52348E+03 2.77332E-16
 9.85820E+08 2.51189E+03 2.70396E-16
 9.93680E+08 2.51189E+03 2.66686E-16
 1.00153E+09 2.50035E+03 2.63633E-16
 1.00936E+09 2.49459E+03 2.58226E-16
 1.01726E+09 2.48886E+03 2.52930E-16
 1.02519E+09 2.48313E+03 2.48313E-16
 1.03307E+09 2.45471E+03 2.45471E-16
 1.04095E+09 2.44906E+03 2.43781E-16
 1.04883E+09 2.43781E+03 2.38781E-16
 1.05655E+09 2.43220E+03 2.34423E-16
 1.06434E+09 2.42661E+03 2.26464E-16
 1.07250E+09 2.41546E+03 2.16770E-16
 1.08093E+09 2.40436E+03 2.11836E-16
 1.08949E+09 2.40436E+03 2.02768E-16
 1.09866E+09 2.39332E+03 1.95434E-16
 1.10756E+09 2.38232E+03 1.88799E-16
 1.11645E+09 2.37684E+03 1.87068E-16
 1.12548E+09 2.37137E+03 1.80302E-16
 1.13448E+09 2.36048E+03 1.69434E-16
 1.14401E+09 2.35505E+03 1.63305E-16
 1.15286E+09 2.34423E+03 1.58855E-16
 1.16049E+09 2.34423E+03 1.54170E-16
 1.17041E+09 2.33346E+03 1.45881E-16
 1.18085E+09 2.30675E+03 1.38995E-16
 1.19115E+09 2.29615E+03 1.35831E-16
 1.20144E+09 2.29087E+03 1.29420E-16
 1.21282E+09 2.27510E+03 1.16145E-16
 1.22560E+09 2.26464E+03 1.05196E-16
 1.23922E+09 2.24905E+03 9.86279E-17
 1.25299E+09 2.24388E+03 9.46237E-17
 1.26695E+09 2.23357E+03 9.01571E-17
 1.28111E+09 2.22844E+03 8.62979E-17
 1.29552E+09 2.21820E+03 8.26038E-17
 1.31066E+09 2.21309E+03 7.72681E-17
 1.32671E+09 2.19280E+03 7.24436E-17
 1.34251E+09 2.18273E+03 7.03072E-17
 1.35776E+09 2.17270E+03 6.87068E-17
 1.37470E+09 2.16770E+03 6.13762E-17
 1.39439E+09 2.15774E+03 5.33335E-17
 1.41556E+09 2.14783E+03 4.88652E-17
 1.43632E+09 2.13796E+03 4.70977E-17
 1.45762E+09 2.12814E+03 4.39542E-17
 1.48096E+09 2.11349E+03 3.96278E-17
 1.50562E+09 2.09894E+03 3.68129E-17
 1.52883E+09 2.08930E+03 3.61410E-17
 1.55430E+09 2.08449E+03 3.20627E-17
 1.58845E+09 2.07014E+03 2.89068E-17
 1.60896E+09 2.06063E+03 4.67735E-17
 1.61834E+09 2.05589E+03 6.50130E-17
 1.62869E+09 2.06538E+03 6.35331E-17
 1.63856E+09 2.06063E+03 6.25173E-17
 1.64974E+09 2.05589E+03 5.62341E-17
 1.66071E+09 2.05116E+03 5.04661E-17
 1.67462E+09 2.04644E+03 4.19759E-17
 1.69136E+09 2.04174E+03 3.30370E-17
 1.70983E+09 2.03704E+03 2.72898E-17
 1.72893E+09 2.03236E+03 2.36592E-17
 1.74918E+09 2.02302E+03 2.03236E-17
 1.77154E+09 2.00909E+03 1.69824E-17
 1.79594E+09 1.99986E+03 1.44544E-17
 1.82050E+09 1.99067E+03 1.31220E-17
 1.84382E+09 1.98609E+03 1.24738E-17
 1.86575E+09 1.97697E+03 1.17490E-17
 1.88845E+09 1.97242E+03 1.03039E-17
 1.91396E+09 1.96336E+03 8.55067E-18
 1.94177E+09 1.95434E+03 7.27780E-18
 1.96900E+09 1.94536E+03 6.72977E-18
 1.99459E+09 1.93642E+03 6.45654E-18
 2.01881E+09 1.93197E+03 6.02560E-18
 2.04457E+09 1.92752E+03 5.16416E-18
 2.07426E+09 1.91867E+03 4.18794E-18
 2.10607E+09 1.90985E+03 3.61410E-18
 2.13681E+09 1.90108E+03 3.39625E-18
 2.16504E+09 1.89671E+03 3.30370E-18
 2.19154E+09 1.88799E+03 3.09030E-18
 2.22080E+09 1.88365E+03 2.56448E-18
 2.25563E+09 1.87499E+03 2.02768E-18
 2.29230E+09 1.86638E+03 1.77419E-18
 2.32705E+09 1.86209E+03 1.67880E-18
 2.35923E+09 1.85353E+03 1.63682E-18
 2.38892E+09 1.84927E+03 1.53815E-18
 2.42259E+09 1.84077E+03 1.24165E-18
 2.46374E+09 1.83654E+03 9.61612E-19
 2.50658E+09 1.82810E+03 8.41395E-19
 2.54764E+09 1.81970E+03 7.88860E-19
 2.58537E+09 1.81134E+03 7.67361E-19
 2.62248E+09 1.80717E+03 6.72977E-19
 2.66953E+09 1.79887E+03 4.98884E-19
