#NTIMES: 4
#NWAVE: 10000
#TIMES[d]: 5.0 10.0 15.0 20.0
#wavelength[Ang] flux_t0[erg/s/Ang] flux_t1[erg/s/Ang] ... flux_tn[erg/s/Ang]
1.583556E+03 5.173052E+36 2.828675E+37 2.554108E+37 1.691519E+37
1.583068E+03 5.125778E+36 2.830752E+37 2.550740E+37 1.690604E+37
1.582579E+03 5.097136E+36 2.833137E+37 2.548174E+37 1.688329E+37
1.582091E+03 5.066455E+36 2.838445E+37 2.549675E+37 1.688694E+37
1.581603E+03 5.033087E+36 2.839115E+37 2.548447E+37 1.686783E+37
1.581115E+03 5.015788E+36 2.844408E+37 2.547820E+37 1.685266E+37
1.580628E+03 4.996103E+36 2.848853E+37 2.550824E+37 1.686307E+37
1.580141E+03 4.975265E+36 2.853928E+37 2.550924E+37 1.685776E+37
1.579654E+03 4.952881E+36 2.860169E+37 2.553144E+37 1.686470E+37
1.579168E+03 4.907847E+36 2.864541E+37 2.550859E+37 1.686479E+37
1.578681E+03 4.869524E+36 2.871279E+37 2.554948E+37 1.689139E+37
1.578196E+03 4.841652E+36 2.874375E+37 2.554556E+37 1.691084E+37
1.577710E+03 4.804840E+36 2.881619E+37 2.553907E+37 1.690896E+37
1.577225E+03 4.767701E+36 2.885214E+37 2.555837E+37 1.692413E+37
1.576740E+03 4.728378E+36 2.891536E+37 2.556880E+37 1.694366E+37
1.576255E+03 4.704574E+36 2.894983E+37 2.553861E+37 1.695585E+37
1.575771E+03 4.663717E+36 2.900903E+37 2.551370E+37 1.696731E+37
1.575287E+03 4.635813E+36 2.902223E+37 2.551141E+37 1.699080E+37
1.574803E+03 4.618077E+36 2.900449E+37 2.545425E+37 1.697510E+37
1.574320E+03 4.588888E+36 2.901106E+37 2.542793E+37 1.695955E+37
1.573837E+03 4.572592E+36 2.902877E+37 2.541664E+37 1.691979E+37
1.573354E+03 4.547007E+36 2.904154E+37 2.542682E+37 1.690647E+37
1.572871E+03 4.532110E+36 2.907104E+37 2.540473E+37 1.688467E+37
1.572389E+03 4.512091E+36 2.910776E+37 2.542359E+37 1.687837E+37
1.571907E+03 4.499098E+36 2.910056E+37 2.540989E+37 1.686684E+37
1.571425E+03 4.494812E+36 2.910558E+37 2.540764E+37 1.684886E+37
1.570944E+03 4.479978E+36 2.909544E+37 2.542612E+37 1.683703E+37
1.570463E+03 4.478029E+36 2.914800E+37 2.545687E+37 1.681448E+37
1.569982E+03 4.472013E+36 2.916227E+37 2.549194E+37 1.679328E+37
1.569501E+03 4.469470E+36 2.921009E+37 2.549857E+37 1.678782E+37
1.569021E+03 4.453596E+36 2.925651E+37 2.557694E+37 1.678545E+37
1.568541E+03 4.450585E+36 2.935400E+37 2.563893E+37 1.678856E+37
1.568062E+03 4.439887E+36 2.937602E+37 2.567288E+37 1.679175E+37
1.567582E+03 4.426211E+36 2.945863E+37 2.573332E+37 1.679717E+37
1.567103E+03 4.408077E+36 2.951244E+37 2.580278E+37 1.680870E+37
1.566625E+03 4.394445E+36 2.961278E+37 2.581850E+37 1.683386E+37
1.566146E+03 4.386951E+36 2.966392E+37 2.589576E+37 1.683569E+37
1.565668E+03 4.370140E+36 2.974275E+37 2.592927E+37 1.685112E+37
1.565190E+03 4.346826E+36 2.979113E+37 2.594314E+37 1.687223E+37
1.564713E+03 4.332490E+36 2.977016E+37 2.595036E+37 1.685126E+37
1.564235E+03 4.330747E+36 2.984513E+37 2.595982E+37 1.684462E+37
1.563758E+03 4.310239E+36 2.987129E+37 2.596663E+37 1.682479E+37
1.563282E+03 4.299368E+36 2.992019E+37 2.599339E+37 1.679449E+37
1.562805E+03 4.301630E+36 2.995756E+37 2.602668E+37 1.678514E+37
1.562329E+03 4.297036E+36 2.999129E+37 2.601522E+37 1.677045E+37
1.561853E+03 4.295193E+36 3.006187E+37 2.605713E+37 1.676097E+37
1.561378E+03 4.285281E+36 3.009926E+37 2.605527E+37 1.673505E+37
1.560903E+03 4.276283E+36 3.012753E+37 2.608310E+37 1.672364E+37
1.560428E+03 4.291710E+36 3.017745E+37 2.608869E+37 1.670906E+37
1.559953E+03 4.280550E+36 3.020958E+37 2.612399E+37 1.669227E+37
1.559479E+03 4.288279E+36 3.026890E+37 2.617426E+37 1.667411E+37
1.559004E+03 4.297329E+36 3.033014E+37 2.620762E+37 1.663891E+37
1.558531E+03 4.302180E+36 3.040220E+37 2.627411E+37 1.662701E+37
1.558057E+03 4.311810E+36 3.045465E+37 2.630633E+37 1.662831E+37
1.557584E+03 4.312410E+36 3.053121E+37 2.637921E+37 1.662297E+37
1.557111E+03 4.310089E+36 3.062982E+37 2.644974E+37 1.660647E+37
1.556638E+03 4.306248E+36 3.065439E+37 2.650061E+37 1.662992E+37
1.556166E+03 4.307570E+36 3.074835E+37 2.654213E+37 1.663838E+37
1.555694E+03 4.306344E+36 3.083972E+37 2.658978E+37 1.665628E+37
1.555222E+03 4.302920E+36 3.092364E+37 2.664203E+37 1.665734E+37
1.554751E+03 4.295888E+36 3.092476E+37 2.668089E+37 1.667412E+37
1.554279E+03 4.285849E+36 3.096593E+37 2.674336E+37 1.667460E+37
1.553808E+03 4.275030E+36 3.105693E+37 2.681339E+37 1.668775E+37
1.553338E+03 4.274066E+36 3.111659E+37 2.684544E+37 1.667300E+37
1.552867E+03 4.262848E+36 3.115520E+37 2.694462E+37 1.666586E+37
1.552397E+03 4.253280E+36 3.122774E+37 2.699819E+37 1.669338E+37
1.551927E+03 4.256560E+36 3.127416E+37 2.706278E+37 1.671202E+37
1.551458E+03 4.251502E+36 3.134422E+37 2.713688E+37 1.672507E+37
1.550989E+03 4.240618E+36 3.142514E+37 2.716457E+37 1.676190E+37
1.550520E+03 4.239326E+36 3.147231E+37 2.722031E+37 1.677853E+37
1.550051E+03 4.241833E+36 3.153386E+37 2.726845E+37 1.678341E+37
1.549583E+03 4.234670E+36 3.159946E+37 2.729894E+37 1.678127E+37
1.549115E+03 4.239308E+36 3.167910E+37 2.739667E+37 1.679011E+37
1.548647E+03 4.234193E+36 3.175313E+37 2.744457E+37 1.680851E+37
1.548179E+03 4.235713E+36 3.182942E+37 2.752926E+37 1.682465E+37
1.547712E+03 4.236546E+36 3.189579E+37 2.753921E+37 1.685165E+37
1.547245E+03 4.242716E+36 3.200249E+37 2.762700E+37 1.688593E+37
1.546778E+03 4.245956E+36 3.206593E+37 2.769710E+37 1.689833E+37
1.546312E+03 4.252929E+36 3.215873E+37 2.776314E+37 1.690905E+37
1.545846E+03 4.249683E+36 3.227190E+37 2.780747E+37 1.694356E+37
1.545380E+03 4.252716E+36 3.237200E+37 2.787223E+37 1.698101E+37
1.544915E+03 4.249922E+36 3.246631E+37 2.794413E+37 1.699992E+37
1.544449E+03 4.257024E+36 3.259183E+37 2.802132E+37 1.702319E+37
1.543984E+03 4.246504E+36 3.267684E+37 2.808175E+37 1.705363E+37
1.543520E+03 4.234690E+36 3.279865E+37 2.817366E+37 1.708772E+37
1.543055E+03 4.229313E+36 3.289643E+37 2.826035E+37 1.712923E+37
1.542591E+03 4.215502E+36 3.307532E+37 2.838569E+37 1.718784E+37
1.542127E+03 4.210552E+36 3.317998E+37 2.847973E+37 1.723440E+37
1.541663E+03 4.212389E+36 3.335773E+37 2.846683E+37 1.726933E+37
1.541200E+03 4.198444E+36 3.348039E+37 2.849604E+37 1.732394E+37
1.540737E+03 4.194249E+36 3.356020E+37 2.850522E+37 1.739211E+37
1.540274E+03 4.187193E+36 3.363308E+37 2.850289E+37 1.746434E+37
1.539812E+03 4.191839E+36 3.367825E+37 2.855253E+37 1.747275E+37
1.539350E+03 4.191116E+36 3.375777E+37 2.860238E+37 1.746837E+37
1.538888E+03 4.195996E+36 3.386968E+37 2.867974E+37 1.749391E+37
1.538426E+03 4.204886E+36 3.397031E+37 2.865576E+37 1.751146E+37
1.537965E+03 4.187701E+36 3.406147E+37 2.863168E+37 1.753911E+37
1.537504E+03 4.164775E+36 3.412419E+37 2.860209E+37 1.756500E+37
1.537043E+03 4.146447E+36 3.410932E+37 2.849903E+37 1.758938E+37
1.536582E+03 4.126182E+36 3.414644E+37 2.841232E+37 1.757724E+37
1.536122E+03 4.111255E+36 3.416013E+37 2.828520E+37 1.751415E+37
1.535662E+03 4.093752E+36 3.410349E+37 2.815141E+37 1.744237E+37
1.535202E+03 4.080249E+36 3.406621E+37 2.805496E+37 1.736557E+37
1.534743E+03 4.069235E+36 3.408297E+37 2.798549E+37 1.726962E+37
1.534284E+03 4.058183E+36 3.406327E+37 2.789623E+37 1.716535E+37
1.533825E+03 4.046850E+36 3.405096E+37 2.780003E+37 1.707961E+37
1.533366E+03 4.038936E+36 3.409548E+37 2.774157E+37 1.701293E+37
1.532908E+03 4.032061E+36 3.411950E+37 2.769642E+37 1.693604E+37
1.532450E+03 4.024293E+36 3.414782E+37 2.764247E+37 1.686352E+37
1.531992E+03 4.022364E+36 3.421659E+37 2.762114E+37 1.681741E+37
1.531534E+03 4.021387E+36 3.424583E+37 2.757963E+37 1.676474E+37
1.531077E+03 4.008145E+36 3.428562E+37 2.751784E+37 1.671656E+37
1.530620E+03 3.997000E+36 3.428569E+37 2.746090E+37 1.668208E+37
1.530163E+03 3.981975E+36 3.421383E+37 2.733832E+37 1.662436E+37
1.529707E+03 3.973029E+36 3.416451E+37 2.728479E+37 1.658789E+37
1.529251E+03 3.968790E+36 3.408726E+37 2.719215E+37 1.652189E+37
1.528795E+03 3.956290E+36 3.408349E+37 2.716065E+37 1.647199E+37
1.528339E+03 3.957188E+36 3.405169E+37 2.707032E+37 1.639361E+37
1.527884E+03 3.963048E+36 3.403557E+37 2.697683E+37 1.635477E+37
1.527429E+03 3.958309E+36 3.401463E+37 2.684138E+37 1.631406E+37
1.526974E+03 3.954049E+36 3.390016E+37 2.675235E+37 1.630134E+37
1.526519E+03 3.960011E+36 3.374236E+37 2.659832E+37 1.626522E+37
1.526065E+03 3.961597E+36 3.364269E+37 2.649411E+37 1.619100E+37
1.525611E+03 3.965120E+36 3.348627E+37 2.637166E+37 1.611974E+37
1.525157E+03 3.973158E+36 3.335722E+37 2.627344E+37 1.609303E+37
1.524704E+03 3.984324E+36 3.318470E+37 2.614530E+37 1.603021E+37
1.524251E+03 3.995371E+36 3.304782E+37 2.607300E+37 1.599078E+37
1.523798E+03 4.011939E+36 3.293949E+37 2.598412E+37 1.598301E+37
1.523345E+03 4.012389E+36 3.274144E+37 2.586711E+37 1.595110E+37
1.522893E+03 4.013193E+36 3.259368E+37 2.579143E+37 1.595419E+37
1.522441E+03 4.018331E+36 3.243360E+37 2.568026E+37 1.595671E+37
1.521989E+03 4.033741E+36 3.228184E+37 2.559171E+37 1.597114E+37
1.521537E+03 4.042571E+36 3.205453E+37 2.545783E+37 1.598741E+37
1.521086E+03 4.050045E+36 3.188646E+37 2.535491E+37 1.604007E+37
1.520635E+03 4.063069E+36 3.172511E+37 2.525532E+37 1.609278E+37
1.520184E+03 4.074945E+36 3.154501E+37 2.517387E+37 1.614043E+37
1.519734E+03 4.073307E+36 3.130108E+37 2.503426E+37 1.616079E+37
1.519284E+03 4.073799E+36 3.111529E+37 2.493912E+37 1.622840E+37
1.518834E+03 4.079419E+36 3.097672E+37 2.484308E+37 1.629007E+37
1.518384E+03 4.070764E+36 3.081712E+37 2.478243E+37 1.636355E+37
1.517934E+03 4.078082E+36 3.068954E+37 2.472518E+37 1.642996E+37
1.517485E+03 4.073560E+36 3.058445E+37 2.466284E+37 1.651601E+37
1.517036E+03 4.068046E+36 3.047164E+37 2.459706E+37 1.659905E+37
1.516588E+03 4.059072E+36 3.035755E+37 2.455643E+37 1.668626E+37
1.516139E+03 4.059482E+36 3.028270E+37 2.451834E+37 1.676727E+37
1.515691E+03 4.061191E+36 3.021956E+37 2.446783E+37 1.685892E+37
1.515243E+03 4.052933E+36 3.014683E+37 2.442886E+37 1.695808E+37
1.514796E+03 4.056592E+36 3.011211E+37 2.442595E+37 1.704551E+37
1.514348E+03 4.064804E+36 3.007421E+37 2.441061E+37 1.714998E+37
1.513901E+03 4.063306E+36 3.002239E+37 2.439336E+37 1.724924E+37
1.513455E+03 4.073325E+36 2.999909E+37 2.437826E+37 1.733290E+37
1.513008E+03 4.077993E+36 2.995812E+37 2.440187E+37 1.741832E+37
1.512562E+03 4.080345E+36 2.992940E+37 2.441137E+37 1.751003E+37
1.512116E+03 4.081489E+36 2.989996E+37 2.441935E+37 1.759829E+37
1.511670E+03 4.083719E+36 2.993051E+37 2.447326E+37 1.772532E+37
1.511225E+03 4.093463E+36 2.990895E+37 2.451232E+37 1.779992E+37
1.510779E+03 4.098456E+36 2.987048E+37 2.453866E+37 1.786790E+37
1.510334E+03 4.104030E+36 2.985835E+37 2.456440E+37 1.793677E+37
1.509890E+03 4.104520E+36 2.989349E+37 2.464451E+37 1.805298E+37
1.509445E+03 4.098343E+36 2.984469E+37 2.468176E+37 1.810569E+37
1.509001E+03 4.089836E+36 2.980952E+37 2.473964E+37 1.814325E+37
1.508557E+03 4.084114E+36 2.983981E+37 2.484027E+37 1.823906E+37
1.508114E+03 4.072147E+36 2.981696E+37 2.489140E+37 1.828086E+37
1.507670E+03 4.062341E+36 2.985116E+37 2.502287E+37 1.835343E+37
1.507227E+03 4.053207E+36 2.985691E+37 2.511174E+37 1.838514E+37
1.506784E+03 4.050693E+36 2.988618E+37 2.523711E+37 1.844675E+37
1.506342E+03 4.039566E+36 2.988081E+37 2.531775E+37 1.846789E+37
1.505899E+03 4.038113E+36 2.991110E+37 2.546454E+37 1.852818E+37
1.505457E+03 4.034099E+36 2.990224E+37 2.553855E+37 1.856529E+37
1.505015E+03 4.035520E+36 2.996846E+37 2.569310E+37 1.863631E+37
1.504574E+03 4.029430E+36 2.999203E+37 2.583888E+37 1.870363E+37
1.504133E+03 4.027341E+36 3.000005E+37 2.591960E+37 1.873965E+37
1.503692E+03 4.026728E+36 3.004733E+37 2.607998E+37 1.882427E+37
1.503251E+03 4.022310E+36 3.010744E+37 2.623914E+37 1.891755E+37
1.502810E+03 3.992687E+36 3.015098E+37 2.640019E+37 1.900416E+37
1.502370E+03 3.963532E+36 3.021178E+37 2.656760E+37 1.910097E+37
1.501930E+03 3.936048E+36 3.023388E+37 2.666768E+37 1.914108E+37
1.501490E+03 3.909907E+36 3.028192E+37 2.684384E+37 1.924646E+37
1.501051E+03 3.889689E+36 3.035338E+37 2.702236E+37 1.935630E+37
1.500611E+03 3.865786E+36 3.043443E+37 2.719344E+37 1.946212E+37
1.500173E+03 3.840105E+36 3.050318E+37 2.735583E+37 1.957474E+37
1.499734E+03 3.820719E+36 3.057649E+37 2.754188E+37 1.968181E+37
1.499295E+03 3.806891E+36 3.064995E+37 2.771977E+37 1.980357E+37
1.498857E+03 3.786909E+36 3.080022E+37 2.797900E+37 1.998110E+37
1.498419E+03 3.765234E+36 3.087326E+37 2.816256E+37 2.010088E+37
1.497981E+03 3.749837E+36 3.097525E+37 2.835484E+37 2.021251E+37
1.497544E+03 3.725204E+36 3.108615E+37 2.854258E+37 2.033563E+37
1.497107E+03 3.707943E+36 3.124323E+37 2.880626E+37 2.050951E+37
1.496670E+03 3.692827E+36 3.134318E+37 2.898680E+37 2.064596E+37
1.496233E+03 3.674141E+36 3.153112E+37 2.924220E+37 2.082938E+37
1.495797E+03 3.650463E+36 3.161765E+37 2.941924E+37 2.094730E+37
1.495361E+03 3.633172E+36 3.181232E+37 2.967813E+37 2.112229E+37
1.494925E+03 3.614628E+36 3.193129E+37 2.984675E+37 2.124378E+37
1.494489E+03 3.600485E+36 3.211232E+37 3.011304E+37 2.141702E+37
1.494054E+03 3.575664E+36 3.228123E+37 3.036381E+37 2.158929E+37
1.493619E+03 3.562362E+36 3.248308E+37 3.061134E+37 2.175979E+37
1.493184E+03 3.543696E+36 3.260940E+37 3.078466E+37 2.187533E+37
1.492749E+03 3.528125E+36 3.277241E+37 3.103496E+37 2.203667E+37
1.492315E+03 3.510545E+36 3.297647E+37 3.126985E+37 2.219717E+37
1.491880E+03 3.499033E+36 3.315969E+37 3.153288E+37 2.236860E+37
1.491447E+03 3.485144E+36 3.341099E+37 3.185272E+37 2.257469E+37
1.491013E+03 3.475827E+36 3.359598E+37 3.209254E+37 2.272987E+37
1.490580E+03 3.462781E+36 3.379482E+37 3.235290E+37 2.288480E+37
1.490146E+03 3.455076E+36 3.404004E+37 3.268665E+37 2.309033E+37
1.489714E+03 3.444003E+36 3.424207E+37 3.292508E+37 2.324363E+37
1.489281E+03 3.428741E+36 3.450264E+37 3.323738E+37 2.345033E+37
1.488849E+03 3.419197E+36 3.473159E+37 3.347976E+37 2.358134E+37
1.488416E+03 3.409132E+36 3.499550E+37 3.377506E+37 2.376353E+37
1.487985E+03 3.392179E+36 3.524805E+37 3.407228E+37 2.394884E+37
1.487553E+03 3.381626E+36 3.552100E+37 3.437304E+37 2.412048E+37
1.487122E+03 3.375277E+36 3.577839E+37 3.465918E+37 2.431330E+37
1.486690E+03 3.363974E+36 3.604613E+37 3.494699E+37 2.448794E+37
1.486260E+03 3.355688E+36 3.634431E+37 3.529441E+37 2.470032E+37
1.485829E+03 3.348595E+36 3.659781E+37 3.557976E+37 2.486466E+37
1.485399E+03 3.337845E+36 3.689855E+37 3.591426E+37 2.507927E+37
1.484968E+03 3.330686E+36 3.718699E+37 3.625717E+37 2.528432E+37
1.484539E+03 3.325923E+36 3.747088E+37 3.658862E+37 2.548958E+37
1.484109E+03 3.319826E+36 3.777939E+37 3.691961E+37 2.567556E+37
1.483680E+03 3.315359E+36 3.806482E+37 3.722165E+37 2.586889E+37
1.483250E+03 3.313511E+36 3.837339E+37 3.759712E+37 2.610202E+37
1.482822E+03 3.305317E+36 3.869915E+37 3.796368E+37 2.633873E+37
1.482393E+03 3.305512E+36 3.899741E+37 3.832833E+37 2.655777E+37
1.481964E+03 3.299489E+36 3.929617E+37 3.866196E+37 2.676164E+37
1.481536E+03 3.301907E+36 3.965715E+37 3.905324E+37 2.700819E+37
1.481108E+03 3.304911E+36 3.992930E+37 3.937061E+37 2.720223E+37
1.480681E+03 3.301135E+36 4.027547E+37 3.978835E+37 2.746539E+37
1.480253E+03 3.306918E+36 4.060232E+37 4.015454E+37 2.771641E+37
1.479826E+03 3.310408E+36 4.088992E+37 4.052304E+37 2.795533E+37
1.479399E+03 3.316496E+36 4.123310E+37 4.091367E+37 2.821462E+37
1.478973E+03 3.321426E+36 4.155339E+37 4.128817E+37 2.844910E+37
1.478546E+03 3.325557E+36 4.186918E+37 4.167617E+37 2.870404E+37
1.478120E+03 3.326672E+36 4.220348E+37 4.206514E+37 2.896672E+37
1.477694E+03 3.335623E+36 4.253689E+37 4.248230E+37 2.924694E+37
1.477269E+03 3.350381E+36 4.286425E+37 4.289081E+37 2.952455E+37
1.476843E+03 3.352713E+36 4.320253E+37 4.332759E+37 2.981362E+37
1.476418E+03 3.362339E+36 4.357454E+37 4.374041E+37 3.007765E+37
1.475993E+03 3.376884E+36 4.392203E+37 4.419436E+37 3.037446E+37
1.475568E+03 3.386539E+36 4.417529E+37 4.440832E+37 3.048849E+37
1.475144E+03 3.374572E+36 4.423319E+37 4.429457E+37 3.032872E+37
1.474720E+03 3.366288E+36 4.429448E+37 4.418141E+37 3.017901E+37
1.474296E+03 3.363669E+36 4.434181E+37 4.405761E+37 3.000815E+37
1.473872E+03 3.360487E+36 4.438150E+37 4.393869E+37 2.984849E+37
1.473448E+03 3.352687E+36 4.439694E+37 4.378993E+37 2.968151E+37
1.473025E+03 3.350404E+36 4.445729E+37 4.362746E+37 2.952188E+37
1.472602E+03 3.351257E+36 4.448364E+37 4.347255E+37 2.936348E+37
1.472179E+03 3.342008E+36 4.455372E+37 4.332864E+37 2.920167E+37
1.471757E+03 3.344915E+36 4.460496E+37 4.320085E+37 2.904105E+37
1.471335E+03 3.338265E+36 4.468001E+37 4.307271E+37 2.888281E+37
1.470913E+03 3.337027E+36 4.479097E+37 4.295498E+37 2.874384E+37
1.470491E+03 3.330183E+36 4.486956E+37 4.283323E+37 2.858276E+37
1.470069E+03 3.328277E+36 4.494330E+37 4.271531E+37 2.844937E+37
1.469648E+03 3.331311E+36 4.499710E+37 4.261400E+37 2.829330E+37
1.469227E+03 3.330760E+36 4.503425E+37 4.252048E+37 2.814401E+37
1.468806E+03 3.332248E+36 4.508373E+37 4.241076E+37 2.799787E+37
1.468386E+03 3.328497E+36 4.514449E+37 4.229399E+37 2.786783E+37
1.467965E+03 3.328021E+36 4.517526E+37 4.218380E+37 2.774583E+37
1.467545E+03 3.330498E+36 4.524408E+37 4.203477E+37 2.760277E+37
1.467125E+03 3.336009E+36 4.530186E+37 4.194335E+37 2.747391E+37
1.466706E+03 3.335049E+36 4.533390E+37 4.181094E+37 2.734377E+37
1.466286E+03 3.343922E+36 4.542114E+37 4.173271E+37 2.720365E+37
1.465867E+03 3.340622E+36 4.548691E+37 4.162637E+37 2.709747E+37
1.465448E+03 3.350343E+36 4.558912E+37 4.156295E+37 2.698261E+37
1.465030E+03 3.353925E+36 4.568431E+37 4.146160E+37 2.686077E+37
1.464611E+03 3.357084E+36 4.578911E+37 4.139454E+37 2.675247E+37
1.464193E+03 3.362041E+36 4.582570E+37 4.131314E+37 2.663209E+37
1.463775E+03 3.364616E+36 4.581463E+37 4.125789E+37 2.652561E+37
1.463358E+03 3.361277E+36 4.581053E+37 4.118890E+37 2.641687E+37
1.462940E+03 3.356891E+36 4.581284E+37 4.109903E+37 2.629086E+37
1.462523E+03 3.351259E+36 4.582054E+37 4.099341E+37 2.618257E+37
1.462106E+03 3.345682E+36 4.581553E+37 4.090647E+37 2.606717E+37
1.461689E+03 3.335484E+36 4.585213E+37 4.079788E+37 2.596962E+37
1.461273E+03 3.333560E+36 4.588793E+37 4.072077E+37 2.584853E+37
1.460856E+03 3.325774E+36 4.591871E+37 4.062356E+37 2.574729E+37
1.460440E+03 3.327977E+36 4.592535E+37 4.053564E+37 2.563722E+37
1.460025E+03 3.323244E+36 4.599298E+37 4.046252E+37 2.552372E+37
1.459609E+03 3.316160E+36 4.604224E+37 4.035075E+37 2.541052E+37
1.459194E+03 3.314493E+36 4.608249E+37 4.027024E+37 2.529765E+37
1.458779E+03 3.314161E+36 4.605850E+37 4.011591E+37 2.516034E+37
1.458364E+03 3.309370E+36 4.603169E+37 3.998730E+37 2.501994E+37
1.457949E+03 3.314335E+36 4.603552E+37 3.978503E+37 2.489640E+37
1.457535E+03 3.312065E+36 4.597753E+37 3.959716E+37 2.474412E+37
1.457121E+03 3.317468E+36 4.588169E+37 3.941952E+37 2.462531E+37
1.456707E+03 3.318263E+36 4.578824E+37 3.925720E+37 2.449028E+37
1.456293E+03 3.317309E+36 4.569158E+37 3.906990E+37 2.434406E+37
1.455880E+03 3.319613E+36 4.558673E+37 3.889870E+37 2.421355E+37
1.455466E+03 3.316301E+36 4.551492E+37 3.867010E+37 2.406578E+37
1.455053E+03 3.318305E+36 4.536402E+37 3.841637E+37 2.388913E+37
1.454641E+03 3.317757E+36 4.521105E+37 3.810775E+37 2.369152E+37
1.454228E+03 3.326888E+36 4.510936E+37 3.781329E+37 2.350040E+37
1.453816E+03 3.334377E+36 4.501924E+37 3.751648E+37 2.328464E+37
1.453404E+03 3.339061E+36 4.494964E+37 3.722806E+37 2.311445E+37
1.452992E+03 3.338485E+36 4.486856E+37 3.696729E+37 2.293254E+37
1.452581E+03 3.340272E+36 4.477889E+37 3.670426E+37 2.274674E+37
1.452169E+03 3.351273E+36 4.469019E+37 3.646701E+37 2.255175E+37
1.451758E+03 3.361431E+36 4.455850E+37 3.620251E+37 2.235924E+37
1.451347E+03 3.362303E+36 4.443034E+37 3.600696E+37 2.221882E+37
1.450937E+03 3.373955E+36 4.427007E+37 3.580757E+37 2.205379E+37
1.450526E+03 3.379004E+36 4.411809E+37 3.559999E+37 2.189604E+37
1.450116E+03 3.380438E+36 4.396700E+37 3.534904E+37 2.173417E+37
1.449706E+03 3.394496E+36 4.382016E+37 3.509169E+37 2.159598E+37
1.449296E+03 3.402142E+36 4.361723E+37 3.484371E+37 2.143761E+37
1.448887E+03 3.411510E+36 4.339159E+37 3.457782E+37 2.129383E+37
1.448478E+03 3.415302E+36 4.315657E+37 3.433849E+37 2.114047E+37
1.448069E+03 3.427952E+36 4.294690E+37 3.408594E+37 2.098770E+37
1.447660E+03 3.435248E+36 4.271126E+37 3.384545E+37 2.085628E+37
1.447251E+03 3.440855E+36 4.248584E+37 3.358224E+37 2.071191E+37
1.446843E+03 3.448893E+36 4.224723E+37 3.332787E+37 2.058168E+37
1.446435E+03 3.455644E+36 4.202521E+37 3.308332E+37 2.043929E+37
1.446027E+03 3.470034E+36 4.181190E+37 3.282215E+37 2.030661E+37
1.445619E+03 3.474806E+36 4.158700E+37 3.255820E+37 2.016693E+37
1.445212E+03 3.486245E+36 4.135044E+37 3.229686E+37 2.002560E+37
1.444805E+03 3.491626E+36 4.111873E+37 3.207617E+37 1.989774E+37
1.444398E+03 3.495000E+36 4.089892E+37 3.181331E+37 1.974540E+37
1.443991E+03 3.505681E+36 4.066736E+37 3.156585E+37 1.961321E+37
1.443585E+03 3.509487E+36 4.045351E+37 3.130788E+37 1.947573E+37
1.443178E+03 3.520568E+36 4.024393E+37 3.107571E+37 1.936101E+37
1.442772E+03 3.519231E+36 4.001921E+37 3.083487E+37 1.921862E+37
1.442367E+03 3.522178E+36 3.980871E+37 3.062216E+37 1.908841E+37
1.441961E+03 3.533111E+36 3.960807E+37 3.041353E+37 1.897113E+37
1.441556E+03 3.544034E+36 3.938951E+37 3.018564E+37 1.883257E+37
1.441151E+03 3.548398E+36 3.913992E+37 2.991827E+37 1.869974E+37
1.440746E+03 3.550575E+36 3.889557E+37 2.969279E+37 1.858018E+37
1.440341E+03 3.559547E+36 3.865371E+37 2.943941E+37 1.845168E+37
1.439937E+03 3.571301E+36 3.840838E+37 2.920844E+37 1.832671E+37
1.439532E+03 3.573507E+36 3.815314E+37 2.896073E+37 1.819501E+37
1.439128E+03 3.579756E+36 3.789279E+37 2.873223E+37 1.807153E+37
1.438725E+03 3.586092E+36 3.762441E+37 2.849799E+37 1.794630E+37
1.438321E+03 3.590653E+36 3.737863E+37 2.826065E+37 1.781531E+37
1.437918E+03 3.590272E+36 3.709190E+37 2.803755E+37 1.767953E+37
1.437515E+03 3.604314E+36 3.684224E+37 2.779052E+37 1.756138E+37
1.437112E+03 3.607358E+36 3.656730E+37 2.752789E+37 1.741436E+37
1.436709E+03 3.609356E+36 3.630349E+37 2.728017E+37 1.730651E+37
1.436307E+03 3.620828E+36 3.602111E+37 2.703290E+37 1.717714E+37
1.435905E+03 3.629957E+36 3.573554E+37 2.679279E+37 1.703940E+37
1.435503E+03 3.628926E+36 3.544665E+37 2.655076E+37 1.690897E+37
1.435101E+03 3.639467E+36 3.518824E+37 2.631852E+37 1.677862E+37
1.434700E+03 3.643504E+36 3.490128E+37 2.607635E+37 1.663096E+37
1.434298E+03 3.646234E+36 3.461048E+37 2.582735E+37 1.651248E+37
1.433897E+03 3.656524E+36 3.433573E+37 2.558815E+37 1.638178E+37
1.433497E+03 3.664609E+36 3.406684E+37 2.534678E+37 1.625875E+37
1.433096E+03 3.662633E+36 3.378908E+37 2.514974E+37 1.613641E+37
1.432696E+03 3.679198E+36 3.354156E+37 2.491765E+37 1.600794E+37
1.432295E+03 3.681197E+36 3.326052E+37 2.469210E+37 1.588277E+37
1.431895E+03 3.689710E+36 3.298126E+37 2.447139E+37 1.573710E+37
1.431496E+03 3.686429E+36 3.266578E+37 2.425195E+37 1.561034E+37
1.431096E+03 3.688753E+36 3.237516E+37 2.402157E+37 1.548160E+37
1.430697E+03 3.693178E+36 3.206268E+37 2.378917E+37 1.535785E+37
