#NTIMES: 128
#NBANDS:   8
#OPTSET: Bessell
#NIRSET: 2MASS
#time[d] U B V R I J H K
2.03703e+00  99.999  -8.878 -12.529 -12.722 -13.232 -13.196 -13.706 -13.744
2.11246e+00  99.999 -10.935 -12.579 -13.100 -13.493 -14.085 -14.367 -14.550
2.19068e+00  99.999 -11.918 -13.355 -13.797 -13.788 -14.306 -14.457 -14.439
2.27179e+00  -9.435 -12.665 -13.679 -14.246 -14.678 -14.859 -15.102 -15.117
2.35591e+00 -10.691 -12.898 -14.056 -14.516 -14.723 -14.859 -14.993 -15.161
2.44315e+00 -12.059 -13.211 -14.328 -14.617 -14.715 -15.325 -14.960 -15.384
2.53361e+00 -12.335 -13.720 -14.671 -14.845 -15.017 -15.048 -15.534 -16.019
2.62743e+00 -13.040 -13.912 -14.711 -14.944 -14.997 -15.520 -15.387 -15.455
2.72472e+00 -13.933 -14.016 -14.875 -15.147 -15.358 -15.539 -15.486 -15.559
2.82561e+00 -13.993 -14.238 -14.931 -15.283 -15.497 -15.617 -15.755 -15.667
2.93024e+00 -14.604 -14.456 -15.061 -15.404 -15.635 -15.727 -15.768 -15.740
3.03874e+00 -15.019 -14.590 -15.304 -15.590 -15.712 -15.741 -15.918 -15.880
3.15125e+00 -15.231 -14.801 -15.485 -15.760 -15.774 -15.921 -15.931 -16.182
3.26794e+00 -15.386 -14.986 -15.610 -15.845 -15.877 -15.926 -16.196 -16.143
3.38895e+00 -15.721 -15.168 -15.694 -15.904 -16.150 -16.118 -16.178 -16.414
3.51443e+00 -15.973 -15.293 -15.795 -16.076 -16.269 -16.192 -16.181 -16.328
3.64457e+00 -16.219 -15.417 -15.961 -16.231 -16.304 -16.305 -16.476 -16.361
3.77952e+00 -16.338 -15.557 -16.064 -16.334 -16.387 -16.503 -16.540 -16.466
3.91947e+00 -16.544 -15.732 -16.204 -16.437 -16.623 -16.616 -16.687 -16.705
4.06459e+00 -16.708 -15.907 -16.297 -16.559 -16.686 -16.659 -16.754 -16.921
4.21510e+00 -16.857 -16.054 -16.460 -16.715 -16.842 -16.745 -16.783 -16.903
4.37118e+00 -17.093 -16.172 -16.510 -16.814 -16.932 -16.912 -16.869 -17.028
4.53303e+00 -17.239 -16.346 -16.688 -16.953 -17.044 -16.988 -17.036 -17.003
4.70088e+00 -17.390 -16.513 -16.808 -17.057 -17.150 -17.119 -17.191 -17.184
4.87495e+00 -17.543 -16.629 -16.891 -17.129 -17.207 -17.176 -17.241 -17.285
5.05546e+00 -17.698 -16.792 -17.042 -17.262 -17.348 -17.300 -17.393 -17.485
5.24265e+00 -17.821 -16.912 -17.134 -17.346 -17.447 -17.410 -17.377 -17.463
5.43678e+00 -17.951 -17.042 -17.236 -17.457 -17.506 -17.463 -17.580 -17.418
5.63809e+00 -18.093 -17.187 -17.342 -17.540 -17.626 -17.566 -17.563 -17.541
5.84686e+00 -18.211 -17.314 -17.448 -17.667 -17.701 -17.678 -17.706 -17.667
6.06336e+00 -18.318 -17.406 -17.542 -17.756 -17.777 -17.746 -17.798 -17.831
6.28787e+00 -18.445 -17.527 -17.633 -17.839 -17.853 -17.828 -17.890 -17.917
6.52070e+00 -18.552 -17.651 -17.743 -17.927 -17.931 -17.852 -17.955 -18.001
6.76215e+00 -18.654 -17.740 -17.831 -18.008 -18.005 -17.951 -18.039 -18.137
7.01254e+00 -18.749 -17.851 -17.921 -18.085 -18.082 -18.039 -18.151 -18.166
7.27220e+00 -18.834 -17.943 -18.021 -18.162 -18.137 -18.090 -18.219 -18.260
7.54148e+00 -18.925 -18.032 -18.097 -18.247 -18.232 -18.163 -18.298 -18.266
7.82073e+00 -19.026 -18.126 -18.172 -18.322 -18.282 -18.194 -18.302 -18.352
8.11031e+00 -19.089 -18.209 -18.260 -18.395 -18.343 -18.255 -18.387 -18.446
8.41062e+00 -19.178 -18.295 -18.347 -18.456 -18.403 -18.344 -18.428 -18.509
8.72205e+00 -19.260 -18.371 -18.419 -18.523 -18.466 -18.386 -18.505 -18.556
9.04501e+00 -19.333 -18.453 -18.496 -18.583 -18.518 -18.438 -18.560 -18.642
9.37993e+00 -19.392 -18.514 -18.556 -18.638 -18.568 -18.462 -18.590 -18.670
9.72725e+00 -19.457 -18.587 -18.638 -18.706 -18.626 -18.498 -18.596 -18.760
1.00874e+01 -19.513 -18.654 -18.709 -18.759 -18.679 -18.528 -18.636 -18.787
1.04610e+01 -19.566 -18.720 -18.777 -18.803 -18.714 -18.572 -18.642 -18.847
1.08483e+01 -19.621 -18.775 -18.837 -18.861 -18.753 -18.592 -18.674 -18.829
1.12500e+01 -19.679 -18.830 -18.897 -18.908 -18.802 -18.616 -18.703 -18.867
1.16666e+01 -19.714 -18.884 -18.951 -18.949 -18.833 -18.624 -18.762 -18.913
1.20986e+01 -19.756 -18.930 -19.003 -18.986 -18.873 -18.654 -18.704 -18.935
1.25465e+01 -19.788 -18.978 -19.052 -19.023 -18.900 -18.670 -18.757 -18.915
1.30111e+01 -19.819 -19.021 -19.098 -19.057 -18.925 -18.665 -18.733 -18.989
1.34929e+01 -19.840 -19.059 -19.151 -19.091 -18.939 -18.668 -18.740 -18.962
1.39925e+01 -19.859 -19.096 -19.187 -19.113 -18.957 -18.658 -18.718 -18.990
1.45106e+01 -19.871 -19.136 -19.239 -19.145 -18.968 -18.669 -18.689 -18.944
1.50479e+01 -19.881 -19.158 -19.270 -19.164 -18.975 -18.641 -18.689 -18.951
1.56051e+01 -19.879 -19.184 -19.295 -19.181 -18.981 -18.644 -18.672 -18.976
1.61830e+01 -19.873 -19.198 -19.332 -19.196 -18.980 -18.628 -18.660 -18.915
1.67822e+01 -19.865 -19.218 -19.361 -19.218 -18.983 -18.595 -18.630 -18.890
1.74036e+01 -19.844 -19.229 -19.381 -19.224 -18.986 -18.579 -18.575 -18.918
1.80480e+01 -19.816 -19.230 -19.403 -19.238 -18.978 -18.537 -18.553 -18.846
1.87163e+01 -19.780 -19.225 -19.419 -19.241 -18.974 -18.522 -18.438 -18.818
1.94093e+01 -19.738 -19.217 -19.427 -19.247 -18.961 -18.469 -18.419 -18.755
2.01280e+01 -19.685 -19.206 -19.436 -19.243 -18.956 -18.425 -18.388 -18.731
2.08733e+01 -19.624 -19.176 -19.443 -19.237 -18.949 -18.381 -18.393 -18.682
2.16462e+01 -19.546 -19.133 -19.436 -19.225 -18.931 -18.325 -18.370 -18.636
2.24477e+01 -19.473 -19.084 -19.426 -19.206 -18.922 -18.278 -18.335 -18.587
