#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
5.3596e+04 9.9998e-01 1.6489e-05 6.8710e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.6917e-01 8.3083e-01 4.4216e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 9.9999e-01 9.0978e-06 3.2202e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 9.9998e-01 1.7958e-05 2.2024e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 9.9992e-01 8.2097e-05 2.6102e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 9.8893e-01 1.1065e-02 3.9923e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 9.3177e-01 6.8233e-02 3.4048e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 9.9995e-01 4.8005e-05 1.1081e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.9988e-01 1.2206e-04 1.8007e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.3416e-01 8.6584e-01 2.7136e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.8668e-02 9.8133e-01 4.0177e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 9.9920e-01 8.0119e-04 4.0471e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 9.8825e-01 1.1746e-02 4.0409e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 4.8780e-02 9.5122e-01 1.6239e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 4.5519e-05 9.9995e-01 1.8221e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 3.7398e-05 9.9996e-01 4.1290e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 4.2150e-05 9.9996e-01 2.2595e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.1319e-04 9.9989e-01 4.5806e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 4.0100e-05 9.9996e-01 3.0206e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.7575e-05 9.9994e-01 4.3386e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.6809e-05 9.9997e-01 2.2053e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5333
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 1.5497e-34 7.5481e-25 1.6674e-16 2.7161e-09 5.7970e-04 4.3572e-01 5.6262e-01 1.0832e-03 1.3576e-09 7.2431e-20
8.8623e+02 4.5194e-26 3.5034e-18 1.2930e-11 4.1105e-06 2.6336e-02 8.9362e-01 8.0022e-02 1.6345e-05 3.5113e-12 5.3090e-23
9.0614e+02 3.3454e-27 3.2054e-19 1.5339e-12 6.8857e-07 8.5037e-03 7.5200e-01 2.3926e-01 2.3598e-04 3.4587e-10 5.1258e-20
9.4442e+02 2.3823e-27 2.3432e-19 1.1589e-12 5.4260e-07 7.2632e-03 7.2317e-01 2.6924e-01 3.2284e-04 6.0047e-10 1.1814e-19
9.9911e+02 2.4313e-27 2.3877e-19 1.1786e-12 5.5046e-07 7.3331e-03 7.2497e-01 2.6738e-01 3.1687e-04 5.8100e-10 1.1238e-19
1.0608e+03 2.3506e-27 2.3151e-19 1.1468e-12 5.3792e-07 7.2223e-03 7.2214e-01 2.7032e-01 3.2626e-04 6.1167e-10 1.2147e-19
1.1257e+03 2.3507e-27 2.3134e-19 1.1452e-12 5.3694e-07 7.2114e-03 7.2179e-01 2.7067e-01 3.2752e-04 6.1610e-10 1.2287e-19
1.1944e+03 2.2112e-27 2.1837e-19 1.0863e-12 5.1280e-07 6.9901e-03 7.1580e-01 2.7686e-01 3.4831e-04 6.8738e-10 1.4518e-19
1.2673e+03 1.7610e-27 1.7629e-19 8.9375e-13 4.3276e-07 6.2292e-03 6.9329e-01 3.0005e-01 4.3474e-04 1.0206e-09 2.6531e-19
1.3448e+03 5.3318e-28 5.7757e-20 3.2541e-13 1.8020e-07 3.4008e-03 5.6951e-01 4.2586e-01 1.2221e-03 6.6272e-09 4.6749e-18
1.4269e+03 2.9564e-29 3.8738e-21 2.8174e-14 2.1133e-08 7.1600e-04 2.8963e-01 7.0096e-01 8.6871e-03 2.8128e-07 1.6641e-15
1.5140e+03 8.8526e-31 1.4719e-22 1.4694e-15 1.5671e-09 9.9023e-05 1.0207e-01 8.4928e-01 4.8540e-02 1.0075e-05 5.3958e-13
1.6065e+03 4.4667e-32 9.1680e-24 1.2075e-16 1.7346e-10 1.7791e-05 3.7825e-02 8.1275e-01 1.4928e-01 1.2717e-04 3.6119e-11
1.7047e+03 3.0389e-33 7.3820e-25 1.2265e-17 2.2600e-11 3.4521e-06 1.3558e-02 6.5638e-01 3.2911e-01 9.4800e-04 1.1389e-09
1.8088e+03 1.5784e-34 4.5030e-26 9.4438e-19 2.2379e-12 5.0530e-07 3.6953e-03 4.1109e-01 5.7935e-01 5.8677e-03 3.1319e-08
1.9193e+03 5.3396e-36 1.8089e-27 4.8824e-20 1.5243e-13 5.1302e-08 7.1431e-04 1.8891e-01 7.8109e-01 2.9284e-02 7.3730e-07
2.0365e+03 1.2905e-37 5.2282e-29 1.8414e-21 7.7369e-15 3.8790e-09 1.0350e-04 6.6054e-02 8.1759e-01 1.1624e-01 1.4189e-05
2.1609e+03 2.1577e-39 1.0627e-30 4.9842e-23 2.9028e-16 2.1767e-10 1.1130e-05 1.7188e-02 6.3849e-01 3.4411e-01 2.0270e-04
2.2929e+03 2.6054e-41 1.6005e-32 1.0211e-24 8.4754e-18 9.5212e-12 9.0947e-07 3.2637e-03 3.4399e-01 6.5107e-01 1.6761e-03
2.4330e+03 2.0739e-43 1.6191e-34 1.4328e-26 1.7432e-19 2.9702e-13 5.2810e-08 4.3856e-04 1.3055e-01 8.5951e-01 9.5072e-03
2.5816e+03 2.8026e-45 2.1118e-36 2.5226e-28 4.3930e-21 1.0952e-14 3.3821e-09 5.9538e-05 4.5216e-02 9.1701e-01 3.7712e-02
2.7393e+03 0.0000e+00 6.3862e-38 9.6778e-30 2.2516e-22 7.6072e-16 3.6003e-10 1.1360e-05 1.7972e-02 8.8079e-01 1.0123e-01
2.9067e+03 0.0000e+00 5.3006e-39 9.5972e-31 2.7659e-23 1.1680e-16 7.4374e-11 3.4909e-06 9.0849e-03 8.0662e-01 1.8429e-01
3.0842e+03 0.0000e+00 1.3215e-39 2.7283e-31 9.0855e-24 4.4474e-17 3.3657e-11 1.9446e-06 6.4590e-03 7.5742e-01 2.3611e-01
3.2726e+03 0.0000e+00 1.0817e-39 2.4188e-31 8.6273e-24 4.5110e-17 3.5712e-11 2.0955e-06 6.8571e-03 7.6968e-01 2.2346e-01
3.4725e+03 0.0000e+00 2.4780e-39 5.6991e-31 2.0288e-23 1.0509e-16 7.7600e-11 3.9098e-06 1.0107e-02 8.2754e-01 1.6234e-01
3.6846e+03 0.0000e+00 1.9135e-38 4.2793e-30 1.4066e-22 6.6355e-16 3.9591e-10 1.3817e-05 2.1316e-02 8.9978e-01 7.8889e-02
3.9097e+03 0.0000e+00 5.0771e-37 1.0531e-28 2.9937e-21 1.1900e-14 4.8852e-09 9.2592e-05 6.2242e-02 9.1530e-01 2.2365e-02
4.1484e+03 7.0065e-45 1.1962e-35 2.2067e-27 5.2978e-20 1.7221e-13 4.7688e-08 4.9703e-04 1.5241e-01 8.4077e-01 6.3203e-03
4.4019e+03 3.5032e-44 5.7892e-35 9.7066e-27 2.0794e-19 5.9330e-13 1.3301e-07 1.0345e-03 2.1973e-01 7.7579e-01 3.4427e-03
4.6708e+03 2.2421e-44 3.8959e-35 6.7774e-27 1.5107e-19 4.4971e-13 1.0656e-07 8.8737e-04 2.0420e-01 7.9101e-01 3.9011e-03
4.9561e+03 5.6052e-45 9.7202e-36 1.9640e-27 5.1213e-20 1.7955e-13 5.1737e-08 5.4111e-04 1.6107e-01 8.3273e-01 5.6597e-03
5.2588e+03 1.4013e-45 2.9048e-36 6.7689e-28 2.0450e-20 8.3390e-14 2.8505e-08 3.6079e-04 1.3236e-01 8.5979e-01 7.4889e-03
5.5800e+03 0.0000e+00 1.3015e-36 3.3185e-28 1.1010e-20 4.9458e-14 1.8914e-08 2.7210e-04 1.1511e-01 8.7555e-01 9.0700e-03
5.9209e+03 0.0000e+00 1.3071e-36 3.4772e-28 1.1966e-20 5.5479e-14 2.1355e-08 3.0142e-04 1.2222e-01 8.6927e-01 8.2105e-03
6.2825e+03 1.4013e-45 2.3373e-36 6.3057e-28 2.1722e-20 9.9595e-14 3.5772e-08 4.4442e-04 1.5037e-01 8.4326e-01 5.9259e-03
6.6663e+03 1.4013e-45 5.4094e-36 1.4405e-27 4.8310e-20 2.1244e-13 6.8530e-08 7.1662e-04 1.9234e-01 8.0301e-01 3.9367e-03
7.0735e+03 7.0065e-45 1.9145e-35 4.9276e-27 1.5691e-19 6.3984e-13 1.7434e-07 1.4071e-03 2.6832e-01 7.2816e-01 2.1173e-03
7.5056e+03 4.4842e-44 1.2554e-34 3.0964e-26 9.2132e-19 3.3565e-12 7.0229e-07 3.7723e-03 4.1962e-01 5.7587e-01 7.3067e-04
7.9641e+03 4.1759e-43 1.1450e-33 2.6335e-25 7.1279e-18 2.2151e-11 3.3045e-06 1.0724e-02 6.1787e-01 3.7123e-01 1.7322e-04
8.4505e+03 5.3670e-42 1.3967e-32 2.8524e-24 6.7060e-17 1.6645e-10 1.6337e-05 2.9232e-02 7.8674e-01 1.8399e-01 2.7642e-05
8.9668e+03 1.6167e-40 3.8560e-31 6.6193e-23 1.2767e-15 2.2592e-09 1.2114e-04 9.3013e-02 8.5401e-01 5.2856e-02 1.6125e-06
9.5145e+03 1.7610e-38 3.6363e-29 4.8254e-21 6.9867e-14 7.2498e-08 1.5674e-03 3.4408e-01 6.4865e-01 5.7006e-03 1.6792e-08
1.0096e+04 6.3414e-36 1.0175e-26 9.2020e-19 8.6549e-12 3.8970e-06 2.2340e-02 8.1550e-01 1.6207e-01 9.0142e-05 9.8455e-12
1.0712e+04 1.3776e-32 1.4614e-23 7.5866e-16 3.5814e-09 4.1124e-04 2.9979e-01 6.9537e-01 4.4277e-03 3.6533e-08 2.6404e-17
1.1367e+04 1.0248e-28 6.1135e-20 1.5977e-12 2.4827e-06 3.1936e-02 9.3836e-01 2.9700e-02 8.8360e-07 1.0162e-14 2.8810e-27
1.2062e+04 1.6714e-24 4.9230e-16 5.8984e-09 1.5566e-03 7.8237e-01 2.1606e-01 1.2962e-05 1.5277e-13 1.1802e-25 3.5032e-43
1.2794e+04 6.5595e-21 9.3622e-13 4.2839e-06 1.0241e-01 8.9678e-01 7.9626e-04 2.0655e-11 1.5693e-23 8.9003e-41 0.0000e+00
1.3528e+04 4.3836e-18 3.6109e-10 5.4095e-04 8.9719e-01 1.0227e-01 1.9970e-07 1.2177e-18 2.8657e-35 0.0000e+00 0.0000e+00
1.4194e+04 5.1730e-16 3.0293e-08 1.2508e-02 9.8669e-01 8.0696e-04 1.4695e-12 5.4342e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 9.2149e-14 3.4966e-06 2.9114e-01 7.0886e-01 2.3616e-06 1.9658e-18 1.4754e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 3.7558e-12 7.7834e-05 9.5660e-01 4.3322e-02 2.8636e-10 4.2560e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.3099e-10 9.0803e-04 9.9863e-01 4.6660e-04 3.0561e-15 3.6416e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 5.8916e-09 1.1181e-02 9.8881e-01 4.5987e-06 3.0682e-20 3.2230e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 7.6158e-07 2.7216e-01 7.2783e-01 4.0810e-09 9.4830e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 1.9270e-05 9.6743e-01 3.2553e-02 3.0641e-14 9.8568e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 6.6379e-05 9.9845e-01 1.4846e-03 2.0323e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.1002e-04 9.9961e-01 2.8265e-04 9.4952e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.7583e-04 9.9976e-01 6.7926e-05 1.0150e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 2.4550e-04 9.9973e-01 2.5578e-05 4.6582e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 3.6700e-04 9.9962e-01 8.7010e-06 1.6528e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 6.2699e-04 9.9937e-01 2.2526e-06 2.6776e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.1691e-03 9.9883e-01 4.7194e-07 2.3075e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 3.1700e-03 9.9683e-01 3.8035e-08 1.0983e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.9607e-02 9.8039e-01 3.5976e-10 8.2952e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.5372e-01 8.4628e-01 9.6440e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 6.9726e-01 3.0274e-01 2.9411e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.3441e-01 6.5586e-02 2.2276e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 9.7593e-01 2.4074e-02 2.2289e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 9.8689e-01 1.3114e-02 1.4659e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.9564e-01 4.3601e-03 1.5795e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 9.9734e-01 2.6637e-03 1.8340e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 9.9882e-01 1.1826e-03 6.9763e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.9884e-01 1.1620e-03 4.7616e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.9955e-01 4.5418e-04 1.1095e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.9935e-01 6.5177e-04 2.6438e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 9.9974e-01 2.6293e-04 5.6772e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 9.9722e-01 2.7813e-03 1.1233e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 9.9998e-01 1.6996e-05 7.4330e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 9.9977e-01 2.3458e-04 1.2572e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.9999e-01 9.7198e-06 2.8366e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.3082e-01 8.6918e-01 1.6273e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 5.5144e-03 9.9449e-01 2.4930e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 9.8382e-01 1.6185e-02 6.0440e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 6.5046e-01 3.4954e-01 1.7423e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.9752e-01 2.4798e-03 2.2598e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 9.9958e-01 4.1510e-04 2.6783e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0000e+00 3.7812e-06 1.0389e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.5789e-01 8.4211e-01 1.6897e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.9995e-01 5.4270e-05 4.8221e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 9.7917e-01 2.0826e-02 3.3562e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 9.2529e-01 7.4709e-02 3.5634e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 1.3757e-06 2.2421e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 9.9999e-01 9.4688e-06 1.4359e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 9.9999e-01 1.2553e-05 2.4062e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 7.2853e-01 2.7147e-01 1.4856e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 6.5514e-06 9.9999e-01 2.0200e-08 2.9460e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 1.2557e-06 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 9.9999e-01 1.2364e-05 3.4262e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 9.9923e-01 7.7105e-04 3.1061e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 9.9364e-01 6.3625e-03 3.0979e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 3.7094e-06 1.2612e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.9999e-01 1.0336e-05 3.3631e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 6.6606e-01 3.3394e-01 1.2049e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.9506e-01 8.0494e-01 5.3549e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 2.1462e-01 7.8538e-01 2.8781e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 9.6025e-01 3.9751e-02 4.2324e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 3.0953e-01 6.9047e-01 4.5183e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 9.8617e-05 9.9990e-01 7.5130e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 7.3359e-05 9.9993e-01 1.9697e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 8.8351e-05 9.9991e-01 9.7537e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 4.9983e-04 9.9950e-01 7.6270e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 8.1431e-05 9.9992e-01 1.3641e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.5499e-04 9.9985e-01 1.3409e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 5.2657e-05 9.9995e-01 1.0367e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5674
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 4.0761e-34 1.9384e-24 4.1332e-16 6.1405e-09 1.0473e-03 5.5546e-01 4.4303e-01 4.6185e-04 2.7014e-10 5.7556e-21
8.8623e+02 1.0245e-25 7.6767e-18 2.6896e-11 7.7514e-06 3.9084e-02 9.1210e-01 4.8808e-02 5.1833e-06 4.9482e-13 2.8201e-24
9.0614e+02 4.9087e-27 4.7383e-19 2.2528e-12 9.8434e-07 1.0894e-02 7.9620e-01 1.9277e-01 1.3334e-04 1.2501e-10 1.0762e-20
9.4442e+02 3.3523e-27 3.3344e-19 1.6456e-12 7.5481e-07 9.1676e-03 7.6790e-01 2.2274e-01 1.9285e-04 2.3778e-10 2.8351e-20
9.9911e+02 3.4022e-27 3.3803e-19 1.6659e-12 7.6269e-07 9.2301e-03 7.6906e-01 2.2151e-01 1.9012e-04 2.3193e-10 2.7304e-20
1.0608e+03 3.2995e-27 3.2870e-19 1.6251e-12 7.4705e-07 9.1069e-03 7.6679e-01 2.2391e-01 1.9546e-04 2.4339e-10 2.9360e-20
1.1257e+03 3.3084e-27 3.2926e-19 1.6265e-12 7.4709e-07 9.1045e-03 7.6669e-01 2.2401e-01 1.9576e-04 2.4413e-10 2.9511e-20
1.1944e+03 3.1092e-27 3.1057e-19 1.5419e-12 7.1330e-07 8.8285e-03 7.6128e-01 2.2968e-01 2.0898e-04 2.7390e-10 3.5139e-20
