#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
6.8257e+04 3.3567e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0066e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 3.2646e-11 1.0000e+00 2.7369e-38 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 3.2697e-11 1.0000e+00 1.3829e-37 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 3.1591e-11 1.0000e+00 4.0565e-38 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 3.3704e-11 1.0000e+00 1.9414e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 3.2447e-11 1.0000e+00 7.3950e-38 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 2.8200e-11 1.0000e+00 1.3886e-39 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.7263e-11 1.0000e+00 2.1409e-38 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5333
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.4010e+02 4.6721e-30 1.1156e-21 1.8863e-13 7.7907e-07 3.6188e-02 9.6381e-01
8.8623e+02 2.3390e-22 7.8222e-16 2.6126e-09 2.8042e-04 4.5038e-01 5.4934e-01
9.0614e+02 2.0206e-23 7.7206e-17 3.6717e-10 6.8708e-05 2.3771e-01 7.6222e-01
9.4442e+02 1.4729e-23 5.7265e-17 2.8429e-10 5.6964e-05 2.1672e-01 7.8322e-01
9.9911e+02 1.5010e-23 5.8298e-17 2.8869e-10 5.7610e-05 2.1794e-01 7.8200e-01
1.0608e+03 1.4548e-23 5.6621e-17 2.8162e-10 5.6578e-05 2.1601e-01 7.8394e-01
1.1257e+03 1.4547e-23 5.6563e-17 2.8121e-10 5.6498e-05 2.1583e-01 7.8412e-01
1.1944e+03 1.3742e-23 5.3521e-17 2.6795e-10 5.4499e-05 2.1195e-01 7.8799e-01
1.2673e+03 1.1130e-23 4.3657e-17 2.2435e-10 4.7746e-05 1.9826e-01 8.0169e-01
1.3448e+03 3.7726e-24 1.5550e-17 9.1637e-11 2.4497e-05 1.4075e-01 8.5922e-01
1.4269e+03 3.2511e-25 1.5382e-18 1.2311e-11 5.4173e-06 6.3126e-02 9.3687e-01
1.5140e+03 2.0755e-26 1.1974e-19 1.3576e-12 1.0265e-06 2.5609e-02 9.7439e-01
1.6065e+03 2.2523e-27 1.5714e-20 2.3778e-13 2.7604e-07 1.2522e-02 9.8748e-01
1.7047e+03 3.4894e-28 2.8474e-21 5.4511e-14 9.0147e-08 6.7861e-03 9.9321e-01
1.8088e+03 5.3707e-29 5.1144e-22 1.2324e-14 2.8889e-08 3.6339e-03 9.9637e-01
1.9193e+03 7.5346e-30 8.5171e-23 2.6204e-15 8.8093e-09 1.8959e-03 9.9810e-01
2.0365e+03 1.0062e-30 1.3681e-23 5.4286e-16 2.6253e-09 9.7850e-04 9.9902e-01
2.1609e+03 1.2613e-31 2.1087e-24 1.0992e-16 7.7010e-10 5.0243e-04 9.9950e-01
2.2929e+03 1.5399e-32 3.2583e-25 2.2810e-17 2.3246e-10 2.6349e-04 9.9974e-01
2.4330e+03 1.7660e-33 4.8332e-26 4.6369e-18 6.9371e-11 1.3787e-04 9.9986e-01
2.5816e+03 2.4824e-34 8.6141e-27 1.1047e-18 2.3329e-11 7.7062e-05 9.9992e-01
2.7393e+03 5.3095e-35 2.2259e-27 3.5976e-19 9.9423e-12 4.8953e-05 9.9995e-01
2.9067e+03 1.7428e-35 8.4586e-28 1.6273e-19 5.4736e-12 3.5713e-05 9.9996e-01
3.0842e+03 8.3587e-36 4.5746e-28 1.0024e-19 3.8685e-12 2.9849e-05 9.9997e-01
3.2726e+03 5.9901e-36 3.5842e-28 8.5146e-20 3.5406e-12 2.8696e-05 9.9997e-01
3.4725e+03 6.2605e-36 3.9544e-28 9.6910e-20 4.0824e-12 3.1245e-05 9.9997e-01
3.6846e+03 1.0181e-35 6.5610e-28 1.5735e-19 6.2539e-12 3.9718e-05 9.9996e-01
3.9097e+03 2.5657e-35 1.6519e-27 3.7168e-19 1.2997e-11 5.9810e-05 9.9994e-01
4.1484e+03 7.5866e-35 4.6385e-27 9.3877e-19 2.7676e-11 9.0891e-05 9.9991e-01
4.4019e+03 1.5035e-34 8.5813e-27 1.5861e-18 4.1504e-11 1.1321e-04 9.9989e-01
4.6708e+03 1.2099e-34 7.1344e-27 1.3671e-18 3.7259e-11 1.0698e-04 9.9989e-01
4.9561e+03 5.2740e-35 3.5740e-27 7.9392e-19 2.5370e-11 8.7680e-05 9.9991e-01
5.2588e+03 2.4581e-35 1.9086e-27 4.8839e-19 1.8103e-11 7.3759e-05 9.9993e-01
5.5800e+03 1.5061e-35 1.2730e-27 3.5612e-19 1.4509e-11 6.5817e-05 9.9993e-01
5.9209e+03 1.2989e-35 1.1551e-27 3.3764e-19 1.4248e-11 6.5569e-05 9.9993e-01
6.2825e+03 1.4047e-35 1.2913e-27 3.8411e-19 1.6159e-11 7.0687e-05 9.9993e-01
6.6663e+03 1.7737e-35 1.6443e-27 4.8461e-19 1.9724e-11 7.9189e-05 9.9992e-01
7.0735e+03 2.6707e-35 2.4664e-27 7.0636e-19 2.6982e-11 9.4474e-05 9.9991e-01
7.5056e+03 4.8933e-35 4.5465e-27 1.2583e-18 4.3782e-11 1.2433e-04 9.9988e-01
7.9641e+03 1.1170e-34 1.0253e-26 2.6704e-18 8.1163e-11 1.7610e-04 9.9982e-01
8.4505e+03 3.4545e-34 2.9985e-26 6.9923e-18 1.7452e-10 2.6987e-04 9.9973e-01
8.9668e+03 1.7906e-33 1.4273e-25 2.8190e-17 5.2386e-10 4.9811e-04 9.9950e-01
9.5145e+03 2.1565e-32 1.5132e-24 2.3072e-16 2.7068e-09 1.2454e-03 9.9875e-01
1.0096e+04 8.9727e-31 5.1496e-23 5.1673e-15 2.9688e-08 4.7260e-03 9.9527e-01
1.0712e+04 3.0247e-28 1.3181e-20 6.5712e-13 1.1893e-06 3.6568e-02 9.6343e-01
1.1367e+04 1.2727e-24 4.3591e-17 6.9591e-10 2.0347e-04 4.9452e-01 5.0527e-01
1.2062e+04 9.3334e-21 2.8714e-13 7.8671e-07 1.5789e-02 9.7564e-01 8.5680e-03
1.2794e+04 1.0588e-16 3.0789e-09 8.5485e-04 6.0036e-01 3.9877e-01 9.5818e-06
1.3528e+04 7.1702e-14 2.0734e-06 4.9144e-02 9.4592e-01 4.9314e-03 2.0544e-10
1.4194e+04 1.4758e-11 4.9156e-04 7.5343e-01 2.4607e-01 5.1026e-06 1.3793e-16
1.4758e+04 4.1493e-10 1.4311e-02 9.8238e-01 3.3102e-03 1.4670e-10 1.1116e-24
1.5240e+04 1.0369e-08 3.3726e-01 6.6273e-01 1.2385e-05 5.3041e-16 3.8133e-34
1.5647e+04 4.7373e-08 9.6902e-01 3.0976e-02 1.6792e-09 3.3558e-23 1.4013e-45
1.5960e+04 9.2456e-08 9.9951e-01 4.9372e-04 7.7342e-14 7.6013e-31 0.0000e+00
1.6187e+04 1.7320e-07 1.0000e+00 1.1686e-06 3.2164e-20 3.5915e-42 0.0000e+00
1.6354e+04 3.2588e-07 1.0000e+00 4.8061e-10 1.6346e-28 0.0000e+00 0.0000e+00
1.6484e+04 4.1927e-07 1.0000e+00 1.4155e-12 8.7489e-35 0.0000e+00 0.0000e+00
1.6593e+04 4.0829e-07 1.0000e+00 5.3014e-14 2.2981e-38 0.0000e+00 0.0000e+00
1.6692e+04 4.2966e-07 1.0000e+00 3.3405e-15 2.2899e-41 0.0000e+00 0.0000e+00
1.6788e+04 4.5755e-07 1.0000e+00 5.1395e-16 2.1440e-43 0.0000e+00 0.0000e+00
1.6888e+04 5.1823e-07 1.0000e+00 6.8439e-17 1.4013e-45 0.0000e+00 0.0000e+00
1.6999e+04 6.3905e-07 1.0000e+00 5.7438e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 8.2702e-07 1.0000e+00 3.3088e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.2674e-06 1.0000e+00 3.3583e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.8879e-06 1.0000e+00 7.2443e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 7.6142e-06 9.9999e-01 1.9126e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.1241e-05 9.9998e-01 4.1723e-35 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 3.7635e-05 9.9996e-01 9.8330e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 4.7067e-05 9.9995e-01 9.7671e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.4206e-05 9.9995e-01 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.8796e-05 9.9992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 8.9403e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.2021e-04 9.9988e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0972e-04 9.9989e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.5587e-04 9.9984e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.1367e-04 9.9989e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.4976e-04 9.9985e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.4633e-05 9.9997e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 3.8679e-04 9.9961e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 5.5121e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.7118e-04 9.9983e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 7.6586e-08 1.0000e+00 6.9925e-43 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 9.7985e-09 1.0000e+00 1.4391e-37 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 7.8468e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.5635e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.4485e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 3.2713e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 3.4045e-05 9.9997e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.4435e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 6.1708e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.1186e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0535e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.6422e-05 9.9997e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 8.5505e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 6.3558e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.0267e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.3592e-10 1.0000e+00 1.8730e-25 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.3379e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 3.5842e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 3.0555e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 8.3845e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 4.5398e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 2.3499e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 8.8461e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 2.8134e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 2.7371e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.8865e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 3.0701e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 3.2872e-11 1.0000e+00 5.0372e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 3.0207e-11 1.0000e+00 3.1169e-40 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 3.0891e-11 1.0000e+00 7.9410e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 6.5466e-11 1.0000e+00 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 3.0853e-11 1.0000e+00 1.5393e-40 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 3.4588e-11 1.0000e+00 1.7572e-42 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.5936e-11 1.0000e+00 4.6939e-41 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5674
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.4010e+02 1.1028e-29 2.6850e-21 4.1265e-13 1.4254e-06 5.0764e-02 9.4923e-01
8.8623e+02 5.0353e-22 1.6935e-15 5.1067e-09 4.5197e-04 5.4465e-01 4.5490e-01
9.0614e+02 2.9217e-23 1.1471e-16 5.2988e-10 9.1235e-05 2.7438e-01 7.2553e-01
9.4442e+02 2.0413e-23 8.1703e-17 3.9664e-10 7.3890e-05 2.4786e-01 7.5207e-01
9.9911e+02 2.0698e-23 8.2786e-17 4.0114e-10 7.4501e-05 2.4886e-01 7.5107e-01
1.0608e+03 2.0113e-23 8.0598e-17 3.9214e-10 7.3287e-05 2.4689e-01 7.5304e-01
1.1257e+03 2.0160e-23 8.0700e-17 3.9234e-10 7.3290e-05 2.4686e-01 7.5306e-01
1.1944e+03 1.9016e-23 7.6243e-17 3.7340e-10 7.0652e-05 2.4244e-01 7.5749e-01
1.2673e+03 1.5446e-23 6.2342e-17 3.1343e-10 6.2057e-05 2.2735e-01 7.7259e-01
1.3448e+03 5.2277e-24 2.2132e-17 1.2787e-10 3.1906e-05 1.6237e-01 8.3760e-01
1.4269e+03 4.4928e-25 2.1715e-18 1.7078e-11 7.0487e-06 7.3197e-02 9.2680e-01
1.5140e+03 2.8153e-26 1.6525e-19 1.8465e-12 1.3184e-06 2.9548e-02 9.7045e-01
1.6065e+03 2.9849e-27 2.1173e-20 3.1689e-13 3.4960e-07 1.4346e-02 9.8565e-01
1.7047e+03 4.4443e-28 3.6948e-21 7.0367e-14 1.1161e-07 7.6795e-03 9.9232e-01
1.8088e+03 6.6108e-29 6.4248e-22 1.5473e-14 3.5069e-08 4.0679e-03 9.9593e-01
1.9193e+03 9.0620e-30 1.0453e-22 3.2215e-15 1.0532e-08 2.1039e-03 9.9790e-01
2.0365e+03 1.1820e-30 1.6398e-23 6.5294e-16 3.0886e-09 1.0758e-03 9.9892e-01
2.1609e+03 1.4388e-31 2.4565e-24 1.2882e-16 8.8859e-10 5.4625e-04 9.9945e-01
2.2929e+03 1.7405e-32 3.7548e-25 2.6422e-17 2.6577e-10 2.8484e-04 9.9972e-01
2.4330e+03 1.9777e-33 5.5085e-26 5.3068e-18 7.8531e-11 1.4812e-04 9.9985e-01
2.5816e+03 2.7322e-34 9.6516e-27 1.2440e-18 2.6076e-11 8.2183e-05 9.9992e-01
2.7393e+03 5.7258e-35 2.4477e-27 3.9842e-19 1.0973e-11 5.1831e-05 9.9995e-01
2.9067e+03 1.8427e-35 9.1387e-28 1.7752e-19 5.9723e-12 3.7574e-05 9.9996e-01
3.0842e+03 8.7518e-36 4.9001e-28 1.0855e-19 4.1980e-12 3.1311e-05 9.9997e-01
3.2726e+03 6.2592e-36 3.8328e-28 9.2097e-20 3.8386e-12 3.0089e-05 9.9997e-01
3.4725e+03 6.5824e-36 4.2530e-28 1.0537e-19 4.4435e-12 3.2838e-05 9.9997e-01
3.6846e+03 1.0959e-35 7.2096e-28 1.7434e-19 6.9057e-12 4.2081e-05 9.9996e-01
3.9097e+03 2.8468e-35 1.8671e-27 4.2241e-19 1.4633e-11 6.4072e-05 9.9994e-01
4.1484e+03 8.7338e-35 5.4278e-27 1.1007e-18 3.1916e-11 9.8695e-05 9.9990e-01
4.4019e+03 1.7460e-34 1.0129e-26 1.8749e-18 4.8166e-11 1.2339e-04 9.9988e-01
4.6708e+03 1.4071e-34 8.4308e-27 1.6174e-18 4.3268e-11 1.1663e-04 9.9988e-01
4.9561e+03 6.1368e-35 4.2241e-27 9.3912e-19 2.9458e-11 9.5575e-05 9.9990e-01
5.2588e+03 2.8531e-35 2.2504e-27 5.7646e-19 2.0985e-11 8.0324e-05 9.9992e-01
5.5800e+03 1.7371e-35 1.4923e-27 4.1821e-19 1.6753e-11 7.1522e-05 9.9993e-01
5.9209e+03 1.4982e-35 1.3546e-27 3.9675e-19 1.6461e-11 7.1279e-05 9.9993e-01
6.2825e+03 1.6254e-35 1.5197e-27 4.5301e-19 1.8722e-11 7.6978e-05 9.9992e-01
6.6663e+03 2.0567e-35 1.9404e-27 5.7331e-19 2.2910e-11 8.6372e-05 9.9991e-01
7.0735e+03 3.1115e-35 2.9264e-27 8.4044e-19 3.1482e-11 1.0333e-04 9.9990e-01
7.5056e+03 5.8024e-35 5.4909e-27 1.5223e-18 5.1741e-11 1.3700e-04 9.9986e-01
7.9641e+03 1.3499e-34 1.2616e-26 3.2864e-18 9.7136e-11 1.9546e-04 9.9980e-01
8.4505e+03 4.3208e-34 3.8113e-26 8.8545e-18 2.1330e-10 3.0310e-04 9.9970e-01
8.9668e+03 2.3297e-33 1.8845e-25 3.6910e-17 6.5600e-10 5.6721e-04 9.9943e-01
9.5145e+03 2.9561e-32 2.1058e-24 3.1656e-16 3.5083e-09 1.4464e-03 9.9855e-01
1.0096e+04 1.3341e-30 7.7662e-23 7.5904e-15 4.0414e-08 5.6413e-03 9.9436e-01
1.0712e+04 4.9444e-28 2.1974e-20 1.0494e-12 1.7180e-06 4.5011e-02 9.5499e-01
1.1367e+04 2.0976e-24 7.4134e-17 1.1045e-09 2.8269e-04 5.6210e-01 4.3762e-01
1.2062e+04 1.5228e-20 4.8795e-13 1.2057e-06 2.0314e-02 9.7362e-01 6.0637e-03
1.2794e+04 1.7080e-16 5.1667e-09 1.2310e-03 6.7844e-01 3.2032e-01 4.8644e-06
1.3528e+04 1.0809e-13 3.2867e-06 6.4833e-02 9.3194e-01 3.2237e-03 7.7044e-11
1.4194e+04 1.9590e-11 6.8141e-04 8.1693e-01 1.8239e-01 2.2361e-06 2.9712e-17
1.4758e+04 5.2890e-10 1.9148e-02 9.7876e-01 2.0907e-03 4.9464e-11 1.5973e-25
1.5240e+04 1.2551e-08 4.2602e-01 5.7397e-01 6.0348e-06 1.1787e-16 2.9122e-35
1.5647e+04 4.5917e-08 9.7610e-01 2.3903e-02 8.5926e-10 9.7755e-24 0.0000e+00
1.5960e+04 8.8451e-08 9.9959e-01 4.0537e-04 4.6463e-14 2.9590e-31 0.0000e+00
1.6187e+04 1.6333e-07 1.0000e+00 1.1655e-06 3.1061e-20 3.2552e-42 0.0000e+00
1.6354e+04 3.0273e-07 1.0000e+00 6.0814e-10 2.8354e-28 0.0000e+00 0.0000e+00
1.6484e+04 3.9161e-07 1.0000e+00 2.2690e-12 2.7546e-34 0.0000e+00 0.0000e+00
1.6593e+04 3.8311e-07 1.0000e+00 7.3197e-14 4.9965e-38 0.0000e+00 0.0000e+00
1.6692e+04 3.9148e-07 1.0000e+00 5.8325e-15 8.8482e-41 0.0000e+00 0.0000e+00
1.6788e+04 4.1065e-07 1.0000e+00 9.0244e-16 8.3658e-43 0.0000e+00 0.0000e+00
1.6888e+04 4.7169e-07 1.0000e+00 9.5692e-17 2.8026e-45 0.0000e+00 0.0000e+00
1.6999e+04 5.6921e-07 1.0000e+00 9.1344e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 7.3555e-07 1.0000e+00 5.2446e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.1591e-06 1.0000e+00 4.3573e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.4129e-06 1.0000e+00 1.8756e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 6.7705e-06 9.9999e-01 3.9075e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.9528e-05 9.9998e-01 6.3705e-35 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 3.1597e-05 9.9997e-01 8.5816e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 4.4495e-05 9.9996e-01 1.2976e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.7611e-05 9.9994e-01 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 6.0104e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 6.1023e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 9.4894e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.1284e-04 9.9989e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.5405e-04 9.9985e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.3402e-04 9.9987e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 6.8310e-05 9.9993e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.2869e-04 9.9967e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 8.8708e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 9.2251e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 2.6441e-04 9.9974e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 2.4886e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 3.2256e-08 1.0000e+00 1.0392e-41 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.0052e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.2090e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.1846e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0949e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 4.3244e-05 9.9996e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 8.3619e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.6518e-05 9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.4630e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 4.8661e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.9926e-05 9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 8.1537e-05 9.9992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.2276e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 9.6912e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.9345e-10 1.0000e+00 1.2497e-27 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 7.9486e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.8123e-05 9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.2544e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 3.5695e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.8297e-05 9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 5.7825e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 2.7430e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
