#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
1.2062e+04 6.1385e-13 2.4944e-04 7.7665e-01 2.2310e-01 1.6555e-06 5.0562e-18
1.2794e+04 3.0710e-11 1.2709e-02 9.8605e-01 1.2394e-03 6.2869e-12 1.1433e-27
1.3528e+04 1.0441e-09 4.7777e-01 5.2222e-01 1.1831e-06 1.2218e-18 2.3549e-39
1.4194e+04 2.1790e-09 9.7099e-01 2.9006e-02 3.2982e-10 2.8525e-25 0.0000e+00
1.4758e+04 2.0781e-09 9.9584e-01 4.1599e-03 2.4990e-12 4.0917e-29 0.0000e+00
1.5240e+04 2.3501e-09 9.9927e-01 7.2803e-04 3.4972e-14 2.0137e-32 0.0000e+00
1.5647e+04 3.2632e-09 9.9989e-01 1.0511e-04 3.3582e-16 5.6915e-36 0.0000e+00
1.5960e+04 5.4049e-09 9.9999e-01 1.2932e-05 2.3535e-18 1.0110e-39 0.0000e+00
1.6187e+04 7.2971e-09 1.0000e+00 1.7398e-06 1.8577e-20 1.9618e-43 0.0000e+00
1.6354e+04 8.6903e-09 1.0000e+00 3.0566e-07 2.6679e-22 0.0000e+00 0.0000e+00
1.6484e+04 9.0258e-09 1.0000e+00 8.2975e-08 1.0552e-23 0.0000e+00 0.0000e+00
1.6593e+04 8.4231e-09 1.0000e+00 3.3499e-08 1.0625e-24 0.0000e+00 0.0000e+00
1.6692e+04 8.2445e-09 1.0000e+00 1.3301e-08 1.0494e-25 0.0000e+00 0.0000e+00
1.6788e+04 8.1827e-09 1.0000e+00 5.6612e-09 1.2393e-26 0.0000e+00 0.0000e+00
1.6888e+04 8.2378e-09 1.0000e+00 2.3795e-09 1.4269e-27 0.0000e+00 0.0000e+00
1.6999e+04 8.4067e-09 1.0000e+00 8.8974e-10 1.2332e-28 0.0000e+00 0.0000e+00
1.7146e+04 8.5817e-09 1.0000e+00 2.7921e-10 6.8666e-30 0.0000e+00 0.0000e+00
1.7416e+04 9.2432e-09 1.0000e+00 2.9275e-11 2.5185e-32 0.0000e+00 0.0000e+00
1.7888e+04 9.8440e-09 1.0000e+00 1.2208e-12 9.0359e-36 0.0000e+00 0.0000e+00
1.8532e+04 1.1054e-08 1.0000e+00 2.2793e-14 4.3770e-40 0.0000e+00 0.0000e+00
1.9260e+04 1.0435e-08 1.0000e+00 4.9496e-16 2.8026e-44 0.0000e+00 0.0000e+00
2.0034e+04 8.9304e-09 1.0000e+00 2.2840e-17 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 8.0439e-09 1.0000e+00 1.6744e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 8.9770e-09 1.0000e+00 5.7439e-20 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.0201e-09 1.0000e+00 6.5172e-21 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0129e-08 1.0000e+00 3.2692e-22 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0171e-08 1.0000e+00 4.6369e-23 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.4141e-09 1.0000e+00 1.4044e-23 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.6091e-09 1.0000e+00 1.7544e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 8.6451e-09 1.0000e+00 3.9663e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 7.8761e-09 1.0000e+00 3.0596e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 6.1626e-09 1.0000e+00 2.5122e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 4.2114e-09 1.0000e+00 3.1274e-29 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.3463e-09 1.0000e+00 3.2962e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.3769e-09 1.0000e+00 1.1155e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 8.4267e-10 1.0000e+00 8.6433e-35 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 6.2870e-10 1.0000e+00 2.5567e-36 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 5.1455e-10 1.0000e+00 1.0926e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.5624e-10 1.0000e+00 5.0214e-38 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 4.9145e-10 1.0000e+00 7.4669e-28 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.9200e-10 1.0000e+00 3.9087e-39 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.9753e-10 1.0000e+00 3.7494e-38 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.5118e-10 1.0000e+00 4.3033e-37 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.6731e-10 1.0000e+00 5.0473e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 9.6896e-11 1.0000e+00 9.2560e-39 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 7.6334e-11 1.0000e+00 5.8717e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 7.1041e-11 1.0000e+00 3.8849e-35 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 5.1747e-11 1.0000e+00 2.6170e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.2601e-11 1.0000e+00 7.0942e-41 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.2988e-11 1.0000e+00 9.7169e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.5402e-11 1.0000e+00 1.0727e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.5423e-11 1.0000e+00 1.1224e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.9284e-11 1.0000e+00 1.6269e-42 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.4786e-11 1.0000e+00 2.8586e-42 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 2.8562e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.8234e-11 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.8283e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0351e-11 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.6880e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 5.9387e-12 1.0000e+00 3.2230e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 2.7064e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 2.3008e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.9859e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.4771e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.6588e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.8835e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 2.4721e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 2.0389e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 8.4931e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 5.0386
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.4010e+02 2.5516e-16 6.5215e-07 5.7432e-02 9.4172e-01 8.4781e-04 8.2708e-13
8.8623e+02 9.9590e-12 2.9540e-04 6.3719e-01 3.6249e-01 1.6478e-05 1.3067e-15
9.0614e+02 6.6784e-13 2.2462e-05 1.9499e-01 8.0448e-01 5.0167e-04 1.2146e-12
9.4442e+02 1.3058e-14 4.7342e-07 2.1492e-02 9.6399e-01 1.4512e-02 2.2704e-09
9.9911e+02 1.8166e-15 6.7428e-08 6.6854e-03 9.2959e-01 6.3727e-02 7.2444e-08
1.0608e+03 8.6151e-16 3.2521e-08 4.2751e-03 8.9095e-01 1.0478e-01 2.4049e-07
1.1257e+03 6.4731e-16 2.4588e-08 3.5921e-03 8.7103e-01 1.2538e-01 3.7435e-07
1.1944e+03 5.0042e-16 1.9109e-08 3.0657e-03 8.5043e-01 1.4650e-01 5.5261e-07
1.2673e+03 2.9664e-16 1.1440e-08 2.2100e-03 8.0071e-01 1.9708e-01 1.1830e-06
1.3448e+03 9.1331e-17 3.6051e-09 1.0310e-03 6.5621e-01 3.4276e-01 5.4720e-06
1.4269e+03 1.0449e-17 4.3371e-10 2.3320e-04 3.6551e-01 6.3421e-01 4.7949e-05
1.5140e+03 6.3443e-19 2.8716e-11 3.1325e-05 1.3322e-01 8.6639e-01 3.5852e-04
1.6065e+03 4.4934e-20 2.2364e-12 4.5468e-06 4.6292e-02 9.5198e-01 1.7199e-03
1.7047e+03 4.3122e-21 2.2709e-13 7.8614e-07 1.7156e-02 9.7630e-01 6.5404e-03
1.8088e+03 4.1782e-22 2.2997e-14 1.3356e-07 6.1881e-03 9.6980e-01 2.4015e-02
1.9193e+03 3.2681e-23 1.9467e-15 1.9598e-08 2.0087e-03 9.1018e-01 8.7814e-02
2.0365e+03 2.1666e-24 1.4436e-16 2.5151e-09 5.6672e-04 7.3196e-01 2.6747e-01
2.1609e+03 9.6042e-26 7.4073e-18 2.2505e-10 1.1262e-04 4.1866e-01 5.8123e-01
2.2929e+03 3.2521e-27 2.9715e-19 1.5342e-11 1.6482e-05 1.6839e-01 8.3159e-01
2.4330e+03 1.2119e-28 1.3045e-20 1.0789e-12 2.3179e-06 5.9708e-02 9.4029e-01
2.5816e+03 5.9917e-30 7.5931e-22 9.4888e-14 3.7693e-07 2.2151e-02 9.7785e-01
2.7393e+03 4.6398e-31 6.8975e-23 1.2188e-14 8.1052e-08 9.5104e-03 9.9049e-01
2.9067e+03 6.9684e-32 1.1954e-23 2.7437e-15 2.6643e-08 5.1638e-03 9.9484e-01
3.0842e+03 2.2668e-32 4.4138e-24 1.2058e-15 1.4644e-08 3.7413e-03 9.9626e-01
3.2726e+03 1.7432e-32 3.7432e-24 1.1034e-15 1.4132e-08 3.7160e-03 9.9628e-01
3.4725e+03 3.3444e-32 7.5866e-24 2.1564e-15 2.4278e-08 5.0887e-03 9.9491e-01
3.6846e+03 1.9506e-31 4.5075e-23 1.0762e-14 8.5054e-08 1.0373e-02 9.8963e-01
3.9097e+03 2.4450e-30 5.8768e-22 1.0753e-13 5.0744e-07 2.8501e-02 9.7150e-01
4.1484e+03 2.9729e-29 7.1289e-21 9.6361e-13 2.7060e-06 7.2136e-02 9.2786e-01
4.4019e+03 1.6218e-28 3.6280e-20 3.8467e-12 7.5513e-06 1.2464e-01 8.7535e-01
4.6708e+03 2.1058e-28 4.7606e-20 4.8958e-12 9.0785e-06 1.3765e-01 8.6234e-01
4.9561e+03 9.1666e-29 2.3749e-20 2.8613e-12 6.3042e-06 1.1528e-01 8.8471e-01
5.2588e+03 3.4349e-29 1.0353e-20 1.4971e-12 4.0398e-06 9.2428e-02 9.0757e-01
5.5800e+03 1.8456e-29 6.1172e-21 9.9222e-13 3.0423e-06 8.0177e-02 9.1982e-01
5.9209e+03 1.6740e-29 5.9804e-21 1.0098e-12 3.1510e-06 8.2516e-02 9.1748e-01
6.2825e+03 2.3270e-29 8.8869e-21 1.4731e-12 4.2731e-06 9.8190e-02 9.0181e-01
6.6663e+03 5.0906e-29 2.0079e-20 3.0347e-12 7.4272e-06 1.3260e-01 8.6739e-01
7.0735e+03 1.7322e-28 6.9792e-20 8.9800e-12 1.6771e-05 2.0326e-01 7.9673e-01
7.5056e+03 1.0383e-27 4.3598e-19 4.3708e-11 5.3841e-05 3.5970e-01 6.4025e-01
7.9641e+03 8.3944e-27 3.6117e-18 2.5914e-10 1.8796e-04 5.9807e-01 4.0174e-01
8.4505e+03 8.4459e-26 3.5859e-17 1.6684e-09 6.3118e-04 8.2493e-01 1.7444e-01
8.9668e+03 1.6750e-24 7.0966e-16 1.7675e-08 2.6277e-03 9.5892e-01 3.8450e-02
9.5145e+03 1.1296e-22 4.7946e-14 4.6924e-07 1.7535e-02 9.7908e-01 3.3858e-03
1.0096e+04 3.1217e-20 1.2461e-11 3.2877e-05 1.8498e-01 8.1488e-01 1.0372e-04
1.0712e+04 1.0205e-17 3.7896e-09 1.8053e-03 8.5924e-01 1.3895e-01 2.3704e-07
1.1367e+04 3.5483e-15 1.3175e-06 6.0498e-02 9.3798e-01 1.5177e-03 5.9975e-12
1.2062e+04 6.6840e-13 2.8654e-04 8.0548e-01 1.9423e-01 1.1190e-06 2.3987e-18
1.2794e+04 3.3295e-11 1.4549e-02 9.8447e-01 9.8637e-04 3.6249e-12 4.2033e-28
1.3528e+04 1.0517e-09 5.0743e-01 4.9257e-01 9.1376e-07 7.0913e-19 9.1277e-40
1.4194e+04 2.0505e-09 9.7080e-01 2.9196e-02 3.2574e-10 2.6905e-25 0.0000e+00
1.4758e+04 1.9607e-09 9.9591e-01 4.0858e-03 2.3242e-12 3.4674e-29 0.0000e+00
1.5240e+04 2.2202e-09 9.9929e-01 7.0553e-04 3.1479e-14 1.6099e-32 0.0000e+00
1.5647e+04 3.0747e-09 9.9989e-01 1.0551e-04 3.2937e-16 5.3021e-36 0.0000e+00
1.5960e+04 5.1171e-09 9.9999e-01 1.2350e-05 2.0442e-18 7.5866e-40 0.0000e+00
1.6187e+04 6.8200e-09 1.0000e+00 1.8912e-06 2.2123e-20 2.5784e-43 0.0000e+00
1.6354e+04 8.0394e-09 1.0000e+00 3.6606e-07 4.0236e-22 0.0000e+00 0.0000e+00
1.6484e+04 8.3663e-09 1.0000e+00 9.7675e-08 1.5264e-23 0.0000e+00 0.0000e+00
1.6593e+04 7.9094e-09 1.0000e+00 3.5051e-08 1.1532e-24 0.0000e+00 0.0000e+00
1.6692e+04 7.6351e-09 1.0000e+00 1.5862e-08 1.5676e-25 0.0000e+00 0.0000e+00
1.6788e+04 7.3092e-09 1.0000e+00 9.4574e-09 4.2195e-26 0.0000e+00 0.0000e+00
1.6888e+04 7.5288e-09 1.0000e+00 3.2373e-09 2.9439e-27 0.0000e+00 0.0000e+00
1.6999e+04 7.5634e-09 1.0000e+00 1.4125e-09 3.7140e-28 0.0000e+00 0.0000e+00
1.7146e+04 7.6077e-09 1.0000e+00 5.1290e-10 2.9589e-29 0.0000e+00 0.0000e+00
1.7416e+04 8.1401e-09 1.0000e+00 5.7193e-11 1.2639e-31 0.0000e+00 0.0000e+00
1.7888e+04 8.6775e-09 1.0000e+00 2.4449e-12 4.8381e-35 0.0000e+00 0.0000e+00
1.8532e+04 9.8512e-09 1.0000e+00 5.7540e-14 4.2249e-39 0.0000e+00 0.0000e+00
1.9260e+04 9.6387e-09 1.0000e+00 1.3170e-15 3.1529e-43 0.0000e+00 0.0000e+00
2.0034e+04 8.3172e-09 1.0000e+00 4.1975e-17 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 7.6123e-09 1.0000e+00 1.7991e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 7.3634e-09 1.0000e+00 2.2271e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.6654e-09 1.0000e+00 1.5347e-20 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 7.6090e-09 1.0000e+00 1.8289e-21 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 7.7006e-09 1.0000e+00 2.5088e-22 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 8.5536e-09 1.0000e+00 1.9663e-23 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.1146e-09 1.0000e+00 1.7601e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 8.3418e-09 1.0000e+00 3.4216e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 7.0639e-09 1.0000e+00 6.2574e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 5.5700e-09 1.0000e+00 7.0011e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 3.9147e-09 1.0000e+00 8.7779e-29 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.2444e-09 1.0000e+00 1.0771e-30 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.3193e-09 1.0000e+00 8.4153e-32 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 8.5825e-10 1.0000e+00 4.5944e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 7.0679e-10 1.0000e+00 7.9491e-32 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 5.0414e-10 1.0000e+00 4.0989e-37 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.1759e-10 1.0000e+00 2.6384e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 4.1432e-10 1.0000e+00 4.3194e-31 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.4083e-10 1.0000e+00 4.2293e-36 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.8876e-10 1.0000e+00 4.3409e-38 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.6862e-10 1.0000e+00 9.6361e-40 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.3447e-10 1.0000e+00 4.4516e-40 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.1527e-10 1.0000e+00 7.9578e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 7.9683e-11 1.0000e+00 4.4255e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 5.8617e-11 1.0000e+00 1.5675e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 4.7376e-11 1.0000e+00 3.2236e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.3363e-11 1.0000e+00 2.0857e-41 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.1741e-11 1.0000e+00 8.7484e-41 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.8577e-11 1.0000e+00 4.3370e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.1625e-11 1.0000e+00 7.5460e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.6737e-11 1.0000e+00 1.3496e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.3078e-11 1.0000e+00 3.6128e-40 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0865e-11 1.0000e+00 1.6481e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0919e-11 1.0000e+00 6.7069e-37 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 8.9708e-12 1.0000e+00 8.5479e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.5721e-12 1.0000e+00 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 8.7119e-12 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0755e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.2095e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 2.2810e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 2.7717e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.6283e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 2.7565e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 2.7082e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 2.7867e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 2.3773e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.5356e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 5.1508
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.4010e+02 2.9670e-16 8.0309e-07 6.5484e-02 9.3383e-01 6.8347e-04 4.9741e-13
8.8623e+02 1.1038e-11 3.4427e-04 6.7432e-01 3.2532e-01 1.1649e-05 6.6292e-16
9.0614e+02 1.0760e-12 3.7688e-05 2.5849e-01 7.4119e-01 2.7951e-04 3.4404e-13
9.4442e+02 2.1225e-14 8.1429e-07 2.9940e-02 9.6102e-01 9.0424e-03 7.4913e-10
9.9911e+02 2.6170e-15 1.0247e-07 8.7189e-03 9.4574e-01 4.5540e-02 3.2026e-08
1.0608e+03 1.1769e-15 4.6781e-08 5.4152e-03 9.1494e-01 7.9641e-02 1.2123e-07
1.1257e+03 8.7036e-16 3.4794e-08 4.5131e-03 8.9818e-01 9.7302e-02 1.9698e-07
1.1944e+03 6.5537e-16 2.6338e-08 3.7964e-03 8.7948e-01 1.1672e-01 3.0785e-07
1.2673e+03 3.8397e-16 1.5573e-08 2.7265e-03 8.3590e-01 1.6137e-01 6.9361e-07
1.3448e+03 1.1931e-16 4.9447e-09 1.2924e-03 7.0486e-01 2.9384e-01 3.4395e-06
1.4269e+03 1.4591e-17 6.3441e-10 3.1170e-04 4.1890e-01 5.8075e-01 3.2278e-05
1.5140e+03 9.3782e-19 4.4434e-11 4.4291e-05 1.6146e-01 8.3824e-01 2.5488e-04
1.6065e+03 6.6410e-20 3.4695e-12 6.4839e-06 5.6955e-02 9.4178e-01 1.2613e-03
1.7047e+03 5.9818e-21 3.3223e-13 1.0758e-06 2.0710e-02 9.7428e-01 5.0105e-03
1.8088e+03 5.6773e-22 3.2921e-14 1.8010e-07 7.4281e-03 9.7377e-01 1.8805e-02
1.9193e+03 4.3661e-23 2.7243e-15 2.6027e-08 2.4027e-03 9.2623e-01 7.1370e-02
2.0365e+03 2.8999e-24 2.0157e-16 3.3596e-09 6.8963e-04 7.6976e-01 2.2956e-01
2.1609e+03 1.3555e-25 1.0882e-17 3.1742e-10 1.4514e-04 4.6767e-01 5.3218e-01
2.2929e+03 4.5995e-27 4.3813e-19 2.1946e-11 2.1791e-05 1.9552e-01 8.0445e-01
2.4330e+03 1.7066e-28 1.9112e-20 1.5426e-12 3.0820e-06 7.0208e-02 9.2979e-01
2.5816e+03 8.4127e-30 1.1021e-21 1.3466e-13 4.9899e-07 2.6046e-02 9.7395e-01
2.7393e+03 6.5763e-31 1.0049e-22 1.7356e-14 1.0762e-07 1.1205e-02 9.8879e-01
2.9067e+03 9.8353e-32 1.7306e-23 3.8889e-15 3.5272e-08 6.0750e-03 9.9392e-01
3.0842e+03 3.1601e-32 6.3132e-24 1.6924e-15 1.9252e-08 4.3850e-03 9.9562e-01
3.2726e+03 2.4649e-32 5.4285e-24 1.5671e-15 1.8744e-08 4.3767e-03 9.9562e-01
3.4725e+03 4.8488e-32 1.1280e-23 3.1263e-15 3.2684e-08 6.0432e-03 9.9396e-01
3.6846e+03 2.8900e-31 6.8687e-23 1.5920e-14 1.1618e-07 1.2418e-02 9.8758e-01
3.9097e+03 3.5624e-30 8.8786e-22 1.5778e-13 6.8845e-07 3.3966e-02 9.6603e-01
4.1484e+03 4.2927e-29 1.0716e-20 1.4041e-12 3.6429e-06 8.5300e-02 9.1470e-01
4.4019e+03 2.3741e-28 5.5278e-20 5.6542e-12 1.0199e-05 1.4691e-01 8.5308e-01
4.6708e+03 3.1561e-28 7.4221e-20 7.3334e-12 1.2423e-05 1.6313e-01 8.3685e-01
4.9561e+03 1.4044e-28 3.7848e-20 4.3718e-12 8.7671e-06 1.3811e-01 8.6188e-01
5.2588e+03 5.3842e-29 1.6884e-20 2.3362e-12 5.7165e-06 1.1204e-01 8.8795e-01
5.5800e+03 2.8687e-29 9.9034e-21 1.5403e-12 4.2927e-06 9.7181e-02 9.0281e-01
5.9209e+03 2.6107e-29 9.7201e-21 1.5727e-12 4.4566e-06 1.0013e-01 8.9987e-01
6.2825e+03 3.7290e-29 1.4835e-20 2.3444e-12 6.1343e-06 1.1988e-01 8.8011e-01
6.6663e+03 8.1983e-29 3.3672e-20 4.8370e-12 1.0646e-05 1.6111e-01 8.3888e-01
7.0735e+03 2.9051e-28 1.2166e-19 1.4725e-11 2.4404e-05 2.4657e-01 7.5340e-01
7.5056e+03 1.7274e-27 7.5394e-19 7.0586e-11 7.6525e-05 4.2197e-01 5.7796e-01
7.9641e+03 1.3166e-26 5.9038e-18 3.9481e-10 2.5165e-04 6.5974e-01 3.4000e-01
8.4505e+03 1.2859e-25 5.7094e-17 2.4597e-09 8.1030e-04 8.6178e-01 1.3741e-01
8.9668e+03 2.6367e-24 1.1735e-15 2.6634e-08 3.3682e-03 9.6859e-01 2.8041e-02
9.5145e+03 1.9132e-22 8.5125e-14 7.4320e-07 2.2967e-02 9.7471e-01 2.3219e-03
1.0096e+04 4.9138e-20 2.0546e-11 4.8572e-05 2.2779e-01 7.7209e-01 6.8732e-05
