#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 18
#vel_mid[km/s] S0 S1 S2 S3 S4 S5 S6 S7
2.763753E+04 3.402963E-07 9.918884E-01 8.111237E-03 1.658806E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 3.319511E-07 9.943147E-01 5.685014E-03 5.994087E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 3.066589E-07 9.960510E-01 3.948728E-03 2.027817E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 2.464119E-07 9.968481E-01 3.151664E-03 9.129550E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 1.812468E-07 9.970445E-01 2.955274E-03 6.035283E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 15.0
#NVEL: 39
#vel_mid[km/s] S0 S1 S2 S3 S4 S5 S6 S7
9.648220E+03 9.294566E-16 5.498373E-07 4.787265E-02 9.506613E-01 1.465450E-03 8.389653E-13 3.707508E-27 0.000000E+00
1.009565E+04 6.028153E-16 3.722052E-07 3.717881E-02 9.603935E-01 2.427340E-03 3.659784E-12 5.736076E-26 0.000000E+00
1.071233E+04 1.597030E-15 8.320095E-07 5.888004E-02 9.397439E-01 1.375231E-03 1.067090E-12 8.007802E-27 0.000000E+00
1.136668E+04 1.200527E-14 4.606547E-06 1.569432E-01 8.427564E-01 2.958274E-04 2.819258E-14 0.000000E+00 0.000000E+00
1.206113E+04 2.173302E-13 5.264872E-05 5.373708E-01 4.625632E-01 1.333515E-05 2.720732E-17 0.000000E+00 0.000000E+00
1.279345E+04 4.663857E-12 5.708498E-04 9.482595E-01 5.116963E-02 3.180451E-08 1.603556E-22 0.000000E+00 0.000000E+00
1.352863E+04 9.048649E-11 4.787358E-03 9.929038E-01 2.308886E-03 1.869526E-11 1.070876E-28 0.000000E+00 0.000000E+00
1.419473E+04 7.868959E-10 2.255255E-02 9.772394E-01 2.080333E-04 6.147937E-14 0.000000E+00 0.000000E+00 0.000000E+00
1.475775E+04 2.665559E-09 5.550097E-02 9.444527E-01 4.633500E-05 1.752991E-15 0.000000E+00 0.000000E+00 0.000000E+00
1.524048E+04 8.627210E-09 1.209686E-01 8.790190E-01 1.241487E-05 8.766997E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.564700E+04 3.319578E-08 2.667159E-01 7.332813E-01 2.726886E-06 3.400559E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.596030E+04 1.325258E-07 5.265239E-01 4.734756E-01 4.005961E-07 7.619724E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.618740E+04 2.851745E-07 7.200174E-01 2.799823E-01 7.291053E-08 2.937397E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.635415E+04 4.320828E-07 8.233208E-01 1.766788E-01 1.924158E-08 2.392186E-22 0.000000E+00 0.000000E+00 0.000000E+00
1.648418E+04 5.069709E-07 8.687488E-01 1.312507E-01 8.105740E-09 4.510483E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.659312E+04 4.993369E-07 8.825816E-01 1.174179E-01 5.568157E-09 2.050309E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.669200E+04 4.744726E-07 8.864371E-01 1.135625E-01 4.811584E-09 1.462061E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.678858E+04 4.652885E-07 8.922990E-01 1.077006E-01 4.015831E-09 9.991610E-24 0.000000E+00 0.000000E+00 0.000000E+00
1.688835E+04 4.770061E-07 9.041377E-01 9.586178E-02 2.835773E-09 5.011494E-24 0.000000E+00 0.000000E+00 0.000000E+00
1.699880E+04 4.745040E-07 9.109665E-01 8.903299E-02 2.247920E-09 3.123035E-24 0.000000E+00 0.000000E+00 0.000000E+00
1.714640E+04 4.733513E-07 9.188801E-01 8.111939E-02 1.685896E-09 1.745432E-24 0.000000E+00 0.000000E+00 0.000000E+00
1.741525E+04 4.737659E-07 9.311640E-01 6.883550E-02 1.028538E-09 6.510015E-25 0.000000E+00 0.000000E+00 0.000000E+00
1.788812E+04 4.444162E-07 9.421551E-01 5.784449E-02 5.867044E-10 2.039107E-25 0.000000E+00 0.000000E+00 0.000000E+00
1.853238E+04 4.657123E-07 9.583914E-01 4.160817E-02 2.338285E-10 3.483644E-26 0.000000E+00 0.000000E+00 0.000000E+00
1.926078E+04 4.788835E-07 9.701784E-01 2.982113E-02 9.216859E-11 5.789541E-27 0.000000E+00 0.000000E+00 0.000000E+00
2.003410E+04 4.694622E-07 9.781334E-01 2.186616E-02 3.747821E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.083800E+04 4.656638E-07 9.842313E-01 1.576822E-02 1.472706E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.164798E+04 4.937012E-07 9.894088E-01 1.059069E-02 4.996773E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.244795E+04 4.782338E-07 9.919830E-01 8.016493E-03 2.225284E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.324590E+04 4.382151E-07 9.933378E-01 6.661768E-03 1.240087E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.405250E+04 4.150196E-07 9.946533E-01 5.346281E-03 6.412024E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.486775E+04 4.005076E-07 9.956961E-01 4.303481E-03 3.404781E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.569888E+04 3.853995E-07 9.964888E-01 3.510808E-03 1.876728E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.658715E+04 3.725141E-07 9.972655E-01 2.734129E-03 9.062634E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 3.438008E-07 9.977587E-01 2.240983E-03 4.910104E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 3.229287E-07 9.983058E-01 1.693879E-03 2.154540E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 2.786860E-07 9.986342E-01 1.365477E-03 1.067928E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 2.094547E-07 9.987373E-01 1.262485E-03 6.991864E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 1.494465E-07 9.987362E-01 1.263679E-03 5.454653E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 20.0
#NVEL: 45
#vel_mid[km/s] S0 S1 S2 S3 S4 S5 S6 S7
6.681933E+03 2.350367E-17 2.870603E-08 8.741153E-03 9.765461E-01 1.471275E-02 2.482883E-10 6.462130E-23 0.000000E+00
7.073503E+03 1.048697E-17 1.413048E-08 5.615046E-03 9.646191E-01 2.976588E-02 1.838502E-09 2.533519E-21 0.000000E+00
7.505583E+03 9.090616E-18 1.263262E-08 5.272323E-03 9.601372E-01 3.459047E-02 3.055256E-09 6.862950E-21 0.000000E+00
7.964053E+03 1.127810E-17 1.528391E-08 5.961952E-03 9.626815E-01 3.135656E-02 2.635148E-09 5.828892E-21 0.000000E+00
8.450525E+03 2.052199E-17 2.500301E-08 8.030518E-03 9.691653E-01 2.280420E-02 1.311844E-09 1.922894E-21 0.000000E+00
8.966715E+03 4.350637E-17 4.680884E-08 1.175089E-02 9.736249E-01 1.462417E-02 4.718118E-10 3.578544E-22 0.000000E+00
9.514450E+03 1.172914E-16 1.081461E-07 1.949891E-02 9.727671E-01 7.733890E-03 1.038337E-10 2.818442E-23 0.000000E+00
1.009565E+04 6.136584E-16 4.322875E-07 4.414794E-02 9.532927E-01 2.558930E-03 7.162426E-12 2.992686E-25 0.000000E+00
1.071233E+04 7.029934E-15 3.350343E-06 1.427357E-01 8.568415E-01 4.194949E-04 9.276801E-14 1.812495E-28 0.000000E+00
1.136668E+04 1.846507E-13 5.057150E-05 5.531691E-01 4.467660E-01 1.431395E-05 4.836231E-17 0.000000E+00 0.000000E+00
1.206113E+04 3.958095E-12 5.530080E-04 9.516948E-01 4.775220E-02 3.257774E-08 2.640753E-22 0.000000E+00 0.000000E+00
1.279345E+04 8.821208E-11 5.169802E-03 9.928907E-01 1.939538E-03 1.512981E-11 0.000000E+00 0.000000E+00 0.000000E+00
1.352863E+04 1.046017E-09 2.997783E-02 9.698873E-01 1.348944E-04 2.788082E-14 0.000000E+00 0.000000E+00 0.000000E+00
1.419473E+04 4.738909E-09 8.996568E-02 9.100129E-01 2.146213E-05 3.770719E-16 0.000000E+00 0.000000E+00 0.000000E+00
1.475775E+04 1.114472E-08 1.706466E-01 8.293472E-01 6.162439E-06 2.129432E-17 0.000000E+00 0.000000E+00 0.000000E+00
1.524048E+04 2.657045E-08 2.951919E-01 7.048062E-01 1.872747E-06 1.625101E-18 0.000000E+00 0.000000E+00 0.000000E+00
1.564700E+04 7.425408E-08 5.000392E-01 4.999603E-01 4.106307E-07 7.826764E-20 0.000000E+00 0.000000E+00 0.000000E+00
1.596030E+04 2.250396E-07 7.538300E-01 2.461697E-01 4.644843E-08 1.360822E-21 0.000000E+00 0.000000E+00 0.000000E+00
1.618740E+04 4.195730E-07 8.803264E-01 1.196732E-01 6.649008E-09 3.865022E-23 0.000000E+00 0.000000E+00 0.000000E+00
1.635415E+04 5.862702E-07 9.303958E-01 6.960358E-02 1.623744E-09 2.917247E-24 0.000000E+00 0.000000E+00 0.000000E+00
1.648418E+04 6.441336E-07 9.471711E-01 5.282822E-02 7.641060E-10 6.918619E-25 0.000000E+00 0.000000E+00 0.000000E+00
1.659312E+04 6.256497E-07 9.529800E-01 4.701942E-02 5.270430E-10 3.192133E-25 0.000000E+00 0.000000E+00 0.000000E+00
1.669200E+04 6.036550E-07 9.562990E-01 4.370038E-02 4.124618E-10 1.895070E-25 0.000000E+00 0.000000E+00 0.000000E+00
1.678858E+04 5.932594E-07 9.594116E-01 4.058779E-02 3.270807E-10 1.173744E-25 0.000000E+00 0.000000E+00 0.000000E+00
1.688835E+04 5.846149E-07 9.620357E-01 3.796370E-02 2.657193E-10 7.659794E-26 0.000000E+00 0.000000E+00 0.000000E+00
1.699880E+04 5.767818E-07 9.647931E-01 3.520628E-02 2.107923E-10 4.772277E-26 0.000000E+00 0.000000E+00 0.000000E+00
1.714640E+04 5.710741E-07 9.680158E-01 3.198367E-02 1.583595E-10 2.687899E-26 0.000000E+00 0.000000E+00 0.000000E+00
1.741525E+04 5.678983E-07 9.733510E-01 2.664838E-02 9.304788E-11 9.348033E-27 0.000000E+00 0.000000E+00 0.000000E+00
1.788812E+04 5.313560E-07 9.781866E-01 2.181292E-02 4.984548E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.853238E+04 5.562813E-07 9.849309E-01 1.506850E-02 1.812798E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.926078E+04 5.776532E-07 9.897990E-01 1.020040E-02 6.211081E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.003410E+04 5.597065E-07 9.925231E-01 7.476309E-03 2.536026E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.083800E+04 5.467250E-07 9.945461E-01 5.453307E-03 1.028971E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.164798E+04 5.719898E-07 9.963041E-01 3.695330E-03 3.581579E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.244795E+04 5.509178E-07 9.972006E-01 2.798874E-03 1.597976E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.324590E+04 5.167933E-07 9.978100E-01 2.189532E-03 7.642065E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.405250E+04 4.782186E-07 9.981667E-01 1.832803E-03 4.395529E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.486775E+04 4.589180E-07 9.985192E-01 1.480328E-03 2.353378E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.569888E+04 4.353092E-07 9.987631E-01 1.236513E-03 1.374367E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.658715E+04 3.992282E-07 9.989235E-01 1.076131E-03 8.786718E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.763753E+04 3.672418E-07 9.991154E-01 8.841963E-04 4.787958E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.898698E+04 3.384672E-07 9.993040E-01 6.956808E-04 2.326644E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.065218E+04 2.917906E-07 9.994378E-01 5.618953E-04 1.158836E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.251555E+04 2.163459E-07 9.994638E-01 5.359456E-04 8.194830E-16 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.423965E+04 1.509453E-07 9.994361E-01 5.637964E-04 7.236305E-16 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
