#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
3272.56 8.46e-17 6.48e-08 1.94e-02 9.80e-01 1.73e-04 1.90e-14 6.33e-31 
3472.46 8.79e-17 7.28e-08 2.20e-02 9.78e-01 1.46e-04 1.31e-14 4.87e-31 
3684.57 8.88e-17 8.11e-08 2.46e-02 9.75e-01 8.30e-05 2.96e-15 1.03e-31 
3909.64 8.74e-17 9.28e-08 2.86e-02 9.71e-01 9.54e-05 2.83e-15 2.33e-31 
4148.46 1.07e-16 1.23e-07 3.59e-02 9.64e-01 9.11e-05 1.91e-15 7.23e-31 
4401.86 1.84e-16 2.00e-07 4.93e-02 9.51e-01 1.55e-05 5.73e-17 6.37e-32 
4670.75 3.15e-16 3.31e-07 6.94e-02 9.31e-01 9.76e-06 1.98e-17 6.22e-32 
4956.05 4.09e-16 4.59e-07 9.15e-02 9.09e-01 4.00e-06 3.07e-18 2.99e-32 
5258.79 4.80e-16 5.81e-07 1.12e-01 8.88e-01 4.00e-06 2.00e-18 1.90e-31 
5580.02 8.15e-16 9.87e-07 1.64e-01 8.36e-01 6.31e-06 2.01e-18 5.90e-31 
5920.87 1.39e-15 1.64e-06 2.33e-01 7.67e-01 8.93e-07 4.26e-20 1.09e-31 
6282.54 2.47e-15 2.89e-06 3.41e-01 6.59e-01 2.02e-05 1.56e-17 3.03e-29 
6666.30 4.92e-15 5.49e-06 4.98e-01 5.02e-01 1.69e-07 6.62e-22 1.63e-31 
7073.50 1.03e-14 1.07e-05 6.88e-01 3.12e-01 1.01e-08 3.77e-24 9.39e-32 
7505.58 2.00e-14 1.94e-05 8.44e-01 1.56e-01 6.31e-10 1.24e-25 2.19e-31 
7964.05 4.56e-14 3.86e-05 9.56e-01 4.37e-02 2.05e-11 6.36e-29 1.46e-32 
8450.53 1.21e-13 8.14e-05 9.90e-01 9.45e-03 2.39e-13 9.70e-34 1.77e-32 
8966.72 3.22e-13 1.76e-04 9.98e-01 1.97e-03 5.50e-15 4.71e-37 1.90e-32 
9514.44 9.69e-13 4.16e-04 9.99e-01 3.35e-04 2.19e-17 1.59e-37 4.45e-33 
10095.62 3.69e-12 1.17e-03 9.99e-01 3.59e-05 3.95e-20 2.21e-37 1.02e-33 
10712.30 1.46e-11 3.34e-03 9.97e-01 1.74e-06 1.54e-23 3.55e-37 2.66e-37 
11366.65 6.73e-11 1.08e-02 9.89e-01 1.12e-07 1.04e-26 6.75e-37 1.12e-35 
12061.10 2.89e-10 3.26e-02 9.67e-01 1.23e-07 1.65e-27 1.47e-36 2.67e-32 
12793.43 1.27e-09 1.00e-01 9.00e-01 1.18e-09 2.77e-32 3.14e-36 1.41e-36 
13528.61 4.27e-09 2.37e-01 7.63e-01 1.91e-11 1.07e-35 6.31e-36 2.85e-36 
14194.74 1.27e-08 5.18e-01 4.82e-01 1.64e-12 2.10e-35 1.25e-35 5.68e-36 
14757.77 2.18e-08 6.81e-01 3.19e-01 3.03e-14 4.04e-35 2.41e-35 1.11e-35 
15240.48 4.43e-08 8.95e-01 1.05e-01 1.35e-16 6.59e-35 3.96e-35 1.82e-35 
15646.99 7.84e-08 9.65e-01 3.53e-02 9.84e-18 9.39e-35 5.65e-35 2.62e-35 
15960.30 1.30e-07 9.95e-01 4.75e-03 5.78e-20 1.15e-34 6.96e-35 3.24e-35 
16187.41 1.78e-07 9.97e-01 2.60e-03 7.74e-21 1.71e-34 1.04e-34 4.83e-35 
16354.17 1.52e-07 9.99e-01 8.26e-04 4.97e-23 2.57e-34 1.55e-34 7.26e-35 
16484.18 1.55e-07 9.99e-01 9.30e-04 3.73e-23 3.81e-34 2.30e-34 1.08e-34 
16593.12 1.44e-07 9.98e-01 1.91e-03 2.08e-21 5.39e-34 3.27e-34 1.53e-34 
16691.99 1.40e-07 9.99e-01 5.60e-04 8.18e-24 7.09e-34 4.30e-34 2.02e-34 
16788.59 1.48e-07 1.00e+00 4.88e-04 4.13e-24 8.95e-34 5.43e-34 2.55e-34 
16888.37 1.39e-07 9.99e-01 9.36e-04 6.10e-24 1.13e-33 6.85e-34 3.22e-34 
16998.79 2.09e-07 9.99e-01 9.03e-04 4.12e-23 1.47e-33 8.93e-34 4.21e-34 
17146.37 1.39e-07 1.00e+00 2.58e-04 5.90e-25 2.00e-33 1.22e-33 5.74e-34 
17415.23 1.41e-07 1.00e+00 3.99e-04 4.01e-24 3.08e-33 1.87e-33 8.86e-34 
17888.12 1.39e-07 9.98e-01 1.62e-03 1.05e-22 6.07e-33 3.70e-33 1.76e-33 
18532.37 1.55e-07 1.00e+00 9.53e-05 4.49e-27 1.03e-32 6.30e-33 3.01e-33 
19260.76 1.71e-07 1.00e+00 1.89e-04 1.65e-27 1.58e-32 9.65e-33 4.62e-33 
20034.10 1.96e-07 1.00e+00 2.63e-05 5.83e-29 2.37e-32 1.45e-32 6.97e-33 
20838.00 2.23e-07 1.00e+00 4.55e-06 1.51e-29 3.47e-32 2.13e-32 1.03e-32 
21647.97 2.62e-07 1.00e+00 2.74e-06 1.49e-30 4.82e-32 2.96e-32 1.44e-32 
22447.94 3.26e-07 1.00e+00 2.27e-05 2.47e-28 7.12e-32 4.38e-32 2.13e-32 
23245.88 2.92e-07 1.00e+00 1.74e-06 4.61e-28 1.09e-31 6.72e-32 3.29e-32 
24052.47 3.32e-07 1.00e+00 7.04e-07 8.84e-28 1.69e-31 1.04e-31 5.13e-32 
24867.72 3.68e-07 1.00e+00 1.87e-07 5.11e-29 2.62e-31 1.62e-31 7.97e-32 
25698.86 4.18e-07 1.00e+00 2.62e-07 3.09e-27 4.04e-31 2.50e-31 1.24e-31 
26587.16 4.41e-07 1.00e+00 4.06e-07 1.03e-26 6.06e-31 3.75e-31 1.85e-31 
27637.54 6.04e-07 1.00e+00 2.49e-07 1.31e-28 8.21e-31 5.07e-31 2.51e-31 
28986.97 6.55e-07 1.00e+00 1.38e-07 9.07e-27 1.01e-30 6.26e-31 3.10e-31 
#TIME: 23.57 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 8.04e-17 7.07e-08 1.72e-02 9.83e-01 1.79e-04 2.17e-14 1.63e-30 
999.11 9.90e-17 8.18e-08 1.89e-02 9.81e-01 1.81e-04 2.06e-14 1.76e-30 
1267.34 1.11e-16 8.63e-08 1.97e-02 9.80e-01 1.68e-04 1.57e-14 7.53e-31 
1514.05 1.38e-16 1.00e-07 2.15e-02 9.78e-01 1.17e-04 8.94e-15 3.85e-31 
1808.80 1.29e-16 9.40e-08 2.08e-02 9.79e-01 1.50e-04 1.23e-14 6.55e-31 
1919.29 1.46e-16 1.01e-07 2.21e-02 9.78e-01 2.21e-04 3.18e-14 1.60e-30 
2160.92 1.51e-16 1.02e-07 2.23e-02 9.78e-01 1.24e-04 9.63e-15 3.23e-31 
2292.92 1.33e-16 9.20e-08 2.14e-02 9.78e-01 2.10e-04 2.11e-14 1.18e-30 
2432.98 1.28e-16 8.82e-08 2.14e-02 9.79e-01 1.01e-04 7.92e-15 2.17e-31 
2581.60 1.32e-16 9.10e-08 2.22e-02 9.78e-01 1.83e-04 2.27e-14 7.11e-31 
2739.29 1.39e-16 9.53e-08 2.33e-02 9.77e-01 1.49e-04 1.45e-14 7.64e-31 
2906.62 1.60e-16 1.09e-07 2.60e-02 9.74e-01 1.04e-04 5.85e-15 2.04e-31 
3084.17 1.63e-16 1.15e-07 2.79e-02 9.72e-01 1.01e-04 4.40e-15 1.36e-31 
3272.56 1.56e-16 1.19e-07 2.99e-02 9.70e-01 1.05e-04 4.73e-15 2.19e-31 
3472.46 1.62e-16 1.33e-07 3.37e-02 9.66e-01 6.18e-05 1.44e-15 1.04e-31 
3684.57 1.68e-16 1.52e-07 3.86e-02 9.61e-01 4.48e-05 6.36e-16 2.20e-31 
3909.64 1.62e-16 1.72e-07 4.43e-02 9.56e-01 2.30e-05 1.60e-16 6.63e-32 
4148.46 1.99e-16 2.25e-07 5.48e-02 9.45e-01 3.22e-05 1.46e-16 8.98e-32 
4401.86 3.47e-16 3.75e-07 7.67e-02 9.23e-01 6.88e-06 8.54e-18 1.40e-31 
4670.75 5.89e-16 6.16e-07 1.08e-01 8.92e-01 3.40e-06 1.97e-18 7.79e-32 
4956.05 7.26e-16 8.20e-07 1.36e-01 8.64e-01 2.51e-06 5.94e-19 1.55e-31 
5258.79 9.02e-16 1.09e-06 1.74e-01 8.26e-01 1.18e-06 1.33e-19 5.80e-32 
5580.02 1.44e-15 1.73e-06 2.39e-01 7.61e-01 4.53e-07 1.34e-20 5.97e-33 
5920.87 2.42e-15 2.84e-06 3.34e-01 6.66e-01 3.49e-06 1.70e-19 3.80e-30 
6282.54 4.23e-15 4.83e-06 4.64e-01 5.36e-01 2.16e-07 7.36e-22 4.81e-35 
6666.30 8.03e-15 8.60e-06 6.28e-01 3.72e-01 1.12e-08 1.47e-23 2.26e-32 
7073.50 1.61e-14 1.58e-05 7.99e-01 2.01e-01 2.18e-09 4.81e-25 1.26e-31 
7505.58 3.10e-14 2.78e-05 9.12e-01 8.76e-02 1.09e-10 7.30e-28 5.93e-33 
7964.05 6.93e-14 5.28e-05 9.77e-01 2.30e-02 2.11e-12 6.20e-32 9.47e-34 
8450.53 1.76e-13 1.08e-04 9.95e-01 5.37e-03 4.02e-14 3.41e-35 2.97e-32 
8966.72 4.55e-13 2.28e-04 9.99e-01 1.25e-03 5.54e-16 1.30e-37 1.77e-32 
9514.44 1.33e-12 5.28e-04 9.99e-01 3.00e-04 1.19e-17 1.68e-37 9.42e-33 
10095.62 5.17e-12 1.51e-03 9.98e-01 3.19e-05 2.45e-20 2.35e-37 3.05e-33 
10712.30 2.12e-11 4.44e-03 9.96e-01 1.02e-06 3.22e-24 3.77e-37 1.34e-34 
11366.65 9.50e-11 1.39e-02 9.86e-01 2.32e-06 4.35e-24 7.16e-37 5.19e-32 
12061.10 4.06e-10 4.21e-02 9.58e-01 2.07e-08 2.73e-29 1.57e-36 4.18e-36 
12793.43 1.60e-09 1.16e-01 8.84e-01 1.38e-09 5.17e-33 3.34e-36 1.50e-36 
13528.61 6.19e-09 3.14e-01 6.86e-01 9.37e-12 1.13e-35 6.69e-36 3.03e-36 
14194.74 1.54e-08 5.87e-01 4.13e-01 3.17e-13 2.23e-35 1.32e-35 6.04e-36 
14757.77 2.88e-08 7.89e-01 2.11e-01 2.04e-15 4.27e-35 2.56e-35 1.18e-35 
15240.48 5.60e-08 9.32e-01 6.83e-02 2.36e-16 6.98e-35 4.20e-35 1.94e-35 
15646.99 9.60e-08 9.81e-01 1.94e-02 1.36e-18 9.95e-35 6.00e-35 2.79e-35 
15960.30 1.61e-07 9.97e-01 2.60e-03 1.27e-20 1.22e-34 7.38e-35 3.44e-35 
16187.41 2.01e-07 9.99e-01 1.38e-03 6.21e-22 1.81e-34 1.10e-34 5.14e-35 
16354.17 2.14e-07 9.99e-01 6.27e-04 8.53e-23 2.72e-34 1.65e-34 7.72e-35 
16484.18 1.70e-07 9.99e-01 6.89e-04 6.78e-23 4.03e-34 2.44e-34 1.15e-34 
16593.12 2.37e-07 9.99e-01 8.14e-04 2.34e-22 5.71e-34 3.46e-34 1.63e-34 
16691.99 2.70e-07 9.99e-01 6.19e-04 4.96e-23 7.51e-34 4.56e-34 2.15e-34 
16788.59 1.60e-07 1.00e+00 3.36e-04 8.08e-25 9.49e-34 5.76e-34 2.71e-34 
16888.37 1.55e-07 1.00e+00 2.34e-04 5.60e-25 1.20e-33 7.27e-34 3.43e-34 
16998.79 1.56e-07 1.00e+00 2.42e-04 3.90e-25 1.56e-33 9.47e-34 4.48e-34 
17146.37 2.12e-07 1.00e+00 3.80e-04 3.79e-24 2.12e-33 1.29e-33 6.10e-34 
17415.23 2.52e-07 9.99e-01 7.57e-04 5.45e-22 3.26e-33 1.99e-33 9.42e-34 
17888.12 1.54e-07 1.00e+00 2.23e-04 5.10e-25 6.43e-33 3.92e-33 1.87e-33 
18532.37 1.76e-07 1.00e+00 5.54e-05 8.00e-27 1.09e-32 6.69e-33 3.20e-33 
19260.76 2.03e-07 1.00e+00 2.81e-05 1.05e-28 1.67e-32 1.02e-32 4.92e-33 
20034.10 2.26e-07 1.00e+00 9.04e-06 1.63e-29 2.51e-32 1.54e-32 7.42e-33 
20838.00 2.67e-07 1.00e+00 2.28e-06 1.17e-29 3.68e-32 2.26e-32 1.09e-32 
21647.97 3.11e-07 1.00e+00 1.58e-06 2.79e-29 5.11e-32 3.14e-32 1.53e-32 
22447.94 7.58e-07 1.00e+00 2.80e-04 1.98e-27 7.55e-32 4.64e-32 2.27e-32 
23245.88 3.67e-07 1.00e+00 8.39e-07 9.43e-29 1.16e-31 7.13e-32 3.50e-32 
24052.47 4.17e-07 1.00e+00 1.54e-06 7.40e-29 1.79e-31 1.11e-31 5.45e-32 
24867.72 7.71e-07 1.00e+00 1.22e-05 2.17e-27 2.78e-31 1.71e-31 8.48e-32 
25698.86 5.47e-07 1.00e+00 9.59e-07 1.06e-27 4.30e-31 2.65e-31 1.31e-31 
26587.16 4.96e-07 1.00e+00 1.60e-08 1.12e-30 6.45e-31 3.98e-31 1.97e-31 
27637.54 6.06e-07 1.00e+00 1.88e-07 1.57e-27 8.73e-31 5.40e-31 2.67e-31 
28986.97 8.58e-07 1.00e+00 2.17e-06 1.08e-26 1.08e-30 6.66e-31 3.30e-31 
#TIME: 24.06 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.69e-16 1.44e-07 2.81e-02 9.72e-01 6.78e-05 1.90e-15 2.84e-32 
999.11 1.92e-16 1.51e-07 2.94e-02 9.70e-01 1.39e-04 1.01e-14 1.56e-31 
1267.34 2.03e-16 1.61e-07 3.05e-02 9.69e-01 7.53e-05 2.23e-15 3.25e-32 
1514.05 2.70e-16 1.96e-07 3.43e-02 9.66e-01 7.35e-05 2.83e-15 1.06e-31 
1808.80 2.53e-16 1.79e-07 3.26e-02 9.67e-01 5.89e-05 1.68e-15 1.98e-32 
1919.29 2.73e-16 1.85e-07 3.36e-02 9.66e-01 5.11e-05 1.23e-15 1.06e-32 
2160.92 2.72e-16 1.83e-07 3.40e-02 9.66e-01 5.68e-05 1.60e-15 4.14e-32 
2292.92 2.54e-16 1.74e-07 3.33e-02 9.67e-01 9.09e-05 3.53e-15 5.62e-32 
2432.98 2.33e-16 1.61e-07 3.26e-02 9.67e-01 1.27e-04 6.85e-15 2.63e-31 
2581.60 2.56e-16 1.72e-07 3.47e-02 9.65e-01 1.22e-04 2.90e-15 7.09e-32 
2739.29 2.65e-16 1.78e-07 3.60e-02 9.64e-01 7.26e-05 2.33e-15 7.97e-32 
2906.62 2.98e-16 2.00e-07 3.99e-02 9.60e-01 5.78e-05 1.02e-15 8.96e-32 
3084.17 3.08e-16 2.16e-07 4.37e-02 9.56e-01 4.29e-05 7.74e-16 1.08e-31 
3272.56 2.88e-16 2.18e-07 4.60e-02 9.54e-01 3.10e-05 3.31e-16 5.34e-32 
3472.46 2.98e-16 2.45e-07 5.20e-02 9.48e-01 4.85e-05 5.61e-16 3.54e-31 
3684.57 3.06e-16 2.79e-07 5.94e-02 9.41e-01 1.55e-05 5.68e-17 9.15e-32 
3909.64 3.02e-16 3.18e-07 6.89e-02 9.31e-01 1.06e-05 1.95e-17 1.45e-31 
4148.46 3.77e-16 4.26e-07 8.65e-02 9.13e-01 4.93e-06 4.17e-18 3.40e-32 
4401.86 6.45e-16 6.93e-07 1.17e-01 8.83e-01 8.48e-06 6.94e-18 7.76e-31 
4670.75 1.11e-15 1.17e-06 1.69e-01 8.31e-01 1.50e-06 3.12e-19 1.26e-31 
4956.05 1.38e-15 1.55e-06 2.11e-01 7.89e-01 9.49e-06 6.29e-18 8.69e-30 
5258.79 1.61e-15 1.93e-06 2.54e-01 7.46e-01 1.59e-06 4.72e-20 3.19e-31 
5580.02 2.55e-15 3.02e-06 3.44e-01 6.56e-01 1.62e-07 2.03e-21 1.41e-31 
5920.87 4.14e-15 4.75e-06 4.55e-01 5.45e-01 7.42e-08 4.50e-22 2.59e-33 
6282.54 7.04e-15 7.68e-06 5.94e-01 4.06e-01 1.08e-07 1.32e-22 1.87e-31 
6666.30 1.28e-14 1.29e-05 7.43e-01 2.57e-01 5.17e-09 9.48e-25 6.67e-32 
7073.50 2.52e-14 2.27e-05 8.80e-01 1.20e-01 3.39e-10 7.67e-27 1.58e-32 
7505.58 4.71e-14 3.82e-05 9.51e-01 4.93e-02 2.42e-11 3.95e-30 5.44e-33 
7964.05 1.02e-13 7.05e-05 9.86e-01 1.35e-02 5.37e-13 8.12e-32 1.26e-30 
8450.53 2.65e-13 1.48e-04 9.97e-01 2.71e-03 2.11e-14 4.16e-36 1.02e-31 
8966.72 6.55e-13 3.00e-04 9.99e-01 6.54e-04 1.32e-16 1.38e-37 1.68e-32 
9514.44 1.92e-12 7.06e-04 9.99e-01 1.16e-04 1.18e-18 1.79e-37 1.02e-33 
10095.62 7.30e-12 1.97e-03 9.98e-01 1.05e-05 2.13e-21 2.50e-37 1.85e-34 
10712.30 3.06e-11 5.78e-03 9.94e-01 6.82e-07 9.33e-25 4.00e-37 9.40e-35 
11366.65 1.38e-10 1.83e-02 9.82e-01 5.36e-08 8.64e-28 7.60e-37 3.37e-37 
12061.10 5.95e-10 5.63e-02 9.44e-01 2.09e-09 2.44e-31 1.66e-36 7.42e-37 
12793.43 2.28e-09 1.54e-01 8.46e-01 9.72e-11 7.35e-35 3.54e-36 1.59e-36 
13528.61 8.46e-09 3.91e-01 6.09e-01 2.70e-12 1.20e-35 7.10e-36 3.22e-36 
14194.74 2.00e-08 6.52e-01 3.48e-01 3.74e-13 2.36e-35 1.40e-35 6.43e-36 
14757.77 3.92e-08 9.23e-01 7.75e-02 1.11e-16 4.52e-35 2.71e-35 1.25e-35 
15240.48 6.82e-08 9.55e-01 4.46e-02 1.32e-15 7.39e-35 4.45e-35 2.06e-35 
15646.99 1.19e-07 9.85e-01 1.49e-02 2.75e-19 1.05e-34 6.36e-35 2.96e-35 
15960.30 2.04e-07 9.96e-01 4.17e-03 1.03e-20 1.29e-34 7.83e-35 3.66e-35 
16187.41 2.06e-07 9.99e-01 1.38e-03 8.87e-22 1.92e-34 1.17e-34 5.46e-35 
16354.17 2.30e-07 9.99e-01 1.19e-03 4.66e-22 2.88e-34 1.75e-34 8.21e-35 
16484.18 2.73e-07 9.99e-01 1.24e-03 1.84e-20 6.29e-34 2.59e-34 1.22e-34 
16593.12 2.65e-07 9.99e-01 1.20e-03 8.57e-23 6.05e-34 3.67e-34 1.73e-34 
16691.99 1.83e-07 1.00e+00 2.40e-04 4.30e-25 7.96e-34 4.84e-34 2.28e-34 
16788.59 2.39e-07 1.00e+00 2.60e-04 3.11e-25 1.00e-33 6.11e-34 2.89e-34 
16888.37 1.74e-07 1.00e+00 2.52e-04 2.98e-24 1.27e-33 7.71e-34 3.65e-34 
16998.79 1.72e-07 1.00e+00 1.80e-04 1.17e-25 1.65e-33 1.01e-33 4.76e-34 
17146.37 1.78e-07 1.00e+00 1.95e-04 7.69e-26 2.25e-33 1.37e-33 6.49e-34 
17415.23 1.70e-07 1.00e+00 2.12e-04 2.99e-25 3.46e-33 2.11e-33 1.00e-33 
17888.12 1.80e-07 1.00e+00 1.37e-04 7.96e-27 6.82e-33 4.16e-33 1.99e-33 
18532.37 2.94e-07 1.00e+00 1.83e-04 4.76e-26 1.16e-32 7.10e-33 3.40e-33 
19260.76 2.31e-07 1.00e+00 3.21e-05 4.83e-29 1.77e-32 1.09e-32 5.23e-33 
20034.10 2.64e-07 1.00e+00 6.06e-06 3.17e-29 2.66e-32 1.63e-32 7.89e-33 
20838.00 5.26e-07 1.00e+00 9.17e-05 1.78e-27 3.90e-32 2.39e-32 1.16e-32 
21647.97 3.52e-07 1.00e+00 5.94e-07 4.03e-30 5.42e-32 3.33e-32 1.63e-32 
22447.94 3.94e-07 1.00e+00 1.25e-07 1.38e-31 8.00e-32 4.92e-32 2.41e-32 
23245.88 4.21e-07 1.00e+00 1.92e-07 1.28e-29 1.23e-31 7.57e-32 3.72e-32 
24052.47 4.68e-07 1.00e+00 9.38e-08 3.48e-30 1.90e-31 1.17e-31 5.79e-32 
24867.72 5.37e-07 1.00e+00 2.46e-07 1.38e-29 2.95e-31 1.82e-31 9.01e-32 
25698.86 5.37e-07 1.00e+00 1.73e-08 7.92e-31 4.57e-31 2.82e-31 1.40e-31 
26587.16 5.33e-07 1.00e+00 5.57e-08 1.32e-27 6.86e-31 4.23e-31 2.10e-31 
27637.54 5.77e-07 1.00e+00 1.13e-07 4.90e-28 9.29e-31 5.74e-31 2.84e-31 
28986.97 6.07e-07 1.00e+00 4.05e-07 1.16e-27 1.15e-30 7.08e-31 3.51e-31 
#TIME: 24.56 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 3.57e-16 2.68e-07 4.45e-02 9.55e-01 2.91e-05 2.03e-16 2.80e-33 
999.11 3.75e-16 2.82e-07 4.60e-02 9.54e-01 2.83e-05 2.22e-16 1.01e-33 
1267.34 4.27e-16 3.20e-07 4.96e-02 9.50e-01 2.69e-05 1.87e-16 2.05e-33 
1514.05 5.60e-16 3.74e-07 5.45e-02 9.45e-01 6.46e-05 1.50e-15 1.68e-32 
1808.80 5.03e-16 3.44e-07 5.21e-02 9.48e-01 2.45e-05 2.09e-16 5.81e-33 
1919.29 5.29e-16 3.47e-07 5.26e-02 9.47e-01 2.12e-05 1.12e-16 5.26e-33 
2160.92 5.41e-16 3.55e-07 5.41e-02 9.46e-01 2.98e-05 2.45e-16 1.63e-32 
2292.92 5.14e-16 3.37e-07 5.37e-02 9.46e-01 2.27e-05 1.62e-16 7.37e-33 
2432.98 4.88e-16 3.24e-07 5.36e-02 9.46e-01 2.41e-05 2.09e-16 7.44e-33 
2581.60 4.60e-16 3.11e-07 5.31e-02 9.47e-01 6.58e-05 1.09e-15 1.26e-31 
2739.29 4.94e-16 3.31e-07 5.65e-02 9.43e-01 3.06e-05 2.10e-16 3.77e-32 
2906.62 5.64e-16 3.79e-07 6.30e-02 9.37e-01 1.91e-05 1.10e-16 5.32e-32 
3084.17 5.63e-16 3.94e-07 6.65e-02 9.33e-01 1.24e-05 4.39e-17 3.42e-32 
3272.56 5.37e-16 4.07e-07 7.13e-02 9.29e-01 1.20e-05 3.57e-17 8.17e-32 
3472.46 5.67e-16 4.65e-07 8.19e-02 9.18e-01 2.55e-05 1.30e-16 2.12e-31 
3684.57 5.81e-16 5.27e-07 9.32e-02 9.07e-01 1.15e-05 1.30e-17 2.37e-31 
3909.64 5.61e-16 5.90e-07 1.05e-01 8.95e-01 3.81e-06 3.50e-18 2.17e-31 
4148.46 6.96e-16 7.85e-07 1.31e-01 8.69e-01 1.99e-06 4.33e-19 1.24e-31 
4401.86 1.21e-15 1.30e-06 1.82e-01 8.18e-01 1.52e-06 1.90e-19 2.64e-32 
4670.75 2.04e-15 2.14e-06 2.54e-01 7.46e-01 5.80e-06 3.81e-19 9.94e-31 
4956.05 2.46e-15 2.76e-06 3.09e-01 6.91e-01 2.32e-07 7.53e-21 1.00e-33 
5258.79 2.91e-15 3.45e-06 3.69e-01 6.31e-01 2.05e-07 1.67e-21 3.25e-32 
5580.02 4.41e-15 5.10e-06 4.67e-01 5.33e-01 6.57e-06 1.37e-18 6.38e-28 
5920.87 7.11e-15 7.81e-06 5.93e-01 4.07e-01 1.89e-06 8.09e-20 1.79e-28 
6282.54 1.14e-14 1.18e-05 7.20e-01 2.80e-01 9.05e-09 3.14e-24 2.50e-32 
6666.30 2.03e-14 1.91e-05 8.45e-01 1.55e-01 5.89e-10 1.51e-25 1.65e-31 
7073.50 3.83e-14 3.17e-05 9.30e-01 6.98e-02 5.96e-11 2.59e-29 3.31e-33 
7505.58 7.04e-14 5.18e-05 9.76e-01 2.38e-02 2.93e-12 8.50e-32 2.15e-32 
7964.05 1.52e-13 9.48e-05 9.93e-01 6.88e-03 1.57e-13 1.12e-31 1.32e-30 
8450.53 3.83e-13 1.94e-04 9.98e-01 1.69e-03 1.53e-15 1.24e-37 1.57e-32 
8966.72 9.36e-13 3.92e-04 9.99e-01 3.12e-04 2.22e-17 1.47e-37 4.43e-33 
9514.44 2.81e-12 9.42e-04 9.99e-01 6.05e-05 4.36e-19 1.90e-37 2.33e-33 
10095.62 1.07e-11 2.60e-03 9.97e-01 9.64e-06 3.14e-21 2.65e-37 2.30e-33 
10712.30 4.59e-11 7.92e-03 9.92e-01 3.76e-07 1.78e-25 4.25e-37 5.52e-35 
11366.65 2.04e-10 2.46e-02 9.75e-01 1.98e-08 1.00e-28 8.07e-37 3.59e-37 
12061.10 9.01e-10 7.67e-02 9.23e-01 2.50e-09 1.16e-31 1.76e-36 7.89e-37 
12793.43 3.76e-09 2.27e-01 7.73e-01 4.47e-11 1.28e-35 3.75e-36 1.69e-36 
13528.61 1.04e-08 4.43e-01 5.57e-01 4.52e-10 1.67e-33 7.53e-36 3.43e-36 
14194.74 2.64e-08 7.51e-01 2.49e-01 1.05e-14 2.49e-35 1.49e-35 6.83e-36 
14757.77 4.73e-08 8.97e-01 1.03e-01 2.24e-16 4.79e-35 2.88e-35 1.33e-35 
15240.48 8.73e-08 9.07e-01 9.33e-02 5.26e-17 7.82e-35 4.72e-35 2.19e-35 
15646.99 1.29e-07 9.97e-01 2.72e-03 4.37e-21 1.11e-34 6.74e-35 3.15e-35 
15960.30 1.75e-07 9.99e-01 1.33e-03 6.75e-22 1.37e-34 8.30e-35 3.89e-35 
16187.41 2.05e-07 9.99e-01 6.59e-04 5.35e-23 2.04e-34 1.24e-34 5.81e-35 
16354.17 2.22e-07 1.00e+00 2.65e-04 9.12e-25 3.05e-34 1.85e-34 8.73e-35 
16484.18 2.91e-07 1.00e+00 3.34e-04 7.34e-24 4.53e-34 2.75e-34 1.30e-34 
16593.12 2.20e-07 9.99e-01 1.29e-03 9.05e-23 6.41e-34 3.90e-34 1.84e-34 
16691.99 2.15e-07 1.00e+00 2.21e-04 2.35e-24 8.43e-34 5.13e-34 2.43e-34 
16788.59 2.94e-07 1.00e+00 2.42e-04 1.32e-24 1.06e-33 6.48e-34 3.07e-34 
16888.37 2.07e-07 1.00e+00 7.59e-05 1.81e-26 1.34e-33 8.18e-34 3.88e-34 
16998.79 2.67e-07 1.00e+00 2.35e-04 3.75e-25 1.75e-33 1.07e-33 5.06e-34 
