#NTIMES:     65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    2.277514E+03    1.0619E-09    1.5347E-02    9.8355E-01    1.1058E-03
    2.396324E+03    9.3910E-10    1.4282E-02    9.8435E-01    1.3706E-03
    2.521331E+03    8.7467E-10    1.3710E-02    9.8458E-01    1.7053E-03
    2.652860E+03    8.7381E-10    1.3742E-02    9.8418E-01    2.0761E-03
    2.791250E+03    9.4379E-10    1.4494E-02    9.8308E-01    2.4274E-03
    2.936860E+03    1.1026E-09    1.6128E-02    9.8114E-01    2.7274E-03
    3.090065E+03    1.3707E-09    1.8749E-02    9.7816E-01    3.0917E-03
    3.251262E+03    1.7862E-09    2.2587E-02    9.7390E-01    3.5094E-03
    3.420869E+03    2.3485E-09    2.7579E-02    9.6841E-01    4.0128E-03
    3.599323E+03    2.9903E-09    3.3277E-02    9.6211E-01    4.6163E-03
    3.787087E+03    3.7068E-09    3.9583E-02    9.5514E-01    5.2751E-03
    3.984646E+03    4.8265E-09    4.8128E-02    9.4613E-01    5.7447E-03
    4.192510E+03    6.9836E-09    6.1530E-02    9.3249E-01    5.9803E-03
    4.411218E+03    1.1009E-08    8.2050E-02    9.1193E-01    6.0189E-03
    4.641336E+03    1.7590E-08    1.0997E-01    8.8385E-01    6.1813E-03
    4.883457E+03    2.7394E-08    1.4507E-01    8.4843E-01    6.5012E-03
    5.138210E+03    4.1460E-08    1.8736E-01    8.0562E-01    7.0194E-03
    5.406252E+03    6.2065E-08    2.3784E-01    7.5447E-01    7.6882E-03
    5.688276E+03    9.4841E-08    3.0056E-01    6.9139E-01    8.0477E-03
    5.985013E+03    1.4956E-07    3.7759E-01    6.1447E-01    7.9334E-03
    6.297230E+03    2.4434E-07    4.6779E-01    5.2489E-01    7.3147E-03
    6.625733E+03    4.1113E-07    5.6263E-01    4.3097E-01    6.3969E-03
    6.971374E+03    7.1529E-07    6.5111E-01    3.4355E-01    5.3369E-03
    7.335045E+03    1.3052E-06    7.2117E-01    2.7439E-01    4.4450E-03
    7.718431E+03    2.6242E-06    7.7190E-01    2.2433E-01    3.7598E-03
    8.096276E+03    5.5453E-06    7.9730E-01    1.9917E-01    3.5212E-03
    8.437320E+03    1.1119E-05    8.0575E-01    1.9069E-01    3.5523E-03
    8.757146E+03    2.1271E-05    8.1224E-01    1.8425E-01    3.4832E-03
    9.065968E+03    3.9534E-05    8.2211E-01    1.7465E-01    3.1965E-03
    9.373769E+03    7.3466E-05    8.3408E-01    1.6304E-01    2.8006E-03
    9.690263E+03    1.4007E-04    8.4531E-01    1.5212E-01    2.4337E-03
    1.001624E+04    2.8902E-04    8.5859E-01    1.3910E-01    2.0186E-03
    1.034955E+04    6.5028E-04    8.6984E-01    1.2782E-01    1.6908E-03
    1.068998E+04    1.5813E-03    8.7825E-01    1.1872E-01    1.4492E-03
    1.104079E+04    3.9868E-03    8.8291E-01    1.1182E-01    1.2806E-03
    1.140733E+04    9.6761E-03    8.8198E-01    1.0717E-01    1.1776E-03
    1.179613E+04    2.0738E-02    8.7278E-01    1.0533E-01    1.1486E-03
    1.221006E+04    3.9276E-02    8.5766E-01    1.0197E-01    1.0941E-03
    1.264823E+04    6.3154E-02    8.3757E-01    9.8236E-02    1.0382E-03
    1.311920E+04    8.0345E-02    8.1850E-01    1.0006E-01    1.1000E-03
    1.364111E+04    7.7438E-02    8.0906E-01    1.1211E-01    1.3934E-03
    1.421794E+04    6.4742E-02    8.1396E-01    1.1973E-01    1.5742E-03
    1.478337E+04    6.3935E-02    8.3566E-01    9.9345E-02    1.0548E-03
    1.528450E+04    5.8122E-02    8.5651E-01    8.4624E-02    7.4762E-04
    1.569814E+04    5.8835E-02    8.7447E-01    6.6250E-02    4.4906E-04
    1.603289E+04    6.1785E-02    8.8629E-01    5.1652E-02    2.6842E-04
    1.631451E+04    6.0281E-02    8.9377E-01    4.5738E-02    2.0737E-04
    1.656113E+04    5.3434E-02    8.9866E-01    4.7684E-02    2.2275E-04
    1.679497E+04    3.9078E-02    9.0220E-01    5.8394E-02    3.3116E-04
    1.703457E+04    2.6331E-02    9.0039E-01    7.2765E-02    5.1339E-04
    1.730332E+04    1.8128E-02    8.9348E-01    8.7642E-02    7.4606E-04
    1.762007E+04    1.2743E-02    8.8285E-01    1.0336E-01    1.0460E-03
    1.798651E+04    9.6953E-03    8.7206E-01    1.1690E-01    1.3520E-03
    1.838705E+04    7.8110E-03    8.6227E-01    1.2827E-01    1.6464E-03
    1.880921E+04    6.9219E-03    8.5674E-01    1.3452E-01    1.8153E-03
    1.924390E+04    6.3936E-03    8.5301E-01    1.3866E-01    1.9307E-03
    1.968496E+04    4.9916E-03    8.3790E-01    1.5468E-01    2.4281E-03
    2.013205E+04    3.7487E-03    8.1876E-01    1.7433E-01    3.1570E-03
    2.058898E+04    2.5364E-03    7.8911E-01    2.0386E-01    4.4854E-03
    2.105837E+04    1.9911E-03    7.6904E-01    2.2343E-01    5.5405E-03
    2.153640E+04    1.8987E-03    7.6480E-01    2.2747E-01    5.8228E-03
    2.201736E+04    1.7707E-03    7.5881E-01    2.3330E-01    6.1201E-03
    2.249813E+04    1.6596E-03    7.5123E-01    2.4049E-01    6.6153E-03
    2.298392E+04    1.5311E-03    7.4039E-01    2.5069E-01    7.3946E-03
    2.348481E+04    1.4796E-03    7.3021E-01    2.6006E-01    8.2520E-03
    2.400382E+04    1.6427E-03    7.2675E-01    2.6284E-01    8.7710E-03
    2.454131E+04    2.1976E-03    7.3129E-01    2.5775E-01    8.7656E-03
    2.509380E+04    3.5067E-03    7.4235E-01    2.4582E-01    8.3308E-03
    2.565837E+04    6.4622E-03    7.5508E-01    2.3072E-01    7.7406E-03
    2.623318E+04    1.3219E-02    7.6611E-01    2.1353E-01    7.1433E-03
    2.681891E+04    2.9485E-02    7.7036E-01    1.9362E-01    6.5333E-03
    2.741859E+04    6.6452E-02    7.5872E-01    1.6907E-01    5.7593E-03
    2.803834E+04    1.2703E-01    7.2537E-01    1.4274E-01    4.8599E-03
    2.868353E+04    2.0767E-01    6.6992E-01    1.1833E-01    4.0835E-03
    2.935870E+04    3.0411E-01    5.9673E-01    9.5788E-02    3.3722E-03
    3.006283E+04    4.0826E-01    5.1247E-01    7.6462E-02    2.8095E-03
    3.080221E+04    4.9155E-01    4.4316E-01    6.2817E-02    2.4743E-03
    3.158017E+04    5.5100E-01    3.9342E-01    5.3307E-02    2.2700E-03
    3.241824E+04    5.9631E-01    3.5574E-01    4.5861E-02    2.0892E-03
    3.333645E+04    6.3437E-01    3.2439E-01    3.9364E-02    1.8719E-03
    3.435759E+04    6.6920E-01    2.9595E-01    3.3248E-02    1.5930E-03
    3.554025E+04    7.0336E-01    2.6809E-01    2.7287E-02    1.2639E-03
    3.696384E+04    7.4047E-01    2.3752E-01    2.1116E-02    8.9428E-04
    3.876733E+04    7.8545E-01    1.9953E-01    1.4503E-02    5.1709E-04
    4.079738E+04    8.2687E-01    1.6343E-01    9.4352E-03    2.7155E-04
    4.292564E+04    8.4425E-01    1.4796E-01    7.5929E-03    1.9639E-04
    4.516491E+04    8.4686E-01    1.4581E-01    7.1511E-03    1.7790E-04
    4.752100E+04    8.4904E-01    1.4428E-01    6.5278E-03    1.5017E-04
    4.878474E+04    8.5254E-01    1.4125E-01    6.0788E-03    1.3291E-04
    4.942916E+04    8.5037E-01    1.4320E-01    6.2908E-03    1.4016E-04
    4.975455E+04    8.4992E-01    1.4359E-01    6.3464E-03    1.4227E-04
    4.991805E+04    8.5137E-01    1.4213E-01    6.3575E-03    1.4417E-04
    4.999590E+04    8.5306E-01    1.4049E-01    6.3014E-03    1.4331E-04
    5.000000E+04    8.5320E-01    1.4033E-01    6.3188E-03    1.4428E-04
#TIME:    20.590
#NVEL: 105
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    8.772128E+02    5.4175E-08    1.9588E-01    8.0398E-01    1.3302E-04
    8.831422E+02    5.4530E-08    1.9596E-01    8.0390E-01    1.3301E-04
    9.011721E+02    5.5212E-08    1.9602E-01    8.0385E-01    1.3300E-04
    9.383438E+02    5.5740E-08    1.9605E-01    8.0382E-01    1.3299E-04
    9.977034E+02    5.5901E-08    1.9559E-01    8.0428E-01    1.3306E-04
    1.054716E+03    5.5629E-08    1.9463E-01    8.0524E-01    1.3321E-04
    1.115310E+03    5.5043E-08    1.9316E-01    8.0671E-01    1.3337E-04
    1.179385E+03    5.4294E-08    1.9133E-01    8.0854E-01    1.3318E-04
    1.247141E+03    5.4044E-08    1.9014E-01    8.0973E-01    1.3065E-04
    1.318790E+03    5.4203E-08    1.8915E-01    8.1069E-01    1.5266E-04
    1.394555E+03    5.3568E-08    1.8676E-01    8.1307E-01    1.6953E-04
    1.474672E+03    5.1074E-08    1.8103E-01    8.1876E-01    2.1027E-04
    1.559393E+03    4.7976E-08    1.7404E-01    8.2570E-01    2.6284E-04
    1.648981E+03    4.4588E-08    1.6639E-01    8.3329E-01    3.1493E-04
    1.743715E+03    4.1341E-08    1.5869E-01    8.4092E-01    3.8277E-04
    1.843893E+03    3.8296E-08    1.5103E-01    8.4849E-01    4.8252E-04
    1.949825E+03    3.5335E-08    1.4337E-01    8.5602E-01    6.1200E-04
    2.061843E+03    3.2220E-08    1.3546E-01    8.6376E-01    7.7201E-04
    2.180297E+03    2.8902E-08    1.2724E-01    8.7178E-01    9.8287E-04
    2.305556E+03    2.5839E-08    1.1958E-01    8.7913E-01    1.2901E-03
    2.438011E+03    2.4153E-08    1.1544E-01    8.8292E-01    1.6386E-03
    2.578076E+03    2.4456E-08    1.1679E-01    8.8124E-01    1.9650E-03
    2.726187E+03    2.6755E-08    1.2376E-01    8.7394E-01    2.2941E-03
    2.882808E+03    3.1004E-08    1.3602E-01    8.6127E-01    2.7144E-03
    3.048427E+03    3.8331E-08    1.5601E-01    8.4089E-01    3.1021E-03
    3.223560E+03    4.9635E-08    1.8466E-01    8.1187E-01    3.4627E-03
    3.408755E+03    6.4096E-08    2.1932E-01    7.7680E-01    3.8771E-03
    3.604589E+03    7.8894E-08    2.5478E-01    7.4087E-01    4.3535E-03
    3.811674E+03    9.3131E-08    2.8856E-01    7.0652E-01    4.9203E-03
    4.030657E+03    1.1619E-07    3.3204E-01    6.6281E-01    5.1577E-03
    4.262219E+03    1.6183E-07    3.9608E-01    5.9911E-01    4.8094E-03
    4.507086E+03    2.3465E-07    4.7120E-01    5.2440E-01    4.3954E-03
    4.766020E+03    3.3097E-07    5.4283E-01    4.5305E-01    4.1169E-03
    5.039829E+03    4.4615E-07    6.0096E-01    3.9497E-01    4.0634E-03
    5.329370E+03    5.8860E-07    6.4457E-01    3.5123E-01    4.1921E-03
    5.635544E+03    7.9004E-07    6.7964E-01    3.1603E-01    4.3270E-03
    5.959309E+03    1.1116E-06    7.1046E-01    2.8517E-01    4.3756E-03
    6.301673E+03    1.6809E-06    7.3744E-01    2.5819E-01    4.3722E-03
    6.663707E+03    2.8008E-06    7.5981E-01    2.3583E-01    4.3642E-03
    7.047071E+03    5.0675E-06    7.7023E-01    2.2514E-01    4.6292E-03
    7.444781E+03    9.5483E-06    7.7038E-01    2.2449E-01    5.1167E-03
    7.825225E+03    1.7490E-05    7.7014E-01    2.2441E-01    5.4296E-03
    8.187479E+03    3.0951E-05    7.7415E-01    2.2042E-01    5.3993E-03
    8.550550E+03    5.4866E-05    7.8311E-01    2.1180E-01    5.0386E-03
    8.922104E+03    1.0047E-04    7.9647E-01    1.9899E-01    4.4349E-03
    9.303063E+03    1.9783E-04    8.1269E-01    1.8339E-01    3.7255E-03
    9.687560E+03    4.3664E-04    8.2906E-01    1.6744E-01    3.0634E-03
    1.007085E+04    1.1082E-03    8.4260E-01    1.5374E-01    2.5520E-03
    1.045470E+04    3.2011E-03    8.5332E-01    1.4134E-01    2.1351E-03
    1.084565E+04    9.2537E-03    8.5804E-01    1.3088E-01    1.8216E-03
    1.125179E+04    2.1908E-02    8.5104E-01    1.2537E-01    1.6834E-03
    1.168011E+04    4.0165E-02    8.3466E-01    1.2351E-01    1.6630E-03
    1.213554E+04    6.1923E-02    8.1687E-01    1.1962E-01    1.5907E-03
    1.261847E+04    8.0927E-02    8.0135E-01    1.1619E-01    1.5271E-03
    1.313497E+04    8.4033E-02    7.9236E-01    1.2191E-01    1.6955E-03
    1.370193E+04    6.8840E-02    7.9101E-01    1.3799E-01    2.1641E-03
    1.431299E+04    5.4130E-02    8.0328E-01    1.4040E-01    2.1930E-03
    1.489414E+04    4.9661E-02    8.3138E-01    1.1747E-01    1.4835E-03
    1.539085E+04    4.5578E-02    8.5613E-01    9.7305E-02    9.8812E-04
    1.580413E+04    4.7599E-02    8.7665E-01    7.5176E-02    5.7527E-04
    1.613600E+04    4.6736E-02    8.8731E-01    6.5529E-02    4.2988E-04
    1.642113E+04    4.7320E-02    8.9145E-01    6.0861E-02    3.6628E-04
    1.668277E+04    3.8998E-02    8.9256E-01    6.7987E-02    4.5329E-04
    1.694135E+04    2.4549E-02    8.8866E-01    8.6069E-02    7.2596E-04
    1.722707E+04    1.3377E-02    8.7248E-01    1.1288E-01    1.2669E-03
    1.757055E+04    8.2577E-03    8.5363E-01    1.3624E-01    1.8737E-03
    1.798371E+04    6.1989E-03    8.4216E-01    1.4937E-01    2.2672E-03
    1.843885E+04    4.8239E-03    8.3026E-01    1.6222E-01    2.6966E-03
    1.891677E+04    4.0099E-03    8.2099E-01    1.7194E-01    3.0572E-03
    1.941135E+04    3.1599E-03    8.0621E-01    1.8696E-01    3.6724E-03
    1.991953E+04    2.3359E-03    7.8483E-01    2.0820E-01    4.6327E-03
    2.043601E+04    1.9811E-03    7.7402E-01    2.1889E-01    5.1058E-03
    2.095202E+04    1.7485E-03    7.6572E-01    2.2707E-01    5.4570E-03
    2.146426E+04    1.6796E-03    7.6311E-01    2.2963E-01    5.5764E-03
    2.197965E+04    1.5938E-03    7.5862E-01    2.3399E-01    5.7963E-03
    2.250447E+04    1.4292E-03    7.4859E-01    2.4364E-01    6.3443E-03
    2.304520E+04    1.2184E-03    7.3290E-01    2.5861E-01    7.2791E-03
    2.360896E+04    1.0785E-03    7.1772E-01    2.7290E-01    8.3075E-03
    2.419824E+04    1.1069E-03    7.1124E-01    2.7875E-01    8.9015E-03
    2.481049E+04    1.3388E-03    7.1534E-01    2.7444E-01    8.8849E-03
    2.544114E+04    1.7931E-03    7.2468E-01    2.6495E-01    8.5681E-03
    2.608706E+04    2.5164E-03    7.3747E-01    2.5186E-01    8.1556E-03
    2.674981E+04    3.9608E-03    7.5143E-01    2.3683E-01    7.7696E-03
    2.743230E+04    8.4183E-03    7.6884E-01    2.1559E-01    7.1484E-03
    2.813558E+04    2.1732E-02    7.8310E-01    1.8893E-01    6.2384E-03
    2.885647E+04    5.4221E-02    7.7954E-01    1.6095E-01    5.2924E-03
    2.958790E+04    1.1489E-01    7.4705E-01    1.3361E-01    4.4479E-03
    3.033214E+04    1.9702E-01    6.8929E-01    1.0986E-01    3.8220E-03
    3.110203E+04    2.8071E-01    6.2344E-01    9.2376E-02    3.4754E-03
    3.191936E+04    3.7569E-01    5.4313E-01    7.7932E-02    3.2449E-03
    3.281611E+04    4.6697E-01    4.6449E-01    6.5528E-02    3.0188E-03
    3.381457E+04    5.3323E-01    4.0850E-01    5.5519E-02    2.7523E-03
    3.494842E+04    5.8680E-01    3.6457E-01    4.6274E-02    2.3498E-03
    3.628936E+04    6.3739E-01    3.2395E-01    3.6864E-02    1.7998E-03
    3.792738E+04    6.9505E-01    2.7730E-01    2.6512E-02    1.1403E-03
    3.997988E+04    7.5553E-01    2.2676E-01    1.7105E-02    5.9728E-04
    4.228535E+04    7.9125E-01    1.9595E-01    1.2430E-02    3.7190E-04
    4.471467E+04    7.9724E-01    1.9100E-01    1.1436E-02    3.2650E-04
    4.728354E+04    7.9830E-01    1.9094E-01    1.0484E-02    2.7633E-04
    4.866663E+04    7.9993E-01    1.8976E-01    1.0055E-02    2.5474E-04
    4.937328E+04    7.9960E-01    1.8992E-01    1.0216E-02    2.6229E-04
    4.973043E+04    8.0037E-01    1.8922E-01    1.0144E-02    2.6001E-04
    4.990998E+04    8.0391E-01    1.8578E-01    1.0049E-02    2.5982E-04
    4.999550E+04    8.0670E-01    1.8314E-01    9.9026E-03    2.5625E-04
    5.000000E+04    8.0694E-01    1.8287E-01    9.9275E-03    2.5792E-04
#TIME:    22.650
#NVEL: 105
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    8.772128E+02    6.1467E-07    6.9370E-01    3.0622E-01    7.8918E-05
    8.825120E+02    6.1871E-07    6.9374E-01    3.0618E-01    7.8909E-05
    8.986023E+02    6.2757E-07    6.9390E-01    3.0602E-01    7.8868E-05
    9.316685E+02    6.3546E-07    6.9427E-01    3.0565E-01    7.8769E-05
    9.872440E+02    6.4167E-07    6.9441E-01    3.0551E-01    7.8729E-05
    1.043847E+03    6.4385E-07    6.9400E-01    3.0592E-01    7.8824E-05
    1.103816E+03    6.4362E-07    6.9309E-01    3.0683E-01    7.9014E-05
    1.167231E+03    6.4217E-07    6.9185E-01    3.0807E-01    7.9107E-05
    1.234289E+03    6.4421E-07    6.9138E-01    3.0854E-01    7.8316E-05
    1.305199E+03    6.4698E-07    6.8727E-01    3.1263E-01    9.9289E-05
    1.380183E+03    6.4677E-07    6.8224E-01    3.1763E-01    1.2062E-04
    1.459475E+03    6.3366E-07    6.7407E-01    3.2579E-01    1.4300E-04
    1.543323E+03    6.1720E-07    6.6514E-01    3.3469E-01    1.6537E-04
    1.631987E+03    5.9585E-07    6.5389E-01    3.4591E-01    1.9696E-04
    1.725746E+03    5.7631E-07    6.4303E-01    3.5674E-01    2.3173E-04
    1.824890E+03    5.6283E-07    6.3496E-01    3.6478E-01    2.6053E-04
    1.929731E+03    5.4635E-07    6.2404E-01    3.7565E-01    3.1392E-04
    2.040595E+03    5.2243E-07    6.0941E-01    3.9019E-01    3.9792E-04
    2.157828E+03    4.8727E-07    5.8909E-01    4.1037E-01    5.3880E-04
    2.281796E+03    4.4836E-07    5.6607E-01    4.3317E-01    7.5440E-04
    2.412886E+03    4.2765E-07    5.5425E-01    4.4480E-01    9.5780E-04
    2.551508E+03    4.2478E-07    5.5043E-01    4.4836E-01    1.2072E-03
    2.698093E+03    4.4920E-07    5.6196E-01    4.3664E-01    1.4024E-03
    2.853099E+03    5.0038E-07    5.8672E-01    4.1174E-01    1.5307E-03
    3.017011E+03    5.7652E-07    6.1949E-01    3.7888E-01    1.6312E-03
    3.190340E+03    6.8124E-07    6.5832E-01    3.4000E-01    1.6770E-03
    3.373626E+03    7.9894E-07    6.9434E-01    3.0392E-01    1.7342E-03
    3.567442E+03    8.9749E-07    7.1889E-01    2.7922E-01    1.8898E-03
    3.772393E+03    9.7250E-07    7.3283E-01    2.6503E-01    2.1402E-03
    3.989119E+03    1.0915E-06    7.4937E-01    2.4836E-01    2.2679E-03
    4.218296E+03    1.3405E-06    7.7643E-01    2.2145E-01    2.1105E-03
    4.460638E+03    1.7288E-06    7.9893E-01    1.9906E-01    2.0053E-03
    4.716904E+03    2.2550E-06    8.1379E-01    1.8421E-01    1.9974E-03
    4.987892E+03    2.8894E-06    8.1395E-01    1.8376E-01    2.2925E-03
    5.274448E+03    3.7140E-06    8.0536E-01    1.9180E-01    2.8335E-03
    5.577468E+03    4.9092E-06    7.9232E-01    2.0409E-01    3.5831E-03
    5.897895E+03    6.7889E-06    7.7798E-01    2.1754E-01    4.4745E-03
    6.236732E+03    9.9035E-06    7.6484E-01    2.2976E-01    5.3931E-03
    6.595035E+03    1.5140E-05    7.5454E-01    2.3924E-01    6.2095E-03
    6.974590E+03    2.3631E-05    7.4663E-01    2.4645E-01    6.8902E-03
    7.365569E+03    3.6646E-05    7.4186E-01    2.5075E-01    7.3465E-03
    7.767140E+03    5.7367E-05    7.4272E-01    2.4982E-01    7.3989E-03
    8.181206E+03    9.3584E-05    7.5037E-01    2.4256E-01    6.9806E-03
    8.601329E+03    1.6526E-04    7.6519E-01    2.2852E-01    6.1259E-03
    9.019573E+03    3.1977E-04    7.8080E-01    2.1361E-01    5.2769E-03
    9.431005E+03    7.4990E-04    7.9876E-01    1.9612E-01    4.3693E-03
    9.836342E+03    2.2904E-03    8.1748E-01    1.7675E-01    3.4798E-03
    1.023885E+04    7.3702E-03    8.2722E-01    1.6250E-01    2.9105E-03
    1.064588E+04    1.9236E-02    8.2552E-01    1.5267E-01    2.5726E-03
    1.106444E+04    3.7080E-02    8.1503E-01    1.4553E-01    2.3639E-03
    1.150220E+04    5.4532E-02    8.0029E-01    1.4286E-01    2.3156E-03
    1.196455E+04    6.9863E-02    7.8849E-01    1.3941E-01    2.2341E-03
    1.244928E+04    8.0627E-02    7.8089E-01    1.3633E-01    2.1533E-03
    1.295589E+04    7.8883E-02    7.7687E-01    1.4191E-01    2.3387E-03
    1.349520E+04    6.3431E-02    7.7472E-01    1.5893E-01    2.9248E-03
    1.407199E+04    4.5947E-02    7.7782E-01    1.7281E-01    3.4184E-03
    1.464962E+04    4.0129E-02    8.0447E-01    1.5282E-01    2.5760E-03
    1.517377E+04    3.5042E-02    8.3094E-01    1.3216E-01    1.8636E-03
    1.560887E+04    3.6405E-02    8.5756E-01    1.0490E-01    1.1365E-03
    1.597532E+04    3.8663E-02    8.7332E-01    8.7251E-02    7.6834E-04
    1.628538E+04    3.8767E-02    8.7990E-01    8.0683E-02    6.4801E-04
    1.656273E+04    3.7112E-02    8.8300E-01    7.9269E-02    6.1874E-04
    1.683046E+04    2.3331E-02    8.7844E-01    9.7301E-02    9.3336E-04
    1.711318E+04    1.4071E-02    8.6746E-01    1.1711E-01    1.3602E-03
    1.744383E+04    7.3415E-03    8.4081E-01    1.4958E-01    2.2671E-03
    1.783805E+04    4.6989E-03    8.2003E-01    1.7221E-01    3.0564E-03
    1.828074E+04    3.4109E-03    8.0428E-01    1.8860E-01    3.7096E-03
    1.874715E+04    2.7612E-03    7.9431E-01    1.9878E-01    4.1491E-03
    1.922409E+04    2.1659E-03    7.7976E-01    2.1325E-01    4.8289E-03
    1.970442E+04    1.3914E-03    7.4513E-01    2.4682E-01    6.6526E-03
    2.018649E+04    9.4345E-04    7.1239E-01    2.7799E-01    8.6825E-03
    2.067489E+04    7.0804E-04    6.8812E-01    3.0072E-01    1.0450E-02
    2.117328E+04    6.6565E-04    6.8598E-01    3.0265E-01    1.0705E-02
    2.168245E+04    6.4569E-04    6.8581E-01    3.0270E-01    1.0841E-02
    2.220258E+04    6.0114E-04    6.8097E-01    3.0709E-01    1.1336E-02
    2.273706E+04    5.2518E-04    6.6891E-01    3.1813E-01    1.2438E-02
    2.329121E+04    4.5353E-04    6.5329E-01    3.3231E-01    1.3945E-02
    2.386958E+04    4.3072E-04    6.4328E-01    3.4119E-01    1.5103E-02
    2.447320E+04    4.7577E-04    6.4409E-01    3.4001E-01    1.5425E-02
    2.509558E+04    5.9568E-04    6.5210E-01    3.3218E-01    1.5119E-02
    2.573180E+04    7.8809E-04    6.6564E-01    3.1911E-01    1.4460E-02
    2.637938E+04    1.0095E-03    6.7904E-01    3.0605E-01    1.3907E-02
    2.704178E+04    1.2708E-03    6.9523E-01    2.9021E-01    1.3283E-02
    2.772295E+04    1.8026E-03    7.1765E-01    2.6832E-01    1.2232E-02
    2.842544E+04    3.4308E-03    7.4455E-01    2.4124E-01    1.0774E-02
    2.914760E+04    8.7003E-03    7.7002E-01    2.1204E-01    9.2386E-03
    2.988842E+04    2.3905E-02    7.8430E-01    1.8380E-01    7.9887E-03
    3.065103E+04    5.5003E-02    7.7855E-01    1.5932E-01    7.1231E-03
    3.144163E+04    1.0254E-01    7.5205E-01    1.3884E-01    6.5669E-03
    3.227021E+04    1.6665E-01    7.0732E-01    1.1995E-01    6.0729E-03
    3.315971E+04    2.4144E-01    6.5045E-01    1.0258E-01    5.5308E-03
    3.412942E+04    3.3117E-01    5.7773E-01    8.6240E-02    4.8670E-03
    3.522313E+04    4.5069E-01    4.7623E-01    6.9093E-02    3.9879E-03
    3.649533E+04    5.3681E-01    4.0497E-01    5.5106E-02    3.1131E-03
    3.802616E+04    6.0968E-01    3.4734E-01    4.0905E-02    2.0771E-03
    3.999129E+04    6.8579E-01    2.8624E-01    2.6850E-02    1.1143E-03
    4.228534E+04    7.3066E-01    2.4897E-01    1.9667E-02    7.0096E-04
    4.471467E+04    7.3606E-01    2.4504E-01    1.8270E-02    6.2266E-04
    4.728354E+04    7.3334E-01    2.4918E-01    1.6947E-02    5.3194E-04
    4.866663E+04    7.3723E-01    2.4609E-01    1.6195E-02    4.8975E-04
    4.937328E+04    7.3977E-01    2.4348E-01    1.6252E-02    4.9697E-04
    4.973043E+04    7.4021E-01    2.4316E-01    1.6139E-02    4.9197E-04
    4.990998E+04    7.4549E-01    2.3805E-01    1.5970E-02    4.9172E-04
    4.999550E+04    7.4870E-01    2.3505E-01    1.5765E-02    4.8596E-04
    5.000000E+04    7.4897E-01    2.3473E-01    1.5809E-02    4.8938E-04
#TIME:    24.910
#NVEL: 105
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    8.772128E+02    3.6085E-06    9.6335E-01    3.6639E-02    1.0079E-05
    8.831033E+02    3.6340E-06    9.6333E-01    3.6655E-02    1.0084E-05
    9.010133E+02    3.6912E-06    9.6336E-01    3.6626E-02    1.0076E-05
    9.379304E+02    3.7399E-06    9.6341E-01    3.6577E-02    1.0063E-05
    9.970080E+02    3.7719E-06    9.6261E-01    3.7377E-02    1.0876E-05
    1.053495E+03    3.7814E-06    9.6165E-01    3.8331E-02    1.1823E-05
    1.113540E+03    3.7785E-06    9.6032E-01    3.9662E-02    1.3172E-05
    1.177008E+03    3.7743E-06    9.5917E-01    4.0807E-02    1.4348E-05
    1.244093E+03    3.7851E-06    9.5693E-01    4.3053E-02    1.7057E-05
    1.315001E+03    3.8242E-06    9.5386E-01    4.6118E-02    2.1340E-05
    1.389951E+03    3.8539E-06    9.5175E-01    4.8224E-02    2.4489E-05
    1.469173E+03    3.8252E-06    9.4863E-01    5.1339E-02    2.8954E-05
    1.552910E+03    3.7642E-06    9.4313E-01    5.6825E-02    3.7810E-05
    1.641420E+03    3.6979E-06    9.3845E-01    6.1497E-02    4.6182E-05
    1.734975E+03    3.6399E-06    9.3357E-01    6.6369E-02    5.6312E-05
    1.833861E+03    3.5814E-06    9.2622E-01    7.3705E-02    7.4536E-05
    1.938384E+03    3.5197E-06    9.1750E-01    8.2392E-02    1.0092E-04
    2.048865E+03    3.4385E-06    9.0798E-01    9.1882E-02    1.3656E-04
    2.165642E+03    3.3121E-06    8.9534E-01    1.0447E-01    1.9474E-04
    2.289075E+03    3.1894E-06    8.8303E-01    1.1670E-01    2.7044E-04
    2.419544E+03    3.1488E-06    8.7586E-01    1.2380E-01    3.4260E-04
    2.557448E+03    3.1904E-06    8.6884E-01    1.3072E-01    4.4283E-04
    2.703213E+03    3.3531E-06    8.6532E-01    1.3413E-01    5.5051E-04
    2.857286E+03    3.6624E-06    8.6636E-01    1.3299E-01    6.4529E-04
    3.020140E+03    4.1432E-06    8.7035E-01    1.2892E-01    7.2534E-04
