#NTIMES:     65
#NSTAGES:     4
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    3.681338E+03    1.8515E-22    1.6148E-14    5.4120E-07    1.0000E+00
    3.906209E+03    1.8293E-22    1.6437E-14    5.7513E-07    1.0000E+00
    4.144815E+03    2.0405E-22    1.8119E-14    6.3382E-07    1.0000E+00
    4.397997E+03    2.4438E-22    2.0663E-14    6.9135E-07    1.0000E+00
    4.666644E+03    2.1354E-22    1.8824E-14    6.5583E-07    1.0000E+00
    4.951701E+03    1.4046E-22    1.4158E-14    5.6270E-07    1.0000E+00
    5.254171E+03    9.5976E-23    1.0945E-14    4.9153E-07    1.0000E+00
    5.575116E+03    8.0337E-23    9.7166E-15    4.6275E-07    1.0000E+00
    5.915666E+03    7.4177E-23    9.2601E-15    4.5626E-07    1.0000E+00
    6.277019E+03    7.1819E-23    9.1511E-15    4.6211E-07    1.0000E+00
    6.660444E+03    7.5259E-23    9.5526E-15    4.8267E-07    1.0000E+00
    7.067290E+03    8.2642E-23    1.0340E-14    5.1780E-07    1.0000E+00
    7.498988E+03    9.0682E-23    1.1305E-14    5.6810E-07    1.0000E+00
    7.957056E+03    1.0773E-22    1.3141E-14    6.4963E-07    1.0000E+00
    8.443105E+03    1.4818E-22    1.6979E-14    7.8963E-07    1.0000E+00
    8.958843E+03    2.3705E-22    2.4866E-14    1.0509E-06    1.0000E+00
    9.506085E+03    5.0155E-22    4.6069E-14    1.6462E-06    1.0000E+00
    1.008675E+04    1.7293E-21    1.2866E-13    3.3464E-06    1.0000E+00
    1.070289E+04    1.1934E-20    6.8607E-13    1.0216E-05    9.9999E-01
    1.135667E+04    2.5122E-19    1.1168E-11    6.0568E-05    9.9994E-01
    1.205038E+04    2.6343E-17    9.2436E-10    9.0916E-04    9.9909E-01
    1.278699E+04    8.9915E-15    2.2389E-07    2.4620E-02    9.7538E-01
    1.354936E+04    2.7828E-12    3.9404E-05    4.4313E-01    5.5683E-01
    1.422873E+04    2.0789E-10    1.1311E-03    9.7448E-01    2.4385E-02
    1.477214E+04    2.0640E-08    2.6499E-02    9.7331E-01    1.8794E-04
    1.525809E+04    3.6294E-06    5.8259E-01    4.1741E-01    2.0879E-07
    1.567359E+04    6.3327E-05    9.8978E-01    1.0154E-02    8.5587E-12
    1.598270E+04    9.3316E-04    9.9898E-01    8.3378E-05    5.1505E-17
    1.620220E+04    1.9123E-02    9.8088E-01    3.2849E-07    4.8294E-23
    1.636254E+04    3.5788E-01    6.4212E-01    4.2710E-10    4.6566E-30
    1.648938E+04    9.5523E-01    4.4772E-02    2.9410E-14    7.2793E-39
    1.659543E+04    9.9835E-01    1.6490E-03    1.6739E-18    1.7177E-47
    1.669226E+04    9.9988E-01    1.2237E-04    7.2003E-22    2.2272E-54
    1.678803E+04    9.9998E-01    1.9136E-05    2.5854E-24    1.4811E-57
    1.688605E+04    1.0000E+00    4.7532E-06    3.6685E-26    4.5262E-58
    1.699338E+04    1.0000E+00    1.4257E-06    9.2852E-28    1.6080E-58
    1.712237E+04    1.0000E+00    4.2903E-07    2.4219E-29    5.5178E-59
    1.734737E+04    1.0000E+00    7.4279E-08    1.2544E-31    1.0737E-59
    1.784381E+04    1.0000E+00    3.0629E-09    1.0653E-35    4.8030E-61
    1.851750E+04    1.0000E+00    8.6155E-11    3.5440E-40    1.3835E-62
    1.925065E+04    1.0000E+00    3.0995E-12    2.3513E-44    5.0219E-64
    2.002423E+04    1.0000E+00    1.4347E-13    2.8977E-48    2.3359E-65
    2.083728E+04    1.0000E+00    8.8896E-15    1.9581E-51    1.4537E-66
    2.165321E+04    1.0000E+00    6.8540E-16    2.5356E-51    1.1267E-67
    2.244817E+04    1.0000E+00    6.3453E-17    2.0024E-50    1.0495E-68
    2.324220E+04    1.0000E+00    7.0633E-18    2.8522E-49    1.1856E-69
    2.405095E+04    1.0000E+00    1.9649E-18    3.4588E-48    3.4781E-70
    2.486575E+04    1.0000E+00    9.9592E-18    3.5793E-47    1.9335E-69
    2.568840E+04    1.0000E+00    1.0222E-16    4.3022E-46    2.2814E-68
    2.655290E+04    1.0000E+00    1.4206E-15    7.3739E-45    3.9761E-67
    2.755444E+04    1.0000E+00    3.2103E-14    2.3739E-43    1.3012E-65
    2.888837E+04    1.0000E+00    4.6315E-13    5.7514E-42    3.0177E-64
    3.061668E+04    1.0000E+00    2.6145E-12    6.2357E-41    2.2519E-63
    3.248687E+04    1.0000E+00    1.2189E-11    4.8879E-40    8.0440E-63
    3.447170E+04    1.0000E+00    5.4953E-11    4.1546E-39    2.3661E-62
    3.640653E+04    1.0000E+00    2.3106E-10    3.9464E-38    7.1769E-62
    3.819962E+04    1.0000E+00    7.2270E-10    2.8497E-37    1.8022E-61
    3.979683E+04    1.0000E+00    1.4350E-09    1.0603E-36    3.1747E-61
    4.120537E+04    1.0000E+00    2.6376E-09    3.9002E-36    5.2217E-61
    4.248646E+04    1.0000E+00    5.1181E-09    1.8964E-35    8.9009E-61
    4.369081E+04    1.0000E+00    9.0782E-09    9.1792E-35    1.3985E-60
    4.488347E+04    1.0000E+00    1.4012E-08    3.5508E-34    1.9565E-60
    4.608105E+04    1.0000E+00    1.8418E-08    9.9982E-34    2.4066E-60
    4.729172E+04    1.0000E+00    2.2040E-08    2.2271E-33    2.7908E-60
    4.851242E+04    1.0000E+00    2.4722E-08    4.0759E-33    3.0847E-60
    4.974979E+04    1.0000E+00    2.6456E-08    6.3976E-33    3.2899E-60
    5.100696E+04    1.0000E+00    2.7406E-08    8.7383E-33    3.4452E-60
    5.228677E+04    1.0000E+00    2.7835E-08    1.0840E-32    3.5862E-60
    5.359009E+04    1.0000E+00    2.8052E-08    1.2618E-32    3.7566E-60
    5.491572E+04    1.0000E+00    2.8304E-08    1.4183E-32    4.0047E-60
    5.626201E+04    1.0000E+00    2.8776E-08    1.5735E-32    4.3651E-60
    5.762083E+04    1.0000E+00    2.9560E-08    1.7442E-32    4.8302E-60
    5.898739E+04    1.0000E+00    3.0588E-08    1.9318E-32    5.3664E-60
    6.034501E+04    1.0000E+00    3.1635E-08    2.1141E-32    5.9125E-60
    6.168598E+04    1.0000E+00    3.2506E-08    2.2667E-32    6.4190E-60
    6.298841E+04    1.0000E+00    3.3128E-08    2.3784E-32    6.8639E-60
    6.423732E+04    1.0000E+00    3.3508E-08    2.4496E-32    7.2484E-60
    6.541200E+04    1.0000E+00    3.3724E-08    2.4917E-32    7.5873E-60
    6.648833E+04    1.0000E+00    3.3771E-08    2.5051E-32    7.8674E-60
    6.745532E+04    1.0000E+00    3.3569E-08    2.4792E-32    8.0487E-60
    6.828866E+04    1.0000E+00    3.3328E-08    2.4455E-32    8.1451E-60
    6.899455E+04    1.0000E+00    3.2959E-08    2.3931E-32    8.0512E-60
    6.955984E+04    1.0000E+00    3.2258E-08    2.2939E-32    7.7107E-60
    6.978666E+04    1.0000E+00    3.0943E-08    2.1039E-32    7.2467E-60
    6.990035E+04    1.0000E+00    2.8690E-08    1.8143E-32    6.5900E-60
    6.995726E+04    1.0000E+00    2.5252E-08    1.3877E-32    5.7584E-60
    6.998573E+04    1.0000E+00    2.0828E-08    9.4968E-33    4.7364E-60
    6.999926E+04    1.0000E+00    1.6402E-08    5.9960E-33    3.7298E-60
    6.999997E+04    1.0000E+00    1.5789E-08    5.5951E-33    3.5936E-60
#TIME:     1.074
#NVEL: 115
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    8.772128E+02    4.4168E-17    2.0615E-10    2.0186E-04    9.9980E-01
    8.823445E+02    4.4168E-17    2.0615E-10    2.0186E-04    9.9980E-01
    8.979203E+02    4.4168E-17    2.0615E-10    2.0186E-04    9.9980E-01
    9.299017E+02    4.4163E-17    2.0613E-10    2.0184E-04    9.9980E-01
    9.863879E+02    4.4131E-17    2.0600E-10    2.0176E-04    9.9980E-01
    1.046644E+03    4.3999E-17    2.0546E-10    2.0143E-04    9.9980E-01
    1.110577E+03    4.3569E-17    2.0368E-10    2.0032E-04    9.9980E-01
    1.178415E+03    4.2188E-17    1.9785E-10    1.9663E-04    9.9980E-01
    1.250397E+03    3.7207E-17    1.7693E-10    1.8313E-04    9.9982E-01
    1.326777E+03    2.3887E-17    1.1939E-10    1.4234E-04    9.9986E-01
    1.407821E+03    1.0169E-17    5.6305E-11    8.7323E-05    9.9991E-01
    1.493817E+03    3.8102E-18    2.4456E-11    5.0664E-05    9.9995E-01
    1.585065E+03    1.5666E-18    1.1861E-11    3.1691E-05    9.9997E-01
    1.681887E+03    7.0324E-19    6.2722E-12    2.0941E-05    9.9998E-01
    1.784623E+03    3.1342E-19    3.3313E-12    1.3827E-05    9.9999E-01
    1.893635E+03    1.3178E-19    1.7169E-12    8.9671E-06    9.9999E-01
    2.009306E+03    5.3483E-20    8.7299E-13    5.7756E-06    9.9999E-01
    2.132042E+03    2.0987E-20    4.3923E-13    3.7197E-06    1.0000E+00
    2.262276E+03    7.7387E-21    2.1465E-13    2.3854E-06    1.0000E+00
    2.400465E+03    2.8282E-21    1.0529E-13    1.5483E-06    1.0000E+00
    2.547095E+03    1.1571E-21    5.6231E-14    1.0642E-06    1.0000E+00
    2.702681E+03    5.7441E-22    3.4514E-14    7.9894E-07    1.0000E+00
    2.867772E+03    3.4045E-22    2.4055E-14    6.5063E-07    1.0000E+00
    3.042947E+03    2.3041E-22    1.8464E-14    5.6527E-07    1.0000E+00
    3.228822E+03    1.8045E-22    1.5744E-14    5.2571E-07    1.0000E+00
    3.426051E+03    1.6415E-22    1.4936E-14    5.2294E-07    1.0000E+00
    3.635328E+03    1.6689E-22    1.5392E-14    5.5161E-07    1.0000E+00
    3.857388E+03    1.6714E-22    1.5874E-14    5.9407E-07    1.0000E+00
    4.093013E+03    1.8073E-22    1.7257E-14    6.5712E-07    1.0000E+00
    4.343030E+03    2.2563E-22    2.0357E-14    7.3628E-07    1.0000E+00
    4.608319E+03    2.1726E-22    1.9868E-14    7.2855E-07    1.0000E+00
    4.889814E+03    1.5284E-22    1.5626E-14    6.3958E-07    1.0000E+00
    5.188503E+03    1.0268E-22    1.1934E-14    5.5463E-07    1.0000E+00
    5.505438E+03    8.2900E-23    1.0332E-14    5.1484E-07    1.0000E+00
    5.841731E+03    7.5233E-23    9.7294E-15    5.0387E-07    1.0000E+00
    6.198568E+03    7.2117E-23    9.5611E-15    5.0922E-07    1.0000E+00
    6.577201E+03    7.5257E-23    9.9756E-15    5.3302E-07    1.0000E+00
    6.978962E+03    8.3855E-23    1.0935E-14    5.7679E-07    1.0000E+00
    7.405265E+03    9.3527E-23    1.2137E-14    6.3918E-07    1.0000E+00
    7.857608E+03    1.1158E-22    1.4246E-14    7.3803E-07    1.0000E+00
    8.337582E+03    1.5515E-22    1.8706E-14    9.0914E-07    1.0000E+00
    8.846874E+03    2.5108E-22    2.7876E-14    1.2225E-06    1.0000E+00
    9.387276E+03    5.2005E-22    5.1544E-14    1.9084E-06    1.0000E+00
    9.960688E+03    1.7129E-21    1.4187E-13    3.8256E-06    1.0000E+00
    1.056913E+04    1.0737E-20    7.1571E-13    1.1159E-05    9.9999E-01
    1.121473E+04    1.9970E-19    1.0614E-11    6.1672E-05    9.9994E-01
    1.189977E+04    1.7964E-17    7.6804E-10    8.4946E-04    9.9915E-01
    1.262692E+04    7.3522E-15    2.1904E-07    2.5353E-02    9.7465E-01
    1.339437E+04    3.1583E-12    4.9612E-05    5.0576E-01    4.9419E-01
    1.404300E+04    1.7998E-10    1.1028E-03    9.7587E-01    2.3023E-02
    1.458324E+04    1.1756E-08    1.9611E-02    9.8012E-01    2.7038E-04
    1.507109E+04    1.4145E-06    3.9270E-01    6.0730E-01    8.3756E-07
    1.552521E+04    3.2254E-05    9.7431E-01    2.5658E-02    7.6340E-11
    1.588026E+04    4.0893E-04    9.9931E-01    2.7899E-04    8.8906E-16
    1.613148E+04    7.6199E-03    9.9238E-01    1.4429E-06    1.6992E-21
    1.631412E+04    1.4978E-01    8.5022E-01    3.7820E-09    6.5076E-28
    1.645533E+04    8.3948E-01    1.6052E-01    1.2170E-12    1.1509E-35
    1.657187E+04    9.9260E-01    7.4041E-03    1.0727E-16    5.9232E-44
    1.667619E+04    9.9953E-01    4.6658E-04    3.0552E-20    3.6086E-51
    1.677791E+04    9.9995E-01    5.3413E-05    4.6034E-23    9.1583E-57
    1.688119E+04    9.9999E-01    1.0760E-05    3.5049E-25    8.7878E-58
    1.699410E+04    1.0000E+00    2.8640E-06    6.0906E-27    2.8881E-58
    1.712967E+04    1.0000E+00    8.0412E-07    1.2601E-28    9.6321E-59
    1.736141E+04    1.0000E+00    1.3625E-07    5.9596E-31    1.9142E-59
    1.784412E+04    1.0000E+00    6.5848E-09    7.9614E-35    1.0355E-60
    1.850057E+04    1.0000E+00    2.2244E-10    4.4526E-39    3.6126E-62
    1.923225E+04    1.0000E+00    8.8719E-12    3.8876E-43    1.4567E-63
    2.000173E+04    1.0000E+00    4.4269E-13    5.7537E-47    7.3038E-65
    2.080720E+04    1.0000E+00    2.9737E-14    2.0268E-50    4.9266E-66
    2.161977E+04    1.0000E+00    2.6072E-15    1.1062E-51    4.3449E-67
    2.241073E+04    1.0000E+00    2.7939E-16    1.1927E-51    4.6881E-68
    2.319713E+04    1.0000E+00    3.5617E-17    3.0059E-51    6.0632E-69
    2.399305E+04    1.0000E+00    5.5445E-18    3.2172E-50    9.8104E-70
    2.479353E+04    1.0000E+00    1.6924E-18    4.2494E-49    3.2687E-70
    2.559239E+04    1.0000E+00    8.7619E-18    6.5335E-48    1.9592E-69
    2.640598E+04    1.0000E+00    1.4218E-16    1.3782E-46    3.8976E-68
    2.731587E+04    1.0000E+00    3.9259E-15    5.6707E-45    1.4818E-66
    2.846897E+04    1.0000E+00    9.0494E-14    2.2960E-43    5.3465E-65
    3.013823E+04    1.0000E+00    9.3787E-13    5.9298E-42    8.1104E-64
    3.197919E+04    1.0000E+00    5.0422E-12    6.5118E-41    3.8778E-63
    3.393261E+04    1.0000E+00    2.4438E-11    5.9841E-40    1.2175E-62
    3.597215E+04    1.0000E+00    1.2016E-10    7.2733E-39    4.0362E-62
    3.784692E+04    1.0000E+00    4.4760E-10    7.1111E-38    1.1476E-61
    3.952218E+04    1.0000E+00    1.0068E-09    3.3614E-37    2.2201E-61
    4.100575E+04    1.0000E+00    1.9658E-09    1.4160E-36    3.8269E-61
    4.233318E+04    1.0000E+00    4.0392E-09    7.9747E-36    6.8347E-61
    4.356859E+04    1.0000E+00    7.6828E-09    4.6363E-35    1.1425E-60
    4.478355E+04    1.0000E+00    1.2409E-08    2.1448E-34    1.6979E-60
    4.599850E+04    1.0000E+00    1.7050E-08    6.9454E-34    2.2036E-60
    4.722491E+04    1.0000E+00    2.0921E-08    1.7172E-33    2.6197E-60
    4.845806E+04    1.0000E+00    2.3869E-08    3.3926E-33    2.9410E-60
    4.970578E+04    1.0000E+00    2.5839E-08    5.6305E-33    3.1685E-60
    5.096979E+04    1.0000E+00    2.6972E-08    7.9958E-33    3.3323E-60
    5.225518E+04    1.0000E+00    2.7534E-08    1.0192E-32    3.4734E-60
    5.356241E+04    1.0000E+00    2.7840E-08    1.2088E-32    3.6392E-60
    5.489174E+04    1.0000E+00    2.8151E-08    1.3763E-32    3.8803E-60
    5.624060E+04    1.0000E+00    2.8662E-08    1.5402E-32    4.2349E-60
    5.760236E+04    1.0000E+00    2.9472E-08    1.7177E-32    4.7010E-60
    5.897093E+04    1.0000E+00    3.0520E-08    1.9106E-32    5.2454E-60
    6.033101E+04    1.0000E+00    3.1584E-08    2.0975E-32    5.8058E-60
    6.167475E+04    1.0000E+00    3.2469E-08    2.2540E-32    6.3296E-60
    6.297916E+04    1.0000E+00    3.3102E-08    2.3688E-32    6.7916E-60
    6.423021E+04    1.0000E+00    3.3489E-08    2.4424E-32    7.1913E-60
    6.540614E+04    1.0000E+00    3.3710E-08    2.4862E-32    7.5424E-60
    6.648466E+04    1.0000E+00    3.3761E-08    2.5009E-32    7.8326E-60
    6.745239E+04    1.0000E+00    3.3562E-08    2.4760E-32    8.0218E-60
    6.828718E+04    1.0000E+00    3.3322E-08    2.4429E-32    8.1243E-60
    6.899373E+04    1.0000E+00    3.2954E-08    2.3909E-32    8.0358E-60
    6.955939E+04    1.0000E+00    3.2256E-08    2.2923E-32    7.7003E-60
    6.978644E+04    1.0000E+00    3.0942E-08    2.1026E-32    7.2390E-60
    6.990024E+04    1.0000E+00    2.8690E-08    1.8134E-32    6.5844E-60
    6.995721E+04    1.0000E+00    2.5253E-08    1.3872E-32    5.7542E-60
    6.998572E+04    1.0000E+00    2.0829E-08    9.4933E-33    4.7332E-60
    6.999926E+04    1.0000E+00    1.6400E-08    5.9917E-33    3.7269E-60
    6.999997E+04    1.0000E+00    1.5787E-08    5.5909E-33    3.5906E-60
#TIME:     1.181
#NVEL: 115
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    8.772128E+02    6.0516E-17    3.2316E-10    2.8539E-04    9.9971E-01
    8.813910E+02    6.0516E-17    3.2316E-10    2.8539E-04    9.9971E-01
    8.940453E+02    6.0515E-17    3.2316E-10    2.8539E-04    9.9971E-01
    9.199016E+02    6.0507E-17    3.2312E-10    2.8537E-04    9.9971E-01
    9.722748E+02    6.0455E-17    3.2288E-10    2.8523E-04    9.9971E-01
    1.031704E+03    6.0243E-17    3.2188E-10    2.8469E-04    9.9972E-01
    1.094724E+03    5.9557E-17    3.1861E-10    2.8289E-04    9.9972E-01
    1.161594E+03    5.7390E-17    3.0813E-10    2.7703E-04    9.9972E-01
    1.232549E+03    5.0341E-17    2.7396E-10    2.5742E-04    9.9974E-01
    1.307838E+03    3.3002E-17    1.8753E-10    2.0285E-04    9.9980E-01
    1.387726E+03    1.4430E-17    8.9373E-11    1.2648E-04    9.9987E-01
    1.472494E+03    5.3588E-18    3.7575E-11    7.2401E-05    9.9993E-01
    1.562439E+03    2.1359E-18    1.7308E-11    4.3932E-05    9.9996E-01
    1.657879E+03    9.2070E-19    8.6903E-12    2.8153E-05    9.9997E-01
    1.759149E+03    4.0157E-19    4.4569E-12    1.8207E-05    9.9998E-01
    1.866605E+03    1.6532E-19    2.2208E-12    1.1554E-05    9.9999E-01
    1.980625E+03    6.5164E-20    1.0873E-12    7.2512E-06    9.9999E-01
    2.101609E+03    2.4963E-20    5.2960E-13    4.5520E-06    1.0000E+00
    2.229984E+03    9.0663E-21    2.5277E-13    2.8542E-06    1.0000E+00
    2.366200E+03    3.2462E-21    1.2103E-13    1.8112E-06    1.0000E+00
    2.510737E+03    1.2779E-21    6.2460E-14    1.2099E-06    1.0000E+00
    2.664102E+03    6.0288E-22    3.6802E-14    8.7969E-07    1.0000E+00
    2.826836E+03    3.4237E-22    2.4806E-14    6.9790E-07    1.0000E+00
    2.999511E+03    2.2462E-22    1.8595E-14    5.9554E-07    1.0000E+00
    3.182733E+03    1.7005E-22    1.5479E-14    5.4574E-07    1.0000E+00
    3.377147E+03    1.5161E-22    1.4496E-14    5.3976E-07    1.0000E+00
    3.583436E+03    1.5456E-22    1.4993E-14    5.7197E-07    1.0000E+00
    3.802327E+03    1.5762E-22    1.5713E-14    6.2423E-07    1.0000E+00
    4.034588E+03    1.6491E-22    1.6837E-14    6.9238E-07    1.0000E+00
    4.281037E+03    2.1014E-22    2.0301E-14    7.9340E-07    1.0000E+00
    4.542539E+03    2.2428E-22    2.1363E-14    8.2392E-07    1.0000E+00
    4.820016E+03    1.7296E-22    1.7888E-14    7.4877E-07    1.0000E+00
    5.114441E+03    1.1640E-22    1.3668E-14    6.4921E-07    1.0000E+00
    5.426852E+03    9.0380E-23    1.1517E-14    5.9362E-07    1.0000E+00
    5.758345E+03    8.0191E-23    1.0673E-14    5.7506E-07    1.0000E+00
    6.110088E+03    7.5823E-23    1.0399E-14    5.7827E-07    1.0000E+00
    6.483316E+03    7.8271E-23    1.0797E-14    6.0468E-07    1.0000E+00
    6.879343E+03    8.7991E-23    1.1942E-14    6.5832E-07    1.0000E+00
    7.299560E+03    9.9968E-23    1.3477E-14    7.3637E-07    1.0000E+00
    7.745446E+03    1.1959E-22    1.5964E-14    8.5678E-07    1.0000E+00
    8.218569E+03    1.6666E-22    2.1199E-14    1.0656E-06    1.0000E+00
    8.720592E+03    2.7201E-22    3.2098E-14    1.4445E-06    1.0000E+00
    9.253280E+03    5.5202E-22    5.9229E-14    2.2425E-06    1.0000E+00
    9.818507E+03    1.7134E-21    1.5879E-13    4.3970E-06    1.0000E+00
    1.041826E+04    9.6213E-21    7.4656E-13    1.2151E-05    9.9999E-01
    1.105465E+04    1.5371E-19    9.7740E-12    6.1488E-05    9.9994E-01
    1.172991E+04    1.1099E-17    5.7887E-10    7.4750E-04    9.9925E-01
    1.244654E+04    4.7595E-15    1.7241E-07    2.2930E-02    9.7707E-01
    1.320989E+04    2.7457E-12    4.9780E-05    5.2148E-01    4.7847E-01
    1.386136E+04    1.6397E-10    1.1128E-03    9.7819E-01    2.0700E-02
    1.439601E+04    8.6225E-09    1.7011E-02    9.8268E-01    3.0584E-04
    1.488398E+04    6.8568E-07    2.8223E-01    7.1777E-01    1.8252E-06
    1.536359E+04    1.8209E-05    9.4686E-01    5.3118E-02    4.2747E-10
    1.576618E+04    2.0123E-04    9.9905E-01    7.5325E-04    8.9477E-15
    1.605431E+04    3.3288E-03    9.9667E-01    5.1659E-06    3.5757E-20
    1.626454E+04    6.2086E-02    9.3791E-01    2.0118E-08    3.2982E-26
    1.642532E+04    6.1632E-01    3.8368E-01    2.1373E-11    3.7846E-33
    1.655498E+04    9.7092E-01    2.9075E-02    4.7146E-15    9.4846E-41
    1.667029E+04    9.9804E-01    1.9608E-03    1.6143E-18    8.4543E-48
    1.677962E+04    9.9981E-01    1.8650E-04    1.5308E-21    5.7950E-54
    1.689033E+04    9.9997E-01    2.8917E-05    5.5842E-24    2.0188E-57
    1.700983E+04    9.9999E-01    6.5281E-06    5.9182E-26    5.6432E-58
    1.715276E+04    1.0000E+00    1.6686E-06    9.0468E-28    1.7907E-58
    1.737920E+04    1.0000E+00    2.9966E-07    4.9263E-30    3.9582E-59
    1.783361E+04    1.0000E+00    1.8158E-08    1.2351E-33    2.8313E-60
    1.847574E+04    1.0000E+00    6.9475E-10    9.7216E-38    1.1409E-61
    1.920106E+04    1.0000E+00    3.0450E-11    1.0848E-41    5.0725E-63
    1.996484E+04    1.0000E+00    1.5844E-12    1.7289E-45    2.6513E-64
    2.076583E+04    1.0000E+00    1.0642E-13    5.4152E-49    1.7855E-65
    2.157573E+04    1.0000E+00    9.7822E-15    1.5391E-51    1.6500E-66
    2.236403E+04    1.0000E+00    1.1306E-15    1.1105E-51    1.9205E-67
    2.314625E+04    1.0000E+00    1.5799E-16    1.1464E-51    2.7227E-68
    2.393639E+04    1.0000E+00    2.7707E-17    1.5103E-51    4.9582E-69
    2.472926E+04    1.0000E+00    6.1315E-18    7.2724E-51    1.1834E-69
    2.551565E+04    1.0000E+00    2.4799E-18    1.2247E-49    5.4765E-70
    2.630877E+04    1.0000E+00    1.8860E-17    3.3846E-48    5.1320E-69
    2.717031E+04    1.0000E+00    6.3854E-16    1.8775E-46    2.3285E-67
    2.821638E+04    1.0000E+00    2.0071E-14    1.1514E-44    1.1129E-65
    2.977151E+04    1.0000E+00    3.5819E-13    6.0226E-43    3.0530E-64
    3.159270E+04    1.0000E+00    2.4174E-12    1.0887E-41    2.0604E-63
    3.352251E+04    1.0000E+00    1.2505E-11    1.1359E-40    7.1364E-63
    3.556826E+04    1.0000E+00    6.5846E-11    1.5188E-39    2.4186E-62
    3.754689E+04    1.0000E+00    2.9124E-10    2.0132E-38    7.7306E-62
    3.929074E+04    1.0000E+00    7.3534E-10    1.1934E-37    1.6345E-61
    4.082838E+04    1.0000E+00    1.5150E-09    5.6861E-37    2.9593E-61
    4.219940E+04    1.0000E+00    3.2802E-09    3.6821E-36    5.5931E-61
    4.346538E+04    1.0000E+00    6.6390E-09    2.5454E-35    1.0004E-60
    4.470136E+04    1.0000E+00    1.1213E-08    1.3855E-34    1.5465E-60
    4.593010E+04    1.0000E+00    1.5959E-08    5.0758E-34    2.0767E-60
    4.716666E+04    1.0000E+00    2.0010E-08    1.3727E-33    2.5134E-60
    4.840749E+04    1.0000E+00    2.3162E-08    2.8958E-33    2.8521E-60
    4.966166E+04    1.0000E+00    2.5323E-08    5.0494E-33    3.0927E-60
    5.093097E+04    1.0000E+00    2.6608E-08    7.4010E-33    3.2605E-60
    5.222081E+04    1.0000E+00    2.7281E-08    9.6675E-33    3.3986E-60
    5.353175E+04    1.0000E+00    2.7663E-08    1.1653E-32    3.5574E-60
    5.486424E+04    1.0000E+00    2.8023E-08    1.3413E-32    3.7895E-60
    5.621587E+04    1.0000E+00    2.8565E-08    1.5122E-32    4.1364E-60
    5.758018E+04    1.0000E+00    2.9395E-08    1.6950E-32    4.6004E-60
    5.895115E+04    1.0000E+00    3.0459E-08    1.8923E-32    5.1495E-60
    6.031355E+04    1.0000E+00    3.1538E-08    2.0830E-32    5.7204E-60
    6.165963E+04    1.0000E+00    3.2435E-08    2.2429E-32    6.2580E-60
    6.296626E+04    1.0000E+00    3.3078E-08    2.3606E-32    6.7339E-60
    6.421958E+04    1.0000E+00    3.3473E-08    2.4362E-32    7.1462E-60
    6.539762E+04    1.0000E+00    3.3698E-08    2.4816E-32    7.5077E-60
    6.647820E+04    1.0000E+00    3.3753E-08    2.4975E-32    7.8064E-60
    6.744774E+04    1.0000E+00    3.3556E-08    2.4734E-32    8.0022E-60
    6.828413E+04    1.0000E+00    3.3317E-08    2.4408E-32    8.1101E-60
    6.899197E+04    1.0000E+00    3.2951E-08    2.3892E-32    8.0263E-60
    6.955866E+04    1.0000E+00    3.2255E-08    2.2912E-32    7.6950E-60
    6.978609E+04    1.0000E+00    3.0944E-08    2.1019E-32    7.2361E-60
    6.990008E+04    1.0000E+00    2.8694E-08    1.8131E-32    6.5833E-60
    6.995714E+04    1.0000E+00    2.5259E-08    1.3873E-32    5.7539E-60
    6.998569E+04    1.0000E+00    2.0834E-08    9.4933E-33    4.7331E-60
    6.999926E+04    1.0000E+00    1.6399E-08    5.9884E-33    3.7258E-60
    6.999997E+04    1.0000E+00    1.5786E-08    5.5875E-33    3.5895E-60
#TIME:     1.300
#NVEL: 115
#vel_mid[km/s]           ne1           ne2           ne3           ne4
    8.772128E+02    8.8715E-17    5.4773E-10    4.2073E-04    9.9958E-01
    8.832043E+02    8.8715E-17    5.4773E-10    4.2073E-04    9.9958E-01
    9.014253E+02    8.8707E-17    5.4769E-10    4.2071E-04    9.9958E-01
    9.390027E+02    8.8652E-17    5.4738E-10    4.2057E-04    9.9958E-01
    9.991196E+02    8.8384E-17    5.4590E-10    4.1987E-04    9.9958E-01
    1.059702E+03    8.7537E-17    5.4119E-10    4.1764E-04    9.9958E-01
    1.124003E+03    8.4966E-17    5.2676E-10    4.1076E-04    9.9959E-01
    1.192205E+03    7.7260E-17    4.8316E-10    3.8945E-04    9.9961E-01
    1.264546E+03    5.7497E-17    3.6946E-10    3.2992E-04    9.9967E-01
    1.341276E+03    2.9649E-17    2.0222E-10    2.2651E-04    9.9977E-01
