#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8
4.548226e+04 3.518834e+03 1.010226e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 3.595748e+03 7.126591e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 3.679962e+03 5.316528e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 3.772382e+03 4.281414e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 3.878552e+03 3.476993e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 4.045038e+03 2.626224e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 6.276067e+03 2.924094e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 5.112521e+03 1.451788e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 6.535323e+03 1.406762e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 6.564328e+03 9.820922e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 6.594926e+03 6.865995e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 6.628042e+03 4.863440e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 9.830290e+03 3.465584e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 5.533424e+03 1.608105e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 5.656150e+03 1.188339e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 5.796483e+03 9.020274e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 5.981429e+03 7.308476e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 7.184684e+03 8.084927e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 6.914988e+03 5.894057e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 6.989180e+03 5.823105e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 7.128265e+03 4.000008e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 7.121752e+03 4.067746e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 7.131851e+03 3.963399e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 7.136943e+03 3.912168e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 7.146109e+03 3.822185e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 7.291390e+03 2.720777e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 7.315963e+03 2.584239e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 3.229075e+01 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8
4.386064e+02 9.875053e+03 2.545207e+09 2.347462e-13 7.679968e-05 9.998450e-01 7.824874e-05 2.704895e-18 1.304146e-42 8.694304e-79 1.917577e-127 6.858840e-213 
8.801961e+02 9.878654e+03 5.159551e+09 1.033208e-12 1.632135e-04 9.998017e-01 3.507658e-05 5.177971e-19 1.006960e-43 2.553193e-80 1.982900e-129 2.030624e-215 
8.922517e+02 9.897254e+03 3.978035e+09 6.036120e-13 1.241274e-04 9.998291e-01 4.674124e-05 9.348248e-19 2.498025e-43 8.852976e-80 9.843519e-129 1.529150e-214 
9.200313e+02 9.867230e+03 3.461867e+09 4.447678e-13 1.060327e-04 9.998381e-01 5.586284e-05 1.362769e-18 4.554423e-43 2.063723e-79 3.020863e-128 6.724890e-214 
9.688202e+02 9.868009e+03 2.697715e+09 2.634293e-13 8.126589e-05 9.998443e-01 7.441764e-05 2.437977e-18 1.118547e-42 7.167834e-79 1.511180e-127 5.204669e-213 
1.029396e+03 9.863255e+03 2.758104e+09 2.651367e-13 8.123716e-05 9.998420e-01 7.677358e-05 2.673685e-18 1.348001e-42 9.819877e-79 2.446042e-127 1.129286e-212 
1.092261e+03 9.866834e+03 2.758897e+09 2.575482e-13 7.945162e-05 9.998407e-01 7.989798e-05 2.977204e-18 1.647059e-42 1.352463e-78 3.914555e-127 2.303204e-212 
1.158981e+03 9.878160e+03 2.765772e+09 2.408494e-13 7.598754e-05 9.998360e-01 8.798557e-05 3.803821e-18 2.590686e-42 2.803985e-78 1.146479e-126 1.186472e-211 
1.229776e+03 9.903787e+03 2.783022e+09 2.433228e-13 7.653607e-05 9.998354e-01 8.803861e-05 3.804683e-18 2.605766e-42 2.835816e-78 1.172373e-126 1.238734e-211 
1.304896e+03 9.933775e+03 2.834508e+09 2.515282e-13 7.756574e-05 9.998359e-01 8.653288e-05 3.676527e-18 2.479414e-42 2.667724e-78 1.089507e-126 1.143310e-211 
1.384604e+03 9.971015e+03 2.916306e+09 2.445128e-13 7.523471e-05 9.998297e-01 9.503332e-05 4.707119e-18 3.989420e-42 5.840590e-78 3.534052e-126 7.176996e-211 
1.469181e+03 9.996113e+03 2.929261e+09 2.249597e-13 7.132868e-05 9.998208e-01 1.079075e-04 6.523221e-18 7.315762e-42 1.542406e-77 1.475345e-125 6.340327e-210 
1.558925e+03 1.002264e+04 2.864574e+09 1.976545e-13 6.591047e-05 9.998087e-01 1.253606e-04 9.305912e-18 1.392041e-41 4.245342e-77 6.375703e-125 5.668146e-209 
1.654150e+03 1.006663e+04 2.835279e+09 1.711353e-13 5.989736e-05 9.997906e-01 1.495182e-04 1.459154e-17 3.152493e-41 1.567239e-76 4.296397e-124 1.017805e-207 
1.755192e+03 1.009412e+04 2.829223e+09 1.619871e-13 5.777884e-05 9.997802e-01 1.619871e-04 1.784953e-17 4.550083e-41 2.816718e-76 1.013193e-123 3.734989e-207 
1.862406e+03 1.014218e+04 2.801326e+09 1.345108e-13 5.138071e-05 9.997426e-01 2.060076e-04 3.247649e-17 1.369344e-40 1.623824e-75 1.320872e-122 1.817714e-205 
1.976169e+03 1.019550e+04 2.772188e+09 1.171714e-13 4.689798e-05 9.997061e-01 2.469862e-04 5.086740e-17 3.116731e-40 6.027640e-75 8.938549e-122 3.293150e-204 
2.096881e+03 1.024931e+04 2.702760e+09 9.505096e-14 4.119505e-05 9.996413e-01 3.174664e-04 9.410612e-17 9.523993e-40 3.533704e-74 1.175382e-120 1.593001e-202 
2.224967e+03 1.030652e+04 2.550463e+09 7.575704e-14 3.603720e-05 9.995720e-01 3.919375e-04 1.565119e-16 2.333212e-39 1.420444e-73 8.601580e-120 2.998716e-201 
2.360877e+03 1.035895e+04 2.395431e+09 6.058683e-14 3.175985e-05 9.994897e-01 4.785202e-04 2.504513e-16 5.325466e-39 5.055334e-73 5.248286e-119 4.244937e-200 
2.505088e+03 1.039870e+04 2.285050e+09 5.084193e-14 2.864580e-05 9.994072e-01 5.642002e-04 3.695482e-16 1.057512e-38 1.458437e-72 2.388118e-118 3.945334e-199 
2.658109e+03 1.041937e+04 2.203091e+09 4.439480e-14 2.653076e-05 9.993252e-01 6.482349e-04 5.093906e-16 1.857153e-38 3.484373e-72 8.295284e-118 2.458517e-198 
2.820477e+03 1.040557e+04 2.094980e+09 4.035132e-14 2.532113e-05 9.993044e-01 6.702652e-04 5.429825e-16 2.017566e-38 3.845562e-72 9.167061e-118 2.640438e-198 
2.992763e+03 1.038680e+04 1.916115e+09 3.608016e-14 2.427210e-05 9.993110e-01 6.647495e-04 5.073089e-16 1.681554e-38 2.667745e-72 4.963755e-118 9.052839e-199 
3.175573e+03 1.033597e+04 1.699753e+09 3.305604e-14 2.375788e-05 9.993686e-01 6.076747e-04 3.807118e-16 9.005299e-39 8.932085e-73 8.968692e-119 5.491036e-200 
3.369550e+03 1.026325e+04 1.491304e+09 3.130848e-14 2.390282e-05 9.994631e-01 5.129775e-04 2.330074e-16 3.353620e-39 1.649716e-73 6.683157e-120 8.670042e-202 
3.575375e+03 1.016433e+04 1.278330e+09 3.027257e-14 2.465596e-05 9.995660e-01 4.093461e-04 1.208999e-16 8.986574e-40 1.761140e-74 2.199045e-121 3.722193e-204 
3.793773e+03 1.005235e+04 1.049260e+09 2.793369e-14 2.495599e-05 9.996574e-01 3.176216e-04 5.813611e-17 2.027674e-40 1.389595e-75 4.452375e-123 7.217385e-207 
4.025512e+03 9.941689e+03 9.429152e+08 3.061164e-14 2.742661e-05 9.997443e-01 2.282602e-04 2.406464e-17 3.680475e-41 8.281068e-77 6.458525e-125 9.696635e-210 
4.271406e+03 9.831619e+03 9.541767e+08 4.246548e-14 3.422323e-05 9.998201e-01 1.456727e-04 7.794297e-18 4.676578e-42 3.063965e-78 5.178280e-127 6.396699e-213 
4.532320e+03 9.726781e+03 9.264454e+08 5.528256e-14 4.112067e-05 9.998635e-01 9.537947e-05 2.644690e-18 6.244881e-43 1.189257e-79 4.282692e-129 4.163254e-216 
4.809172e+03 9.632636e+03 8.056312e+08 5.545430e-14 4.299841e-05 9.998836e-01 7.337030e-05 1.274596e-18 1.475937e-43 1.054485e-80 1.081785e-130 1.235351e-218 
5.102936e+03 9.542029e+03 6.916025e+08 5.358472e-14 4.430371e-05 9.998979e-01 5.778744e-05 6.514221e-19 3.852496e-44 1.083952e-81 3.362179e-132 4.920688e-221 
5.414644e+03 9.444504e+03 6.271490e+08 6.053024e-14 4.963837e-05 9.999097e-01 4.071061e-05 2.553341e-19 6.445846e-45 5.695914e-83 4.106772e-134 5.160248e-224 
5.745391e+03 9.329564e+03 5.723752e+08 7.161050e-14 5.732599e-05 9.999156e-01 2.706538e-05 8.758659e-20 8.382751e-46 2.011108e-84 2.819311e-136 2.274244e-227 
6.096342e+03 9.189443e+03 5.206256e+08 9.472865e-14 7.124890e-05 9.999135e-01 1.526184e-05 1.977562e-20 5.019809e-47 2.064599e-86 3.096898e-139 6.214037e-232 
6.468731e+03 9.020283e+03 4.854953e+08 1.454976e-13 9.721207e-05 9.998955e-01 7.242833e-06 2.927045e-21 1.420792e-48 6.430952e-89 6.110473e-143 1.284054e-237 
6.863867e+03 8.825672e+03 4.495446e+08 2.476914e-13 1.417977e-04 9.998553e-01 2.931394e-06 2.931394e-22 1.931539e-50 6.203647e-92 2.142872e-147 1.890635e-244 
7.283139e+03 8.614866e+03 3.954708e+08 4.310299e-13 2.137296e-04 9.997852e-01 1.050795e-06 2.091387e-23 1.359402e-52 1.994469e-95 1.433366e-152 2.070984e-252 
7.728022e+03 8.377525e+03 3.491150e+08 8.440858e-13 3.485815e-04 9.996511e-01 3.197731e-07 9.881277e-25 4.465300e-55 1.901354e-99 1.613270e-158 1.512440e-261 
8.200081e+03 8.123234e+03 3.200169e+08 2.008328e-12 6.406149e-04 9.993593e-01 7.847533e-08 2.818706e-26 5.957719e-58 4.388212e-104 2.344651e-165 5.188981e-272 
8.700974e+03 7.859331e+03 2.881005e+08 5.164681e-12 1.241802e-03 9.987582e-01 1.678521e-08 5.544437e-28 3.987438e-61 3.284889e-109 6.379900e-173 1.359526e-283 
9.232464e+03 7.579065e+03 2.531947e+08 1.500983e-11 2.636594e-03 9.973634e-01 2.888404e-09 6.369301e-30 9.529264e-65 4.690570e-115 1.505920e-181 8.245529e-297 
9.796417e+03 7.272246e+03 2.237657e+08 5.409433e-11 6.430602e-03 9.935694e-01 3.608589e-10 3.284299e-32 5.361135e-69 6.616896e-122 1.193663e-191 2.904811e-312 
1.039482e+04 6.932721e+03 1.867721e+08 2.299107e-10 1.785714e-02 9.821429e-01 3.191964e-11 6.941964e-35 5.524554e-74 5.848214e-130 1.540179e-203 0.000000e+00 
1.102978e+04 6.570846e+03 1.370912e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 6.207952e+03 8.850561e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 5.856225e+03 5.882178e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 5.524205e+03 3.975995e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 5.237629e+03 2.773612e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 5.040149e+03 2.186452e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 4.904242e+03 1.954105e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 4.798167e+03 1.928834e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 4.712823e+03 2.203578e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 4.644106e+03 2.098827e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 4.601752e+03 1.935874e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 4.565686e+03 1.643175e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 4.542067e+03 1.378566e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 4.516160e+03 1.200833e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 4.496495e+03 1.070636e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 4.479060e+03 9.705969e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 4.508695e+03 9.206342e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 4.503219e+03 9.970426e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 4.492982e+03 9.437447e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 4.462683e+03 5.071537e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 4.428031e+03 3.366418e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 4.354334e+03 2.340803e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 4.293853e+03 1.550338e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 4.221636e+03 1.046133e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 4.155297e+03 7.664281e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 4.095369e+03 5.560542e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 4.066180e+03 4.006572e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 4.066947e+03 3.007160e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 3.979228e+03 2.322745e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 3.940885e+03 1.944017e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 3.905760e+03 1.717154e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 3.852962e+03 1.547138e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 3.768661e+03 1.274933e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 3.721668e+03 8.366877e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 3.633578e+03 4.630667e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 3.621900e+03 2.474313e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 3.504514e+03 1.231361e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 3.463344e+03 7.216706e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 3.461341e+03 5.381830e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 3.336440e+03 2.999502e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 3.355675e+03 2.410360e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 3.407743e+03 1.851621e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 3.470884e+03 1.310707e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 3.541457e+03 9.156642e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 3.620550e+03 6.510257e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 3.706744e+03 4.966834e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 3.802117e+03 4.050568e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 3.916223e+03 3.231281e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 4.173970e+03 2.387373e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 7.479793e+03 1.665574e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 6.525130e+03 1.818704e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 6.567538e+03 1.261944e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 6.587790e+03 8.807050e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 6.618165e+03 6.156816e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 9.697527e+03 4.360840e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 5.464787e+03 1.966122e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 5.577823e+03 1.442984e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 5.708316e+03 1.068110e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 5.865110e+03 8.181823e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
