#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8
2.224967e+03 5.305704e+04 2.673018e+12 7.563433e-35 2.101762e-25 4.494425e-17 3.956257e-10 9.963368e-05 1.461779e-01 8.436137e-01 1.010882e-02 3.927167e-10 
2.360877e+03 5.401155e+04 2.535880e+12 1.752241e-35 5.438359e-26 1.346234e-17 1.431709e-10 4.711820e-05 9.818962e-02 8.835998e-01 1.816348e-02 1.613344e-09 
2.505088e+03 5.480721e+04 2.433789e+12 5.358731e-36 1.818428e-26 5.036885e-18 6.227714e-11 2.542581e-05 7.032328e-02 9.011679e-01 2.848334e-02 4.908147e-09 
2.658109e+03 5.537205e+04 2.354472e+12 2.141779e-36 7.821514e-27 2.365947e-18 3.265056e-11 1.581359e-05 5.409271e-02 9.064184e-01 3.947306e-02 1.130586e-08 
2.820477e+03 5.573703e+04 2.239667e+12 1.131073e-36 4.419423e-27 1.441931e-18 2.183495e-11 1.179761e-05 4.606687e-02 9.063563e-01 4.756498e-02 1.782750e-08 
2.992763e+03 5.568301e+04 2.043546e+12 6.461290e-37 2.765674e-27 9.903285e-19 1.642496e-11 9.722127e-06 4.184742e-02 9.057883e-01 5.235456e-02 2.161815e-08 
3.175573e+03 5.526755e+04 1.800101e+12 4.698688e-37 2.237953e-27 8.779661e-19 1.569605e-11 9.772056e-06 4.273376e-02 9.073329e-01 4.992356e-02 1.762008e-08 
3.369550e+03 5.452551e+04 1.557559e+12 4.950763e-37 2.600401e-27 1.098503e-18 2.050316e-11 1.245192e-05 5.000771e-02 9.101404e-01 3.983948e-02 8.951380e-09 
3.575375e+03 5.356617e+04 1.305966e+12 5.752460e-37 3.388435e-27 1.555003e-18 3.020698e-11 1.754632e-05 6.198998e-02 9.088362e-01 2.915630e-02 3.546037e-09 
3.793773e+03 5.257415e+04 1.040996e+12 5.243676e-37 3.615789e-27 1.897898e-18 3.991455e-11 2.312696e-05 7.435063e-02 9.039472e-01 2.167908e-02 1.443968e-09 
4.025512e+03 5.166594e+04 9.070435e+11 7.724379e-37 5.719951e-27 3.153306e-18 6.648832e-11 3.519970e-05 9.533252e-02 8.897702e-01 1.486210e-02 5.084401e-10 
4.271406e+03 5.076941e+04 8.993718e+11 2.327731e-36 1.639317e-26 8.320399e-18 1.540264e-10 6.636509e-05 1.342160e-01 8.568030e-01 8.914713e-03 1.416449e-10 
4.532320e+03 4.990823e+04 8.703841e+11 6.263669e-36 4.280959e-26 2.048644e-17 3.404987e-10 1.205639e-04 1.846134e-01 8.100384e-01 5.227574e-03 3.810006e-11 
4.809172e+03 4.916721e+04 7.645267e+11 8.258196e-36 6.087470e-26 3.053173e-17 5.096486e-10 1.684672e-04 2.222634e-01 7.739109e-01 3.657201e-03 1.472318e-11 
5.102936e+03 4.845524e+04 6.637922e+11 9.783011e-36 7.894212e-26 4.213475e-17 7.167751e-10 2.247187e-04 2.610417e-01 7.361474e-01 2.586202e-03 5.956982e-12 
5.414644e+03 4.774523e+04 6.044374e+11 1.524673e-35 1.277161e-25 6.930333e-17 1.148455e-09 3.242406e-04 3.148351e-01 6.831328e-01 1.707832e-03 2.123652e-12 
5.745391e+03 4.697213e+04 5.489199e+11 2.741191e-35 2.376394e-25 1.297636e-16 2.042865e-09 5.023780e-04 3.887697e-01 6.097326e-01 9.953754e-04 5.888870e-13 
6.096342e+03 4.612363e+04 4.948134e+11 5.007368e-35 4.498239e-25 2.467318e-16 3.686990e-09 7.832755e-04 4.733222e-01 5.253541e-01 5.404601e-04 1.426680e-13 
6.468731e+03 4.510721e+04 4.555487e+11 1.377250e-34 1.229476e-24 6.442929e-16 8.570869e-09 1.424538e-03 5.970054e-01 4.013531e-01 2.169317e-04 1.926968e-14 
6.863867e+03 4.393172e+04 4.178022e+11 4.445350e-34 3.923477e-24 1.936588e-15 2.206956e-08 2.716253e-03 7.293643e-01 2.678528e-01 6.664881e-05 1.609632e-15 
7.283139e+03 4.260457e+04 3.663861e+11 1.457435e-33 1.301787e-23 6.133964e-15 5.964165e-08 5.249598e-03 8.419166e-01 1.528185e-01 1.528185e-05 7.782422e-17 
7.728022e+03 4.113828e+04 3.244813e+11 6.327884e-33 5.568858e-23 2.404916e-14 1.877592e-07 1.078617e-02 9.188216e-01 7.038972e-02 2.340998e-06 1.877592e-18 
8.200081e+03 3.947161e+04 2.989817e+11 4.920503e-32 3.987917e-22 1.456611e-13 8.144587e-07 2.593478e-02 9.503499e-01 2.371434e-02 1.918463e-07 1.474375e-20 
8.700974e+03 3.750905e+04 2.686360e+11 5.982465e-31 4.397636e-21 1.311944e-12 4.806963e-06 7.294409e-02 9.215094e-01 5.541651e-03 7.451842e-09 2.949250e-23 
9.232464e+03 3.517726e+04 2.320938e+11 1.311856e-29 8.613749e-20 1.979388e-11 4.204492e-05 2.416218e-01 7.576277e-01 7.084843e-04 9.050579e-11 7.235003e-27 
9.796417e+03 3.247212e+04 2.015765e+11 5.954907e-28 3.216798e-18 4.959231e-10 4.729460e-04 6.912287e-01 3.082765e-01 2.182828e-05 1.078010e-13 4.059293e-32 
1.039482e+04 2.954384e+04 1.710703e+11 3.012085e-26 1.264028e-16 1.174621e-08 3.884572e-03 9.618941e-01 3.422123e-02 8.539893e-08 6.320138e-18 2.333826e-39 
1.102978e+04 2.655259e+04 1.370389e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 2.344401e+04 9.854980e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 2.050244e+04 6.463129e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 1.804772e+04 4.147762e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 1.606504e+04 2.821335e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 1.454141e+04 1.998004e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 1.337637e+04 1.595884e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 1.243874e+04 1.680532e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 1.169113e+04 2.254536e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 1.112106e+04 2.479641e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 1.069088e+04 2.501268e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 1.037635e+04 2.241115e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 1.016810e+04 1.934420e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 9.993168e+03 1.726997e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 9.864774e+03 1.566807e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 9.700525e+03 1.466017e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 9.574876e+03 1.386656e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 9.391551e+03 1.533621e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 9.160381e+03 1.483165e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 8.829364e+03 7.886647e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 8.434496e+03 5.277438e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 8.071406e+03 3.802585e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 7.671090e+03 2.615084e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 7.297173e+03 1.766640e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 6.949909e+03 1.280079e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 6.635030e+03 8.999546e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 6.333404e+03 6.117067e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 6.056360e+03 4.138968e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 5.819805e+03 2.865080e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 5.641345e+03 1.999282e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 5.444712e+03 1.395993e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 5.207766e+03 9.395513e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 5.006801e+03 6.432629e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 4.701179e+03 3.744126e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 4.624541e+03 2.101238e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 4.416784e+03 1.016464e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 4.214145e+03 5.149582e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 4.270782e+03 3.052714e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 4.237314e+03 2.160682e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 3.916577e+03 1.369532e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 3.676776e+03 4.318692e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 3.604118e+03 2.617799e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 3.439773e+03 1.312851e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 3.469884e+03 8.210287e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 3.725523e+03 1.619247e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 2.950029e+03 2.278003e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 3.536326e+03 5.483646e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 2.546189e+03 1.483538e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 2.572526e+03 1.112657e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 2.601356e+03 9.039009e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 2.635563e+03 8.230119e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 2.678412e+03 8.643172e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 2.731895e+03 1.055430e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 2.799466e+03 1.495029e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 3.541986e+03 5.274648e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 3.394559e+03 3.212176e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 3.346256e+03 2.200892e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 3.320036e+03 1.631874e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 3.370086e+03 1.412776e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 3.424011e+03 1.183322e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 3.476497e+03 9.710206e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 3.520812e+03 8.172669e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 3.563242e+03 6.956868e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 3.656012e+03 5.160600e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 3.651741e+03 5.221057e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 3.658388e+03 5.126953e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 3.661988e+03 5.083322e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 3.667647e+03 5.003736e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 3.758146e+03 4.138069e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 3.772495e+03 4.036252e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 4.700883e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8
4.386064e+02 3.905717e+04 1.977088e+12 8.693081e-28 1.031837e-18 5.412673e-11 4.219797e-05 1.774402e-01 8.201020e-01 2.415573e-03 2.191909e-09 1.565649e-23 
8.801961e+02 3.997319e+04 3.985833e+12 7.008312e-27 4.525283e-18 1.359054e-10 6.663039e-05 2.042255e-01 7.933938e-01 2.314065e-03 2.438951e-09 3.460079e-23 
8.922517e+02 4.010849e+04 3.111545e+12 1.574552e-27 1.335984e-18 5.296222e-11 3.511729e-05 1.507753e-01 8.454870e-01 3.702584e-03 6.116898e-09 1.526839e-22 
9.200313e+02 4.046541e+04 2.728379e+12 5.845452e-28 5.768682e-19 2.719835e-11 2.193415e-05 1.184444e-01 8.762694e-01 5.264197e-03 1.239280e-08 5.132592e-22 
9.688202e+02 4.086532e+04 2.147428e+12 1.043138e-28 1.361287e-19 8.629464e-12 9.741581e-06 7.855206e-02 9.122174e-01 9.220716e-03 3.927603e-08 3.631977e-21 
1.029396e+03 4.158753e+04 2.203354e+12 6.746661e-29 8.922115e-20 5.851696e-12 7.104647e-06 6.540130e-02 9.225026e-01 1.208891e-02 7.159722e-08 1.142802e-20 
1.092261e+03 4.191653e+04 2.213028e+12 3.577800e-29 4.926356e-20 3.453953e-12 4.678662e-06 5.146528e-02 9.316041e-01 1.692575e-02 1.499924e-07 4.637380e-20 
1.158981e+03 4.257361e+04 2.229110e+12 1.577066e-29 2.303888e-20 1.741629e-12 2.715296e-06 3.757531e-02 9.366400e-01 2.578160e-02 3.839813e-07 2.756437e-19 
1.229776e+03 4.317365e+04 2.252559e+12 7.556931e-30 1.149908e-20 9.384780e-13 1.650521e-06 2.809978e-02 9.343858e-01 3.751184e-02 8.989201e-07 1.391348e-18 
1.304896e+03 4.380896e+04 2.305950e+12 3.396163e-30 5.378413e-21 4.713043e-13 9.481533e-07 2.023836e-02 9.232019e-01 5.655651e-02 2.301074e-06 8.566648e-18 
1.384604e+03 4.453509e+04 2.384855e+12 1.713471e-30 2.769092e-21 2.570207e-13 5.752368e-07 1.490108e-02 9.041621e-01 8.093092e-02 5.324000e-06 4.360173e-17 
1.469181e+03 4.530676e+04 2.408824e+12 8.477511e-31 1.433641e-21 1.418570e-13 3.560555e-07 1.113380e-02 8.778934e-01 1.109612e-01 1.124683e-05 1.865052e-16 
1.558925e+03 4.603313e+04 2.380654e+12 2.728456e-31 5.029850e-22 5.622992e-14 1.689270e-07 7.046535e-03 8.209094e-01 1.720114e-01 3.250422e-05 1.466249e-15 
1.654150e+03 4.693699e+04 2.387549e+12 9.541859e-32 1.877682e-22 2.315714e-14 8.202651e-08 4.436127e-03 7.449346e-01 2.505435e-01 8.565353e-05 9.988262e-15 
1.755192e+03 4.792121e+04 2.426601e+12 2.972506e-32 6.244492e-23 8.506527e-15 3.568281e-08 2.558330e-03 6.371931e-01 3.600141e-01 2.344870e-04 7.869334e-14 
1.862406e+03 4.892196e+04 2.454145e+12 8.746584e-33 1.966113e-23 2.979072e-15 1.476453e-08 1.397958e-03 5.158242e-01 4.821835e-01 5.943192e-04 5.569406e-13 
1.976169e+03 4.995122e+04 2.481712e+12 2.519692e-33 6.038181e-24 1.012417e-15 5.901982e-09 7.354777e-04 3.940708e-01 6.038181e-01 1.375616e-03 3.500329e-12 
2.096881e+03 5.095154e+04 2.467866e+12 6.702960e-34 1.736941e-24 3.258221e-16 2.255692e-09 3.672056e-04 2.856044e-01 7.110966e-01 2.931816e-03 1.940944e-11 
2.224967e+03 5.188423e+04 2.367587e+12 1.552307e-34 4.502502e-25 9.752712e-17 8.127260e-10 1.763615e-04 1.991179e-01 7.948460e-01 5.859754e-03 9.590167e-11 
2.360877e+03 5.274968e+04 2.249487e+12 3.910097e-35 1.263629e-25 3.123309e-17 3.135230e-10 8.797719e-05 1.394760e-01 8.499693e-01 1.046666e-02 3.802808e-10 
2.505088e+03 5.351426e+04 2.160867e+12 1.270560e-35 4.474816e-26 1.238212e-17 1.435895e-10 4.942066e-05 1.029747e-01 8.805862e-01 1.638969e-02 1.128588e-09 
2.658109e+03 5.408458e+04 2.092383e+12 4.948864e-36 1.878937e-26 5.683036e-18 7.423295e-11 3.045454e-05 7.912743e-02 8.973214e-01 2.352070e-02 2.746347e-09 
2.820477e+03 5.439948e+04 1.990628e+12 2.631409e-36 1.066787e-26 3.480655e-18 4.978341e-11 2.275813e-05 6.777238e-02 9.036317e-01 2.857317e-02 4.392654e-09 
2.992763e+03 5.435821e+04 1.815543e+12 1.595642e-36 7.099253e-27 2.521925e-18 3.928253e-11 1.953985e-05 6.314954e-02 9.059999e-01 3.083104e-02 5.030328e-09 
3.175573e+03 5.395144e+04 1.599019e+12 1.174057e-36 5.746105e-27 2.246513e-18 3.770529e-11 1.964287e-05 6.434735e-02 9.065074e-01 2.912564e-02 4.030176e-09 
3.369550e+03 5.322765e+04 1.383304e+12 1.200194e-36 6.512680e-27 2.753933e-18 4.819383e-11 2.456211e-05 7.424455e-02 9.024713e-01 2.325957e-02 2.065450e-09 
3.575375e+03 5.232289e+04 1.159452e+12 1.363045e-36 8.277717e-27 3.802485e-18 6.961472e-11 3.422236e-05 9.096714e-02 8.921215e-01 1.687718e-02 8.189967e-10 
3.793773e+03 5.137922e+04 9.243173e+11 1.233271e-36 8.790336e-27 4.635700e-18 9.140200e-11 4.460768e-05 1.084579e-01 8.790336e-01 1.246391e-02 3.310589e-10 
4.025512e+03 5.048691e+04 8.055998e+11 1.759526e-36 1.356415e-26 7.463004e-18 1.481706e-10 6.645886e-05 1.361862e-01 8.552493e-01 8.498019e-03 1.165754e-10 
4.271406e+03 4.962880e+04 7.979975e+11 5.534215e-36 4.062114e-26 2.053194e-17 3.558500e-10 1.278404e-04 1.925907e-01 8.024612e-01 4.820301e-03 2.922066e-11 
4.532320e+03 4.882098e+04 7.718166e+11 1.394890e-35 9.895825e-26 4.753154e-17 7.421869e-10 2.216033e-04 2.547649e-01 7.421869e-01 2.826627e-03 8.053517e-12 
4.809172e+03 4.807880e+04 6.766261e+11 1.852450e-35 1.420914e-25 7.157194e-17 1.115680e-09 3.083909e-04 3.031282e-01 6.946688e-01 1.894551e-03 2.915504e-12 
5.102936e+03 4.737728e+04 5.861695e+11 2.237095e-35 1.874177e-25 1.002089e-16 1.597925e-09 4.138355e-04 3.537102e-01 6.445868e-01 1.289174e-03 1.094173e-12 
5.414644e+03 4.668850e+04 5.331810e+11 3.400200e-35 2.965547e-25 1.612069e-16 2.492380e-09 5.832059e-04 4.153966e-01 5.832059e-01 8.142874e-04 3.713811e-13 
