#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
1.5240e+04 1.7391e-02 9.8261e-01 1.1858e-08 3.9170e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 6.9492e-02 9.3051e-01 8.9113e-10 6.6155e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.7492e-01 7.2508e-01 4.5235e-11 6.1079e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 5.9762e-01 4.0238e-01 2.1782e-12 7.3541e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 8.3043e-01 1.6957e-01 9.8946e-14 1.0924e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.1892e-01 8.1082e-02 8.9718e-15 7.2671e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.5605e-01 4.3948e-02 1.2224e-15 1.0790e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.7626e-01 2.3736e-02 1.7786e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.8753e-01 1.2473e-02 2.4772e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.9348e-01 6.5221e-03 3.4674e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 9.9637e-01 3.6274e-03 5.8249e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.9855e-01 1.4544e-03 3.7212e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.9971e-01 2.8876e-04 2.8962e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.9996e-01 3.7856e-05 5.8876e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.0000e+00 2.8989e-06 2.2879e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.0000e+00 2.6475e-07 1.2512e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0000e+00 3.6437e-08 2.2670e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 5.9122e-09 7.4803e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0000e+00 1.6908e-09 1.4962e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.0000e+00 1.6930e-10 1.4013e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0000e+00 2.6808e-11 5.0447e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0000e+00 8.6463e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0000e+00 2.3954e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0000e+00 7.4234e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0000e+00 1.8789e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0000e+00 6.9082e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0000e+00 2.2363e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 1.4596e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 1.8659e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 1.1618e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0000e+00 5.5062e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 1.2796e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0000e+00 2.9209e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.0000e+00 2.0015e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.0000e+00 1.3504e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0000e+00 5.8833e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0000e+00 2.1274e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 5.1492e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.0000e+00 3.5795e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0000e+00 1.8936e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0000e+00 8.3486e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 1.2136e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.0000e+00 2.7909e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.0000e+00 1.1241e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0000e+00 7.7857e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.0000e+00 2.0126e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 2.7987e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 4.7239e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 2.3168e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 5.9746e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 1.4053e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 4.1205e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 2.6356e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 3.5543e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 7.0426e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 9.9016e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 1.3823e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 7.1226e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 3.9683e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 1.9086e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 7.3243e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 4.2131e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 1.9057e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.0249e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.9288
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.4010e+02 1.2769e-10 3.4502e-03 9.9634e-01 2.0865e-04 1.1179e-15 4.7972e-35 0.0000e+00
8.8623e+02 1.9985e-07 1.0239e-01 8.9760e-01 9.7780e-06 5.9277e-18 5.7264e-38 0.0000e+00
9.0614e+02 1.0638e-08 1.5630e-02 9.8415e-01 2.1724e-04 1.1759e-14 3.8233e-32 0.0000e+00
9.4442e+02 4.6614e-10 1.9266e-03 9.9238e-01 5.6949e-03 4.0903e-11 7.7903e-26 0.0000e+00
9.9911e+02 1.1570e-10 7.3728e-04 9.7509e-01 2.4172e-02 1.5471e-09 5.1371e-23 5.7313e-42
1.0608e+03 6.9603e-11 5.1700e-04 9.5943e-01 4.0057e-02 5.5595e-09 5.0683e-22 1.9713e-40
1.1257e+03 5.8458e-11 4.5701e-04 9.5204e-01 4.7504e-02 8.5905e-09 1.1065e-21 6.5980e-40
1.1944e+03 4.9590e-11 4.0647e-04 9.4390e-01 5.5692e-02 1.2920e-08 2.3043e-21 2.0543e-39
1.2673e+03 3.4725e-11 3.1446e-04 9.2174e-01 7.7944e-02 3.0867e-08 1.1078e-20 2.3433e-38
1.3448e+03 1.5839e-11 1.7602e-04 8.4620e-01 1.5363e-01 1.8902e-07 2.9891e-19 3.9421e-36
1.4269e+03 3.7346e-12 5.6945e-05 6.1391e-01 3.8603e-01 2.9744e-06 5.1848e-17 1.3110e-32
1.5140e+03 5.0408e-13 1.0726e-05 2.8591e-01 7.1404e-01 4.1435e-05 1.0101e-14 6.4624e-29
1.6065e+03 6.7070e-14 1.8591e-06 1.0858e-01 8.9112e-01 2.9209e-04 6.8399e-13 6.9106e-26
1.7047e+03 1.0927e-14 3.6195e-07 4.1350e-02 9.5721e-01 1.4365e-03 2.4916e-11 2.8948e-23
1.8088e+03 1.7386e-15 6.6639e-08 1.4869e-02 9.7831e-01 6.8162e-03 8.9923e-10 1.2344e-20
1.9193e+03 2.4171e-16 1.0849e-08 4.9110e-03 9.6232e-01 3.2772e-02 3.5023e-08 6.0384e-18
2.0365e+03 3.0477e-17 1.6097e-09 1.4792e-03 8.5867e-01 1.3985e-01 1.1732e-06 2.4097e-15
2.1609e+03 2.7439e-18 1.7210e-10 3.2318e-04 5.6130e-01 4.3835e-01 2.8927e-05 6.9971e-13
2.2929e+03 1.6775e-19 1.2517e-11 4.6098e-05 2.2623e-01 7.7337e-01 3.5606e-04 8.6728e-11
2.4330e+03 9.1137e-21 7.9939e-13 5.4128e-06 6.9386e-02 9.2802e-01 2.5856e-03 5.3095e-09
2.5816e+03 5.8891e-22 6.0655e-14 7.0140e-07 2.1298e-02 9.6522e-01 1.3478e-02 1.8491e-07
2.7393e+03 5.5799e-23 6.7181e-15 1.2052e-07 7.5337e-03 9.4226e-01 5.0205e-02 3.3101e-06
2.9067e+03 9.4850e-24 1.3140e-15 3.2380e-08 3.4067e-03 8.7645e-01 1.2011e-01 2.3787e-05
3.0842e+03 3.3725e-24 5.2948e-16 1.5847e-08 2.2104e-03 8.1982e-01 1.7791e-01 5.9484e-05
3.2726e+03 2.8299e-24 4.9034e-16 1.5704e-08 2.2526e-03 8.2730e-01 1.7040e-01 5.2532e-05
3.4725e+03 5.8130e-24 1.0676e-15 3.1708e-08 3.5933e-03 8.9204e-01 1.0435e-01 1.6205e-05
3.6846e+03 3.3665e-23 6.3362e-15 1.4432e-07 9.2678e-03 9.5761e-01 3.3118e-02 1.1945e-06
3.9097e+03 3.9852e-22 7.8354e-14 1.1757e-06 3.3085e-02 9.6116e-01 5.7502e-03 2.5138e-08
4.1484e+03 4.1781e-21 8.1970e-13 7.9004e-06 1.0112e-01 8.9781e-01 1.0689e-03 6.7098e-10
4.4019e+03 1.8372e-20 3.3594e-12 2.3691e-05 1.8547e-01 8.1413e-01 3.8168e-04 7.8998e-11
4.6708e+03 2.2745e-20 4.2034e-12 2.8423e-05 2.0533e-01 7.9432e-01 3.1250e-04 5.2218e-11
4.9561e+03 1.1649e-20 2.4667e-12 1.9715e-05 1.7218e-01 8.2738e-01 4.1617e-04 9.0962e-11
5.2588e+03 5.1636e-21 1.2722e-12 1.2398e-05 1.3660e-01 8.6279e-01 5.9584e-04 1.8505e-10
5.5800e+03 3.1075e-21 8.4150e-13 9.2717e-06 1.1793e-01 8.8133e-01 7.3948e-04 2.8487e-10
5.9209e+03 2.9496e-21 8.6018e-13 9.7397e-06 1.2302e-01 8.7630e-01 6.7086e-04 2.2784e-10
6.2825e+03 4.1470e-21 1.2898e-12 1.3834e-05 1.5186e-01 8.4767e-01 4.5548e-04 9.9525e-11
6.6663e+03 8.3101e-21 2.6613e-12 2.4876e-05 2.1119e-01 7.8854e-01 2.4303e-04 2.6944e-11
7.0735e+03 2.3875e-20 7.7530e-12 5.7740e-05 3.2942e-01 6.7043e-01 9.0344e-05 3.6643e-12
7.5056e+03 1.0389e-19 3.4444e-11 1.8021e-04 5.5668e-01 4.4312e-01 1.6629e-05 1.4196e-13
7.9641e+03 5.2103e-19 1.6986e-10 5.5986e-04 8.0022e-01 1.9922e-01 1.5601e-06 1.9748e-15
8.4505e+03 2.9965e-18 9.0006e-10 1.6613e-03 9.3925e-01 5.9089e-02 7.4009e-08 1.0081e-17
8.9668e+03 3.0029e-17 7.8595e-09 6.4126e-03 9.8469e-01 8.8929e-03 8.4228e-10 4.8934e-21
9.5145e+03 8.9073e-16 1.7611e-07 4.2751e-02 9.5676e-01 4.8689e-04 1.0191e-12 5.4880e-26
1.0096e+04 8.0136e-14 8.7139e-06 3.8649e-01 6.1349e-01 6.1307e-06 7.3432e-17 6.8455e-33
1.0712e+04 4.6949e-12 1.9338e-04 9.5013e-01 4.9676e-02 3.0486e-09 4.6766e-23 1.1421e-42
1.1367e+04 4.4418e-10 4.1961e-03 9.9535e-01 4.5385e-04 2.1537e-14 2.8444e-32 0.0000e+00
1.2062e+04 1.0060e-07 1.5152e-01 8.4848e-01 1.0212e-06 5.3619e-21 4.7644e-44 0.0000e+00
1.2794e+04 7.5296e-06 9.5724e-01 4.2747e-02 2.6858e-11 1.3223e-30 0.0000e+00 0.0000e+00
1.3528e+04 1.3241e-04 9.9970e-01 1.6378e-04 1.5162e-17 9.0664e-43 0.0000e+00 0.0000e+00
1.4194e+04 1.4753e-03 9.9852e-01 1.4743e-06 8.6877e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 5.3075e-03 9.9469e-01 1.0856e-07 1.0310e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.7382e-02 9.8262e-01 1.1220e-08 3.2884e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 6.6407e-02 9.3359e-01 9.2587e-10 7.0055e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.5176e-01 7.4824e-01 5.5101e-11 9.2657e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 5.8245e-01 4.1755e-01 2.4004e-12 8.5807e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 8.2248e-01 1.7752e-01 1.0853e-13 1.2429e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.1675e-01 8.3250e-02 9.1849e-15 7.1522e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.5105e-01 4.8948e-02 1.5894e-15 1.7096e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.7237e-01 2.7627e-02 2.6203e-16 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.8392e-01 1.6084e-02 4.9029e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.9080e-01 9.2050e-03 8.9043e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 9.9515e-01 4.8521e-03 1.2797e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.9772e-01 2.2818e-03 1.2987e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.9948e-01 5.1966e-04 1.5080e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.9993e-01 6.5990e-05 2.8314e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.0000e+00 4.9580e-06 1.0859e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.0000e+00 4.4087e-07 5.6403e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0000e+00 6.6024e-08 1.3021e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 1.3062e-08 7.4916e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0000e+00 1.4794e-09 9.5692e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.0000e+00 3.7212e-10 1.3012e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0000e+00 5.3652e-11 3.5173e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0000e+00 1.5570e-11 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0000e+00 7.5254e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0000e+00 2.0046e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0000e+00 8.1411e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0000e+00 1.6683e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0000e+00 3.7627e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 2.7103e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 1.8961e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 1.1642e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0000e+00 1.5149e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 1.8278e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0000e+00 2.1067e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.0000e+00 1.7207e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.0000e+00 4.4367e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0000e+00 4.0475e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0000e+00 1.9483e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 1.0036e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.0000e+00 3.1909e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0000e+00 1.0476e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0000e+00 3.6718e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 2.2755e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.0000e+00 1.3900e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.0000e+00 6.5510e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0000e+00 6.8759e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.0000e+00 4.4029e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 5.7866e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 8.0947e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 1.2745e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 2.7282e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 8.1766e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 2.4239e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 1.8825e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 4.7745e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 1.0620e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 1.0511e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 1.2895e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 1.6451e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 4.6576e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 3.0068e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 1.4960e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 4.8923e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 6.5482e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.4002e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 5.0386
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.4010e+02 1.5325e-10 3.9658e-03 9.9587e-01 1.6232e-04 5.7658e-16 1.4238e-35 0.0000e+00
8.8623e+02 2.3218e-07 1.1451e-01 8.8548e-01 7.7012e-06 3.2290e-18 1.8993e-38 0.0000e+00
9.0614e+02 1.6623e-08 2.1336e-02 9.7854e-01 1.2839e-04 3.0939e-15 3.4517e-33 0.0000e+00
9.4442e+02 6.8222e-10 2.5547e-03 9.9389e-01 3.5569e-03 1.2186e-11 8.6513e-27 0.0000e+00
9.9911e+02 1.5286e-10 9.1611e-04 9.8208e-01 1.7001e-02 6.1793e-10 9.6115e-24 4.1338e-43
1.0608e+03 8.8896e-11 6.2897e-04 9.6994e-01 2.9430e-02 2.4660e-09 1.1413e-22 1.8916e-41
1.1257e+03 7.2502e-11 5.4522e-04 9.6339e-01 3.6069e-02 4.1318e-09 2.8770e-22 7.9032e-41
1.1944e+03 6.0463e-11 4.7962e-04 9.5636e-01 4.3161e-02 6.5289e-09 6.5376e-22 2.8149e-40
1.2673e+03 4.2056e-11 3.7016e-04 9.3825e-01 6.1383e-02 1.6135e-08 3.3279e-21 3.5016e-39
1.3448e+03 1.9090e-11 2.0791e-04 8.7459e-01 1.2520e-01 1.0532e-07 9.9488e-20 6.8557e-37
1.4269e+03 4.6703e-12 7.0370e-05 6.6683e-01 3.3310e-01 1.7772e-06 1.8804e-17 2.5391e-33
1.5140e+03 6.7768e-13 1.4370e-05 3.3598e-01 6.6398e-01 2.6547e-05 3.8969e-15 1.3212e-29
1.6065e+03 9.1645e-14 2.5645e-06 1.3238e-01 8.6742e-01 1.9828e-04 2.8339e-13 1.5442e-26
1.7047e+03 1.4360e-14 4.8707e-07 5.0072e-02 9.4890e-01 1.0291e-03 1.1391e-11 7.5451e-24
1.8088e+03 2.2352e-15 8.8283e-08 1.7887e-02 9.7708e-01 5.0297e-03 4.3572e-10 3.5391e-21
1.9193e+03 3.0392e-16 1.4088e-08 5.8509e-03 9.6904e-01 2.5107e-02 1.8325e-08 1.9668e-18
2.0365e+03 3.8737e-17 2.1154e-09 1.7929e-03 8.8681e-01 1.1140e-01 6.4978e-07 8.5139e-16
2.1609e+03 3.6675e-18 2.3860e-10 4.1624e-04 6.2101e-01 3.7856e-01 1.7624e-05 2.7726e-13
2.2929e+03 2.3126e-19 1.7991e-11 6.2445e-05 2.6782e-01 7.3188e-01 2.4483e-04 4.0234e-11
2.4330e+03 1.2772e-20 1.1666e-12 7.4965e-06 8.4554e-02 9.1356e-01 1.8741e-03 2.6433e-09
