#NTIMES: 265
#NSTAGES: 3
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
1.715e+09 9.999996e-01 3.872554e-07 2.831657e-39
1.742e+09 9.999996e-01 3.877751e-07 1.802035e-39
1.789e+09 9.999998e-01 2.441457e-07 1.601572e-40
1.853e+09 9.999999e-01 1.316820e-07 9.252112e-42
1.926e+09 1.000000e+00 4.681444e-08 1.571187e-43
2.003e+09 1.000000e+00 3.643359e-08 4.968478e-44
2.084e+09 1.000000e+00 4.144026e-08 6.132054e-44
2.165e+09 1.000000e+00 1.548117e-08 1.423947e-45
2.245e+09 1.000000e+00 1.414413e-08 7.556589e-46
2.325e+09 1.000000e+00 4.014695e-08 2.120934e-44
2.405e+09 9.999999e-01 1.496940e-07 1.523546e-42
2.487e+09 9.999997e-01 2.668446e-07 7.640025e-42
2.570e+09 9.999971e-01 2.899301e-06 1.795425e-38
2.659e+09 9.999531e-01 4.690382e-05 8.041773e-35
2.764e+09 9.997888e-01 2.111987e-04 5.692873e-33
2.899e+09 9.998920e-01 1.079978e-04 3.250395e-34
3.065e+09 9.975619e-01 2.438130e-03 5.564215e-30
3.252e+09 9.999472e-01 5.282632e-05 1.536492e-35
3.446e+09 9.992962e-01 7.037754e-04 2.104070e-32
3.637e+09 9.981493e-01 1.850724e-03 2.205198e-31
3.815e+09 9.074251e-01 9.257490e-02 4.516254e-26
3.975e+09 9.880041e-01 1.199586e-02 3.250070e-29
4.117e+09 9.999609e-01 3.907298e-05 6.840156e-37
4.247e+09 8.094674e-01 1.905326e-01 2.631212e-25
4.369e+09 9.999813e-01 1.873810e-05 2.214284e-38
4.488e+09 9.999999e-01 5.206134e-08 5.698653e-46
4.608e+09 9.999986e-01 1.399856e-06 1.243578e-41
4.729e+09 9.185183e-01 8.148168e-02 1.906270e-27
4.852e+09 9.999979e-01 2.106594e-06 4.603137e-41
4.975e+09 9.999967e-01 3.308579e-06 1.554830e-40
5.101e+09 9.999998e-01 2.161896e-07 3.625475e-44
5.229e+09 9.999991e-01 8.607951e-07 1.867670e-42
5.360e+09 1.000000e+00 1.250976e-08 7.063327e-48
5.492e+09 9.999990e-01 9.640842e-07 3.913823e-42
5.627e+09 9.999978e-01 2.164691e-06 3.947808e-41
5.762e+09 9.999998e-01 2.087126e-07 2.822555e-44
5.899e+09 9.999999e-01 7.318738e-08 1.287397e-45
6.034e+09 1.000000e+00 1.192443e-08 6.133074e-48
6.168e+09 1.000000e+00 1.726088e-08 1.824026e-47
6.297e+09 9.764136e-01 2.358641e-02 2.235645e-29
6.422e+09 9.804348e-01 1.956524e-02 1.279601e-29
6.539e+09 1.000000e+00 7.635459e-09 1.648633e-48
6.646e+09 1.000000e+00 6.461411e-09 1.007941e-48
6.742e+09 9.627280e-01 3.727198e-02 8.831116e-29
6.826e+09 1.000000e+00 2.563887e-09 6.611863e-50
6.896e+09 1.000000e+00 1.764385e-09 2.197572e-50
6.948e+09 1.000000e+00 1.848409e-09 2.520550e-50
6.976e+09 1.000000e+00 1.203992e-09 7.124371e-51
6.989e+09 1.000000e+00 1.252116e-10 9.017936e-54
6.995e+09 1.000000e+00 7.631988e-11 2.095262e-54
6.998e+09 1.000000e+00 1.737819e-10 2.370223e-53
7.000e+09 1.000000e+00 1.733770e-10 2.353982e-53
#TIME: 125.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 3.396124e-01 6.603876e-01 1.339861e-14
8.862e+07 4.674222e-01 5.325778e-01 3.308840e-15
9.061e+07 4.207654e-01 5.792346e-01 5.465707e-15
9.444e+07 3.798212e-01 6.201788e-01 8.540948e-15
9.991e+07 3.434994e-01 6.565006e-01 1.281881e-14
1.061e+08 3.770800e-01 6.229200e-01 8.803636e-15
1.126e+08 4.002327e-01 5.997673e-01 6.832829e-15
1.194e+08 3.650372e-01 6.349628e-01 1.008955e-14
1.267e+08 3.627163e-01 6.372837e-01 1.041333e-14
1.345e+08 3.638353e-01 6.361647e-01 1.035045e-14
1.427e+08 3.396571e-01 6.603429e-01 1.348679e-14
1.514e+08 3.178627e-01 6.821373e-01 1.658782e-14
1.607e+08 3.054270e-01 6.945730e-01 1.796473e-14
1.705e+08 2.822568e-01 7.177432e-01 2.282333e-14
1.809e+08 2.703622e-01 7.296378e-01 2.552879e-14
1.919e+08 2.470806e-01 7.529194e-01 3.328760e-14
2.037e+08 2.252267e-01 7.747733e-01 4.344289e-14
2.161e+08 2.238544e-01 7.761456e-01 4.184705e-14
2.293e+08 2.045230e-01 7.954770e-01 5.207788e-14
2.433e+08 2.061508e-01 7.938492e-01 4.711796e-14
2.582e+08 2.031732e-01 7.968268e-01 4.703873e-14
2.739e+08 2.041984e-01 7.958016e-01 4.480612e-14
2.907e+08 2.188099e-01 7.811901e-01 3.407361e-14
3.084e+08 2.242939e-01 7.757061e-01 2.884497e-14
3.273e+08 2.458150e-01 7.541850e-01 1.853650e-14
3.472e+08 2.681674e-01 7.318326e-01 1.164720e-14
3.685e+08 2.842774e-01 7.157226e-01 7.735511e-15
3.910e+08 3.045581e-01 6.954419e-01 4.581250e-15
4.148e+08 3.420455e-01 6.579545e-01 2.385732e-15
4.402e+08 3.915017e-01 6.084983e-01 1.283102e-15
4.671e+08 4.655457e-01 5.344543e-01 5.438275e-16
4.956e+08 5.296885e-01 4.703115e-01 2.415603e-16
5.259e+08 5.737994e-01 4.262006e-01 1.303789e-16
5.580e+08 6.304752e-01 3.695248e-01 5.955244e-17
5.921e+08 6.747309e-01 3.252691e-01 3.007345e-17
6.282e+08 7.332718e-01 2.667282e-01 1.142680e-17
6.666e+08 7.994817e-01 2.005183e-01 3.371640e-18
7.074e+08 8.696812e-01 1.303188e-01 6.493298e-19
7.506e+08 9.276568e-01 7.234317e-02 8.162780e-20
7.964e+08 9.711922e-01 2.880784e-02 4.146982e-21
8.451e+08 9.901281e-01 9.871929e-03 1.553808e-22
8.967e+08 9.976058e-01 2.394216e-03 2.117468e-24
9.514e+08 9.994325e-01 5.674892e-04 2.511648e-26
1.010e+09 9.998610e-01 1.389778e-04 2.722143e-28
1.071e+09 9.999706e-01 2.942238e-05 1.323420e-30
1.137e+09 9.999947e-01 5.297103e-06 2.627781e-33
1.206e+09 9.999989e-01 1.145224e-06 7.943653e-36
1.279e+09 9.999995e-01 4.650590e-07 2.204866e-37
1.353e+09 9.999997e-01 2.585041e-07 1.965724e-38
1.419e+09 9.999998e-01 1.577375e-07 2.517829e-39
1.476e+09 9.999998e-01 2.135693e-07 5.646122e-39
1.524e+09 9.999999e-01 1.385401e-07 1.036790e-39
1.565e+09 9.999998e-01 1.932130e-07 3.072249e-39
1.596e+09 9.999998e-01 1.515309e-07 1.199192e-39
1.619e+09 9.999997e-01 2.806027e-07 8.032275e-39
1.635e+09 9.999996e-01 3.560125e-07 1.347825e-38
1.648e+09 9.999992e-01 7.784211e-07 1.553931e-37
1.659e+09 9.999996e-01 3.899539e-07 9.938787e-39
1.669e+09 9.999995e-01 5.146081e-07 2.087739e-38
1.679e+09 9.999996e-01 3.645314e-07 4.963953e-39
1.689e+09 9.999997e-01 2.626825e-07 1.245726e-39
1.700e+09 9.999995e-01 5.336849e-07 1.188294e-38
1.715e+09 9.999992e-01 7.835913e-07 3.359441e-38
1.742e+09 9.999997e-01 2.534473e-07 3.911324e-40
1.789e+09 9.999998e-01 1.656609e-07 3.965420e-41
1.853e+09 9.999999e-01 1.063301e-07 4.238154e-42
1.926e+09 9.999999e-01 6.282357e-08 4.397703e-43
2.003e+09 1.000000e+00 3.191660e-08 3.035973e-44
2.084e+09 1.000000e+00 3.404422e-08 2.980048e-44
2.165e+09 1.000000e+00 7.921667e-09 1.268890e-46
2.245e+09 1.000000e+00 1.355840e-08 6.376666e-46
2.325e+09 1.000000e+00 2.803016e-08 5.755073e-45
2.405e+09 9.999999e-01 1.334657e-07 9.913904e-43
2.487e+09 9.999998e-01 2.013064e-07 2.797784e-42
2.570e+09 9.999868e-01 1.318953e-05 2.476198e-36
2.659e+09 9.999982e-01 1.788181e-06 2.018209e-39
2.764e+09 9.999969e-01 3.069453e-06 6.775853e-39
2.899e+09 9.998609e-01 1.391003e-04 7.195801e-34
3.065e+09 9.947913e-01 5.208676e-03 8.588770e-29
3.252e+09 9.990831e-01 9.169284e-04 8.642417e-32
3.446e+09 9.998751e-01 1.249417e-04 1.157143e-34
3.637e+09 9.999873e-01 1.273833e-05 6.938900e-38
3.815e+09 9.455337e-01 5.446627e-02 6.527619e-27
3.975e+09 9.993175e-01 6.825070e-04 4.596128e-33
4.117e+09 9.926589e-01 7.341070e-03 5.027336e-30
4.247e+09 9.994453e-01 5.547453e-04 1.285929e-33
4.369e+09 9.545628e-01 4.543718e-02 9.700458e-28
4.488e+09 9.999879e-01 1.207161e-05 5.062274e-39
4.608e+09 9.591764e-01 4.082358e-02 2.516189e-28
4.729e+09 1.000000e+00 7.333397e-09 1.463737e-48
4.852e+09 9.999821e-01 1.794761e-05 1.603275e-38
4.975e+09 9.999993e-01 6.640636e-07 1.346992e-42
5.101e+09 9.999988e-01 1.184778e-06 8.388192e-42
5.229e+09 9.999996e-01 4.230211e-07 4.200586e-43
5.360e+09 9.583684e-01 4.163155e-02 1.830471e-28
5.492e+09 9.999994e-01 5.886073e-07 7.015771e-43
5.627e+09 9.999995e-01 4.911117e-07 3.511644e-43
5.762e+09 8.505353e-01 1.494647e-01 6.821471e-27
5.899e+09 1.000000e+00 3.663664e-08 1.675705e-46
6.034e+09 1.000000e+00 1.613690e-08 1.495737e-47
6.168e+09 1.000000e+00 7.976380e-09 1.875134e-48
6.297e+09 1.000000e+00 1.632979e-08 1.549039e-47
6.422e+09 9.999998e-01 1.861343e-07 2.014412e-44
6.539e+09 1.000000e+00 3.645511e-09 1.865737e-49
6.646e+09 9.999998e-01 1.892280e-07 2.114660e-44
6.742e+09 1.000000e+00 3.612660e-08 1.607890e-46
6.826e+09 1.000000e+00 1.934778e-09 2.883714e-50
6.896e+09 9.999996e-01 3.862450e-07 1.730568e-43
6.948e+09 1.000000e+00 6.822162e-10 1.335258e-51
6.976e+09 1.000000e+00 1.005645e-09 4.190914e-51
6.989e+09 1.000000e+00 4.996883e-10 5.332932e-52
6.995e+09 1.000000e+00 7.468344e-11 1.965559e-54
6.998e+09 1.000000e+00 1.331611e-10 1.081226e-53
7.000e+09 1.000000e+00 3.075088e-11 1.436524e-55
#TIME: 126.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 3.978360e-01 6.021640e-01 6.856740e-15
8.862e+07 4.543676e-01 5.456324e-01 3.723485e-15
9.061e+07 4.940569e-01 5.059431e-01 2.430407e-15
9.444e+07 4.385850e-01 5.614150e-01 4.411761e-15
9.991e+07 4.151297e-01 5.848703e-01 5.682134e-15
1.061e+08 4.369607e-01 5.630393e-01 4.489754e-15
1.126e+08 4.352142e-01 5.647858e-01 4.577051e-15
1.194e+08 4.092394e-01 5.907606e-01 6.073730e-15
1.267e+08 3.915147e-01 6.084853e-01 7.409773e-15
1.345e+08 4.613972e-01 5.386028e-01 3.496228e-15
1.427e+08 4.271500e-01 5.728500e-01 4.975410e-15
1.514e+08 3.941013e-01 6.058987e-01 6.743193e-15
1.607e+08 3.461950e-01 6.538050e-01 1.077122e-14
1.705e+08 3.450443e-01 6.549557e-01 1.029223e-14
1.809e+08 3.032115e-01 6.967885e-01 1.633217e-14
1.919e+08 2.930693e-01 7.069307e-01 1.754811e-14
2.037e+08 2.789182e-01 7.210818e-01 1.998094e-14
2.161e+08 2.470973e-01 7.529027e-01 2.911308e-14
2.293e+08 2.421752e-01 7.578248e-01 2.873815e-14
2.433e+08 2.305754e-01 7.694246e-01 3.158790e-14
2.582e+08 2.158499e-01 7.841501e-01 3.762413e-14
2.739e+08 2.232445e-01 7.767555e-01 3.247431e-14
2.907e+08 2.468943e-01 7.531057e-01 2.182317e-14
3.084e+08 2.518486e-01 7.481514e-01 1.870290e-14
3.273e+08 2.716139e-01 7.283861e-01 1.252259e-14
3.472e+08 2.898467e-01 7.101533e-01 8.435849e-15
3.685e+08 3.190432e-01 6.809568e-01 4.750977e-15
3.910e+08 3.456219e-01 6.543781e-01 2.637534e-15
4.148e+08 3.966484e-01 6.033516e-01 1.195968e-15
4.402e+08 4.449430e-01 5.550570e-01 6.691930e-16
4.671e+08 5.209749e-01 4.790251e-01 2.790003e-16
4.956e+08 5.756343e-01 4.243657e-01 1.361514e-16
5.259e+08 6.217227e-01 3.782773e-01 6.975224e-17
5.580e+08 6.720704e-01 3.279296e-01 3.309429e-17
5.921e+08 7.164456e-01 2.835544e-01 1.588260e-17
6.282e+08 7.668559e-01 2.331441e-01 6.358842e-18
6.666e+08 8.313448e-01 1.686552e-01 1.694861e-18
7.074e+08 8.941737e-01 1.058263e-01 3.050790e-19
7.506e+08 9.415404e-01 5.845957e-02 3.961296e-20
7.964e+08 9.761574e-01 2.384262e-02 2.239543e-21
8.451e+08 9.923977e-01 7.602291e-03 6.822888e-23
8.967e+08 9.980314e-01 1.968644e-03 1.142982e-24
9.514e+08 9.995468e-01 4.532110e-04 1.223224e-26
1.010e+09 9.998973e-01 1.027167e-04 9.981485e-29
1.071e+09 9.999742e-01 2.577446e-05 8.273701e-31
1.137e+09 9.999956e-01 4.393185e-06 1.337881e-33
1.206e+09 9.999990e-01 1.000362e-06 4.825464e-36
1.279e+09 9.999997e-01 3.248465e-07 6.032734e-38
1.353e+09 9.999998e-01 1.752494e-07 4.826125e-39
1.419e+09 9.999999e-01 1.495800e-07 2.044583e-39
1.476e+09 9.999999e-01 1.146804e-07 6.033134e-40
1.524e+09 9.999999e-01 1.043693e-07 3.703894e-40
1.565e+09 9.999999e-01 8.071625e-08 1.339618e-40
1.596e+09 9.999998e-01 1.677916e-07 1.692625e-39
1.619e+09 9.999998e-01 2.340527e-07 4.132102e-39
1.635e+09 9.999998e-01 2.335001e-07 2.949095e-39
1.648e+09 9.999996e-01 3.552987e-07 9.442129e-39
1.659e+09 9.999999e-01 1.495165e-07 3.219382e-40
1.669e+09 9.999996e-01 3.984181e-07 8.264394e-39
1.679e+09 9.999993e-01 7.082640e-07 5.126144e-38
1.689e+09 9.999997e-01 2.724117e-07 1.391111e-39
1.700e+09 9.999997e-01 3.303739e-07 2.129681e-39
1.715e+09 9.999997e-01 3.434961e-07 1.781698e-39
1.742e+09 9.999996e-01 4.340057e-07 2.584846e-39
1.789e+09 9.999999e-01 1.275862e-07 1.535679e-41
1.853e+09 9.999999e-01 1.072158e-07 4.283351e-42
1.926e+09 1.000000e+00 4.358981e-08 1.172651e-43
2.003e+09 1.000000e+00 3.947211e-08 6.370093e-44
2.084e+09 1.000000e+00 1.622287e-08 2.057466e-45
2.165e+09 1.000000e+00 8.408420e-09 1.539822e-46
2.245e+09 1.000000e+00 9.133407e-09 1.516611e-46
2.325e+09 1.000000e+00 2.689941e-08 4.870992e-45
2.405e+09 9.999999e-01 8.186827e-08 1.706169e-43
2.487e+09 9.999999e-01 1.300471e-07 5.783605e-43
2.570e+09 9.999995e-01 4.554782e-07 3.057628e-41
2.659e+09 9.999955e-01 4.535471e-06 4.396530e-38
2.764e+09 9.999238e-01 7.617519e-05 1.929592e-34
2.899e+09 9.999788e-01 2.117585e-05 1.826476e-36
3.065e+09 9.990090e-01 9.909919e-04 2.313865e-31
3.252e+09 9.605304e-01 3.946958e-02 3.517316e-26
3.446e+09 9.999640e-01 3.603462e-05 2.678589e-36
3.637e+09 9.864136e-01 1.358642e-02 1.064587e-28
3.815e+09 9.999993e-01 6.515846e-07 1.951318e-42
3.975e+09 9.999917e-01 8.252842e-06 7.297673e-39
4.117e+09 8.776732e-01 1.223268e-01 6.658827e-26
4.247e+09 9.999126e-01 8.736678e-05 4.666371e-36
4.369e+09 9.999751e-01 2.493193e-05 5.098412e-38
4.488e+09 9.368048e-01 6.319519e-02 2.128328e-27
4.608e+09 1.000000e+00 1.688379e-08 2.445696e-47
4.729e+09 9.999884e-01 1.162538e-05 4.615981e-39
4.852e+09 9.999999e-01 1.277737e-07 8.190576e-45
4.975e+09 9.999992e-01 8.288809e-07 3.158972e-42
5.101e+09 9.999993e-01 7.331565e-07 1.375189e-42
5.229e+09 9.999996e-01 4.312846e-07 4.420816e-43
5.360e+09 1.000000e+00 5.029930e-09 4.818205e-49
5.492e+09 9.999981e-01 1.928094e-06 3.665970e-41
5.627e+09 9.999998e-01 2.249928e-07 3.521663e-44
5.762e+09 1.000000e+00 2.052964e-08 3.040774e-47
5.899e+09 9.999996e-01 3.589654e-07 1.394676e-43
6.034e+09 1.000000e+00 8.950179e-09 2.633068e-48
6.168e+09 1.000000e+00 5.180772e-09 5.256600e-49
6.297e+09 1.000000e+00 4.671461e-09 3.874828e-49
6.422e+09 9.829884e-01 1.701157e-02 8.436229e-30
6.539e+09 9.999999e-01 1.149861e-07 4.873417e-45
6.646e+09 1.000000e+00 4.219216e-09 2.870271e-49
6.742e+09 9.999999e-01 1.062339e-07 3.859484e-45
6.826e+09 9.999999e-01 5.782530e-08 6.430239e-46
6.896e+09 1.000000e+00 1.028767e-09 4.481346e-51
6.948e+09 1.000000e+00 3.883872e-10 2.537332e-52
6.976e+09 1.000000e+00 6.470571e-10 1.142428e-51
6.989e+09 1.000000e+00 5.720380e-11 8.955369e-55
6.995e+09 1.000000e+00 9.326761e-11 3.784455e-54
6.998e+09 1.000000e+00 2.877415e-11 1.180965e-55
7.000e+09 1.000000e+00 1.987783e-11 3.968422e-56
#TIME: 127.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 4.369830e-01 5.630170e-01 4.391040e-15
8.862e+07 5.078180e-01 4.921820e-01 2.049325e-15
9.061e+07 5.173831e-01 4.826169e-01 1.847415e-15
9.444e+07 5.027563e-01 4.972437e-01 2.164635e-15
9.991e+07 4.511210e-01 5.488790e-01 3.771938e-15
1.061e+08 4.771927e-01 5.228073e-01 2.850965e-15
1.126e+08 4.682801e-01 5.317199e-01 3.138833e-15
1.194e+08 5.008367e-01 4.991633e-01 2.216179e-15
1.267e+08 4.561398e-01 5.438602e-01 3.604450e-15
1.345e+08 4.825502e-01 5.174498e-01 2.723736e-15
1.427e+08 4.622640e-01 5.377360e-01 3.323676e-15
1.514e+08 4.288162e-01 5.711838e-01 4.486417e-15
1.607e+08 3.887743e-01 6.112257e-01 6.445436e-15
1.705e+08 3.602848e-01 6.397152e-01 8.408888e-15
1.809e+08 3.527650e-01 6.472350e-01 8.704131e-15
1.919e+08 3.190626e-01 6.809374e-01 1.233182e-14
2.037e+08 3.000600e-01 6.999400e-01 1.479567e-14
2.161e+08 2.806193e-01 7.193807e-01 1.789123e-14
2.293e+08 2.649519e-01 7.350481e-01 2.032344e-14
2.433e+08 2.504558e-01 7.495442e-01 2.306636e-14
2.582e+08 2.484843e-01 7.515157e-01 2.252517e-14
2.739e+08 2.520277e-01 7.479723e-01 2.068554e-14
2.907e+08 2.641088e-01 7.358912e-01 1.665911e-14
3.084e+08 2.761475e-01 7.238525e-01 1.295286e-14
3.273e+08 2.892747e-01 7.107253e-01 9.592965e-15
3.472e+08 3.069958e-01 6.930042e-01 6.548246e-15
3.685e+08 3.512263e-01 6.487737e-01 3.067709e-15
3.910e+08 3.762319e-01 6.237681e-01 1.760247e-15
4.148e+08 4.297503e-01 5.702497e-01 7.879435e-16
4.402e+08 4.942110e-01 5.057890e-01 3.686305e-16
4.671e+08 5.653409e-01 4.346591e-01 1.613976e-16
4.956e+08 6.249799e-01 3.750201e-01 7.201177e-17
5.259e+08 6.542196e-01 3.457804e-01 4.447219e-17
5.580e+08 7.069161e-01 2.930839e-01 1.955089e-17
5.921e+08 7.493684e-01 2.506316e-01 9.170187e-18
6.282e+08 8.018606e-01 1.981394e-01 3.240239e-18
6.666e+08 8.544559e-01 1.455441e-01 9.588114e-19
7.074e+08 9.099028e-01 9.009720e-02 1.716317e-19
7.506e+08 9.550286e-01 4.497135e-02 1.655867e-20
7.964e+08 9.815591e-01 1.844093e-02 9.817071e-22
8.451e+08 9.940353e-01 5.964748e-03 3.178848e-23
8.967e+08 9.986150e-01 1.384987e-03 3.834010e-25
9.514e+08 9.996548e-01 3.452150e-04 5.115443e-27
1.010e+09 9.999063e-01 9.369672e-05 7.240854e-29
1.071e+09 9.999814e-01 1.857002e-05 2.645306e-31
1.137e+09 9.999966e-01 3.356977e-06 5.100367e-34
1.206e+09 9.999992e-01 8.191862e-07 2.330416e-36
1.279e+09 9.999996e-01 3.780047e-07 1.015701e-37
1.353e+09 9.999998e-01 2.113347e-07 9.234616e-39
1.419e+09 9.999999e-01 1.210713e-07 9.437897e-40
1.476e+09 9.999999e-01 1.202681e-07 7.017201e-40
1.524e+09 9.999999e-01 1.116588e-07 4.625793e-40
1.565e+09 9.999999e-01 1.162177e-07 4.829480e-40
1.596e+09 9.999999e-01 8.504640e-08 1.470974e-40
1.619e+09 9.999998e-01 1.825150e-07 1.671995e-39
1.635e+09 9.999997e-01 3.018108e-07 7.214596e-39
1.648e+09 9.999996e-01 3.628962e-07 9.990520e-39
1.659e+09 9.999996e-01 3.850740e-07 9.152905e-39
1.669e+09 9.999996e-01 4.013971e-07 8.328094e-39
1.679e+09 9.999995e-01 4.811801e-07 1.280033e-38
1.689e+09 9.999992e-01 8.041978e-07 6.326493e-38
1.700e+09 9.999996e-01 4.324144e-07 5.430189e-39
1.715e+09 9.999998e-01 1.908428e-07 2.167216e-40
1.742e+09 9.999996e-01 3.748458e-07 1.509617e-39
1.789e+09 9.999999e-01 1.060782e-07 7.811331e-42
1.853e+09 9.999999e-01 1.174589e-07 5.817542e-42
1.926e+09 1.000000e+00 3.661704e-08 6.174020e-44
2.003e+09 1.000000e+00 1.940812e-08 4.927965e-45
2.084e+09 1.000000e+00 9.553036e-09 3.031756e-46
2.165e+09 1.000000e+00 8.198350e-09 1.380098e-46
2.245e+09 1.000000e+00 1.136547e-08 3.216601e-46
2.325e+09 9.999999e-01 8.229636e-08 2.597843e-43
2.405e+09 9.999999e-01 5.530649e-08 4.141472e-44
2.487e+09 9.999998e-01 2.140534e-07 3.313853e-42
2.570e+09 9.999997e-01 2.728258e-07 4.911420e-42
2.659e+09 9.999993e-01 7.222295e-07 8.714529e-41
2.764e+09 9.999426e-01 5.738399e-05 7.610264e-35
2.899e+09 9.999894e-01 1.057958e-05 2.035790e-37
3.065e+09 9.966631e-01 3.336876e-03 1.606432e-29
3.252e+09 9.727335e-01 2.726653e-02 8.473342e-27
3.446e+09 9.980437e-01 1.956294e-03 4.578400e-31
3.637e+09 9.999984e-01 1.581627e-06 8.390921e-41
3.815e+09 9.999988e-01 1.247847e-06 2.076710e-41
3.975e+09 9.986978e-01 1.302186e-03 3.053781e-32
4.117e+09 9.999994e-01 5.877469e-07 8.211450e-43
4.247e+09 9.516520e-01 4.834802e-02 1.627069e-27
4.369e+09 9.642385e-01 3.576153e-02 4.255147e-28
4.488e+09 1.000000e+00 2.496686e-08 5.672588e-47
4.608e+09 7.735480e-01 2.264520e-01 1.278941e-25
4.729e+09 9.891752e-01 1.082481e-02 2.527122e-30
4.852e+09 9.999587e-01 4.130158e-05 2.208859e-37
4.975e+09 9.644399e-01 3.556006e-02 1.189071e-28
5.101e+09 9.999993e-01 7.094678e-07 1.180171e-42
5.229e+09 9.999996e-01 4.163517e-07 3.778210e-43
5.360e+09 9.999994e-01 6.213116e-07 1.150772e-42
5.492e+09 9.999986e-01 1.362874e-06 1.153706e-41
5.627e+09 9.999990e-01 9.914858e-07 2.841085e-42
5.762e+09 9.999999e-01 8.942797e-08 2.323625e-45
5.899e+09 9.842213e-01 1.577871e-02 8.986534e-30
6.034e+09 9.999984e-01 1.634302e-06 1.212490e-41
6.168e+09 1.000000e+00 3.325935e-09 1.423694e-49
6.297e+09 1.000000e+00 3.825810e-09 2.150998e-49
6.422e+09 1.000000e+00 1.023166e-08 3.905961e-48
6.539e+09 1.000000e+00 2.270414e-09 4.620834e-50
6.646e+09 9.999996e-01 4.302203e-07 2.377641e-43
6.742e+09 9.999999e-01 7.109083e-08 1.181734e-45
6.826e+09 1.000000e+00 1.542506e-09 1.478801e-50
6.896e+09 9.983363e-01 1.663667e-03 8.741512e-33
6.948e+09 7.874904e-01 2.125096e-01 2.185268e-26
6.976e+09 1.000000e+00 6.678796e-10 1.254227e-51
6.989e+09 1.000000e+00 3.161510e-11 1.558844e-55
6.995e+09 1.000000e+00 1.029965e-10 5.070409e-54
6.998e+09 1.000000e+00 5.313971e-11 7.206470e-55
7.000e+09 1.000000e+00 1.771030e-11 2.823396e-56
#TIME: 128.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 4.722317e-01 5.277683e-01 2.942172e-15
8.862e+07 6.095119e-01 3.904881e-01 6.436490e-16
9.061e+07 5.744177e-01 4.255823e-01 9.627989e-16
9.444e+07 5.522937e-01 4.477063e-01 1.232835e-15
9.991e+07 5.101335e-01 4.898665e-01 1.955593e-15
1.061e+08 4.992093e-01 5.007907e-01 2.200880e-15
1.126e+08 5.380656e-01 4.619344e-01 1.443009e-15
1.194e+08 5.672151e-01 4.327849e-01 1.046917e-15
1.267e+08 5.662847e-01 4.337153e-01 1.063875e-15
1.345e+08 5.184890e-01 4.815110e-01 1.806071e-15
1.427e+08 5.098602e-01 4.901398e-01 1.937804e-15
1.514e+08 4.755832e-01 5.244168e-01 2.624036e-15
1.607e+08 4.317314e-01 5.682686e-01 3.886894e-15
1.705e+08 3.841894e-01 6.158106e-01 6.229148e-15
