#NTIMES: 265
#NSTAGES: 3
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
2.293e+08 4.267270e-07 9.160824e-01 8.391715e-02
2.433e+08 3.954145e-07 9.099108e-01 9.008880e-02
2.582e+08 3.938582e-07 9.121528e-01 8.784676e-02
2.739e+08 3.754046e-07 9.077689e-01 9.223069e-02
2.907e+08 3.859736e-07 9.142901e-01 8.570955e-02
3.084e+08 3.889842e-07 9.202300e-01 7.976959e-02
3.273e+08 3.962873e-07 9.286763e-01 7.132334e-02
3.472e+08 4.194727e-07 9.406067e-01 5.939286e-02
3.685e+08 4.565239e-07 9.537764e-01 4.622318e-02
3.910e+08 4.843448e-07 9.638973e-01 3.610221e-02
4.148e+08 5.787920e-07 9.754711e-01 2.452833e-02
4.402e+08 7.695455e-07 9.850053e-01 1.499396e-02
4.671e+08 9.458018e-07 9.899618e-01 1.003730e-02
4.956e+08 1.048573e-06 9.927079e-01 7.291023e-03
5.259e+08 1.141433e-06 9.946123e-01 5.386553e-03
5.580e+08 1.300779e-06 9.961673e-01 3.831375e-03
5.921e+08 1.544967e-06 9.974602e-01 2.538266e-03
6.282e+08 1.874732e-06 9.983847e-01 1.613467e-03
6.666e+08 2.447164e-06 9.990824e-01 9.151303e-04
7.074e+08 3.321578e-06 9.995168e-01 4.798956e-04
7.506e+08 4.574112e-06 9.997611e-01 2.343492e-04
7.964e+08 6.734120e-06 9.998919e-01 1.013581e-04
8.451e+08 1.106493e-05 9.999521e-01 3.683185e-05
8.967e+08 1.925063e-05 9.999690e-01 1.176289e-05
9.514e+08 3.503751e-05 9.999616e-01 3.324366e-06
1.010e+09 7.019210e-05 9.999290e-01 7.638913e-07
1.071e+09 1.430765e-04 9.998568e-01 1.609431e-07
1.137e+09 3.191037e-04 9.996809e-01 2.696677e-08
1.206e+09 7.519904e-04 9.992480e-01 3.883756e-09
1.279e+09 1.814861e-03 9.981851e-01 5.443807e-10
1.353e+09 4.593753e-03 9.954062e-01 6.787506e-11
1.419e+09 8.449607e-03 9.915504e-01 1.474165e-11
1.476e+09 1.387148e-02 9.861285e-01 3.871376e-12
1.524e+09 2.221441e-02 9.777856e-01 1.218716e-12
1.565e+09 3.350334e-02 9.664967e-01 4.882328e-13
1.596e+09 4.693523e-02 9.530648e-01 2.584405e-13
1.619e+09 5.687733e-02 9.431227e-01 1.590351e-13
1.635e+09 7.202919e-02 9.279708e-01 8.033499e-14
1.648e+09 9.270775e-02 9.072923e-01 3.522530e-14
1.659e+09 9.029658e-02 9.097034e-01 3.179481e-14
1.669e+09 1.111389e-01 8.888611e-01 1.552269e-14
1.679e+09 1.145843e-01 8.854157e-01 1.288216e-14
1.689e+09 1.184321e-01 8.815679e-01 1.075554e-14
1.700e+09 1.309290e-01 8.690710e-01 7.390634e-15
1.715e+09 1.386002e-01 8.613998e-01 5.666917e-15
1.742e+09 1.700196e-01 8.299804e-01 2.633835e-15
1.789e+09 2.391793e-01 7.608207e-01 6.809379e-16
1.853e+09 2.327563e-01 7.672437e-01 5.879047e-16
1.926e+09 3.139390e-01 6.860610e-01 1.559794e-16
2.003e+09 3.004826e-01 6.995174e-01 1.314953e-16
2.084e+09 3.043496e-01 6.956504e-01 9.082273e-17
2.165e+09 3.083286e-01 6.916714e-01 6.813205e-17
2.245e+09 3.195242e-01 6.804758e-01 4.574327e-17
2.325e+09 3.066822e-01 6.933178e-01 4.120761e-17
2.405e+09 2.451366e-01 7.548634e-01 7.093353e-17
2.487e+09 2.410908e-01 7.589092e-01 5.940117e-17
2.570e+09 2.555512e-01 7.444488e-01 3.740502e-17
2.659e+09 2.216933e-01 7.783067e-01 4.057859e-17
2.764e+09 1.576795e-01 8.423205e-01 6.282111e-17
2.899e+09 1.646195e-01 8.353805e-01 2.421621e-17
3.065e+09 5.715749e-02 9.428425e-01 8.472804e-17
3.252e+09 4.018346e-02 9.598165e-01 3.157641e-17
3.446e+09 2.896782e-02 9.710322e-01 1.200700e-17
3.637e+09 7.755683e-03 9.922443e-01 7.541226e-17
3.815e+09 6.177832e-03 9.938222e-01 7.219429e-17
3.975e+09 3.543614e-02 9.645639e-01 1.290293e-18
4.117e+09 4.211972e-02 9.578803e-01 6.353133e-19
4.247e+09 2.233471e-02 9.776653e-01 1.747703e-18
4.369e+09 4.744156e-02 9.525584e-01 2.165880e-19
4.488e+09 2.304605e-02 9.769540e-01 7.171700e-19
4.608e+09 1.380094e-02 9.861991e-01 1.468686e-18
4.729e+09 8.613965e-03 9.913860e-01 2.731846e-18
4.852e+09 1.181218e-02 9.881878e-01 9.892135e-19
4.975e+09 2.839750e-02 9.716025e-01 1.039715e-19
5.101e+09 4.067101e-03 9.959329e-01 4.297030e-18
5.229e+09 7.427649e-03 9.925724e-01 8.833780e-19
5.360e+09 4.530058e-03 9.954699e-01 1.712419e-18
5.492e+09 6.707691e-03 9.932923e-01 5.359431e-19
5.627e+09 6.980801e-03 9.930192e-01 3.452168e-19
5.762e+09 2.104452e-02 9.789555e-01 2.329001e-20
5.899e+09 1.547124e-02 9.845288e-01 3.156736e-20
6.034e+09 1.919772e-02 9.808023e-01 1.555439e-20
6.168e+09 6.940625e-03 9.930594e-01 8.656656e-20
6.297e+09 1.145017e-03 9.988550e-01 2.520857e-18
6.422e+09 6.882113e-04 9.993118e-01 4.097473e-18
6.539e+09 2.200598e-04 9.997799e-01 3.788394e-17
6.646e+09 6.922943e-04 9.993077e-01 1.835250e-18
6.742e+09 6.910499e-02 9.308950e-01 2.176331e-22
6.826e+09 9.458490e-03 9.905415e-01 1.076298e-20
6.896e+09 1.873957e-03 9.981260e-01 3.717869e-19
6.948e+09 9.394514e-01 6.054860e-02 4.109470e-28
6.976e+09 7.289556e-03 9.927104e-01 3.017392e-20
6.989e+09 1.760662e-03 9.982393e-01 3.314876e-19
6.995e+09 4.381955e-01 5.618045e-01 1.189730e-24
6.998e+09 9.398738e-01 6.012617e-02 3.778431e-28
7.000e+09 9.261450e-01 7.385495e-02 7.120192e-28
#TIME: 61.574670
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 6.911244e-07 9.603192e-01 3.968008e-02
8.862e+07 8.036209e-07 9.694414e-01 3.055776e-02
9.061e+07 7.972421e-07 9.690119e-01 3.098729e-02
9.444e+07 8.209167e-07 9.705624e-01 2.943675e-02
9.991e+07 8.044549e-07 9.694969e-01 3.050225e-02
1.061e+08 7.630320e-07 9.665462e-01 3.345309e-02
1.126e+08 7.433917e-07 9.649832e-01 3.501604e-02
1.194e+08 7.544471e-07 9.657986e-01 3.420065e-02
1.267e+08 7.489532e-07 9.651848e-01 3.481445e-02
1.345e+08 7.605349e-07 9.655950e-01 3.440420e-02
1.427e+08 7.580887e-07 9.646275e-01 3.537170e-02
1.514e+08 7.718403e-07 9.656503e-01 3.434895e-02
1.607e+08 7.406209e-07 9.638387e-01 3.616057e-02
1.705e+08 7.069668e-07 9.612070e-01 3.879226e-02
1.809e+08 6.656043e-07 9.571374e-01 4.286194e-02
1.919e+08 6.368292e-07 9.542366e-01 4.576273e-02
2.037e+08 6.031202e-07 9.503397e-01 4.965973e-02
2.161e+08 5.711260e-07 9.467478e-01 5.325159e-02
2.293e+08 5.199518e-07 9.406391e-01 5.936037e-02
2.433e+08 4.723729e-07 9.339010e-01 6.609852e-02
2.582e+08 4.500200e-07 9.309414e-01 6.905814e-02
2.739e+08 4.540403e-07 9.335198e-01 6.647978e-02
2.907e+08 4.632937e-07 9.377744e-01 6.222509e-02
3.084e+08 4.626603e-07 9.414836e-01 5.851589e-02
3.273e+08 4.667197e-07 9.471526e-01 5.284691e-02
3.472e+08 4.973826e-07 9.568660e-01 4.313353e-02
3.685e+08 5.508944e-07 9.677670e-01 3.223246e-02
3.910e+08 5.961452e-07 9.759049e-01 2.409451e-02
4.148e+08 7.011657e-07 9.833367e-01 1.666260e-02
4.402e+08 9.248458e-07 9.897549e-01 1.024416e-02
4.671e+08 1.131880e-06 9.931195e-01 6.879389e-03
4.956e+08 1.263903e-06 9.950813e-01 4.917401e-03
5.259e+08 1.346671e-06 9.962226e-01 3.776082e-03
5.580e+08 1.556498e-06 9.973870e-01 2.611415e-03
5.921e+08 1.805396e-06 9.981908e-01 1.807375e-03
6.282e+08 2.175992e-06 9.988352e-01 1.162631e-03
6.666e+08 2.842078e-06 9.993391e-01 6.580792e-04
7.074e+08 3.897411e-06 9.996580e-01 3.380996e-04
7.506e+08 5.264836e-06 9.998236e-01 1.711741e-04
7.964e+08 7.781118e-06 9.999188e-01 7.344109e-05
8.451e+08 1.263580e-05 9.999601e-01 2.727558e-05
8.967e+08 2.209060e-05 9.999693e-01 8.611707e-06
9.514e+08 4.057408e-05 9.999570e-01 2.379939e-06
1.010e+09 8.167920e-05 9.999178e-01 5.388744e-07
1.071e+09 1.695856e-04 9.998303e-01 1.095776e-07
1.137e+09 3.931495e-04 9.996068e-01 1.713059e-08
1.206e+09 9.058344e-04 9.990942e-01 2.586134e-09
1.279e+09 2.223973e-03 9.977760e-01 3.494557e-10
1.353e+09 5.205453e-03 9.947945e-01 5.041536e-11
1.419e+09 1.008142e-02 9.899186e-01 9.717009e-12
1.476e+09 1.634366e-02 9.836563e-01 2.574671e-12
1.524e+09 2.624223e-02 9.737578e-01 7.877760e-13
1.565e+09 3.836235e-02 9.616376e-01 3.335184e-13
1.596e+09 5.734007e-02 9.426599e-01 1.466721e-13
1.619e+09 7.536798e-02 9.246320e-01 7.157042e-14
1.635e+09 9.836870e-02 9.016313e-01 3.246984e-14
1.648e+09 1.197664e-01 8.802336e-01 1.624150e-14
1.659e+09 1.264442e-01 8.735558e-01 1.170697e-14
1.669e+09 1.164065e-01 8.835935e-01 1.298938e-14
1.679e+09 1.288165e-01 8.711835e-01 8.800967e-15
1.689e+09 1.533756e-01 8.466244e-01 4.853596e-15
1.700e+09 1.813839e-01 8.186161e-01 2.681672e-15
1.715e+09 2.088190e-01 7.911810e-01 1.564568e-15
1.742e+09 2.469502e-01 7.530498e-01 7.665918e-16
1.789e+09 2.607786e-01 7.392214e-01 4.844886e-16
1.853e+09 2.932432e-01 7.067568e-01 2.523679e-16
1.926e+09 3.046888e-01 6.953112e-01 1.668349e-16
2.003e+09 3.310095e-01 6.689905e-01 8.670271e-17
2.084e+09 3.074393e-01 6.925607e-01 8.351852e-17
2.165e+09 3.716780e-01 6.283220e-01 3.071488e-17
2.245e+09 3.715856e-01 6.284144e-01 2.367972e-17
2.325e+09 3.336805e-01 6.663195e-01 2.848632e-17
2.405e+09 3.621758e-01 6.378242e-01 1.616504e-17
2.487e+09 2.968686e-01 7.031314e-01 2.787919e-17
2.570e+09 2.236501e-01 7.763499e-01 5.479962e-17
2.659e+09 3.049247e-01 6.950753e-01 1.331609e-17
2.764e+09 1.694748e-01 8.305252e-01 4.920775e-17
2.899e+09 1.457710e-01 8.542290e-01 3.212056e-17
3.065e+09 1.188272e-01 8.811728e-01 1.431266e-17
3.252e+09 6.289715e-02 9.371028e-01 1.112244e-17
3.446e+09 1.868557e-02 9.813144e-01 2.915635e-17
3.637e+09 5.283346e-03 9.947167e-01 1.568128e-16
3.815e+09 9.447903e-03 9.905521e-01 2.890054e-17
3.975e+09 8.161353e-03 9.918386e-01 2.816451e-17
4.117e+09 1.180335e-02 9.881966e-01 9.528863e-18
4.247e+09 1.321256e-02 9.867874e-01 5.109347e-18
4.369e+09 1.905515e-02 9.809449e-01 1.551472e-18
4.488e+09 8.559831e-03 9.914402e-01 5.536759e-18
4.608e+09 6.102030e-03 9.938980e-01 7.588036e-18
4.729e+09 1.394255e-02 9.860574e-01 9.533065e-19
4.852e+09 4.186017e-02 9.581398e-01 5.983981e-20
4.975e+09 5.788700e-03 9.942113e-01 2.867992e-18
5.101e+09 3.786920e-03 9.962131e-01 4.740926e-18
5.229e+09 3.285871e-02 9.671413e-01 3.540478e-20
5.360e+09 2.928425e-03 9.970716e-01 3.931325e-18
5.492e+09 2.384764e-02 9.761524e-01 3.507128e-20
5.627e+09 3.076733e-03 9.969233e-01 1.763346e-18
5.762e+09 5.915723e-02 9.408428e-01 2.117276e-21
5.899e+09 8.122689e-03 9.918773e-01 1.258539e-19
6.034e+09 1.886731e-03 9.981133e-01 1.591771e-18
6.168e+09 7.655319e-03 9.923447e-01 6.517717e-20
6.297e+09 7.062153e-03 9.929378e-01 5.154535e-20
6.422e+09 1.230282e-02 9.876972e-01 1.067487e-20
6.539e+09 9.025598e-04 9.990974e-01 1.512954e-18
6.646e+09 5.543503e-03 9.944565e-01 5.602084e-20
6.742e+09 3.125935e-03 9.968741e-01 1.697394e-19
6.826e+09 4.395083e-04 9.995605e-01 5.537697e-18
6.896e+09 1.934037e-02 9.806596e-01 3.306392e-21
6.948e+09 3.729927e-02 9.627007e-01 1.040293e-21
6.976e+09 9.195772e-01 8.042281e-02 9.275666e-28
6.989e+09 9.281798e-01 7.182022e-02 6.530493e-28
6.995e+09 6.747616e-01 3.252384e-01 1.031313e-25
6.998e+09 1.363847e-01 8.636153e-01 4.315504e-23
7.000e+09 6.944168e-04 9.993056e-01 3.007619e-18
#TIME: 62.574670
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 8.057616e-07 9.707852e-01 2.921399e-02
8.862e+07 1.003175e-06 9.802318e-01 1.976717e-02
9.061e+07 1.076472e-06 9.826001e-01 1.739885e-02
9.444e+07 1.003308e-06 9.802366e-01 1.976243e-02
9.991e+07 9.558247e-07 9.784349e-01 2.156415e-02
1.061e+08 9.627153e-07 9.787104e-01 2.128866e-02
1.126e+08 9.417452e-07 9.778429e-01 2.215612e-02
1.194e+08 8.974318e-07 9.757989e-01 2.420016e-02
1.267e+08 9.029426e-07 9.759355e-01 2.406357e-02
1.345e+08 9.159891e-07 9.761842e-01 2.381491e-02
1.427e+08 9.121107e-07 9.754476e-01 2.455144e-02
1.514e+08 9.459352e-07 9.769452e-01 2.305382e-02
1.607e+08 8.640684e-07 9.734659e-01 2.653325e-02
1.705e+08 8.448048e-07 9.726571e-01 2.734207e-02
1.809e+08 8.307960e-07 9.719191e-01 2.808006e-02
1.919e+08 7.808281e-07 9.689797e-01 3.101947e-02
2.037e+08 7.457027e-07 9.667041e-01 3.329520e-02
2.161e+08 6.757203e-07 9.613610e-01 3.863837e-02
2.293e+08 6.130576e-07 9.564728e-01 4.352659e-02
2.433e+08 5.912506e-07 9.559229e-01 4.407650e-02
2.582e+08 5.509649e-07 9.520821e-01 4.791738e-02
2.739e+08 5.376148e-07 9.513289e-01 4.867057e-02
2.907e+08 5.387174e-07 9.531863e-01 4.681315e-02
3.084e+08 5.443047e-07 9.569430e-01 4.305642e-02
3.273e+08 5.553222e-07 9.620155e-01 3.798392e-02
3.472e+08 5.934717e-07 9.693845e-01 3.061488e-02
3.685e+08 6.501213e-07 9.768766e-01 2.312280e-02
3.910e+08 6.966085e-07 9.825181e-01 1.748124e-02
4.148e+08 8.100975e-07 9.877289e-01 1.227028e-02
4.402e+08 1.070116e-06 9.925144e-01 7.484531e-03
4.671e+08 1.331288e-06 9.951388e-01 4.859856e-03
4.956e+08 1.453982e-06 9.963826e-01 3.615993e-03
5.259e+08 1.581657e-06 9.973310e-01 2.667434e-03
5.580e+08 1.795830e-06 9.980920e-01 1.906235e-03
5.921e+08 2.116746e-06 9.987192e-01 1.278709e-03
6.282e+08 2.535936e-06 9.991660e-01 8.314478e-04
6.666e+08 3.271480e-06 9.995152e-01 4.815067e-04
7.074e+08 4.383264e-06 9.997372e-01 2.584546e-04
7.506e+08 6.018171e-06 9.998672e-01 1.267755e-04
7.964e+08 8.949989e-06 9.999373e-01 5.371825e-05
8.451e+08 1.474733e-05 9.999659e-01 1.937942e-05
8.967e+08 2.584835e-05 9.999681e-01 6.071319e-06
9.514e+08 4.712668e-05 9.999512e-01 1.693571e-06
1.010e+09 9.465764e-05 9.999050e-01 3.836018e-07
1.071e+09 1.948835e-04 9.998050e-01 7.950484e-08
1.137e+09 4.673147e-04 9.995327e-01 1.169554e-08
1.206e+09 1.134259e-03 9.988657e-01 1.598160e-09
1.279e+09 2.879423e-03 9.971206e-01 2.010512e-10
1.353e+09 6.503226e-03 9.934968e-01 3.065418e-11
1.419e+09 1.306580e-02 9.869342e-01 5.329345e-12
1.476e+09 1.852036e-02 9.814796e-01 1.858596e-12
1.524e+09 2.997945e-02 9.700206e-01 5.474242e-13
1.565e+09 4.500661e-02 9.549934e-01 2.127557e-13
1.596e+09 6.560134e-02 9.343987e-01 9.784473e-14
1.619e+09 8.842709e-02 9.115729e-01 4.392770e-14
1.635e+09 1.086038e-01 8.913962e-01 2.337882e-14
1.648e+09 1.338432e-01 8.661568e-01 1.118923e-14
1.659e+09 1.428800e-01 8.571200e-01 7.793641e-15
1.669e+09 1.423347e-01 8.576653e-01 6.912896e-15
1.679e+09 1.823258e-01 8.176742e-01 2.959850e-15
1.689e+09 1.635581e-01 8.364419e-01 3.822307e-15
1.700e+09 1.854300e-01 8.145700e-01 2.392317e-15
1.715e+09 2.368022e-01 7.631978e-01 9.875955e-16
1.742e+09 2.641945e-01 7.358055e-01 5.794897e-16
1.789e+09 3.290445e-01 6.709555e-01 1.955480e-16
1.853e+09 3.153817e-01 6.846183e-01 1.834435e-16
1.926e+09 3.510448e-01 6.489552e-01 9.135190e-17
2.003e+09 3.837685e-01 6.162315e-01 4.464424e-17
2.084e+09 3.680159e-01 6.319841e-01 3.885094e-17
2.165e+09 3.473970e-01 6.526030e-01 3.897599e-17
2.245e+09 3.206752e-01 6.793248e-01 4.118499e-17
2.325e+09 3.646331e-01 6.353669e-01 1.896209e-17
2.405e+09 2.901538e-01 7.098462e-01 3.638576e-17
2.487e+09 3.074183e-01 6.925817e-01 2.344899e-17
2.570e+09 3.020155e-01 6.979845e-01 1.910963e-17
2.659e+09 2.324587e-01 7.675413e-01 3.195258e-17
2.764e+09 1.607650e-01 8.392350e-01 5.440190e-17
2.899e+09 1.584891e-01 8.415109e-01 2.452543e-17
3.065e+09 8.560171e-02 9.143983e-01 3.044313e-17
3.252e+09 1.292863e-01 8.707137e-01 1.883274e-18
3.446e+09 2.172092e-02 9.782791e-01 2.027492e-17
3.637e+09 2.088652e-02 9.791135e-01 8.692202e-18
3.815e+09 1.066134e-02 9.893387e-01 2.150444e-17
3.975e+09 2.619454e-02 9.738055e-01 2.290679e-18
4.117e+09 6.902433e-02 9.309757e-01 1.840967e-19
4.247e+09 3.869818e-02 9.613018e-01 4.762094e-19
4.369e+09 5.771025e-03 9.942290e-01 1.784241e-17
4.488e+09 3.694750e-02 9.630525e-01 2.306124e-19
4.608e+09 7.256892e-02 9.274311e-01 3.314616e-20
4.729e+09 5.664814e-03 9.943352e-01 5.869960e-18
4.852e+09 1.189710e-01 8.810290e-01 4.579422e-21
4.975e+09 3.309877e-02 9.669012e-01 6.749466e-20
5.101e+09 1.929896e-02 9.807010e-01 1.534866e-19
5.229e+09 5.219161e-03 9.947808e-01 1.664027e-18
5.360e+09 1.994775e-03 9.980052e-01 8.012230e-18
5.492e+09 1.678376e-02 9.832162e-01 7.286597e-20
5.627e+09 3.901364e-03 9.960986e-01 1.035989e-18
5.762e+09 2.422525e-03 9.975775e-01 1.885095e-18
5.899e+09 2.594065e-03 9.974059e-01 1.155689e-18
6.034e+09 8.173296e-03 9.918267e-01 7.926287e-20
6.168e+09 1.483782e-02 9.851622e-01 1.716699e-20
6.297e+09 1.163995e-02 9.883601e-01 2.085952e-20
6.422e+09 2.614374e-03 9.973856e-01 3.589767e-19
6.539e+09 2.518440e-03 9.974816e-01 2.252811e-19
6.646e+09 1.825424e-03 9.981746e-01 3.176973e-19
6.742e+09 4.099421e-03 9.959006e-01 8.466651e-20
6.826e+09 1.896613e-02 9.810339e-01 4.186381e-21
6.896e+09 1.829030e-03 9.981710e-01 2.739542e-19
6.948e+09 1.676423e-01 8.323577e-01 2.594480e-23
6.976e+09 3.459655e-02 9.654035e-01 8.490769e-22
6.989e+09 1.274388e-01 8.725612e-01 5.012071e-23
6.995e+09 7.059759e-03 9.929402e-01 2.752739e-20
6.998e+09 8.222753e-01 1.777247e-01 1.187697e-26
7.000e+09 9.844724e-01 1.552759e-02 6.430282e-30
#TIME: 63.574670
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 9.053668e-07 9.771763e-01 2.282275e-02
8.862e+07 1.089699e-06 9.836664e-01 1.633255e-02
9.061e+07 1.127771e-06 9.846574e-01 1.534145e-02
9.444e+07 1.140405e-06 9.849664e-01 1.503251e-02
9.991e+07 1.112625e-06 9.842743e-01 1.572460e-02
1.061e+08 1.196252e-06 9.862250e-01 1.377377e-02
1.126e+08 1.132980e-06 9.847788e-01 1.522008e-02
1.194e+08 1.103273e-06 9.839889e-01 1.601002e-02
1.267e+08 1.065000e-06 9.828351e-01 1.716387e-02
1.345e+08 1.078797e-06 9.829698e-01 1.702909e-02
1.427e+08 1.086086e-06 9.827784e-01 1.722051e-02
1.514e+08 1.091480e-06 9.828958e-01 1.710312e-02
1.607e+08 1.031251e-06 9.814314e-01 1.856761e-02
1.705e+08 9.813109e-07 9.798929e-01 2.010614e-02
1.809e+08 9.406474e-07 9.783666e-01 2.163251e-02
1.919e+08 8.800004e-07 9.758591e-01 2.414004e-02
2.037e+08 8.507668e-07 9.746077e-01 2.539142e-02
2.161e+08 8.016064e-07 9.723890e-01 2.761022e-02
2.293e+08 7.173828e-07 9.680196e-01 3.197965e-02
2.433e+08 6.545726e-07 9.643388e-01 3.566057e-02
2.582e+08 6.283728e-07 9.630791e-01 3.692031e-02
2.739e+08 6.214330e-07 9.633335e-01 3.666584e-02
2.907e+08 6.248809e-07 9.649873e-01 3.501203e-02
3.084e+08 6.212363e-07 9.669659e-01 3.303345e-02
3.273e+08 6.406190e-07 9.714923e-01 2.850705e-02
3.472e+08 6.957404e-07 9.777891e-01 2.221018e-02
3.685e+08 7.521134e-07 9.829164e-01 1.708282e-02
3.910e+08 8.056893e-07 9.871335e-01 1.286572e-02
4.148e+08 9.529132e-07 9.912836e-01 8.715495e-03
4.402e+08 1.262549e-06 9.947353e-01 5.263421e-03
4.671e+08 1.575390e-06 9.966089e-01 3.389561e-03
4.956e+08 1.686222e-06 9.973811e-01 2.617222e-03
5.259e+08 1.830831e-06 9.980621e-01 1.936105e-03
5.580e+08 2.081426e-06 9.986185e-01 1.379389e-03
5.921e+08 2.427552e-06 9.990539e-01 9.436262e-04
6.282e+08 2.870103e-06 9.993682e-01 6.289445e-04
6.666e+08 3.716967e-06 9.996349e-01 3.613594e-04
7.074e+08 5.031485e-06 9.998049e-01 1.900995e-04
7.506e+08 6.914010e-06 9.999000e-01 9.305147e-05
7.964e+08 1.017822e-05 9.999496e-01 4.018469e-05
8.451e+08 1.642166e-05 9.999685e-01 1.508172e-05
8.967e+08 2.973215e-05 9.999658e-01 4.425299e-06
9.514e+08 5.490427e-05 9.999439e-01 1.197895e-06
1.010e+09 1.120193e-04 9.998877e-01 2.622070e-07
1.071e+09 2.424082e-04 9.997575e-01 4.943866e-08
1.137e+09 5.675410e-04 9.994325e-01 7.669457e-09
1.206e+09 1.434613e-03 9.985654e-01 9.686350e-10
1.279e+09 3.622773e-03 9.963772e-01 1.220852e-10
1.353e+09 7.830450e-03 9.921696e-01 2.000919e-11
1.419e+09 1.503156e-02 9.849684e-01 3.752705e-12
1.476e+09 2.456234e-02 9.754377e-01 9.275517e-13
1.524e+09 3.871734e-02 9.612827e-01 2.788261e-13
1.565e+09 5.499440e-02 9.450056e-01 1.207546e-13
1.596e+09 7.561635e-02 9.243837e-01 6.347614e-14
1.619e+09 1.044028e-01 8.955972e-01 2.617560e-14
1.635e+09 1.279315e-01 8.720685e-01 1.384149e-14
1.648e+09 1.476004e-01 8.523996e-01 7.970698e-15
1.659e+09 1.666170e-01 8.333830e-01 4.664110e-15
1.669e+09 2.206611e-01 7.793389e-01 1.663494e-15
1.679e+09 2.062522e-01 7.937478e-01 1.906724e-15
1.689e+09 2.135259e-01 7.864741e-01 1.578746e-15
1.700e+09 2.374749e-01 7.625251e-01 1.023724e-15
1.715e+09 2.610986e-01 7.389014e-01 6.739672e-16
1.742e+09 3.241622e-01 6.758378e-01 2.582423e-16
1.789e+09 3.842910e-01 6.157090e-01 9.725866e-17
1.853e+09 3.693925e-01 6.306075e-01 9.223895e-17
1.926e+09 3.866402e-01 6.133598e-01 5.770089e-17
2.003e+09 4.151116e-01 5.848884e-01 2.976895e-17
2.084e+09 4.065586e-01 5.934414e-01 2.381624e-17
2.165e+09 4.442422e-01 5.557578e-01 1.219775e-17
2.245e+09 4.673099e-01 5.326901e-01 7.217389e-18
2.325e+09 4.085809e-01 5.914191e-01 1.095068e-17
2.405e+09 3.260522e-01 6.739478e-01 2.255080e-17
2.487e+09 3.596975e-01 6.403025e-01 1.212496e-17
2.570e+09 3.365501e-01 6.634499e-01 1.212713e-17
2.659e+09 2.793600e-01 7.206400e-01 1.664422e-17
2.764e+09 2.652005e-01 7.347995e-01 1.153206e-17
2.899e+09 2.002641e-01 7.997359e-01 1.210808e-17
3.065e+09 1.277787e-01 8.722213e-01 1.088068e-17
3.252e+09 5.558797e-02 9.444120e-01 1.344021e-17
3.446e+09 1.272869e-02 9.872713e-01 5.932971e-17
3.637e+09 2.779208e-02 9.722079e-01 4.484406e-18
3.815e+09 2.824386e-02 9.717561e-01 2.584302e-18
3.975e+09 1.874924e-02 9.812508e-01 4.509040e-18
4.117e+09 2.897315e-02 9.710269e-01 1.273772e-18
4.247e+09 4.630060e-02 9.536994e-01 3.028172e-19
