#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
6.9996e+04 1.0000e+00 2.1493e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 6.7173e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.1018
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
4.4010e+02 7.8217e-31 6.1826e-22 5.3413e-14 1.0611e-07 2.9607e-03 4.9738e-01 4.9966e-01
8.8623e+02 1.5794e-21 1.5454e-14 1.7616e-08 5.2208e-04 2.3796e-01 7.4595e-01 1.5569e-02
9.0614e+02 1.3526e-21 1.3383e-14 1.5543e-08 4.7630e-04 2.2694e-01 7.5561e-01 1.6968e-02
9.4442e+02 1.3274e-21 1.3152e-14 1.5308e-08 4.7099e-04 2.2563e-01 7.5676e-01 1.7146e-02
9.9911e+02 1.3718e-21 1.3561e-14 1.5723e-08 4.8034e-04 2.2794e-01 7.5474e-01 1.6834e-02
1.0608e+03 1.3312e-21 1.3192e-14 1.5353e-08 4.7207e-04 2.2591e-01 7.5651e-01 1.7105e-02
1.1257e+03 1.3416e-21 1.3276e-14 1.5428e-08 4.7360e-04 2.2625e-01 7.5621e-01 1.7064e-02
1.1944e+03 1.2283e-21 1.2214e-14 1.4329e-08 4.4832e-04 2.1981e-01 7.6177e-01 1.7970e-02
1.2673e+03 9.2747e-22 9.3660e-15 1.1324e-08 3.7625e-04 2.0029e-01 7.7821e-01 2.1124e-02
1.3448e+03 2.5975e-22 2.8333e-15 3.9279e-09 1.7014e-04 1.2981e-01 8.2873e-01 4.1287e-02
1.4269e+03 1.8711e-23 2.3964e-16 4.3263e-10 3.1445e-05 4.8561e-02 8.1798e-01 1.3343e-01
1.5140e+03 9.3504e-25 1.4461e-17 3.4427e-11 4.2890e-06 1.3801e-02 6.3428e-01 3.5191e-01
1.6065e+03 7.0679e-26 1.2984e-18 3.8761e-12 7.3579e-07 4.1797e-03 4.1373e-01 5.8209e-01
1.7047e+03 6.2264e-27 1.3291e-19 4.8024e-13 1.3122e-07 1.2257e-03 2.3812e-01 7.6065e-01
1.8088e+03 4.4816e-28 1.1209e-20 4.9180e-14 1.9497e-08 3.0391e-04 1.1833e-01 8.8136e-01
1.9193e+03 2.4874e-29 7.4946e-22 4.0856e-15 2.4100e-09 6.4671e-05 5.2347e-02 9.4759e-01
2.0365e+03 1.1698e-30 4.3481e-23 3.0031e-16 2.6804e-10 1.2626e-05 2.1712e-02 9.7828e-01
2.1609e+03 4.8748e-32 2.3047e-24 2.0719e-17 2.8451e-11 2.3842e-06 8.7875e-03 9.9121e-01
2.2929e+03 1.9656e-33 1.2156e-25 1.4590e-18 3.1083e-12 4.6266e-07 3.6072e-03 9.9639e-01
2.4330e+03 8.8516e-35 7.1277e-27 1.1366e-19 3.6939e-13 9.5379e-08 1.5269e-03 9.9847e-01
2.5816e+03 6.2425e-36 6.2731e-28 1.2726e-20 5.9143e-14 2.4405e-08 7.2492e-04 9.9928e-01
2.7393e+03 8.2493e-37 9.8541e-29 2.4144e-21 1.4754e-14 8.6860e-09 4.1193e-04 9.9959e-01
2.9067e+03 1.9605e-37 2.6898e-29 7.6500e-22 5.7120e-15 4.3169e-09 2.8168e-04 9.9972e-01
3.0842e+03 8.4157e-38 1.2929e-29 4.1301e-22 3.5126e-15 3.0648e-09 2.3533e-04 9.9976e-01
3.2726e+03 6.7094e-38 1.1171e-29 3.8491e-22 3.4561e-15 3.1186e-09 2.4050e-04 9.9976e-01
3.4725e+03 9.4102e-38 1.6375e-29 5.8362e-22 5.1497e-15 4.3471e-09 2.9269e-04 9.9971e-01
3.6846e+03 2.2527e-37 4.0087e-29 1.4377e-21 1.1703e-14 8.3842e-09 4.2717e-04 9.9957e-01
3.9097e+03 7.8434e-37 1.4363e-28 5.1942e-21 3.7591e-14 2.1248e-08 7.2793e-04 9.9927e-01
4.1484e+03 2.9620e-36 5.3176e-28 1.8553e-20 1.1602e-13 5.1150e-08 1.1950e-03 9.9880e-01
4.4019e+03 6.9691e-36 1.1800e-27 3.8581e-20 2.1576e-13 8.1508e-08 1.5437e-03 9.9846e-01
4.6708e+03 4.8500e-36 8.5285e-28 2.9009e-20 1.7091e-13 6.8809e-08 1.4097e-03 9.9859e-01
4.9561e+03 1.6649e-36 3.3637e-28 1.3185e-20 9.1504e-14 4.4271e-08 1.1186e-03 9.9888e-01
5.2588e+03 6.4225e-37 1.4852e-28 6.6755e-21 5.3828e-14 3.0625e-08 9.2435e-04 9.9908e-01
5.5800e+03 3.8698e-37 9.6569e-29 4.6871e-21 4.0999e-14 2.5411e-08 8.4009e-04 9.9916e-01
5.9209e+03 3.6549e-37 9.5481e-29 4.8379e-21 4.3299e-14 2.6957e-08 8.7401e-04 9.9913e-01
6.2825e+03 4.5219e-37 1.2213e-28 6.3635e-21 5.6371e-14 3.3545e-08 9.9361e-04 9.9901e-01
6.6663e+03 6.9602e-37 1.8925e-28 9.8677e-21 8.3701e-14 4.5833e-08 1.1866e-03 9.9881e-01
7.0735e+03 1.3915e-36 3.7585e-28 1.9307e-20 1.5171e-13 7.2838e-08 1.5405e-03 9.9846e-01
7.5056e+03 3.7573e-36 1.0180e-27 5.1765e-20 3.6563e-13 1.4502e-07 2.2734e-03 9.9773e-01
7.9641e+03 1.3976e-35 3.7160e-27 1.8245e-19 1.1081e-12 3.4223e-07 3.6794e-03 9.9632e-01
8.4505e+03 7.7904e-35 1.9439e-26 8.7816e-19 4.3079e-12 9.6419e-07 6.5343e-03 9.9346e-01
8.9668e+03 8.7395e-34 1.9939e-25 7.9798e-18 2.8841e-11 4.0971e-06 1.4531e-02 9.8546e-01
9.5145e+03 3.0636e-32 6.1526e-24 2.0459e-16 4.6699e-10 3.3818e-05 4.6134e-02 9.5383e-01
1.0096e+04 4.9836e-30 8.2450e-22 2.0224e-14 2.3052e-08 6.2104e-04 2.1159e-01 7.8778e-01
1.0712e+04 4.6701e-27 5.8922e-19 8.6521e-12 3.2962e-06 1.9284e-02 7.7416e-01 2.0655e-01
1.1367e+04 2.5601e-23 2.2442e-15 1.3187e-08 8.4266e-04 4.3125e-01 5.6567e-01 2.2411e-03
1.2062e+04 1.8241e-19 1.0877e-11 1.4848e-05 6.6171e-02 9.2661e-01 7.1995e-03 5.1205e-08
1.2794e+04 5.4762e-16 2.1405e-08 4.6464e-03 8.3709e-01 1.5826e-01 2.4125e-06 7.9318e-15
1.3528e+04 1.9501e-13 4.5705e-06 1.3874e-01 8.5949e-01 1.7682e-03 3.5229e-11 3.3213e-23
1.4194e+04 2.3674e-11 2.7470e-04 8.7879e-01 1.2093e-01 1.4623e-06 1.4330e-17 1.2072e-33
1.4758e+04 9.8495e-10 4.5953e-03 9.9397e-01 1.4359e-03 3.3584e-11 2.8624e-26 0.0000e+00
1.5240e+04 1.1085e-07 1.2203e-01 8.7796e-01 5.4044e-06 7.2761e-17 1.0340e-36 0.0000e+00
1.5647e+04 4.0517e-06 8.6139e-01 1.3861e-01 2.0938e-09 7.0481e-24 0.0000e+00 0.0000e+00
1.5960e+04 3.7985e-05 9.9820e-01 1.7618e-03 2.6249e-14 6.5087e-33 0.0000e+00 0.0000e+00
1.6187e+04 3.0017e-04 9.9968e-01 1.5273e-05 1.4638e-19 1.3214e-42 0.0000e+00 0.0000e+00
1.6354e+04 2.5792e-03 9.9742e-01 8.4755e-08 2.5226e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.0407e-02 9.5959e-01 6.6698e-11 2.8572e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.7931e-01 5.2069e-01 6.9918e-15 3.6574e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 8.1587e-01 1.8413e-01 2.0887e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.0813e-01 9.1872e-02 9.0339e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.5302e-01 4.6977e-02 5.5413e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 9.7603e-01 2.3972e-02 3.7797e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.8705e-01 1.2951e-02 3.2485e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.9638e-01 3.6193e-03 2.4191e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.9939e-01 6.1255e-04 2.4550e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 9.9993e-01 7.3533e-05 7.8686e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 9.9999e-01 7.6393e-06 1.4263e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0000e+00 9.2036e-07 3.6786e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 1.2592e-07 1.3857e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0000e+00 2.2444e-08 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.0000e+00 4.9259e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0000e+00 1.4933e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0000e+00 5.8138e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0000e+00 3.1914e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0000e+00 1.2130e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0000e+00 8.4555e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0000e+00 4.7886e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0000e+00 2.4085e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 1.6295e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 4.8458e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 2.0866e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0000e+00 1.1216e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 1.0955e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0000e+00 1.1962e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.0000e+00 4.3988e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.0000e+00 2.5649e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0000e+00 1.7489e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0000e+00 9.7682e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 6.5821e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.0000e+00 3.2071e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0000e+00 4.2982e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0000e+00 1.6801e-06 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 9.8196e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 9.9972e-01 2.8016e-04 3.9374e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.0000e+00 2.0692e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 5.4791e-11 8.5245e-02 9.1475e-01 9.1079e-09 1.3208e-25 0.0000e+00 0.0000e+00
5.6265e+04 4.5202e-02 9.5480e-01 9.8368e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 9.9057e-01 9.4327e-03 7.5920e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 8.1610e-01 1.8390e-01 3.7829e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 5.5243e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 9.7401e-01 2.5989e-02 6.9957e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 5.1077e-05 9.9995e-01 2.1947e-13 2.9567e-43 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 2.4422e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 8.3580e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 1.2460e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 6.5112e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 4.1397e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 1.4002e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 6.8183e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 4.8159e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 7.5309e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 3.6054e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 3.1412e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 7.1413e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 2.8766e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.1263
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
4.4010e+02 2.1912e-30 1.7316e-21 1.4099e-13 2.3738e-07 5.1878e-03 6.0752e-01 3.8730e-01
8.8623e+02 2.7130e-21 2.6679e-14 2.9284e-08 7.6896e-04 2.9200e-01 6.9694e-01 1.0298e-02
9.0614e+02 2.1418e-21 2.1423e-14 2.4209e-08 6.6975e-04 2.7257e-01 7.1492e-01 1.1846e-02
9.4442e+02 2.0594e-21 2.0656e-14 2.3454e-08 6.5447e-04 2.6942e-01 7.1780e-01 1.2123e-02
9.9911e+02 2.1315e-21 2.1328e-14 2.4116e-08 6.6788e-04 2.7219e-01 7.1527e-01 1.1879e-02
1.0608e+03 2.0613e-21 2.0681e-14 2.3485e-08 6.5519e-04 2.6959e-01 7.1765e-01 1.2106e-02
1.1257e+03 2.0677e-21 2.0722e-14 2.3510e-08 6.5548e-04 2.6960e-01 7.1763e-01 1.2108e-02
1.1944e+03 1.9185e-21 1.9302e-14 2.2079e-08 6.2583e-04 2.6330e-01 7.2339e-01 1.2690e-02
1.2673e+03 1.4411e-21 1.4730e-14 1.7391e-08 5.2476e-04 2.4046e-01 7.4392e-01 1.5097e-02
1.3448e+03 4.1101e-22 4.5330e-15 6.1461e-09 2.4207e-04 1.5915e-01 8.1036e-01 3.0244e-02
1.4269e+03 2.8793e-23 3.7392e-16 6.6693e-10 4.4732e-05 6.0605e-02 8.3436e-01 1.0499e-01
1.5140e+03 1.4436e-24 2.2670e-17 5.3720e-11 6.2447e-06 1.7865e-02 6.8328e-01 2.9885e-01
1.6065e+03 1.1203e-25 2.0884e-18 6.2238e-12 1.1085e-06 5.6355e-03 4.6861e-01 5.2575e-01
1.7047e+03 9.8964e-27 2.1434e-19 7.7555e-13 2.0011e-07 1.6870e-03 2.7854e-01 7.1977e-01
1.8088e+03 7.1022e-28 1.8006e-20 7.9242e-14 2.9812e-08 4.2203e-04 1.4093e-01 8.5865e-01
1.9193e+03 3.8920e-29 1.1862e-21 6.4866e-15 3.6457e-09 8.9370e-05 6.2594e-02 9.3732e-01
2.0365e+03 1.7862e-30 6.7019e-23 4.6411e-16 3.9636e-10 1.7170e-05 2.5805e-02 9.7418e-01
2.1609e+03 7.2216e-32 3.4437e-24 3.1046e-17 4.0978e-11 3.1800e-06 1.0346e-02 9.8965e-01
2.2929e+03 2.8020e-33 1.7499e-25 2.1099e-18 4.3452e-12 6.0374e-07 4.1987e-03 9.9580e-01
2.4330e+03 1.2059e-34 9.8353e-27 1.5802e-19 4.9976e-13 1.2154e-07 1.7552e-03 9.9824e-01
2.5816e+03 8.1178e-36 8.2852e-28 1.6980e-20 7.7272e-14 3.0309e-08 8.2194e-04 9.9918e-01
2.7393e+03 1.0453e-36 1.2687e-28 3.1408e-21 1.8850e-14 1.0605e-08 4.6276e-04 9.9954e-01
2.9067e+03 2.4407e-37 3.4029e-29 9.7797e-22 7.1850e-15 5.2081e-09 3.1436e-04 9.9969e-01
3.0842e+03 1.0361e-37 1.6183e-29 5.2266e-22 4.3795e-15 3.6726e-09 2.6166e-04 9.9974e-01
3.2726e+03 8.2417e-38 1.3956e-29 4.8651e-22 4.3057e-15 3.7350e-09 2.6731e-04 9.9973e-01
3.4725e+03 1.1601e-37 2.0544e-29 7.4130e-22 6.4463e-15 5.2256e-09 3.2596e-04 9.9967e-01
3.6846e+03 2.8345e-37 5.1325e-29 1.8638e-21 1.4918e-14 1.0218e-08 4.7929e-04 9.9952e-01
3.9097e+03 1.0485e-36 1.9484e-28 7.1137e-21 5.0231e-14 2.6829e-08 8.3265e-04 9.9917e-01
4.1484e+03 4.2114e-36 7.6466e-28 2.6838e-20 1.6240e-13 6.6856e-08 1.3928e-03 9.9861e-01
4.4019e+03 1.0115e-35 1.7303e-27 5.6839e-20 3.0668e-13 1.0776e-07 1.8104e-03 9.9819e-01
4.6708e+03 7.0822e-36 1.2575e-27 4.2948e-20 2.4396e-13 9.1257e-08 1.6560e-03 9.9834e-01
4.9561e+03 2.4063e-36 4.9117e-28 1.9344e-20 1.2962e-13 5.8384e-08 1.3102e-03 9.9869e-01
5.2588e+03 9.3017e-37 2.1727e-28 9.8098e-21 7.6355e-14 4.0432e-08 1.0833e-03 9.9892e-01
5.5800e+03 5.5187e-37 1.3926e-28 6.7981e-21 5.7519e-14 3.3273e-08 9.8016e-04 9.9902e-01
5.9209e+03 5.2353e-37 1.3829e-28 7.0462e-21 6.0962e-14 3.5391e-08 1.0212e-03 9.9898e-01
6.2825e+03 6.5178e-37 1.7797e-28 9.3240e-21 7.9766e-14 4.4202e-08 1.1632e-03 9.9884e-01
6.6663e+03 1.0230e-36 2.8092e-28 1.4710e-20 1.2016e-13 6.1042e-08 1.3971e-03 9.9860e-01
7.0735e+03 2.0844e-36 5.6810e-28 2.9273e-20 2.2090e-13 9.8021e-08 1.8240e-03 9.9818e-01
7.5056e+03 5.8515e-36 1.5967e-27 8.1246e-20 5.4803e-13 1.9938e-07 2.7230e-03 9.9728e-01
7.9641e+03 2.2532e-35 6.0279e-27 2.9558e-19 1.7055e-12 4.7988e-07 4.4537e-03 9.9555e-01
8.4505e+03 1.3159e-34 3.2997e-26 1.4848e-18 6.8729e-12 1.3886e-06 8.0236e-03 9.9198e-01
8.9668e+03 1.5462e-33 3.5461e-25 1.4106e-17 4.7768e-11 6.0673e-06 1.8102e-02 9.8189e-01
9.5145e+03 5.7344e-32 1.1599e-23 3.8229e-16 8.0990e-10 5.1769e-05 5.8300e-02 9.4165e-01
1.0096e+04 9.7847e-30 1.6328e-21 3.9399e-14 4.1061e-08 9.5788e-04 2.6211e-01 7.3694e-01
1.0712e+04 8.8689e-27 1.1268e-18 1.5976e-11 5.4168e-06 2.6550e-02 8.1762e-01 1.5583e-01
1.1367e+04 4.7546e-23 4.1971e-15 2.3124e-08 1.2634e-03 5.1525e-01 4.8224e-01 1.2489e-03
1.2062e+04 3.1689e-19 1.9104e-11 2.3711e-05 8.6385e-02 9.0899e-01 4.5972e-03 1.9067e-08
1.2794e+04 8.5319e-16 3.3324e-08 6.3267e-03 8.7822e-01 1.1545e-01 1.0157e-06 1.6821e-15
1.3528e+04 3.1709e-13 7.2400e-06 1.8350e-01 8.1543e-01 1.0600e-03 1.0533e-11 4.1979e-24
1.4194e+04 3.2288e-11 3.5678e-04 9.1510e-01 8.4543e-02 5.8717e-07 2.4732e-18 7.3618e-35
1.4758e+04 1.3907e-09 6.0268e-03 9.9309e-01 8.8693e-04 1.0529e-11 3.1940e-27 0.0000e+00
1.5240e+04 1.5302e-07 1.5525e-01 8.4474e-01 3.2023e-06 2.1582e-17 1.0720e-37 0.0000e+00
1.5647e+04 4.6957e-06 8.9858e-01 1.0142e-01 8.3558e-10 1.1751e-24 0.0000e+00 0.0000e+00
1.5960e+04 4.4299e-05 9.9883e-01 1.1299e-03 8.1089e-15 7.0850e-34 0.0000e+00 0.0000e+00
1.6187e+04 3.4461e-04 9.9965e-01 1.0018e-05 4.8009e-20 1.5975e-43 0.0000e+00 0.0000e+00
1.6354e+04 3.1699e-03 9.9683e-01 4.6745e-08 5.3300e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 5.9659e-02 9.4034e-01 2.0647e-11 1.4014e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.9371e-01 4.0629e-01 1.3005e-15 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 8.5461e-01 1.4539e-01 6.6972e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.2265e-01 7.7348e-02 4.1232e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.5971e-01 4.0286e-02 2.8140e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 9.8049e-01 1.9510e-02 1.6155e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.9010e-01 9.8955e-03 1.1192e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.9759e-01 2.4102e-03 5.1545e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.9965e-01 3.5387e-04 3.1384e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 9.9996e-01 4.0119e-05 8.1795e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.0000e+00 3.6081e-06 8.5615e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0000e+00 3.7344e-07 1.1865e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 4.2636e-08 2.1860e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0000e+00 5.9287e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.0000e+00 1.2614e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0000e+00 3.8478e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0000e+00 1.8049e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0000e+00 6.6663e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0000e+00 2.8791e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0000e+00 1.4078e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0000e+00 9.8880e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0000e+00 4.6340e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 2.4159e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 3.0112e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 2.2339e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0000e+00 5.9339e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 1.4611e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
