#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
2.0365e+03 2.1519e-17 1.0716e-08 9.9952e-01 4.7564e-04 1.1781e-13 5.9560e-30 0.0000e+00
2.1609e+03 1.7240e-17 9.3943e-09 9.9903e-01 9.6591e-04 6.1988e-13 1.0597e-28 0.0000e+00
2.2929e+03 1.3254e-17 8.1042e-09 9.9817e-01 1.8307e-03 2.7412e-12 1.3715e-27 0.0000e+00
2.4330e+03 1.0415e-17 7.0983e-09 9.9692e-01 3.0799e-03 9.1467e-12 1.0854e-26 0.0000e+00
2.5816e+03 8.6994e-18 6.4307e-09 9.9544e-01 4.5636e-03 2.2771e-11 5.2022e-26 0.0000e+00
2.7393e+03 7.6958e-18 6.0165e-09 9.9416e-01 5.8447e-03 4.0371e-11 1.3884e-25 0.0000e+00
2.9067e+03 6.9355e-18 5.7037e-09 9.9357e-01 6.4347e-03 4.9868e-11 1.9633e-25 0.0000e+00
3.0842e+03 6.1231e-18 5.3786e-09 9.9403e-01 5.9657e-03 4.0494e-11 1.3126e-25 0.0000e+00
3.2726e+03 5.3579e-18 5.0752e-09 9.9533e-01 4.6733e-03 2.1851e-11 4.2442e-26 0.0000e+00
3.4725e+03 4.7645e-18 4.8489e-09 9.9681e-01 3.1944e-03 8.5199e-12 7.7543e-27 0.0000e+00
3.6846e+03 4.1702e-18 4.6171e-09 9.9803e-01 1.9718e-03 2.5916e-12 9.0954e-28 0.0000e+00
3.9097e+03 3.3678e-18 4.2328e-09 9.9876e-01 1.2388e-03 8.0988e-13 1.0958e-28 0.0000e+00
4.1484e+03 3.2382e-18 4.2396e-09 9.9928e-01 7.2168e-04 2.1874e-13 1.0694e-29 0.0000e+00
4.4019e+03 3.9226e-18 4.7725e-09 9.9962e-01 3.7732e-04 4.7746e-14 7.6209e-31 0.0000e+00
4.6708e+03 4.3762e-18 5.1706e-09 9.9980e-01 1.9948e-04 1.0530e-14 5.4117e-32 0.0000e+00
4.9561e+03 3.8836e-18 5.0052e-09 9.9988e-01 1.1794e-04 2.9017e-15 5.3602e-33 0.0000e+00
5.2588e+03 3.3496e-18 4.7917e-09 9.9993e-01 6.8614e-05 7.6486e-16 4.8712e-34 0.0000e+00
5.5800e+03 3.2508e-18 4.8948e-09 9.9997e-01 3.4853e-05 1.4900e-16 2.6769e-35 0.0000e+00
5.9209e+03 3.2376e-18 5.1026e-09 9.9998e-01 1.5928e-05 2.2626e-17 9.5377e-37 0.0000e+00
6.2825e+03 3.3240e-18 5.4825e-09 9.9999e-01 5.8325e-06 2.0292e-18 1.3501e-38 0.0000e+00
6.6663e+03 3.8047e-18 6.3538e-09 1.0000e+00 1.5407e-06 8.4799e-20 5.1011e-41 0.0000e+00
7.0735e+03 4.7880e-18 7.9398e-09 1.0000e+00 2.8005e-07 1.4701e-21 4.2039e-44 0.0000e+00
7.5056e+03 6.2189e-18 1.0405e-08 1.0000e+00 3.5872e-08 1.1053e-23 0.0000e+00 0.0000e+00
7.9641e+03 8.8742e-18 1.4643e-08 1.0000e+00 3.5639e-09 4.5964e-26 0.0000e+00 0.0000e+00
8.4505e+03 1.4202e-17 2.2118e-08 1.0000e+00 3.1020e-10 1.4228e-28 0.0000e+00 0.0000e+00
8.9668e+03 2.4293e-17 3.5718e-08 1.0000e+00 1.8735e-11 1.8523e-31 0.0000e+00 0.0000e+00
9.5145e+03 4.5378e-17 6.3220e-08 1.0000e+00 6.5525e-13 6.5880e-35 0.0000e+00 0.0000e+00
1.0096e+04 1.1894e-16 1.5025e-07 1.0000e+00 4.6828e-15 5.4809e-40 0.0000e+00 0.0000e+00
1.0712e+04 5.0920e-16 5.7390e-07 1.0000e+00 1.6886e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 3.3997e-15 2.8946e-06 1.0000e+00 1.6327e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 1.6119e-14 1.0515e-05 9.9999e-01 7.6907e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 5.5368e-14 2.8704e-05 9.9997e-01 1.5256e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.7037e-13 7.0578e-05 9.9993e-01 4.8792e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 4.1063e-13 1.4503e-04 9.9985e-01 3.5009e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 7.1861e-13 2.3360e-04 9.9977e-01 1.0246e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.4439e-12 3.7662e-04 9.9962e-01 8.3063e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 3.9217e-12 6.8680e-04 9.9931e-01 9.0162e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.6185e-11 1.5700e-03 9.9843e-01 5.8271e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 4.3781e-11 2.9370e-03 9.9706e-01 3.7758e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 8.5109e-11 4.5836e-03 9.9542e-01 3.7352e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.2115e-10 6.0166e-03 9.9398e-01 5.7806e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.2650e-10 6.5865e-03 9.9341e-01 1.6727e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.4977e-10 7.7045e-03 9.9230e-01 4.2291e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.8135e-10 9.0747e-03 9.9093e-01 1.1351e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.0950e-10 1.0309e-02 9.8969e-01 3.8956e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.4005e-10 1.1642e-02 9.8836e-01 1.3873e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.2859e-10 1.1714e-02 9.8829e-01 8.1275e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.9438e-10 1.4741e-02 9.8526e-01 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 3.6282e-10 1.8805e-02 9.8119e-01 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 5.6513e-10 2.7504e-02 9.7250e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 9.0963e-10 4.1360e-02 9.5864e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.7207e-09 7.0072e-02 9.2993e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.7866e-09 1.0610e-01 8.9390e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 4.7703e-09 1.6184e-01 8.3816e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.4417e-09 8.3669e-02 9.1633e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 4.5522e-11 9.7890e-03 9.9021e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.4751e-10 2.3438e-02 9.7656e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 8.8118e-08 8.8929e-01 1.1071e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 8.7373e-08 9.0769e-01 9.2307e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.1126e-12 1.8832e-03 9.9812e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.2147e-09 1.3022e-01 8.6978e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0773e-07 9.6934e-01 3.0659e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.6273e-08 7.8593e-01 2.1407e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.5716e-08 7.3324e-01 2.6676e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 5.0965e-08 9.7082e-01 2.9181e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 3.2416e-08 9.5938e-01 4.0621e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 3.3582e-08 9.7573e-01 2.4274e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.8899e-08 9.8694e-01 1.3056e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 3.7643e-08 9.8991e-01 1.0093e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 3.9016e-08 9.9371e-01 6.2919e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 3.2026e-08 9.9383e-01 6.1725e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 2.3651e-08 9.9242e-01 7.5825e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 3.0997e-08 9.9707e-01 2.9332e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 3.2839e-08 9.9820e-01 1.7966e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.6944e-08 9.9814e-01 1.8614e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.0487e-08 9.9899e-01 1.0147e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 3.1058e-08 9.9931e-01 6.8701e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.1561e-08 9.9900e-01 1.0016e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.8579e-08 9.9960e-01 4.0440e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.9241e-08 9.9937e-01 6.2751e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 8.8972e-09 9.9791e-01 2.0942e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.7090e-08 9.9984e-01 1.6275e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 6.4946e-09 9.9799e-01 2.0072e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 9.6481e-09 9.9935e-01 6.5217e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 4.8310e-09 9.9808e-01 1.9220e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.3020e-08 9.9980e-01 1.9770e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.9021e-09 9.9974e-01 2.5721e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0415e-08 9.9982e-01 1.8085e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 6.8314e-09 9.9967e-01 3.2932e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 6.6740e-09 9.9972e-01 2.8163e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.2552e-08 9.9993e-01 6.8598e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.1062e-08 9.9992e-01 7.6260e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 7.1572e-09 9.9984e-01 1.5966e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.7888e-08 9.9998e-01 2.4977e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0649e-08 9.9993e-01 6.8627e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.1097e-08 9.9994e-01 6.1955e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.4893e-08 9.9996e-01 3.6320e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.8227e-08 9.9998e-01 2.0726e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.7498e-09 9.9988e-01 1.2470e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 14.1910
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.4010e+02 5.2558e-20 1.1608e-09 1.0000e+00 3.1821e-08 3.1469e-24 0.0000e+00 0.0000e+00
8.8623e+02 3.0164e-16 7.8492e-08 1.0000e+00 1.7972e-09 1.8101e-26 0.0000e+00 0.0000e+00
9.0614e+02 2.4768e-16 6.7453e-08 1.0000e+00 3.9755e-09 1.1743e-25 0.0000e+00 0.0000e+00
9.4442e+02 2.1289e-16 6.0053e-08 1.0000e+00 7.3606e-09 5.0117e-25 0.0000e+00 0.0000e+00
9.9911e+02 1.8523e-16 5.3983e-08 1.0000e+00 1.3020e-08 1.9214e-24 0.0000e+00 0.0000e+00
1.0608e+03 1.6106e-16 4.8519e-08 1.0000e+00 2.3168e-08 7.4697e-24 0.0000e+00 0.0000e+00
1.1257e+03 1.3861e-16 4.3225e-08 1.0000e+00 4.4044e-08 3.3982e-23 0.0000e+00 0.0000e+00
1.1944e+03 1.2030e-16 3.8735e-08 1.0000e+00 8.2426e-08 1.4911e-22 1.4013e-45 0.0000e+00
1.2673e+03 1.0382e-16 3.4468e-08 1.0000e+00 1.6686e-07 7.8952e-22 3.2230e-44 0.0000e+00
1.3448e+03 8.9117e-17 3.0351e-08 1.0000e+00 3.8917e-07 5.8700e-21 1.0580e-42 0.0000e+00
1.4269e+03 7.7224e-17 2.6800e-08 1.0000e+00 9.6258e-07 5.0368e-20 4.5548e-41 0.0000e+00
1.5140e+03 6.3124e-17 2.2906e-08 1.0000e+00 2.7095e-06 5.8300e-19 3.2789e-39 0.0000e+00
1.6065e+03 4.9336e-17 1.9210e-08 9.9999e-01 7.8069e-06 7.0731e-18 2.5352e-37 0.0000e+00
1.7047e+03 3.9642e-17 1.6397e-08 9.9998e-01 2.2164e-05 8.3292e-17 1.8739e-35 0.0000e+00
1.8088e+03 3.2503e-17 1.4256e-08 9.9994e-01 5.6822e-05 7.7071e-16 9.0948e-34 0.0000e+00
1.9193e+03 2.6347e-17 1.2410e-08 9.9986e-01 1.3501e-04 5.9259e-15 3.1722e-32 0.0000e+00
2.0365e+03 2.1461e-17 1.0889e-08 9.9970e-01 2.9968e-04 3.8730e-14 8.3141e-31 0.0000e+00
2.1609e+03 1.7343e-17 9.5781e-09 9.9940e-01 5.9744e-04 1.9520e-13 1.3734e-29 0.0000e+00
2.2929e+03 1.3500e-17 8.3124e-09 9.9891e-01 1.0918e-03 7.9224e-13 1.5316e-28 0.0000e+00
2.4330e+03 1.0738e-17 7.3254e-09 9.9823e-01 1.7695e-03 2.4197e-12 1.0391e-27 0.0000e+00
2.5816e+03 8.9992e-18 6.6439e-09 9.9739e-01 2.6083e-03 5.9472e-12 4.8692e-27 0.0000e+00
2.7393e+03 8.0276e-18 6.2441e-09 9.9675e-01 3.2530e-03 9.8973e-12 1.1636e-26 0.0000e+00
2.9067e+03 7.2820e-18 5.9421e-09 9.9650e-01 3.5012e-03 1.1586e-11 1.4983e-26 0.0000e+00
3.0842e+03 6.4368e-18 5.6100e-09 9.9678e-01 3.2245e-03 9.2644e-12 9.7533e-27 0.0000e+00
3.2726e+03 5.6190e-18 5.2911e-09 9.9747e-01 2.5341e-03 5.0409e-12 3.2006e-27 0.0000e+00
3.4725e+03 4.9834e-18 5.0543e-09 9.9826e-01 1.7355e-03 1.9757e-12 5.9026e-28 0.0000e+00
3.6846e+03 4.3631e-18 4.8230e-09 9.9894e-01 1.0596e-03 5.8594e-13 6.6255e-29 0.0000e+00
3.9097e+03 3.5006e-18 4.4123e-09 9.9932e-01 6.7766e-04 1.9099e-13 8.5897e-30 0.0000e+00
4.1484e+03 3.3465e-18 4.4115e-09 9.9960e-01 4.0094e-04 5.3503e-14 8.9313e-31 0.0000e+00
4.4019e+03 4.0354e-18 4.9612e-09 9.9979e-01 2.1148e-04 1.1921e-14 6.5950e-32 0.0000e+00
4.6708e+03 4.4923e-18 5.3794e-09 9.9989e-01 1.1130e-04 2.5996e-15 4.5890e-33 0.0000e+00
4.9561e+03 4.0127e-18 5.2444e-09 9.9994e-01 6.2751e-05 6.3998e-16 3.7307e-34 0.0000e+00
5.2588e+03 3.4625e-18 5.0392e-09 9.9996e-01 3.5345e-05 1.5609e-16 2.9562e-35 0.0000e+00
5.5800e+03 3.3422e-18 5.1499e-09 9.9998e-01 1.7629e-05 2.9072e-17 1.4986e-36 0.0000e+00
5.9209e+03 3.3443e-18 5.4148e-09 9.9999e-01 7.5062e-06 3.7276e-18 3.9641e-38 0.0000e+00
6.2825e+03 3.4763e-18 5.9014e-09 1.0000e+00 2.5132e-06 2.7018e-19 3.8644e-40 0.0000e+00
6.6663e+03 4.0767e-18 6.9783e-09 1.0000e+00 6.1342e-07 9.3832e-21 1.0594e-42 0.0000e+00
7.0735e+03 5.2976e-18 8.9285e-09 1.0000e+00 1.0444e-07 1.3990e-22 0.0000e+00 0.0000e+00
7.5056e+03 7.0047e-18 1.1873e-08 1.0000e+00 1.2994e-08 9.8410e-25 0.0000e+00 0.0000e+00
7.9641e+03 9.9360e-18 1.6657e-08 1.0000e+00 1.3552e-09 4.5943e-27 0.0000e+00 0.0000e+00
8.4505e+03 1.5577e-17 2.4779e-08 1.0000e+00 1.3051e-10 1.8060e-29 0.0000e+00 0.0000e+00
8.9668e+03 2.6815e-17 4.0288e-08 1.0000e+00 7.6898e-12 2.2177e-32 0.0000e+00 0.0000e+00
9.5145e+03 5.0912e-17 7.2485e-08 1.0000e+00 2.4583e-13 6.3716e-36 0.0000e+00 0.0000e+00
1.0096e+04 1.4138e-16 1.8222e-07 1.0000e+00 1.2465e-15 2.3455e-41 0.0000e+00 0.0000e+00
1.0712e+04 6.2883e-16 7.1519e-07 1.0000e+00 3.8285e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 4.4815e-15 3.6839e-06 1.0000e+00 3.7194e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 1.8777e-14 1.2098e-05 9.9999e-01 2.8925e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 6.6103e-14 3.3447e-05 9.9997e-01 5.3112e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.9523e-13 7.9687e-05 9.9992e-01 1.9638e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 4.6605e-13 1.6215e-04 9.9984e-01 1.4893e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 8.1990e-13 2.6153e-04 9.9974e-01 4.3690e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.6167e-12 4.1577e-04 9.9958e-01 3.8287e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 4.4841e-12 7.6832e-04 9.9923e-01 3.8963e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.8396e-11 1.7483e-03 9.9825e-01 2.5776e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 4.9816e-11 3.2712e-03 9.9673e-01 1.6644e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 9.9285e-11 5.1885e-03 9.9481e-01 1.5109e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.4169e-10 6.8206e-03 9.9318e-01 2.3144e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.5390e-10 7.6625e-03 9.9234e-01 5.8504e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.6404e-10 8.3599e-03 9.9164e-01 2.1174e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.8712e-10 9.4638e-03 9.9054e-01 6.9645e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.0022e-10 1.0220e-02 9.8978e-01 3.1109e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.3070e-10 1.1583e-02 9.8842e-01 1.0790e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.7376e-10 1.3477e-02 9.8652e-01 2.9427e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 3.5813e-10 1.7131e-02 9.8287e-01 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 4.0253e-10 2.0562e-02 9.7944e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 6.1405e-10 2.9655e-02 9.7034e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.1068e-09 4.7996e-02 9.5200e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.5126e-09 6.5791e-02 9.3421e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.6409e-09 1.0461e-01 8.9539e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.1197e-09 1.7245e-01 8.2754e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 3.0775e-08 5.2466e-01 4.7534e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 6.6240e-08 7.7286e-01 2.2714e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 6.6967e-08 8.1206e-01 1.8794e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.1110e-11 4.7969e-03 9.9520e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.3986e-10 2.7503e-02 9.7250e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 4.4679e-08 8.0588e-01 1.9412e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.2420e-07 9.7283e-01 2.7165e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.1874e-09 1.4443e-01 8.5557e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.5143e-07 9.9019e-01 9.8063e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 8.3852e-08 9.8112e-01 1.8882e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 2.8904e-08 9.2272e-01 7.7276e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 4.0674e-08 9.7534e-01 2.4665e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 3.7743e-08 9.8197e-01 1.8028e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.7289e-08 9.8664e-01 1.3364e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.8398e-08 9.9437e-01 5.6250e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 3.8158e-08 9.9382e-01 6.1778e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 4.0223e-08 9.9638e-01 3.6184e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 3.6907e-08 9.9716e-01 2.8392e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 3.6043e-08 9.9797e-01 2.0259e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 3.0135e-08 9.9799e-01 2.0068e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.9461e-08 9.9854e-01 1.4597e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 2.2031e-08 9.9817e-01 1.8306e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.7729e-08 9.9801e-01 1.9857e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.2132e-08 9.9911e-01 8.9317e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.2479e-08 9.9801e-01 1.9896e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.9175e-08 9.9941e-01 5.9376e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.8061e-08 9.9980e-01 1.9950e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 9.0414e-09 9.9865e-01 1.3474e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.2695e-08 9.9984e-01 1.5623e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 2.5829e-08 9.9991e-01 8.7947e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.7030e-08 9.9985e-01 1.4703e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
