#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
6.0341e+04 6.1175e-01 3.8825e-01 1.0430e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 9.9983e-01 1.6517e-04 1.0999e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 5.0043e-07 1.4740e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 5.3880e-07 1.4082e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.9999e-01 6.9318e-06 2.9660e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 9.9995e-01 5.4446e-05 1.3688e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 9.9993e-01 7.3699e-05 2.8071e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 2.7372e-06 9.1550e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 9.9995e-01 4.6291e-05 5.0322e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 8.0663e-01 1.9337e-01 7.0866e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 6.9690e-01 3.0310e-01 4.2845e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 7.7279e-01 2.2721e-01 1.2568e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 9.6736e-01 3.2638e-02 1.4632e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 7.3953e-01 2.6047e-01 2.2600e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 8.9215e-01 1.0785e-01 6.7656e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 6.2213e-01 3.7787e-01 4.2894e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.7500
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.4010e+02 3.4359e-20 2.3942e-11 2.7558e-03 9.5882e-01 3.8419e-02 1.1975e-07 5.5922e-19
8.8623e+02 2.5090e-15 2.6876e-08 4.1274e-02 9.5396e-01 4.7638e-03 3.7255e-09 1.0379e-20
9.0614e+02 3.2438e-16 4.6653e-09 8.3400e-03 9.5057e-01 4.1092e-02 5.2142e-07 5.0644e-17
9.4442e+02 2.2648e-16 3.4216e-09 6.2626e-03 9.3541e-01 5.8326e-02 1.1885e-06 2.1099e-16
9.9911e+02 2.2787e-16 3.4399e-09 6.2939e-03 9.3573e-01 5.7979e-02 1.1718e-06 2.0586e-16
1.0608e+03 2.2353e-16 3.3841e-09 6.2018e-03 9.3480e-01 5.9000e-02 1.2211e-06 2.2107e-16
1.1257e+03 2.2323e-16 3.3777e-09 6.1841e-03 9.3459e-01 5.9226e-02 1.2326e-06 2.2484e-16
1.1944e+03 2.1572e-16 3.2751e-09 5.9994e-03 9.3256e-01 6.1440e-02 1.3455e-06 2.6200e-16
1.2673e+03 1.9519e-16 2.9922e-09 5.4873e-03 9.2614e-01 6.8374e-02 1.7382e-06 4.0995e-16
1.3448e+03 1.0701e-16 1.7552e-09 3.2880e-03 8.7588e-01 1.2083e-01 6.9354e-06 4.6337e-15
1.4269e+03 2.4924e-17 4.7580e-10 9.3754e-04 6.5787e-01 3.4108e-01 1.0970e-04 6.6014e-13
1.5140e+03 3.3504e-18 7.7551e-11 1.6643e-04 3.2497e-01 6.7356e-01 1.3032e-03 7.6194e-11
1.6065e+03 4.9529e-19 1.3800e-11 3.2870e-05 1.4212e-01 8.5141e-01 6.4361e-03 2.0854e-09
1.7047e+03 8.1822e-20 2.6737e-12 6.9440e-06 6.0252e-02 9.1675e-01 2.2987e-02 3.3563e-08
1.8088e+03 1.1681e-20 4.4699e-13 1.2587e-06 2.2442e-02 8.9896e-01 7.8599e-02 5.5059e-07
1.9193e+03 1.3772e-21 6.1802e-14 1.8861e-07 7.0091e-03 7.5553e-01 2.3745e-01 8.2734e-06
2.0365e+03 1.1675e-22 6.1294e-15 2.0233e-08 1.5763e-03 4.6358e-01 5.3475e-01 9.4954e-05
2.1609e+03 6.1581e-24 3.8582e-16 1.4124e-09 2.3288e-04 1.8915e-01 8.0988e-01 7.3672e-04
2.2929e+03 2.8856e-25 2.1987e-17 9.2334e-11 3.0733e-05 6.4489e-02 9.3167e-01 3.8078e-03
2.4330e+03 1.1793e-26 1.1048e-18 5.4502e-12 3.6363e-06 1.9746e-02 9.6269e-01 1.7564e-02
2.5816e+03 6.1709e-28 7.0023e-20 4.0816e-13 5.0172e-07 6.3972e-03 9.2903e-01 6.4574e-02
2.7393e+03 5.1275e-29 6.8402e-21 4.6679e-14 9.2908e-08 2.3627e-03 8.2869e-01 1.6895e-01
2.9067e+03 8.0770e-30 1.2302e-21 9.6523e-15 2.6774e-08 1.0968e-03 7.0245e-01 2.9646e-01
3.0842e+03 2.7277e-30 4.6761e-22 4.1496e-15 1.3926e-08 7.3010e-04 6.2724e-01 3.7203e-01
3.2726e+03 2.2493e-30 4.2495e-22 4.1408e-15 1.4550e-08 7.6729e-04 6.4127e-01 3.5796e-01
3.4725e+03 3.9610e-30 8.0319e-22 8.3426e-15 2.6968e-08 1.1669e-03 7.2556e-01 2.7327e-01
3.6846e+03 1.7183e-29 3.6479e-21 3.9683e-14 9.8582e-08 2.6653e-03 8.5867e-01 1.3867e-01
3.9097e+03 1.7154e-28 3.7838e-20 4.3992e-13 6.8169e-07 8.5340e-03 9.5203e-01 3.9434e-02
4.1484e+03 1.6439e-27 3.5594e-19 4.2495e-12 4.0024e-06 2.3714e-02 9.6519e-01 1.1087e-02
4.4019e+03 5.0898e-27 1.0427e-18 1.2036e-11 8.8215e-06 3.6920e-02 9.5681e-01 6.2643e-03
4.6708e+03 3.9073e-27 8.2426e-19 9.7667e-12 7.5753e-06 3.4006e-02 9.5905e-01 6.9396e-03
4.9561e+03 1.4794e-27 3.5628e-19 4.7812e-12 4.5471e-06 2.5926e-02 9.6448e-01 9.5859e-03
5.2588e+03 6.1962e-28 1.7052e-19 2.6015e-12 2.9622e-06 2.0694e-02 9.6691e-01 1.2393e-02
5.5800e+03 3.3853e-28 1.0134e-19 1.6743e-12 2.1621e-06 1.7489e-02 9.6748e-01 1.5032e-02
5.9209e+03 3.2083e-28 1.0182e-19 1.7937e-12 2.3268e-06 1.8407e-02 9.6773e-01 1.3861e-02
6.2825e+03 4.6436e-28 1.5426e-19 2.8881e-12 3.4227e-06 2.3133e-02 9.6667e-01 1.0189e-02
6.6663e+03 8.0724e-28 2.7408e-19 5.3385e-12 5.5534e-06 3.0601e-02 9.6239e-01 7.0056e-03
7.0735e+03 1.8966e-27 6.5238e-19 1.3213e-11 1.1241e-05 4.5746e-02 9.5019e-01 4.0491e-03
7.5056e+03 7.6505e-27 2.6930e-18 5.8429e-11 3.5517e-05 8.7363e-02 9.1101e-01 1.5924e-03
7.9641e+03 4.1491e-26 1.4621e-17 3.3574e-10 1.3425e-04 1.7939e-01 8.1998e-01 4.9615e-04
8.4505e+03 2.9224e-25 9.8317e-17 2.2950e-09 5.5211e-04 3.6084e-01 6.3849e-01 1.1530e-04
8.9668e+03 3.2301e-24 1.0124e-15 2.4054e-08 2.8275e-03 6.7843e-01 3.1873e-01 1.0609e-05
9.5145e+03 6.1391e-23 1.7111e-14 4.1097e-07 1.6747e-02 9.2118e-01 6.2077e-02 1.7330e-07
1.0096e+04 3.0235e-21 6.6481e-13 1.4946e-05 1.3021e-01 8.6607e-01 3.7075e-03 3.1015e-10
1.0712e+04 2.9603e-19 4.5939e-11 9.2432e-04 7.8421e-01 2.1485e-01 1.4434e-05 5.9704e-15
1.1367e+04 2.5058e-17 2.4212e-09 4.1129e-02 9.5699e-01 1.8776e-03 2.0280e-10 2.1277e-23
1.2062e+04 1.2872e-15 7.0966e-08 8.8408e-01 1.1592e-01 1.8403e-07 1.8852e-18 1.1922e-36
1.2794e+04 4.9811e-15 1.5402e-07 9.9980e-01 2.0214e-04 4.5423e-14 4.7822e-30 0.0000e+00
1.3528e+04 1.4957e-14 3.5022e-07 1.0000e+00 1.9783e-07 3.2585e-21 1.4770e-42 0.0000e+00
1.4194e+04 5.6162e-14 1.1422e-06 1.0000e+00 5.7546e-11 1.3265e-29 0.0000e+00 0.0000e+00
1.4758e+04 2.7541e-13 5.3103e-06 9.9999e-01 3.4988e-15 1.3150e-39 0.0000e+00 0.0000e+00
1.5240e+04 2.1497e-12 3.0671e-05 9.9997e-01 2.6468e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.8572e-11 1.5121e-04 9.9985e-01 1.7677e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.7332e-10 9.9078e-04 9.9901e-01 4.8420e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 9.3098e-09 1.2105e-02 9.8790e-01 2.1903e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 2.4497e-07 1.1481e-01 8.8519e-01 9.2810e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 2.2410e-06 4.6901e-01 5.3099e-01 1.1566e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 6.5553e-06 7.9055e-01 2.0944e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.1573e-05 9.2434e-01 7.5647e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.7552e-05 9.7288e-01 2.7098e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.3496e-05 9.8765e-01 1.2325e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 3.3240e-05 9.9488e-01 5.0880e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 5.3970e-05 9.9833e-01 1.6207e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.4934e-04 9.9967e-01 1.7697e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 5.0528e-04 9.9948e-01 1.1550e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.7054e-03 9.9729e-01 3.1881e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.9168e-02 9.7083e-01 1.6257e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.2730e-01 8.7270e-01 3.3549e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 4.1155e-01 5.8845e-01 5.2054e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 6.9970e-01 3.0030e-01 1.2266e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 8.0326e-01 1.9674e-01 1.6055e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 9.1972e-01 8.0279e-02 4.2725e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 8.7157e-01 1.2843e-01 1.9023e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.7057e-01 2.9428e-02 8.9662e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.8211e-01 1.7887e-02 1.3908e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.8298e-01 1.7015e-02 8.5220e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 9.9270e-01 7.2966e-03 3.9215e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 8.7534e-01 1.2466e-01 2.2461e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 9.9993e-01 6.6743e-05 7.0241e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 9.9790e-01 2.0986e-03 7.1951e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 9.9678e-01 3.2204e-03 5.4818e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 9.9713e-01 2.8733e-03 8.9727e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 9.9927e-01 7.2771e-04 6.0471e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 9.8773e-01 1.2271e-02 1.7356e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 8.4314e-01 1.5686e-01 4.8213e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.9774e-01 2.2607e-03 4.8877e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 9.9895e-01 1.0529e-03 3.3026e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 9.9645e-01 3.5469e-03 8.2909e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 9.9996e-01 4.1331e-05 8.0497e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.8355e-01 1.6451e-02 4.0417e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 4.2282e-06 9.9998e-01 1.5575e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 9.9068e-01 9.3175e-03 3.5379e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.3759e-04 9.9986e-01 8.1165e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 9.9980e-01 2.0240e-04 1.8782e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 9.9963e-01 3.6542e-04 7.8805e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 9.6463e-01 3.5366e-02 5.3573e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 9.6991e-03 9.9030e-01 4.0411e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 9.9986e-01 1.4283e-04 1.7159e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 6.1436e-07 6.3818e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 9.5705e-01 4.2945e-02 2.6426e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 1.5824e-06 6.2476e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 2.3665e-06 1.6329e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 4.6669e-06 1.0375e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 6.3054e-07 1.6691e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 4.7457e-06 6.8773e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 9.9999e-01 6.6474e-06 1.6213e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 8.5668e-07 2.3650e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 4.5976e-06 3.7913e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 9.8097e-01 1.9025e-02 2.8072e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 9.6619e-01 3.3805e-02 1.5940e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 9.7649e-01 2.3506e-02 5.0461e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 9.9734e-01 2.6558e-03 6.8712e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 9.7203e-01 2.7968e-02 8.8834e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 9.9017e-01 9.8343e-03 3.0947e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.5204e-01 4.7956e-02 1.7750e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.7890
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.4010e+02 5.1702e-20 3.5608e-11 4.1921e-03 9.7378e-01 2.2024e-02 3.2164e-08 5.5747e-20
8.8623e+02 3.2973e-15 3.5213e-08 5.5647e-02 9.4134e-01 3.0113e-03 1.3005e-09 1.6671e-21
9.0614e+02 3.8971e-16 5.6689e-09 1.0529e-02 9.5952e-01 2.9953e-02 2.4490e-07 1.3354e-17
9.4442e+02 2.6313e-16 4.0432e-09 7.7144e-03 9.4793e-01 4.4352e-02 6.1179e-07 6.4939e-17
9.9911e+02 2.6298e-16 4.0413e-09 7.7113e-03 9.4791e-01 4.4373e-02 6.1247e-07 6.5062e-17
1.0608e+03 2.5892e-16 3.9887e-09 7.6217e-03 9.4737e-01 4.5013e-02 6.3327e-07 6.8918e-17
1.1257e+03 2.5789e-16 3.9720e-09 7.5840e-03 9.4711e-01 4.5308e-02 6.4330e-07 7.0857e-17
1.1944e+03 2.4996e-16 3.8618e-09 7.3766e-03 9.4571e-01 4.6913e-02 6.9850e-07 8.1783e-17
1.2673e+03 2.2551e-16 3.5204e-09 6.7355e-03 9.4074e-01 5.2526e-02 9.1305e-07 1.3043e-16
1.3448e+03 1.2408e-16 2.0757e-09 4.0635e-03 9.0117e-01 9.4761e-02 3.7556e-06 1.5391e-15
1.4269e+03 2.9827e-17 5.8191e-10 1.2002e-03 7.1169e-01 2.8704e-01 6.5430e-05 2.4994e-13
1.5140e+03 4.3227e-18 1.0202e-10 2.2856e-04 3.7981e-01 6.1910e-01 8.6170e-04 3.2664e-11
1.6065e+03 6.5866e-19 1.8697e-11 4.6421e-05 1.7238e-01 8.2302e-01 4.5562e-03 9.8044e-10
1.7047e+03 1.0897e-19 3.6316e-12 9.8347e-06 7.3992e-02 9.0902e-01 1.6975e-02 1.6829e-08
1.8088e+03 1.5458e-20 6.0511e-13 1.7805e-06 2.7817e-02 9.1181e-01 6.0369e-02 2.9334e-07
1.9193e+03 1.8330e-21 8.4475e-14 2.7011e-07 8.9045e-03 7.9762e-01 1.9347e-01 4.7902e-06
2.0365e+03 1.6123e-22 8.7092e-15 3.0119e-08 2.1070e-03 5.2294e-01 4.7489e-01 6.1491e-05
2.1609e+03 8.8249e-24 5.6927e-16 2.1798e-09 3.2584e-04 2.2596e-01 7.7319e-01 5.2324e-04
2.2929e+03 4.0886e-25 3.2131e-17 1.4095e-10 4.3047e-05 7.8193e-02 9.1890e-01 2.8589e-03
2.4330e+03 1.6501e-26 1.5933e-18 8.1723e-12 5.0493e-06 2.3962e-02 9.6243e-01 1.3600e-02
2.5816e+03 8.5795e-28 1.0019e-19 6.0346e-13 6.9280e-07 7.7802e-03 9.4082e-01 5.1403e-02
2.7393e+03 7.0851e-29 9.7295e-21 6.8312e-14 1.2827e-07 2.9001e-03 8.5744e-01 1.3966e-01
2.9067e+03 1.1194e-29 1.7567e-21 1.4146e-14 3.7299e-08 1.3676e-03 7.4473e-01 2.5390e-01
3.0842e+03 3.7663e-30 6.6591e-22 6.0633e-15 1.9432e-08 9.1645e-04 6.7370e-01 3.2538e-01
3.2726e+03 3.0943e-30 6.0306e-22 6.0368e-15 2.0241e-08 9.6030e-04 6.8684e-01 3.1220e-01
3.4725e+03 5.4108e-30 1.1316e-21 1.2104e-14 3.7176e-08 1.4431e-03 7.6507e-01 2.3348e-01
3.6846e+03 2.3515e-29 5.1444e-21 5.7840e-14 1.3520e-07 3.2503e-03 8.8290e-01 1.1385e-01
3.9097e+03 2.4108e-28 5.4755e-20 6.6127e-13 9.4953e-07 1.0405e-02 9.5873e-01 3.0865e-02
4.1484e+03 2.4094e-27 5.3673e-19 6.6793e-12 5.7440e-06 2.9283e-02 9.6237e-01 8.3419e-03
4.4019e+03 7.5306e-27 1.5870e-18 1.9115e-11 1.2739e-05 4.5659e-02 9.4967e-01 4.6543e-03
4.6708e+03 5.8134e-27 1.2611e-18 1.5587e-11 1.0983e-05 4.2166e-02 9.5267e-01 5.1491e-03
4.9561e+03 2.2093e-27 5.4709e-19 7.6546e-12 6.6143e-06 3.2244e-02 9.6062e-01 7.1291e-03
5.2588e+03 9.1613e-28 2.5941e-19 4.1272e-12 4.2821e-06 2.5670e-02 9.6504e-01 9.2903e-03
5.5800e+03 4.9973e-28 1.5396e-19 2.6525e-12 3.1238e-06 2.1703e-02 9.6699e-01 1.1301e-02
5.9209e+03 4.7036e-28 1.5372e-19 2.8262e-12 3.3473e-06 2.2783e-02 9.6677e-01 1.0440e-02
6.2825e+03 6.8698e-28 2.3500e-19 4.5961e-12 4.9571e-06 2.8714e-02 9.6367e-01 7.6079e-03
6.6663e+03 1.2009e-27 4.1983e-19 8.5485e-12 8.0724e-06 3.8018e-02 9.5678e-01 5.1913e-03
7.0735e+03 2.8685e-27 1.0149e-18 2.1493e-11 1.6506e-05 5.7034e-02 9.4000e-01 2.9532e-03
7.5056e+03 1.1847e-26 4.2803e-18 9.7050e-11 5.2772e-05 1.0902e-01 8.8980e-01 1.1268e-03
7.9641e+03 6.5356e-26 2.3576e-17 5.6526e-10 1.9996e-04 2.2133e-01 7.7814e-01 3.3358e-04
8.4505e+03 4.5209e-25 1.5547e-16 3.7889e-09 7.9867e-04 4.2706e-01 5.7207e-01 7.1691e-05
8.9668e+03 4.7533e-24 1.5214e-15 3.7769e-08 3.8372e-03 7.3946e-01 2.5670e-01 5.7432e-06
9.5145e+03 8.8794e-23 2.5159e-14 6.2955e-07 2.1716e-02 9.3339e-01 4.4889e-02 8.0532e-08
1.0096e+04 4.4803e-21 9.9563e-13 2.3219e-05 1.6631e-01 8.3125e-01 2.4166e-03 1.2181e-10
1.0712e+04 3.7962e-19 5.9422e-11 1.2384e-03 8.3485e-01 1.6391e-01 7.0313e-06 1.6143e-15
1.1367e+04 3.1854e-17 3.0942e-09 5.4093e-02 9.4468e-01 1.2282e-03 7.6566e-11 3.8964e-24
1.2062e+04 1.3131e-15 7.2690e-08 9.1715e-01 8.2846e-02 7.7546e-08 3.9464e-19 9.9006e-38
1.2794e+04 4.9830e-15 1.5589e-07 9.9987e-01 1.2881e-04 1.5356e-14 7.0166e-31 0.0000e+00
1.3528e+04 1.5057e-14 3.6409e-07 1.0000e+00 1.0804e-07 7.6138e-22 1.1351e-43 0.0000e+00
1.4194e+04 5.9671e-14 1.2480e-06 1.0000e+00 2.6682e-11 2.1138e-30 0.0000e+00 0.0000e+00
1.4758e+04 3.1070e-13 6.2208e-06 9.9999e-01 1.0553e-15 7.5290e-41 0.0000e+00 0.0000e+00
1.5240e+04 2.4478e-12 3.5375e-05 9.9996e-01 9.8862e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.8910e-11 1.5899e-04 9.9984e-01 1.0520e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.5453e-10 9.7021e-04 9.9903e-01 4.1299e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 8.2353e-09 1.1405e-02 9.8859e-01 2.2810e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 1.5711e-07 8.7243e-02 9.1276e-01 3.6948e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.4206e-06 3.6986e-01 6.3014e-01 9.7117e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.9605e-06 7.2333e-01 2.7667e-01 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 8.8479e-06 8.8297e-01 1.1702e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.4902e-05 9.6332e-01 3.6663e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.0541e-05 9.8438e-01 1.5604e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.7595e-05 9.9285e-01 7.1196e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 4.1531e-05 9.9736e-01 2.5935e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.9932e-05 9.9954e-01 3.6450e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 3.4127e-04 9.9964e-01 2.3481e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.7480e-03 9.9825e-01 7.0991e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.1641e-02 9.8836e-01 1.1379e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.2987e-02 9.0701e-01 7.0487e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
