#NTIMES: 248
#time[d] Lbol[erg/s] Edep[erg/s]
160.5 2.08456e+41 2.05069e+41
161.5 2.06540e+41 2.01699e+41
162.5 2.04187e+41 1.98435e+41
163.5 1.99768e+41 1.94934e+41
164.5 1.95551e+41 1.91445e+41
165.5 1.92341e+41 1.88205e+41
166.5 1.89718e+41 1.85262e+41
167.5 1.87077e+41 1.82825e+41
168.5 1.82304e+41 1.80100e+41
169.5 1.80502e+41 1.76884e+41
170.5 1.77234e+41 1.73997e+41
171.5 1.74891e+41 1.70585e+41
172.5 1.71882e+41 1.68541e+41
173.5 1.69493e+41 1.66352e+41
174.5 1.66732e+41 1.63586e+41
175.5 1.64337e+41 1.60929e+41
176.5 1.60538e+41 1.57808e+41
177.5 1.57876e+41 1.55657e+41
178.5 1.55437e+41 1.53575e+41
179.5 1.53418e+41 1.50640e+41
180.5 1.50864e+41 1.47983e+41
181.5 1.49173e+41 1.45805e+41
182.5 1.46348e+41 1.43373e+41
183.5 1.43307e+41 1.41465e+41
184.5 1.41304e+41 1.39779e+41
185.5 1.39926e+41 1.37440e+41
186.5 1.38038e+41 1.35458e+41
187.5 1.36110e+41 1.33531e+41
188.5 1.33817e+41 1.31053e+41
189.5 1.31863e+41 1.29150e+41
190.5 1.28557e+41 1.27720e+41
191.5 1.27395e+41 1.25831e+41
192.5 1.16864e+41 1.23853e+41
193.5 4.60792e+39 1.22151e+41
194.5 4.87345e+37 1.20677e+41
195.5 5.03890e+36 1.18434e+41
196.5 1.70862e+36 1.16551e+41
