#NTIMES:    65
#NSTAGES:     5
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           s0           s1           s2           s3           s4
    6.935606E+04   1.0000E-099   1.0000E+000   3.5998E-010   1.7165E-031   1.7311E-061
    6.969874E+04   1.0000E-099   1.0000E+000   3.4694E-010   1.5923E-031   1.5840E-061
    6.987071E+04   1.0000E-099   1.0000E+000   3.2380E-010   1.3844E-031   1.3997E-061
    6.995686E+04   1.0000E-099   1.0000E+000   2.7634E-010   1.0034E-031   1.1401E-061
    6.999782E+04   1.0000E-099   1.0000E+000   1.8965E-010   4.7026E-032   7.5523E-062
    6.999997E+04   1.0000E-099   1.0000E+000   1.7174E-010   3.8646E-032   6.8252E-062
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           s0           s1           s2           s3           s4
    8.772128E+02   1.0000E-099   3.8553E-017   6.0539E-011   4.6210E-005   9.9995E-001
    8.825108E+02   1.0000E-099   3.8553E-017   6.0539E-011   4.6210E-005   9.9995E-001
    8.985975E+02   1.0000E-099   3.8553E-017   6.0539E-011   4.6210E-005   9.9995E-001
    9.316560E+02   1.0000E-099   3.8553E-017   6.0539E-011   4.6210E-005   9.9995E-001
    9.893707E+02   1.0000E-099   3.8553E-017   6.0539E-011   4.6210E-005   9.9995E-001
    1.050609E+03   1.0000E-099   3.8549E-017   6.0534E-011   4.6208E-005   9.9995E-001
    1.115637E+03   1.0000E-099   3.8522E-017   6.0501E-011   4.6196E-005   9.9995E-001
    1.184691E+03   1.0000E-099   3.8460E-017   6.0396E-011   4.6157E-005   9.9995E-001
    1.258018E+03   1.0000E-099   3.8310E-017   6.0155E-011   4.6068E-005   9.9995E-001
    1.335885E+03   1.0000E-099   3.8006E-017   5.9650E-011   4.5881E-005   9.9995E-001
    1.418571E+03   1.0000E-099   3.1976E-017   5.2333E-011   4.3017E-005   9.9996E-001
    1.506375E+03   1.0000E-099   5.3277E-018   1.4183E-011   2.2849E-005   9.9998E-001
    1.599613E+03   1.0000E-099   4.3921E-018   1.2383E-011   2.1397E-005   9.9998E-001
    1.698623E+03   1.0000E-099   2.1922E-018   7.5712E-012   1.6914E-005   9.9998E-001
    1.803761E+03   1.0000E-099   1.8009E-018   6.5452E-012   1.5832E-005   9.9998E-001
    1.915407E+03   1.0000E-099   6.9417E-019   3.3460E-012   1.1546E-005   9.9999E-001
    2.033963E+03   1.0000E-099   4.8959E-019   2.6145E-012   1.0303E-005   9.9999E-001
    2.159857E+03   1.0000E-099   2.2005E-019   1.4949E-012   7.9526E-006   9.9999E-001
    2.293544E+03   1.0000E-099   1.0176E-019   8.7711E-013   6.2014E-006   9.9999E-001
    2.435505E+03   1.0000E-099   5.1504E-020   5.4925E-013   4.9818E-006   1.0000E+000
    2.586253E+03   1.0000E-099   2.1171E-020   2.9745E-013   3.7604E-006   1.0000E+000
    2.746332E+03   1.0000E-099   1.3440E-020   2.1797E-013   3.2543E-006   1.0000E+000
    2.916319E+03   1.0000E-099   8.9323E-021   1.6487E-013   2.8585E-006   1.0000E+000
    3.096828E+03   1.0000E-099   6.0652E-021   1.2713E-013   2.5167E-006   1.0000E+000
    3.288509E+03   1.0000E-099   4.6652E-021   1.0705E-013   2.2980E-006   1.0000E+000
    3.492055E+03   1.0000E-099   4.0029E-021   9.7318E-014   2.1688E-006   1.0000E+000
    3.708199E+03   1.0000E-099   3.4356E-021   8.8765E-014   2.0432E-006   1.0000E+000
    3.937722E+03   1.0000E-099   2.7858E-021   7.8088E-014   1.8885E-006   1.0000E+000
    4.181452E+03   1.0000E-099   2.7956E-021   7.9748E-014   1.8694E-006   1.0000E+000
    4.440267E+03   1.0000E-099   3.1448E-021   8.6372E-014   1.9429E-006   1.0000E+000
    4.715102E+03   1.0000E-099   2.3909E-021   7.1273E-014   1.7824E-006   1.0000E+000
    5.006948E+03   1.0000E-099   1.2848E-021   4.7062E-014   1.4499E-006   1.0000E+000
    5.316859E+03   1.0000E-099   9.6866E-022   3.8855E-014   1.3222E-006   1.0000E+000
    5.645951E+03   1.0000E-099   8.4473E-022   3.5485E-014   1.2628E-006   1.0000E+000
    5.995413E+03   1.0000E-099   7.7911E-022   3.3738E-014   1.2267E-006   1.0000E+000
    6.366506E+03   1.0000E-099   7.2425E-022   3.2343E-014   1.1929E-006   1.0000E+000
    6.760567E+03   1.0000E-099   7.0068E-022   3.1774E-014   1.1772E-006   1.0000E+000
    7.179019E+03   1.0000E-099   6.8184E-022   3.1385E-014   1.1633E-006   1.0000E+000
    7.623372E+03   1.0000E-099   6.4529E-022   3.0686E-014   1.1356E-006   1.0000E+000
    8.095229E+03   1.0000E-099   6.4561E-022   3.1104E-014   1.1311E-006   1.0000E+000
    8.596292E+03   1.0000E-099   7.0476E-022   3.3378E-014   1.1614E-006   1.0000E+000
    9.128368E+03   1.0000E-099   8.6457E-022   3.9215E-014   1.2391E-006   1.0000E+000
    9.693378E+03   1.0000E-099   1.3583E-021   5.5274E-014   1.4413E-006   1.0000E+000
    1.029336E+04   1.0000E-099   3.1195E-021   1.0212E-013   1.9229E-006   1.0000E+000
    1.093048E+04   1.0000E-099   1.3980E-020   3.1617E-013   3.3374E-006   1.0000E+000
    1.160703E+04   1.0000E-099   1.4920E-019   1.9590E-012   8.5160E-006   9.9999E-001
    1.232546E+04   1.0000E-099   4.0366E-018   2.8371E-011   3.6217E-005   9.9996E-001
    1.308836E+04   1.0000E-099   7.9057E-017   3.3465E-010   1.4266E-004   9.9986E-001
    1.389955E+04   1.0000E-099   2.8450E-015   6.8502E-009   7.8340E-004   9.9922E-001
    1.474312E+04   1.0000E-099   4.3762E-012   2.7487E-006   2.3106E-002   9.7689E-001
    1.540367E+04   1.0000E-099   1.6264E-006   3.1161E-002   9.4706E-001   2.1779E-002
    1.581332E+04   1.0000E-099   9.1135E-004   7.5697E-001   2.4211E-001   1.3604E-005
    1.611284E+04   1.0000E-099   2.9789E-002   9.6751E-001   2.6976E-003   2.7014E-010
    1.636570E+04   1.0000E-099   6.2611E-001   3.7389E-001   2.8025E-006   9.6870E-017
    1.654730E+04   1.0000E-099   9.6473E-001   3.5268E-002   3.6579E-009   3.5560E-022
    1.669441E+04   1.0000E-099   9.9706E-001   2.9407E-003   6.4300E-012   3.1149E-027
    1.681682E+04   1.0000E-099   9.9982E-001   1.8033E-004   5.6420E-015   8.1800E-033
    1.692241E+04   1.0000E-099   9.9999E-001   1.1141E-005   4.8806E-018   1.9997E-038
    1.702116E+04   1.0000E-099   1.0000E+000   1.1123E-006   1.3211E-020   3.5797E-043
    1.711664E+04   1.0000E-099   1.0000E+000   2.0764E-007   1.7398E-022   1.1543E-046
    1.721561E+04   1.0000E-099   1.0000E+000   5.4764E-008   5.6334E-024   1.9989E-049
    1.732334E+04   1.0000E-099   1.0000E+000   1.5627E-008   2.2704E-025   5.3083E-052
    1.744562E+04   1.0000E-099   1.0000E+000   4.7148E-009   1.0694E-026   1.9103E-054
    1.759425E+04   1.0000E-099   1.0000E+000   1.4438E-009   5.2756E-028   7.5574E-057
    1.788224E+04   1.0000E-099   1.0000E+000   2.5461E-010   6.5505E-030   2.5011E-060
    1.867332E+04   1.0000E-099   1.0000E+000   1.3871E-011   4.1806E-033   4.1697E-063
    1.962851E+04   1.0000E-099   1.0000E+000   2.7378E-012   2.1807E-034   8.7413E-064
    2.067444E+04   1.0000E-099   1.0000E+000   1.6110E-012   5.3075E-034   5.7088E-064
    2.182447E+04   1.0000E-099   1.0000E+000   1.4195E-012   1.1694E-033   5.8810E-064
    2.306690E+04   1.0000E-099   1.0000E+000   2.1657E-012   3.6852E-033   1.1446E-063
    2.438107E+04   1.0000E-099   1.0000E+000   3.5607E-012   8.4017E-033   2.2055E-063
    2.587845E+04   1.0000E-099   1.0000E+000   5.2486E-012   1.4355E-032   3.8856E-063
    2.749199E+04   1.0000E-099   1.0000E+000   9.1521E-012   2.6569E-032   7.1625E-063
    2.896661E+04   1.0000E-099   1.0000E+000   9.1928E-012   2.3057E-032   6.4546E-063
    3.023928E+04   1.0000E-099   1.0000E+000   6.5236E-012   1.2525E-032   4.2331E-063
    3.138852E+04   1.0000E-099   1.0000E+000   7.5407E-012   1.3708E-032   4.2467E-063
    3.250795E+04   1.0000E-099   1.0000E+000   9.0935E-012   1.5505E-032   4.7081E-063
    3.365620E+04   1.0000E-099   1.0000E+000   1.3780E-011   2.1314E-032   6.5204E-063
    3.486705E+04   1.0000E-099   1.0000E+000   1.8752E-011   2.4655E-032   8.3964E-063
    3.613166E+04   1.0000E-099   1.0000E+000   2.6003E-011   3.0040E-032   1.1173E-062
    3.742115E+04   1.0000E-099   1.0000E+000   3.6584E-011   3.8041E-032   1.5236E-062
    3.871394E+04   1.0000E-099   1.0000E+000   4.9894E-011   4.8166E-032   2.0363E-062
    3.997047E+04   1.0000E-099   1.0000E+000   5.6538E-011   4.8852E-032   2.2992E-062
    4.112379E+04   1.0000E-099   1.0000E+000   6.6268E-011   5.2644E-032   2.6825E-062
    4.218343E+04   1.0000E-099   1.0000E+000   8.4905E-011   6.3812E-032   3.4116E-062
    4.320753E+04   1.0000E-099   1.0000E+000   1.1176E-010   7.8816E-032   4.4689E-062
    4.423621E+04   1.0000E-099   1.0000E+000   1.4572E-010   9.4545E-032   5.8222E-062
    4.529664E+04   1.0000E-099   1.0000E+000   1.8375E-010   1.0825E-031   7.3613E-062
    4.639486E+04   1.0000E-099   1.0000E+000   2.2163E-010   1.1879E-031   8.9217E-062
    4.752261E+04   1.0000E-099   1.0000E+000   2.6070E-010   1.2992E-031   1.0549E-061
    4.867617E+04   1.0000E-099   1.0000E+000   2.9851E-010   1.4236E-031   1.2136E-061
    4.985675E+04   1.0000E-099   1.0000E+000   3.3162E-010   1.5547E-031   1.3537E-061
    5.106564E+04   1.0000E-099   1.0000E+000   3.5722E-010   1.6805E-031   1.4642E-061
    5.230378E+04   1.0000E-099   1.0000E+000   3.7437E-010   1.7916E-031   1.5430E-061
    5.357136E+04   1.0000E-099   1.0000E+000   3.8429E-010   1.8836E-031   1.5974E-061
    5.486695E+04   1.0000E-099   1.0000E+000   3.8929E-010   1.9560E-031   1.6378E-061
    5.618695E+04   1.0000E-099   1.0000E+000   3.9227E-010   2.0156E-031   1.6754E-061
    5.752536E+04   1.0000E-099   1.0000E+000   3.9572E-010   2.0691E-031   1.7186E-061
    5.887450E+04   1.0000E-099   1.0000E+000   4.0017E-010   2.1118E-031   1.7679E-061
    6.022291E+04   1.0000E-099   1.0000E+000   4.0399E-010   2.1426E-031   1.8154E-061
    6.155592E+04   1.0000E-099   1.0000E+000   4.0552E-010   2.1560E-031   1.8525E-061
    6.285824E+04   1.0000E-099   1.0000E+000   4.0434E-010   2.1448E-031   1.8766E-061
    6.411280E+04   1.0000E-099   1.0000E+000   4.0074E-010   2.1093E-031   1.8886E-061
    6.529403E+04   1.0000E-099   1.0000E+000   3.9590E-010   2.0590E-031   1.8936E-061
    6.638404E+04   1.0000E-099   1.0000E+000   3.8998E-010   1.9963E-031   1.8910E-061
    6.736672E+04   1.0000E-099   1.0000E+000   3.8182E-010   1.9070E-031   1.8717E-061
    6.821143E+04   1.0000E-099   1.0000E+000   3.7404E-010   1.8271E-031   1.8460E-061
    6.893337E+04   1.0000E-099   1.0000E+000   3.6558E-010   1.7416E-031   1.7796E-061
    6.953439E+04   1.0000E-099   1.0000E+000   3.5457E-010   1.6361E-031   1.6474E-061
    6.977430E+04   1.0000E-099   1.0000E+000   3.3946E-010   1.4930E-031   1.5049E-061
    6.989457E+04   1.0000E-099   1.0000E+000   3.1457E-010   1.2875E-031   1.3295E-061
    6.995478E+04   1.0000E-099   1.0000E+000   2.7715E-010   9.9370E-032   1.1347E-061
    6.998490E+04   1.0000E-099   1.0000E+000   2.2829E-010   6.7220E-032   9.1523E-062
    6.999922E+04   1.0000E-099   1.0000E+000   1.7787E-010   4.0797E-032   7.0156E-062
    6.999997E+04   1.0000E-099   1.0000E+000   1.7091E-010   3.7702E-032   6.7374E-062
#TIME:     0.666
#NVEL: 115
#vel_mid[km/s]           s0           s1           s2           s3           s4
    8.772128E+02   1.0000E-099   3.1697E-017   5.9152E-011   4.5785E-005   9.9995E-001
    8.833155E+02   1.0000E-099   3.1697E-017   5.9152E-011   4.5785E-005   9.9995E-001
    9.018795E+02   1.0000E-099   3.1697E-017   5.9152E-011   4.5785E-005   9.9995E-001
    9.401862E+02   1.0000E-099   3.1699E-017   5.9154E-011   4.5786E-005   9.9995E-001
    1.001110E+03   1.0000E-099   3.1698E-017   5.9153E-011   4.5786E-005   9.9995E-001
    1.062646E+03   1.0000E-099   3.1685E-017   5.9135E-011   4.5779E-005   9.9995E-001
    1.127988E+03   1.0000E-099   3.1616E-017   5.9031E-011   4.5737E-005   9.9995E-001
    1.197348E+03   1.0000E-099   3.1514E-017   5.8848E-011   4.5663E-005   9.9995E-001
    1.270973E+03   1.0000E-099   3.1336E-017   5.8503E-011   4.5522E-005   9.9995E-001
    1.349125E+03   1.0000E-099   2.8256E-017   5.3970E-011   4.3688E-005   9.9996E-001
    1.432083E+03   1.0000E-099   1.2078E-017   2.8525E-011   3.1701E-005   9.9997E-001
    1.520141E+03   1.0000E-099   4.4956E-018   1.3774E-011   2.2124E-005   9.9998E-001
    1.613615E+03   1.0000E-099   2.4510E-018   8.8975E-012   1.7868E-005   9.9998E-001
    1.712836E+03   1.0000E-099   1.5407E-018   6.3679E-012   1.5196E-005   9.9998E-001
    1.818158E+03   1.0000E-099   8.5772E-019   4.1745E-012   1.2414E-005   9.9999E-001
    1.929957E+03   1.0000E-099   4.4030E-019   2.5968E-012   9.9018E-006   9.9999E-001
    2.048630E+03   1.0000E-099   2.3712E-019   1.6736E-012   8.0507E-006   9.9999E-001
    2.174600E+03   1.0000E-099   1.1111E-019   9.8206E-013   6.2691E-006   9.9999E-001
    2.308316E+03   1.0000E-099   5.1488E-020   5.7560E-013   4.8737E-006   1.0000E+000
    2.450254E+03   1.0000E-099   2.2328E-020   3.2264E-013   3.7171E-006   1.0000E+000
    2.600920E+03   1.0000E-099   1.0512E-020   1.9157E-013   2.9190E-006   1.0000E+000
    2.760850E+03   1.0000E-099   6.2894E-021   1.3449E-013   2.4771E-006   1.0000E+000
    2.930615E+03   1.0000E-099   4.1627E-021   1.0143E-013   2.1693E-006   1.0000E+000
    3.110818E+03   1.0000E-099   2.9135E-021   7.9839E-014   1.9279E-006   1.0000E+000
    3.302102E+03   1.0000E-099   2.2886E-021   6.8255E-014   1.7732E-006   1.0000E+000
    3.505148E+03   1.0000E-099   1.9695E-021   6.2275E-014   1.6768E-006   1.0000E+000
    3.720679E+03   1.0000E-099   1.7310E-021   5.7848E-014   1.5946E-006   1.0000E+000
    3.949463E+03   1.0000E-099   1.4635E-021   5.2634E-014   1.4956E-006   1.0000E+000
    4.192316E+03   1.0000E-099   1.5199E-021   5.4899E-014   1.5058E-006   1.0000E+000
    4.450101E+03   1.0000E-099   1.6676E-021   5.8602E-014   1.5516E-006   1.0000E+000
    4.723737E+03   1.0000E-099   1.2837E-021   4.8846E-014   1.4251E-006   1.0000E+000
    5.014199E+03   1.0000E-099   7.5771E-022   3.4249E-014   1.1968E-006   1.0000E+000
    5.322522E+03   1.0000E-099   5.4428E-022   2.7403E-014   1.0728E-006   1.0000E+000
    5.649804E+03   1.0000E-099   4.7674E-022   2.5092E-014   1.0264E-006   1.0000E+000
    5.997210E+03   1.0000E-099   4.3926E-022   2.3864E-014   9.9729E-007   1.0000E+000
    6.365978E+03   1.0000E-099   4.1174E-022   2.3014E-014   9.7406E-007   1.0000E+000
    6.757421E+03   1.0000E-099   4.0544E-022   2.2917E-014   9.6755E-007   1.0000E+000
    7.172935E+03   1.0000E-099   4.0308E-022   2.3026E-014   9.6387E-007   1.0000E+000
    7.613998E+03   1.0000E-099   3.9009E-022   2.2886E-014   9.5113E-007   1.0000E+000
    8.082182E+03   1.0000E-099   4.0415E-022   2.3835E-014   9.6122E-007   1.0000E+000
