#NTIMES:    65
#NSTAGES:     2
#TIMES[d]:     0.500    0.550    0.666    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.200   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800
#
#TIME:     0.500
#NVEL: 115
#vel_mid[km/s]           v0           v1
    9.243816E+02   4.7507E-008   1.0000E+000
    9.776549E+02   4.7269E-008   1.0000E+000
    1.036227E+03   4.6731E-008   1.0000E+000
    1.098263E+03   4.5719E-008   1.0000E+000
    1.164013E+03   4.3980E-008   1.0000E+000
    1.233699E+03   4.1377E-008   1.0000E+000
    1.307557E+03   3.8366E-008   1.0000E+000
    1.385836E+03   3.5159E-008   1.0000E+000
    1.468802E+03   3.1641E-008   1.0000E+000
    1.556735E+03   2.8460E-008   1.0000E+000
    1.649932E+03   2.5418E-008   1.0000E+000
    1.748708E+03   2.2462E-008   1.0000E+000
    1.853398E+03   1.9801E-008   1.0000E+000
    1.964355E+03   1.7658E-008   1.0000E+000
    2.081956E+03   1.5836E-008   1.0000E+000
    2.206596E+03   1.3976E-008   1.0000E+000
    2.338698E+03   1.2146E-008   1.0000E+000
    2.478709E+03   1.0645E-008   1.0000E+000
    2.627102E+03   9.5648E-009   1.0000E+000
    2.784379E+03   8.7561E-009   1.0000E+000
    2.951071E+03   8.0252E-009   1.0000E+000
    3.127743E+03   7.3236E-009   1.0000E+000
    3.314991E+03   6.7073E-009   1.0000E+000
    3.513450E+03   6.0875E-009   1.0000E+000
    3.723790E+03   5.3229E-009   1.0000E+000
    3.946722E+03   4.6440E-009   1.0000E+000
    4.183000E+03   4.4286E-009   1.0000E+000
    4.433424E+03   4.4887E-009   1.0000E+000
    4.698840E+03   4.4256E-009   1.0000E+000
    4.980145E+03   4.1431E-009   1.0000E+000
    5.278291E+03   3.8442E-009   1.0000E+000
    5.594287E+03   3.6266E-009   1.0000E+000
    5.929200E+03   3.4420E-009   1.0000E+000
    6.284163E+03   3.2923E-009   1.0000E+000
    6.660377E+03   3.1899E-009   1.0000E+000
    7.059114E+03   3.0690E-009   1.0000E+000
    7.481722E+03   2.9193E-009   1.0000E+000
    7.929630E+03   2.8412E-009   1.0000E+000
    8.404353E+03   2.8776E-009   1.0000E+000
    8.907497E+03   2.9886E-009   1.0000E+000
    9.440762E+03   3.1781E-009   1.0000E+000
    1.000595E+04   3.5548E-009   1.0000E+000
    1.060498E+04   4.4437E-009   1.0000E+000
    1.123987E+04   5.9783E-009   1.0000E+000
    1.191431E+04   8.5455E-009   1.0000E+000
    1.254372E+04   1.2925E-008   1.0000E+000
    1.307257E+04   1.9548E-008   1.0000E+000
    1.354870E+04   2.8510E-008   1.0000E+000
    1.406186E+04   4.3278E-008   1.0000E+000
    1.463886E+04   8.1167E-008   1.0000E+000
    1.524804E+04   1.9679E-007   1.0000E+000
    1.579069E+04   1.6394E-006   1.0000E+000
    1.617636E+04   1.2802E-005   9.9999E-001
    1.647115E+04   3.9201E-005   9.9996E-001
    1.672557E+04   1.0118E-004   9.9990E-001
    1.697511E+04   4.2562E-004   9.9957E-001
    1.724178E+04   1.7097E-003   9.9829E-001
    1.753122E+04   4.4378E-003   9.9556E-001
    1.783306E+04   6.1591E-003   9.9384E-001
    1.814616E+04   6.8941E-003   9.9311E-001
    1.847780E+04   6.6932E-003   9.9331E-001
    1.884987E+04   5.1897E-003   9.9481E-001
    1.929226E+04   3.6518E-003   9.9635E-001
    1.983020E+04   2.7269E-003   9.9727E-001
    2.047363E+04   2.1560E-003   9.9784E-001
    2.120214E+04   1.6430E-003   9.9836E-001
    2.195123E+04   1.2826E-003   9.9872E-001
    2.269434E+04   9.6028E-004   9.9904E-001
    2.344133E+04   7.2678E-004   9.9927E-001
    2.419289E+04   5.6993E-004   9.9943E-001
    2.494153E+04   4.6323E-004   9.9954E-001
    2.567956E+04   3.8555E-004   9.9961E-001
    2.642300E+04   3.2773E-004   9.9967E-001
    2.721930E+04   2.9098E-004   9.9971E-001
    2.816423E+04   2.8077E-004   9.9972E-001
    2.943686E+04   2.8589E-004   9.9971E-001
    3.119417E+04   2.4602E-004   9.9975E-001
    3.306167E+04   1.7032E-004   9.9983E-001
    3.504195E+04   1.1117E-004   9.9989E-001
    3.712135E+04   7.6099E-005   9.9992E-001
    3.901718E+04   6.2004E-005   9.9994E-001
    4.066222E+04   5.4568E-005   9.9995E-001
    4.211418E+04   4.6514E-005   9.9995E-001
    4.344152E+04   3.9173E-005   9.9996E-001
    4.471122E+04   3.4140E-005   9.9997E-001
    4.597133E+04   3.1411E-005   9.9997E-001
    4.722744E+04   2.9859E-005   9.9997E-001
    4.848913E+04   2.8771E-005   9.9997E-001
    4.975597E+04   2.7900E-005   9.9997E-001
    5.103712E+04   2.7102E-005   9.9997E-001
    5.233341E+04   2.6298E-005   9.9997E-001
    5.364797E+04   2.5461E-005   9.9997E-001
    5.498125E+04   2.4570E-005   9.9998E-001
    5.632960E+04   2.3592E-005   9.9998E-001
    5.769100E+04   2.2506E-005   9.9998E-001
    5.905249E+04   2.1318E-005   9.9998E-001
    6.040815E+04   2.0037E-005   9.9998E-001
    6.174068E+04   1.8732E-005   9.9998E-001
    6.303664E+04   1.7455E-005   9.9998E-001
    6.427931E+04   1.6213E-005   9.9998E-001
    6.544334E+04   1.5227E-005   9.9998E-001
    6.651548E+04   1.4378E-005   9.9999E-001
    6.747184E+04   1.3071E-005   9.9999E-001
    6.830045E+04   1.3388E-005   9.9999E-001
    6.900022E+04   1.2323E-005   9.9999E-001
    6.956157E+04   1.1691E-005   9.9999E-001
    6.978750E+04   1.1733E-005   9.9999E-001
    6.990074E+04   1.1523E-005   9.9999E-001
    6.995743E+04   1.1607E-005   9.9999E-001
    6.998579E+04   1.1504E-005   9.9999E-001
    6.999927E+04   1.1485E-005   9.9999E-001
    6.999998E+04   1.1486E-005   9.9999E-001
#TIME:     2.783
#NVEL: 115
#vel_mid[km/s]           v0           v1
    8.772128E+02   4.2033E-008   1.0000E+000
    8.833294E+02   4.2033E-008   1.0000E+000
    9.019362E+02   4.2017E-008   1.0000E+000
    9.403338E+02   4.1909E-008   1.0000E+000
    1.000670E+03   4.1530E-008   1.0000E+000
    1.060062E+03   4.0827E-008   1.0000E+000
    1.123094E+03   3.9617E-008   1.0000E+000
    1.189876E+03   3.7711E-008   1.0000E+000
    1.260628E+03   3.5149E-008   1.0000E+000
    1.335587E+03   3.2301E-008   1.0000E+000
    1.415003E+03   2.9100E-008   1.0000E+000
    1.499141E+03   2.5837E-008   1.0000E+000
    1.588283E+03   2.3046E-008   1.0000E+000
    1.682725E+03   2.0612E-008   1.0000E+000
    1.782782E+03   1.8288E-008   1.0000E+000
    1.888789E+03   1.6104E-008   1.0000E+000
    2.001100E+03   1.4270E-008   1.0000E+000
    2.120088E+03   1.2721E-008   1.0000E+000
    2.246152E+03   1.1254E-008   1.0000E+000
    2.379712E+03   9.8994E-009   1.0000E+000
    2.521214E+03   8.8203E-009   1.0000E+000
    2.671130E+03   8.0329E-009   1.0000E+000
    2.829959E+03   7.4010E-009   1.0000E+000
    2.998233E+03   6.7955E-009   1.0000E+000
    3.176513E+03   6.2138E-009   1.0000E+000
    3.365394E+03   5.6812E-009   1.0000E+000
    3.565506E+03   5.1001E-009   1.0000E+000
    3.777517E+03   4.4171E-009   1.0000E+000
    4.002134E+03   3.8946E-009   1.0000E+000
    4.240108E+03   3.7733E-009   1.0000E+000
    4.492231E+03   3.8176E-009   1.0000E+000
    4.759347E+03   3.7275E-009   1.0000E+000
    5.042346E+03   3.4766E-009   1.0000E+000
    5.342172E+03   3.2352E-009   1.0000E+000
    5.659826E+03   3.0584E-009   1.0000E+000
    5.996369E+03   2.9069E-009   1.0000E+000
    6.352923E+03   2.7898E-009   1.0000E+000
    6.730678E+03   2.7119E-009   1.0000E+000
    7.130895E+03   2.6226E-009   1.0000E+000
    7.554910E+03   2.5268E-009   1.0000E+000
    8.004137E+03   2.5021E-009   1.0000E+000
    8.480077E+03   2.5645E-009   1.0000E+000
    8.984316E+03   2.6672E-009   1.0000E+000
    9.518538E+03   2.8480E-009   1.0000E+000
    1.008453E+04   3.3124E-009   1.0000E+000
    1.068417E+04   4.2600E-009   1.0000E+000
    1.131962E+04   5.7965E-009   1.0000E+000
    1.197796E+04   8.1807E-009   1.0000E+000
    1.257764E+04   1.2350E-008   1.0000E+000
    1.307524E+04   1.8131E-008   1.0000E+000
    1.355906E+04   2.7162E-008   1.0000E+000
    1.409310E+04   4.3256E-008   1.0000E+000
    1.469158E+04   8.6049E-008   1.0000E+000
    1.532190E+04   2.3279E-007   1.0000E+000
    1.585639E+04   2.3155E-006   1.0000E+000
    1.624132E+04   1.5977E-005   9.9998E-001
    1.653998E+04   5.1410E-005   9.9995E-001
    1.681051E+04   1.4882E-004   9.9985E-001
    1.709104E+04   8.0854E-004   9.9919E-001
    1.740140E+04   3.1712E-003   9.9683E-001
    1.773558E+04   5.7810E-003   9.9422E-001
    1.807938E+04   6.7548E-003   9.9325E-001
    1.842634E+04   6.8126E-003   9.9319E-001
    1.878179E+04   5.4666E-003   9.9453E-001
    1.916249E+04   4.0239E-003   9.9598E-001
    1.959662E+04   3.0527E-003   9.9695E-001
    2.010846E+04   2.4438E-003   9.9756E-001
    2.071572E+04   1.9683E-003   9.9803E-001
    2.141028E+04   1.5323E-003   9.9847E-001
    2.213267E+04   1.1982E-003   9.9880E-001
    2.285853E+04   9.0185E-004   9.9910E-001
    2.359377E+04   6.8979E-004   9.9931E-001
    2.433218E+04   5.4706E-004   9.9945E-001
    2.506813E+04   4.4822E-004   9.9955E-001
    2.579518E+04   3.7527E-004   9.9962E-001
    2.653612E+04   3.2107E-004   9.9968E-001
    2.733745E+04   2.8807E-004   9.9971E-001
    2.830358E+04   2.8062E-004   9.9972E-001
    2.962639E+04   2.8395E-004   9.9972E-001
    3.140883E+04   2.3802E-004   9.9976E-001
    3.327645E+04   1.6280E-004   9.9984E-001
    3.525673E+04   1.0652E-004   9.9989E-001
    3.733469E+04   7.3922E-005   9.9993E-001
    3.919478E+04   6.1059E-005   9.9994E-001
    4.081013E+04   5.3788E-005   9.9995E-001
    4.224475E+04   4.5772E-005   9.9995E-001
    4.355866E+04   3.8634E-005   9.9996E-001
    4.482503E+04   3.3815E-005   9.9997E-001
    4.608069E+04   3.1235E-005   9.9997E-001
    4.733353E+04   2.9751E-005   9.9997E-001
    4.859157E+04   2.8693E-005   9.9997E-001
    4.985492E+04   2.7836E-005   9.9997E-001
    5.113263E+04   2.7042E-005   9.9997E-001
    5.242509E+04   2.6240E-005   9.9997E-001
    5.373578E+04   2.5404E-005   9.9997E-001
    5.506464E+04   2.4511E-005   9.9998E-001
    5.640821E+04   2.3531E-005   9.9998E-001
    5.776415E+04   2.2444E-005   9.9998E-001
    5.911958E+04   2.1257E-005   9.9998E-001
    6.046877E+04   1.9979E-005   9.9998E-001
    6.179403E+04   1.8679E-005   9.9998E-001
    6.308262E+04   1.7409E-005   9.9998E-001
    6.431750E+04   1.6178E-005   9.9998E-001
    6.547368E+04   1.5202E-005   9.9998E-001
    6.653868E+04   1.4351E-005   9.9999E-001
    6.748809E+04   1.3065E-005   9.9999E-001
    6.831097E+04   1.3380E-005   9.9999E-001
    6.900592E+04   1.2315E-005   9.9999E-001
    6.956392E+04   1.1691E-005   9.9999E-001
    6.978865E+04   1.1731E-005   9.9999E-001
    6.990128E+04   1.1523E-005   9.9999E-001
    6.995766E+04   1.1607E-005   9.9999E-001
    6.998587E+04   1.1504E-005   9.9999E-001
    6.999928E+04   1.1485E-005   9.9999E-001
    6.999998E+04   1.1486E-005   9.9999E-001
#TIME:     3.061
#NVEL: 115
#vel_mid[km/s]           v0           v1
    8.772128E+02   3.6825E-008   1.0000E+000
    8.826213E+02   3.6825E-008   1.0000E+000
    8.990474E+02   3.6812E-008   1.0000E+000
    9.328226E+02   3.6721E-008   1.0000E+000
    9.896739E+02   3.6386E-008   1.0000E+000
    1.048487E+03   3.5757E-008   1.0000E+000
    1.110832E+03   3.4725E-008   1.0000E+000
    1.176884E+03   3.3165E-008   1.0000E+000
    1.246863E+03   3.1051E-008   1.0000E+000
    1.321004E+03   2.8629E-008   1.0000E+000
    1.399553E+03   2.5770E-008   1.0000E+000
    1.482773E+03   2.2623E-008   1.0000E+000
    1.570941E+03   1.9890E-008   1.0000E+000
    1.664351E+03   1.7687E-008   1.0000E+000
    1.763316E+03   1.5842E-008   1.0000E+000
    1.868166E+03   1.4049E-008   1.0000E+000
    1.979250E+03   1.2371E-008   1.0000E+000
    2.096940E+03   1.0919E-008   1.0000E+000
    2.221628E+03   9.6511E-009   1.0000E+000
    2.353729E+03   8.5447E-009   1.0000E+000
    2.493686E+03   7.6617E-009   1.0000E+000
    2.641964E+03   7.0098E-009   1.0000E+000
    2.799060E+03   6.4871E-009   1.0000E+000
    2.965497E+03   5.9802E-009   1.0000E+000
    3.141830E+03   5.4744E-009   1.0000E+000
    3.328648E+03   5.0029E-009   1.0000E+000
    3.526575E+03   4.4932E-009   1.0000E+000
    3.736271E+03   3.8822E-009   1.0000E+000
    3.958436E+03   3.3756E-009   1.0000E+000
    4.193811E+03   3.2129E-009   1.0000E+000
    4.443182E+03   3.2477E-009   1.0000E+000
    4.707381E+03   3.2078E-009   1.0000E+000
    4.987290E+03   3.0179E-009   1.0000E+000
    5.283842E+03   2.8092E-009   1.0000E+000
    5.598029E+03   2.6523E-009   1.0000E+000
    5.930896E+03   2.5231E-009   1.0000E+000
    6.283557E+03   2.4253E-009   1.0000E+000
    6.657188E+03   2.3687E-009   1.0000E+000
    7.053036E+03   2.3113E-009   1.0000E+000
    7.472421E+03   2.2410E-009   1.0000E+000
    7.916743E+03   2.2157E-009   1.0000E+000
    8.387486E+03   2.2552E-009   1.0000E+000
    8.886220E+03   2.3278E-009   1.0000E+000
    9.414609E+03   2.5013E-009   1.0000E+000
    9.974417E+03   2.9387E-009   1.0000E+000
    1.056751E+04   3.7538E-009   1.0000E+000
    1.119595E+04   5.0655E-009   1.0000E+000
    1.185781E+04   7.0556E-009   1.0000E+000
    1.244210E+04   1.0415E-008   1.0000E+000
    1.294399E+04   1.5152E-008   1.0000E+000
    1.342930E+04   2.2723E-008   1.0000E+000
    1.396585E+04   3.6795E-008   1.0000E+000
    1.456379E+04   7.4360E-008   1.0000E+000
    1.523084E+04   1.9392E-007   1.0000E+000
    1.580225E+04   1.7818E-006   1.0000E+000
    1.622410E+04   1.5050E-005   9.9998E-001
    1.654489E+04   5.2370E-005   9.9995E-001
    1.683845E+04   1.6666E-004   9.9983E-001
    1.714948E+04   1.0929E-003   9.9891E-001
    1.750349E+04   4.1693E-003   9.9583E-001
    1.788684E+04   6.2718E-003   9.9373E-001
    1.827687E+04   6.9522E-003   9.9305E-001
    1.866024E+04   5.9838E-003   9.9402E-001
    1.903958E+04   4.4330E-003   9.9557E-001
    1.942932E+04   3.3635E-003   9.9664E-001
    1.985346E+04   2.7056E-003   9.9729E-001
    2.033293E+04   2.2480E-003   9.9775E-001
    2.089121E+04   1.8474E-003   9.9815E-001
    2.152483E+04   1.4732E-003   9.9853E-001
    2.220816E+04   1.1649E-003   9.9884E-001
    2.291481E+04   8.8288E-004   9.9912E-001
    2.363456E+04   6.8037E-004   9.9932E-001
    2.435959E+04   5.4272E-004   9.9946E-001
    2.508268E+04   4.4655E-004   9.9955E-001
    2.580070E+04   3.7480E-004   9.9963E-001
    2.653292E+04   3.2125E-004   9.9968E-001
    2.733039E+04   2.8824E-004   9.9971E-001
    2.827831E+04   2.8069E-004   9.9972E-001
    2.957369E+04   2.8448E-004   9.9972E-001
    3.131950E+04   2.4124E-004   9.9976E-001
    3.318346E+04   1.6603E-004   9.9983E-001
    3.515660E+04   1.0864E-004   9.9989E-001
    3.725647E+04   7.4723E-005   9.9993E-001
    3.911753E+04   6.1481E-005   9.9994E-001
    4.074840E+04   5.4106E-005   9.9995E-001
    4.219221E+04   4.6064E-005   9.9995E-001
    4.351036E+04   3.8854E-005   9.9996E-001
    4.478273E+04   3.3936E-005   9.9997E-001
    4.604030E+04   3.1300E-005   9.9997E-001
    4.729714E+04   2.9787E-005   9.9997E-001
    4.855708E+04   2.8719E-005   9.9997E-001
    4.982257E+04   2.7857E-005   9.9997E-001
    5.110243E+04   2.7061E-005   9.9997E-001
    5.239626E+04   2.6259E-005   9.9997E-001
    5.370893E+04   2.5422E-005   9.9997E-001
    5.503898E+04   2.4529E-005   9.9998E-001
    5.638449E+04   2.3550E-005   9.9998E-001
    5.774166E+04   2.2463E-005   9.9998E-001
    5.909908E+04   2.1276E-005   9.9998E-001
    6.045074E+04   1.9996E-005   9.9998E-001
    6.177809E+04   1.8695E-005   9.9998E-001
    6.306912E+04   1.7423E-005   9.9998E-001
    6.430594E+04   1.6189E-005   9.9998E-001
    6.546399E+04   1.5210E-005   9.9998E-001
    6.653211E+04   1.4358E-005   9.9999E-001
    6.748290E+04   1.3068E-005   9.9999E-001
    6.830789E+04   1.3382E-005   9.9999E-001
    6.900407E+04   1.2318E-005   9.9999E-001
    6.956302E+04   1.1691E-005   9.9999E-001
    6.978821E+04   1.1732E-005   9.9999E-001
    6.990107E+04   1.1523E-005   9.9999E-001
    6.995758E+04   1.1607E-005   9.9999E-001
    6.998585E+04   1.1504E-005   9.9999E-001
    6.999928E+04   1.1485E-005   9.9999E-001
    6.999998E+04   1.1486E-005   9.9999E-001
#TIME:     3.367
#NVEL: 115
#vel_mid[km/s]           v0           v1
    8.772128E+02   3.2151E-008   1.0000E+000
    8.819255E+02   3.2151E-008   1.0000E+000
    8.962159E+02   3.2139E-008   1.0000E+000
    9.254950E+02   3.2061E-008   1.0000E+000
    9.789786E+02   3.1743E-008   1.0000E+000
    1.037229E+03   3.1136E-008   1.0000E+000
    1.098904E+03   3.0196E-008   1.0000E+000
    1.164247E+03   2.8869E-008   1.0000E+000
    1.233475E+03   2.7157E-008   1.0000E+000
    1.306819E+03   2.5232E-008   1.0000E+000
    1.384525E+03   2.2882E-008   1.0000E+000
    1.466851E+03   2.0014E-008   1.0000E+000
    1.554072E+03   1.7367E-008   1.0000E+000
    1.646480E+03   1.5213E-008   1.0000E+000
    1.744382E+03   1.3588E-008   1.0000E+000
    1.848106E+03   1.2203E-008   1.0000E+000
    1.957998E+03   1.0830E-008   1.0000E+000
    2.074424E+03   9.5144E-009   1.0000E+000
    2.197772E+03   8.3360E-009   1.0000E+000
    2.328456E+03   7.3512E-009   1.0000E+000
    2.466909E+03   6.5974E-009   1.0000E+000
    2.613596E+03   6.0564E-009   1.0000E+000
    2.769005E+03   5.6330E-009   1.0000E+000
    2.933654E+03   5.2185E-009   1.0000E+000
    3.108094E+03   4.7872E-009   1.0000E+000
    3.292906E+03   4.3722E-009   1.0000E+000
    3.488708E+03   3.9299E-009   1.0000E+000
    3.696152E+03   3.3999E-009   1.0000E+000
    3.915932E+03   2.9345E-009   1.0000E+000
    4.148780E+03   2.7551E-009   1.0000E+000
    4.395473E+03   2.7831E-009   1.0000E+000
    4.656835E+03   2.7820E-009   1.0000E+000
    4.933738E+03   2.6470E-009   1.0000E+000
    5.227106E+03   2.4719E-009   1.0000E+000
    5.537919E+03   2.3346E-009   1.0000E+000
    5.867212E+03   2.2244E-009   1.0000E+000
    6.216087E+03   2.1409E-009   1.0000E+000
    6.585705E+03   2.0954E-009   1.0000E+000
    6.977302E+03   2.0536E-009   1.0000E+000
    7.392184E+03   1.9931E-009   1.0000E+000
    7.831736E+03   1.9557E-009   1.0000E+000
    8.297424E+03   1.9698E-009   1.0000E+000
    8.790802E+03   2.0376E-009   1.0000E+000
    9.313518E+03   2.2200E-009   1.0000E+000
    9.867315E+03   2.6232E-009   1.0000E+000
    1.045404E+04   3.3152E-009   1.0000E+000
    1.107573E+04   4.4450E-009   1.0000E+000
    1.173130E+04   6.1113E-009   1.0000E+000
    1.231131E+04   8.8681E-009   1.0000E+000
    1.281343E+04   1.2703E-008   1.0000E+000
    1.330626E+04   1.9086E-008   1.0000E+000
    1.384804E+04   3.1582E-008   1.0000E+000
    1.445314E+04   6.5474E-008   1.0000E+000
    1.515370E+04   1.6870E-007   1.0000E+000
    1.576027E+04   1.4682E-006   1.0000E+000
    1.620925E+04   1.4320E-005   9.9999E-001
    1.655151E+04   5.3647E-005   9.9995E-001
    1.686889E+04   1.8961E-004   9.9981E-001
    1.721620E+04   1.5131E-003   9.9849E-001
    1.762137E+04   4.9916E-003   9.9501E-001
    1.805685E+04   6.6575E-003   9.9334E-001
    1.849364E+04   6.5995E-003   9.9340E-001
    1.891431E+04   4.9091E-003   9.9509E-001
    1.932093E+04   3.6091E-003   9.9639E-001
    1.972833E+04   2.8667E-003   9.9713E-001
    2.015560E+04   2.3982E-003   9.9760E-001
    2.061984E+04   2.0303E-003   9.9797E-001
    2.113500E+04   1.6931E-003   9.9831E-001
    2.170971E+04   1.3829E-003   9.9862E-001
    2.233998E+04   1.1081E-003   9.9889E-001
    2.301625E+04   8.4983E-004   9.9915E-001
    2.372079E+04   6.6111E-004   9.9934E-001
    2.443212E+04   5.3152E-004   9.9947E-001
    2.513882E+04   4.4018E-004   9.9956E-001
    2.584016E+04   3.7146E-004   9.9963E-001
    2.655795E+04   3.1986E-004   9.9968E-001
    2.734178E+04   2.8796E-004   9.9971E-001
    2.827666E+04   2.8070E-004   9.9972E-001
    2.954972E+04   2.8472E-004   9.9972E-001
    3.128169E+04   2.4260E-004   9.9976E-001
    3.314405E+04   1.6740E-004   9.9983E-001
    3.511485E+04   1.0953E-004   9.9989E-001
    3.721193E+04   7.5186E-005   9.9992E-001
    3.908032E+04   6.1687E-005   9.9994E-001
    4.071797E+04   5.4263E-005   9.9995E-001
    4.216726E+04   4.6204E-005   9.9995E-001
    4.348907E+04   3.8951E-005   9.9996E-001
    4.476343E+04   3.3992E-005   9.9997E-001
    4.602333E+04   3.1327E-005   9.9997E-001
    4.728173E+04   2.9803E-005   9.9997E-001
    4.854338E+04   2.8730E-005   9.9997E-001
    4.981003E+04   2.7865E-005   9.9997E-001
    5.109107E+04   2.7068E-005   9.9997E-001
    5.238589E+04   2.6265E-005   9.9997E-001
    5.369932E+04   2.5428E-005   9.9997E-001
    5.503017E+04   2.4536E-005   9.9998E-001
    5.637631E+04   2.3556E-005   9.9998E-001
    5.773425E+04   2.2470E-005   9.9998E-001
    5.909232E+04   2.1282E-005   9.9998E-001
    6.044459E+04   2.0002E-005   9.9998E-001
    6.177265E+04   1.8700E-005   9.9998E-001
    6.306439E+04   1.7427E-005   9.9998E-001
    6.430202E+04   1.6192E-005   9.9998E-001
    6.546090E+04   1.5213E-005   9.9998E-001
    6.652962E+04   1.4361E-005   9.9999E-001
    6.748119E+04   1.3068E-005   9.9999E-001
    6.830671E+04   1.3383E-005   9.9999E-001
    6.900341E+04   1.2319E-005   9.9999E-001
    6.956278E+04   1.1691E-005   9.9999E-001
    6.978809E+04   1.1732E-005   9.9999E-001
    6.990102E+04   1.1523E-005   9.9999E-001
    6.995755E+04   1.1607E-005   9.9999E-001
    6.998584E+04   1.1504E-005   9.9999E-001
    6.999928E+04   1.1485E-005   9.9999E-001
    6.999999E+04   1.1486E-005   9.9999E-001
#TIME:     3.704
#NVEL: 115
#vel_mid[km/s]           v0           v1
    8.772128E+02   2.8095E-008   1.0000E+000
    8.813507E+02   2.8095E-008   1.0000E+000
    8.938818E+02   2.8085E-008   1.0000E+000
    9.194811E+02   2.8015E-008   1.0000E+000
    9.702245E+02   2.7702E-008   1.0000E+000
    1.028013E+03   2.7082E-008   1.0000E+000
    1.089141E+03   2.6156E-008   1.0000E+000
    1.153903E+03   2.4928E-008   1.0000E+000
    1.222516E+03   2.3450E-008   1.0000E+000
    1.295209E+03   2.1911E-008   1.0000E+000
    1.372224E+03   2.0116E-008   1.0000E+000
    1.453819E+03   1.7710E-008   1.0000E+000
    1.540265E+03   1.5263E-008   1.0000E+000
    1.631852E+03   1.3185E-008   1.0000E+000
    1.728884E+03   1.1624E-008   1.0000E+000
    1.831687E+03   1.0456E-008   1.0000E+000
    1.940602E+03   9.4165E-009   1.0000E+000
    2.055993E+03   8.3465E-009   1.0000E+000
    2.178246E+03   7.2904E-009   1.0000E+000
    2.307768E+03   6.3720E-009   1.0000E+000
    2.444992E+03   5.6775E-009   1.0000E+000
    2.590375E+03   5.1985E-009   1.0000E+000
    2.744403E+03   4.8436E-009   1.0000E+000
    2.907590E+03   4.5041E-009   1.0000E+000
    3.080480E+03   4.1423E-009   1.0000E+000
    3.263650E+03   3.7873E-009   1.0000E+000
    3.457712E+03   3.4178E-009   1.0000E+000
    3.663313E+03   2.9772E-009   1.0000E+000
    3.881140E+03   2.5696E-009   1.0000E+000
    4.111919E+03   2.3928E-009   1.0000E+000
    4.356421E+03   2.4124E-009   1.0000E+000
    4.615461E+03   2.4323E-009   1.0000E+000
    4.889904E+03   2.3375E-009   1.0000E+000
    5.180665E+03   2.1920E-009   1.0000E+000
    5.488716E+03   2.0721E-009   1.0000E+000
    5.815084E+03   1.9760E-009   1.0000E+000
    6.160859E+03   1.9013E-009   1.0000E+000
    6.527194E+03   1.8585E-009   1.0000E+000
    6.915311E+03   1.8197E-009   1.0000E+000
    7.326507E+03   1.7590E-009   1.0000E+000
    7.762154E+03   1.7117E-009   1.0000E+000
    8.223704E+03   1.7228E-009   1.0000E+000
    8.712699E+03   1.8088E-009   1.0000E+000
    9.230771E+03   1.9997E-009   1.0000E+000
    9.779647E+03   2.3622E-009   1.0000E+000
    1.036116E+04   2.9665E-009   1.0000E+000
    1.097734E+04   3.9487E-009   1.0000E+000
    1.162442E+04   5.3896E-009   1.0000E+000
    1.219331E+04   7.6809E-009   1.0000E+000
    1.269474E+04   1.0807E-008   1.0000E+000
    1.319666E+04   1.6270E-008   1.0000E+000
    1.374440E+04   2.7546E-008   1.0000E+000
    1.435635E+04   5.8544E-008   1.0000E+000
    1.508495E+04   1.5030E-007   1.0000E+000
    1.572413E+04   1.2499E-006   1.0000E+000
    1.619751E+04   1.3788E-005   9.9999E-001
    1.656075E+04   5.5424E-005   9.9994E-001
    1.690072E+04   2.1826E-004   9.9978E-001
    1.728549E+04   2.0407E-003   9.9796E-001
    1.774494E+04   5.5893E-003   9.9441E-001
    1.823325E+04   6.8853E-003   9.9311E-001
    1.871541E+04   5.7597E-003   9.9424E-001
    1.917378E+04   4.0138E-003   9.9599E-001
    1.961161E+04   3.0421E-003   9.9696E-001
    2.004335E+04   2.5049E-003   9.9750E-001
    2.048193E+04   2.1310E-003   9.9787E-001
    2.093864E+04   1.8141E-003   9.9819E-001
    2.142208E+04   1.5302E-003   9.9847E-001
    2.194514E+04   1.2745E-003   9.9873E-001
    2.251900E+04   1.0343E-003   9.9897E-001
    2.315778E+04   8.0625E-004   9.9919E-001
    2.384668E+04   6.3451E-004   9.9937E-001
    2.455038E+04   5.1409E-004   9.9949E-001
    2.524396E+04   4.2863E-004   9.9957E-001
    2.592538E+04   3.6440E-004   9.9964E-001
    2.662285E+04   3.1636E-004   9.9968E-001
    2.738529E+04   2.8697E-004   9.9971E-001
    2.829999E+04   2.8064E-004   9.9972E-001
    2.954413E+04   2.8478E-004   9.9972E-001
    3.125857E+04   2.4342E-004   9.9976E-001
    3.312046E+04   1.6822E-004   9.9983E-001
    3.508985E+04   1.1007E-004   9.9989E-001
    3.718524E+04   7.5466E-005   9.9992E-001
