#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
2292.92 9.12e-19 9.42e-10 1.53e-03 8.31e-01 1.67e-01 
2432.98 8.25e-19 8.83e-10 1.48e-03 8.28e-01 1.71e-01 
2581.60 7.55e-19 8.30e-10 1.43e-03 8.24e-01 1.75e-01 
2739.29 7.32e-19 8.28e-10 1.43e-03 8.24e-01 1.74e-01 
2906.62 8.21e-19 9.42e-10 1.56e-03 8.33e-01 1.66e-01 
3084.17 8.11e-19 9.86e-10 1.62e-03 8.37e-01 1.62e-01 
3272.56 7.75e-19 1.02e-09 1.69e-03 8.40e-01 1.58e-01 
3472.46 8.50e-19 1.25e-09 1.97e-03 8.62e-01 1.36e-01 
3684.57 9.06e-19 1.55e-09 2.33e-03 8.83e-01 1.14e-01 
3909.64 9.32e-19 1.88e-09 2.73e-03 8.92e-01 1.06e-01 
4148.46 1.26e-18 2.78e-09 3.58e-03 9.19e-01 7.79e-02 
4401.86 2.41e-18 5.17e-09 5.21e-03 9.43e-01 5.22e-02 
4670.75 4.64e-18 9.90e-09 7.72e-03 9.59e-01 3.36e-02 
4956.05 6.43e-18 1.55e-08 1.04e-02 9.66e-01 2.35e-02 
5258.79 8.14e-18 2.27e-08 1.34e-02 9.69e-01 1.72e-02 
5580.02 1.64e-17 5.09e-08 2.21e-02 9.70e-01 8.28e-03 
5920.87 3.59e-17 1.21e-07 3.73e-02 9.58e-01 4.59e-03 
6282.54 9.16e-17 3.37e-07 6.91e-02 9.29e-01 1.67e-03 
6666.30 2.93e-16 1.10e-06 1.35e-01 8.64e-01 5.32e-04 
7073.50 1.19e-15 4.41e-06 2.85e-01 7.15e-01 1.52e-04 
7505.58 4.28e-15 1.65e-05 5.28e-01 4.72e-01 2.33e-05 
7964.05 1.53e-14 6.09e-05 8.08e-01 1.92e-01 3.59e-06 
8450.53 5.40e-14 2.09e-04 9.50e-01 4.98e-02 2.31e-08 
8966.72 1.87e-13 7.10e-04 9.90e-01 8.96e-03 4.18e-10 
9514.44 9.15e-13 3.41e-03 9.94e-01 2.29e-03 9.99e-12 
10095.62 7.72e-12 2.77e-02 9.72e-01 3.14e-05 7.08e-16 
10712.30 8.15e-11 2.76e-01 7.24e-01 4.87e-07 7.12e-20 
11366.65 2.96e-10 9.04e-01 9.55e-02 6.67e-10 2.33e-25 
12061.10 3.34e-10 9.95e-01 4.52e-03 2.96e-13 1.03e-31 
12793.43 3.45e-10 1.00e+00 2.15e-04 1.86e-16 3.05e-34 
13528.61 3.74e-10 1.00e+00 1.40e-05 1.74e-19 9.88e-35 
14194.74 3.92e-10 1.00e+00 1.33e-06 4.39e-22 4.78e-35 
14757.77 3.86e-10 1.00e+00 2.24e-07 9.15e-24 3.42e-35 
15240.48 4.82e-10 1.00e+00 3.89e-08 1.31e-25 2.59e-35 
15646.99 7.55e-10 1.00e+00 5.87e-09 7.22e-28 2.06e-35 
15960.30 1.37e-09 1.00e+00 8.89e-10 1.66e-29 1.68e-35 
16187.41 1.91e-09 1.00e+00 1.67e-10 8.43e-30 1.84e-35 
16354.17 2.30e-09 1.00e+00 5.77e-11 9.89e-30 2.24e-35 
16484.18 2.29e-09 1.00e+00 2.66e-11 1.39e-29 2.97e-35 
16593.12 2.19e-09 1.00e+00 1.61e-11 1.21e-29 4.12e-35 
16691.99 2.07e-09 1.00e+00 7.91e-12 2.38e-29 5.51e-35 
16788.59 2.09e-09 1.00e+00 3.63e-12 1.55e-29 7.15e-35 
16888.37 2.01e-09 1.00e+00 2.60e-12 2.20e-29 9.34e-35 
16998.79 2.01e-09 1.00e+00 1.82e-12 5.33e-29 1.28e-34 
17146.37 2.04e-09 1.00e+00 6.77e-13 5.03e-29 1.88e-34 
17415.23 2.02e-09 1.00e+00 3.08e-13 6.45e-29 3.29e-34 
17888.12 1.99e-09 1.00e+00 4.66e-14 1.37e-28 8.93e-34 
18532.37 2.12e-09 1.00e+00 6.61e-15 2.17e-28 2.38e-33 
19260.76 2.15e-09 1.00e+00 5.82e-16 8.98e-28 4.79e-33 
20034.10 1.70e-09 1.00e+00 6.77e-17 7.38e-28 5.57e-33 
20838.00 1.91e-09 1.00e+00 6.63e-17 1.65e-27 3.79e-33 
21647.97 1.00e-09 1.00e+00 4.40e-18 2.80e-28 2.45e-33 
22447.94 1.79e-09 1.00e+00 7.09e-19 1.48e-28 2.37e-33 
23245.88 7.03e-10 1.00e+00 1.19e-19 5.68e-29 2.96e-33 
24052.47 6.09e-10 1.00e+00 3.68e-20 1.89e-27 4.08e-33 
24867.72 5.65e-10 1.00e+00 6.33e-21 3.33e-27 5.79e-33 
25698.86 5.70e-10 1.00e+00 7.97e-22 7.71e-28 8.45e-33 
26587.16 5.84e-10 1.00e+00 3.31e-23 2.94e-29 1.31e-32 
27637.54 6.34e-10 1.00e+00 1.34e-23 9.33e-28 2.31e-32 
28986.97 9.00e-10 1.00e+00 1.52e-23 8.03e-27 5.11e-32 
#TIME: 15.02 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.29e-18 3.38e-09 3.41e-03 9.20e-01 7.62e-02 
999.11 2.77e-18 2.84e-09 3.05e-03 9.10e-01 8.72e-02 
1267.34 2.62e-18 2.61e-09 2.87e-03 9.03e-01 9.38e-02 
1514.05 2.67e-18 2.54e-09 2.80e-03 9.01e-01 9.62e-02 
1808.80 2.07e-18 2.06e-09 2.48e-03 8.88e-01 1.10e-01 
1919.29 1.92e-18 1.91e-09 2.36e-03 8.84e-01 1.14e-01 
2160.92 1.62e-18 1.66e-09 2.18e-03 8.73e-01 1.25e-01 
2292.92 1.37e-18 1.47e-09 2.03e-03 8.65e-01 1.33e-01 
2432.98 1.22e-18 1.36e-09 1.95e-03 8.58e-01 1.40e-01 
2581.60 1.16e-18 1.33e-09 1.94e-03 8.61e-01 1.37e-01 
2739.29 1.16e-18 1.34e-09 1.95e-03 8.59e-01 1.39e-01 
2906.62 1.37e-18 1.59e-09 2.17e-03 8.74e-01 1.24e-01 
3084.17 1.29e-18 1.63e-09 2.25e-03 8.77e-01 1.21e-01 
3272.56 1.20e-18 1.69e-09 2.36e-03 8.85e-01 1.12e-01 
3472.46 1.33e-18 2.09e-09 2.76e-03 9.00e-01 9.70e-02 
3684.57 1.49e-18 2.63e-09 3.26e-03 9.12e-01 8.48e-02 
3909.64 1.53e-18 3.24e-09 3.87e-03 9.26e-01 7.05e-02 
4148.46 2.08e-18 4.82e-09 5.07e-03 9.42e-01 5.33e-02 
4401.86 4.22e-18 9.29e-09 7.47e-03 9.58e-01 3.45e-02 
4670.75 7.80e-18 1.75e-08 1.10e-02 9.67e-01 2.16e-02 
4956.05 1.09e-17 2.74e-08 1.48e-02 9.71e-01 1.46e-02 
5258.79 1.48e-17 4.31e-08 1.98e-02 9.70e-01 1.00e-02 
5580.02 2.98e-17 9.60e-08 3.23e-02 9.62e-01 5.35e-03 
5920.87 6.68e-17 2.37e-07 5.59e-02 9.42e-01 2.42e-03 
6282.54 1.70e-16 6.45e-07 1.01e-01 8.99e-01 9.33e-04 
6666.30 5.51e-16 2.10e-06 1.94e-01 8.06e-01 3.29e-04 
7073.50 2.13e-15 8.10e-06 3.88e-01 6.11e-01 3.66e-05 
7505.58 6.75e-15 2.70e-05 6.41e-01 3.59e-01 5.79e-06 
7964.05 2.14e-14 8.80e-05 8.74e-01 1.26e-01 2.40e-07 
8450.53 7.20e-14 2.87e-04 9.59e-01 4.11e-02 1.29e-08 
8966.72 2.57e-13 9.95e-04 9.93e-01 5.90e-03 1.32e-10 
9514.44 1.27e-12 4.87e-03 9.95e-01 5.59e-04 5.79e-13 
10095.62 1.10e-11 4.07e-02 9.59e-01 1.71e-05 1.87e-16 
10712.30 1.13e-10 3.87e-01 6.13e-01 2.13e-07 1.09e-20 
11366.65 3.01e-10 9.29e-01 7.05e-02 2.53e-10 4.04e-26 
12061.10 3.25e-10 9.89e-01 1.07e-02 3.69e-13 1.52e-31 
12793.43 3.41e-10 1.00e+00 1.46e-04 6.09e-17 3.24e-34 
13528.61 3.75e-10 1.00e+00 9.62e-06 6.50e-20 1.05e-34 
14194.74 3.88e-10 1.00e+00 9.23e-07 2.10e-22 5.09e-35 
14757.77 3.86e-10 1.00e+00 1.54e-07 1.78e-24 3.64e-35 
15240.48 4.86e-10 1.00e+00 2.69e-08 3.09e-26 2.75e-35 
15646.99 7.58e-10 1.00e+00 3.69e-09 4.24e-27 2.19e-35 
15960.30 1.40e-09 1.00e+00 5.54e-10 1.39e-29 1.79e-35 
16187.41 1.92e-09 1.00e+00 1.33e-10 1.19e-29 1.96e-35 
16354.17 2.38e-09 1.00e+00 3.31e-11 7.18e-30 2.38e-35 
16484.18 2.36e-09 1.00e+00 1.63e-11 9.75e-30 3.16e-35 
16593.12 2.20e-09 1.00e+00 1.05e-11 1.49e-29 4.38e-35 
16691.99 2.07e-09 1.00e+00 5.38e-12 2.12e-29 5.86e-35 
16788.59 2.04e-09 1.00e+00 2.84e-12 2.86e-29 7.61e-35 
16888.37 2.09e-09 1.00e+00 1.81e-12 3.14e-29 9.93e-35 
16998.79 2.05e-09 1.00e+00 1.04e-12 2.84e-29 1.36e-34 
17146.37 2.08e-09 1.00e+00 8.19e-13 8.01e-29 2.00e-34 
17415.23 2.04e-09 1.00e+00 2.29e-13 7.63e-29 3.50e-34 
17888.12 2.07e-09 1.00e+00 4.11e-14 2.55e-28 9.50e-34 
18532.37 1.94e-09 1.00e+00 7.25e-15 7.07e-28 2.53e-33 
19260.76 1.93e-09 1.00e+00 5.23e-16 9.06e-28 5.09e-33 
20034.10 1.35e-09 1.00e+00 4.57e-17 9.59e-28 5.92e-33 
20838.00 1.16e-09 1.00e+00 1.96e-16 2.51e-27 4.03e-33 
21647.97 1.45e-09 1.00e+00 9.50e-18 9.10e-28 2.60e-33 
22447.94 8.13e-10 1.00e+00 5.73e-18 2.98e-27 2.52e-33 
23245.88 6.81e-10 1.00e+00 2.68e-18 1.46e-26 3.15e-33 
24052.47 5.98e-10 1.00e+00 2.86e-20 1.16e-27 4.34e-33 
24867.72 5.64e-10 1.00e+00 7.44e-21 2.31e-27 6.16e-33 
25698.86 5.64e-10 1.00e+00 9.21e-22 1.64e-27 8.98e-33 
26587.16 5.96e-10 1.00e+00 1.05e-23 7.03e-30 1.40e-32 
27637.54 6.39e-10 1.00e+00 1.05e-23 4.24e-29 2.46e-32 
28986.97 7.31e-10 1.00e+00 1.52e-23 7.65e-32 5.43e-32 
#TIME: 15.33 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.97e-18 4.36e-09 4.03e-03 9.29e-01 6.69e-02 
999.11 3.86e-18 4.13e-09 3.86e-03 9.26e-01 6.98e-02 
1267.34 3.77e-18 3.95e-09 3.75e-03 9.25e-01 7.12e-02 
1514.05 3.61e-18 3.72e-09 3.60e-03 9.25e-01 7.14e-02 
1808.80 2.92e-18 3.10e-09 3.23e-03 9.15e-01 8.14e-02 
1919.29 2.84e-18 3.00e-09 3.15e-03 9.14e-01 8.32e-02 
2160.92 2.37e-18 2.58e-09 2.90e-03 9.06e-01 9.12e-02 
2292.92 2.08e-18 2.34e-09 2.74e-03 9.00e-01 9.71e-02 
2432.98 1.79e-18 2.12e-09 2.61e-03 8.96e-01 1.02e-01 
2581.60 1.68e-18 2.06e-09 2.59e-03 8.97e-01 1.01e-01 
2739.29 1.75e-18 2.16e-09 2.67e-03 8.99e-01 9.79e-02 
2906.62 1.99e-18 2.56e-09 3.00e-03 9.14e-01 8.34e-02 
3084.17 1.86e-18 2.57e-09 3.04e-03 9.10e-01 8.65e-02 
3272.56 1.89e-18 2.79e-09 3.25e-03 9.14e-01 8.32e-02 
3472.46 2.25e-18 3.62e-09 3.89e-03 9.27e-01 6.87e-02 
3684.57 2.37e-18 4.44e-09 4.56e-03 9.37e-01 5.81e-02 
3909.64 2.53e-18 5.63e-09 5.49e-03 9.47e-01 4.75e-02 
4148.46 3.67e-18 8.73e-09 7.31e-03 9.59e-01 3.34e-02 
4401.86 7.30e-18 1.69e-08 1.08e-02 9.69e-01 2.05e-02 
4670.75 1.40e-17 3.22e-08 1.59e-02 9.70e-01 1.41e-02 
4956.05 2.02e-17 5.24e-08 2.17e-02 9.70e-01 8.50e-03 
5258.79 2.68e-17 8.16e-08 2.90e-02 9.65e-01 5.88e-03 
5580.02 5.58e-17 1.87e-07 4.83e-02 9.49e-01 2.77e-03 
5920.87 1.27e-16 4.65e-07 8.30e-02 9.16e-01 1.38e-03 
6282.54 3.30e-16 1.28e-06 1.49e-01 8.51e-01 4.23e-04 
6666.30 1.00e-15 3.95e-06 2.71e-01 7.29e-01 1.41e-04 
7073.50 3.57e-15 1.40e-05 4.98e-01 5.02e-01 3.97e-05 
7505.58 1.02e-14 4.20e-05 7.41e-01 2.58e-01 1.59e-06 
7964.05 3.00e-14 1.26e-04 9.18e-01 8.23e-02 8.59e-08 
8450.53 9.91e-14 4.04e-04 9.79e-01 2.10e-02 3.16e-09 
8966.72 3.45e-13 1.38e-03 9.95e-01 3.57e-03 6.24e-11 
9514.44 1.73e-12 6.89e-03 9.93e-01 2.72e-04 1.21e-13 
10095.62 1.55e-11 5.90e-02 9.41e-01 9.23e-06 1.04e-16 
10712.30 1.43e-10 4.98e-01 5.02e-01 8.88e-08 2.03e-21 
11366.65 3.03e-10 9.49e-01 5.06e-02 9.47e-11 5.69e-27 
12061.10 3.25e-10 9.98e-01 1.69e-03 3.42e-14 2.22e-33 
12793.43 3.39e-10 1.00e+00 9.89e-05 2.52e-17 3.45e-34 
13528.61 3.72e-10 1.00e+00 6.62e-06 2.37e-20 1.12e-34 
14194.74 3.91e-10 1.00e+00 6.39e-07 7.62e-23 5.41e-35 
14757.77 3.87e-10 1.00e+00 1.08e-07 5.54e-25 3.87e-35 
15240.48 4.85e-10 1.00e+00 1.83e-08 3.26e-26 2.93e-35 
15646.99 7.73e-10 1.00e+00 2.67e-09 1.00e-28 2.33e-35 
15960.30 1.42e-09 1.00e+00 3.88e-10 1.59e-29 1.90e-35 
16187.41 1.99e-09 1.00e+00 8.06e-11 8.96e-30 2.08e-35 
16354.17 2.41e-09 1.00e+00 1.95e-11 8.11e-30 2.53e-35 
16484.18 2.44e-09 1.00e+00 9.46e-12 9.98e-30 3.36e-35 
16593.12 2.28e-09 1.00e+00 3.61e-12 7.43e-30 4.66e-35 
16691.99 2.17e-09 1.00e+00 3.94e-12 2.33e-29 6.23e-35 
16788.59 2.23e-09 1.00e+00 1.94e-12 2.52e-29 8.09e-35 
16888.37 2.16e-09 1.00e+00 1.05e-12 2.62e-29 1.06e-34 
16998.79 2.15e-09 1.00e+00 6.11e-13 3.81e-29 1.45e-34 
17146.37 2.11e-09 1.00e+00 1.93e-13 1.83e-29 2.12e-34 
17415.23 2.19e-09 1.00e+00 1.24e-13 6.67e-29 3.72e-34 
17888.12 2.07e-09 1.00e+00 1.39e-14 9.24e-29 1.01e-33 
18532.37 2.08e-09 1.00e+00 6.40e-15 5.51e-28 2.69e-33 
19260.76 1.76e-09 1.00e+00 2.80e-16 6.37e-28 5.42e-33 
20034.10 1.70e-09 1.00e+00 3.88e-16 9.55e-27 6.29e-33 
20838.00 1.09e-09 1.00e+00 5.67e-18 2.74e-29 4.28e-33 
21647.97 9.41e-10 1.00e+00 2.01e-18 2.46e-28 2.77e-33 
22447.94 7.98e-10 1.00e+00 4.32e-19 6.45e-29 2.68e-33 
23245.88 6.68e-10 1.00e+00 1.02e-19 4.86e-29 3.35e-33 
24052.47 5.82e-10 1.00e+00 1.12e-20 2.59e-28 4.62e-33 
24867.72 5.51e-10 1.00e+00 3.67e-21 6.56e-28 6.55e-33 
25698.86 1.22e-09 1.00e+00 1.92e-21 1.41e-27 9.55e-33 
26587.16 6.10e-10 1.00e+00 3.42e-23 3.03e-27 1.49e-32 
27637.54 6.56e-10 1.00e+00 1.41e-23 6.48e-28 2.62e-32 
28986.97 7.16e-10 1.00e+00 1.88e-23 1.51e-28 5.78e-32 
#TIME: 15.65 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 5.71e-18 6.32e-09 5.02e-03 9.40e-01 5.50e-02 
999.11 5.59e-18 6.18e-09 4.99e-03 9.42e-01 5.29e-02 
1267.34 5.36e-18 5.87e-09 4.82e-03 9.41e-01 5.45e-02 
1514.05 5.28e-18 5.60e-09 4.63e-03 9.38e-01 5.78e-02 
1808.80 4.16e-18 4.60e-09 4.15e-03 9.32e-01 6.43e-02 
1919.29 4.28e-18 4.74e-09 4.24e-03 9.34e-01 6.14e-02 
2160.92 3.41e-18 3.93e-09 3.81e-03 9.29e-01 6.74e-02 
2292.92 3.18e-18 3.78e-09 3.75e-03 9.28e-01 6.82e-02 
2432.98 2.66e-18 3.36e-09 3.53e-03 9.24e-01 7.27e-02 
2581.60 2.53e-18 3.26e-09 3.47e-03 9.21e-01 7.56e-02 
2739.29 2.63e-18 3.45e-09 3.61e-03 9.24e-01 7.22e-02 
2906.62 3.08e-18 4.11e-09 4.03e-03 9.31e-01 6.52e-02 
3084.17 3.08e-18 4.34e-09 4.21e-03 9.33e-01 6.24e-02 
3272.56 3.17e-18 4.86e-09 4.60e-03 9.39e-01 5.62e-02 
3472.46 3.39e-18 5.97e-09 5.40e-03 9.50e-01 4.44e-02 
3684.57 3.90e-18 7.70e-09 6.45e-03 9.55e-01 3.90e-02 
3909.64 4.34e-18 1.00e-08 7.87e-03 9.61e-01 3.11e-02 
4148.46 6.27e-18 1.58e-08 1.05e-02 9.68e-01 2.18e-02 
4401.86 1.29e-17 3.06e-08 1.56e-02 9.70e-01 1.48e-02 
4670.75 2.59e-17 6.16e-08 2.34e-02 9.69e-01 7.68e-03 
4956.05 3.74e-17 1.02e-07 3.23e-02 9.63e-01 4.95e-03 
5258.79 5.05e-17 1.60e-07 4.33e-02 9.54e-01 3.09e-03 
5580.02 1.09e-16 3.76e-07 7.29e-02 9.26e-01 1.56e-03 
5920.87 2.45e-16 9.20e-07 1.23e-01 8.76e-01 7.90e-04 
6282.54 6.35e-16 2.51e-06 2.14e-01 7.85e-01 2.58e-04 
6666.30 1.84e-15 7.39e-06 3.70e-01 6.30e-01 5.63e-05 
7073.50 5.67e-15 2.30e-05 6.07e-01 3.93e-01 9.48e-06 
7505.58 1.50e-14 6.35e-05 8.23e-01 1.77e-01 5.91e-07 
7964.05 4.11e-14 1.78e-04 9.46e-01 5.42e-02 3.97e-07 
8450.53 1.32e-13 5.58e-04 9.87e-01 1.21e-02 8.07e-10 
8966.72 4.70e-13 1.94e-03 9.96e-01 2.01e-03 1.28e-11 
9514.44 2.39e-12 9.87e-03 9.90e-01 1.40e-04 3.86e-14 
10095.62 2.23e-11 8.72e-02 9.13e-01 4.71e-06 9.38e-18 
10712.30 1.71e-10 6.00e-01 4.00e-01 3.57e-08 2.82e-22 
11366.65 3.02e-10 9.57e-01 4.29e-02 4.23e-11 1.34e-27 
12061.10 3.18e-10 9.99e-01 1.14e-03 1.15e-14 8.44e-34 
12793.43 3.35e-10 1.00e+00 6.84e-05 9.50e-18 3.67e-34 
13528.61 3.72e-10 1.00e+00 4.47e-06 9.14e-21 1.19e-34 
14194.74 3.85e-10 1.00e+00 4.53e-07 2.93e-23 5.75e-35 
14757.77 3.87e-10 1.00e+00 7.17e-08 2.99e-25 4.11e-35 
15240.48 4.88e-10 1.00e+00 1.18e-08 5.69e-27 3.11e-35 
15646.99 7.78e-10 1.00e+00 1.56e-09 4.63e-29 2.48e-35 
15960.30 1.43e-09 1.00e+00 2.07e-10 1.18e-29 2.02e-35 
16187.41 2.09e-09 1.00e+00 4.79e-11 8.96e-30 2.22e-35 
16354.17 2.51e-09 1.00e+00 1.61e-11 1.14e-29 2.69e-35 
16484.18 2.57e-09 1.00e+00 5.07e-12 8.53e-30 3.57e-35 
16593.12 2.29e-09 1.00e+00 2.45e-12 1.77e-29 4.95e-35 
16691.99 2.36e-09 1.00e+00 2.04e-12 1.48e-29 6.62e-35 
16788.59 2.16e-09 1.00e+00 7.46e-13 1.43e-29 8.60e-35 
16888.37 2.19e-09 1.00e+00 8.14e-13 3.44e-29 1.12e-34 
16998.79 2.20e-09 1.00e+00 4.89e-13 4.58e-29 1.54e-34 
17146.37 2.21e-09 1.00e+00 1.78e-13 8.18e-29 2.26e-34 
17415.23 2.11e-09 1.00e+00 5.01e-14 5.22e-29 3.95e-34 
17888.12 2.00e-09 1.00e+00 8.63e-15 1.67e-28 1.07e-33 
18532.37 2.20e-09 1.00e+00 1.43e-15 1.23e-28 2.87e-33 
19260.76 1.88e-09 1.00e+00 1.72e-16 6.00e-28 5.76e-33 
20034.10 2.15e-09 1.00e+00 1.27e-17 2.89e-29 6.69e-33 
20838.00 1.06e-09 1.00e+00 4.19e-18 4.71e-28 4.55e-33 
21647.97 9.24e-10 1.00e+00 2.16e-18 7.02e-28 2.94e-33 
22447.94 7.79e-10 1.00e+00 4.49e-19 5.51e-28 2.85e-33 
23245.88 6.54e-10 1.00e+00 4.73e-20 3.89e-28 3.56e-33 
24052.47 5.82e-10 1.00e+00 1.90e-20 3.30e-27 4.91e-33 
24867.72 5.57e-10 1.00e+00 5.15e-20 4.91e-26 6.96e-33 
25698.86 5.58e-10 1.00e+00 4.65e-22 3.91e-28 1.02e-32 
26587.16 5.95e-10 1.00e+00 8.42e-23 5.33e-27 1.58e-32 
27637.54 6.93e-10 1.00e+00 4.75e-23 3.91e-26 2.78e-32 
28986.97 7.01e-10 1.00e+00 1.86e-23 8.63e-32 6.14e-32 
#TIME: 15.98 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 8.98e-18 1.02e-08 6.76e-03 9.56e-01 3.71e-02 
999.11 7.87e-18 9.07e-09 6.33e-03 9.55e-01 3.90e-02 
1267.34 7.44e-18 8.53e-09 6.10e-03 9.53e-01 4.04e-02 
1514.05 7.96e-18 8.70e-09 6.10e-03 9.52e-01 4.14e-02 
1808.80 6.39e-18 7.26e-09 5.51e-03 9.48e-01 4.64e-02 
1919.29 5.99e-18 7.02e-09 5.44e-03 9.49e-01 4.58e-02 
2160.92 5.31e-18 6.27e-09 5.08e-03 9.44e-01 5.08e-02 
2292.92 4.75e-18 5.92e-09 4.97e-03 9.44e-01 5.09e-02 
2432.98 4.26e-18 5.49e-09 4.78e-03 9.41e-01 5.40e-02 
2581.60 4.18e-18 5.51e-09 4.81e-03 9.43e-01 5.21e-02 
2739.29 4.30e-18 5.79e-09 4.99e-03 9.44e-01 5.06e-02 
2906.62 4.73e-18 6.68e-09 5.50e-03 9.50e-01 4.48e-02 
3084.17 4.96e-18 7.42e-09 5.93e-03 9.54e-01 4.05e-02 
3272.56 5.01e-18 8.29e-09 6.49e-03 9.57e-01 3.62e-02 
3472.46 5.47e-18 1.00e-08 7.42e-03 9.59e-01 3.34e-02 
3684.57 6.52e-18 1.35e-08 9.16e-03 9.66e-01 2.46e-02 
3909.64 7.40e-18 1.81e-08 1.14e-02 9.69e-01 1.96e-02 
4148.46 1.12e-17 2.90e-08 1.53e-02 9.71e-01 1.35e-02 
4401.86 2.37e-17 5.89e-08 2.30e-02 9.69e-01 8.09e-03 
4670.75 4.94e-17 1.22e-07 3.54e-02 9.60e-01 4.54e-03 
4956.05 7.16e-17 2.01e-07 4.86e-02 9.49e-01 2.51e-03 
5258.79 9.73e-17 3.19e-07 6.51e-02 9.33e-01 1.61e-03 
5580.02 2.07e-16 7.41e-07 1.08e-01 8.91e-01 9.32e-04 
5920.87 4.83e-16 1.85e-06 1.81e-01 8.19e-01 3.64e-04 
6282.54 1.22e-15 4.94e-06 3.07e-01 6.93e-01 1.26e-04 
6666.30 3.25e-15 1.34e-05 4.89e-01 5.11e-01 1.52e-05 
7073.50 8.92e-15 3.72e-05 7.20e-01 2.79e-01 4.69e-06 
7505.58 2.13e-14 9.24e-05 8.76e-01 1.24e-01 2.18e-07 
7964.05 5.59e-14 2.48e-04 9.60e-01 3.97e-02 1.33e-08 
8450.53 1.86e-13 7.95e-04 9.91e-01 7.86e-03 2.66e-10 
8966.72 6.57e-13 2.78e-03 9.96e-01 1.50e-03 4.51e-12 
9514.44 3.47e-12 1.48e-02 9.85e-01 7.70e-05 8.75e-15 
10095.62 3.15e-11 1.27e-01 8.73e-01 2.32e-06 1.89e-18 
10712.30 1.92e-10 6.83e-01 3.17e-01 1.41e-08 5.42e-23 
11366.65 3.06e-10 9.83e-01 1.74e-02 9.25e-12 4.83e-29 
12061.10 3.17e-10 9.99e-01 7.38e-04 3.72e-15 8.97e-34 
12793.43 3.35e-10 1.00e+00 4.47e-05 3.37e-18 3.90e-34 
13528.61 3.67e-10 1.00e+00 3.14e-06 3.60e-21 1.26e-34 
14194.74 3.85e-10 1.00e+00 2.93e-07 6.39e-24 6.11e-35 
14757.77 3.86e-10 1.00e+00 4.82e-08 1.22e-25 4.37e-35 
15240.48 4.91e-10 1.00e+00 7.99e-09 5.83e-28 3.31e-35 
15646.99 7.79e-10 1.00e+00 1.17e-09 4.80e-29 2.64e-35 
15960.30 1.48e-09 1.00e+00 1.29e-10 1.41e-29 2.15e-35 
16187.41 2.10e-09 1.00e+00 3.19e-11 1.03e-29 2.36e-35 
16354.17 2.54e-09 1.00e+00 6.53e-12 5.79e-30 2.86e-35 
16484.18 2.67e-09 1.00e+00 3.23e-12 1.03e-29 3.80e-35 
16593.12 2.39e-09 1.00e+00 1.80e-12 1.89e-29 5.27e-35 
16691.99 2.35e-09 1.00e+00 1.04e-12 1.64e-29 7.04e-35 
16788.59 2.24e-09 1.00e+00 5.24e-13 2.50e-29 9.15e-35 
16888.37 2.27e-09 1.00e+00 5.57e-13 2.91e-29 1.19e-34 
16998.79 2.29e-09 1.00e+00 2.06e-13 2.67e-29 1.64e-34 
17146.37 2.25e-09 1.00e+00 1.05e-13 4.84e-29 2.40e-34 
17415.23 2.20e-09 1.00e+00 3.94e-14 1.14e-28 4.20e-34 
17888.12 2.11e-09 1.00e+00 1.03e-14 4.04e-28 1.14e-33 
18532.37 2.37e-09 1.00e+00 2.05e-15 9.75e-28 3.05e-33 
19260.76 2.00e-09 1.00e+00 1.31e-16 8.21e-28 6.12e-33 
20034.10 2.08e-09 1.00e+00 3.79e-17 3.71e-27 7.12e-33 
20838.00 2.33e-09 1.00e+00 1.79e-17 3.30e-27 4.84e-33 
21647.97 9.04e-10 1.00e+00 2.86e-18 7.99e-28 3.13e-33 
