#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] co0 co1 co2 co3 co4 co5 co6 co7 co8
1.229776e+03 1.108963e+04 3.482527e+09 1.227615e-13 4.753162e-05 9.985060e-01 1.446466e-03 6.497128e-15 1.029282e-37 4.035059e-71 9.540520e-117 1.692673e-175 
1.304896e+03 1.110838e+04 3.546695e+09 1.248134e-13 4.805316e-05 9.985072e-01 1.444715e-03 6.615110e-15 1.073395e-37 4.399672e-71 1.101478e-116 2.109347e-175 
1.384604e+03 1.111144e+04 3.647178e+09 1.337973e-13 4.968208e-05 9.985607e-01 1.389623e-03 6.050392e-15 9.296944e-38 3.541693e-71 8.239355e-117 1.443732e-175 
1.469181e+03 1.112478e+04 3.662785e+09 1.289714e-13 4.841153e-05 9.984879e-01 1.463692e-03 6.921337e-15 1.208397e-37 5.446298e-71 1.560137e-116 3.536311e-175 
1.558925e+03 1.115087e+04 3.582241e+09 1.160812e-13 4.546384e-05 9.983297e-01 1.624825e-03 8.780302e-15 1.874798e-37 1.088945e-70 4.249541e-116 1.401411e-174 
1.654150e+03 1.116815e+04 3.545642e+09 1.095432e-13 4.386982e-05 9.982355e-01 1.720643e-03 1.016624e-14 2.469319e-37 1.681239e-70 7.985884e-116 3.336208e-174 
1.755192e+03 1.119541e+04 3.538819e+09 1.010995e-13 4.160386e-05 9.980614e-01 1.896963e-03 1.304162e-14 3.966378e-37 3.599919e-70 2.468208e-115 1.605952e-173 
1.862406e+03 1.124417e+04 3.504943e+09 9.102808e-14 3.903704e-05 9.978078e-01 2.153164e-03 1.768045e-14 7.045923e-37 9.015281e-70 9.452916e-115 1.041571e-172 
1.976169e+03 1.127367e+04 3.468848e+09 8.382848e-14 3.706466e-05 9.976282e-01 2.334727e-03 2.168456e-14 1.039196e-36 1.669642e-69 2.334727e-114 3.637186e-172 
2.096881e+03 1.131642e+04 3.382777e+09 7.480269e-14 3.442008e-05 9.973692e-01 2.596412e-03 2.807811e-14 1.680350e-36 3.577520e-69 7.046630e-114 1.664089e-171 
2.224967e+03 1.134161e+04 3.194285e+09 6.041616e-14 3.055332e-05 9.968666e-01 3.102801e-03 4.250708e-14 3.551607e-36 1.139276e-68 3.715594e-113 1.592397e-170 
2.360877e+03 1.136749e+04 3.001724e+09 5.015900e-14 2.743390e-05 9.963557e-01 3.616908e-03 6.039553e-14 6.653745e-36 2.961770e-68 1.443351e-112 9.929435e-170 
2.505088e+03 1.137022e+04 2.862880e+09 4.523064e-14 2.603454e-05 9.961509e-01 3.823066e-03 6.757672e-14 7.888438e-36 3.769220e-68 1.965379e-112 1.461919e-169 
2.658109e+03 1.136762e+04 2.758428e+09 4.388739e-14 2.589356e-05 9.962437e-01 3.730428e-03 6.253953e-14 6.605052e-36 2.742962e-68 1.187154e-112 6.978094e-170 
2.820477e+03 1.135757e+04 2.622018e+09 4.159078e-14 2.533257e-05 9.962882e-01 3.686455e-03 5.955043e-14 5.747089e-36 2.098444e-68 7.637579e-113 3.591931e-170 
2.992763e+03 1.131260e+04 2.397372e+09 3.847422e-14 2.482208e-05 9.964292e-01 3.546011e-03 5.141716e-14 4.006993e-36 1.086852e-68 2.659508e-113 7.588464e-171 
3.175573e+03 1.124183e+04 2.126067e+09 3.708904e-14 2.514818e-05 9.968811e-01 3.093769e-03 3.419429e-14 1.657247e-36 2.370080e-69 2.496726e-114 2.478634e-172 
3.369550e+03 1.114483e+04 1.866107e+09 3.596100e-14 2.602702e-05 9.973713e-01 2.602702e-03 2.086135e-14 5.741839e-37 3.834515e-70 1.504004e-115 4.311346e-174 
3.575375e+03 1.102870e+04 1.601857e+09 3.591467e-14 2.723730e-05 9.978974e-01 2.075337e-03 1.087081e-14 1.429355e-37 3.567363e-71 3.904816e-117 2.268168e-176 
3.793773e+03 1.089931e+04 1.318185e+09 3.394372e-14 2.812004e-05 9.983446e-01 1.627302e-03 5.391061e-15 3.121491e-38 2.595696e-72 6.788743e-119 6.589074e-179 
4.025512e+03 1.076695e+04 1.187827e+09 3.870890e-14 3.182831e-05 9.987963e-01 1.171921e-03 2.241743e-15 5.282522e-39 1.349485e-73 7.768415e-121 1.154165e-181 
4.271406e+03 1.064033e+04 1.203965e+09 5.688696e-14 4.105754e-05 9.992318e-01 7.271637e-04 6.776968e-16 5.342427e-40 3.378591e-75 3.363751e-123 5.936030e-185 
4.532320e+03 1.051307e+04 1.169233e+09 7.643005e-14 5.046343e-05 9.994699e-01 4.796476e-04 2.356593e-16 6.761120e-41 1.175847e-76 2.283103e-125 5.389298e-188 
4.809172e+03 1.039376e+04 1.014747e+09 8.044309e-14 5.473938e-05 9.995887e-01 3.565200e-04 1.047188e-16 1.256626e-41 6.854323e-78 2.989246e-127 1.109068e-190 
5.102936e+03 1.028709e+04 8.686205e+08 8.238025e-14 5.877692e-05 9.996705e-01 2.707441e-04 4.859509e-17 2.513061e-42 4.484633e-79 4.591079e-129 2.800003e-193 
5.414644e+03 1.017359e+04 7.858710e+08 9.593943e-14 6.724726e-05 9.997427e-01 1.900856e-04 1.900856e-17 3.765847e-43 1.923272e-80 3.963105e-131 3.335464e-196 
5.745391e+03 1.003200e+04 7.161687e+08 1.228063e-13 8.217523e-05 9.997987e-01 1.191541e-04 5.615308e-18 3.314401e-44 3.515274e-82 9.769722e-134 6.984895e-200 
6.096342e+03 9.863439e+03 6.513634e+08 1.726529e-13 1.068107e-04 9.998264e-01 6.681766e-05 1.243686e-18 1.663126e-45 2.584917e-84 6.242818e-137 2.199618e-204 
6.468731e+03 9.677592e+03 6.083812e+08 2.754707e-13 1.494519e-04 9.998179e-01 3.265030e-05 2.010051e-19 4.686646e-47 7.654856e-87 1.062307e-140 1.130003e-209 
6.863867e+03 9.451919e+03 5.652728e+08 5.118746e-13 2.319432e-04 9.997550e-01 1.302538e-05 1.936668e-20 4.815963e-49 4.427487e-90 1.611034e-145 1.970946e-216 
7.283139e+03 9.203454e+03 4.997398e+08 9.793586e-13 3.741825e-04 9.996212e-01 4.653642e-06 1.371102e-21 2.607120e-51 8.645372e-94 4.687413e-151 3.248769e-224 
7.728022e+03 8.932813e+03 4.430028e+08 2.136803e-12 6.572903e-04 9.993413e-01 1.397453e-06 6.321037e-23 6.231665e-54 4.574221e-98 1.958059e-157 3.574879e-233 
8.200081e+03 8.643866e+03 4.055988e+08 5.815830e-12 1.321780e-03 9.986779e-01 3.358299e-07 1.674254e-24 5.228372e-57 4.543005e-103 7.098446e-165 1.341361e-243 
8.700974e+03 8.334105e+03 3.632054e+08 1.741830e-11 2.865185e-03 9.971347e-01 6.815858e-08 2.903051e-26 1.893294e-60 1.137238e-108 3.281709e-173 2.751587e-255 
9.232464e+03 8.027314e+03 3.184261e+08 5.564870e-11 6.528020e-03 9.934720e-01 1.223558e-08 3.638569e-28 3.585060e-64 9.863375e-115 3.085649e-182 6.010773e-268 
9.796417e+03 7.707876e+03 2.833085e+08 2.127139e-10 1.657158e-02 9.834284e-01 1.760391e-09 2.654170e-30 2.439554e-68 1.649008e-121 2.583537e-192 4.536811e-282 
1.039482e+04 7.371005e+03 2.432100e+08 9.344012e-10 4.652937e-02 9.534706e-01 1.902174e-10 9.582380e-33 4.190503e-73 2.927155e-129 7.580092e-204 3.084477e-298 
1.102978e+04 7.022402e+03 1.908672e+08 3.987976e-09 1.292585e-01 8.707415e-01 1.593186e-11 1.903808e-35 2.234469e-78 7.525050e-138 1.212425e-216 0.000000e+00 
1.170352e+04 6.669945e+03 1.326011e+08 1.395062e-08 3.135802e-01 6.864197e-01 1.017284e-12 2.224691e-38 4.395062e-84 3.802469e-147 1.649383e-230 0.000000e+00 
1.241868e+04 6.323079e+03 8.713423e+07 3.954768e-08 6.063569e-01 3.936430e-01 3.759169e-14 1.026895e-41 1.839853e-90 1.821516e-157 7.640586e-246 0.000000e+00 
1.316817e+04 5.983947e+03 5.452676e+07 8.449213e-08 8.539903e-01 1.460097e-01 6.756348e-16 1.466143e-45 1.138150e-97 4.957678e-169 5.894800e-263 0.000000e+00 
1.388905e+04 5.673435e+03 3.656955e+07 1.546392e-07 9.598292e-01 4.017063e-02 8.247421e-18 1.297547e-49 3.910415e-105 6.683255e-181 1.965872e-280 0.000000e+00 
1.450043e+04 5.440156e+03 2.919719e+07 2.727204e-07 9.889860e-01 1.101371e-02 1.393571e-19 2.832096e-53 8.990782e-112 2.247695e-191 9.065705e-296 0.000000e+00 
1.501511e+04 5.261047e+03 2.781664e+07 4.946020e-07 9.968604e-01 3.139115e-03 3.276930e-21 1.465431e-56 1.235739e-117 1.531276e-200 4.180382e-309 0.000000e+00 
1.546584e+04 5.115546e+03 2.969301e+07 9.243603e-07 9.990560e-01 9.430342e-04 1.011505e-22 1.469017e-59 6.380264e-123 9.523712e-209 0.000000e+00 0.000000e+00 
1.582815e+04 5.001700e+03 3.468431e+07 1.696747e-06 9.996757e-01 3.225981e-04 4.960553e-24 4.063547e-62 2.247919e-127 1.318491e-215 0.000000e+00 0.000000e+00 
1.609245e+04 4.914113e+03 3.288108e+07 2.325206e-06 9.998386e-01 1.590930e-04 5.849729e-25 5.335736e-64 9.570058e-131 6.877715e-221 0.000000e+00 0.000000e+00 
1.628237e+04 4.848423e+03 2.963654e+07 2.799718e-06 9.998995e-01 9.774017e-05 1.272372e-25 2.254773e-65 3.024696e-133 7.649231e-225 0.000000e+00 0.000000e+00 
1.642596e+04 4.789616e+03 2.502085e+07 2.900271e-06 9.999220e-01 7.511852e-05 5.024484e-26 2.940069e-66 6.467157e-135 1.552118e-227 0.000000e+00 0.000000e+00 
1.654240e+04 4.748738e+03 2.081594e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 4.727482e+03 1.797944e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 4.696276e+03 1.581106e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 4.665030e+03 1.427301e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 4.682237e+03 1.371761e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 4.678996e+03 1.447051e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 4.667662e+03 1.383547e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 4.632698e+03 7.711776e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 4.577170e+03 5.091582e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 4.526556e+03 3.526501e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 4.437425e+03 2.282684e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 4.372802e+03 1.507760e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 4.319373e+03 1.095672e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 4.276445e+03 8.004529e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 4.214925e+03 5.585854e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 4.156918e+03 4.016767e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 4.116377e+03 3.135818e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 4.066060e+03 2.578175e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 4.011905e+03 2.232601e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 3.990934e+03 2.065868e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 3.922073e+03 1.749855e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 3.857014e+03 1.180723e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 3.763311e+03 6.566144e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 3.703597e+03 3.309999e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 3.649003e+03 1.766067e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 3.586682e+03 1.034167e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 3.500317e+03 6.939124e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 3.441339e+03 4.810559e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 3.438394e+03 3.350761e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 3.389062e+03 2.192892e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 3.431475e+03 1.567035e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 3.497025e+03 1.114062e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 3.571729e+03 7.832875e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 3.653514e+03 5.731112e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 3.743611e+03 4.527372e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 3.844545e+03 3.713643e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 3.978660e+03 2.874248e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 5.227548e+03 2.070185e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 7.499239e+03 1.434590e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 5.155553e+03 1.183540e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 6.540574e+03 1.095127e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 6.571104e+03 7.656691e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 6.604943e+03 5.423825e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 6.639593e+03 3.865076e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 4.842192e+03 3.553382e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 5.607172e+03 1.323411e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 5.736503e+03 9.999419e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 5.886427e+03 7.917047e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 6.190374e+03 7.003437e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 5.369788e+03 9.929919e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 6.941557e+03 6.486524e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 7.073602e+03 4.450964e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 7.075594e+03 4.535292e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 7.085445e+03 4.419026e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 7.090404e+03 4.361940e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 7.099319e+03 4.261667e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 7.238540e+03 3.033678e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 7.261562e+03 2.881349e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 3.113778e+01 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] co0 co1 co2 co3 co4 co5 co6 co7 co8
4.386064e+02 1.044787e+04 2.841139e+09 4.684732e-13 1.259022e-04 9.996884e-01 1.857162e-04 3.442442e-17 3.559560e-42 2.141592e-78 1.371957e-127 1.024785e-190 
8.801961e+02 1.043599e+04 5.757325e+09 1.962127e-12 2.581746e-04 9.996522e-01 8.963823e-05 7.931125e-18 3.841639e-43 1.067810e-79 3.118750e-129 1.036829e-192 
8.922517e+02 1.043403e+04 4.439306e+09 1.176572e-12 2.004729e-04 9.996843e-01 1.152451e-04 1.299858e-17 7.959953e-43 2.787323e-79 1.010405e-128 4.154184e-192 
9.200313e+02 1.042970e+04 3.863472e+09 9.071294e-13 1.764891e-04 9.996936e-01 1.298985e-04 1.638387e-17 1.101514e-42 4.165390e-79 1.619874e-128 7.004026e-192 
9.688202e+02 1.042366e+04 3.011337e+09 5.136732e-13 1.311842e-04 9.996871e-01 1.817613e-04 3.350730e-17 3.548296e-42 2.236454e-78 1.544971e-127 1.280232e-190 
1.029396e+03 1.045178e+04 3.078770e+09 5.230900e-13 1.317412e-04 9.996830e-01 1.852126e-04 3.533763e-17 3.990983e-42 2.758815e-78 2.150481e-127 2.072986e-190 
1.092261e+03 1.044880e+04 3.079480e+09 5.442330e-13 1.350933e-04 9.996904e-01 1.744634e-04 3.072408e-17 3.060828e-42 1.794811e-78 1.142503e-127 8.568775e-191 
1.158981e+03 1.049031e+04 3.087401e+09 5.017683e-13 1.281439e-04 9.996769e-01 1.949177e-04 4.052744e-17 5.210671e-42 4.245732e-78 4.091342e-127 5.056281e-190 
1.229776e+03 1.048729e+04 3.106804e+09 4.864296e-13 1.252460e-04 9.996702e-01 2.045302e-04 4.596185e-17 6.664468e-42 6.358056e-78 7.468801e-127 1.187348e-189 
1.304896e+03 1.048656e+04 3.164047e+09 5.261459e-13 1.308350e-04 9.996773e-01 1.918679e-04 3.928556e-17 5.015925e-42 4.068862e-78 3.928556e-127 4.910695e-190 
1.384604e+03 1.050174e+04 3.255176e+09 5.397697e-13 1.319131e-04 9.996756e-01 1.924995e-04 4.020734e-17 5.425237e-42 4.736755e-78 5.039687e-127 7.187750e-190 
1.469181e+03 1.053968e+04 3.269688e+09 4.966457e-13 1.247982e-04 9.996587e-01 2.164866e-04 5.412165e-17 9.614552e-42 1.194921e-77 1.988705e-126 4.902785e-189 
1.558925e+03 1.056886e+04 3.197507e+09 4.446751e-13 1.165959e-04 9.996436e-01 2.398444e-04 6.967743e-17 1.528352e-41 2.485979e-77 5.759768e-126 2.118334e-188 
1.654150e+03 1.060171e+04 3.164984e+09 3.960188e-13 1.083531e-04 9.996163e-01 2.752993e-04 9.716448e-17 2.870769e-41 6.830957e-77 2.546887e-125 1.663574e-187 
1.755192e+03 1.061838e+04 3.158443e+09 3.577723e-13 1.014091e-04 9.995867e-01 3.118421e-04 1.329559e-16 5.257802e-41 1.813035e-76 1.069691e-124 1.232864e-186 
1.862406e+03 1.067650e+04 3.127495e+09 3.145618e-13 9.329060e-05 9.995422e-01 3.645389e-04 1.950087e-16 1.087737e-40 5.771866e-76 5.909058e-124 1.322923e-185 
1.976169e+03 1.072130e+04 3.095376e+09 2.673018e-13 8.367708e-05 9.994762e-01 4.400795e-04 3.122395e-16 2.673018e-40 2.456077e-75 4.989633e-123 2.580043e-184 
2.096881e+03 1.076919e+04 3.018103e+09 2.291325e-13 7.617436e-05 9.994077e-01 5.161575e-04 4.582650e-16 5.490648e-40 7.678376e-75 2.620398e-122 2.553365e-183 
2.224967e+03 1.080474e+04 2.848332e+09 1.891926e-13 6.840042e-05 9.993252e-01 6.063867e-04 6.597487e-16 1.062389e-39 2.115077e-74 1.115751e-121 1.819160e-182 
2.360877e+03 1.083612e+04 2.675548e+09 1.533164e-13 6.064006e-05 9.992262e-01 7.131881e-04 9.725293e-16 2.116681e-39 6.140283e-74 5.110546e-121 1.426376e-181 
2.505088e+03 1.086829e+04 2.552510e+09 1.303996e-13 5.523873e-05 9.991267e-01 8.180162e-04 1.340218e-15 3.773137e-39 1.491144e-73 1.817143e-120 8.029236e-181 
2.658109e+03 1.088505e+04 2.460721e+09 1.237825e-13 5.413945e-05 9.991190e-01 8.268571e-04 1.343643e-15 3.666718e-39 1.385478e-73 1.574966e-120 6.349081e-181 
2.820477e+03 1.086956e+04 2.339981e+09 1.156087e-13 5.260726e-05 9.991137e-01 8.336554e-04 1.342758e-15 3.500080e-39 1.236695e-73 1.270635e-120 4.475860e-181 
2.992763e+03 1.083732e+04 2.140308e+09 1.062708e-13 5.124835e-05 9.991443e-01 8.044800e-04 1.175931e-15 2.522690e-39 6.733795e-74 4.767289e-121 1.046817e-181 
