#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
3.446e+09 8.579992e-08 9.996173e-01 3.826612e-04 5.039578e-26 3.012503e-69
3.637e+09 8.756453e-08 9.998156e-01 1.843452e-04 3.141690e-27 5.949866e-72
3.815e+09 8.703719e-08 9.998940e-01 1.059145e-04 3.677994e-28 4.677420e-74
3.975e+09 9.003717e-08 9.999336e-01 6.626299e-05 6.437147e-29 9.671705e-76
4.117e+09 9.149633e-08 9.999565e-01 4.335954e-05 1.296066e-29 2.670332e-77
4.247e+09 7.527020e-08 9.999575e-01 4.242394e-05 8.306782e-30 7.294497e-78
4.369e+09 6.288830e-08 9.999613e-01 3.863511e-05 4.157138e-30 1.167698e-78
4.488e+09 6.068554e-08 9.999745e-01 2.544540e-05 7.802407e-31 2.545577e-80
4.608e+09 6.589146e-08 9.999866e-01 1.333989e-05 7.571973e-32 1.498872e-82
4.729e+09 5.901278e-08 9.999889e-01 1.100732e-05 2.948989e-32 1.514213e-83
4.852e+09 4.247107e-08 9.999850e-01 1.498484e-05 5.262832e-32 3.402024e-83
4.975e+09 5.667074e-08 9.999948e-01 5.136481e-06 1.459063e-33 1.622641e-86
5.101e+09 5.632326e-08 9.999965e-01 3.437233e-06 3.078316e-34 4.817040e-88
5.229e+09 5.377158e-08 9.999974e-01 2.522783e-06 8.604301e-35 2.537637e-89
5.360e+09 4.507076e-08 9.999975e-01 2.461397e-06 5.652104e-35 7.540121e-90
5.492e+09 4.465057e-08 9.999983e-01 1.678807e-06 1.276255e-35 2.596669e-91
5.627e+09 4.193379e-08 9.999987e-01 1.290591e-06 4.137475e-36 1.864541e-92
5.762e+09 3.575457e-08 9.999987e-01 1.227808e-06 2.546364e-36 4.908684e-93
5.899e+09 2.580478e-08 9.999983e-01 1.684837e-06 4.710090e-36 1.200736e-92
6.034e+09 2.042796e-08 9.999981e-01 1.918850e-06 5.047697e-36 9.866872e-93
6.168e+09 1.775521e-08 9.999982e-01 1.807160e-06 3.096151e-36 2.653862e-93
6.297e+09 1.631088e-08 9.999984e-01 1.535725e-06 1.417037e-36 4.010715e-94
6.422e+09 9.474792e-09 9.999963e-01 3.666260e-06 1.474970e-35 3.472879e-92
6.539e+09 9.767694e-09 9.999975e-01 2.518098e-06 3.683860e-36 1.594591e-93
6.646e+09 6.793351e-09 9.999957e-01 4.311044e-06 1.489181e-35 2.148785e-92
6.742e+09 6.738300e-09 9.999966e-01 3.427403e-06 6.077427e-36 2.815538e-93
6.826e+09 7.422859e-09 9.999978e-01 2.238446e-06 1.413709e-36 1.217278e-94
6.896e+09 8.699466e-09 9.999987e-01 1.326285e-06 2.536100e-37 3.217400e-96
6.948e+09 1.087430e-08 9.999993e-01 7.134879e-07 3.535990e-38 5.310799e-98
6.976e+09 1.190133e-08 9.999994e-01 5.570734e-07 1.614135e-38 1.039195e-98
6.989e+09 8.695460e-09 9.999989e-01 1.067838e-06 1.102286e-37 4.916165e-97
6.995e+09 1.192030e-08 9.999995e-01 5.333331e-07 1.369586e-38 7.193472e-99
6.998e+09 3.409412e-08 9.999999e-01 5.758861e-08 1.840977e-41 1.184716e-104
7.000e+09 1.219921e-08 9.999995e-01 5.026067e-07 1.137941e-38 4.906004e-99
#TIME: 21.574673
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 1.558184e-20 4.964954e-11 7.443888e-04 9.984859e-01 7.696815e-04
8.862e+07 1.857499e-20 5.783396e-11 8.229639e-04 9.985114e-01 6.656072e-04
9.061e+07 2.022891e-20 6.228096e-11 8.640461e-04 9.985157e-01 6.202637e-04
9.444e+07 1.933625e-20 5.988699e-11 8.420601e-04 9.985141e-01 6.438580e-04
9.991e+07 1.770347e-20 5.547002e-11 8.006850e-04 9.985067e-01 6.925917e-04
1.061e+08 1.653326e-20 5.227015e-11 7.699891e-04 9.984971e-01 7.329349e-04
1.126e+08 1.483127e-20 4.755053e-11 7.234141e-04 9.984742e-01 8.023796e-04
1.194e+08 1.353331e-20 4.385038e-11 6.853442e-04 9.984460e-01 8.686130e-04
1.267e+08 1.247644e-20 4.070856e-11 6.513589e-04 9.984111e-01 9.375105e-04
1.345e+08 1.157561e-20 3.773156e-11 6.161063e-04 9.983596e-01 1.024247e-03
1.427e+08 1.134742e-20 3.647875e-11 5.974019e-04 9.983186e-01 1.084038e-03
1.514e+08 1.008887e-20 3.288638e-11 5.575332e-04 9.982432e-01 1.199232e-03
1.607e+08 8.070366e-21 2.748766e-11 4.992277e-04 9.981091e-01 1.391686e-03
1.705e+08 6.600083e-21 2.324683e-11 4.487270e-04 9.979364e-01 1.614851e-03
1.809e+08 5.407831e-21 1.959539e-11 4.014036e-04 9.977051e-01 1.893479e-03
1.919e+08 4.427949e-21 1.658479e-11 3.609017e-04 9.974430e-01 2.196133e-03
2.037e+08 3.541359e-21 1.375531e-11 3.201988e-04 9.970841e-01 2.595714e-03
2.161e+08 2.685006e-21 1.098658e-11 2.783669e-04 9.965833e-01 3.138284e-03
2.293e+08 1.922308e-21 8.509463e-12 2.395165e-04 9.959641e-01 3.796336e-03
2.433e+08 1.456605e-21 6.936750e-12 2.133667e-04 9.954245e-01 4.362162e-03
2.582e+08 1.248359e-21 6.227783e-12 2.014683e-04 9.951526e-01 4.645905e-03
2.739e+08 1.257359e-21 6.386584e-12 2.069039e-04 9.953824e-01 4.410685e-03
2.907e+08 1.416458e-21 7.273693e-12 2.286329e-04 9.960226e-01 3.748812e-03
3.084e+08 1.634040e-21 8.654678e-12 2.632033e-04 9.967840e-01 2.952798e-03
3.273e+08 2.004000e-21 1.106243e-11 3.206763e-04 9.975659e-01 2.113460e-03
3.472e+08 2.680794e-21 1.535555e-11 4.138919e-04 9.982025e-01 1.383651e-03
3.685e+08 3.520246e-21 2.127459e-11 5.373243e-04 9.985746e-01 8.880613e-04
3.910e+08 4.061191e-21 2.703770e-11 6.678889e-04 9.987372e-01 5.949203e-04
4.148e+08 6.080626e-21 4.087411e-11 9.050406e-04 9.987295e-01 3.654619e-04
4.402e+08 1.320195e-20 7.970174e-11 1.398818e-03 9.984062e-01 1.949360e-04
4.671e+08 2.691461e-20 1.512778e-10 2.154043e-03 9.977437e-01 1.022597e-04
4.956e+08 3.952465e-20 2.311557e-10 2.979252e-03 9.969612e-01 5.953633e-05
5.259e+08 5.823388e-20 3.568765e-10 4.163540e-03 9.958026e-01 3.389734e-05
5.580e+08 1.113020e-19 6.673245e-10 6.478784e-03 9.935043e-01 1.687407e-05
5.921e+08 2.329876e-19 1.344207e-09 1.055413e-02 9.894380e-01 7.840363e-06
6.282e+08 5.326943e-19 2.928294e-09 1.809600e-02 9.819007e-01 3.341455e-06
6.666e+08 1.512733e-18 7.585426e-09 3.440270e-02 9.655961e-01 1.208098e-06
7.074e+08 4.964941e-18 2.238126e-08 7.097006e-02 9.290296e-01 3.643068e-07
7.506e+08 1.606307e-17 6.726674e-08 1.485865e-01 8.514133e-01 9.234017e-08
7.964e+08 5.984292e-17 2.272548e-07 3.222991e-01 6.777006e-01 1.545571e-08
8.451e+08 2.534442e-16 8.146926e-07 6.356396e-01 3.643596e-01 1.119680e-09
8.967e+08 1.033629e-15 2.585272e-06 9.055966e-01 9.440080e-02 2.111580e-11
9.514e+08 5.064373e-15 8.403184e-06 9.888252e-01 1.116641e-02 8.494437e-14
1.010e+09 3.297163e-14 3.157180e-05 9.991316e-01 8.368080e-04 1.245848e-16
1.071e+09 2.172528e-13 1.199769e-04 9.998224e-01 5.760337e-05 1.454046e-19
1.137e+09 1.101693e-12 3.932787e-04 9.996020e-01 4.770376e-06 2.536743e-22
1.206e+09 4.002595e-12 1.066272e-03 9.989332e-01 5.094957e-07 7.838674e-25
1.279e+09 1.290168e-11 2.635244e-03 9.973647e-01 6.605965e-08 3.967180e-27
1.353e+09 3.875896e-11 6.108704e-03 9.938913e-01 9.966721e-09 2.992537e-29
1.419e+09 9.492938e-11 1.234076e-02 9.876592e-01 1.927132e-09 4.198806e-31
1.476e+09 1.827991e-10 2.095892e-02 9.790411e-01 5.299274e-10 1.450692e-32
1.524e+09 4.642456e-10 3.933097e-02 9.606690e-01 1.455225e-10 5.727535e-34
1.565e+09 1.497341e-09 7.985493e-02 9.201451e-01 3.898863e-11 2.458649e-35
1.596e+09 6.055939e-09 1.758003e-01 8.241997e-01 8.377017e-12 7.211969e-37
1.619e+09 1.375526e-08 2.827755e-01 7.172245e-01 2.416728e-12 4.090450e-38
1.635e+09 2.245623e-08 3.783176e-01 6.216824e-01 8.846048e-13 4.004000e-39
1.648e+09 2.682460e-08 4.326741e-01 5.673259e-01 4.619835e-13 8.392379e-40
1.659e+09 2.729649e-08 4.590595e-01 5.409405e-01 3.018344e-13 2.812491e-40
1.669e+09 2.797206e-08 4.838522e-01 5.161477e-01 2.064878e-13 1.075386e-40
1.679e+09 2.883774e-08 5.059627e-01 4.940372e-01 1.499560e-13 4.849333e-41
1.689e+09 3.036588e-08 5.324102e-01 4.675897e-01 1.053008e-13 2.056867e-41
1.700e+09 3.135446e-08 5.547813e-01 4.452187e-01 7.639574e-14 9.364649e-42
1.715e+09 3.243625e-08 5.801192e-01 4.198807e-01 5.274273e-14 3.787273e-42
1.742e+09 3.404229e-08 6.205180e-01 3.794820e-01 2.857117e-14 8.520635e-43
1.789e+09 3.729437e-08 6.918011e-01 3.081989e-01 9.157453e-15 5.598574e-44
1.853e+09 4.902024e-08 7.987547e-01 2.012453e-01 1.506587e-15 9.780066e-46
1.926e+09 5.912966e-08 8.713093e-01 1.286907e-01 2.545101e-16 1.861622e-47
2.003e+09 6.465012e-08 9.151470e-01 8.485295e-02 4.813962e-17 4.372413e-49
2.084e+09 6.897134e-08 9.434966e-01 5.650336e-02 9.853481e-18 1.243535e-50
2.165e+09 7.936763e-08 9.662511e-01 3.374879e-02 1.574295e-18 2.309061e-52
2.245e+09 8.356488e-08 9.780307e-01 2.196918e-02 3.138253e-19 6.374089e-54
2.325e+09 8.251324e-08 9.843118e-01 1.568807e-02 8.145293e-20 2.939997e-55
2.405e+09 8.150899e-08 9.885324e-01 1.146755e-02 2.337211e-20 1.710678e-56
2.487e+09 8.308049e-08 9.918317e-01 8.168231e-03 6.459732e-21 9.613210e-58
2.570e+09 8.592711e-08 9.942728e-01 5.727103e-03 1.732954e-21 5.175042e-59
2.659e+09 9.195057e-08 9.963326e-01 3.667266e-03 3.497676e-22 1.545542e-60
2.764e+09 9.503379e-08 9.975237e-01 2.476161e-03 8.151083e-23 6.070225e-62
2.899e+09 1.110914e-07 9.987451e-01 1.254760e-03 7.898628e-24 3.969405e-64
3.065e+09 1.158971e-07 9.992865e-01 7.134146e-04 9.689805e-25 3.726743e-66
3.252e+09 1.100777e-07 9.996039e-01 3.960190e-04 9.120550e-26 1.671775e-68
3.446e+09 9.968997e-08 9.997691e-01 2.307789e-04 9.485941e-27 8.743708e-71
3.637e+09 8.854160e-08 9.998474e-01 1.524967e-04 1.544878e-27 1.220853e-72
3.815e+09 9.082051e-08 9.999185e-01 8.139589e-05 1.443914e-28 6.057284e-75
3.975e+09 9.303981e-08 9.999478e-01 5.211378e-05 2.713183e-29 1.448700e-76
4.117e+09 8.943843e-08 9.999611e-01 3.878639e-05 8.091985e-30 8.920615e-78
4.247e+09 8.940885e-08 9.999756e-01 2.429005e-05 1.335276e-30 1.534261e-79
4.369e+09 8.663795e-08 9.999841e-01 1.581312e-05 2.415489e-31 3.097640e-81
4.488e+09 7.638869e-08 9.999871e-01 1.284476e-05 8.601969e-32 2.497632e-82
4.608e+09 6.356840e-08 9.999876e-01 1.230874e-05 5.200055e-32 6.085466e-83
4.729e+09 5.725952e-08 9.999899e-01 1.002797e-05 1.949032e-32 5.687704e-84
4.852e+09 4.555614e-08 9.999891e-01 1.087332e-05 1.744502e-32 3.137235e-84
4.975e+09 5.391234e-08 9.999951e-01 4.891678e-06 1.102878e-33 8.007784e-87
5.101e+09 4.758175e-08 9.999957e-01 4.243100e-06 5.068647e-34 1.149519e-87
5.229e+09 4.587233e-08 9.999969e-01 3.043674e-06 1.320804e-34 5.246971e-89
5.360e+09 4.275937e-08 9.999976e-01 2.358126e-06 4.350033e-35 3.859623e-90
5.492e+09 5.865157e-08 9.999991e-01 8.027823e-07 1.238516e-36 2.039716e-93
5.627e+09 3.883500e-08 9.999987e-01 1.302030e-06 3.715495e-36 1.303105e-92
5.762e+09 3.725892e-08 9.999990e-01 9.621824e-07 1.076656e-36 7.504108e-94
5.899e+09 3.572913e-08 9.999992e-01 7.172552e-07 3.223620e-37 4.648950e-95
6.034e+09 2.307946e-08 9.999987e-01 1.258503e-06 1.249909e-36 5.101424e-94
6.168e+09 2.203839e-08 9.999990e-01 9.677001e-07 4.183649e-37 4.037485e-95
6.297e+09 1.166374e-08 9.999973e-01 2.737181e-06 7.037527e-36 8.963124e-93
6.422e+09 8.597588e-09 9.999961e-01 3.880072e-06 1.533330e-35 3.273765e-92
6.539e+09 8.341695e-09 9.999969e-01 3.048731e-06 5.742744e-36 3.419009e-93
6.646e+09 9.109474e-09 9.999981e-01 1.901548e-06 1.101476e-36 9.444416e-95
6.742e+09 8.546214e-09 9.999983e-01 1.717007e-06 6.616752e-37 2.719786e-95
6.826e+09 8.969423e-09 9.999987e-01 1.256996e-06 2.183218e-37 2.403593e-96
6.896e+09 1.150300e-08 9.999994e-01 6.185411e-07 2.266107e-38 2.120659e-98
6.948e+09 8.293576e-09 9.999989e-01 1.096317e-06 1.117823e-37 4.724398e-97
6.976e+09 9.742604e-09 9.999993e-01 7.324237e-07 3.194349e-38 3.579021e-98
6.989e+09 1.735837e-08 9.999998e-01 2.082963e-07 7.399210e-40 1.764879e-101
6.995e+09 2.957054e-08 9.999999e-01 6.702702e-08 2.537447e-41 1.970027e-104
6.998e+09 1.234203e-08 9.999996e-01 4.208838e-07 5.882045e-39 1.128422e-99
7.000e+09 1.502167e-08 9.999997e-01 2.763568e-07 1.679141e-39 8.997660e-101
#TIME: 22.574673
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 4.338855e-20 1.312535e-10 1.472103e-03 9.982586e-01 2.693423e-04
8.862e+07 5.281156e-20 1.557082e-10 1.647010e-03 9.981242e-01 2.287773e-04
9.061e+07 5.738623e-20 1.673702e-10 1.727055e-03 9.980594e-01 2.135173e-04
9.444e+07 5.727762e-20 1.670948e-10 1.725187e-03 9.980610e-01 2.138537e-04
9.991e+07 5.308840e-20 1.564175e-10 1.651936e-03 9.981203e-01 2.277857e-04
1.061e+08 4.733505e-20 1.415677e-10 1.547107e-03 9.982023e-01 2.505768e-04
1.126e+08 4.604261e-20 1.381599e-10 1.522296e-03 9.982211e-01 2.565931e-04
1.194e+08 4.335334e-20 1.309213e-10 1.468263e-03 9.982610e-01 2.707334e-04
1.267e+08 4.194589e-20 1.267399e-10 1.434472e-03 9.982847e-01 2.808352e-04
1.345e+08 4.033955e-20 1.211751e-10 1.384880e-03 9.983171e-01 2.979753e-04
1.427e+08 4.127128e-20 1.215659e-10 1.375911e-03 9.983196e-01 3.045293e-04
1.514e+08 3.797193e-20 1.128808e-10 1.309327e-03 9.983630e-01 3.276943e-04
1.607e+08 3.205907e-20 9.885731e-11 1.209025e-03 9.984270e-01 3.639823e-04
1.705e+08 2.855678e-20 9.002577e-11 1.141002e-03 9.984651e-01 3.938664e-04
1.809e+08 2.563377e-20 8.212331e-11 1.075225e-03 9.984961e-01 4.286846e-04
1.919e+08 2.180616e-20 7.183311e-11 9.880382e-04 9.985297e-01 4.822531e-04
2.037e+08 1.878476e-20 6.353102e-11 9.146011e-04 9.985487e-01 5.367031e-04
2.161e+08 1.540907e-20 5.432004e-11 8.317492e-04 9.985594e-01 6.088862e-04
2.293e+08 1.189149e-20 4.489841e-11 7.471533e-04 9.985596e-01 6.932624e-04
2.433e+08 9.855460e-21 3.956436e-11 7.007625e-04 9.985589e-01 7.403532e-04
2.582e+08 9.041784e-21 3.769430e-11 6.881983e-04 9.985665e-01 7.452940e-04
2.739e+08 9.693016e-21 4.083037e-11 7.327227e-04 9.985964e-01 6.708613e-04
2.907e+08 1.120538e-20 4.760575e-11 8.222306e-04 9.986216e-01 5.562118e-04
3.084e+08 1.297869e-20 5.693009e-11 9.497051e-04 9.986158e-01 4.344959e-04
3.273e+08 1.534421e-20 7.063487e-11 1.134813e-03 9.985467e-01 3.184990e-04
3.472e+08 1.972697e-20 9.497020e-11 1.434812e-03 9.983514e-01 2.137860e-04
3.685e+08 2.467791e-20 1.265358e-10 1.816718e-03 9.980417e-01 1.415607e-04
3.910e+08 2.669131e-20 1.525163e-10 2.182818e-03 9.977180e-01 9.915308e-05
4.148e+08 3.739515e-20 2.178826e-10 2.849800e-03 9.970861e-01 6.405662e-05
4.402e+08 7.782162e-20 4.087960e-10 4.287713e-03 9.956769e-01 3.542650e-05
4.671e+08 1.524782e-19 7.478215e-10 6.431944e-03 9.935488e-01 1.923609e-05
4.956e+08 2.280828e-19 1.159494e-09 8.968130e-03 9.910209e-01 1.101046e-05
5.259e+08 3.396853e-19 1.805521e-09 1.258724e-02 9.874066e-01 6.181207e-06
5.580e+08 6.319644e-19 3.297138e-09 1.925615e-02 9.807407e-01 3.111977e-06
5.921e+08 1.318153e-18 6.622944e-09 3.124429e-02 9.687543e-01 1.420118e-06
6.282e+08 3.034247e-18 1.452463e-08 5.359925e-02 9.464002e-01 5.787991e-07
6.666e+08 8.313769e-18 3.652206e-08 9.912324e-02 9.008765e-01 1.995203e-07
7.074e+08 2.571889e-17 1.025067e-07 1.941569e-01 8.058429e-01 5.354137e-08
7.506e+08 7.660710e-17 2.858231e-07 3.699891e-01 6.300106e-01 1.032332e-08
7.964e+08 2.353408e-16 7.964143e-07 6.385104e-01 3.614888e-01 1.054195e-09
8.451e+08 8.004245e-16 2.190520e-06 8.842723e-01 1.157256e-01 3.545792e-11
8.967e+08 3.134696e-15 6.102627e-06 9.805128e-01 1.948105e-02 3.383557e-13
9.514e+08 1.544440e-14 1.913548e-05 9.979054e-01 2.075422e-03 1.174206e-15
1.010e+09 9.189021e-14 6.701080e-05 9.997589e-01 1.740497e-04 2.295037e-18
1.071e+09 5.212482e-13 2.297335e-04 9.997558e-01 1.443628e-05 4.228403e-21
1.137e+09 2.306315e-12 6.888213e-04 9.993098e-01 1.393427e-06 1.068582e-23
1.206e+09 7.726990e-12 1.764002e-03 9.982358e-01 1.657145e-07 4.312672e-26
1.279e+09 2.462123e-11 4.297419e-03 9.957026e-01 2.228783e-08 2.407875e-28
1.353e+09 7.536993e-11 1.004617e-02 9.899538e-01 3.304592e-09 1.747914e-30
1.419e+09 1.880381e-10 2.049839e-02 9.795016e-01 6.188858e-10 2.276302e-32
1.476e+09 3.849214e-10 3.619462e-02 9.638054e-01 1.540888e-10 6.183373e-34
1.524e+09 9.716229e-10 6.739424e-02 9.326058e-01 4.106625e-11 2.306532e-35
1.565e+09 3.121338e-09 1.353020e-01 8.646980e-01 1.015133e-11 8.459218e-37
1.596e+09 1.220503e-08 2.847099e-01 7.152901e-01 1.863947e-12 1.873429e-38
1.619e+09 2.621698e-08 4.293378e-01 5.706622e-01 4.697205e-13 8.598821e-40
1.635e+09 3.981044e-08 5.356905e-01 4.643095e-01 1.634172e-13 8.151183e-41
1.648e+09 4.686227e-08 5.967509e-01 4.032491e-01 7.764587e-14 1.451467e-41
1.659e+09 4.796465e-08 6.284430e-01 3.715569e-01 4.653472e-14 4.122181e-42
1.669e+09 4.846623e-08 6.519101e-01 3.480899e-01 3.113896e-14 1.533483e-42
1.679e+09 4.856113e-08 6.676724e-01 3.323275e-01 2.340857e-14 7.579385e-43
1.689e+09 5.099318e-08 6.944367e-01 3.055632e-01 1.544911e-14 2.874062e-43
1.700e+09 5.121659e-08 7.094216e-01 2.905784e-01 1.162576e-14 1.438817e-43
1.715e+09 5.370852e-08 7.377877e-01 2.622123e-01 7.124600e-15 4.608789e-44
1.742e+09 5.686064e-08 7.774103e-01 2.225896e-01 3.305747e-15 7.721677e-45
1.789e+09 6.109211e-08 8.328958e-01 1.671041e-01 9.096215e-16 3.895963e-46
1.853e+09 7.364211e-08 8.949308e-01 1.050691e-01 1.543584e-16 7.801337e-48
1.926e+09 8.659967e-08 9.374763e-01 6.252363e-02 2.279086e-17 1.178794e-49
2.003e+09 9.164305e-08 9.593364e-01 4.066352e-02 4.346274e-18 2.882316e-51
2.084e+09 9.836138e-08 9.745577e-01 2.544221e-02 7.581680e-19 6.005656e-53
2.165e+09 1.091217e-07 9.843683e-01 1.563162e-02 1.345737e-19 1.388814e-54
2.245e+09 1.135622e-07 9.898499e-01 1.014999e-02 2.680164e-20 3.825952e-56
2.325e+09 1.096655e-07 9.925253e-01 7.474607e-03 7.644288e-21 2.131441e-57
2.405e+09 1.055935e-07 9.942980e-01 5.701933e-03 2.493816e-21 1.604059e-58
2.487e+09 1.076598e-07 9.959882e-01 4.011672e-03 6.625653e-22 8.284901e-60
2.570e+09 1.057587e-07 9.968763e-01 3.123599e-03 2.436599e-22 8.436744e-61
2.659e+09 1.083686e-07 9.978152e-01 2.184655e-03 6.407532e-23 4.297882e-62
2.764e+09 1.115056e-07 9.985167e-01 1.483165e-03 1.515796e-23 1.736529e-63
2.899e+09 1.326151e-07 9.992847e-01 7.151573e-04 1.255106e-24 8.184726e-66
3.065e+09 1.394585e-07 9.996013e-01 3.985473e-04 1.448044e-25 6.775398e-68
3.252e+09 1.208843e-07 9.997267e-01 2.731563e-04 2.593897e-26 1.130242e-69
3.446e+09 1.116147e-07 9.998479e-01 1.519829e-04 2.340455e-27 4.418384e-72
3.637e+09 1.046030e-07 9.999113e-01 8.858091e-05 2.596918e-28 2.816382e-74
3.815e+09 9.786840e-08 9.999414e-01 5.851557e-05 4.653745e-29 5.278311e-76
3.975e+09 9.224294e-08 9.999545e-01 4.545063e-05 1.577193e-29 4.208510e-77
4.117e+09 1.034087e-07 9.999761e-01 2.383721e-05 1.625104e-30 2.975784e-79
4.247e+09 8.766425e-08 9.999782e-01 2.175657e-05 8.426870e-31 5.275474e-80
4.369e+09 7.050601e-08 9.999783e-01 2.159554e-05 5.475846e-31 1.436762e-80
4.488e+09 6.215946e-08 9.999824e-01 1.752370e-05 1.941919e-31 1.147430e-81
4.608e+09 5.983342e-08 9.999878e-01 1.209219e-05 4.342969e-32 3.700460e-83
4.729e+09 6.433833e-08 9.999933e-01 6.644557e-06 4.963229e-33 3.104813e-85
4.852e+09 6.567323e-08 9.999958e-01 4.153699e-06 8.463814e-34 5.938083e-87
4.975e+09 7.061533e-08 9.999976e-01 2.341840e-06 1.068431e-34 6.236410e-89
5.101e+09 7.600297e-08 9.999986e-01 1.329545e-06 1.388313e-35 7.002384e-91
5.229e+09 5.486372e-08 9.999982e-01 1.779963e-06 2.336387e-35 1.384579e-90
5.360e+09 4.595065e-08 9.999982e-01 1.738532e-06 1.539113e-35 4.135764e-91
5.492e+09 4.194038e-08 9.999985e-01 1.415863e-06 5.908522e-36 4.163737e-92
5.627e+09 4.991398e-08 9.999993e-01 6.576113e-07 4.275101e-37 1.454297e-94
5.762e+09 4.151426e-08 9.999993e-01 6.591658e-07 3.072360e-37 5.231056e-95
5.899e+09 3.659867e-08 9.999994e-01 5.878799e-07 1.569312e-37 9.515751e-96
6.034e+09 2.764539e-08 9.999992e-01 7.363724e-07 2.223661e-37 1.367340e-95
6.168e+09 1.933117e-08 9.999989e-01 1.104993e-06 5.471132e-37 6.066154e-95
6.297e+09 1.370047e-08 9.999983e-01 1.649282e-06 1.351782e-36 2.772452e-94
6.422e+09 1.060535e-08 9.999979e-01 2.083227e-06 2.069193e-36 4.919417e-94
6.539e+09 1.086906e-08 9.999985e-01 1.456835e-06 5.479976e-37 2.555357e-95
6.646e+09 8.111393e-09 9.999979e-01 2.110194e-06 1.326975e-36 1.206421e-94
6.742e+09 6.457443e-09 9.999972e-01 2.747455e-06 2.403006e-36 3.261643e-94
6.826e+09 9.824511e-09 9.999991e-01 8.867484e-07 6.759836e-38 1.963136e-97
6.896e+09 1.077123e-08 9.999994e-01 6.134907e-07 1.945774e-38 1.362307e-98
6.948e+09 1.577240e-08 9.999997e-01 2.382659e-07 1.039393e-39 3.285599e-101
6.976e+09 5.270091e-09 9.999976e-01 2.428844e-06 1.029642e-36 3.554865e-95
6.989e+09 9.097263e-09 9.999993e-01 7.115092e-07 2.519494e-38 1.890660e-98
6.995e+09 3.517376e-09 9.999941e-01 5.856162e-06 1.437221e-35 7.351515e-93
6.998e+09 1.171675e-08 9.999996e-01 4.053067e-07 4.625086e-39 6.069351e-100
7.000e+09 1.219418e-08 9.999996e-01 3.710727e-07 3.547209e-39 3.544832e-100
#TIME: 23.574673
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 1.729933e-19 4.730544e-10 3.559631e-03 9.963703e-01 7.010112e-05
8.862e+07 2.258424e-19 5.965628e-10 4.145100e-03 9.957988e-01 5.609364e-05
9.061e+07 2.481722e-19 6.475750e-10 4.374434e-03 9.955737e-01 5.183729e-05
9.444e+07 2.425313e-19 6.347466e-10 4.317367e-03 9.956298e-01 5.284467e-05
9.991e+07 2.241972e-19 5.927792e-10 4.127826e-03 9.958157e-01 5.643786e-05
1.061e+08 2.138301e-19 5.688362e-10 4.017558e-03 9.959237e-01 5.872253e-05
1.126e+08 2.146178e-19 5.704871e-10 4.024584e-03 9.959168e-01 5.858560e-05
1.194e+08 2.093310e-19 5.573985e-10 3.960669e-03 9.959793e-01 6.004256e-05
