#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
9.444e+07 9.997620e-01 2.380068e-04 1.307952e-29 8.902194e-94 3.038266e-201
9.991e+07 9.996914e-01 3.085919e-04 3.529137e-29 1.179820e-92 4.986358e-199
1.061e+08 9.997168e-01 2.832234e-04 2.543932e-29 5.034366e-93 9.289201e-200
1.126e+08 9.996417e-01 3.583266e-04 6.238375e-29 5.190884e-92 9.271010e-198
1.194e+08 9.996488e-01 3.512010e-04 5.793375e-29 4.295465e-92 6.398582e-198
1.267e+08 9.996001e-01 3.999481e-04 9.550560e-29 1.584694e-91 8.444119e-197
1.345e+08 9.995982e-01 4.017808e-04 9.632770e-29 1.603065e-91 8.557658e-197
1.427e+08 9.993840e-01 6.160213e-04 4.524709e-28 8.108703e-90 1.804130e-193
1.514e+08 9.991264e-01 8.735610e-04 1.433239e-27 1.309493e-88 3.611268e-191
1.607e+08 9.989021e-01 1.097925e-03 2.758941e-27 5.527946e-88 4.920046e-190
1.705e+08 9.984588e-01 1.541242e-03 8.095304e-27 6.985807e-87 5.831008e-188
1.809e+08 9.978096e-01 2.190397e-03 2.431507e-26 9.114422e-86 7.176155e-186
1.919e+08 9.975145e-01 2.485526e-03 3.063206e-26 1.224451e-85 9.844347e-186
2.037e+08 9.962459e-01 3.754118e-03 1.042369e-25 1.938327e-84 1.582032e-183
2.161e+08 9.945800e-01 5.420050e-03 2.900685e-25 1.753394e-83 8.164510e-182
2.293e+08 9.908407e-01 9.159320e-03 1.382675e-24 5.948514e-82 5.337322e-179
2.433e+08 9.888578e-01 1.114219e-02 2.127659e-24 1.238699e-81 1.617285e-178
2.582e+08 9.879454e-01 1.205463e-02 2.295791e-24 1.147611e-81 1.095003e-178
2.739e+08 9.852962e-01 1.470382e-02 4.198321e-24 4.557889e-81 1.407392e-177
2.907e+08 9.852051e-01 1.479487e-02 3.895718e-24 3.327613e-81 6.814284e-178
3.084e+08 9.858522e-01 1.414778e-02 2.976330e-24 1.466136e-81 1.219181e-178
3.273e+08 9.869951e-01 1.300485e-02 1.977723e-24 4.557558e-82 1.109984e-179
3.472e+08 9.920009e-01 7.999131e-03 3.271310e-25 4.541639e-84 1.331986e-183
3.685e+08 9.955814e-01 4.418621e-03 4.583154e-26 3.945022e-86 1.574711e-187
3.910e+08 9.983999e-01 1.600117e-03 1.840683e-27 2.057006e-89 1.058956e-193
4.148e+08 9.994453e-01 5.547263e-04 7.332573e-29 1.270362e-92 1.173009e-199
4.402e+08 9.996985e-01 3.014573e-04 1.259700e-29 2.582405e-94 9.792785e-203
4.671e+08 9.998309e-01 1.691287e-04 2.014902e-30 3.449744e-96 2.912022e-206
4.956e+08 9.998745e-01 1.254897e-04 6.280825e-31 1.610726e-97 6.706478e-209
5.259e+08 9.999037e-01 9.632988e-05 1.980876e-31 6.721784e-99 1.092855e-211
5.580e+08 9.999112e-01 8.883094e-05 1.162954e-31 1.283854e-99 3.294838e-213
5.921e+08 9.999197e-01 8.032000e-05 6.640425e-32 2.415996e-100 1.014187e-214
6.282e+08 9.999468e-01 5.317299e-05 1.466427e-32 5.143061e-102 5.463635e-218
6.666e+08 9.999704e-01 2.963705e-05 2.035305e-33 4.133376e-104 5.281076e-222
7.074e+08 9.999839e-01 1.610819e-05 2.692903e-34 3.111727e-106 4.724021e-226
7.506e+08 9.999926e-01 7.410078e-06 1.911106e-35 4.721782e-109 1.822108e-231
7.964e+08 9.999971e-01 2.909189e-06 7.382632e-37 1.471161e-112 3.089604e-238
8.451e+08 9.999989e-01 1.088818e-06 2.262041e-38 2.369752e-116 1.356449e-245
8.967e+08 9.999996e-01 3.575254e-07 3.767179e-40 6.873985e-121 1.808562e-254
9.514e+08 9.999999e-01 1.044078e-07 3.540542e-42 3.895801e-126 8.481577e-265
1.010e+09 1.000000e+00 3.105491e-08 3.249724e-44 1.861031e-131 2.581056e-275
1.071e+09 1.000000e+00 7.595065e-09 1.236499e-46 7.731108e-138 5.559990e-288
1.137e+09 1.000000e+00 2.755639e-09 1.816412e-48 8.904262e-143 7.122301e-298
1.206e+09 1.000000e+00 1.189608e-09 4.561476e-50 3.543942e-147 9.207261e-307
1.279e+09 1.000000e+00 7.515976e-10 5.011714e-51 6.668098e-150 2.431958e-312
1.353e+09 1.000000e+00 3.989894e-10 3.008170e-52 2.814310e-153 3.601986e-319
1.419e+09 1.000000e+00 3.333204e-10 1.069361e-52 1.267825e-154 5.582942e-322
1.476e+09 1.000000e+00 3.876879e-10 1.389928e-52 1.713896e-154 7.262765e-322
1.524e+09 1.000000e+00 1.838075e-10 6.607991e-54 5.025352e-158 0.000000e+00
1.565e+09 1.000000e+00 9.571621e-11 4.778518e-55 4.709041e-161 0.000000e+00
1.596e+09 1.000000e+00 1.622239e-10 3.334903e-54 6.655357e-159 0.000000e+00
1.619e+09 1.000000e+00 2.408536e-10 1.082084e-53 9.445167e-158 0.000000e+00
1.635e+09 1.000000e+00 1.517863e-10 1.248738e-54 2.172582e-160 0.000000e+00
1.648e+09 1.000000e+00 2.443537e-10 5.304327e-54 5.909393e-159 0.000000e+00
1.659e+09 1.000000e+00 4.487087e-10 3.880870e-53 6.916722e-157 0.000000e+00
1.669e+09 1.000000e+00 9.841809e-11 8.560522e-56 6.084601e-164 0.000000e+00
1.679e+09 1.000000e+00 4.580809e-11 3.502907e-57 1.102175e-167 0.000000e+00
1.689e+09 1.000000e+00 1.119342e-10 8.481240e-56 3.254958e-164 0.000000e+00
1.700e+09 1.000000e+00 2.132780e-11 1.057004e-58 6.286162e-172 0.000000e+00
1.715e+09 1.000000e+00 2.807531e-11 2.094400e-58 2.384156e-171 0.000000e+00
1.742e+09 1.000000e+00 3.524755e-11 2.952624e-58 3.090069e-171 0.000000e+00
1.789e+09 1.000000e+00 6.382379e-12 1.604160e-61 3.248361e-180 0.000000e+00
1.853e+09 1.000000e+00 4.112717e-12 1.453254e-62 2.707026e-183 0.000000e+00
1.926e+09 1.000000e+00 1.630616e-12 2.768100e-64 5.658452e-188 0.000000e+00
2.003e+09 1.000000e+00 2.551178e-13 2.955578e-67 1.514435e-195 0.000000e+00
2.084e+09 1.000000e+00 1.125043e-13 1.729375e-68 1.370413e-198 0.000000e+00
2.165e+09 1.000000e+00 2.316981e-13 1.426825e-67 1.490020e-196 0.000000e+00
2.245e+09 1.000000e+00 2.447083e-13 1.362473e-67 9.740730e-197 0.000000e+00
2.325e+09 1.000000e+00 3.049267e-13 2.852218e-67 5.847562e-196 0.000000e+00
2.405e+09 1.000000e+00 1.208292e-12 2.503318e-65 2.473519e-191 0.000000e+00
2.487e+09 1.000000e+00 1.347516e-11 5.836250e-62 2.290911e-183 0.000000e+00
2.570e+09 1.000000e+00 9.191963e-12 2.069574e-62 2.596208e-184 0.000000e+00
2.659e+09 1.000000e+00 3.517481e-11 8.969164e-61 8.893178e-181 0.000000e+00
2.764e+09 1.000000e+00 8.411296e-11 1.602380e-59 9.130894e-178 0.000000e+00
2.899e+09 1.000000e+00 4.798914e-10 8.629440e-57 7.076247e-171 0.000000e+00
3.065e+09 1.000000e+00 6.084108e-11 8.132529e-60 3.079240e-178 0.000000e+00
3.252e+09 1.000000e+00 1.661186e-09 1.483913e-55 1.154722e-168 0.000000e+00
3.446e+09 1.000000e+00 5.772886e-10 8.827367e-57 3.306121e-171 0.000000e+00
3.637e+09 1.000000e+00 1.370406e-10 7.375659e-59 3.182662e-176 0.000000e+00
3.815e+09 1.000000e+00 1.090404e-11 3.102691e-62 5.509512e-184 0.000000e+00
3.975e+09 1.000000e+00 5.689103e-13 4.071931e-66 7.986191e-193 0.000000e+00
4.117e+09 1.000000e+00 1.920599e-13 8.445757e-68 4.823016e-197 0.000000e+00
4.247e+09 1.000000e+00 2.860030e-13 4.484090e-67 4.355452e-195 0.000000e+00
4.369e+09 1.000000e+00 1.143125e-12 2.209761e-65 1.987406e-191 0.000000e+00
4.488e+09 1.000000e+00 2.808745e-12 2.841166e-64 5.174440e-189 0.000000e+00
4.608e+09 1.000000e+00 9.621979e-12 1.353549e-62 4.211054e-185 0.000000e+00
4.729e+09 1.000000e+00 3.654655e-12 6.490643e-64 3.548539e-188 0.000000e+00
4.852e+09 1.000000e+00 1.341524e-11 3.839873e-62 4.782883e-184 0.000000e+00
4.975e+09 1.000000e+00 4.702717e-12 1.431869e-63 2.243139e-187 0.000000e+00
5.101e+09 1.000000e+00 1.707377e-12 5.957327e-65 1.357253e-190 0.000000e+00
5.229e+09 1.000000e+00 7.175965e-12 5.392490e-63 4.931172e-186 0.000000e+00
5.360e+09 1.000000e+00 2.842631e-12 2.950115e-64 5.648692e-189 0.000000e+00
5.492e+09 1.000000e+00 5.776520e-13 1.985168e-66 4.893006e-194 0.000000e+00
5.627e+09 1.000000e+00 1.185409e-13 1.375959e-68 4.536141e-199 0.000000e+00
5.762e+09 1.000000e+00 1.798043e-14 3.687175e-71 4.583521e-205 0.000000e+00
5.899e+09 1.000000e+00 5.759483e-14 1.426683e-69 2.302873e-201 0.000000e+00
6.034e+09 1.000000e+00 4.484912e-13 8.969840e-67 7.680896e-195 0.000000e+00
6.168e+09 1.000000e+00 1.196020e-15 7.405356e-75 1.100432e-213 0.000000e+00
6.297e+09 1.000000e+00 9.261668e-16 3.316466e-75 1.690963e-214 0.000000e+00
6.422e+09 1.000000e+00 1.428628e-15 1.294222e-74 4.044690e-213 0.000000e+00
6.539e+09 1.000000e+00 4.927681e-16 4.567615e-76 1.661908e-216 0.000000e+00
6.646e+09 1.000000e+00 3.531325e-16 1.603380e-76 1.447055e-217 0.000000e+00
6.742e+09 1.000000e+00 2.213900e-16 3.697319e-77 4.729369e-219 0.000000e+00
6.826e+09 1.000000e+00 4.906637e-17 3.247569e-79 7.580543e-224 0.000000e+00
6.896e+09 1.000000e+00 9.414242e-17 2.517187e-78 8.986975e-222 0.000000e+00
6.948e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.976e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.989e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.995e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.998e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
7.000e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
#TIME: 160.574676
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 9.997010e-01 2.989738e-04 3.070820e-29 8.035183e-93 2.292076e-199
8.862e+07 9.997755e-01 2.244894e-04 1.026517e-29 4.630717e-94 8.199212e-202
9.061e+07 9.997050e-01 2.950180e-04 2.918636e-29 7.039845e-93 1.765656e-199
9.444e+07 9.998020e-01 1.979577e-04 6.336185e-30 1.315870e-94 6.830805e-203
9.991e+07 9.996913e-01 3.086850e-04 3.469047e-29 1.103448e-92 4.285700e-199
1.061e+08 9.997259e-01 2.740533e-04 2.202669e-29 3.384314e-93 4.160991e-200
1.126e+08 9.997689e-01 2.310510e-04 1.146940e-29 6.187219e-94 1.453885e-201
1.194e+08 9.996082e-01 3.917873e-04 8.619935e-29 1.179002e-91 4.593851e-197
1.267e+08 9.997278e-01 2.722366e-04 2.166288e-29 3.275297e-93 3.936816e-200
1.345e+08 9.996246e-01 3.753554e-04 7.303729e-29 7.640496e-92 1.947291e-197
1.427e+08 9.996109e-01 3.890797e-04 7.814139e-29 8.371796e-92 2.166952e-197
1.514e+08 9.993632e-01 6.368464e-04 4.305077e-28 5.748397e-90 7.590976e-194
1.607e+08 9.989312e-01 1.068778e-03 2.450775e-27 3.984494e-88 2.535891e-190
1.705e+08 9.985291e-01 1.470905e-03 6.692747e-27 4.195992e-87 2.105530e-188
1.809e+08 9.979713e-01 2.028667e-03 1.806094e-26 4.180366e-86 1.533819e-186
1.919e+08 9.972436e-01 2.756372e-03 4.362855e-26 2.923846e-85 5.250407e-185
2.037e+08 9.964962e-01 3.503848e-03 7.990958e-26 9.678022e-85 4.007895e-184
2.161e+08 9.952698e-01 4.730199e-03 1.752452e-25 4.817217e-84 6.489512e-183
2.293e+08 9.921092e-01 7.890782e-03 7.951141e-25 1.438505e-82 3.301311e-180
2.433e+08 9.904532e-01 9.546779e-03 1.189143e-24 2.757049e-82 8.429499e-180
2.582e+08 9.866489e-01 1.335114e-02 3.288598e-24 2.812827e-81 6.206377e-178
2.739e+08 9.865499e-01 1.345013e-02 2.940533e-24 1.772423e-81 2.150059e-178
2.907e+08 9.866603e-01 1.333972e-02 2.578594e-24 1.115209e-81 7.752868e-179
3.084e+08 9.874429e-01 1.255714e-02 1.859040e-24 4.236598e-82 1.037784e-179
3.273e+08 9.886022e-01 1.139783e-02 1.185940e-24 1.195147e-82 7.863221e-181
3.472e+08 9.926627e-01 7.337292e-03 2.358164e-25 1.944728e-84 2.506669e-184
3.685e+08 9.965906e-01 3.409398e-03 1.876819e-26 4.350917e-87 2.253637e-189
3.910e+08 9.985727e-01 1.427306e-03 1.244949e-27 7.856009e-90 1.662695e-194
4.148e+08 9.994892e-01 5.108017e-04 5.517506e-29 6.289777e-93 3.026290e-200
4.402e+08 9.997786e-01 2.213731e-04 4.588819e-30 2.290761e-95 9.831030e-205
4.671e+08 9.998622e-01 1.378054e-04 1.020250e-30 6.642252e-97 1.256149e-207
4.956e+08 9.999068e-01 9.317850e-05 2.343745e-31 1.488716e-98 7.164671e-211
5.259e+08 9.999216e-01 7.838586e-05 9.918706e-32 1.248225e-99 4.362106e-213
5.580e+08 9.999224e-01 7.757443e-05 7.323452e-32 4.121056e-100 3.709972e-214
5.921e+08 9.999397e-01 6.028251e-05 2.540990e-32 2.339763e-101 1.168903e-216
6.282e+08 9.999586e-01 4.137214e-05 6.280744e-33 6.480266e-103 1.031102e-219
6.666e+08 9.999734e-01 2.658226e-05 1.388167e-33 1.589986e-104 8.303324e-223
7.074e+08 9.999859e-01 1.406220e-05 1.664610e-34 9.325749e-107 4.563801e-227
7.506e+08 9.999938e-01 6.172437e-06 9.907007e-36 8.992027e-110 7.222652e-233
7.964e+08 9.999974e-01 2.582576e-06 4.724158e-37 4.657667e-113 3.225827e-239
8.451e+08 9.999991e-01 9.481826e-07 1.334691e-38 6.021781e-117 9.107654e-247
8.967e+08 9.999997e-01 3.406176e-07 3.087004e-40 4.028888e-121 6.214334e-255
9.514e+08 9.999999e-01 9.273882e-08 2.220131e-42 1.139960e-126 7.410637e-266
1.010e+09 1.000000e+00 2.534855e-08 1.472440e-44 2.337457e-132 4.249178e-277
1.071e+09 1.000000e+00 7.448561e-09 1.128073e-46 5.966446e-138 3.276066e-288
1.137e+09 1.000000e+00 2.291385e-09 8.801157e-49 1.326533e-143 1.636631e-299
1.206e+09 1.000000e+00 8.349132e-10 1.151869e-50 9.692505e-149 7.465736e-310
1.279e+09 1.000000e+00 4.551659e-10 7.176245e-52 4.168461e-152 1.072078e-316
1.353e+09 1.000000e+00 2.805704e-10 7.640501e-53 7.805581e-155 3.013800e-322
1.419e+09 1.000000e+00 1.964490e-10 1.377053e-53 6.007462e-157 0.000000e+00
1.476e+09 1.000000e+00 1.605475e-10 4.608524e-54 2.381978e-158 0.000000e+00
1.524e+09 1.000000e+00 1.646257e-10 4.250854e-54 1.562438e-158 0.000000e+00
1.565e+09 1.000000e+00 1.186890e-10 1.074636e-54 3.799371e-160 0.000000e+00
1.596e+09 1.000000e+00 1.504116e-10 2.450647e-54 2.925032e-159 0.000000e+00
1.619e+09 1.000000e+00 1.041040e-10 4.221837e-55 2.001924e-161 0.000000e+00
1.635e+09 1.000000e+00 2.074604e-10 4.080933e-54 4.630850e-159 0.000000e+00
1.648e+09 1.000000e+00 8.336445e-11 8.323274e-56 1.171217e-163 0.000000e+00
1.659e+09 1.000000e+00 2.423915e-11 5.052470e-58 1.319306e-169 0.000000e+00
1.669e+09 1.000000e+00 6.964007e-11 2.219242e-56 1.774920e-165 0.000000e+00
1.679e+09 1.000000e+00 1.113395e-10 1.054110e-55 7.609620e-164 0.000000e+00
1.689e+09 1.000000e+00 3.943443e-11 1.497171e-57 8.718887e-169 0.000000e+00
1.700e+09 1.000000e+00 8.191533e-11 1.853409e-56 4.256461e-166 0.000000e+00
1.715e+09 1.000000e+00 1.000879e-10 2.763981e-56 7.732489e-166 0.000000e+00
1.742e+09 1.000000e+00 2.606670e-11 9.047732e-59 1.389223e-172 0.000000e+00
1.789e+09 1.000000e+00 1.451998e-11 3.711136e-60 1.117203e-176 0.000000e+00
1.853e+09 1.000000e+00 3.039310e-12 3.874568e-63 7.210325e-185 0.000000e+00
1.926e+09 1.000000e+00 1.938272e-12 6.042078e-64 4.940932e-187 0.000000e+00
2.003e+09 1.000000e+00 6.397655e-13 5.309905e-66 1.275848e-192 0.000000e+00
2.084e+09 1.000000e+00 1.045862e-13 1.047044e-68 2.858707e-199 0.000000e+00
2.165e+09 1.000000e+00 2.195086e-13 9.940773e-68 4.851691e-197 0.000000e+00
2.245e+09 1.000000e+00 2.501248e-13 1.568618e-67 1.502917e-196 0.000000e+00
2.325e+09 1.000000e+00 9.330656e-13 1.453636e-65 1.029905e-191 0.000000e+00
2.405e+09 1.000000e+00 4.219224e-12 1.373966e-63 3.153004e-187 0.000000e+00
2.487e+09 1.000000e+00 1.076304e-11 2.541879e-62 2.746699e-184 0.000000e+00
2.570e+09 1.000000e+00 5.057864e-12 2.235194e-63 8.691824e-187 0.000000e+00
2.659e+09 1.000000e+00 2.573120e-11 3.098686e-61 6.628060e-182 0.000000e+00
2.764e+09 1.000000e+00 2.298757e-11 2.258939e-61 3.352459e-182 0.000000e+00
2.899e+09 1.000000e+00 1.276613e-10 5.641779e-59 1.594577e-176 0.000000e+00
3.065e+09 1.000000e+00 3.075297e-09 5.853706e-54 7.741239e-164 0.000000e+00
3.252e+09 1.000000e+00 6.213132e-10 1.299776e-56 1.023717e-170 0.000000e+00
3.446e+09 1.000000e+00 3.879741e-10 2.399507e-57 1.463465e-172 0.000000e+00
3.637e+09 1.000000e+00 1.522355e-10 1.009705e-58 6.465814e-176 0.000000e+00
3.815e+09 1.000000e+00 1.286447e-11 5.126871e-62 1.733575e-183 0.000000e+00
3.975e+09 1.000000e+00 5.843361e-13 4.343026e-66 9.020161e-193 0.000000e+00
4.117e+09 1.000000e+00 2.990820e-13 3.478193e-67 1.355255e-195 0.000000e+00
4.247e+09 1.000000e+00 1.126885e-12 3.404807e-65 1.092217e-190 0.000000e+00
4.369e+09 1.000000e+00 1.439876e-12 4.489852e-65 1.014182e-190 0.000000e+00
4.488e+09 1.000000e+00 3.998853e-12 8.608963e-64 6.853666e-188 0.000000e+00
4.608e+09 1.000000e+00 3.481066e-12 5.571449e-64 2.485929e-188 0.000000e+00
4.729e+09 1.000000e+00 7.735950e-12 6.826261e-63 8.542288e-186 0.000000e+00
4.852e+09 1.000000e+00 1.217642e-11 2.833338e-62 2.355253e-184 0.000000e+00
4.975e+09 1.000000e+00 1.311876e-11 3.579861e-62 4.061890e-184 0.000000e+00
5.101e+09 1.000000e+00 4.610102e-12 1.345230e-63 1.939473e-187 0.000000e+00
5.229e+09 1.000000e+00 2.583485e-12 2.185541e-64 2.807492e-189 0.000000e+00
5.360e+09 1.000000e+00 2.433555e-12 1.811655e-64 1.813061e-189 0.000000e+00
5.492e+09 1.000000e+00 3.983705e-13 6.183399e-67 3.227349e-195 0.000000e+00
5.627e+09 1.000000e+00 9.716005e-14 7.368826e-69 1.058021e-199 0.000000e+00
5.762e+09 1.000000e+00 8.997283e-14 5.789021e-69 6.028596e-200 0.000000e+00
5.899e+09 1.000000e+00 5.119890e-15 7.133690e-73 4.642266e-209 0.000000e+00
6.034e+09 1.000000e+00 7.150360e-15 2.036833e-72 5.358092e-208 0.000000e+00
6.168e+09 1.000000e+00 4.506233e-14 6.602335e-70 3.821244e-202 0.000000e+00
6.297e+09 1.000000e+00 6.397595e-16 1.037267e-75 1.125006e-215 0.000000e+00
6.422e+09 1.000000e+00 4.001665e-16 2.374954e-76 3.616776e-217 0.000000e+00
6.539e+09 1.000000e+00 8.238701e-16 2.296063e-75 7.174509e-215 0.000000e+00
6.646e+09 1.000000e+00 2.081596e-16 3.046474e-77 3.011092e-219 0.000000e+00
6.742e+09 1.000000e+00 3.358447e-16 1.369441e-76 1.001791e-217 0.000000e+00
6.826e+09 1.000000e+00 1.830056e-16 2.032579e-77 1.171950e-219 0.000000e+00
6.896e+09 1.000000e+00 6.348310e-17 7.296940e-79 5.006929e-223 0.000000e+00
6.948e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.976e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.989e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.995e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.998e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
7.000e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
#TIME: 161.574676
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 9.997393e-01 2.606934e-04 1.786740e-29 1.919674e-93 1.332933e-200
8.862e+07 9.998211e-01 1.789395e-04 4.220977e-30 4.460169e-95 7.904858e-204
9.061e+07 9.998906e-01 1.093902e-04 6.328838e-31 3.129809e-97 4.360727e-208
9.444e+07 9.998291e-01 1.708509e-04 3.533125e-30 2.803306e-95 3.157559e-204
9.991e+07 9.996708e-01 3.291836e-04 4.352354e-29 1.946750e-92 1.288312e-198
1.061e+08 9.996359e-01 3.640790e-04 6.386731e-29 5.274122e-92 9.196942e-198
1.126e+08 9.996559e-01 3.441387e-04 5.157351e-29 3.028032e-92 3.080707e-198
1.194e+08 9.997147e-01 2.853214e-04 2.530147e-29 4.765376e-93 8.044474e-200
1.267e+08 9.997394e-01 2.606066e-04 1.800248e-29 1.978683e-93 1.428216e-200
1.345e+08 9.996594e-01 3.406079e-04 4.956076e-29 2.728581e-92 2.507302e-198
1.427e+08 9.996223e-01 3.777413e-04 6.857162e-29 5.831991e-92 1.042045e-197
1.514e+08 9.994148e-01 5.852035e-04 3.074162e-28 2.352628e-90 1.282998e-194
1.607e+08 9.991401e-01 8.598926e-04 1.070885e-27 4.630997e-89 3.635466e-192
1.705e+08 9.988741e-01 1.125861e-03 2.450239e-27 3.127688e-88 1.274283e-190
1.809e+08 9.983124e-01 1.687585e-03 9.060924e-27 7.051981e-87 4.639272e-188
1.919e+08 9.977374e-01 2.262586e-03 2.099543e-26 4.476419e-86 1.324552e-186
2.037e+08 9.963887e-01 3.611347e-03 8.733290e-26 1.180773e-84 5.769613e-184
2.161e+08 9.950598e-01 4.940189e-03 2.006312e-25 6.599632e-84 1.169209e-182
2.293e+08 9.934642e-01 6.535765e-03 3.975863e-25 2.448389e-83 1.032308e-181
2.433e+08 9.909358e-01 9.064178e-03 9.659702e-25 1.586848e-82 2.806211e-180
2.582e+08 9.884574e-01 1.154256e-02 1.878869e-24 6.534228e-82 3.475896e-179
2.739e+08 9.883233e-01 1.167670e-02 1.695844e-24 4.185769e-82 1.235360e-179
2.907e+08 9.871483e-01 1.285173e-02 2.195937e-24 7.183732e-82 3.194462e-179
3.084e+08 9.883524e-01 1.164758e-02 1.373769e-24 1.894227e-82 2.087949e-180
3.273e+08 9.902303e-01 9.769721e-03 6.576040e-25 2.576995e-83 3.812263e-182
3.472e+08 9.939972e-01 6.002772e-03 1.137237e-25 3.053573e-85 6.764658e-186
3.685e+08 9.970146e-01 2.985438e-03 1.179549e-26 1.368445e-87 2.405967e-190
3.910e+08 9.988452e-01 1.154766e-03 6.142609e-28 1.415557e-90 6.299176e-196
4.148e+08 9.995565e-01 4.434979e-04 3.439880e-29 1.995119e-93 3.370162e-201
4.402e+08 9.998014e-01 1.985708e-04 3.172879e-30 9.274824e-96 1.733485e-205
4.671e+08 9.998844e-01 1.156447e-04 5.674256e-31 1.595844e-97 8.222346e-209
4.956e+08 9.999208e-01 7.922016e-05 1.354583e-31 3.899574e-99 5.496201e-212
5.259e+08 9.999219e-01 7.809133e-05 9.605515e-32 1.123918e-99 3.480943e-213
5.580e+08 9.999417e-01 5.825972e-05 2.810106e-32 4.020891e-101 4.340326e-216
5.921e+08 9.999477e-01 5.232461e-05 1.563977e-32 7.081071e-102 1.172450e-217
6.282e+08 9.999621e-01 3.792457e-05 4.617239e-33 2.999290e-103 2.314943e-220
6.666e+08 9.999768e-01 2.318345e-05 8.611437e-34 4.851072e-105 8.372407e-224
7.074e+08 9.999884e-01 1.157045e-05 8.386202e-35 1.685494e-107 1.663322e-228
7.506e+08 9.999947e-01 5.311762e-06 5.739281e-36 2.249547e-110 4.835637e-234
7.964e+08 9.999978e-01 2.244357e-06 2.795775e-37 1.208235e-113 2.281336e-240
8.451e+08 9.999992e-01 8.106328e-07 7.347292e-39 1.279404e-117 4.301239e-248
8.967e+08 9.999997e-01 2.867123e-07 1.588941e-40 7.124753e-122 2.027799e-256
9.514e+08 9.999999e-01 8.457111e-08 1.538123e-42 4.317298e-127 1.075799e-266
1.010e+09 1.000000e+00 2.572154e-08 1.530390e-44 2.530870e-132 4.881029e-277
1.071e+09 1.000000e+00 7.068591e-09 9.075471e-47 3.321817e-138 1.014026e-288
1.137e+09 1.000000e+00 1.990116e-09 5.038888e-49 3.049387e-144 8.847477e-301
